pitcher,player_name,cohort,xfp_v5,xfp_v6,xfp_v7,xfp_v8,xfp_v8_1,delta_v8_1_v8,n_pitches_2025,n_pitches_2026,weight_2026,gs_2026,fp_per_start_actual_2026,k_pct_2026
681293,"Arrighetti, Spencer",2026_only,,,,,8.126926118025214,,0.0,379.0,1.0,,,
681343,"Smith, Shane",blended,10.896572424279173,,10.75255227023596,11.144637626037843,11.092471832679076,-0.05216579335876759,2423.0,225.0,0.08496978851963746,3.0,-2.866666666666667,0.2244897959183673
681347,"Burrows, Mike",blended,11.053662028569375,,11.079944124176226,10.735514071443896,10.997638091632403,0.2621240201885069,1542.0,636.0,0.29201101928374656,7.0,6.742857142857141,0.2130177514792899
681517,"Leahy, Kyle",2026_only,,,,,5.596182215537108,,0.0,501.0,1.0,,,
681857,"Olson, Reese",2025_only,11.514224741487,10.860880441980456,11.221089200952616,11.175835584393589,11.175835584393587,-1.7763568394002505e-15,1167.0,0.0,0.0,,,
682052,"Lopez, Jacob",blended,12.14972756107197,,12.060893433854565,12.813761849515329,12.143005834095238,-0.6707560154200909,1666.0,571.0,0.25525257040679483,6.0,3.9166666666666656,0.1575342465753424
682227,"Williamson, Brandon",2026_only,,,,,5.023036235592687,,0.0,518.0,1.0,,,
682243,"Miller, Bryce",2025_only,7.701290746668331,8.157604642871389,7.817028336212254,7.156987652575408,7.156987652575408,0.0,1545.0,0.0,0.0,,,
682847,"Ortiz, Luis",2025_only,10.262413842675617,11.281197386104436,10.501939472002904,10.136919211123342,10.136919211123342,0.0,1502.0,0.0,0.0,,,
682990,"Priester, Quinn",2025_only,11.849377141137737,,11.78395058134064,11.749078794867415,11.749078794867415,0.0,2469.0,0.0,0.0,,,
683004,"Leiter, Jack",blended,9.522698034235008,,9.462145440457013,9.633271265750649,9.68731511223463,0.05404384648398164,2585.0,652.0,0.2014210688909484,7.0,9.457142857142856,0.2621951219512195
684007,"Imanaga, Shota",blended,11.296412733434696,11.336020993890196,11.175433474190926,10.449345584271294,11.440245328382499,0.9908997441112053,2109.0,646.0,0.23448275862068965,7.0,18.057142857142857,0.270440251572327
685299,"Gordon, Tanner",2025_only,6.405193237483019,,6.528464585188157,5.940348612173428,5.940348612173428,0.0,1245.0,0.0,0.0,,,
686218,"Sheehan, Emmet",blended,14.945422949793407,14.817165395552356,14.843754926074023,16.37166279823896,14.224019329096452,-2.14764346914251,1146.0,534.0,0.31785714285714284,6.0,11.016666666666666,0.2727272727272727
686563,"Cannon, Jonathan",2025_only,6.95439086105157,7.001512963805839,6.916203272800534,6.943586716221665,6.943586716221665,0.0,1799.0,0.0,0.0,,,
686613,"Brown, Hunter",2025_only,14.166496424092845,14.15503640144035,13.841668120793797,14.272523976189111,14.272523976189113,1.7763568394002505e-15,2968.0,0.0,0.0,,,
686701,"Bergert, Ryan",2025_only,9.672152807817229,,9.50100616806761,9.72533840863414,9.725338408634139,-1.7763568394002505e-15,1316.0,0.0,0.0,,,
686752,"Pepiot, Ryan",2025_only,11.181122092411863,10.988405759304026,10.981415326436345,10.978563694995858,10.978563694995858,0.0,2700.0,0.0,0.0,,,
686799,"Kochanowicz, Jack",blended,5.612387989740401,6.0805977001791645,5.611525312622232,5.517074759699421,6.668649271604881,1.1515745119054603,1875.0,661.0,0.2606466876971609,7.0,12.914285714285713,0.1714285714285714
