pitcher,year,prior_career_fp_per_start,prior_career_gs
595191,2016,,0
595191,2017,12.212121212121213,33
595191,2019,10.645614035087718,57
595881,2019,,0
596001,2017,,0
596001,2018,9.943749999999998,16
596001,2019,10.643478260869562,46
596001,2020,10.010389610389607,77
596001,2022,9.539759036144575,83
596043,2016,,0
596043,2018,6.299999999999999,14
596057,2015,,0
596057,2016,7.884615384615385,13
596057,2017,9.611538461538462,26
596057,2019,8.277272727272727,44
596064,2015,,0
596071,2019,,0
596112,2017,,0
596133,2017,,0
596133,2018,12.32,10
596133,2019,10.048571428571428,35
596133,2020,10.974468085106382,47
596133,2021,9.901694915254236,59
596133,2023,9.954166666666666,72
596295,2018,,0
596295,2021,9.727272727272728,11
596295,2022,9.979411764705882,34
596295,2023,9.07843137254902,51
596295,2024,8.219230769230768,78
596295,2025,8.360185185185184,108
598271,2018,,0
601713,2017,,0
601713,2018,7.38076923076923,26
601713,2019,8.908620689655173,58
601713,2021,8.57887323943662,71
601713,2022,9.21980198019802,101
601713,2023,9.41641791044776,134
601713,2024,9.684666666666667,150
601713,2025,10.154545454545454,176
601713,2026,10.981159420289854,207
605135,2015,,0
605135,2019,10.7,13
605135,2020,11.092105263157896,38
605135,2021,11.657142857142858,49
605135,2022,12.776315789473685,76
605135,2023,12.947169811320753,106
605135,2024,12.879856115107911,139
605135,2025,12.195294117647057,170
605135,2026,11.992537313432834,201
605151,2016,,0
605154,2022,,0
605156,2019,,0
605164,2016,,0
605164,2017,9.65,14
605164,2018,11.364285714285714,42
605164,2019,10.865277777777777,72
605164,2020,10.604901960784314,102
605164,2021,11.082300884955751,113
605164,2022,10.475757575757575,132
605182,2016,,0
605182,2017,4.889999999999999,10
605182,2018,10.180645161290322,31
605182,2019,12.830158730158729,63
605182,2020,13.947619047619046,84
605182,2022,13.695652173913043,92
605182,2023,12.976315789473684,114
605194,2017,,0
605200,2016,,0
605200,2017,11.178571428571429,28
605200,2018,10.047540983606558,61
605200,2019,9.787837837837838,74
605200,2020,9.417142857142856,105
605200,2021,9.9008547008547,117
605200,2022,8.90469798657718,149
605200,2023,8.865340909090907,176
605228,2015,,0
605228,2016,15.945454545454544,11
605232,2016,,0
605242,2016,,0
605242,2017,13.63076923076923,26
605242,2018,12.990196078431373,51
605242,2020,12.03108108108108,74
605254,2017,,0
605276,2018,,0
605276,2019,7.394736842105262,19
605280,2025,,0
605280,2026,9.596774193548386,31
605288,2019,,0
605288,2020,7.91111111111111,18
605288,2021,7.220689655172413,29
605288,2022,8.474545454545455,55
605288,2023,7.723684210526316,76
605288,2025,8.014432989690722,97
605288,2026,8.515254237288135,118
605347,2019,,0
605347,2020,5.36111111111111,18
605347,2021,5.495999999999999,25
605388,2015,,0
605388,2016,8.913333333333332,15
605397,2016,,0
605397,2017,10.4,10
605397,2018,8.187999999999999,25
605397,2019,9.906818181818181,44
605397,2020,10.07162162162162,74
605397,2021,10.35,82
605397,2022,11.395575221238936,113
605397,2023,12.095104895104893,143
605397,2024,12.246874999999998,160
605400,2015,,0
605400,2016,12.52307692307692,13
605400,2017,11.396969696969693,33
605400,2018,12.914999999999997,60
605400,2019,14.73763440860215,93
605400,2020,14.346456692913383,127
605400,2021,14.489928057553955,139
605400,2022,14.287134502923973,171
605400,2023,14.771921182266007,203
605400,2024,14.531489361702125,235
605400,2025,14.375373134328354,268
605400,2026,14.064561403508769,285
605446,2018,,0
605446,2019,12.805263157894736,19
605452,2015,,0
605452,2016,13.076923076923077,13
605452,2017,11.878125,32
605452,2021,11.046666666666667,45
605452,2024,11.0859375,64
605483,2016,,0
605483,2017,8.526315789473683,19
605483,2018,9.825581395348838,43
605483,2019,13.185135135135134,74
605483,2020,12.992708333333333,96
605483,2021,12.838317757009346,107
605483,2022,12.746969696969696,132
605483,2023,12.997435897435897,156
605483,2024,13.537765957446808,188
605483,2025,13.740384615384615,208
605488,2022,,0
605488,2025,12.891999999999998,25
605488,2026,10.963636363636361,55
605498,2018,,0
605507,2021,,0
605507,2022,9.492857142857142,14
605513,2019,,0
605513,2020,7.813333333333332,30
605538,2015,,0
605538,2016,7.978947368421051,19
605540,2019,,0
605540,2020,13.4,22
605540,2021,14.214285714285714,35
605540,2022,15.498461538461537,65
605540,2023,15.59673913043478,92
605540,2025,15.890291262135921,103
605540,2026,15.835652173913042,115
605541,2016,,0
606131,2016,,0
606131,2017,8.119047619047617,21
606131,2018,7.975999999999998,50
606160,2017,,0
606162,2018,,0
606167,2017,,0
606273,2015,,0
607067,2016,,0
607067,2023,7.894736842105262,19
607067,2024,9.021951219512195,41
607067,2025,9.338235294117647,68
607067,2026,9.422105263157894,95
607074,2015,,0
607074,2016,11.352173913043476,23
607074,2017,11.69,50
607074,2018,11.638709677419355,62
607074,2021,11.367073170731707,82
607074,2022,12.668867924528303,106
607074,2023,13.596350364963504,137
607074,2024,13.104000000000001,150
607074,2025,12.952197802197803,182
607188,2017,,0
607188,2018,12.557142857142855,14
607192,2017,,0
607192,2018,0.3307692307692295,13
607192,2019,6.4869565217391285,23
607192,2020,10.034285714285712,35
607192,2021,11.206521739130432,46
607192,2023,13.276666666666666,60
607192,2024,13.97037037037037,81
607192,2025,14.72549019607843,102
607192,2026,14.584166666666667,120
607200,2018,,0
607200,2019,6.881818181818181,11
607200,2020,6.439130434782607,23
607200,2021,6.703124999999998,32
607200,2022,7.291525423728812,59
607200,2024,6.755813953488371,86
607200,2025,8.348717948717946,117
607200,2026,7.89787234042553,141
607215,2018,,0
607219,2017,,0
607219,2018,8.031249999999998,16
607229,2017,,0
607231,2018,,0
607231,2021,10.826315789473682,19
607237,2017,,0
607259,2015,,0
607259,2017,7.509523809523809,21
607259,2022,7.438461538461538,39
607259,2024,7.644897959183673,49
607259,2025,8.486363636363635,66
607259,2026,8.78804347826087,92
607352,2017,,0
607374,2016,,0
607374,2018,9.73076923076923,13
607391,2020,,0
607536,2017,,0
607536,2018,7.707407407407406,27
607536,2019,11.188333333333329,60
607536,2020,9.37195121951219,82
607536,2021,9.279999999999996,95
607536,2022,9.25423728813559,118
607536,2023,9.098657718120801,149
607536,2024,8.64775280898876,178
607536,2025,8.50050251256281,199
607536,2026,8.391703056768556,229
607625,2017,,0
607625,2020,8.999999999999998,18
607625,2023,8.475999999999999,25
607625,2024,10.394117647058822,51
607625,2025,12.207142857142856,84
607625,2026,11.678181818181818,110
607644,2019,,0
607644,2020,10.544444444444444,27
607644,2021,10.76388888888889,36
608331,2019,,0
608331,2020,10.8,30
608331,2021,11.297560975609755,41
608331,2022,12.478260869565217,69
608331,2023,13.636363636363637,99
608331,2024,13.725663716814159,113
608331,2025,13.86241134751773,141
608331,2026,13.978034682080924,173
608337,2018,,0
608337,2019,6.140624999999998,32
608337,2020,11.09672131147541,61
608337,2021,12.01917808219178,73
608337,2022,12.794230769230769,104
608337,2023,12.199999999999998,134
608337,2025,11.815568862275448,167
608344,2021,,0
608344,2022,9.353125,32
608344,2023,10.306451612903226,62
608344,2024,10.004054054054054,74
608371,2017,,0
608372,2025,,0
608372,2026,7.983333333333332,30
608379,2015,,0
608379,2016,12.663333333333332,30
608379,2017,10.87037037037037,54
608379,2018,10.760714285714286,84
608379,2019,10.878787878787879,99
608379,2020,10.085365853658537,123
608379,2021,9.787692307692309,130
608379,2022,9.627450980392156,153
608379,2023,9.971590909090908,176
608379,2024,10.328499999999998,200
608379,2025,10.646724890829693,229
608379,2026,10.741153846153846,260
608566,2017,,0
608566,2018,9.751724137931031,29
608566,2019,12.032258064516125,62
608566,2020,12.149999999999997,90
608566,2021,12.143689320388347,103
608566,2022,12.147014925373133,134
608566,2025,11.603636363636364,165
608566,2026,10.634736842105262,190
608648,2015,,0
608648,2016,13.239999999999998,10
608665,2015,,0
608665,2016,8.171428571428569,21
608665,2017,9.146153846153844,52
608717,2018,,0
608718,2017,,0
608718,2018,10.628571428571428,14
608723,2020,,0
608723,2022,5.509090909090909,11
612672,2015,,0
612672,2016,12.467741935483868,31
612672,2018,11.611320754716981,53
615698,2019,,0
615698,2021,7.794444444444443,18
615698,2022,10.154999999999998,40
615698,2023,10.472222222222221,72
615698,2024,9.59120879120879,91
615698,2025,8.925833333333333,120
621076,2021,,0
621076,2022,11.914285714285713,21
621076,2023,10.408510638297871,47
621097,2019,,0
621107,2016,,0
621107,2017,6.527272727272726,11
621107,2018,6.131818181818181,22
621107,2019,8.276086956521738,46
621107,2020,8.528378378378378,74
621107,2021,8.99642857142857,84
621107,2022,9.55098039215686,102
621107,2023,9.595652173913042,115
621107,2024,10.558904109589038,146
621107,2025,10.825862068965515,174
621111,2018,,0
621111,2019,17.186956521739127,23
621111,2020,16.364150943396222,53
621111,2021,15.709836065573768,61
621111,2022,16.302127659574463,94
621111,2024,15.618867924528299,106
621111,2025,14.304098360655734,122
621111,2026,12.962328767123285,146
621112,2017,,0
621112,2022,9.919999999999998,10
621112,2023,9.935483870967738,31
621112,2024,9.435294117647056,51
621121,2015,,0
621121,2016,15.057142857142852,21
621121,2017,14.391428571428566,35
621121,2018,13.205263157894734,57
621121,2020,13.022784810126579,79
621121,2021,12.91011235955056,89
621121,2025,13.278632478632476,117
621121,2026,12.59457364341085,129
621219,2020,,0
621219,2021,10.563636363636364,11
621244,2016,,0
621244,2017,3.1461538461538456,13
621244,2018,8.886842105263156,38
621244,2019,11.094285714285713,70
621244,2020,11.742156862745096,102
621244,2021,11.696491228070174,114
621244,2022,12.190410958904108,146
621244,2023,11.633333333333331,177
621244,2024,11.811483253588515,209
621244,2025,11.852282157676347,241
621261,2018,,0
621366,2018,,0
621368,2021,,0
621368,2022,7.781818181818181,11
621381,2019,,0
621381,2023,9.0875,16
621389,2017,,0
621389,2018,8.1,25
621389,2023,7.252631578947367,38
621389,2024,6.817647058823528,51
622065,2019,,0
622065,2020,9.793333333333331,15
622072,2015,,0
622072,2016,11.19032258064516,31
622072,2017,11.226829268292683,41
622072,2018,12.653030303030302,66
622072,2021,12.22795698924731,93
622072,2022,12.24705882352941,119
622072,2023,11.746206896551723,145
622097,2016,,0
622491,2017,,0
622491,2018,15.58,15
622491,2019,12.571739130434782,46
622491,2020,13.666666666666666,78
622491,2021,13.76222222222222,90
622491,2022,13.030081300813007,123
622491,2023,13.394594594594592,148
622491,2024,13.610497237569058,181
622491,2025,13.541232227488148,211
622491,2026,13.323868312757199,243
622608,2017,,0
622608,2018,7.6899999999999995,20
622608,2019,9.054545454545453,33
622608,2020,6.932758620689653,58
622608,2021,7.6428571428571415,70
622608,2022,8.209278350515461,97
622608,2025,7.686206896551722,116
622663,2015,,0
622663,2016,12.18181818181818,11
622663,2017,7.28181818181818,22
622663,2018,12.941509433962262,53
622663,2022,13.719999999999997,85
622663,2023,13.84903846153846,104
622663,2024,12.498360655737702,122
622663,2025,12.284313725490195,153
622663,2026,11.7010989010989,182
622694,2019,,0
622694,2020,9.666666666666664,15
622694,2021,10.366666666666665,21
622694,2022,9.937499999999998,32
622864,2018,,0
623167,2021,,0
623167,2022,10.848387096774193,31
623167,2023,10.516981132075472,53
623167,2024,8.96086956521739,69
623474,2026,,0
624133,2021,,0
624133,2022,15.883333333333333,12
624133,2023,11.943902439024388,41
624133,2024,11.552380952380952,63
624133,2025,11.655555555555555,90
624133,2026,12.135344827586206,116
624418,2020,,0
624522,2022,,0
625643,2018,,0
625643,2019,11.046874999999998,32
625643,2020,9.948437499999997,64
625643,2024,9.438028169014082,71
625643,2026,10.898958333333331,96
628317,2016,,0
628317,2017,12.775,32
628317,2018,11.81578947368421,57
628317,2019,12.142857142857142,77
628317,2020,12.172815533980582,103
628317,2021,12.873684210526315,114
628317,2023,12.474814814814815,135
628317,2024,12.33032258064516,155
628333,2015,,0
628452,2015,,0
628711,2016,,0
628711,2020,9.666666666666666,15
628711,2021,10.024000000000001,25
628711,2022,12.787719298245616,57
628711,2023,13.506818181818181,88
630023,2019,,0
640444,2021,,0
640455,2016,,0
640455,2017,11.708333333333334,24
640455,2018,10.565384615384612,52
640455,2020,11.075949367088604,79
640455,2021,10.799999999999997,90
640455,2022,11.24918032786885,122
640455,2023,11.00733333333333,150
640455,2024,10.765432098765428,162
640455,2025,11.209793814432986,194
640463,2016,,0
640470,2021,,0
641154,2018,,0
641154,2019,11.22,10
641154,2020,9.77741935483871,31
641154,2021,10.17142857142857,42
641154,2022,11.372131147540985,61
641154,2023,11.850537634408601,93
641154,2024,12.7568,125
641154,2025,12.728662420382165,157
641302,2021,,0
641302,2022,9.126666666666663,15
641302,2024,7.0437499999999975,32
641312,2019,,0
641482,2021,,0
641482,2022,13.726666666666665,15
641482,2023,15.372093023255811,43
641482,2024,14.430909090909088,55
641540,2020,,0
641540,2021,10.3,7
641540,2022,8.334375,32
641540,2023,8.60327868852459,61
641540,2024,9.5183908045977,87
641571,2018,,0
641585,2023,,0
641712,2019,,0
641712,2020,9.421874999999998,32
641712,2022,9.899999999999999,40
641712,2023,8.680303030303028,66
641712,2024,8.103749999999998,80
641743,2026,,0
641745,2018,,0
641745,2019,10.98,20
641745,2020,10.64375,48
641745,2021,11.268421052631577,57
641745,2022,9.566265060240962,83
641771,2016,,0
641771,2017,8.77142857142857,14
641771,2018,8.728888888888887,45
641771,2020,8.611475409836064,61
641771,2021,8.677142857142856,70
641771,2022,8.502380952380951,84
641778,2018,,0
641778,2019,7.104347826086956,23
641778,2021,8.098076923076922,52
641778,2022,9.27222222222222,72
641778,2025,9.922772277227722,101
641778,2026,10.052586206896551,116
641793,2023,,0
641793,2024,11.599999999999998,14
641793,2025,11.037209302325579,43
641793,2026,11.211999999999998,75
641816,2018,,0
641816,2019,7.626086956521738,23
641816,2020,8.55625,48
641816,2021,9.13859649122807,57
641816,2022,10.51111111111111,90
641816,2025,10.705309734513273,113
641816,2026,11.008527131782945,129
641927,2021,,0
641927,2022,9.955,20
641927,2023,10.606451612903225,31
641927,2024,11.614035087719298,57
641927,2025,12.526136363636363,88
641927,2026,11.622608695652174,115
642003,2016,,0
642098,2019,,0
642203,2021,,0
642232,2019,,0
642232,2020,12.749999999999998,14
642232,2021,11.299999999999997,24
642545,2018,,0
642545,2019,9.68076923076923,26
642545,2021,9.0475,40
642547,2018,,0
642547,2021,12.666666666666664,15
642547,2022,14.430952380952379,42
642547,2023,13.708474576271186,59
642547,2024,13.856179775280896,89
642547,2025,13.514876033057849,121
642547,2026,13.831168831168828,154
642558,2019,,0
642607,2019,,0
643230,2019,,0
643230,2020,7.959999999999999,20
643290,2020,,0
643290,2021,7.749999999999998,10
643327,2017,,0
643327,2018,14.876,25
643327,2020,12.15438596491228,57
643338,2019,,0
643377,2021,,0
643410,2017,,0
645261,2019,,0
645261,2020,10.978125,32
645261,2021,11.325641025641024,39
645261,2022,12.91111111111111,72
645261,2023,14.555769230769231,104
645261,2025,14.154545454545454,132
645261,2026,13.169938650306747,163
647336,2019,,0
647336,2025,13.99310344827586,29
647336,2026,12.704347826086956,46
650496,2021,,0
650633,2024,,0
650633,2025,14.113333333333332,30
650633,2026,13.048888888888888,45
650644,2019,,0
650644,2020,13.710000000000003,10
650644,2021,12.172727272727274,22
650644,2022,12.004651162790699,43
650644,2023,11.26984126984127,63
650644,2024,11.587209302325581,86
650644,2025,11.164102564102562,117
650644,2026,10.708148148148148,135
650895,2018,,0
650911,2023,,0
650911,2024,12.855555555555554,18
650911,2025,12.673469387755102,49
650911,2026,14.40864197530864,81
656232,2023,,0
656288,2019,,0
656288,2020,11.423529411764704,17
656288,2021,10.657142857142857,28
656288,2023,9.26341463414634,41
656288,2024,10.326984126984126,63
656288,2025,9.32127659574468,94
656302,2019,,0
656302,2020,8.185714285714285,14
656302,2021,8.153846153846153,26
656302,2022,10.694827586206896,58
656302,2023,12.659999999999998,90
656302,2024,12.191056910569104,123
656302,2025,12.792948717948715,156
656302,2026,12.554255319148933,188
656353,2022,,0
656412,2022,,0
656412,2023,5.899999999999999,12
656427,2018,,0
656427,2019,14.349999999999998,28
656427,2020,15.757377049180327,61
656427,2021,14.987142857142857,70
656427,2023,14.670238095238094,84
656427,2024,13.172072072072071,111
656427,2025,13.567625899280575,139
656427,2026,13.145882352941175,170
656492,2026,,0
656529,2021,,0
656546,2017,,0
656546,2019,8.549999999999999,16
656546,2021,7.177419354838709,31
656550,2025,,0
656550,2026,11.228571428571426,21
656557,2021,,0
656557,2023,11.338461538461534,13
656557,2024,9.911764705882351,34
656605,2019,,0
656605,2021,4.827272727272727,11
656605,2022,4.608823529411764,34
656605,2023,6.860317460317459,63
656605,2024,8.844210526315788,95
656605,2025,9.214285714285712,126
656605,2026,9.368354430379746,158
656629,2022,,0
656629,2023,11.356521739130434,23
656657,2022,,0
656713,2019,,0
656731,2021,,0
656731,2023,10.377777777777776,18
656731,2024,8.37674418604651,43
656731,2025,8.89298245614035,57
656756,2017,,0
656756,2020,11.255172413793105,29
656756,2021,11.194736842105264,38
656756,2022,11.158823529411764,68
656756,2023,11.576999999999998,100
656756,2024,11.931060606060603,132
656794,2017,,0
656794,2018,9.678947368421053,19
656849,2020,,0
656849,2021,9.71111111111111,9
656849,2022,9.343478260869563,23
656849,2023,10.265853658536585,41
656849,2024,9.546774193548387,62
656849,2025,10.051807228915662,83
656849,2026,10.10796460176991,113
656876,2021,,0
656876,2022,11.66,10
656876,2025,12.549999999999999,38
656876,2026,12.173913043478262,69
656954,2020,,0
656954,2021,11.939999999999998,10
656970,2022,,0
657006,2022,,0
657006,2023,10.425,24
657006,2024,12.066666666666665,54
657053,2021,,0
657053,2023,8.559999999999999,10
657093,2021,,0
657093,2022,2.6599999999999997,10
657140,2020,,0
657140,2022,6.924999999999999,8
657141,2019,,0
657248,2022,,0
657277,2020,,0
657277,2021,5.009090909090909,11
657277,2022,11.391891891891891,37
657277,2023,12.221739130434782,69
657277,2024,13.227450980392154,102
657277,2025,13.146666666666665,135
657277,2026,13.268639053254436,169
657376,2023,,0
657376,2024,8.571874999999999,32
657376,2025,10.024999999999999,48
657746,2022,,0
657746,2023,12.770370370370369,27
657746,2024,12.74642857142857,56
657746,2025,13.329113924050633,79
657746,2026,13.436697247706421,109
657756,2023,,0
659275,2017,,0
659275,2019,12.18095238095238,21
659275,2020,12.185714285714283,35
660271,2018,,0
660271,2021,13.309999999999997,10
660271,2022,15.521875,32
660271,2023,16.755,60
660271,2025,16.330120481927707,83
660271,2026,15.42783505154639,97
660623,2021,,0
660761,2019,,0
660761,2021,4.093333333333332,15
660761,2022,6.7448275862068945,29
661269,2021,,0
661309,2022,,0
661563,2024,,0
661563,2025,12.968965517241378,29
661563,2026,12.017499999999998,40
663362,2024,,0
663362,2026,10.400000000000002,26
663372,2022,,0
663372,2023,6.889473684210525,19
663372,2024,6.544827586206895,29
663372,2026,7.737288135593219,59
663423,2019,,0
663436,2024,,0
663436,2025,8.069999999999999,10
663436,2026,8.762857142857142,35
663455,2022,,0
663460,2020,,0
663460,2021,7.989999999999997,10
663460,2022,8.356666666666664,30
663460,2025,7.450909090909089,55
663460,2026,9.271999999999998,75
663465,2020,,0
663465,2021,5.642857142857143,7
663474,2020,,0
663474,2021,12.416666666666666,6
663474,2022,11.541379310344826,29
663474,2024,13.915254237288133,59
663531,2021,,0
663554,2020,,0
663554,2021,4.357142857142856,7
663554,2024,8.943243243243243,37
663554,2025,8.459649122807017,57
663554,2026,9.150588235294117,85
663556,2021,,0
663556,2022,11.908,25
663556,2023,14.849056603773585,53
663556,2026,14.422972972972973,74
663559,2022,,0
663559,2023,9.599999999999998,16
663559,2024,6.880645161290321,31
663559,2025,7.664406779661015,59
663567,2019,,0
663567,2023,2.857894736842104,19
663567,2026,5.023333333333332,30
663568,2025,,0
663623,2023,,0
663623,2024,8.049999999999999,24
663623,2025,9.53859649122807,57
663623,2026,8.51111111111111,90
663738,2021,,0
663738,2022,7.649999999999999,14
663776,2020,,0
663776,2021,3.7666666666666644,6
663776,2022,10.909999999999998,20
663776,2023,11.495744680851063,47
663776,2024,10.214666666666666,75
663855,2024,,0
663855,2025,8.76,20
663903,2020,,0
663903,2021,11.75,12
663903,2022,8.7,38
663903,2023,10.96774193548387,62
663903,2024,9.9021978021978,91
663903,2025,10.334959349593495,123
663903,2026,10.376774193548385,155
663978,2019,,0
663978,2020,13.72307692307692,26
663978,2021,12.292105263157893,38
663978,2024,10.844999999999997,60
663978,2025,10.494805194805192,77
663978,2026,9.83238095238095,105
664062,2020,,0
664062,2021,15.5125,8
664062,2022,12.00952380952381,21
664062,2023,13.735555555555553,45
664141,2020,,0
664141,2021,6.588888888888889,9
664141,2022,8.606060606060606,33
664192,2018,,0
664192,2019,10.780769230769229,26
664199,2019,,0
664285,2020,,0
664285,2021,15.12,10
664285,2022,13.88125,32
664285,2023,14.62063492063492,63
664285,2024,14.628723404255318,94
664285,2025,14.84262295081967,122
664285,2026,14.575816993464048,153
664299,2020,,0
664299,2022,11.919999999999998,10
664299,2023,14.748571428571424,35
664299,2026,12.671212121212116,66
664350,2020,,0
664353,2021,,0
664353,2022,12.175,20
664353,2023,11.910416666666665,48
664641,2016,,0
664641,2017,11.529999999999998,10
665152,2021,,0
665152,2022,6.233333333333332,12
665152,2023,9.542424242424241,33
665152,2024,9.867692307692305,65
665152,2025,9.997752808988762,89
665620,2020,,0
665622,2023,,0
665795,2022,,0
665795,2023,13.314285714285711,14
665795,2024,11.038235294117646,34
665795,2025,10.279629629629628,54
665795,2026,10.8225,80
665871,2023,,0
665871,2024,11.669999999999998,10
665871,2026,9.999999999999996,39
666120,2020,,0
666120,2021,14.783333333333331,6
666120,2022,12.766666666666664,30
666129,2022,,0
666129,2023,10.629411764705882,17
666142,2023,,0
666142,2024,17.683333333333334,12
666142,2025,15.84772727272727,44
666142,2026,15.185964912280701,57
666157,2022,,0
666157,2024,12.33157894736842,19
666157,2025,11.622499999999999,40
666159,2021,,0
666159,2022,5.349999999999999,18
666159,2023,7.456666666666664,30
666200,2020,,0
666200,2021,11.833333333333332,9
666200,2022,8.44074074074074,27
666200,2023,11.148888888888887,45
666200,2024,12.068831168831169,77
666200,2025,11.77191011235955,89
666200,2026,12.192561983471073,121
666201,2021,,0
666201,2022,13.76,20
666201,2023,15.280392156862744,51
666205,2023,,0
666214,2023,,0
666214,2025,2.5199999999999987,20
666745,2023,,0
667755,2024,,0
667755,2025,11.124999999999998,20
667755,2026,10.450980392156861,51
668676,2019,,0
668676,2020,10.704761904761904,21
668676,2021,13.344827586206897,29
668676,2022,12.209433962264152,53
668678,2019,,0
668678,2020,13.9,15
668678,2021,14.851851851851851,27
668678,2022,13.097999999999999,50
668678,2023,14.385185185185186,81
668678,2024,14.524347826086956,115
668678,2025,14.101408450704225,142
668678,2026,13.48342857142857,175
668881,2022,,0
668881,2023,12.333333333333334,24
668881,2024,11.395652173913042,46
668881,2025,12.77222222222222,72
668909,2023,,0
668909,2024,10.93125,16
668909,2025,10.625806451612902,31
668909,2026,11.42258064516129,62
668933,2022,,0
668933,2023,7.999999999999998,19
668933,2024,8.482222222222221,45
668964,2024,,0
669022,2022,,0
669022,2023,9.56153846153846,13
669022,2024,9.714999999999998,40
669022,2025,9.851388888888886,72
669022,2026,10.242156862745096,102
669060,2021,,0
669060,2022,6.562499999999999,16
669060,2024,5.429729729729729,37
669062,2024,,0
669145,2021,,0
669145,2022,6.916666666666665,12
669160,2020,,0
669160,2025,10.279999999999998,10
669160,2026,9.139393939393937,33
669169,2022,,0
669194,2023,,0
669194,2024,5.95185185185185,27
669194,2025,8.296296296296296,54
669194,2026,9.664935064935063,77
669203,2020,,0
669203,2021,17.666666666666668,9
669203,2022,18.727027027027027,37
669203,2023,17.97285714285714,70
669203,2024,16.91764705882353,102
669203,2025,16.2544776119403,134
669211,2021,,0
669212,2021,,0
669302,2021,,0
669302,2022,11.029166666666669,24
669302,2023,12.207142857142857,56
669302,2024,12.925,88
669302,2025,14.045454545454545,121
669302,2026,14.127397260273971,146
669330,2022,,0
669330,2023,8.843478260869563,23
669358,2024,,0
669358,2025,13.47142857142857,14
669358,2026,11.537777777777777,45
669372,2025,,0
669372,2026,8.337499999999999,16
669373,2020,,0
669373,2021,6.871428571428571,7
669373,2022,9.738888888888887,36
669373,2023,10.668421052631578,57
669373,2024,11.780555555555553,72
669373,2025,13.768932038834949,103
669373,2026,15.044776119402984,134
669387,2025,,0
669387,2026,6.283333333333332,12
669432,2020,,0
669432,2021,6.342857142857142,7
669432,2022,12.465625,32
669432,2024,10.267272727272726,55
669432,2025,9.038749999999999,80
669432,2026,10.631632653061223,98
669456,2018,,0
669456,2019,11.910526315789472,19
669456,2020,15.346153846153843,52
669456,2021,16.779687499999998,64
669456,2022,16.604999999999997,80
669456,2023,16.545945945945945,111
669461,2023,,0
669461,2025,4.819999999999999,10
669461,2026,8.366666666666665,39
669467,2022,,0
669467,2024,9.22,10
669467,2025,10.636666666666667,30
669467,2026,8.427868852459016,61
669713,2023,,0
669854,2024,,0
669920,2022,,0
669920,2025,4.627272727272726,11
669923,2022,,0
669923,2023,11.779999999999998,25
669923,2024,13.19642857142857,56
669923,2025,13.21011235955056,89
669923,2026,12.930357142857142,112
669947,2023,,0
669952,2022,,0
670102,2024,,0
670102,2025,16.307692307692307,13
670124,2022,,0
670174,2022,,0
670912,2021,,0
670912,2023,5.392307692307691,13
670950,2018,,0
670950,2019,9.812,25
671096,2023,,0
671096,2024,11.19047619047619,21
671096,2025,11.017391304347825,46
671096,2026,11.953333333333333,75
671106,2023,,0
671106,2024,9.820833333333333,24
671106,2025,8.16590909090909,44
671212,2024,,0
671212,2026,5.269999999999999,10
671737,2023,,0
671737,2024,9.7,21
671737,2025,11.110869565217389,46
671737,2026,10.473972602739725,73
672282,2022,,0
672282,2023,11.076,25
672282,2024,10.71320754716981,53
672282,2026,9.938571428571427,70
672456,2024,,0
672456,2025,9.2125,16
672456,2026,8.85,30
672578,2021,,0
672710,2022,,0
672710,2023,9.22222222222222,18
672715,2021,,0
672851,2022,,0
672851,2023,3.364285714285713,14
673540,2023,,0
673540,2025,14.6,29
673540,2026,13.033333333333331,51
674003,2024,,0
674072,2023,,0
674370,2025,,0
675627,2023,,0
675911,2022,,0
675911,2023,17.36,20
675911,2025,16.705769230769228,52
675921,2020,,0
675921,2021,5.05,6
675989,2026,,0
676083,2025,,0
676083,2026,9.36875,16
676106,2024,,0
676106,2025,6.758333333333332,12
676106,2026,7.877777777777777,27
676254,2023,,0
676272,2023,,0
676272,2024,13.045454545454543,22
676282,2025,,0
676282,2026,12.984615384615385,13
676440,2023,,0
676440,2024,13.268000000000002,25
676440,2025,13.237499999999999,56
676440,2026,12.46206896551724,87
676467,2025,,0
676477,2023,,0
676571,2026,,0
676596,2021,,0
676606,2019,,0
676606,2020,4.149999999999999,12
676664,2022,,0
676664,2023,7.481818181818181,11
676664,2024,9.130232558139536,43
676664,2025,9.385333333333335,75
676710,2022,,0
676710,2023,7.858333333333332,12
676710,2024,9.557142857142857,35
676775,2024,,0
676879,2022,,0
676917,2025,,0
676917,2026,6.729999999999999,10
676962,2025,,0
676974,2024,,0
676974,2025,6.881818181818181,11
676974,2026,8.126086956521737,23
676979,2024,,0
676979,2025,13.406451612903224,31
676979,2026,15.987301587301587,63
677651,2021,,0
677651,2022,12.453571428571427,28
677944,2024,,0
677944,2025,7.438461538461537,13
677944,2026,9.886111111111111,36
677952,2026,,0
677958,2025,,0
677958,2026,6.721428571428571,14
677960,2021,,0
677960,2023,4.01111111111111,18
677960,2024,3.729999999999999,30
677960,2026,6.384782608695652,46
677976,2020,,0
678368,2024,,0
678394,2022,,0
678394,2023,6.681818181818181,11
678394,2024,8.943589743589742,39
678394,2025,9.256521739130434,69
678394,2026,9.701030927835049,97
679525,2024,,0
680570,2023,,0
680570,2024,11.139130434782608,23
680573,2024,,0
680573,2025,9.69642857142857,28
680573,2026,9.755999999999998,50
