pitcher,year,prior_career_fp_per_start,prior_career_gs
489119,2017,9.137096774193548,62
489119,2018,8.309782608695652,92
489119,2019,8.650467289719627,107
489119,2021,9.195652173913043,138
489119,2023,9.54277108433735,166
490063,2015,,0
490063,2016,6.055999999999999,25
490063,2017,6.168181818181818,44
500724,2017,,0
500779,2015,,0
500779,2016,13.124999999999998,32
500779,2017,13.796874999999998,64
500779,2018,13.448958333333332,96
500779,2019,12.790624999999999,128
500779,2021,12.022641509433962,159
500779,2022,11.502366863905324,169
500779,2023,11.482587064676617,201
500779,2024,11.50233644859813,214
500779,2025,11.41387755102041,245
500779,2026,11.19814126394052,269
501381,2015,,0
501381,2016,11.785185185185185,27
501381,2017,11.31694915254237,59
501381,2019,11.147368421052631,76
501381,2021,11.4078431372549,102
501381,2022,11.086991869918698,123
501957,2015,,0
501957,2016,8.806451612903224,31
501957,2017,9.91311475409836,61
501985,2018,,0
501985,2019,11.117857142857142,28
501985,2020,12.766666666666664,60
501985,2021,12.44507042253521,71
501985,2022,11.871717171717169,99
501992,2015,,0
501992,2016,11.900000000000002,26
502009,2015,,0
502009,2016,10.839999999999998,20
502032,2015,,0
502032,2016,3.7545454545454535,11
502042,2015,,0
502042,2016,16.020588235294117,34
502042,2017,14.814925373134328,67
502042,2018,14.617999999999997,100
502042,2019,13.782677165354327,127
502042,2022,13.137999999999998,150
502043,2015,,0
502043,2016,11.525,32
502043,2017,9.77543859649123,57
502043,2018,8.89186046511628,86
502043,2019,9.90677966101695,118
502043,2020,9.656462585034014,147
502043,2021,9.447169811320753,159
502043,2022,10.129787234042553,188
502043,2023,9.945205479452055,219
502043,2024,9.955158730158729,252
502046,2015,,0
502046,2016,8.276666666666666,30
502171,2017,,0
502171,2018,11.848275862068965,29
502171,2020,9.867857142857142,56
502171,2021,9.622727272727271,66
502171,2022,9.94047619047619,84
502171,2023,10.415315315315315,111
502179,2021,,0
502179,2022,8.665,20
502188,2015,,0
502188,2016,10.790625,32
502188,2017,11.83125,64
502188,2018,12.409375000000002,96
502188,2019,11.539622641509437,106
502190,2015,,0
502190,2016,12.403333333333332,30
502190,2017,10.616666666666667,60
502190,2018,10.414285714285713,91
502190,2019,10.177049180327868,122
502211,2015,,0
502239,2017,,0
502239,2018,8.942857142857141,14
502239,2019,9.917647058823528,34
502239,2020,9.139999999999997,45
502327,2015,,0
502327,2016,11.606451612903223,31
502327,2017,10.224999999999998,64
502624,2015,,0
502624,2016,9.966666666666663,27
502624,2017,8.969642857142855,56
502624,2018,10.330864197530861,81
502624,2019,10.321621621621619,111
502624,2020,10.055072463768113,138
502624,2023,9.80965517241379,145
502706,2015,,0
502706,2016,9.12,10
502706,2017,7.626666666666665,30
502706,2018,6.051785714285713,56
502748,2017,,0
502748,2019,13.523809523809522,21
503449,2015,,0
503449,2016,6.074999999999999,20
503449,2021,6.441860465116278,43
504379,2016,,0
506433,2016,,0
506433,2017,15.882352941176467,17
506433,2019,14.754166666666663,48
506433,2020,14.775949367088604,79
506433,2021,15.384615384615381,91
506433,2022,14.923966942148757,121
506433,2023,15.38278145695364,151
506433,2024,14.817714285714283,175
506433,2025,14.616842105263155,190
516910,2015,,0
517008,2015,,0
517593,2015,,0
517593,2016,14.589999999999998,30
517593,2017,13.692727272727272,55
518452,2015,,0
518452,2016,10.009999999999998,20
518452,2018,9.13653846153846,52
518516,2015,,0
518516,2016,18.084375,32
518516,2017,17.73939393939394,66
518516,2018,17.23734939759036,83
518516,2019,16.426923076923075,104
518516,2020,15.660144927536228,138
518516,2021,15.017006802721085,147
518516,2022,14.24682080924855,173
518560,2016,,0
518567,2015,,0
518633,2015,,0
518633,2016,8.079166666666666,24
518633,2017,11.515999999999998,50
518633,2018,11.797297297297296,74
518633,2019,11.174257425742573,101
518633,2020,10.996774193548386,124
518633,2021,10.928148148148148,135
518716,2016,,0
518774,2015,,0
518774,2016,16.941379310344825,29
518774,2017,13.619565217391301,46
518774,2018,11.054687499999998,64
518774,2019,10.617391304347825,92
518774,2021,9.95576923076923,104
518790,2015,,0
518876,2019,,0
518876,2021,10.490624999999998,32
518876,2022,10.564406779661017,59
518876,2023,11.584782608695651,92
518876,2024,12.12950819672131,122
518876,2025,12.055555555555555,135
518876,2026,12.18443113772455,167
519043,2015,,0
519043,2016,5.949999999999998,12
519043,2017,10.133333333333333,45
519043,2018,9.055263157894736,76
519043,2021,8.01123595505618,89
519076,2015,,0
519076,2016,10.98,30
519076,2017,9.033870967741937,62
519141,2016,,0
519141,2017,13.59,30
519141,2018,12.625806451612902,62
519141,2019,11.324657534246574,73
519144,2015,,0
519144,2016,9.989285714285714,28
519144,2017,12.895081967213113,61
519144,2018,11.828723404255317,94
519144,2019,11.81574803149606,127
519144,2020,11.21898734177215,158
519242,2015,,0
519242,2016,17.677419354838705,31
519242,2017,17.59365079365079,63
519242,2018,18.530526315789473,95
519242,2019,18.764754098360655,122
519242,2023,18.136734693877546,147
519242,2024,17.404790419161674,167
519242,2025,17.499489795918365,196
519242,2026,17.435648148148147,216
519455,2015,,0
519455,2016,12.009090909090908,33
519455,2017,10.360784313725487,51
519455,2018,8.546249999999997,80
519455,2019,8.635576923076922,104
521655,2019,,0
523260,2015,,0
523989,2015,,0
523989,2016,9.809375,32
527048,2015,,0
527048,2016,7.807142857142856,14
527048,2017,7.902127659574465,47
527048,2018,7.774683544303795,79
527048,2019,6.948936170212764,94
527048,2020,7.1390243902439,123
527048,2021,7.217037037037035,135
527048,2022,7.092993630573246,157
527048,2023,8.164550264550263,189
527048,2024,7.996172248803826,209
527048,2025,8.004255319148934,235
527048,2026,8.1334693877551,245
527054,2015,,0
527054,2016,11.12121212121212,33
527054,2017,12.822222222222221,63
527054,2018,11.759999999999998,95
527054,2019,11.759523809523808,126
527054,2020,11.425157232704402,159
527054,2023,10.835119047619047,168
533167,2015,,0
533167,2016,10.391666666666666,24
533167,2017,11.543137254901959,51
533167,2020,11.127692307692307,65
533167,2021,10.983098591549295,71
534737,2016,,0
534910,2015,,0
534910,2017,11.037499999999998,16
534947,2016,,0
534947,2017,9.338461538461535,13
541640,2015,,0
541640,2017,11.455555555555554,27
541640,2018,10.569565217391302,46
542881,2016,,0
542881,2017,12.252631578947366,19
542881,2018,10.54705882352941,34
542881,2020,10.987692307692305,65
542881,2021,10.409210526315787,76
542881,2022,10.306542056074763,107
542881,2023,11.190370370370367,135
542881,2024,10.629999999999997,160
542881,2025,10.642408376963347,191
542882,2016,,0
542882,2017,9.84736842105263,19
543022,2016,,0
543022,2017,9.870370370370368,27
543022,2018,9.537254901960782,51
543037,2015,,0
543037,2016,15.6125,32
543037,2017,13.162264150943397,53
543037,2018,12.925581395348836,86
543037,2019,14.344915254237286,118
543037,2020,15.837086092715229,151
543037,2021,15.963803680981592,163
543037,2022,16.16321243523316,193
543037,2023,16.229646017699114,226
543037,2024,16.36023166023166,259
543045,2015,,0
543045,2016,11.127272727272723,11
543045,2017,10.749999999999998,36
543054,2015,,0
543054,2016,8.176923076923076,13
543101,2015,,0
543101,2016,10.929032258064517,31
543101,2018,11.660784313725491,51
543101,2019,11.227777777777778,72
543101,2020,11.397087378640775,103
543101,2021,10.842727272727272,110
543101,2023,11.293617021276592,141
543135,2015,,0
543135,2016,11.407692307692306,26
543135,2018,10.427659574468084,47
543135,2019,10.649999999999997,68
543135,2020,9.851249999999997,80
543135,2021,10.07078651685393,89
543135,2022,10.923140495867766,121
543135,2023,10.960992907801417,141
543135,2024,11.258433734939757,166
543135,2025,11.608717948717947,195
543135,2026,12.195852534562212,217
543184,2016,,0
543208,2017,,0
543208,2018,7.907692307692306,13
543243,2015,,0
543243,2016,16.064516129032256,31
543243,2017,12.31509433962264,53
543243,2018,12.3475,80
543243,2019,11.254368932038833,103
543243,2020,12.102238805970147,134
543243,2021,12.418055555555554,144
543243,2022,12.256470588235294,170
543243,2023,12.222680412371133,194
543243,2024,12.515486725663717,226
543243,2025,12.777952755905511,254
543243,2026,12.675174825174825,286
543272,2015,,0
543278,2018,,0
543294,2015,,0
543294,2016,11.749999999999998,32
543294,2017,14.035483870967742,62
543294,2018,13.767441860465116,86
543294,2019,13.47563025210084,119
543294,2020,13.19731543624161,149
543294,2021,13.467701863354035,161
543294,2022,12.697927461139896,193
543294,2023,12.374641148325358,209
543294,2024,12.136909871244633,233
543294,2025,11.477042801556419,257
543380,2015,,0
543408,2015,,0
543408,2016,9.377419354838707,31
543408,2017,9.142187499999999,64
543424,2015,,0
543424,2016,7.859999999999998,10
543456,2015,,0
543475,2015,,0
543475,2019,6.249999999999998,10
543475,2020,9.975675675675674,37
543475,2021,8.34782608695652,46
543475,2022,8.213157894736842,76
543475,2023,8.613888888888889,108
543507,2015,,0
543521,2015,,0
543521,2016,12.378125,32
543521,2017,11.7578125,64
543542,2017,,0
543548,2015,,0
543548,2016,9.891304347826086,23
543548,2020,7.937142857142856,35
543557,2015,,0
543557,2017,8.85625,16
543557,2018,9.361290322580645,31
543557,2019,9.357999999999999,50
543606,2015,,0
543606,2016,13.607142857142856,28
543606,2017,12.713114754098356,61
543606,2018,11.60449438202247,89
543606,2019,11.101652892561981,121
543606,2021,11.552666666666664,150
543606,2022,11.15348837209302,172
543699,2015,,0
543699,2016,7.074999999999998,12
543699,2017,11.659999999999998,45
543699,2018,11.018666666666665,75
543699,2019,10.918095238095237,105
543699,2020,10.598529411764705,136
543734,2015,,0
544150,2016,,0
544150,2024,9.258333333333333,12
544928,2015,,0
544931,2015,,0
544931,2016,14.043478260869565,23
544931,2017,15.144680851063828,47
544931,2018,16.067999999999998,75
544931,2019,15.487628865979378,97
545333,2015,,0
545333,2016,11.22,30
545333,2017,11.165517241379309,58
545333,2018,11.509090909090908,88
545333,2019,13.0,115
545333,2020,12.991946308724831,149
545333,2021,13.640625,160
547179,2015,,0
547179,2022,5.795238095238094,21
547179,2023,8.020512820512819,39
547179,2024,9.210937499999998,64
547179,2025,9.73333333333333,87
547179,2026,9.703539823008848,113
547874,2015,,0
547874,2016,15.024999999999997,20
547888,2015,,0
547888,2016,14.9,24
547888,2017,14.832727272727272,55
547888,2018,13.929411764705883,85
547888,2019,13.776785714285714,112
547888,2020,13.303521126760563,142
547942,2020,,0
547942,2021,14.485714285714284,7
547943,2017,,0
547943,2018,9.466666666666663,24
547943,2019,11.710256410256408,39
547943,2020,13.632352941176471,68
547943,2021,13.69875,80
547943,2023,12.83963963963964,111
548337,2016,,0
548389,2016,,0
548389,2018,9.18,15
548389,2019,10.913888888888888,36
548389,2020,10.809803921568626,51
548389,2021,10.028333333333332,60
548389,2022,10.065384615384614,78
548389,2023,10.583333333333334,102
548389,2024,10.31858407079646,113
554234,2015,,0
554234,2016,7.789999999999997,20
554430,2017,,0
554430,2018,7.317647058823528,17
554430,2019,12.256521739130434,46
554430,2020,12.610389610389609,77
554430,2021,12.693181818181815,88
554430,2022,14.22833333333333,120
554430,2023,14.371232876712327,146
554430,2024,14.411797752808987,178
554430,2025,14.864285714285712,210
570240,2018,,0
570632,2016,,0
570632,2017,7.824999999999998,12
570632,2018,9.094999999999999,40
570632,2019,9.865714285714285,70
570632,2021,9.536144578313252,83
570632,2022,8.47029702970297,101
570632,2023,8.210169491525422,118
570632,2024,7.826562499999999,128
570649,2015,,0
570649,2016,11.57142857142857,28
570666,2022,,0
571510,2015,,0
571510,2016,5.209090909090907,11
571510,2017,8.382142857142854,28
571510,2018,7.9113207547169795,53
571510,2019,9.080952380952379,84
571510,2020,10.09310344827586,116
571510,2021,9.756249999999998,128
571510,2023,9.763636363636362,143
571510,2025,9.680891719745222,157
571510,2026,10.178191489361701,188
571527,2015,,0
571578,2015,,0
571578,2016,11.381249999999998,16
571578,2017,7.817499999999998,40
571578,2018,8.994444444444444,72
571578,2019,11.504761904761905,105
571578,2020,12.36086956521739,138
571578,2021,12.169127516778522,149
571578,2022,11.350555555555554,180
571578,2023,10.646634615384613,208
571578,2024,10.187499999999998,240
571578,2025,9.823529411764705,272
571578,2026,9.772847682119204,302
571656,2017,,0
571666,2015,,0
571666,2016,12.623333333333331,30
571666,2017,10.909999999999998,60
571666,2018,10.289772727272727,88
571666,2019,10.725423728813558,118
571666,2020,10.700662251655627,151
571735,2015,,0
571760,2015,,0
571760,2018,12.583333333333332,18
571760,2019,12.48958333333333,48
571760,2020,12.162121212121209,66
571760,2021,12.121794871794869,78
571760,2022,11.835643564356435,101
571760,2023,11.902608695652171,115
571760,2024,11.337062937062935,143
571760,2025,11.192528735632182,174
571800,2015,,0
571800,2022,7.092857142857142,28
571863,2018,,0
571927,2016,,0
571927,2017,13.131818181818177,22
571927,2018,10.479999999999997,35
571927,2019,10.915624999999999,64
571927,2020,10.956989247311826,93
571927,2021,10.388888888888886,99
571927,2023,10.392968749999998,128
571927,2026,10.355172413793102,145
571945,2018,,0
571945,2019,14.053124999999998,32
571945,2022,12.2109375,64
571945,2023,12.681249999999999,96
571945,2024,11.724615384615383,130
571945,2025,11.049382716049381,162
571945,2026,10.525906735751294,193
571946,2015,,0
571946,2016,13.115151515151512,33
571951,2018,,0
572020,2015,,0
572020,2016,9.153846153846152,13
572020,2017,10.881818181818183,33
572020,2018,12.589473684210525,57
572020,2019,13.819277108433733,83
572020,2023,13.378571428571425,112
572020,2024,12.885496183206103,131
572070,2015,,0
572070,2018,13.996774193548386,31
572070,2020,12.695744680851066,47
572070,2021,12.5,56
572102,2015,,0
572140,2016,,0
572140,2017,8.969999999999999,10
572140,2018,8.87307692307692,26
572140,2019,9.568,50
572362,2018,,0
572750,2015,,0
572750,2017,2.5062499999999983,16
572888,2015,,0
572971,2015,,0
572971,2016,18.175757575757576,33
572971,2017,15.23559322033898,59
572971,2018,15.185365853658535,82
572971,2019,13.942241379310342,116
572971,2020,13.518518518518517,135
572971,2021,13.560958904109587,146
572971,2022,12.297159090909089,176
573064,2015,,0
573185,2016,,0
573185,2017,11.840624999999998,32
573185,2018,11.159999999999998,65
573186,2016,,0
573186,2017,11.696875,32
573186,2018,11.904615384615385,65
573186,2019,10.788095238095238,84
573186,2021,10.902586206896551,116
573186,2022,11.204729729729728,148
573186,2023,11.277456647398843,173
573186,2024,11.17171717171717,198
579328,2019,,0
579328,2020,5.746874999999999,32
579328,2021,6.702439024390243,41
579328,2022,8.45,70
579328,2023,8.059550561797753,89
579328,2024,8.982644628099175,121
579328,2025,9.850980392156863,153
579328,2026,9.878494623655914,186
592170,2017,,0
592229,2017,,0
592229,2018,2.7749999999999986,12
592229,2019,5.542424242424241,33
592314,2015,,0
592314,2016,6.113333333333332,15
592314,2017,8.867567567567567,37
592314,2018,8.804615384615383,65
592314,2019,10.891666666666666,96
592314,2021,10.840170940170939,117
592332,2015,,0
592332,2016,12.388235294117646,17
592332,2017,12.534042553191487,47
592332,2018,11.187654320987653,81
592332,2019,11.148214285714285,112
592332,2020,10.589147286821705,129
592332,2021,10.938129496402878,139
592332,2022,11.927906976744186,172
592332,2023,12.151231527093595,203
592332,2024,12.603846153846153,234
592332,2025,12.511698113207547,265
592332,2026,12.709427609427609,297
592346,2015,,0
592346,2019,9.779999999999998,10
592346,2021,9.133333333333333,21
592351,2016,,0
592351,2017,11.751724137931031,29
592351,2018,11.859183673469383,49
592351,2019,11.239999999999998,80
592351,2020,11.389523809523808,105
592351,2021,10.862831858407077,113
592351,2022,10.716901408450703,142
592351,2023,10.914457831325299,166
592351,2024,10.817948717948715,195
592468,2018,,0
592593,2015,,0
592593,2016,9.15,12
592644,2018,,0
592644,2019,9.499999999999998,12
592662,2015,,0
592662,2016,11.247826086956522,23
592662,2017,10.959999999999999,55
592662,2018,12.632530120481928,83
592662,2019,12.491588785046728,107
592662,2020,12.582014388489208,139
592662,2021,12.095333333333333,150
592662,2022,12.986263736263735,182
592662,2025,13.065420560747663,214
592662,2026,12.972764227642276,246
592716,2019,,0
592716,2022,4.237499999999999,16
592717,2015,,0
592717,2016,9.363636363636362,11
592717,2018,12.975609756097562,41
592717,2019,11.080327868852459,61
592717,2022,9.337499999999999,88
592761,2018,,0
592761,2019,10.7375,16
592761,2021,11.11590909090909,44
592767,2015,,0
592767,2016,13.799999999999995,12
592767,2019,11.559523809523807,42
592767,2021,10.046031746031744,63
592767,2022,9.696511627906975,86
592767,2023,9.866666666666665,108
592773,2018,,0
592773,2019,3.95,28
592789,2015,,0
592789,2016,16.079166666666666,24
592789,2018,15.946296296296294,54
592789,2019,15.551898734177215,79
592789,2022,14.72072072072072,111
592789,2023,14.060447761194029,134
592791,2016,,0
592791,2017,12.644444444444442,18
592791,2018,10.755813953488373,43
592791,2021,12.205333333333334,75
592791,2022,11.845631067961165,103
592791,2023,11.848888888888888,135
592791,2024,11.317682926829267,164
592791,2025,11.50625,192
592791,2026,11.593488372093022,215
592811,2017,,0
592826,2016,,0
592826,2017,11.978260869565217,23
592826,2018,9.976315789473682,38
592826,2019,9.64264705882353,68
592826,2020,9.345054945054946,91
592826,2021,9.26734693877551,98
592836,2015,,0
592836,2016,11.379310344827584,29
592836,2017,11.2188679245283,53
592836,2020,11.104938271604937,81
592836,2021,11.04565217391304,92
592836,2022,11.18181818181818,121
592836,2023,11.255999999999998,150
592836,2024,11.051111111111108,180
592836,2025,10.459487179487178,195
592836,2026,10.086574074074074,216
592866,2017,,0
592866,2018,10.728,25
592866,2019,11.005357142857141,56
592866,2020,9.946341463414633,82
592866,2021,9.35268817204301,93
592866,2022,9.165740740740741,108
592866,2023,9.078813559322034,118
592866,2024,8.377702702702702,148
592866,2025,8.78447204968944,161
592869,2016,,0
592879,2019,,0
592879,2020,8.899999999999999,16
593334,2018,,0
593334,2019,7.949999999999997,14
593334,2021,10.449999999999998,38
593334,2022,10.59285714285714,56
593334,2023,10.488571428571426,70
593372,2015,,0
593372,2016,14.62142857142857,28
593372,2017,14.196610169491525,59
593372,2018,14.207692307692307,91
593372,2021,13.715596330275227,109
593423,2018,,0
593423,2019,7.799999999999998,11
593423,2020,12.1,27
593423,2021,10.986842105263156,38
593423,2022,12.108571428571427,70
593423,2024,11.75463917525773,97
593679,2019,,0
593958,2015,,0
593958,2016,10.966666666666663,21
593958,2017,10.65853658536585,41
593958,2018,11.109230769230766,65
593958,2019,11.39431818181818,88
593958,2021,11.735245901639344,122
593958,2022,11.424836601307188,153
593958,2023,11.338461538461537,169
593958,2024,11.595384615384615,195
593958,2025,11.419512195121952,205
593958,2026,11.007692307692308,234
594736,2015,,0
594760,2016,,0
594798,2015,,0
594798,2016,17.506666666666664,30
594798,2017,15.974074074074073,54
594798,2018,16.018823529411765,85
594798,2019,17.457264957264957,117
594798,2020,17.724161073825503,149
594798,2021,17.769565217391303,161
594798,2022,18.33636363636364,176
594798,2025,18.451336898395724,187
594798,2026,18.108294930875577,217
594835,2018,,0
594835,2019,11.731034482758618,29
594835,2020,10.990476190476189,63
594835,2021,11.706756756756755,74
594835,2022,11.561616161616161,99
594835,2023,10.834615384615384,130
594902,2017,,0
594902,2023,8.67333333333333,15
594902,2024,8.76296296296296,27
594965,2020,,0
