batter,sprint_speed
682829,30.5
677951,30.5
680118,30.3
607208,30.3
669352,30.2
666149,30.1
622761,30.1
682998,30.1
663368,30.0
691783,30.0
664983,30.0
696285,30.0
686668,29.9
641658,29.8
676356,29.7
642350,29.7
678225,29.7
656537,29.7
665923,29.6
640492,29.6
694497,29.6
677594,29.6
679032,29.5
680776,29.5
681987,29.5
545361,29.5
665161,29.4
668930,29.4
642708,29.4
685133,29.4
678894,29.3
542932,29.3
657041,29.3
663853,29.3
664314,29.3
621439,29.3
669003,29.3
665487,29.3
641796,29.2
624641,29.2
664057,29.2
677347,29.2
665926,29.2
677941,29.2
691026,29.2
664059,29.2
666152,29.2
656413,29.2
664702,29.2
676694,29.2
665750,29.1
663837,29.1
682622,29.1
677649,29.1
669392,29.1
680869,29.0
668731,29.0
680911,29.0
680574,29.0
666176,29.0
678009,29.0
676609,29.0
608671,29.0
642180,28.9
686759,28.9
656541,28.9
667472,28.9
686894,28.9
681546,28.9
641505,28.9
676059,28.9
687799,28.9
666181,28.8
669242,28.8
681082,28.8
595281,28.8
669743,28.8
671739,28.8
669369,28.8
572041,28.8
677950,28.8
693304,28.8
670042,28.8
596115,28.8
683002,28.8
621438,28.8
664056,28.8
593160,28.8
545350,28.8
666139,28.7
679881,28.7
678882,28.7
672724,28.7
656308,28.7
572191,28.7
543760,28.7
663630,28.7
671221,28.7
673357,28.7
606132,28.7
665833,28.7
592663,28.6
666160,28.6
670156,28.6
658668,28.6
691406,28.6
671289,28.6
666624,28.6
682928,28.6
650489,28.6
669016,28.6
606192,28.6
686217,28.6
676946,28.6
678545,28.6
669261,28.6
656716,28.5
595751,28.5
691023,28.5
663538,28.5
686452,28.5
641933,28.5
656305,28.5
669701,28.5
676724,28.5
673548,28.5
656448,28.5
673490,28.5
669127,28.4
668227,28.4
666134,28.4
683011,28.4
621545,28.4
663550,28.4
641525,28.4
667452,28.4
457705,28.4
668715,28.4
665862,28.4
621020,28.4
623205,28.4
669707,28.4
676391,28.4
691176,28.3
624415,28.3
657136,28.3
686823,28.3
641531,28.3
666703,28.3
641355,28.3
642137,28.3
622534,28.3
669222,28.3
670770,28.3
621035,28.3
541645,28.3
630105,28.3
675961,28.2
644374,28.2
672580,28.2
663624,28.2
668904,28.2
670764,28.2
680779,28.2
669364,28.2
657088,28.2
641943,28.2
607680,28.2
676801,28.2
687401,28.1
682985,28.1
596019,28.1
596117,28.1
595879,28.1
680757,28.1
592885,28.1
666906,28.1
643289,28.1
670097,28.1
662139,28.1
681481,28.1
666915,28.1
663586,28.1
605113,28.1
678662,28.1
621433,28.1
672284,28.0
642731,28.1
669477,28.0
680700,28.0
621028,28.0
669911,28.0
672356,28.0
641584,28.0
655316,28.0
660757,28.0
640458,28.0
607054,28.0
670242,28.0
606992,28.0
660670,28.0
669394,28.0
686676,28.0
665877,28.0
677592,28.0
656775,28.0
645302,28.0
607043,28.0
621493,28.0
592696,28.0
571976,28.0
663611,28.0
689172,27.9
679631,27.9
681297,27.9
622569,27.9
656514,27.9
669397,27.9
678246,27.9
657656,27.9
681351,27.9
665828,27.8
592192,27.8
623912,27.8
663697,27.8
660271,27.8
680814,27.8
665506,27.8
663457,27.8
608070,27.8
543257,27.8
621563,27.8
502054,27.8
682848,27.8
543807,27.8
668804,27.8
664023,27.7
621550,27.7
596103,27.7
677595,27.7
656811,27.7
682641,27.7
640449,27.7
650559,27.7
663757,27.7
664238,27.7
687263,27.7
643396,27.7
681962,27.7
670032,27.7
624414,27.7
606466,27.7
609280,27.7
656669,27.6
672820,27.6
593428,27.6
666185,27.6
670712,27.6
595909,27.6
663796,27.6
672779,27.6
664029,27.6
664728,27.6
594807,27.6
663743,27.6
673237,27.6
687952,27.6
642715,27.6
696100,27.6
593871,27.6
669004,27.6
592325,27.6
645277,27.6
547180,27.6
453568,27.6
665019,27.5
677551,27.5
676480,27.5
660821,27.5
600869,27.5
669720,27.4
671732,27.4
602074,27.4
614173,27.4
542194,27.4
545341,27.4
664770,27.4
666165,27.4
516416,27.4
676914,27.4
596146,27.4
677587,27.4
666310,27.4
664954,27.4
650859,27.4
624503,27.4
643446,27.4
679529,27.4
664040,27.3
572204,27.3
666969,27.3
666801,27.3
675656,27.3
664913,27.3
657077,27.3
686681,27.3
643565,27.3
543305,27.3
643217,27.3
676116,27.3
641343,27.3
683146,27.3
663993,27.3
676369,27.2
656248,27.3
666135,27.2
605141,27.2
665155,27.2
679845,27.2
671277,27.2
628451,27.2
672695,27.2
542364,27.2
641313,27.2
493329,27.2
668670,27.2
592206,27.2
687093,27.2
672515,27.2
605361,27.2
669257,27.2
666164,27.2
668709,27.2
500871,27.1
643376,27.1
682073,27.1
681146,27.1
680977,27.1
656896,27.1
666211,27.1
641856,27.1
663647,27.1
666182,27.1
518792,27.1
516782,27.1
656582,27.1
682617,27.1
667670,27.1
598265,27.1
666023,27.1
666971,27.1
608701,27.1
622110,27.0
668843,27.0
681807,27.0
666397,27.0
668939,27.0
545121,27.0
573262,27.0
663728,27.0
444482,27.0
693049,27.0
592656,27.0
592273,26.9
671218,26.9
663845,26.9
663886,26.9
514888,26.9
683737,26.9
571771,26.9
570731,26.9
571970,26.9
660644,26.9
650907,26.9
665742,26.8
669289,26.9
657557,26.8
596059,26.8
673962,26.8
694384,26.8
677588,26.8
592669,26.8
663616,26.7
641487,26.7
575929,26.7
677800,26.7
668942,26.7
671056,26.7
669224,26.7
602104,26.7
592450,26.7
518692,26.7
543939,26.7
571745,26.7
623993,26.7
686527,26.7
678554,26.7
621043,26.6
572816,26.6
669304,26.6
663656,26.6
664761,26.6
650490,26.6
660707,26.6
624585,26.6
608336,26.6
666197,26.6
624428,26.5
571657,26.5
657757,26.5
650391,26.5
614177,26.5
543281,26.5
543685,26.5
462101,26.5
680777,26.5
663698,26.5
600301,26.5
661388,26.5
605131,26.5
605612,26.5
666198,26.4
660162,26.4
542303,26.4
669357,26.5
665839,26.4
641511,26.4
592178,26.4
666150,26.4
500743,26.4
665489,26.4
676701,26.4
650402,26.4
502671,26.4
572233,26.4
664874,26.4
592626,26.4
605119,26.4
682626,26.4
675986,26.4
553993,26.4
663898,26.3
608324,26.3
668472,26.3
643265,26.3
621466,26.3
642336,26.3
592518,26.3
668901,26.3
670541,26.3
665120,26.2
543592,26.2
669087,26.2
608369,26.2
621566,26.2
643393,26.2
656180,26.2
570482,26.2
672275,26.2
807799,26.2
446334,26.2
664058,26.2
543228,26.2
