pitcher,year,n_starts,total_pitches,weighted_catcher_framing_runs_per_100,weighted_catcher_framing_runs
468504,2019,23.0,1884.0,0.6111527795448792,6.405468623092367
468504,2021,2.0,94.0,-0.056969089727404984,-0.5734313769397871
471911,2018,29.0,2810.0,0.4366322433425293,4.194558920233654
471911,2019,12.0,1026.0,0.4409180917032083,4.497458587900272
471911,2021,12.0,889.0,0.3283863926532308,1.1118278543215767
471911,2022,29.0,2420.0,0.40241122941637003,2.566975821729206
471911,2023,20.0,1592.0,0.6446680652955686,5.621614100155619
471911,2024,21.0,1675.0,0.6060213164293108,3.8171432911659555
471911,2025,9.0,693.0,0.6163508300718351,5.536567789911896
472610,2019,2.0,24.0,-0.1988434094079207,-1.566348923378077
474463,2018,17.0,1203.0,0.05160264148599887,-0.2771979406679942
474463,2019,29.0,2441.0,-0.39392154346635405,-2.6825251597660076
474463,2021,23.0,1456.0,0.49398687399864716,3.8214042131452723
475115,2018,23.0,2197.0,-0.002686567535336134,-0.21682943032928512
475115,2019,7.0,595.0,-0.3998523127997942,-2.2610565675934815
475479,2019,1.0,13.0,0.5456141221383399,4.981456935123044
475479,2021,1.0,20.0,-0.313059459800173,-1.0988387038986078
475479,2022,2.0,32.0,0.3599283121713275,2.6745369037483466
476451,2018,19.0,1384.0,-0.3006554868333948,-1.433987353186506
476451,2019,8.0,648.0,-0.24402762109242065,-1.722572361698017
476594,2021,2.0,89.0,0.0573109105701977,0.469376357569921
477132,2018,26.0,2337.0,0.7146764054564917,5.4997215782250874
477132,2019,28.0,2634.0,0.41727346072561683,2.039639855214635
477132,2021,22.0,1806.0,0.6227537751876111,2.98869211368722
477132,2022,22.0,1842.0,0.4719993853502595,2.3350859725983866
477132,2023,24.0,2029.0,0.09352992903207132,-0.016630579985674437
477132,2024,7.0,508.0,-0.38389509328812405,-4.047376077534656
477132,2025,22.0,1757.0,-0.3437894495882454,-3.650276095734323
488768,2018,26.0,2470.0,-0.35914155042380197,-2.4465252893686857
488768,2019,23.0,2128.0,-0.13527192669447566,0.03402024356192339
488984,2021,1.0,17.0,0.0573109105701977,0.4693763575699211
489119,2018,16.0,1295.0,0.5825132521589637,3.298214833349575
489119,2019,33.0,2968.0,-0.01619703787836722,-1.1191014369531551
489119,2021,28.0,2592.0,0.5227197156016442,5.263787536108561
489119,2022,8.0,554.0,-0.16782060328064205,-0.677009076268299
489119,2023,23.0,1876.0,0.629100262245294,5.701321114496927
489119,2024,2.0,118.0,0.41634064390976167,4.8628587208660115
489119,2025,2.0,167.0,-0.5701821749526776,-3.5864458804523403
489265,2018,5.0,100.0,-0.6636910872352934,-5.357632773593362
489334,2021,7.0,230.0,-0.059823268699161374,-1.2822446025794707
489334,2022,1.0,69.0,0.1695711693141844,0.1695711693141842
500724,2018,2.0,128.0,0.1707196742900871,2.4651162798450943
500779,2018,32.0,2919.0,-0.2821905475091154,-3.141743739818202
500779,2019,31.0,2745.0,0.12752678527075764,0.8613462141864588
500779,2021,8.0,577.0,-0.934518559465578,-2.309573505955602
500779,2022,32.0,2728.0,0.04455307153819469,-0.1551957039269706
500779,2023,13.0,1231.0,0.8719176197176457,8.130638697258552
500779,2024,31.0,2826.0,0.24632984040516634,2.670934319786546
500779,2025,24.0,2177.0,0.043648596503582535,1.1533070204349534
501381,2019,26.0,2282.0,-0.13163235865745954,-0.4983336164065834
501381,2021,20.0,1562.0,0.4442667785656808,2.5080381269759164
501381,2022,11.0,731.0,-0.1491554721598125,-0.831995516681221
501625,2019,1.0,34.0,0.1532133291375715,1.8952488814317643
501625,2021,1.0,39.0,0.1901807444829055,1.6412598248874748
501957,2018,7.0,520.0,-0.29588907527469965,-1.7927984722726018
501985,2018,27.0,2454.0,-0.8691166475129233,-4.454839683935234
501985,2019,32.0,3308.0,-0.25652983732126544,-1.6742868121549286
501985,2021,28.0,2621.0,-0.5918939725644422,-7.086491975116416
501985,2022,17.0,1575.0,-0.31589412349539225,-0.7701257311569948
501992,2019,2.0,65.0,-0.3366902194963979,-1.0288292032352448
502042,2018,26.0,2411.0,-0.7023047740021373,-5.3343356359419
502042,2019,23.0,2106.0,0.2739923612095047,1.0976547007484723
502042,2021,5.0,275.0,0.2555534117130229,2.5034147903107877
502042,2022,24.0,1726.0,-0.10046470501513144,-0.6404450557097856
502043,2018,32.0,3246.0,0.16623986250042974,-0.470757700363693
502043,2019,29.0,2640.0,-0.18690534128831332,-0.9391865784523109
502043,2021,30.0,2777.0,0.4944808272884108,4.3377358375574575
502043,2022,31.0,2739.0,-0.16305427042724419,-0.23517667208696236
502043,2023,33.0,3024.0,0.15031896351481058,1.5839202634173544
502043,2024,30.0,2765.0,-0.03935106540110225,-0.16709562274322107
502043,2025,4.0,280.0,0.22069795295060338,1.123758010491452
502085,2018,1.0,6.0,0.2977786416164608,2.126139501141528
502085,2021,1.0,13.0,-0.2922825853647618,-1.557866179994181
502171,2018,26.0,2260.0,-0.45491482625812324,-2.107485366139656
502171,2019,3.0,229.0,-0.5222938734804996,-0.8670078299776298
502171,2021,17.0,1478.0,-0.09922446442706966,-0.5911326580291463
502171,2022,28.0,2418.0,0.024508215148806866,0.7324595138993789
502171,2023,26.0,2303.0,0.9579953465840327,6.2808957363788105
502171,2024,3.0,242.0,0.5527032493710697,2.5037457196509463
502179,2021,20.0,1404.0,-0.42216030180957975,-0.9097794029221917
502179,2022,19.0,1420.0,-0.25987978192149547,-3.212026735413037
502179,2024,1.0,75.0,0.2078042122768509,0.3387208660112673
502188,2018,10.0,806.0,-0.09183449549010089,-0.4169213016655906
502188,2019,32.0,3019.0,0.32518332554523605,3.323616460033507
502190,2018,29.0,2621.0,0.22539208175991493,0.8276638756801848
502190,2019,32.0,2983.0,0.7115778899538907,4.205677437807529
502212,2018,6.0,569.0,-0.8084879752860835,-4.553007006365054
502239,2018,20.0,1738.0,-0.017405224532090556,-0.40605069009645134
502239,2019,11.0,895.0,-0.45487912961698973,-2.7633141427018124
502239,2021,8.0,630.0,-0.0005121378410860349,0.5169734494778703
502327,2018,6.0,527.0,-0.7083401728360643,-3.699092152208019
502327,2019,2.0,179.0,-0.8010376069759325,-5.441855292265009
502327,2021,1.0,33.0,0.2388827262883549,0.8814772600040297
502593,2018,1.0,34.0,0.4928353528255343,3.607554782682913
502624,2018,29.0,2506.0,0.17100727675178665,1.5914224574401845
502624,2019,27.0,2211.0,0.7197366483576412,5.639351592151095
502624,2021,9.0,690.0,-0.15828380102815762,-0.3696017658591276
502624,2022,7.0,461.0,-0.6557737636558694,-1.3069163079971613
502624,2023,17.0,1376.0,-0.36444811110597414,-5.012852334761527
502624,2024,1.0,54.0,0.3419913288412683,1.3679653153650728
502706,2018,30.0,2761.0,-0.3118906677255747,-2.157497999050028
502706,2019,8.0,675.0,0.38174622907644257,3.337930338056176
502706,2021,1.0,46.0,-0.9194823383749504,-2.905564189264843
