mlb_id,player_name_fg,team,season,age,g,gs,ip,sv,hld,shutdowns,meltdowns,pli,gmli,exli,inli,wpa,wpa_per_li,re24,rew,era,fip,k_pct,bb_pct,barrel_pct,hard_hit_pct,lob_pct
521230,Liam Hendriks,OAK,2019,30.0,73.0,0.0,83.0,25.0,8.0,38.0,9.0,1.5941015481948853,1.7414520978927612,1.2995812892913818,1.4720475673675537,1.5635520219802856,2.2273175716400146,26.082998275756836,2.545886754989624,1.6265060240963856,1.8164191142622248,37.89,5.9,5.59,39.11,87.5
489446,Kirby Yates,SDP,2019,32.0,60.0,0.0,60.2,41.0,0.0,41.0,6.0,2.344249725341797,2.1647300720214844,2.1194443702697754,2.135131359100342,3.9250922203063965,1.6016887426376343,17.463998794555664,1.765582799911499,1.186813236564101,1.301921483465845,41.56,5.35,4.1,36.07,80.76
623352,Josh Hader,MIL,2019,25.0,61.0,0.0,75.2,37.0,6.0,36.0,12.0,1.9477936029434204,2.0758228302001953,1.3130667209625244,1.9140034914016724,3.1465959548950195,1.7322572469711304,20.426000595092773,2.0292508602142334,2.616740439896832,3.09506672843997,47.75,6.92,12.6,39.37,93.18
607625,Seth Lugo,NYM,2019,29.0,61.0,0.0,80.0,6.0,21.0,33.0,8.0,1.5454156398773193,1.6115245819091797,1.4787489175796509,1.4646124839782715,3.0388221740722656,1.543418049812317,15.031999588012695,1.571254849433899,2.700000514984229,2.7015093779563717,33.12,5.1,5.29,33.86,74.47
519443,Brandon Workman,BOS,2019,30.0,73.0,0.0,71.2,16.0,15.0,35.0,7.0,1.9764150381088257,1.6117123365402222,1.6519441604614258,1.5352290868759155,3.7409679889678955,2.4769651889801025,26.858999252319336,2.489591598510742,1.883721197612134,2.4605209966631545,36.36,15.73,0.74,31.85,77.75
553878,Felipe Vazquez,PIT,2019,27.0,56.0,0.0,60.0,28.0,0.0,29.0,5.0,1.710798740386963,1.542371392250061,2.0429999828338623,1.564111590385437,3.5959858894348145,1.4499127864837646,20.614999771118164,2.041351318359375,1.6500008392338252,2.1473422665063433,38.14,5.51,6.98,37.21,90.57
573124,Taylor Rogers,MIN,2019,28.0,60.0,0.0,69.0,30.0,10.0,38.0,7.0,2.1450514793395996,1.994486689567566,1.7044750452041626,1.8576128482818604,3.5082719326019287,1.8707621097564697,19.327999114990234,1.8251855373382568,2.6086962290658766,2.851690555004414,32.37,3.96,7.02,28.65,86.21
547973,Aroldis Chapman,NYY,2019,31.0,60.0,0.0,57.0,37.0,0.0,23.0,6.0,1.796390414237976,1.5167900323867798,2.1892571449279785,1.4030166864395142,1.5770000219345093,1.1612117290496826,15.494999885559082,1.4915516376495361,2.2105264637278816,2.2841848520764385,36.17,10.64,4.84,30.65,76.92
623433,Nick Anderson,- - -,2019,28.0,68.0,0.0,65.0,1.0,16.0,27.0,8.0,1.4535210791961615,1.389979462413227,1.382799979356619,1.2441921357984667,1.2343140840530396,1.0127600133419037,9.981999397277832,0.9608777463436127,3.323077703171411,2.3524708119228275,41.67,6.82,8.96,41.79,78.95
570663,Hansel Robles,LAA,2019,28.0,70.0,0.0,71.2,23.0,2.0,26.0,7.0,1.4997060298919678,1.3797942399978638,1.775378942489624,1.4640083312988281,2.9319119453430176,1.690877079963684,16.68899917602539,1.5686156749725342,2.5116285308624877,2.9070326552692594,26.43,5.71,4.74,32.11,82.32
571704,Ken Giles,TOR,2019,28.0,53.0,0.0,53.0,23.0,0.0,25.0,3.0,1.8094521760940552,1.5291396379470825,2.3600001335144043,1.5695013999938965,2.680392026901245,1.6466320753097534,16.09600067138672,1.5532809495925903,1.8679249316359319,2.2706130455888505,39.9,8.17,8.33,35.19,91.3
532077,Roberto Osuna,HOU,2019,24.0,66.0,0.0,65.0,38.0,0.0,30.0,6.0,1.9346596002578735,1.7482757568359375,2.5627799034118652,1.730246663093567,2.1443779468536377,1.9315232038497925,14.984999656677246,1.4760562181472778,2.6307692307692307,3.214009475708008,28.85,4.74,6.02,28.92,81.59
606149,Giovanny Gallegos,STL,2019,27.0,66.0,0.0,74.0,1.0,19.0,21.0,7.0,0.8906881213188171,1.1338666677474976,0.9459499716758728,0.9452891945838928,1.8623020648956299,2.3136720657348633,25.49799919128418,2.4971601963043213,2.310811049055259,3.0518472968269372,33.33,5.73,7.19,35.33,87.3
519151,Ryan Pressly,HOU,2019,30.0,55.0,0.0,54.1,3.0,31.0,23.0,6.0,1.4615607261657715,1.591625452041626,1.524399995803833,1.4956597089767456,1.810271978378296,1.5926573276519775,14.170000076293945,1.3528902530670166,2.3190186219964173,2.66186218475648,34.12,5.69,6.3,29.92,83.74
543272,Brad Hand,CLE,2019,29.0,60.0,0.0,57.1,34.0,0.0,30.0,8.0,1.9400925636291504,1.6041433811187744,2.076866626739502,1.5658981800079346,1.1197220087051392,0.9163191914558411,13.605000495910645,1.2200539112091064,3.296512578357952,2.79540470385303,34.71,7.44,6.62,38.24,81.08
621142,Ty Buttrey,LAA,2019,26.0,72.0,0.0,72.1,2.0,26.0,28.0,14.0,1.5351065397262573,1.5121805667877197,1.2102818489074707,1.3614833354949951,0.4991300702095032,0.7361111640930176,3.871000051498413,0.35824140906333923,3.981567520206209,3.4905072201667724,27.18,7.44,5.58,40.61,73.43
641941,Emilio Pagan,TBR,2019,28.0,66.0,0.0,70.0,20.0,7.0,30.0,10.0,1.5994452238082886,1.6547545194625854,1.5000269412994385,1.5021824836730957,2.280168056488037,1.9311485290527344,15.899999618530273,1.5511462688446045,2.3142864709973376,3.29972378944865,35.96,4.87,6.37,34.39,94.79
593833,Wander Suero,WSN,2019,27.0,78.0,0.0,71.1,1.0,19.0,18.0,15.0,1.2391518354415894,1.25372314453125,1.2679647207260132,1.0767890214920044,-1.1748321056365967,0.9658759832382202,6.148000717163086,0.5818726420402527,4.542056884419251,3.0738225348308705,27.36,8.78,5.91,33.33,66.28
453178,Ian Kennedy,KCR,2019,34.0,63.0,0.0,63.1,30.0,1.0,22.0,8.0,1.6430211067199707,1.2796190977096558,1.6221833229064941,1.2406636476516724,1.2828640937805176,0.9458279013633728,10.213998794555664,0.9652129411697388,3.4105265896868726,2.992956826376451,27.44,6.39,6.29,34.29,78.8
