batter,sprint_speed
682998,30.7
642350,30.3
677951,30.3
607208,30.3
669352,30.3
641796,30.2
622761,30.1
664983,30.1
669003,30.1
592144,30.0
642201,30.0
641512,30.0
665833,29.9
665923,29.8
666176,29.7
677594,29.7
641933,29.7
656537,29.6
681987,29.6
542932,29.5
642423,29.5
596451,29.5
663837,29.5
642708,29.4
641658,29.4
624641,29.4
665161,29.4
640492,29.4
671083,29.4
671739,29.4
657041,29.4
665750,29.3
665862,29.3
677950,29.3
664702,29.3
545361,29.3
670042,29.3
605548,29.3
665926,29.3
680776,29.2
663630,29.2
666181,29.2
595281,29.2
641553,29.1
665650,29.1
621439,29.1
623205,29.1
663538,29.1
664056,29.1
656413,29.1
608671,29.1
642180,29.1
677649,29.1
681082,29.0
683002,29.0
594838,29.0
680911,29.0
621433,29.0
682928,29.0
678225,29.0
672724,28.9
457705,28.9
664059,28.9
621446,28.9
657136,28.9
666139,28.9
676694,28.9
668731,28.9
669016,28.8
656495,28.8
666624,28.8
543760,28.8
663757,28.8
669450,28.8
666158,28.8
660757,28.8
656308,28.8
645302,28.8
672779,28.8
621006,28.8
668227,28.8
670764,28.8
669242,28.7
572191,28.7
592663,28.7
545350,28.7
656541,28.7
606157,28.7
663897,28.7
669222,28.7
595751,28.7
669127,28.7
669261,28.6
669256,28.6
593160,28.6
607043,28.6
676801,28.6
663853,28.6
614173,28.6
658668,28.6
606192,28.6
663662,28.6
671221,28.6
656448,28.6
665506,28.6
660644,28.5
660670,28.5
622168,28.5
641684,28.5
621035,28.5
624415,28.5
682073,28.5
642456,28.5
641943,28.5
672580,28.5
656775,28.5
607054,28.5
608070,28.5
621438,28.4
596115,28.4
680757,28.4
643396,28.4
543829,28.4
641313,28.4
578428,28.4
673490,28.4
544725,28.4
644374,28.4
621493,28.4
656305,28.4
621020,28.4
669743,28.4
676628,28.4
668904,28.4
640458,28.4
656716,28.3
650489,28.3
670242,28.3
673548,28.3
656185,28.3
669911,28.3
514917,28.3
664238,28.3
456715,28.3
541645,28.3
650339,28.3
543807,28.3
