pitcher,game_pk,game_date,year,catcher_mlbam,n_pitches
501985,565375,2019-08-05,2019,425772,112
501985,565548,2019-06-26,2019,425772,108
501985,565622,2019-05-09,2019,425772,102
501985,565653,2019-07-19,2019,425772,113
501985,565725,2019-05-15,2019,425772,90
501985,566099,2019-04-22,2019,425772,99
501985,566162,2019-09-20,2019,624431,105
501985,566386,2019-04-27,2019,425772,111
501985,566425,2019-07-24,2019,425772,102
501985,566763,2019-03-28,2019,425772,76
501985,566768,2019-04-03,2019,425772,95
501985,566773,2019-04-16,2019,425772,103
501985,566780,2019-05-03,2019,425772,116
501985,566786,2019-05-20,2019,643396,107
501985,566789,2019-05-30,2019,425772,113
501985,566794,2019-06-05,2019,425772,117
501985,566802,2019-06-20,2019,425772,110
501985,566807,2019-07-02,2019,425772,110
501985,566812,2019-07-13,2019,425772,92
501985,566817,2019-07-31,2019,425772,103
501985,566827,2019-08-16,2019,425772,114
501985,566832,2019-08-21,2019,425772,106
501985,566841,2019-09-14,2019,624431,69
501985,566845,2019-09-26,2019,624431,126
501985,567528,2019-09-02,2019,624431,111
501985,567611,2019-08-11,2019,425772,103
501992,566870,2019-04-03,2019,600474,32
501992,567457,2019-03-30,2019,491696,33
502042,564793,2019-08-14,2019,553869,98
502042,564853,2019-05-15,2019,465041,80
502042,565169,2019-07-12,2019,607732,97
502042,565812,2019-04-26,2019,465041,88
502042,565901,2019-04-13,2019,465041,94
502042,566038,2019-07-28,2019,607732,107
502042,566180,2019-04-01,2019,465041,99
502042,566185,2019-04-07,2019,465041,104
502042,566188,2019-04-21,2019,465041,83
502042,566198,2019-05-21,2019,465041,92
502042,566203,2019-05-26,2019,553869,105
502042,566205,2019-05-31,2019,607732,92
502042,566210,2019-06-06,2019,607732,97
502042,566214,2019-06-22,2019,607732,89
502042,566218,2019-07-03,2019,607732,95
502042,566227,2019-07-23,2019,607732,97
502042,566231,2019-08-03,2019,607732,95
502042,566240,2019-08-20,2019,607732,17
502042,566615,2019-07-17,2019,607732,101
502042,566622,2019-08-09,2019,607732,100
502042,567199,2019-06-11,2019,607732,108
502042,567396,2019-06-16,2019,607732,101
502042,567594,2019-06-28,2019,607732,67
502043,564939,2019-04-21,2019,553902,89
502043,565359,2019-07-12,2019,641598,80
502043,565542,2019-06-08,2019,488771,94
502043,565574,2019-08-30,2019,488771,107
502043,565706,2019-04-03,2019,641598,84
502043,565993,2019-04-09,2019,641598,97
502043,566128,2019-07-03,2019,641598,102
502043,566395,2019-05-19,2019,553902,91
502043,566693,2019-06-01,2019,488771,88
502043,566881,2019-05-08,2019,641598,88
502043,566969,2019-04-16,2019,488771,94
502043,566974,2019-04-28,2019,641598,105
502043,566983,2019-05-14,2019,641598,88
502043,566986,2019-05-25,2019,553902,98
502043,566993,2019-06-14,2019,641598,88
502043,566998,2019-06-19,2019,488771,94
502043,566999,2019-06-25,2019,641598,98
502043,567004,2019-07-07,2019,641598,26
502043,567007,2019-07-18,2019,641598,106
502043,567012,2019-07-23,2019,488771,101
502043,567015,2019-08-03,2019,641598,110
502043,567020,2019-08-08,2019,488771,85
502043,567024,2019-08-19,2019,488771,99
502043,567028,2019-08-24,2019,641598,95
502043,567035,2019-09-12,2019,641598,93
502043,567039,2019-09-19,2019,641598,52
502043,567315,2019-07-28,2019,488771,96
502043,567471,2019-05-03,2019,641598,100
502043,567613,2019-08-14,2019,641598,92
502171,564930,2019-04-04,2019,491696,87
502171,564937,2019-04-20,2019,491696,61
502171,566972,2019-04-26,2019,491696,81
502188,564854,2019-05-17,2019,457763,72
502188,564866,2019-06-21,2019,519390,95
502188,564889,2019-08-16,2019,457763,90
502188,564961,2019-06-02,2019,519390,110
502188,565103,2019-09-18,2019,605244,99
502188,565186,2019-08-22,2019,457763,95
502188,565236,2019-05-05,2019,457763,86
502188,565430,2019-07-15,2019,457763,92
502188,565872,2019-09-06,2019,457763,91
502188,565904,2019-04-17,2019,457763,86
502188,566278,2019-03-31,2019,456124,90
502188,566319,2019-07-01,2019,457763,114
502188,566325,2019-07-26,2019,457763,100
502188,566472,2019-04-06,2019,457763,74
502188,566477,2019-04-11,2019,457763,90
502188,566484,2019-04-29,2019,457763,79
502188,566488,2019-05-11,2019,519390,86
502188,566494,2019-05-22,2019,457763,107
502188,566500,2019-06-08,2019,605244,106
502188,566506,2019-06-16,2019,457763,114
502188,566509,2019-06-26,2019,519390,96
502188,566516,2019-07-07,2019,519390,96
502188,566519,2019-07-20,2019,457763,79
502188,566524,2019-08-05,2019,457763,98
502188,566529,2019-08-10,2019,457763,103
502188,566534,2019-08-27,2019,519390,92
502188,566538,2019-09-01,2019,519390,109
502188,566542,2019-09-12,2019,457763,95
502188,566547,2019-09-25,2019,519390,111
502188,566874,2019-04-23,2019,457763,85
502188,567114,2019-07-31,2019,457763,90
502188,567385,2019-05-28,2019,457763,89
502190,564744,2019-04-21,2019,608596,81
502190,564777,2019-07-12,2019,608596,47
502190,564886,2019-08-06,2019,488671,97
502190,564889,2019-08-16,2019,608348,93
502190,564894,2019-08-21,2019,488671,73
502190,564899,2019-09-02,2019,488671,94
502190,564902,2019-09-13,2019,488671,79
502190,564907,2019-09-18,2019,488671,86
502190,564909,2019-09-24,2019,488671,95
502190,565294,2019-09-08,2019,488671,100
502190,565328,2019-05-04,2019,553882,102
502190,565710,2019-04-11,2019,608596,87
502190,565862,2019-08-11,2019,608348,90
502190,566110,2019-05-26,2019,608596,106
502190,566119,2019-06-16,2019,608596,97
502190,566374,2019-03-30,2019,608596,97
502190,566382,2019-04-16,2019,608596,85
502190,566386,2019-04-27,2019,608596,98
502190,566391,2019-05-14,2019,608596,99
502190,566400,2019-05-31,2019,608596,102
502190,566405,2019-06-05,2019,608596,119
502190,566411,2019-06-21,2019,608596,92
502190,566415,2019-07-03,2019,608596,96
502190,566420,2019-07-19,2019,608596,98
502190,566425,2019-07-24,2019,608596,100
502190,566534,2019-08-27,2019,488671,95
502190,566786,2019-05-20,2019,608596,84
502190,566816,2019-07-30,2019,608596,89
502190,566990,2019-06-11,2019,608596,91
502190,567264,2019-04-06,2019,608596,106
502190,567477,2019-05-09,2019,608596,105
502190,567593,2019-06-27,2019,608596,100
502239,564738,2019-04-08,2019,518960,90
502239,564743,2019-04-20,2019,518960,95
502239,564748,2019-04-25,2019,518960,93
502239,564752,2019-05-04,2019,607345,68
502239,564758,2019-05-21,2019,607345,62
502239,564949,2019-05-10,2019,518960,78
502239,566086,2019-03-28,2019,518960,86
502239,566111,2019-05-27,2019,572863,85
502239,566377,2019-04-02,2019,518960,83
502239,566772,2019-04-15,2019,607345,71
502239,566984,2019-05-15,2019,518960,84
502327,564796,2019-08-17,2019,456078,80
502327,565562,2019-08-06,2019,543510,99
502624,565190,2019-08-30,2019,444489,68
502624,565260,2019-07-02,2019,518735,74
502624,565300,2019-09-26,2019,444489,72
502624,565957,2019-08-18,2019,444489,71
502624,565998,2019-04-26,2019,518735,96
502624,566141,2019-08-01,2019,518735,92
502624,566204,2019-05-30,2019,518735,94
502624,566222,2019-07-07,2019,518735,69
502624,566234,2019-08-06,2019,444489,89
502624,566506,2019-06-16,2019,518735,83
502624,566641,2019-09-15,2019,518735,64
502624,567186,2019-05-18,2019,518735,76
502624,567434,2019-09-10,2019,518735,64
502624,567564,2019-04-20,2019,444489,82
502624,567578,2019-05-24,2019,518735,83
502624,567581,2019-06-04,2019,518735,67
502624,567586,2019-06-09,2019,518735,91
502624,567588,2019-06-21,2019,444489,108
502624,567593,2019-06-27,2019,518735,94
502624,567597,2019-07-12,2019,518735,81
502624,567602,2019-07-17,2019,444489,94
502624,567603,2019-07-22,2019,518735,94
502624,567607,2019-07-27,2019,444489,81
502624,567612,2019-08-13,2019,444489,93
502624,567615,2019-08-24,2019,518735,87
502624,567622,2019-09-05,2019,444489,59
502624,567630,2019-09-20,2019,444489,85
502706,565431,2019-05-09,2019,605244,77
502706,565805,2019-04-03,2019,456124,98
502706,566187,2019-04-20,2019,457763,78
502706,566276,2019-03-29,2019,456124,71
502706,566475,2019-04-09,2019,457763,106
502706,566480,2019-04-14,2019,457763,101
502706,566482,2019-04-27,2019,457763,82
502706,566647,2019-09-29,2019,575929,62
502748,565528,2019-05-13,2019,455139,88
502748,565608,2019-04-07,2019,545358,90
502748,565612,2019-04-22,2019,455139,84
502748,565617,2019-04-27,2019,545358,91
502748,565621,2019-05-08,2019,545358,98
502748,565626,2019-05-20,2019,455139,91
502748,565631,2019-05-25,2019,545358,72
502748,565639,2019-06-11,2019,455139,90
502748,565643,2019-06-16,2019,455139,89
502748,565646,2019-06-27,2019,545358,70
502748,566114,2019-05-31,2019,455139,92
502748,566405,2019-06-05,2019,596117,89
502748,566766,2019-04-01,2019,455139,86
502748,566978,2019-05-02,2019,455139,67
502748,567497,2019-06-21,2019,455139,102
506433,564843,2019-04-27,2019,543089,110
506433,565125,2019-04-10,2019,575929,77
506433,565131,2019-04-20,2019,575929,88
506433,565137,2019-05-04,2019,543089,81
506433,565142,2019-05-09,2019,543089,97
506433,565146,2019-05-20,2019,605170,95
506433,565151,2019-05-25,2019,605170,108
506433,565154,2019-06-05,2019,575929,95
506433,565162,2019-06-21,2019,575929,88
506433,565167,2019-06-26,2019,575929,92
506433,565169,2019-07-12,2019,605170,94
506433,565174,2019-07-17,2019,605170,83
506433,565180,2019-08-04,2019,605170,93
506433,565185,2019-08-21,2019,605170,89
506433,565199,2019-09-17,2019,605170,102
506433,565204,2019-09-22,2019,605170,110
506433,565239,2019-05-15,2019,543089,102
506433,565278,2019-08-09,2019,605170,78
506433,565445,2019-06-10,2019,605170,83
506433,565833,2019-06-15,2019,605170,109
506433,566051,2019-08-27,2019,605170,104
506433,566218,2019-07-03,2019,605170,86
506433,566349,2019-09-12,2019,605170,110
506433,566522,2019-07-23,2019,605170,77
506433,566595,2019-05-31,2019,605170,93
506433,566619,2019-07-30,2019,605170,98
506433,566764,2019-03-30,2019,575929,75
506433,567121,2019-08-15,2019,605170,92
506433,567159,2019-04-04,2019,575929,74
506433,567369,2019-04-15,2019,575929,96
506433,567624,2019-09-07,2019,605170,72
517593,565371,2019-08-01,2019,547379,66
518452,565415,2019-04-07,2019,455104,67
518452,566478,2019-04-12,2019,547172,75
518452,566668,2019-04-01,2019,455104,91
518516,564855,2019-05-18,2019,457763,105
518516,564891,2019-08-18,2019,457763,104
518516,565104,2019-09-19,2019,457763,102
518516,565429,2019-05-07,2019,457763,102
518516,565468,2019-08-03,2019,519390,91
518516,565804,2019-04-02,2019,457763,95
518516,565838,2019-06-20,2019,457763,88
518516,566015,2019-06-04,2019,519390,95
518516,566151,2019-08-24,2019,457763,97
518516,566186,2019-04-19,2019,457763,100
518516,566275,2019-03-28,2019,457763,92
518516,566327,2019-07-28,2019,457763,86
518516,566474,2019-04-08,2019,457763,93
518516,566479,2019-04-13,2019,457763,98
518516,566481,2019-04-26,2019,457763,104
518516,566486,2019-05-01,2019,457763,114
518516,566489,2019-05-12,2019,456124,107
518516,566495,2019-05-23,2019,457763,102
518516,566501,2019-06-09,2019,519390,86
518516,566505,2019-06-15,2019,519390,101
518516,566508,2019-06-25,2019,457763,101
518516,566513,2019-06-30,2019,457763,96
518516,566515,2019-07-06,2019,457763,39
518516,566517,2019-07-18,2019,457763,96
518516,566522,2019-07-23,2019,457763,102
518516,566527,2019-08-08,2019,457763,85
518516,566531,2019-08-13,2019,457763,100
518516,566536,2019-08-30,2019,457763,103
518516,566539,2019-09-09,2019,457763,99
518516,566544,2019-09-14,2019,457763,81
518516,566546,2019-09-24,2019,457763,106
518516,566637,2019-09-04,2019,457763,96
518516,567386,2019-05-29,2019,457763,85
518516,567598,2019-07-13,2019,457763,103
518566,564757,2019-05-20,2019,518960,12
518566,564777,2019-07-12,2019,572863,22
518566,565275,2019-08-05,2019,607345,27
518566,565372,2019-08-02,2019,545358,24
518566,565851,2019-07-23,2019,572863,21
518566,566420,2019-07-19,2019,607345,25
518633,564756,2019-05-19,2019,595956,106
518633,565620,2019-05-07,2019,455117,100
518633,565714,2019-04-26,2019,455117,86
518633,565720,2019-05-02,2019,455117,100
518633,565724,2019-05-14,2019,455117,107
518633,565729,2019-05-26,2019,455117,90
518633,565732,2019-06-06,2019,595956,51
518633,565737,2019-06-12,2019,455117,99
518633,565741,2019-06-22,2019,595956,96
518633,565744,2019-07-03,2019,455117,108
518633,565746,2019-07-12,2019,455117,56
518633,565751,2019-07-17,2019,650619,90
518633,565756,2019-07-28,2019,650619,96
518633,565771,2019-09-01,2019,650619,90
518633,565775,2019-09-13,2019,650619,108
518633,565778,2019-09-24,2019,650619,87
518633,566161,2019-09-18,2019,650619,103
518633,566407,2019-06-17,2019,455117,105
518633,566790,2019-05-31,2019,455117,93
518633,566902,2019-06-28,2019,455117,109
518633,567015,2019-08-03,2019,650619,87
518633,567218,2019-07-23,2019,595956,99
518633,567431,2019-09-07,2019,664926,95
518715,566403,2019-06-03,2019,553882,29
518715,566728,2019-08-21,2019,553882,15
518774,564734,2019-04-04,2019,518960,91
518774,564739,2019-04-09,2019,518960,89
518774,564745,2019-04-22,2019,518960,83
518774,564753,2019-05-05,2019,518960,57
518774,564754,2019-05-17,2019,518960,91
518774,564759,2019-05-23,2019,518960,49
518774,564778,2019-07-13,2019,607345,93
518774,564783,2019-07-18,2019,572863,92
518774,564950,2019-05-11,2019,518960,93
518774,565716,2019-04-28,2019,518960,95
518774,566087,2019-03-29,2019,518960,89
518774,566774,2019-04-17,2019,518960,77
518876,564835,2019-04-07,2019,571974,94
518876,564840,2019-04-13,2019,608348,95
518876,564846,2019-05-01,2019,543376,90
518876,564849,2019-05-11,2019,488671,93
518876,564854,2019-05-17,2019,488671,89
518876,564859,2019-06-02,2019,608348,105
518876,564863,2019-06-18,2019,608348,84
518876,564868,2019-06-23,2019,543376,99
518876,564875,2019-07-18,2019,608348,93
518876,564880,2019-07-23,2019,488671,63
518876,564885,2019-08-05,2019,608348,84
518876,564891,2019-08-18,2019,608348,100
518876,564895,2019-08-29,2019,608348,82
518876,564900,2019-09-03,2019,608348,102
518876,564903,2019-09-14,2019,608348,91
518876,564910,2019-09-25,2019,543376,99
518876,565130,2019-04-19,2019,543376,109
518876,565439,2019-05-28,2019,488671,104
518876,565470,2019-08-12,2019,608348,98
518876,565843,2019-07-03,2019,608348,90
518876,566057,2019-09-09,2019,608348,98
518876,566191,2019-04-24,2019,543376,106
518876,566279,2019-04-01,2019,488671,88
518876,566302,2019-05-22,2019,488671,63
518876,566350,2019-09-20,2019,608348,100
518876,566510,2019-06-28,2019,608348,76
518876,566611,2019-07-13,2019,608348,96
518876,566680,2019-05-06,2019,571974,94
518876,566895,2019-06-07,2019,608348,95
518876,567095,2019-06-12,2019,608348,93
518876,567412,2019-07-29,2019,608348,94
518876,567614,2019-08-23,2019,608348,105
519043,565511,2019-04-06,2019,606988,33
519043,566867,2019-03-31,2019,606988,84
519076,566505,2019-06-15,2019,444489,72
519076,567582,2019-06-05,2019,518735,65
519076,567587,2019-06-20,2019,518735,97
519141,564856,2019-05-19,2019,519390,96
519141,564959,2019-05-31,2019,457763,56
519141,565237,2019-05-06,2019,519390,54
519141,565462,2019-07-16,2019,457763,73
519141,565803,2019-04-01,2019,457763,90
519141,565837,2019-06-19,2019,457763,99
519141,565905,2019-04-18,2019,456124,88
519141,566235,2019-08-07,2019,518735,40
519141,566473,2019-04-07,2019,456124,94
519141,566478,2019-04-12,2019,456124,84
519141,566485,2019-04-30,2019,457763,77
519141,566496,2019-05-24,2019,519390,76
519141,566499,2019-06-07,2019,605244,92
519141,566504,2019-06-14,2019,457763,93
519141,566507,2019-06-24,2019,457763,93
519141,566511,2019-06-29,2019,519390,103
519141,566514,2019-07-05,2019,457763,86
519141,566875,2019-04-24,2019,457763,87
519144,564833,2019-04-05,2019,596119,98
519144,564979,2019-07-20,2019,543877,99
519144,565030,2019-04-13,2019,543877,90
519144,565036,2019-04-25,2019,506702,91
519144,565041,2019-04-30,2019,506702,114
519144,565044,2019-05-11,2019,506702,107
519144,565048,2019-05-17,2019,543877,95
519144,565051,2019-05-27,2019,506702,114
519144,565054,2019-06-07,2019,506702,100
519144,565059,2019-06-12,2019,543877,101
519144,565063,2019-06-23,2019,543877,102
519144,565067,2019-06-29,2019,543877,33
519144,565072,2019-07-15,2019,506702,112
519144,565076,2019-07-25,2019,543877,112
519144,565081,2019-07-31,2019,543877,98
519144,565083,2019-08-05,2019,506702,99
519144,565088,2019-08-10,2019,506702,75
519144,565090,2019-08-16,2019,543877,84
519144,565094,2019-08-21,2019,543877,100
519144,565095,2019-09-03,2019,543877,91
519144,565100,2019-09-08,2019,506702,73
519144,565476,2019-08-27,2019,543877,79
519144,565554,2019-07-06,2019,506702,106
519144,566375,2019-03-31,2019,543877,73
519144,566675,2019-04-20,2019,506702,91
519144,566739,2019-09-20,2019,543877,87
519144,566844,2019-09-25,2019,506702,60
519144,566887,2019-05-22,2019,506702,80
519144,566996,2019-06-17,2019,506702,94
519144,567136,2019-09-15,2019,543877,76
519144,567281,2019-05-05,2019,506702,102
519144,567489,2019-06-01,2019,506702,94
519166,566922,2019-08-12,2019,643376,7
519242,564948,2019-05-08,2019,506702,108
519242,564966,2019-06-15,2019,506702,103
519242,565027,2019-04-09,2019,543877,76
519242,565033,2019-04-23,2019,506702,97
519242,565039,2019-04-28,2019,543877,111
519242,565046,2019-05-14,2019,506702,108
519242,565050,2019-05-19,2019,543877,106
519242,565057,2019-06-10,2019,506702,99
519242,565061,2019-06-21,2019,506702,101
519242,565066,2019-06-26,2019,506702,102
519242,565070,2019-07-13,2019,506702,92
519242,565075,2019-07-18,2019,506702,101
519242,565079,2019-07-28,2019,506702,100
519242,565086,2019-08-08,2019,506702,99
519242,565379,2019-08-13,2019,506702,108
519242,565630,2019-05-24,2019,506702,89
519242,565731,2019-06-05,2019,506702,102
519242,566091,2019-04-02,2019,543877,87
519242,566372,2019-03-28,2019,543877,76
519242,566716,2019-07-23,2019,506702,116
519242,566907,2019-07-03,2019,543877,104
519242,567279,2019-05-03,2019,506702,104
519242,567465,2019-04-16,2019,506702,93
519242,567488,2019-05-31,2019,506702,108
519242,567516,2019-08-03,2019,506702,76
519455,564788,2019-07-29,2019,543308,61
519455,565036,2019-04-25,2019,543308,77
519455,565513,2019-04-09,2019,606988,73
519455,565519,2019-04-19,2019,606988,97
519455,565547,2019-06-25,2019,435064,84
519455,565552,2019-06-30,2019,435064,89
519455,565554,2019-07-06,2019,435064,78
519455,565556,2019-07-19,2019,543308,96
519455,565560,2019-07-24,2019,435064,95
519455,565572,2019-08-28,2019,543308,95
519455,565577,2019-09-02,2019,668670,90
519455,565581,2019-09-13,2019,606988,91
519455,565585,2019-09-20,2019,543308,76
519455,565590,2019-09-26,2019,668670,91
519455,565667,2019-08-22,2019,668670,81
519455,565748,2019-07-14,2019,543308,64
519455,566157,2019-09-07,2019,668670,80
519455,566212,2019-06-19,2019,543308,75
519455,566724,2019-08-17,2019,668670,63
519455,566825,2019-08-04,2019,543308,96
519455,566864,2019-03-28,2019,606988,70
519455,566967,2019-04-14,2019,606988,54
519455,567460,2019-04-02,2019,606988,98
521230,566106,2019-05-11,2019,460026,10
521230,566113,2019-05-29,2019,460026,33
521655,564982,2019-08-02,2019,643376,26
521655,565007,2019-09-19,2019,624512,26
521655,565864,2019-08-21,2019,624512,42
521655,565914,2019-05-15,2019,467092,63
521655,566008,2019-05-20,2019,467092,75
521655,566295,2019-05-08,2019,621512,60
521655,566436,2019-08-24,2019,643376,33
521655,566722,2019-08-07,2019,624512,41
521655,566920,2019-08-10,2019,643376,37
521655,566923,2019-08-13,2019,624512,39
521655,566927,2019-08-18,2019,643376,40
521655,566928,2019-08-27,2019,624512,30
521655,566932,2019-09-01,2019,624512,39
521655,566934,2019-09-11,2019,643376,23
521655,566938,2019-09-15,2019,624512,14
521655,567237,2019-09-03,2019,607333,19
521655,567536,2019-09-22,2019,624512,36
527048,564759,2019-05-23,2019,553902,88
527048,564937,2019-04-20,2019,641598,96
527048,565097,2019-09-05,2019,641598,70
527048,565346,2019-06-05,2019,488771,92
527048,565575,2019-08-31,2019,641598,82
527048,565740,2019-06-21,2019,488771,79
527048,565782,2019-09-29,2019,488771,102
527048,566393,2019-05-17,2019,553902,103
527048,566691,2019-05-30,2019,488771,63
527048,566829,2019-08-18,2019,488771,100
527048,566879,2019-05-06,2019,488771,102
527048,566968,2019-04-15,2019,641598,86
527048,566972,2019-04-26,2019,641598,96
527048,566977,2019-05-01,2019,641598,100
527048,566981,2019-05-12,2019,553902,93
527048,566990,2019-06-11,2019,488771,95
527048,566995,2019-06-16,2019,488771,105
527048,567001,2019-06-27,2019,641598,102
527048,567002,2019-07-05,2019,641598,94
527048,567006,2019-07-17,2019,641598,83
527048,567011,2019-07-22,2019,641598,79
527048,567014,2019-08-02,2019,488771,68
527048,567019,2019-08-07,2019,641598,102
527048,567029,2019-08-25,2019,641598,100
527048,567034,2019-09-11,2019,488771,90
527048,567037,2019-09-17,2019,641598,64
527048,567042,2019-09-22,2019,641598,52
527048,567314,2019-07-27,2019,641598,100
527048,567612,2019-08-13,2019,641598,88
527054,564848,2019-05-10,2019,452095,84
527054,565165,2019-06-24,2019,452095,93
527054,565233,2019-04-25,2019,435263,93
527054,565323,2019-04-20,2019,435263,106
527054,565416,2019-04-08,2019,656577,78
527054,565418,2019-08-26,2019,465041,97
527054,565778,2019-09-24,2019,435263,67
527054,565950,2019-07-30,2019,435263,104
527054,566026,2019-06-29,2019,452095,84
527054,566323,2019-07-13,2019,452095,89
527054,566493,2019-05-21,2019,435263,94
527054,566594,2019-05-26,2019,435263,98
527054,567059,2019-03-28,2019,435263,91
527054,567134,2019-09-12,2019,435263,75
527054,567158,2019-04-03,2019,452095,91
527054,567166,2019-04-14,2019,452095,92
527054,567179,2019-04-30,2019,435263,100
527054,567184,2019-05-16,2019,435263,104
527054,567192,2019-06-02,2019,452095,94
527054,567201,2019-06-13,2019,435263,102
527054,567206,2019-06-18,2019,435263,83
527054,567211,2019-07-05,2019,435263,103
527054,567215,2019-07-19,2019,452095,83
527054,567219,2019-07-24,2019,435263,109
527054,567223,2019-08-04,2019,452095,90
527054,567226,2019-08-15,2019,435263,64
527054,567231,2019-08-21,2019,452095,92
527054,567235,2019-09-01,2019,435263,102
527054,567240,2019-09-07,2019,435263,94
527054,567243,2019-09-18,2019,435263,90
527054,567379,2019-05-05,2019,452095,103
527054,567389,2019-06-08,2019,452095,98
527054,567417,2019-08-09,2019,452095,100
533167,565027,2019-04-09,2019,643376,93
533167,566097,2019-04-20,2019,571912,46
533167,566865,2019-03-29,2019,571912,87
533167,566870,2019-04-03,2019,571912,92
533167,566968,2019-04-15,2019,571912,100
542881,565413,2019-04-05,2019,547172,82
542881,565423,2019-04-22,2019,547172,81
542881,565426,2019-05-03,2019,455104,81
542881,567172,2019-04-28,2019,547172,100
542881,567361,2019-03-30,2019,455104,85
542882,566059,2019-09-11,2019,608348,5
542947,565008,2019-09-20,2019,642082,30
542953,565863,2019-08-20,2019,643376,15
543001,564958,2019-05-29,2019,543308,79
543001,565363,2019-07-16,2019,435064,55
543001,565527,2019-05-09,2019,606988,80
543001,565529,2019-05-14,2019,606988,90
543001,565538,2019-06-04,2019,606988,84
543001,565543,2019-06-09,2019,543308,70
543001,565544,2019-06-14,2019,543308,92
543001,565553,2019-07-05,2019,543308,80
543001,566013,2019-05-25,2019,606988,56
543022,565132,2019-04-21,2019,575929,71
543022,565161,2019-06-20,2019,575929,73
543022,565168,2019-06-27,2019,605170,90
543022,565192,2019-09-01,2019,518960,77
543022,566523,2019-07-24,2019,575929,68
543037,564782,2019-07-17,2019,455139,109
543037,564814,2019-09-29,2019,455117,92
543037,565048,2019-05-17,2019,455139,99
543037,565255,2019-06-19,2019,596117,94
543037,565371,2019-08-01,2019,455117,95
543037,565610,2019-04-09,2019,455139,99
543037,565615,2019-04-25,2019,455139,103
543037,565619,2019-05-06,2019,455139,107
543037,565624,2019-05-11,2019,455139,97
543037,565628,2019-05-22,2019,455139,92
543037,565633,2019-05-27,2019,455139,99
543037,565636,2019-06-07,2019,455139,113
543037,565641,2019-06-14,2019,455139,100
543037,565644,2019-06-25,2019,455139,104
543037,565649,2019-06-30,2019,545358,109
543037,565651,2019-07-06,2019,455139,110
543037,565656,2019-07-22,2019,455139,106
543037,565663,2019-08-07,2019,455117,103
543037,565667,2019-08-22,2019,455117,94
543037,565672,2019-08-28,2019,455117,112
543037,565677,2019-09-08,2019,455117,96
543037,565683,2019-09-18,2019,455117,101
543037,565775,2019-09-13,2019,455117,101
543037,566116,2019-06-02,2019,596117,104
543037,566380,2019-04-14,2019,545358,101
543037,566447,2019-09-24,2019,455117,101
543037,566617,2019-07-27,2019,455139,101
543037,566665,2019-03-29,2019,545358,101
543037,566768,2019-04-03,2019,545358,105
543037,566776,2019-04-20,2019,545358,104
543037,566811,2019-07-12,2019,455139,101
543037,566976,2019-04-30,2019,455139,104
543037,567620,2019-09-02,2019,455117,105
543101,564903,2019-09-14,2019,571466,78
543101,565150,2019-05-24,2019,571466,76
543101,565173,2019-07-16,2019,571657,87
543101,565224,2019-04-02,2019,571466,89
543101,565230,2019-04-14,2019,571466,85
543101,565237,2019-05-06,2019,592200,95
543101,565241,2019-05-17,2019,592200,58
543101,565246,2019-05-29,2019,592200,95
543101,565254,2019-06-18,2019,571466,86
543101,565258,2019-06-30,2019,592200,73
543101,565263,2019-07-06,2019,592200,97
543101,565268,2019-07-21,2019,543432,101
543101,565270,2019-07-27,2019,543432,80
543101,565276,2019-08-06,2019,571466,98
543101,565283,2019-08-17,2019,571466,89
543101,565288,2019-09-02,2019,592200,104
543101,565294,2019-09-08,2019,571466,92
543101,565296,2019-09-21,2019,571466,85
543101,565352,2019-06-12,2019,592200,85
543101,565952,2019-08-12,2019,571466,83
543101,566003,2019-05-01,2019,571466,85
543101,566185,2019-04-07,2019,571466,69
543101,566243,2019-08-23,2019,571466,80
543101,566258,2019-09-27,2019,592200,87
543101,566285,2019-04-19,2019,592200,80
543101,566488,2019-05-11,2019,571466,67
543101,566580,2019-04-26,2019,592200,91
543101,566600,2019-06-06,2019,571466,100
543101,567220,2019-08-01,2019,571466,92
543101,567428,2019-08-28,2019,571466,110
543101,567590,2019-06-23,2019,592200,86
543135,564800,2019-08-30,2019,506702,81
543135,565028,2019-04-11,2019,596119,89
543135,565092,2019-08-18,2019,506702,43
543135,565097,2019-09-05,2019,543877,76
543135,565102,2019-09-17,2019,543877,86
543135,565105,2019-09-27,2019,518542,90
543135,566092,2019-04-03,2019,596119,96
543135,566338,2019-08-24,2019,543877,64
543135,566373,2019-03-29,2019,543877,89
543135,566741,2019-09-22,2019,518542,100
543135,566933,2019-09-10,2019,543877,93
543135,567466,2019-04-17,2019,543877,104
543169,565748,2019-07-14,2019,595956,46
543193,567069,2019-04-16,2019,467092,97
543219,566411,2019-06-21,2019,642082,68
543243,565174,2019-07-17,2019,492802,85
543243,565199,2019-09-17,2019,571466,102
543243,565221,2019-05-27,2019,592200,102
543243,565222,2019-03-31,2019,571466,72
543243,565228,2019-04-11,2019,592200,60
543243,565231,2019-04-23,2019,571466,88
543243,565234,2019-05-03,2019,571466,82
543243,565239,2019-05-15,2019,571466,88
543243,565249,2019-06-02,2019,571466,88
543243,565252,2019-06-16,2019,571466,90
543243,565256,2019-06-28,2019,592200,98
543243,565261,2019-07-03,2019,592200,111
543243,565272,2019-07-29,2019,571466,89
543243,565279,2019-08-10,2019,571466,104
543243,565281,2019-08-15,2019,571466,97
543243,565286,2019-08-20,2019,571466,105
543243,565291,2019-09-05,2019,592200,89
543243,565298,2019-09-24,2019,571466,74
543243,565458,2019-07-12,2019,592200,103
543243,565811,2019-04-17,2019,592200,91
