pitcher,year,n_bip,gb_pct,barrel_pct,hard_hit_pct,xwobacon
435043,2017,54,0.5185185185185185,0.05555555555555555,0.35185185185185186,0.3429622641509434
435221,2017,282,0.4397163120567376,0.014184397163120567,0.2198581560283688,0.32708695652173914
435400,2017,116,0.45689655172413796,0.07758620689655173,0.2672413793103448,0.3534035087719298
444468,2017,147,0.48299319727891155,0.09523809523809523,0.32653061224489793,0.3962551724137931
444520,2017,120,0.425,0.06666666666666667,0.38333333333333336,0.41489830508474573
444857,2017,338,0.4556213017751479,0.07988165680473373,0.2781065088757396,0.40045398773006136
445060,2017,582,0.41408934707903783,0.08419243986254296,0.4020618556701031,0.4231411149825784
445197,2017,135,0.34074074074074073,0.05925925925925926,0.28888888888888886,0.3393481481481481
445213,2017,230,0.5521739130434783,0.043478260869565216,0.2826086956521739,0.31932017543859653
445276,2017,139,0.38848920863309355,0.04316546762589928,0.2302158273381295,0.332
445926,2017,420,0.4166666666666667,0.0880952380952381,0.4095238095238095,0.4177403846153846
446099,2017,69,0.5072463768115942,0.043478260869565216,0.3188405797101449,0.3684117647058823
446372,2017,471,0.4585987261146497,0.05307855626326964,0.2908704883227176,0.35229525862068967
446399,2017,195,0.4666666666666667,0.03076923076923077,0.2923076923076923,0.33636363636363636
446899,2017,163,0.6503067484662577,0.006134969325153374,0.3619631901840491,0.31328125
447714,2017,59,0.5084745762711864,0.06779661016949153,0.3728813559322034,0.3941636363636363
448179,2017,328,0.3932926829268293,0.0701219512195122,0.2896341463414634,0.3485709779179811
448281,2017,125,0.312,0.048,0.192,0.291024
448306,2017,357,0.39775910364145656,0.08683473389355742,0.3753501400560224,0.40655524079320116
448609,2017,109,0.5045871559633027,0.09174311926605505,0.3302752293577982,0.3570566037735849
448614,2017,230,0.4826086956521739,0.05652173913043478,0.27391304347826084,0.3534330357142857
448802,2017,479,0.5553235908141962,0.054279749478079335,0.3695198329853862,0.36602315789473683
448855,2017,200,0.36,0.1,0.355,0.4041313131313131
450172,2017,260,0.48846153846153845,0.05384615384615385,0.3192307692307692,0.38220647773279354
450203,2017,390,0.5256410256410257,0.046153846153846156,0.30256410256410254,0.35347668393782383
450212,2017,160,0.3625,0.0375,0.2625,0.2967564102564103
450306,2017,559,0.407871198568873,0.055456171735241505,0.32737030411449014,0.36230741410488243
450308,2017,152,0.4407894736842105,0.11842105263157894,0.3157894736842105,0.4113918918918919
450729,2017,268,0.5298507462686567,0.048507462686567165,0.3582089552238806,0.3526969696969697
451584,2017,132,0.4166666666666667,0.06818181818181818,0.2803030303030303,0.3744108527131783
451596,2017,422,0.45023696682464454,0.07109004739336493,0.35071090047393366,0.38820000000000005
451661,2017,147,0.29931972789115646,0.06802721088435375,0.3945578231292517,0.35101360544217686
452027,2017,128,0.34375,0.0546875,0.296875,0.370578125
452657,2017,519,0.47784200385356457,0.05394990366088632,0.29672447013487474,0.36463313609467457
452666,2017,83,0.4939759036144578,0.10843373493975904,0.3373493975903614,0.43969879518072286
452718,2017,39,0.48717948717948717,0.05128205128205128,0.3333333333333333,0.36518421052631583
453172,2017,166,0.6265060240963856,0.06626506024096386,0.3674698795180723,0.3520853658536585
453178,2017,458,0.3624454148471616,0.1091703056768559,0.35807860262008734,0.41550884955752215
453192,2017,123,0.42276422764227645,0.032520325203252036,0.21138211382113822,0.32361016949152543
453214,2017,94,0.425531914893617,0.11702127659574468,0.44680851063829785,0.4377446808510639
453265,2017,213,0.5070422535211268,0.028169014084507043,0.22535211267605634,0.3098048780487805
453281,2017,211,0.47393364928909953,0.061611374407582936,0.3175355450236967,0.39581249999999996
453284,2017,151,0.4768211920529801,0.06622516556291391,0.33774834437086093,0.36430666666666667
453286,2017,446,0.3834080717488789,0.05605381165919283,0.2937219730941704,0.32674770642201834
453329,2017,32,0.3125,0.03125,0.15625,0.36984374999999997
453343,2017,94,0.5425531914893617,0.031914893617021274,0.2978723404255319,0.35419354838709677
453344,2017,110,0.45454545454545453,0.02727272727272727,0.34545454545454546,0.3112385321100917
453385,2017,640,0.6046875,0.04375,0.334375,0.3661387559808612
453562,2017,479,0.4551148225469729,0.05636743215031315,0.33611691022964507,0.3573326315789474
455009,2017,51,0.47058823529411764,0.058823529411764705,0.3137254901960784,0.41082978723404256
455374,2017,35,0.17142857142857143,0.14285714285714285,0.37142857142857144,0.5344571428571429
456034,2017,213,0.40375586854460094,0.06572769953051644,0.3192488262910798,0.3585377358490566
456068,2017,523,0.37476099426386233,0.06692160611854685,0.3575525812619503,0.36608123791102515
456167,2017,243,0.29218106995884774,0.09053497942386832,0.3168724279835391,0.3608796680497925
456379,2017,49,0.5714285714285714,0.0,0.22448979591836735,0.26224489795918365
456501,2017,451,0.4124168514412417,0.07317073170731707,0.3348115299334812,0.4177528604118993
456696,2017,152,0.4407894736842105,0.046052631578947366,0.375,0.3438940397350993
456701,2017,303,0.45544554455445546,0.0462046204620462,0.37623762376237624,0.3938255033557047
456713,2017,159,0.389937106918239,0.06289308176100629,0.27044025157232704,0.360062893081761
457429,2017,53,0.5094339622641509,0.03773584905660377,0.2641509433962264,0.36726923076923074
457768,2017,68,0.5147058823529411,0.058823529411764705,0.3382352941176471,0.38396923076923073
457915,2017,69,0.5217391304347826,0.057971014492753624,0.42028985507246375,0.3342941176470588
457918,2017,438,0.4771689497716895,0.04337899543378995,0.3127853881278539,0.3449861111111111
458006,2017,149,0.5167785234899329,0.03355704697986577,0.21476510067114093,0.29106293706293707
458676,2017,38,0.42105263157894735,0.02631578947368421,0.39473684210526316,0.32142105263157894
458677,2017,132,0.3787878787878788,0.045454545454545456,0.2727272727272727,0.32729007633587787
458681,2017,535,0.4542056074766355,0.05794392523364486,0.27850467289719627,0.34693103448275864
458690,2017,60,0.6333333333333333,0.06666666666666667,0.3333333333333333,0.37083333333333335
458708,2017,458,0.4148471615720524,0.06986899563318777,0.3624454148471616,0.422640625
459429,2017,154,0.4025974025974026,0.05194805194805195,0.34415584415584416,0.33617763157894737
460059,2017,395,0.5037974683544304,0.0759493670886076,0.3721518987341772,0.368234096692112
460283,2017,120,0.425,0.03333333333333333,0.18333333333333332,0.30272268907563027
461325,2017,159,0.34591194968553457,0.05660377358490566,0.33962264150943394,0.35223376623376623
461829,2017,553,0.47739602169981915,0.048824593128390596,0.27848101265822783,0.33738703703703704
461833,2017,192,0.3020833333333333,0.09895833333333333,0.3697916666666667,0.414434554973822
461872,2017,188,0.44148936170212766,0.0425531914893617,0.2978723404255319,0.3113440860215054
462136,2017,556,0.3129496402877698,0.07014388489208633,0.3039568345323741,0.35066847826086955
462382,2017,169,0.4911242603550296,0.05325443786982249,0.3136094674556213,0.37795209580838324
462515,2017,67,0.3582089552238806,0.13432835820895522,0.373134328358209,0.45016417910447765
465657,2017,147,0.5850340136054422,0.04081632653061224,0.272108843537415,0.3338013698630137
467008,2017,156,0.6089743589743589,0.03205128205128205,0.2692307692307692,0.3012384105960265
467100,2017,611,0.4762684124386252,0.06546644844517185,0.3567921440261866,0.3925669565217391
468504,2017,526,0.5038022813688213,0.057034220532319393,0.28517110266159695,0.33685852713178294
471822,2017,93,0.3548387096774194,0.06451612903225806,0.34408602150537637,0.3470574712643678
471911,2017,516,0.4689922480620155,0.07364341085271318,0.3430232558139535,0.3824911937377691
472551,2017,130,0.46153846153846156,0.046153846153846156,0.25384615384615383,0.32050769230769227
472610,2017,209,0.5741626794258373,0.03827751196172249,0.33014354066985646,0.3165
473879,2017,193,0.6528497409326425,0.04145077720207254,0.30569948186528495,0.324455497382199
474463,2017,192,0.5052083333333334,0.052083333333333336,0.4427083333333333,0.41495263157894735
474699,2017,247,0.4898785425101215,0.048582995951417005,0.3643724696356275,0.389065306122449
475115,2017,158,0.4810126582278481,0.0759493670886076,0.2974683544303797,0.3807515923566879
475243,2017,324,0.37962962962962965,0.07716049382716049,0.37037037037037035,0.39142628205128205
475479,2017,149,0.47651006711409394,0.053691275167785234,0.31543624161073824,0.38099310344827586
476451,2017,544,0.3639705882352941,0.06433823529411764,0.34375,0.37928273244781785
476454,2017,106,0.49056603773584906,0.04716981132075472,0.24528301886792453,0.2779904761904762
476589,2017,153,0.43790849673202614,0.032679738562091505,0.24836601307189543,0.3306291390728477
477132,2017,446,0.48654708520179374,0.06278026905829596,0.26681614349775784,0.35793632075471693
477569,2017,185,0.4918918918918919,0.07567567567567568,0.32972972972972975,0.38742937853107345
488748,2017,173,0.3236994219653179,0.03468208092485549,0.30057803468208094,0.2833081395348837
488768,2017,545,0.48807339449541287,0.03853211009174312,0.3229357798165138,0.332767955801105
488846,2017,176,0.4943181818181818,0.045454545454545456,0.2840909090909091,0.32347976878612716
488984,2017,149,0.46308724832214765,0.03355704697986577,0.2550335570469799,0.2941780821917808
489119,2017,489,0.5132924335378323,0.06339468302658487,0.35991820040899797,0.39741821946169775
489265,2017,145,0.3793103448275862,0.06896551724137931,0.2689655172413793,0.3596808510638298
489334,2017,225,0.52,0.05333333333333334,0.29777777777777775,0.35608796296296297
489446,2017,122,0.29508196721311475,0.11475409836065574,0.36885245901639346,0.40183471074380167
490063,2017,379,0.42480211081794195,0.047493403693931395,0.31926121372031663,0.3568882833787466
491624,2017,107,0.4392523364485981,0.08411214953271028,0.4392523364485981,0.45557943925233646
491646,2017,70,0.5285714285714286,0.1,0.4142857142857143,0.45434328358208953
491703,2017,135,0.362962962962963,0.07407407407407407,0.34814814814814815,0.38640151515151516
493157,2017,116,0.25862068965517243,0.07758620689655173,0.33620689655172414,0.42439130434782607
493200,2017,192,0.3020833333333333,0.07291666666666667,0.2864583333333333,0.3621542553191489
493247,2017,167,0.6227544910179641,0.03592814371257485,0.24550898203592814,0.29646706586826344
493603,2017,137,0.40145985401459855,0.06569343065693431,0.32116788321167883,0.36221167883211675
500610,2017,71,0.36619718309859156,0.1267605633802817,0.29577464788732394,0.3704
500724,2017,460,0.5195652173913043,0.06521739130434782,0.3456521739130435,0.3776379690949227
500765,2017,34,0.4117647058823529,0.08823529411764706,0.47058823529411764,0.49835294117647055
500779,2017,512,0.4609375,0.05859375,0.35546875,0.3840671936758893
500872,2017,155,0.36774193548387096,0.04516129032258064,0.3096774193548387,0.3401363636363636
501381,2017,295,0.5220338983050847,0.061016949152542375,0.33559322033898303,0.38003767123287674
501563,2017,102,0.3431372549019608,0.0784313725490196,0.4215686274509804,0.42349019607843136
501593,2017,119,0.5546218487394958,0.05042016806722689,0.24369747899159663,0.36681196581196585
501625,2017,146,0.3904109589041096,0.06164383561643835,0.3356164383561644,0.3876549295774648
501697,2017,184,0.5217391304347826,0.043478260869565216,0.3695652173913043,0.36520111731843574
501789,2017,118,0.4915254237288136,0.059322033898305086,0.3050847457627119,0.3355603448275862
501817,2017,171,0.42105263157894735,0.03508771929824561,0.34502923976608185,0.35924117647058823
501822,2017,173,0.34104046242774566,0.046242774566473986,0.3468208092485549,0.3569583333333333
501925,2017,132,0.5,0.05303030303030303,0.3181818181818182,0.35027480916030534
501957,2017,326,0.39263803680981596,0.08588957055214724,0.4294478527607362,0.4321882716049383
501985,2017,196,0.4336734693877551,0.025510204081632654,0.30612244897959184,0.29297395833333334
501992,2017,122,0.48360655737704916,0.10655737704918032,0.3770491803278688,0.4185416666666667
502004,2017,188,0.5053191489361702,0.031914893617021274,0.2872340425531915,0.341
502009,2017,51,0.45098039215686275,0.0784313725490196,0.4117647058823529,0.4045686274509804
502026,2017,208,0.5961538461538461,0.052884615384615384,0.25961538461538464,0.3455771144278607
502028,2017,214,0.5327102803738317,0.04205607476635514,0.32242990654205606,0.36136966824644545
502032,2017,163,0.44785276073619634,0.049079754601226995,0.3374233128834356,0.3671234567901235
502042,2017,538,0.4312267657992565,0.05947955390334572,0.3996282527881041,0.3856905660377358
502043,2017,506,0.5158102766798419,0.0691699604743083,0.3814229249011858,0.3948167330677291
502046,2017,111,0.45045045045045046,0.07207207207207207,0.3333333333333333,0.39774774774774774
502051,2017,42,0.38095238095238093,0.09523809523809523,0.42857142857142855,0.43485365853658536
502083,2017,161,0.37267080745341613,0.07453416149068323,0.42857142857142855,0.39549367088607595
502085,2017,140,0.4928571428571429,0.04285714285714286,0.3357142857142857,0.3353260869565217
502154,2017,114,0.7543859649122807,0.017543859649122806,0.39473684210526316,0.3064336283185841
502171,2017,564,0.4929078014184397,0.06028368794326241,0.35106382978723405,0.36579964221824685
502179,2017,76,0.40789473684210525,0.13157894736842105,0.3026315789473684,0.44237837837837835
502188,2017,604,0.4304635761589404,0.06291390728476821,0.3394039735099338,0.3788848080133556
502190,2017,606,0.5462046204620462,0.05115511551155116,0.3564356435643564,0.362263698630137
502202,2017,69,0.463768115942029,0.07246376811594203,0.3188405797101449,0.340955223880597
502211,2017,127,0.5118110236220472,0.08661417322834646,0.4015748031496063,0.39537795275590554
502212,2017,238,0.40756302521008403,0.08823529411764706,0.3445378151260504,0.3887142857142857
502239,2017,246,0.5691056910569106,0.06504065040650407,0.2886178861788618,0.36132921810699586
502272,2017,46,0.45652173913043476,0.08695652173913043,0.43478260869565216,0.5073111111111112
502327,2017,224,0.32142857142857145,0.11607142857142858,0.38839285714285715,0.42401357466063344
502381,2017,173,0.4913294797687861,0.08670520231213873,0.36416184971098264,0.39454117647058823
502593,2017,89,0.48314606741573035,0.056179775280898875,0.3707865168539326,0.39270786516853934
502624,2017,388,0.41237113402061853,0.04381443298969072,0.26804123711340205,0.31934564643799473
502706,2017,438,0.3858447488584475,0.0821917808219178,0.3972602739726027,0.41660550458715595
502748,2017,325,0.4369230769230769,0.052307692307692305,0.28307692307692306,0.3219688473520249
503285,2017,137,0.48175182481751827,0.072992700729927,0.3284671532846715,0.35210948905109485
503449,2017,184,0.46195652173913043,0.08695652173913043,0.31521739130434784,0.3941208791208791
504379,2017,196,0.4642857142857143,0.04591836734693878,0.33163265306122447,0.3392947368421052
506433,2017,493,0.4259634888438134,0.06288032454361055,0.3144016227180527,0.36978028747433267
506693,2017,50,0.46,0.1,0.32,0.44274
516714,2017,50,0.44,0.04,0.32,0.3220204081632653
516969,2017,182,0.46703296703296704,0.08241758241758242,0.38461538461538464,0.37503932584269667
517008,2017,197,0.5025380710659898,0.04568527918781726,0.3553299492385787,0.30997395833333335
517414,2017,185,0.4810810810810811,0.07027027027027027,0.3567567567567568,0.3739494382022472
517593,2017,247,0.39271255060728744,0.07692307692307693,0.3157894736842105,0.4267172131147541
518397,2017,196,0.7295918367346939,0.030612244897959183,0.3469387755102041,0.31746907216494846
518445,2017,202,0.46534653465346537,0.08415841584158416,0.41089108910891087,0.42725247524752474
518452,2017,158,0.5,0.04430379746835443,0.27848101265822783,0.3416209150326797
518516,2017,326,0.4171779141104294,0.07975460122699386,0.34049079754601225,0.3781509433962264
518553,2017,116,0.5689655172413793,0.034482758620689655,0.20689655172413793,0.3117478260869565
518567,2017,63,0.36507936507936506,0.14285714285714285,0.25396825396825395,0.4707719298245614
518633,2017,434,0.41013824884792627,0.055299539170506916,0.31105990783410137,0.3622188235294118
518693,2017,165,0.5818181818181818,0.01818181818181818,0.2787878787878788,0.3086951219512195
518715,2017,179,0.49162011173184356,0.0223463687150838,0.3463687150837989,0.3003446327683616
518716,2017,152,0.4407894736842105,0.07894736842105263,0.32894736842105265,0.37594594594594594
518748,2017,145,0.41379310344827586,0.07586206896551724,0.35172413793103446,0.43233333333333335
518774,2017,311,0.4565916398713826,0.06752411575562701,0.3440514469453376,0.39687959866220734
518790,2017,30,0.3333333333333333,0.1,0.36666666666666664,0.4844333333333333
518813,2017,138,0.4057971014492754,0.043478260869565216,0.3695652173913043,0.33411678832116787
518875,2017,84,0.2619047619047619,0.15476190476190477,0.39285714285714285,0.46804938271604934
518886,2017,110,0.37272727272727274,0.11818181818181818,0.45454545454545453,0.43244954128440366
518927,2017,45,0.4666666666666667,0.022222222222222223,0.4444444444444444,0.3741555555555556
519008,2017,193,0.689119170984456,0.02072538860103627,0.32124352331606215,0.3123492063492063
519043,2017,568,0.3855633802816901,0.0897887323943662,0.40316901408450706,0.4145089605734767
519076,2017,472,0.510593220338983,0.04025423728813559,0.3156779661016949,0.356392703862661
519096,2017,195,0.6461538461538462,0.03076923076923077,0.358974358974359,0.36147916666666663
519141,2017,493,0.45233265720081134,0.06693711967545639,0.35294117647058826,0.3750604166666667
519144,2017,650,0.4,0.08,0.3569230769230769,0.4014558139534884
519151,2017,169,0.514792899408284,0.0650887573964497,0.3727810650887574,0.36893413173652695
519166,2017,87,0.3103448275862069,0.08045977011494253,0.27586206896551724,0.34764367816091957
519240,2017,90,0.6888888888888889,0.03333333333333333,0.35555555555555557,0.2892777777777778
519242,2017,492,0.3983739837398374,0.06097560975609756,0.30691056910569103,0.3653696098562628
519263,2017,95,0.5368421052631579,0.05263157894736842,0.37894736842105264,0.3461086956521739
519294,2017,164,0.45121951219512196,0.06707317073170732,0.3048780487804878,0.39294409937888203
519301,2017,71,0.4788732394366197,0.07042253521126761,0.29577464788732394,0.3363661971830986
519322,2017,165,0.4909090909090909,0.03636363636363636,0.296969696969697,0.3428658536585366
519326,2017,179,0.3854748603351955,0.0782122905027933,0.29608938547486036,0.36649717514124297
519344,2017,59,0.3728813559322034,0.13559322033898305,0.4406779661016949,0.5289298245614035
519443,2017,113,0.4424778761061947,0.07964601769911504,0.4247787610619469,0.3662252252252252
519455,2017,559,0.3470483005366726,0.07692307692307693,0.3559928443649374,0.3998381818181818
520980,2017,185,0.35135135135135137,0.06486486486486487,0.2972972972972973,0.35423243243243246
521230,2017,172,0.4127906976744186,0.06976744186046512,0.38372093023255816,0.37975000000000003
523260,2017,158,0.5126582278481012,0.04430379746835443,0.3670886075949367,0.33824683544303796
527048,2017,627,0.4784688995215311,0.05422647527910686,0.3253588516746411,0.38533387096774196
527054,2017,582,0.40893470790378006,0.06357388316151202,0.30584192439862545,0.3607711267605634
527055,2017,148,0.38513513513513514,0.060810810810810814,0.32432432432432434,0.3567945205479452
532077,2017,154,0.4675324675324675,0.032467532467532464,0.33116883116883117,0.32955629139072845
533167,2017,224,0.39732142857142855,0.09375,0.34375,0.3925022421524664
534812,2017,85,0.47058823529411764,0.058823529411764705,0.3058823529411765,0.35004761904761905
534910,2017,230,0.47391304347826085,0.04782608695652174,0.34782608695652173,0.36370353982300885
534947,2017,366,0.36065573770491804,0.07923497267759563,0.3251366120218579,0.3822430167597765
541640,2017,397,0.44080604534005036,0.07556675062972293,0.36272040302267,0.3854194373401535
541652,2017,43,0.3953488372093023,0.023255813953488372,0.3488372093023256,0.4308333333333333
542432,2017,168,0.4583333333333333,0.07142857142857142,0.32142857142857145,0.3553939393939394
542881,2017,253,0.45454545454545453,0.07509881422924901,0.30039525691699603,0.37404081632653063
542882,2017,266,0.4548872180451128,0.06766917293233082,0.38345864661654133,0.39434980988593155
542888,2017,77,0.4025974025974026,0.06493506493506493,0.3246753246753247,0.37353246753246755
542914,2017,30,0.4666666666666667,0.0,0.4,0.42451724137931035
542924,2017,46,0.41304347826086957,0.08695652173913043,0.3695652173913043,0.40744444444444444
542947,2017,222,0.6936936936936937,0.02702702702702703,0.35585585585585583,0.2944351851851852
542953,2017,113,0.4690265486725664,0.07964601769911504,0.336283185840708,0.3925765765765766
542960,2017,179,0.4245810055865922,0.07262569832402235,0.33519553072625696,0.3606271186440678
543022,2017,430,0.5930232558139535,0.05581395348837209,0.32325581395348835,0.3538770685579196
543037,2017,594,0.4663299663299663,0.07575757575757576,0.34175084175084175,0.3863155172413793
543045,2017,341,0.41935483870967744,0.08211143695014662,0.3724340175953079,0.3866878787878788
543054,2017,78,0.5128205128205128,0.02564102564102564,0.34615384615384615,0.31096103896103894
543056,2017,154,0.5714285714285714,0.05194805194805195,0.34415584415584416,0.35040522875816993
543118,2017,164,0.5060975609756098,0.054878048780487805,0.3475609756097561,0.40696875
543144,2017,138,0.4420289855072464,0.028985507246376812,0.2463768115942029,0.28607462686567164
543208,2017,235,0.502127659574468,0.08085106382978724,0.3829787234042553,0.39715584415584415
543243,2017,465,0.5397849462365591,0.06236559139784946,0.3870967741935484,0.3637456521739131
543272,2017,180,0.46111111111111114,0.05,0.26666666666666666,0.3307709497206704
543278,2017,115,0.3391304347826087,0.08695652173913043,0.45217391304347826,0.44210434782608693
543294,2017,405,0.5209876543209877,0.044444444444444446,0.291358024691358,0.3569822335025381
543331,2017,116,0.3448275862068966,0.05172413793103448,0.3448275862068966,0.40386206896551724
543339,2017,167,0.4431137724550898,0.04790419161676647,0.2754491017964072,0.36382098765432097
543359,2017,183,0.6174863387978142,0.0546448087431694,0.3114754098360656,0.34378333333333333
543408,2017,230,0.4217391304347826,0.06521739130434782,0.36086956521739133,0.3939375
543475,2017,243,0.5020576131687243,0.06584362139917696,0.37037037037037035,0.3974142259414226
543506,2017,188,0.39893617021276595,0.0797872340425532,0.31382978723404253,0.4052513368983957
543508,2017,37,0.40540540540540543,0.10810810810810811,0.4864864864864865,0.5083243243243243
543521,2017,183,0.32786885245901637,0.0546448087431694,0.3442622950819672,0.3741263736263736
543542,2017,171,0.4678362573099415,0.05847953216374269,0.2982456140350877,0.35580473372781063
543548,2017,169,0.35502958579881655,0.09467455621301775,0.3609467455621302,0.4381144578313253
543557,2017,377,0.5888594164456233,0.03183023872679045,0.2838196286472148,0.31828726287262876
543606,2017,413,0.324455205811138,0.08232445520581114,0.3559322033898305,0.37184029484029485
543652,2017,71,0.5352112676056338,0.056338028169014086,0.352112676056338,0.3746865671641791
543699,2017,540,0.4888888888888889,0.053703703703703705,0.3314814814814815,0.36568667917448405
543734,2017,247,0.5951417004048583,0.04048582995951417,0.2793522267206478,0.3271410788381742
543746,2017,74,0.5405405405405406,0.08108108108108109,0.40540540540540543,0.38035135135135134
543766,2017,217,0.5714285714285714,0.02304147465437788,0.2857142857142857,0.30285981308411214
543779,2017,106,0.39622641509433965,0.03773584905660377,0.3018867924528302,0.38063207547169814
543859,2017,60,0.36666666666666664,0.1,0.35,0.4014576271186441
543867,2017,66,0.4393939393939394,0.10606060606060606,0.5303030303030303,0.4934769230769231
543883,2017,199,0.34673366834170855,0.04522613065326633,0.2663316582914573,0.34179274611398963
543935,2017,200,0.425,0.08,0.385,0.3738426395939087
543964,2017,112,0.5,0.026785714285714284,0.29464285714285715,0.31776576576576576
544150,2017,89,0.47191011235955055,0.0449438202247191,0.33707865168539325,0.36489772727272723
544727,2017,70,0.6142857142857143,0.014285714285714285,0.2857142857142857,0.326
544836,2017,154,0.3961038961038961,0.07792207792207792,0.33766233766233766,0.3868
544928,2017,125,0.432,0.056,0.248,0.3646774193548387
544931,2017,442,0.47737556561085975,0.06108597285067873,0.31221719457013575,0.33820235294117645
545332,2017,80,0.375,0.1375,0.375,0.43393750000000003
545333,2017,488,0.4672131147540984,0.0778688524590164,0.39344262295081966,0.3986797520661157
545348,2017,51,0.27450980392156865,0.0392156862745098,0.29411764705882354,0.2977843137254902
545363,2017,131,0.4351145038167939,0.08396946564885496,0.45038167938931295,0.42875384615384615
547179,2017,243,0.5679012345679012,0.04526748971193416,0.2962962962962963,0.340765690376569
547749,2017,176,0.3806818181818182,0.03977272727272727,0.3409090909090909,0.3400344827586207
547874,2017,98,0.40816326530612246,0.10204081632653061,0.40816326530612246,0.39777083333333335
547888,2017,509,0.5009823182711198,0.08644400785854617,0.3614931237721022,0.40027976190476194
547943,2017,376,0.4734042553191489,0.06914893617021277,0.31382978723404253,0.3859371584699454
547973,2017,117,0.47863247863247865,0.05128205128205128,0.23931623931623933,0.3115641025641026
548337,2017,33,0.3939393939393939,0.09090909090909091,0.24242424242424243,0.4471333333333333
548357,2017,179,0.39664804469273746,0.08379888268156424,0.36312849162011174,0.43359770114942525
548389,2017,211,0.5071090047393365,0.052132701421800945,0.2843601895734597,0.3474009661835749
552640,2017,46,0.5,0.06521739130434782,0.3695652173913043,0.30867441860465117
553878,2017,188,0.5319148936170213,0.03723404255319149,0.26595744680851063,0.3070273224043716
554374,2017,57,0.43859649122807015,0.07017543859649122,0.3333333333333333,0.3718245614035088
554430,2017,262,0.48091603053435117,0.08396946564885496,0.35877862595419846,0.3849073359073359
570240,2017,98,0.3469387755102041,0.10204081632653061,0.32653061224489793,0.3959489795918367
570257,2017,97,0.5979381443298969,0.05154639175257732,0.31958762886597936,0.3178297872340426
570632,2017,533,0.4427767354596623,0.08630393996247655,0.3076923076923077,0.3693198458574181
570663,2017,153,0.35294117647058826,0.08496732026143791,0.33986928104575165,0.399
570666,2017,110,0.45454545454545453,0.09090909090909091,0.34545454545454546,0.4083454545454545
570702,2017,40,0.3,0.075,0.35,0.31572500000000003
570810,2017,120,0.48333333333333334,0.06666666666666667,0.325,0.3765086206896551
571473,2017,41,0.34146341463414637,0.12195121951219512,0.36585365853658536,0.35692682926829267
571476,2017,214,0.4158878504672897,0.07476635514018691,0.3598130841121495,0.3990141509433962
