name,mlb_id
TJ Hopkins,686759.0
Anthony Mulrine,688226.0
Skye Bolt,621450.0
Jose Izarra,692222.0
Blake Burke,695501.0
Justin Johnson,813386.0
Jesús  Báez,800305.0
Jesse Franklin V,675966.0
Andrés Alvarez,687019.0
Josh Bissonette,673983.0
Hayden Cantrelle,676463.0
Omar Hernandez,683427.0
Kyle Lewis,641786.0
Bennett Hostetler,702315.0
Austin Shenton,668853.0
Josh VanMeter,642165.0
Jaison Chourio,702693.0
Trevor Austin,809338.0
Alfonsin Rosario,806210.0
Franmil Reyes,614177.0
Gabriel Rodriguez,682621.0
Eddinson Paulino,682796.0
Eddys Leonard,678760.0
Daniel Robertson,621002.0
Shawn Ross,676566.0
Armani Smith,669702.0
Geonchang Seo,673541.0
Jacob Burke,804240.0
Yasiel Puig,624577.0
Jake Thompson,700081.0
Tanner Kirwer,647255.0
Kendall Simmons,669227.0
Errol Robinson,642021.0
Adam Hackenberg,680753.0
Nick Mitchell,814455.0
Gilbert Lara,658677.0
Yasmil Bucce,698935.0
Edward Duran,698927.0
Bret Boswell,641385.0
Scott Bandura,814154.0
Jesus Valdez,678232.0
Jameson Hannah,680683.0
Patrick Clohisy,802117.0
Robert Brooks,806394.0
Brady Lindsly,686251.0
Aaron Parker,801590.0
Chad Pinder,640461.0
Jae-Gyun Hwang,666561.0
Hiroyuki Nakajima,493141.0
Josue De Paula,800543.0
Johanfran Garcia,703190.0
Kobe Kato,701158.0
Todd Lott,668698.0
Reivaj Garcia,678706.0
Max Wagner,694484.0
Leandro Cedeño,660681.0
Lazaro Armenteros,670860.0
Johnny Ascanio,691392.0
Felix Reyes,694025.0
Shervyen Newton,665989.0
Chris Gittens,656467.0
Travis Honeyman,802469.0
Adrian Placencia,691269.0
Kevin Bruggeman,815755.0
Dustin Dickerson,815039.0
Josh Zamora,695031.0
Richie Martin Jr.,621006.0
Max McDowell,664120.0
Taylor Young,805891.0
Deniel Ortiz,811765.0
Laz Rivera,650528.0
Ah-seop Son,628361.0
Elio Prado,682799.0
Carter Kieboom,666198.0
Dalton Guthrie,656495.0
Brandon Belt,474832.0
Tyler Neslony,664104.0
Mike Moustakas,519058.0
Chris Owings,572008.0
Nick Ward,682187.0
Zach Daniels,671113.0
Miguel Hernandez,665912.0
Jansel Luis,800306.0
Johnny Olmstead,675394.0
Max Ferguson,681132.0
L.J. Jones,695292.0
Kwang-Min Kwon,666247.0
Braedon Karpathios,701682.0
Josh Morgan,656766.0
Jonah Cox,813841.0
Cody Thomas,642137.0
Daniel Cabrera,668667.0
Greg Allen,656185.0
José Devers,672701.0
Xavier Isaac,800060.0
Cam Gallagher,595956.0
William Lugo,683493.0
Devin Ortiz,668776.0
Dilan Rosario,687125.0
Delvin Pérez,666206.0
Imanol Vargas,677673.0
Jeral Perez,800419.0
Walker Janek,801075.0
Jason Heyward,518792.0
Creed Willems,695735.0
Maxwell Romero Jr.,686912.0
Patrick Dorrian,657562.0
Jose Mena,670548.0
Brandon McIlwain,666140.0
Yolbert Sanchez,691503.0
C.J. Stubbs,667690.0
Sam Ruta,695586.0
Yonny Hernández,660634.0
Jesús Made,815908.0
Andy Blake,701544.0
Roby Enriquez,690702.0
Tim Locastro,641796.0
Davis Bradshaw,676991.0
Shin-Soo Choo,425783.0
Blake Mitchell,805810.0
Brandon Crawford,543063.0
Jackson Castillo,814431.0
Mac Horvath,690991.0
Danny Serretti,681400.0
Tim Lopes,621005.0
Kean Wong,642221.0
Jake Marisnick,545350.0
Drew Swift,669439.0
Aaron Hicks,543305.0
Jaylin Davis,664041.0
Dayson Croes,806401.0
Alfredo Velásquez,800414.0
Peyton Graham,689931.0
Jace Bohrofen,690957.0
Chris Newell,683006.0
Lolo Sanchez,665975.0
Taylor Jones,622100.0
Luis Baez,800232.0
Felix Stevens,685474.0
Nerwilian Cedeño,683481.0
Matthew Ellis,700815.0
Mike Boeve,801670.0
Geovanny Planchart,685712.0
Dasan Brown,672018.0
José Sánchez,672566.0
Carlos Rojas,692334.0
C.J. Cron,543068.0
Ariel Armas,813666.0
Marvin Alcantara,800421.0
Jeisson Rosario,671271.0
Thomas Sosa,800449.0
Tony Wolters,547172.0
Caleb Bonemer,815352.0
Lucas Dunn,690903.0
Nick Cimillo,701177.0
Erick Brito,684081.0
Caden Connor,804645.0
Eddie Micheletti Jr.,804446.0
Jackson Glenn,690107.0
Jeferson Morales,672373.0
Damon Keith,701618.0
Davis Diaz,696286.0
Luis Peña,821270.0
Ehire Adrianza,501303.0
Marco Vargas,804614.0
Viandel Pena,678854.0
Chase Davis,690971.0
Hunter Stovall,667663.0
Garret Forrester,807720.0
Caleb Lomavita,701616.0
Jeffry Parra,670399.0
Dyan Jorge,694170.0
Agustin Ruiz,672361.0
Michael Gigliotti,669377.0
Josh Harrison,543281.0
Corey Rosier,681468.0
Jarryd Dale,673062.0
Miguel Rodríguez,808277.0
Frankie Tostado,676762.0
Sean McLain,683169.0
Lucius Fox,665650.0
Matt Whatley,675662.0
Daniel Montano,665914.0
Arjun Nimmala,805796.0
D'Andre Smith,694266.0
Delino DeShields,592261.0
Jeremy Eierman,663369.0
Justice Thompson,681142.0
Diego Infante,672653.0
Sheng-Ping Chen,691283.0
José Osuna,591741.0
Kristian Robinson,677565.0
Alerick Soularie,669442.0
Brayan Buelvas,683454.0
Bubba Alleyne,804588.0
Leandro Pineda,683610.0
Ben Malgeri,701162.0
Ty Duvall,669649.0
Cristian Hernández,694183.0
Travis Swaggerty,680552.0
Jack Hurley,694815.0
E.J. Exposito,802991.0
Maxwell Costes,696272.0
Josh Hood,681377.0
Emil Morales,815896.0
Norichika Aoki,493114.0
Xavier Fernández,641569.0
P.J. Hilson,680713.0
Hector Osorio,800540.0
Evan White,657108.0
Logan Cerny,681488.0
Diosbel Arias,677690.0
Jantzen Witte,642220.0
Ben Norman,680421.0
Jace Peterson,607054.0
Aaron Bracho,677570.0
Jonathan Davis,641505.0
Ethan Workinger,689688.0
Justin Yurchak,657144.0
Dixon Machado,553988.0
Andruw Musett,808104.0
Yohendrick Pinango,682818.0
Jake Gelof,695372.0
Wade Stauss,702328.0
Jay Harry,803385.0
Izaac Pacheco,691789.0
Druw Jones,702258.0
Marty Costes,664753.0
Jean Walters,695078.0
Noah Campbell,668929.0
Sabin Ceballos,694754.0
Fernando Peguero,800387.0
Brody Moore,690914.0
Javier Rivas,691922.0
Colby Shade,694974.0
Fabian Pertuz,678285.0
Connor Hoover,676803.0
Jonny Butler,695358.0
Robbie Tenerowicz,642134.0
Ryan Galanie,814436.0
Gosuke Katoh,641741.0
Noah Myers,671956.0
Seaver King,814409.0
Ben Hartl,803015.0
Carter Trice,807714.0
Dustin Peterson,640460.0
Cade Doughty,683103.0
Adam Brett Walker,608724.0
Juan Guerrero,682648.0
Yongkyu Lee,493665.0
Frainyer Chavez,669413.0
Drew Maggi,543482.0
Rixon Wingrove,678534.0
Douglas Hodo III,683233.0
José Alvarez,672905.0
Brian Miller,675649.0
Alberto Rodriguez,679754.0
Elijah Hainline,809944.0
Dylan Dreiling,702662.0
Taylor Snyder,643549.0
Brady Allen,680918.0
Ethan O'Donnell,807751.0
Omar Meregildo,660530.0
Mario Camilletti,680519.0
Preston Tucker,605512.0
Keiner Delgado,700731.0
Ronny Hernandez,805082.0
Carter Williams,688832.0
Austin Murr,689456.0
Engelth Urena,800246.0
Drew Campbell,686601.0
Josh Sale,592714.0
Orlando Martinez,678636.0
Mario Gomez,694034.0
Jared Sundstrom,814791.0
Jose Gomez,650506.0
Hector Nieves,695758.0
Moisés Gómez,664332.0
Kodey Shojinaga,809975.0
Ashton Creal,689328.0
LJ Talley,663544.0
Ryan Johnson,802459.0
Justin Toerner,682109.0
Landon Stephens,686677.0
Romeo Sanabria,703804.0
Ezequiel Pagan,681868.0
Cutter Coffey,702690.0
David Villar,681584.0
Gerardo Rodriguez,808269.0
Kenny Castillo,700341.0
Peter Burns,686196.0
Casey Yamauchi,671748.0
Connor Burns,694829.0
Gabe Matthews,687346.0
Keith Jones II,695069.0
Chris Seise,669451.0
Yasel Antuna,671276.0
Alex Mooney,695612.0
Jake Means,689374.0
Ryan Lasko,805782.0
Byeong-woo Jeon,692724.0
Dante Nori,807276.0
Shogo Akiyama,673451.0
Colin Moran,592567.0
Will Taylor,696142.0
Jorge Puerta,692333.0
Glenn Santiago,687426.0
Juan Benjamin,691405.0
Shawn Goosenberg,700361.0
Adam Haseley,656514.0
Jae-Hoon Ha,573350.0
Ji Man Choi,596847.0
Jacob Teter,679628.0
Miguel Bleis,694194.0
Blake Wright,694543.0
Aroon Escobar,800169.0
Daiverson Gutierrez,806987.0
Adrian Santana,803745.0
Andy Atwood,664762.0
Kevin Kilpatrick Jr.,687201.0
Orlando Calixte,593525.0
Yoyner Fajardo,679938.0
Spencer Bramwell,695426.0
Cameron Leary,802474.0
Jonny Farmelo,806071.0
Donta' Williams,676024.0
Dylan Campbell,694749.0
Colin Tuft,702239.0
Alex McKenna,665173.0
Jake Anchia,680971.0
Brendan Durfee,826545.0
Michael Reed,642002.0
Matt Beaty,607461.0
D'Shawn Knowles,677610.0
Joshua Mears,687084.0
Aidan Smith,806223.0
Narciso Crook,643271.0
Taylor Kohlwey,670128.0
Slade Caldwell,815154.0
Felnin Celesten,806958.0
Andrew Kachel,803288.0
Albert Fabian,683546.0
David McCabe,678173.0
Oliver Dunn,686554.0
Chris Rotondo,700658.0
Shane Sasaki,687071.0
Carlos Jimenez,692039.0
Kehden Hettiger,800607.0
Jalen Vasquez,694884.0
Roberto Campos,691449.0
Ryan Higgins,696287.0
AJ Pollock,572041.0
Luis Castro,620449.0
Brett Squires,689531.0
Jesus Galiz,694188.0
Brett Johnson,805842.0
Carlos Jorge,699115.0
Anderdson Rojas,699232.0
Shayne Fontana,687833.0
Johnny Tincher,814816.0
Dillon Lewis,827665.0
Émilien Pitre,692150.0
Grant Koch,667428.0
Nolan Sailors,823073.0
Jake Gatewood,656449.0
Nelson Medina,678729.0
J.D. Orr,680785.0
Kyle Nevin,693819.0
Wil Myers,571976.0
Kane Kepley,823807.0
Elliot Soto,519303.0
Ryan Nicholson,690804.0
Kasen Wells,703673.0
Jack Larsen,677223.0
Michael Snyder,688617.0
Loidel Chapelli,703070.0
Landon Wallace,695068.0
Manuel Pena,694211.0
Tyresse Turner,687930.0
Isiah Gilliam,656462.0
Trayce Thompson,572204.0
Sergio Alcántara,642727.0
Edward Florentino,821273.0
Felix Valerio,680589.0
Logan Wagner,702488.0
Connor Scott,669002.0
Miguel Sanó,593934.0
César Hernández,514917.0
Enrique Jimenez,806992.0
John Gil,808535.0
Hun Gon Kim,598275.0
Kai Murphy,687625.0
Zach Zubia,687036.0
Kevin Pillar,607680.0
Jake Holton,687724.0
Will Simpson,687310.0
Darlin Moquete,680642.0
Nick Goodwin,800959.0
Kellen Strahm,687005.0
Juan Flores,808129.0
Alex Dickerson,543105.0
Parker Chavers,685091.0
Branden Fryman,670210.0
Quinn McDaniel,814194.0
Welbyn Francisca,806988.0
James Parker,681466.0
Ian Lewis Jr.,691588.0
Roman Quinn,596451.0
Zyhir Hope,814307.0
Kyle DeBarge,814414.0
Johnathon Thomas,684976.0
Rolando Espinosa,678849.0
Caden Rose,694896.0
Sandy León,506702.0
Jose Sibrian,665715.0
Ray-Patrick Didder,642720.0
Dong-Yub Kim,596876.0
Matthew Dyer,686546.0
Niko Decolati,680719.0
Cristian Santana,655996.0
Bob Seymour,676044.0
Justin Farmer,668993.0
Tyler Osik,677068.0
Ryan Leitch,683318.0
Clint Frazier,640449.0
Matt Hogan,681375.0
Karson Simas,689302.0
Jose Torres,686958.0
Ronaldo Flores,683612.0
Jake Noll,669738.0
Matt Higgins,696487.0
Coby Morales,815089.0
Jefferson Valladares,686338.0
Yoshi Tsutsugo,660294.0
Sammy Stafura,806230.0
Archer Brookman,666386.0
Daniel Vazquez,694187.0
Juan Corniel,691284.0
Joe Redfield,812470.0
Jose Cordoba,692390.0
Darin Ruf,573131.0
Zac Fascia,659359.0
Junior Franco,691285.0
Nelly Taylor,807511.0
Kyle Lodise,827517.0
Jommer Hernandez,678912.0
Jordy Barley,672357.0
Juan Matheus,801276.0
Ben DeLuzio,641512.0
Nicholas Northcut,678021.0
Ian Petrutz,814413.0
DJ Gladney,687554.0
Anthony Scull,703430.0
Grant Witherspoon,680710.0
Victor Ortega,703861.0
Esteban Mejia,800354.0
Maikel Franco,596748.0
Carlos Rodriguez,692025.0
Dylan Shockley,686758.0
Edgleen Perez,814297.0
PK Morris,676678.0
Alex De Jesus,682942.0
Ruben Ibarra,702140.0
Alexander Vargas,683061.0
Brad Miller,543543.0
Andy Perez,700321.0
Micah Pries,687588.0
Samuel Zavala,694214.0
Pascanel Ferreras,814299.0
Christian Cairo,686551.0
Steven Duggar,621453.0
Corey Dickerson,572816.0
Jesus Ordonez,691116.0
Zach Arnold,689984.0
Kevin Bazzell,695494.0
Alex McGarry,685127.0
Vincent Perozo,691710.0
Jhonny Level,815929.0
Narbe Cruz,700358.0
Dameury Pena,808365.0
Capri Ortiz,800194.0
Leonel Espinoza,696083.0
Jake Lamb,571875.0
Jordan Nwogu,685087.0
Carter Young,677356.0
Canyon Brown,701401.0
Drew Mount,681898.0
Mikey Perez,668882.0
Javier Valdes,688002.0
Boston Baro,805951.0
José Abreu,547989.0
Zack Short,670097.0
Walking Cabrera,676004.0
Angel Diaz,801225.0
Enmanuel Tejeda,800285.0
Jamari Baylor,687072.0
Rio Foster,815306.0
Jack Penney,802599.0
Dayan Frias,682679.0
Livan Soto,670869.0
Alex De Goti,621008.0
Nic Kent,684715.0
Cade Fergus,681495.0
Joe Suozzi,679545.0
Herard Gonzalez,678648.0
Gregory Polanco,570256.0
Jeffrey Wehler,694292.0
Bryan Broecker,802541.0
Pat Valaika,642162.0
Marcus Smith,687526.0
Jose Sanabria,692027.0
Jorge Burgos,684222.0
Maui Ahuna,694757.0
Daniel Pena,805015.0
Gionti Turner,682090.0
Sam Petersen,695763.0
Canaan Smith-Njigba,675986.0
Alejandro Nunez,805168.0
Josh Springer,807256.0
Robbie Glendinning,674671.0
Kevyn Castillo,800203.0
Josh Stowers,663618.0
Jackson Strong,825924.0
Jacob Campbell,680775.0
Tai Peete,806191.0
Nick Podkul,674951.0
Hudson Haskin,681370.0
Hunter Fitz-Gerald,686638.0
Jordan Dissin,805301.0
Ryan Stafford,701696.0
Luis Caicuto,691276.0
Tyler Naquin,571980.0
Ben McCabe,701100.0
Brandon Winokur,806263.0
Jordan Brewer,685084.0
Brandon Dixon,641525.0
Hak-Ju Lee,573349.0
Josh Caron,701805.0
Ty Southisene,807257.0
Garret Guillemette,695048.0
Jimmy Herron,676939.0
Woody Hadeen,802219.0
Luis Ravelo,699144.0
Justin Gonzales,821100.0
Jose Cordova,682276.0
Zach Reks,676646.0
Michael Sandle,688403.0
Carlos Amaya,692650.0
Kenni Gomez,703198.0
Bryce Arnold,683301.0
Yeremy Cabrera,800393.0
Colin Barber,683145.0
Danny De Andrade,694185.0
McCarthy Tatum,657029.0
Beau Brewer,806314.0
Jordan Thompson,691948.0
Mason Martin,676733.0
Angel Ortiz,691292.0
Victor Duarte,683609.0
Jack Reinheimer,595373.0
Aaron Schunk,668845.0
Hunter Dozier,641531.0
Dylan Neuse,681540.0
Nick Meyer,680722.0
Sergio Tapia,685337.0
Gleider Figuereo,699213.0
Jake Snider,686744.0
Brock Jones,677342.0
CJ Rodriguez,675430.0
Zander Darby,801592.0
Zach Evans,828473.0
Drew Ehrhard,679602.0
Anthony Sherwin,815448.0
Wilfredo Lara,702906.0
Ty Hanchey,800643.0
Jose Colmenares,683569.0
Drew Compton,686541.0
Alexander Albertus,800316.0
Luis Pineda,682867.0
Steele Walker,667727.0
Joo-Hyung Kim,692729.0
Aeverson Arteaga,692348.0
Hayden Gilliland,828600.0
Drew Lugbauer,656666.0
Ryan Cesarini,825761.0
Miguel Villarroel,692446.0
Peyton Williams,805268.0
Esteban González,691416.0
Jose Acosta,678584.0
Carlos Gutierrez,806872.0
Tre Richardson III,693832.0
Derek Berg,815074.0
Jalen Battles,689216.0
Monte Harrison,656509.0
Andrew Miller,685460.0
Channy Ortiz,671495.0
Will Turner,814444.0
Neftali Soto,519304.0
Blayberg Diaz,691600.0
Justin Lavey,669671.0
Hudson Head,687431.0
Dakota Harris,703766.0
Brandon Parker,688556.0
Harry Owen,702214.0
Cole Fontenelle,694304.0
Marek Houston,701339.0
GJ Hill,677338.0
Tristen Lutz,669157.0
Yirer Garcia,808237.0
Jack Rogers,679788.0
Caleb Ricketts,681080.0
Bryson Ware,694310.0
Trevor Boone,685392.0
Brett Phillips,621433.0
Juan Sulbaran,808368.0
Cristopher Navarro,665888.0
Isaiah Drake,806061.0
Kyle Dernedde,686952.0
Estiven Machado,692497.0
Jose Colmenares,683511.0
Óscar Mercado,640458.0
Dylan Rock,676423.0
Colin Davis,695342.0
Carlos Virahonda,808024.0
Ryan Spikes,691797.0
Brady Whalen,669714.0
Fernando Gonzalez,692232.0
Kenedy Corona,685744.0
Carlos Sanchez,800176.0
Lizandro Espinoza,692371.0
Lizandro Rodriguez,691497.0
Kevin Padlo,656821.0
Andy Garriola,696513.0
Callan Moss,801978.0
Ricardo Hurtado,691452.0
Sammy Infante,692221.0
Kleyver Salazar,808307.0
Drake Logan,805763.0
Juan Baez,800345.0
Davis Wendzel,673995.0
Jacob Gonzalez,669363.0
Aaron Shackelford,687823.0
Jeremy Rivas,692405.0
Alirio Ferrebus,808232.0
Franyerber Montilla,800508.0
J.T. Arruda,686793.0
Tony Bullard,669233.0
Jose Devers,691410.0
Yolmer Sánchez,570560.0
Caleb Cali,687730.0
Kai Roberts,805956.0
Jesus Hernandez,698929.0
Manuel Beltre,694202.0
Dillon Tatum,702208.0
Beycker Barroso,692852.0
Nate Rombach,683176.0
Nick Decker,678006.0
Josh Adamczewski,815304.0
Cole Gabrielson,702068.0
Stephen Piscotty,572039.0
Derlin Figueroa,700283.0
Shane Matheny,676847.0
Dervy Ventura,805319.0
Ethan Frey,703676.0
Leandro Arias,703202.0
Jeremy De La Rosa,682707.0
Ali Camarillo,701548.0
Jose Cerice,822177.0
Will Robertson,683770.0
Eddie Park,695023.0
Juan Chacon,691370.0
Ivan Melendez,699471.0
Geraldi Diaz,673145.0
Logan Tanner,683091.0
Brenny Escanio,691601.0
Chase Jaworsky,814172.0
Aiva Arquette,804109.0
Johan Macias,691571.0
Starlyn Caba,806965.0
Eric Hosmer,543333.0
Hudson White,695742.0
Will Bush,813844.0
Alex Isola,684576.0
Peyton Burdick,680814.0
Pablo Nunez,807647.0
Anthony Quirion,688815.0
Asbel Gonzalez,808706.0
Richard Ramirez,800197.0
Alberto Rios,814362.0
Jose Ramos,692374.0
Bryce Rainer,800614.0
Theo Gillen,815394.0
Angel Galarraga,687679.0
Collin Price,805672.0
Ghordy Santos,672775.0
Preston Palmeiro,641945.0
Alec Makarewicz,701062.0
Skyler Messinger,676038.0
Rosman Verdugo,698916.0
Branden Boissiere,680998.0
Brett Callahan,814430.0
Benny Montgomery,695603.0
Nick Biddison,680994.0
Bryan Rincon,804858.0
Anyelo Encarnación,699031.0
Hayden Alvarez,820986.0
Michael Curialle,683152.0
Miguel Pabon,682196.0
Adrian De Leon,700369.0
Jacob Pearson,669245.0
Josmir Reyes,821145.0
Seth Gray,680799.0
Owen Ayers,689196.0
Francisco Hernandez,677731.0
Austin Callahan,702472.0
Quincy Nieporte,676811.0
Matt Gorski,685301.0
Omar De Los Santos,684519.0
Cameron Sisneros,815133.0
Jeffrey Mercedes,800253.0
Mason Auer,687020.0
Chris Suero,801523.0
Mike Brosseau,670712.0
John Taylor,822966.0
ByungHo Park,666560.0
Grae Kessinger,666197.0
Osiris Johnson,677341.0
Jackson Hornung,814408.0
Ambioris Tavarez,694222.0
Jesús Aguilar,542583.0
Christopher Familia,683532.0
Harold Coll,694563.0
Stephen Paolini,688500.0
Yassel Soler,807957.0
Tucker Toman,702283.0
Trey Paige,813852.0
Jaden Rudd,701437.0
Mike Jarvis,690448.0
Addison Kopack,688551.0
Tommy Hawke,803142.0
Yophery Rodriguez,806983.0
Joshwan Wright,678428.0
Jared Thomas,683228.0
Yolfran Castillo,815931.0
Jesus Lopez,805052.0
Christian Olivo,700840.0
Ernesto Martinez Jr.,667803.0
Enderso Lira,694229.0
Carlos Rodríguez,677578.0
Jack Alexander,803009.0
Donovan Casey,661541.0
Gilberto Jimenez,678362.0
Jacob Gonzalez,694378.0
Jordan Sprinkle,688394.0
Luis Marquez,805058.0
Jadiel Sanchez,689909.0
Bon Ki Shin,598289.0
Aaron Whitefield,664334.0
Alexander Suarez,683665.0
Riley Mahan,657669.0
Dionmy Salon,682934.0
Jorge Ona,671250.0
Miguel Cabrera,408234.0
Nick Schwartz,813859.0
Anthony Garcia,678803.0
Zane Zielinski,823185.0
Korey Holland,680690.0
Samuel Gil,800510.0
Ryan McBroom,643436.0
Yoelqui Céspedes,673461.0
Greg Deichmann,656364.0
Matthew Clayton,677329.0
Nicolas Deschamps,683324.0
Marlon Quintero,821238.0
Enderson Delgado,800503.0
Carter Aldrete,666177.0
Ryan Wrobleski,696141.0
Mark Contreras,676628.0
Aidan Longwell,815067.0
Yoiber Ocopio,808060.0
Devin Fitz-Gerald,803849.0
Caleb Bartolero,680960.0
Carter Graham,807728.0
Caden Kendle,814522.0
AJ Lewis,674630.0
Austin Deming,801471.0
Jason Vosler,613564.0
Juan Gonzalez,694943.0
Duke Ellis,668752.0
Yordany De Los Santos,703154.0
Jairo Diaz,801260.0
Sam Mongelli,815044.0
Werner Blakely,690956.0
Jose Hernandez,684872.0
Roldy Brito,821041.0
Justin Janas,805332.0
Alexis Hernandez,692562.0
David Mershon,702574.0
Tyler Hardman,676205.0
Charlie Szykowny,805126.0
Reylin Perez,800139.0
Weston Eberly,814440.0
Jacob Friend,701820.0
Jacob Hurtubise,674441.0
Kyler Castillo,689763.0
Dakota Jordan,702607.0
Sean Keys,815873.0
Eduardo Guerrero,800370.0
Elis Cuevas,800433.0
Luis Sanchez,800506.0
Abrahan Ramirez,800254.0
Yiddi Cappe,691268.0
Pedro Pineda,694191.0
Sam Shaw,802511.0
Eli Serrano III,702501.0
Brock Tibbitts,801903.0
Luis Encarnacion,691476.0
Nick Clarno,805339.0
Caeden Trenkle,689959.0
Carlos Sanchez,801522.0
Maximus Martin,703611.0
Sam Kulasingam,814528.0
Will Frizzell,676155.0
Richard Paz,678866.0
Matt Halbach,801561.0
Austin St. Laurent,694318.0
Roynier Hernandez,800281.0
Hector Salas,827504.0
Diego Omana,699111.0
Jared Dupere,684855.0
Jaron Elkins,814696.0
Gio Cueto,695530.0
Cody Morissette,681357.0
Brandon Lewis,686781.0
Jaylen Palmer,681941.0
Jorge Caballero,672850.0
Caleb Ketchup,810053.0
Bryce Ball,668787.0
Jose Perez,699077.0
Colin Simpson,685388.0
Luis Mieses,672635.0
Peyton Stovall,696510.0
Tanner Murphy,669282.0
Adam Engel,641553.0
Jake Vogel,691949.0
Andrés Nolaya,800438.0
Victor Mesa,673516.0
Garrett Pennington,693243.0
Brenden Dixon,686981.0
Ed Howard,690992.0
Evan Edwards,657212.0
Casey Cook,695517.0
Jefrey De Los Santos,691645.0
Christian Martin,802353.0
Bradley Zimmer,605548.0
Manuel Mejias,699052.0
Raylin Heredia,699712.0
Dylan Fien,814504.0
Isaiah Greene,693309.0
Adam Hall,647228.0
Edwin Amparo,800348.0
Wilder Dalis,815195.0
Ricky Cabrera,703150.0
Jayce Easley,681068.0
Dereck Salom,678828.0
Ynmanol Mariñez,677577.0
Javier Mogollon,808684.0
Misael Urbina,682618.0
Willy Montero,701206.0
Nick Tanielu,657027.0
Austin Charles,800051.0
Tanner Allen,669327.0
Narciso Polanco,800440.0
Lisbel Diaz,815464.0
T.J. Schofield-Sam,672013.0
Anthony Stephan,803174.0
Will Wilson,669717.0
Eric Rataczak,827388.0
Wilber Sanchez,684712.0
Eduardo Lopez,682637.0
Cody Milligan,687862.0
Wyatt Sanford,815608.0
Caleb Farmer,805957.0
Marshall Toole,828319.0
Tyler Wilson,694834.0
Jean Arnaez,692484.0
Kamren James,687553.0
Nick Dalesandro,663807.0
Won-Bin Cho,800231.0
Justin Boyd,687628.0
Lamar Sparks,676473.0
Dillon Head,702977.0
Jeremy Rodriguez,807007.0
JD Dix,807267.0
Cody Miller,811764.0
Victor Figueroa,809372.0
Tim Borden II,680874.0
Jonathan Guzmán,666695.0
Jose Marcano,821607.0
Christian Molfetta,681538.0
Logan Braunschweig,824742.0
Alberto Barriga,800569.0
Carlos Colmenarez,694181.0
Cristian Arguelles,821692.0
Kaden Hollow,687701.0
Luis Rodriguez,677628.0
Mike Salvatore,663682.0
Edgardo Ordonez,699166.0
Justin Bench,699478.0
Angel Del Rosario,692489.0
Victor Acosta,694193.0
Matt Coutney,671925.0
Christian Pregent,687315.0
Max Holy,802959.0
Duncan Pastore,804603.0
Nico Perez,703639.0
Mateo Gil,680771.0
Joendry Vargas,806959.0
Tyler Miller,682011.0
Frank Hernandez,693746.0
John Spikerman,701811.0
Jared McKenzie,686982.0
Jonathan Linares,800200.0
Juneiker Caceres,821181.0
Juan Castillo,691435.0
Cade McGee,801629.0
Danyer Cueva,694227.0
Alfredo Duno,806957.0
Chase Harlan,815792.0
Chandler Pollard,702550.0
Jacob Lojewski,827622.0
Ricardo Pena,800547.0
Carlos Santiago,678807.0
Victor Torres,687436.0
Wilman Diaz,694180.0
Jackie Bradley Jr.,598265.0
Braylon Payne,815520.0
Mac McCroskey,815151.0
Angel Mateo,800377.0
Colby Jones,803475.0
Eric Hartman,807080.0
Jackson Loftin,699816.0
Theo Hardy,815152.0
Jesus Fernandez,807967.0
Cal Stark,808744.0
Tyler Reichenborn,682218.0
Colton Vincent,694294.0
Grant Magill,686944.0
Emmanuel Cedeno,829703.0
Kade Kretzschmar,811210.0
Adam Retzbach,806273.0
J.R. Freethy,701540.0
Evan Skoug,656967.0
Luis Guevara,808287.0
Raudi Rodriguez,804558.0
Yunior Garcia,678832.0
Mason White,702517.0
Julio Carreras,679734.0
Vaun Brown,673901.0
Cobb Hightower,826932.0
Chris Lanzilli,687811.0
Connor Kaiser,663731.0
Andrew Salas,829035.0
Cristhian Vaquero,703143.0
Drew Brutcher,695046.0
Bennett Lee,700939.0
Brady Day,800953.0
Matt Duffy,622110.0
Jean Ramirez,683031.0
Christian Arroyo,624414.0
Yohairo Cuevas,699293.0
Jean Joseph,800463.0
Kevin Sim,691726.0
Jeremiah Boyd,681317.0
Pierce Bennett,803139.0
Robby Martin Jr.,680910.0
Logun Clark,800621.0
Chris Brito,701594.0
Dariel Ramon,814748.0
Elio Campos,699069.0
Devin Saltiban,813880.0
Luis Arana,829854.0
Luis Suisbel,692044.0
Alfredo Alcantara,807643.0
Angel Acosta,808665.0
Matt Fraizer,670208.0
Luis Lameda,808288.0
Diego Hernandez,678746.0
Colin Burgess,689878.0
Diego Mosquera,699305.0
Eduardo Beltre,815924.0
Jose Astudillo,698973.0
Kevin Villavicencio,692944.0
Marco Dinges,701392.0
Nolan Beltran,800179.0
Michael A. Taylor,572191.0
Jacob Wetzel,689047.0
Nick Lucky,681879.0
Damian Bravo,809720.0
Jairo Pomares,682646.0
Kervin Pichardo,682775.0
Sahid Valenzuela,684541.0
Walker Martin,806152.0
Franklin Primera,829398.0
Arxy Hernandez,694065.0
Derik Alcantara,814131.0
Trevor Cohen,701906.0
David Peralta,444482.0
Elijah Nunez,694399.0
Rodolfo Nolasco,683616.0
Gavin Cross,688457.0
Avery Owusu-Asiedu,801938.0
Andy Lugo,702889.0
Onix Vega,681974.0
Leosdany Molina,702416.0
Patrick Winkel,680868.0
