batter,year,split_day,ros_opp_sp_xwoba_weighted,n_ros_games
519346,2018,30,0.3195568643206116,135
519455,2018,30,0.3226485982517413,137
520471,2018,30,0.3182571137701846,134
521692,2018,30,0.32030827259997013,136
523253,2018,30,0.3244228482115884,140
527038,2018,30,0.31525191996480567,137
527043,2018,30,0.3223368733669844,135
527054,2018,30,0.31420700245009964,136
534606,2018,30,0.3244228482115884,140
541645,2018,30,0.3205714904051972,137
541650,2018,30,0.3195568643206116,135
542208,2018,30,0.31961187352151316,134
542255,2018,30,0.31420700245009964,136
542303,2018,30,0.322666891553653,136
542340,2018,30,0.3195568643206116,135
542583,2018,30,0.3195568643206116,135
542881,2018,30,0.31732381789646485,135
542908,2018,30,0.3195568643206116,135
542921,2018,30,0.3162734515580732,135
543022,2018,30,0.3203058165651462,139
543063,2018,30,0.31740545337324805,135
543068,2018,30,0.3202316221176719,137
543228,2018,30,0.3263861251519391,137
543257,2018,30,0.3244228482115884,140
543281,2018,30,0.3214369554843669,134
543294,2018,30,0.3203058165651462,139
543305,2018,30,0.317866176665411,136
543308,2018,30,0.3226485982517413,137
543333,2018,30,0.3182571137701846,134
543359,2018,30,0.3195568643206116,135
543376,2018,30,0.3162734515580732,135
543401,2018,30,0.3263861251519391,137
543475,2018,30,0.3182571137701846,134
543484,2018,30,0.3226485982517413,137
543510,2018,30,0.3226485982517413,137
543543,2018,30,0.3202316221176719,137
543557,2018,30,0.3203058165651462,139
543606,2018,30,0.3244228482115884,140
543685,2018,30,0.31415334688287183,135
543699,2018,30,0.31415334688287183,135
543734,2018,30,0.31732381789646485,135
543760,2018,30,0.31972946560795085,135
543768,2018,30,0.3195568643206116,135
543776,2018,30,0.3109774699162747,135
543807,2018,30,0.32449104519581545,134
543829,2018,30,0.32077375275710596,136
543877,2018,30,0.31965491447613964,136
543939,2018,30,0.322666891553653,136
544369,2018,30,0.317866176665411,136
544725,2018,30,0.3205714904051972,137
544931,2018,30,0.31415334688287183,135
545337,2018,30,0.3223368733669844,135
545341,2018,30,0.3139267197261675,136
545350,2018,30,0.32449104519581545,134
545358,2018,30,0.32449104519581545,134
545361,2018,30,0.3223368733669844,135
546318,2018,30,0.314984226733686,136
546991,2018,30,0.3203058165651462,139
547170,2018,30,0.3205714904051972,137
547172,2018,30,0.31732381789646485,135
547180,2018,30,0.31415334688287183,135
547379,2018,30,0.3263861251519391,137
547943,2018,30,0.3209104283445452,137
547982,2018,30,0.3226485982517413,137
547989,2018,30,0.3205714904051972,137
553869,2018,30,0.3214369554843669,134
553882,2018,30,0.3205714904051972,137
553988,2018,30,0.3226485982517413,137
553993,2018,30,0.3195093444971251,135
554430,2018,30,0.31525191996480567,137
570256,2018,30,0.3214369554843669,134
570267,2018,30,0.3195568643206116,135
570481,2018,30,0.3263861251519391,137
570560,2018,30,0.3205714904051972,137
570632,2018,30,0.3109774699162747,135
570731,2018,30,0.3162734515580732,135
570799,2018,30,0.3182571137701846,134
571431,2018,30,0.31415334688287183,135
571437,2018,30,0.314984226733686,136
571448,2018,30,0.31732381789646485,135
571466,2018,30,0.3195093444971251,135
571506,2018,30,0.3109774699162747,135
571510,2018,30,0.3226485982517413,137
571578,2018,30,0.3182056961413318,136
571595,2018,30,0.31732381789646485,135
571602,2018,30,0.3205714904051972,137
571657,2018,30,0.3209104283445452,137
571670,2018,30,0.3195093444971251,135
571679,2018,30,0.32077375275710596,136
571697,2018,30,0.3195093444971251,135
571718,2018,30,0.32030827259997013,136
571740,2018,30,0.3195093444971251,135
571745,2018,30,0.32077375275710596,136
571771,2018,30,0.3209104283445452,137
571788,2018,30,0.31965491447613964,136
571800,2018,30,0.314984226733686,136
571863,2018,30,0.3182056961413318,136
571875,2018,30,0.3182056961413318,136
571912,2018,30,0.3139267197261675,136
571918,2018,30,0.3182056961413318,136
571927,2018,30,0.31525191996480567,137
571945,2018,30,0.322666891553653,136
571951,2018,30,0.3182571137701846,134
571970,2018,30,0.3209104283445452,137
571974,2018,30,0.3182056961413318,136
571976,2018,30,0.3182571137701846,134
571980,2018,30,0.3263861251519391,137
572008,2018,30,0.3182056961413318,136
572039,2018,30,0.31972946560795085,135
572041,2018,30,0.3182056961413318,136
572073,2018,30,0.3162734515580732,135
572122,2018,30,0.32077375275710596,136
572191,2018,30,0.31415334688287183,135
572204,2018,30,0.3205714904051972,137
572233,2018,30,0.3182056961413318,136
572287,2018,30,0.32077375275710596,136
572362,2018,30,0.3182571137701846,134
572365,2018,30,0.32030827259997013,136
572669,2018,30,0.31420700245009964,136
572761,2018,30,0.322666891553653,136
572816,2018,30,0.3214369554843669,134
572821,2018,30,0.3244228482115884,140
573135,2018,30,0.3195568643206116,135
575929,2018,30,0.3203058165651462,139
576397,2018,30,0.322666891553653,136
578428,2018,30,0.3226485982517413,137
581527,2018,30,0.3139267197261675,136
588751,2018,30,0.3202316221176719,137
591720,2018,30,0.317866176665411,136
591741,2018,30,0.3214369554843669,134
591971,2018,30,0.3162734515580732,135
592122,2018,30,0.3244228482115884,140
592178,2018,30,0.3203058165651462,139
592192,2018,30,0.31972946560795085,135
592206,2018,30,0.3226485982517413,137
592261,2018,30,0.31961187352151316,134
592273,2018,30,0.317866176665411,136
592314,2018,30,0.31420700245009964,136
592325,2018,30,0.32077375275710596,136
592348,2018,30,0.3226485982517413,137
592351,2018,30,0.31732381789646485,135
592387,2018,30,0.32077375275710596,136
592407,2018,30,0.3109774699162747,135
592444,2018,30,0.3226485982517413,137
592450,2018,30,0.317866176665411,136
592518,2018,30,0.3162734515580732,135
592567,2018,30,0.3214369554843669,134
592626,2018,30,0.3209104283445452,137
592662,2018,30,0.3182056961413318,136
592663,2018,30,0.3109774699162747,135
592669,2018,30,0.3182571137701846,134
592680,2018,30,0.3109774699162747,135
592685,2018,30,0.31961187352151316,134
592696,2018,30,0.3244228482115884,140
592743,2018,30,0.3223368733669844,135
592761,2018,30,0.3109774699162747,135
592789,2018,30,0.31525191996480567,137
592791,2018,30,0.3214369554843669,134
592826,2018,30,0.314984226733686,136
592866,2018,30,0.3214369554843669,134
592885,2018,30,0.3195568643206116,135
593160,2018,30,0.32030827259997013,136
593372,2018,30,0.322666891553653,136
593428,2018,30,0.31965491447613964,136
593700,2018,30,0.31740545337324805,135
593934,2018,30,0.3244228482115884,140
593974,2018,30,0.3195093444971251,135
594011,2018,30,0.32030827259997013,136
594577,2018,30,0.322666891553653,136
594694,2018,30,0.31415334688287183,135
594777,2018,30,0.3223368733669844,135
594798,2018,30,0.31525191996480567,137
594807,2018,30,0.3195093444971251,135
594809,2018,30,0.31415334688287183,135
594824,2018,30,0.322666891553653,136
594828,2018,30,0.32449104519581545,134
594953,2018,30,0.3205714904051972,137
594988,2018,30,0.3195093444971251,135
595222,2018,30,0.3226485982517413,137
595281,2018,30,0.3202316221176719,137
595284,2018,30,0.314984226733686,136
595453,2018,30,0.3109774699162747,135
595751,2018,30,0.314984226733686,136
595777,2018,30,0.31961187352151316,134
595879,2018,30,0.3203058165651462,139
595943,2018,30,0.31525191996480567,137
595956,2018,30,0.32030827259997013,136
595978,2018,30,0.3182571137701846,134
596019,2018,30,0.3263861251519391,137
596059,2018,30,0.31961187352151316,134
596103,2018,30,0.31740545337324805,135
596115,2018,30,0.31732381789646485,135
596119,2018,30,0.31965491447613964,136
596129,2018,30,0.32077375275710596,136
596133,2018,30,0.322666891553653,136
596142,2018,30,0.317866176665411,136
596144,2018,30,0.32030827259997013,136
596146,2018,30,0.3244228482115884,140
596748,2018,30,0.314984226733686,136
596847,2018,30,0.3202316221176719,137
598265,2018,30,0.31965491447613964,136
598271,2018,30,0.31965491447613964,136
600301,2018,30,0.3244228482115884,140
600303,2018,30,0.3203058165651462,139
600474,2018,30,0.31415334688287183,135
600524,2018,30,0.3162734515580732,135
600869,2018,30,0.3226485982517413,137
601713,2018,30,0.314984226733686,136
605113,2018,30,0.3182056961413318,136
605119,2018,30,0.3109774699162747,135
605131,2018,30,0.3209104283445452,137
605137,2018,30,0.3214369554843669,134
605141,2018,30,0.31965491447613964,136
605170,2018,30,0.3203058165651462,139
605200,2018,30,0.3195568643206116,135
605204,2018,30,0.32449104519581545,134
605232,2018,30,0.3195093444971251,135
605233,2018,30,0.32449104519581545,134
605242,2018,30,0.3226485982517413,137
605280,2018,30,0.3214369554843669,134
605347,2018,30,0.3195568643206116,135
605400,2018,30,0.314984226733686,136
605412,2018,30,0.31740545337324805,135
605480,2018,30,0.3202316221176719,137
605486,2018,30,0.3182571137701846,134
605498,2018,30,0.31740545337324805,135
605509,2018,30,0.31740545337324805,135
605512,2018,30,0.31420700245009964,136
605538,2018,30,0.31420700245009964,136
605540,2018,30,0.3195568643206116,135
605548,2018,30,0.3263861251519391,137
606115,2018,30,0.3195568643206116,135
606131,2018,30,0.3182571137701846,134
606192,2018,30,0.3139267197261675,136
606299,2018,30,0.3195093444971251,135
606424,2018,30,0.3109774699162747,135
606466,2018,30,0.3182056961413318,136
607043,2018,30,0.31525191996480567,137
607054,2018,30,0.3162734515580732,135
607192,2018,30,0.3214369554843669,134
607208,2018,30,0.31415334688287183,135
607219,2018,30,0.3195093444971251,135
607229,2018,30,0.31525191996480567,137
607231,2018,30,0.322666891553653,136
607237,2018,30,0.3195093444971251,135
607257,2018,30,0.3182571137701846,134
607387,2018,30,0.31961187352151316,134
607468,2018,30,0.3195093444971251,135
607536,2018,30,0.31732381789646485,135
607625,2018,30,0.31525191996480567,137
607680,2018,30,0.3139267197261675,136
607776,2018,30,0.31740545337324805,135
608070,2018,30,0.3263861251519391,137
608324,2018,30,0.32449104519581545,134
608331,2018,30,0.31420700245009964,136
608336,2018,30,0.31961187352151316,134
608365,2018,30,0.3203058165651462,139
608369,2018,30,0.3209104283445452,137
608379,2018,30,0.322666891553653,136
608384,2018,30,0.314984226733686,136
608385,2018,30,0.3195093444971251,135
608566,2018,30,0.31732381789646485,135
608577,2018,30,0.31961187352151316,134
608597,2018,30,0.31961187352151316,134
608654,2018,30,0.3202316221176719,137
608700,2018,30,0.31525191996480567,137
608701,2018,30,0.3202316221176719,137
608703,2018,30,0.31415334688287183,135
608717,2018,30,0.31740545337324805,135
608718,2018,30,0.3195568643206116,135
609280,2018,30,0.317866176665411,136
612672,2018,30,0.3109774699162747,135
614173,2018,30,0.3182571137701846,134
621002,2018,30,0.3202316221176719,137
621020,2018,30,0.31420700245009964,136
621035,2018,30,0.3209104283445452,137
621043,2018,30,0.32449104519581545,134
621111,2018,30,0.3209104283445452,137
621261,2018,30,0.31525191996480567,137
621311,2018,30,0.31732381789646485,135
621389,2018,30,0.31740545337324805,135
621433,2018,30,0.32030827259997013,136
621439,2018,30,0.3244228482115884,140
621446,2018,30,0.3109774699162747,135
621512,2018,30,0.31525191996480567,137
621559,2018,30,0.3214369554843669,134
621563,2018,30,0.3202316221176719,137
621566,2018,30,0.31972946560795085,135
622072,2018,30,0.3209104283445452,137
622097,2018,30,0.314984226733686,136
622110,2018,30,0.3202316221176719,137
622168,2018,30,0.322666891553653,136
622194,2018,30,0.31972946560795085,135
622441,2018,30,0.31415334688287183,135
622491,2018,30,0.3195093444971251,135
622534,2018,30,0.3182571137701846,134
622608,2018,30,0.31732381789646485,135
622666,2018,30,0.31420700245009964,136
622682,2018,30,0.3226485982517413,137
622713,2018,30,0.3162734515580732,135
623149,2018,30,0.31525191996480567,137
623352,2018,30,0.3195568643206116,135
623520,2018,30,0.3203058165651462,139
623993,2018,30,0.3162734515580732,135
624407,2018,30,0.31965491447613964,136
624424,2018,30,0.31525191996480567,137
624428,2018,30,0.3214369554843669,134
624577,2018,30,0.3209104283445452,137
624585,2018,30,0.32030827259997013,136
624636,2018,30,0.31961187352151316,134
628317,2018,30,0.3209104283445452,137
628333,2018,30,0.3109774699162747,135
628338,2018,30,0.32077375275710596,136
628452,2018,30,0.3195093444971251,135
640447,2018,30,0.3195093444971251,135
640455,2018,30,0.31972946560795085,135
640461,2018,30,0.31972946560795085,135
641313,2018,30,0.3205714904051972,137
641319,2018,30,0.3182571137701846,134
641355,2018,30,0.3209104283445452,137
641438,2018,30,0.31420700245009964,136
641487,2018,30,0.314984226733686,136
641553,2018,30,0.3205714904051972,137
641598,2018,30,0.3244228482115884,140
641771,2018,30,0.3214369554843669,134
641778,2018,30,0.3182571137701846,134
641816,2018,30,0.3195093444971251,135
641820,2018,30,0.3162734515580732,135
641856,2018,30,0.3139267197261675,136
641857,2018,30,0.31732381789646485,135
641924,2018,30,0.3195568643206116,135
641933,2018,30,0.322666891553653,136
642003,2018,30,0.3195093444971251,135
642082,2018,30,0.3162734515580732,135
642162,2018,30,0.31732381789646485,135
642180,2018,30,0.317866176665411,136
642571,2018,30,0.3109774699162747,135
642708,2018,30,0.31525191996480567,137
643217,2018,30,0.31965491447613964,136
643230,2018,30,0.3214369554843669,134
643265,2018,30,0.3109774699162747,135
643327,2018,30,0.3182056961413318,136
643396,2018,30,0.31961187352151316,134
643565,2018,30,0.31732381789646485,135
645277,2018,30,0.31420700245009964,136
646240,2018,30,0.31965491447613964,136
649557,2018,30,0.3139267197261675,136
650402,2018,30,0.317866176665411,136
656185,2018,30,0.3263861251519391,137
656305,2018,30,0.31972946560795085,135
656427,2018,30,0.322666891553653,136
656555,2018,30,0.314984226733686,136
656794,2018,30,0.31420700245009964,136
656941,2018,30,0.3203058165651462,139
657077,2018,30,0.3209104283445452,137
657557,2018,30,0.322666891553653,136
660162,2018,30,0.3205714904051972,137
660271,2018,30,0.3223368733669844,135
660670,2018,30,0.31420700245009964,136
664023,2018,30,0.3203058165651462,139
664056,2018,30,0.322666891553653,136
664057,2018,30,0.31415334688287183,135
664068,2018,30,0.314984226733686,136
664192,2018,30,0.3182571137701846,134
666971,2018,30,0.3139267197261675,136
670950,2018,30,0.3109774699162747,135
134181,2018,60,0.32032358822901846,106
400121,2018,60,0.321357687449126,109
400284,2018,60,0.3195637084889703,110
405395,2018,60,0.32409611939594,108
407822,2018,60,0.32105584172831253,109
408045,2018,60,0.3236300226566604,113
408234,2018,60,0.321357687449126,109
408236,2018,60,0.31437844546587473,111
408314,2018,60,0.31437844546587473,111
425772,2018,60,0.32105584172831253,109
425783,2018,60,0.32032358822901846,106
425784,2018,60,0.32409611939594,108
425794,2018,60,0.32176485182541154,111
425844,2018,60,0.32105584172831253,109
425877,2018,60,0.32176485182541154,111
429664,2018,60,0.3185924175922371,109
429665,2018,60,0.32860377660432005,110
430832,2018,60,0.31437844546587473,111
430945,2018,60,0.3156184638152471,108
431145,2018,60,0.31399229654534394,108
433587,2018,60,0.3185924175922371,109
434158,2018,60,0.31399229654534394,108
434378,2018,60,0.32640855428066934,107
434658,2018,60,0.32860377660432005,110
434671,2018,60,0.31475810993577646,109
434778,2018,60,0.31399229654534394,108
435064,2018,60,0.3236300226566604,113
435079,2018,60,0.32409611939594,108
435221,2018,60,0.31475810993577646,109
435263,2018,60,0.32640855428066934,107
435522,2018,60,0.3188727530936065,111
435559,2018,60,0.31475810993577646,109
435622,2018,60,0.3162094797954428,109
443558,2018,60,0.3185924175922371,109
444432,2018,60,0.3156184638152471,108
444482,2018,60,0.32105584172831253,109
444489,2018,60,0.32061090324093366,108
444876,2018,60,0.32051948305763883,108
445055,2018,60,0.32105584172831253,109
445988,2018,60,0.31155741229209677,108
446263,2018,60,0.32051948305763883,108
446308,2018,60,0.3126604786810273,109
446334,2018,60,0.31813660698817325,108
446359,2018,60,0.32409611939594,108
446372,2018,60,0.32860377660432005,110
446386,2018,60,0.32860377660432005,110
446481,2018,60,0.31946839315000114,108
446653,2018,60,0.31437844546587473,111
448179,2018,60,0.3195637084889703,110
448306,2018,60,0.3182966419979104,111
448602,2018,60,0.3126604786810273,109
448801,2018,60,0.3156184638152471,108
448855,2018,60,0.32061090324093366,108
449181,2018,60,0.32051948305763883,108
450203,2018,60,0.32640855428066934,107
450306,2018,60,0.31437844546587473,111
450314,2018,60,0.3198788506853864,113
451594,2018,60,0.32176485182541154,111
452095,2018,60,0.31475810993577646,109
452254,2018,60,0.31813660698817325,108
452655,2018,60,0.3185924175922371,109
452657,2018,60,0.3198788506853864,113
452678,2018,60,0.31437844546587473,111
453203,2018,60,0.3188727530936065,111
453286,2018,60,0.3126604786810273,109
453329,2018,60,0.32105584172831253,109
453385,2018,60,0.3202922496488387,107
453562,2018,60,0.314605564805085,111
453568,2018,60,0.3162094797954428,109
453923,2018,60,0.31813660698817325,108
453943,2018,60,0.31437844546587473,111
454560,2018,60,0.3202922496488387,107
455104,2018,60,0.3162094797954428,109
455117,2018,60,0.32409611939594,108
455139,2018,60,0.32032358822901846,106
455755,2018,60,0.31475810993577646,109
455759,2018,60,0.32409611939594,108
455976,2018,60,0.31475810993577646,109
456030,2018,60,0.31773768812235814,108
456078,2018,60,0.3182966419979104,111
456124,2018,60,0.32061090324093366,108
456488,2018,60,0.31773768812235814,108
456501,2018,60,0.31813660698817325,108
456665,2018,60,0.31773768812235814,108
456701,2018,60,0.32036281915403153,107
456715,2018,60,0.32061090324093366,108
457705,2018,60,0.31813660698817325,108
457706,2018,60,0.31437844546587473,111
457708,2018,60,0.32409611939594,108
457727,2018,60,0.31155741229209677,108
457759,2018,60,0.3195637084889703,110
457763,2018,60,0.31813660698817325,108
457803,2018,60,0.31437844546587473,111
458015,2018,60,0.32036281915403153,107
458675,2018,60,0.3156184638152471,108
458681,2018,60,0.3188727530936065,111
458731,2018,60,0.3188727530936065,111
459964,2018,60,0.3205878756107621,108
460026,2018,60,0.31813660698817325,108
460075,2018,60,0.32061090324093366,108
460077,2018,60,0.32051948305763883,108
460086,2018,60,0.32051948305763883,108
460269,2018,60,0.3198788506853864,113
460283,2018,60,0.31437844546587473,111
460576,2018,60,0.31892804587915125,110
461314,2018,60,0.3195637084889703,110
461829,2018,60,0.3126604786810273,109
461865,2018,60,0.3185924175922371,109
462101,2018,60,0.32032358822901846,106
463610,2018,60,0.3236300226566604,113
465041,2018,60,0.31946839315000114,108
465753,2018,60,0.314605564805085,111
466320,2018,60,0.32860377660432005,110
467008,2018,60,0.3198788506853864,113
467055,2018,60,0.31813660698817325,108
467092,2018,60,0.31892804587915125,110
467100,2018,60,0.31946839315000114,108
467793,2018,60,0.314605564805085,111
467827,2018,60,0.3162094797954428,109
468504,2018,60,0.32061090324093366,108
471865,2018,60,0.3162094797954428,109
472528,2018,60,0.32409611939594,108
474568,2018,60,0.31946839315000114,108
474832,2018,60,0.31813660698817325,108
475115,2018,60,0.3202922496488387,107
475174,2018,60,0.32860377660432005,110
475247,2018,60,0.31475810993577646,109
475253,2018,60,0.31399229654534394,108
475582,2018,60,0.3126604786810273,109
476451,2018,60,0.3126604786810273,109
476704,2018,60,0.3205878756107621,108
476883,2018,60,0.3156184638152471,108
477132,2018,60,0.3195637084889703,110
488671,2018,60,0.32105584172831253,109
488721,2018,60,0.31475810993577646,109
488726,2018,60,0.32860377660432005,110
488846,2018,60,0.3198788506853864,113
489119,2018,60,0.32061090324093366,108
489149,2018,60,0.3236300226566604,113
491676,2018,60,0.31813660698817325,108
491696,2018,60,0.31892804587915125,110
492802,2018,60,0.3236300226566604,113
493316,2018,60,0.31437844546587473,111
493329,2018,60,0.32640855428066934,107
493596,2018,60,0.3185924175922371,109
500208,2018,60,0.31399229654534394,108
500743,2018,60,0.31155741229209677,108
500779,2018,60,0.3198788506853864,113
500871,2018,60,0.3236300226566604,113
500874,2018,60,0.32176485182541154,111
501303,2018,60,0.3236300226566604,113
501659,2018,60,0.32051948305763883,108
501896,2018,60,0.31946839315000114,108
501981,2018,60,0.3205878756107621,108
502054,2018,60,0.32176485182541154,111
502082,2018,60,0.32860377660432005,110
502110,2018,60,0.31773768812235814,108
502143,2018,60,0.3156184638152471,108
502188,2018,60,0.31813660698817325,108
502210,2018,60,0.32640855428066934,107
502226,2018,60,0.3156184638152471,108
502327,2018,60,0.3182966419979104,111
502481,2018,60,0.32105584172831253,109
502624,2018,60,0.32061090324093366,108
502671,2018,60,0.32105584172831253,109
502706,2018,60,0.31813660698817325,108
503556,2018,60,0.32640855428066934,107
506702,2018,60,0.31773768812235814,108
506703,2018,60,0.3126604786810273,109
506747,2018,60,0.32176485182541154,111
514888,2018,60,0.32640855428066934,107
514917,2018,60,0.314605564805085,111
516416,2018,60,0.3185924175922371,109
516770,2018,60,0.31155741229209677,108
516782,2018,60,0.31946839315000114,108
517369,2018,60,0.3202922496488387,107
518397,2018,60,0.3195637084889703,110
518452,2018,60,0.3162094797954428,109
518466,2018,60,0.32409611939594,108
518553,2018,60,0.3198788506853864,113
518586,2018,60,0.31475810993577646,109
518614,2018,60,0.32105584172831253,109
518618,2018,60,0.31155741229209677,108
518626,2018,60,0.31399229654534394,108
