bref_id,season,name_bref,team_bref,ip_bref,g_bref,ir,is_count,is_pct
martich02,2023,Chris Martin,BOS,51.1,55,15,1,93.0
martiju01,2023,Justin Martinez,ARI,10.0,10,5,2,60.0
martini01,2023,Nick Martinez,SDP,110.1,63,19,8,58.0
martise01,2023,Seth Martinez,HOU,43.0,35,17,0,100.0
mastrmi01,2023,Miles Mastrobuoni,CHC,0.1,1,1,1,0.0
matonph01,2023,Phil Maton,HOU,66.0,68,38,20,47.0
matzst01,2023,Steven Matz*,STL,105.0,25,3,1,67.0
mayermi01,2023,Mike Mayers,KCR,26.1,6,0,0,
maytr01,2023,Trevor May,OAK,46.2,49,12,2,83.0
mayzati01,2023,Tim Mayza*,TOR,53.1,69,53,13,75.0
mcallza01,2023,Zach McAllister,NYY,5.1,7,7,2,71.0
mcartja01,2023,James McArthur,KCR,23.1,18,8,1,87.0
mccanja02,2023,James McCann,BAL,1.0,1,0,0,
mccauda01,2023,Darren McCaughan,SEA,5.0,3,0,0,
mcfartj01,2023,T.J. McFarland*,NYM,1.2,3,0,0,
mcgousc01,2023,Scott McGough,ARI,70.1,63,28,7,75.0
mchugco01,2023,Collin McHugh,ATL,58.2,41,34,10,71.0
mckenry01,2023,Ryan McKenna,BAL,1.0,1,0,0,
mckinza01,2023,Zach McKinstry,DET,1.0,1,0,0,
mcmiljo01,2023,John McMillon,KCR,4.0,4,0,0,
mearsni01,2023,Nick Mears,COL,19.1,16,2,1,50.0
medervi01,2023,Victor Mederos,LAA,3.0,3,0,0,
medinlu02,2023,Luis Medina,OAK,109.2,23,4,3,25.0
megiltr01,2023,Trevor Megill,MIL,34.2,31,12,4,67.0
mejiaje02,2023,J.C. Mejía,MIL,11.1,9,2,2,0.0
mendida01,2023,Danny Mendick,NYM,2.0,2,2,1,50.0
merryju01,2023,Julian Merryweather,CHC,72.0,69,18,4,78.0
middlke01,2023,Keynan Middleton,TOT,50.2,51,15,4,73.0
millebr02,2023,Brad Miller,TEX,2.0,1,2,2,0.0
millema03,2023,Mason Miller,OAK,33.1,10,0,0,
millesh01,2023,Shelby Miller,LAD,42.0,36,12,2,83.0
millety01,2023,Tyson Miller,TOT,15.1,10,5,3,40.0
millsal02,2023,Alec Mills,CIN,1.0,1,0,0,
milneho01,2023,Hoby Milner*,MIL,64.1,73,40,13,67.0
minteaj01,2023,A.J. Minter*,ATL,64.2,70,18,5,72.0
misiean01,2023,Anthony Misiewicz*,TOT,11.0,11,4,1,75.0
mlodzca01,2023,Carmen Mlodzinski,PIT,36.0,35,19,7,63.0
mollsa01,2023,Sam Moll*,TOT,62.1,70,59,20,66.0
montafr02,2023,Frankie Montas,NYY,1.1,1,0,0,
montera01,2023,Rafael Montero,HOU,67.1,68,12,6,50.0
moorema02,2023,Matt Moore*,TOT,52.2,50,6,0,100.0
mooremc01,2023,McKinley Moore,PHI,3.1,3,0,0,
moranjo01,2023,Jovani Morán*,MIN,42.1,43,25,5,80.0
morejad01,2023,Adrián Morejón*,SDP,9.0,8,0,0,
moretda01,2023,Dauri Moreta,PIT,58.0,55,33,8,76.0
morgael01,2023,Eli Morgan,CLE,67.1,61,20,2,90.0
moronre01,2023,Reyes Moronta,LAA,1.1,2,0,0,
morrico01,2023,Cody Morris,CLE,8.0,6,0,0,
muckeza01,2023,Zach Muckenhirn*,NYM,6.0,3,4,3,25.0
mulleky01,2023,Kyle Muller*,OAK,77.0,21,3,1,67.0
munozan01,2023,Andrés Muñoz,SEA,49.0,52,13,2,85.0
murfepe01,2023,Penn Murfee,SEA,14.0,16,11,1,91.0
murphch01,2023,Chris Murphy*,BOS,47.2,20,5,1,80.0
mushipa01,2023,Parker Mushinski*,HOU,14.2,14,4,2,50.0
naileja01,2023,James Naile,STL,15.1,10,5,1,80.0
nardian01,2023,Andrew Nardi*,MIA,57.1,63,40,5,87.0
naughpa01,2023,Packy Naughton*,STL,5.0,4,1,0,100.0
navared01,2023,Edgar Navarro,CHW,8.2,8,2,0,100.0
nealza01,2023,Zach Neal,OAK,27.0,14,9,6,33.0
nelsoky01,2023,Kyle Nelson*,ARI,56.0,68,39,16,59.0
nelsoni01,2023,Nick Nelson,PHI,5.1,1,0,0,
nelsory01,2023,Ryne Nelson,ARI,144.0,29,0,0,
nerishe01,2023,Hector Neris,HOU,68.1,71,23,7,70.0
newcose01,2023,Sean Newcomb*,OAK,15.0,7,1,1,0.0
nicolky01,2023,Kyle Nicolas,PIT,5.1,4,0,0,
nittovi01,2023,Vinny Nittoli,NYM,3.2,3,3,0,100.0
nogosst01,2023,Stephen Nogosek,NYM,25.2,13,10,2,80.0
nolinse01,2023,Sean Nolin*,MIA,3.0,1,0,0,
norrida01,2023,Daniel Norris*,CLE,12.2,7,6,1,83.0
okertst01,2023,Steven Okert*,MIA,58.2,64,34,11,68.0
ollerad01,2023,Adam Oller,OAK,19.2,9,3,2,33.0
olsonre01,2023,Reese Olson,DET,103.2,21,0,0,
ortegol01,2023,Oliver Ortega,MIN,14.2,10,1,0,100.0
ortizlu02,2023,Luis Ortiz,PHI,19.0,14,3,0,100.0
ortizlu03,2023,Luis Ortiz,PIT,86.2,18,0,0,
ortka01,2023,Kaleb Ort,BOS,23.0,21,4,3,25.0
ottavad01,2023,Adam Ottavino,NYM,61.2,66,18,5,72.0
ottogl01,2023,Glenn Otto,TEX,10.2,6,3,0,100.0
owingch01,2023,Chris Owings,PIT,1.0,1,0,0,
paddach01,2023,Chris Paddack,MIN,5.0,2,0,0,
padilni01,2023,Nicholas Padilla,CHW,4.2,3,1,1,0.0
paganem01,2023,Emilio Pagán,MIN,69.1,66,23,8,65.0
palenda01,2023,Daniel Palencia,CHC,28.1,27,6,2,67.0
pallaan01,2023,Andre Pallante,STL,68.0,62,43,19,56.0
pannoth01,2023,Thomas Pannone*,MIL,2.2,1,0,0,
patinlu01,2023,Luis Patiño,TOT,21.2,9,1,0,100.0
pattosp01,2023,Spencer Patton,OAK,12.1,12,4,2,50.0
payamjo01,2023,Joel Payamps,MIL,70.2,69,13,1,92.0
pearsna01,2023,Nate Pearson,TOR,42.2,35,12,2,83.0
pegueel01,2023,Elvis Peguero,MIL,61.1,59,26,4,85.0
pepiory01,2023,Ryan Pepiot,LAD,42.0,8,1,0,100.0
peralsa01,2023,Sammy Peralta*,CHW,20.0,16,11,7,36.0
peralwa01,2023,Wandy Peralta*,NYY,54.0,63,28,5,82.0
perdoan01,2023,Angel Perdomo*,PIT,29.0,30,9,1,89.0
perezca02,2023,Carlos Pérez,OAK,1.2,2,3,3,0.0
perezci01,2023,Cionel Pérez*,BAL,53.1,65,40,12,70.0
perezfr01,2023,Francisco Pérez*,OAK,16.2,17,13,7,46.0
perezhe02,2023,Hector Perez,TBR,0.1,1,0,0,
perezma02,2023,Martín Pérez*,TEX,141.2,35,9,4,56.0
peterda01,2023,David Peterson*,NYM,111.0,27,2,0,100.0
peterja01,2023,Jace Peterson,OAK,2.0,2,0,0,
pfaadbr01,2023,Brandon Pfaadt,ARI,96.0,19,0,0,
phillbr02,2023,Brett Phillips,LAA,0.1,1,3,2,33.0
phillev01,2023,Evan Phillips,LAD,61.1,62,21,2,90.0
pilkiko01,2023,Konnor Pilkington*,CLE,2.0,1,0,0,
pintore02,2023,René Pinto,TBR,1.0,1,0,0,
pintri01,2023,Riley Pint,COL,0.1,1,0,0,
pivetni01,2023,Nick Pivetta,BOS,142.2,38,5,2,60.0
pocheco01,2023,Colin Poche*,TBR,60.2,66,26,13,50.0
popza01,2023,Zach Pop,TOR,13.2,15,11,3,73.0
pressry01,2023,Ryan Pressly,HOU,65.1,65,5,1,80.0
priesqu01,2023,Quinn Priester,PIT,50.0,10,0,0,
pruitau01,2023,Austin Pruitt,OAK,48.1,38,21,8,62.0
pukaj01,2023,A.J. Puk*,MIA,56.2,58,19,5,74.0
quezajo01,2023,Johan Quezada,MIA,0.2,1,0,0,
quijajo01,2023,José Quijada*,LAA,9.0,10,0,0,
raganco01,2023,Cole Ragans*,TOT,96.0,29,9,3,67.0
raineta01,2023,Tanner Rainey,WSN,1.0,1,0,0,
raleybr01,2023,Brooks Raley*,NYM,54.2,66,27,11,59.0
raleylu01,2023,Luke Raley,TBR,2.2,2,0,0,
ramirer02,2023,Erasmo Ramírez,TOT,60.1,38,18,10,44.0
ramirni01,2023,Nick Ramirez*,NYY,40.2,32,17,10,41.0
ramiryo01,2023,Yohan Ramírez,TOT,38.1,31,22,8,64.0
ramsela02,2023,Lane Ramsey,CHW,20.0,21,7,2,71.0
reaco01,2023,Colin Rea,MIL,124.2,26,1,1,0.0
reedja02,2023,Jake Reed,LAD,0.2,1,1,0,100.0
reidfse01,2023,Sean Reid-Foley,NYM,7.2,8,6,4,33.0
reyesde02,2023,Denyi Reyes,NYM,19.2,9,3,0,100.0
reyesge01,2023,Gerardo Reyes,LAA,9.2,8,0,0,
reyespa01,2023,Pablo Reyes,BOS,2.0,2,0,0,
richatr01,2023,Trevor Richards,TOR,72.2,56,15,1,93.0
riosya01,2023,Yacksel Ríos,OAK,1.2,3,2,2,0.0
roberda08,2023,David Robertson,TOT,65.1,62,13,4,69.0
roberni01,2023,Nick Robertson,TOT,22.1,18,6,6,0.0
rodride01,2023,Dereck Rodríguez,TOT,5.1,4,4,0,100.0
rodriel02,2023,Elvin Rodríguez,TBR,3.1,1,1,0,100.0
rodrijo06,2023,Joely Rodríguez*,BOS,11.0,11,4,0,100.0
rodrijo07,2023,José Rodríguez,SEA,3.0,1,0,0,
rodriye01,2023,Yerry Rodríguez,TEX,13.2,13,2,2,0.0
rogerta01,2023,Taylor Rogers*,SFG,51.2,60,23,6,74.0
rogerty01,2023,Tyler Rogers,SFG,74.0,68,11,2,82.0
rojasjo01,2023,Josh Rojas,ARI,2.0,2,0,0,
rojasmi02,2023,Miguel Rojas,LAD,3.0,3,0,0,
romanjo03,2023,Jordan Romano,TOR,59.0,59,18,2,89.0
romerjo01,2023,JoJo Romero*,STL,36.2,27,23,8,65.0
rosenke01,2023,Kenny Rosenberg*,LAA,33.0,7,0,0,
ruckemi01,2023,Michael Rucker,CHC,40.1,35,24,6,75.0
ruizjo01,2023,José Ruiz,TOT,44.1,38,17,8,53.0
ryanry01,2023,Ryder Ryan,SEA,1.0,1,0,0,
saalfan01,2023,Andrew Saalfrank*,ARI,10.1,10,4,1,75.0
salazed01,2023,Eduardo Salazar,CIN,12.1,8,0,0,
sanchcr01,2023,Cristopher Sánchez*,PHI,99.1,19,0,0,
sandlni01,2023,Nick Sandlin,CLE,60.0,61,38,4,89.0
sandsco01,2023,Cole Sands,MIN,21.2,15,8,1,87.0
sanmare01,2023,Reiver Sanmartin*,CIN,14.0,14,11,3,73.0
santade01,2023,Dennis Santana,NYM,10.2,9,1,0,100.0
santito01,2023,Tony Santillan,CIN,3.1,3,2,2,0.0
santogr01,2023,Gregory Santos,CHW,66.1,60,36,11,69.0
sauceta01,2023,Tayler Saucedo*,SEA,47.2,52,17,8,53.0
sborzjo01,2023,Josh Sborz,TEX,52.1,44,29,6,79.0
schmicl01,2023,Clarke Schmidt,NYY,159.0,33,2,0,100.0
scholje01,2023,Jesse Scholtens,CHW,85.0,26,5,0,100.0
schoojo01,2023,Jonathan Schoop,DET,1.1,1,2,0,100.0
schrejo01,2023,John Schreiber,BOS,46.2,46,14,7,50.0
scottta01,2023,Tanner Scott*,MIA,78.0,74,22,3,86.0
scottta02,2023,Tayler Scott,TOT,17.2,18,9,6,33.0
seaboco01,2023,Connor Seabold,COL,87.1,27,8,3,62.0
selbyco01,2023,Colin Selby,PIT,24.0,21,5,2,60.0
severlu01,2023,Luis Severino,NYY,89.1,19,0,0,
sewalpa01,2023,Paul Sewald,TOT,60.2,65,8,2,75.0
shawbr01,2023,Bryan Shaw,CHW,45.2,38,22,8,64.0
sheehem01,2023,Emmet Sheehan,LAD,60.1,13,0,0,
sherrry01,2023,Ryan Sherriff*,BOS,6.2,5,4,0,100.0
shortza01,2023,Zack Short,DET,6.0,6,0,0,
shrevch01,2023,Chasen Shreve*,TOT,44.2,50,15,6,60.0
silsech01,2023,Chase Silseth,LAA,52.1,16,0,0,
simslu01,2023,Lucas Sims,CIN,61.0,67,55,15,73.0
smallet01,2023,Ethan Small*,MIL,4.0,2,0,0,
smeltde01,2023,Devin Smeltzer*,MIA,22.1,9,3,2,33.0
smithaj01,2023,AJ Smith-Shawver,ATL,25.1,6,0,0,
smithch12,2023,Chad Smith,OAK,13.2,10,5,2,60.0
smithdr01,2023,Drew Smith,NYM,56.1,62,23,5,78.0
smithwi04,2023,Will Smith*,TEX,57.1,60,27,2,93.0
smylydr01,2023,Drew Smyly*,CHC,142.1,41,4,0,100.0
sneadki01,2023,Kirby Snead*,OAK,11.2,15,8,4,50.0
snideco01,2023,Collin Snider,KCR,20.1,20,7,4,43.0
solompe01,2023,Peter Solomon,ARI,13.1,5,0,0,
soriage01,2023,George Soriano,MIA,52.0,26,12,3,75.0
soriajo02,2023,José Soriano,LAA,42.0,38,10,5,50.0
sorokmi01,2023,Michael Soroka,ATL,32.1,7,0,0,
sotogr01,2023,Gregory Soto*,PHI,60.1,69,28,5,82.0
sousabe01,2023,Bennett Sousa*,TOT,9.0,7,6,0,100.0
speasal01,2023,Alex Speas,TEX,2.0,3,1,0,100.0
speiega01,2023,Gabe Speier*,SEA,54.2,69,34,9,74.0
spierca01,2023,Carson Spiers,CIN,13.0,4,0,0,
stallja01,2023,Jacob Stallings,MIA,8.0,7,0,0,
stanery01,2023,Ryne Stanek,HOU,50.2,55,18,4,78.0
staumjo01,2023,Josh Staumont,KCR,20.0,21,5,3,40.0
stephja01,2023,Jackson Stephens,ATL,12.0,5,3,1,67.0
stephro01,2023,Robert Stephenson,TOT,52.1,60,25,6,76.0
stephtr01,2023,Trevor Stephan,CLE,68.2,71,14,5,64.0
stewabr01,2023,Brock Stewart,MIN,27.2,28,19,6,68.0
stonega01,2023,Gavin Stone,LAD,31.0,8,1,0,100.0
stoudle01,2023,Levi Stoudt,CIN,10.1,4,1,0,100.0
strahma01,2023,Matt Strahm*,PHI,87.2,56,23,8,65.0
stratch01,2023,Chris Stratton,TOT,82.2,64,51,17,67.0
strathu01,2023,Hunter Stratton,PIT,12.0,8,3,1,67.0
stripro01,2023,Ross Stripling,SFG,89.0,22,4,1,75.0
stromma01,2023,Marcus Stroman,CHC,136.2,27,0,0,
strzepe01,2023,Peter Strzelecki,TOT,37.0,37,5,1,80.0
suarean01,2023,Andrew Suárez*,STL,27.2,13,0,0,
suarejo01,2023,José Suarez*,LAA,33.2,11,2,0,100.0
suarero01,2023,Robert Suarez,SDP,27.2,26,8,0,100.0
suerowa01,2023,Wander Suero,LAD,8.0,5,1,1,0.0
sulseco01,2023,Cole Sulser,ARI,5.1,4,2,1,50.0
suterbr01,2023,Brent Suter*,COL,69.1,57,27,12,56.0
swanser01,2023,Erik Swanson,TOR,66.2,69,25,7,72.0
sweetde01,2023,Devin Sweet,TOT,8.2,7,0,0,
taillja01,2023,Jameson Taillon,CHC,154.1,30,0,0,
tapiado01,2023,Domingo Tapia,SDP,17.2,15,3,0,100.0
tarnofr01,2023,Freddy Tarnok,OAK,14.2,5,1,0,100.0
taylojo02,2023,Josh Taylor*,KCR,17.2,17,4,3,25.0
teherju01,2023,Julio Teheran,MIL,71.2,14,0,0,
tellero01,2023,Rowdy Tellez*,MIL,1.0,1,0,0,
teperry01,2023,Ryan Tepera,TOT,10.2,12,8,3,62.0
thenju01,2023,Juan Then,SEA,11.0,9,8,0,100.0
thielca01,2023,Caleb Thielbar*,MIN,30.2,36,14,6,57.0
thomala02,2023,Lane Thomas,WSN,1.0,1,0,0,
thompke02,2023,Keegan Thompson,CHC,28.2,19,3,0,100.0
thompma02,2023,Mason Thompson,WSN,54.0,51,22,6,73.0
thompry02,2023,Ryan Thompson,TOT,30.2,31,15,2,87.0
thompza02,2023,Zack Thompson*,STL,66.1,25,12,2,83.0
thorntr01,2023,Trent Thornton,TOT,31.1,27,7,4,43.0
tonkimi01,2023,Michael Tonkin,ATL,80.0,45,35,11,69.0
topaju01,2023,Justin Topa,SEA,69.0,75,13,0,100.0
toussto01,2023,Touki Toussaint,TOT,87.0,20,4,0,100.0
trejoal01,2023,Alan Trejo,COL,2.0,2,0,0,
ucetaed01,2023,Edwin Uceta,NYM,3.0,1,0,0,
uelmeer01,2023,Erich Uelmen,PHI,1.0,1,0,0,
underdu01,2023,Duane Underwood Jr.,PIT,24.1,20,8,5,37.0
uribeab01,2023,Abner Uribe,MIL,30.2,32,9,5,44.0
urquijo01,2023,José Urquidy,HOU,63.0,16,0,0,
vallich01,2023,Chris Vallimont,BAL,0.2,1,0,0,
vargaca01,2023,Carlos Vargas,ARI,4.2,5,1,0,100.0
vargail01,2023,Ildemaro Vargas,WSN,2.0,2,0,0,
varlagu01,2023,Gus Varland,TOT,20.1,16,3,0,100.0
varlalo01,2023,Louis Varland,MIN,68.0,17,2,0,100.0
vasquan02,2023,Andrew Vasquez*,TOT,48.1,42,17,7,59.0
vasqura02,2023,Randy Vásquez,NYY,37.2,11,3,2,33.0
venezan01,2023,Anthony Veneziano*,KCR,2.1,2,1,0,100.0
verhadr01,2023,Drew VerHagen,STL,61.0,60,31,10,68.0
vesiaal01,2023,Alex Vesia*,LAD,49.2,56,23,5,78.0
vespini01,2023,Nick Vespi*,BAL,14.2,9,1,0,100.0
vestwi01,2023,Will Vest,DET,48.1,48,25,10,60.0
vieirth01,2023,Thyago Vieira,MIL,3.0,2,0,0,
villada01,2023,David Villar,SFG,1.0,1,0,0,
vinesda01,2023,Darius Vines,ATL,20.1,5,0,0,
vodnivi01,2023,Victor Vodnik,COL,8.2,6,2,0,100.0
vosleja01,2023,Jason Vosler,CIN,2.0,2,0,0,
vothau01,2023,Austin Voth,BAL,34.2,25,10,5,50.0
waiteco01,2023,Cole Waites,SFG,2.1,3,0,0,
waldike01,2023,Ken Waldichuk*,OAK,141.0,35,2,1,50.0
waldrma01,2023,Matt Waldron,SDP,41.1,8,1,0,100.0
walkejo03,2023,Josh Walker*,NYM,10.0,14,8,2,75.0
walkery01,2023,Ryan Walker,SFG,61.1,49,19,9,53.0
waltebr01,2023,Brandon Walter*,BOS,23.0,9,3,1,67.0
wantzan01,2023,Andrew Wantz,LAA,39.1,27,17,12,29.0
wardth01,2023,Thaddeus Ward,WSN,35.1,26,13,3,77.0
warreau01,2023,Austin Warren,LAA,1.2,2,4,2,50.0
weathry01,2023,Ryan Weathers*,TOT,57.2,15,0,0,
weavelu01,2023,Luke Weaver,TOT,123.2,29,3,0,100.0
webbja01,2023,Jacob Webb,TOT,53.2,54,32,16,50.0
weberry01,2023,Ryan Weber,NYY,14.1,8,2,1,50.0
weemsjo01,2023,Jordan Weems,WSN,54.2,51,18,6,67.0
weissgr01,2023,Greg Weissert,NYY,20.0,17,12,0,100.0
weissza01,2023,Zack Weiss,TOT,14.0,12,5,0,100.0
wellsty01,2023,Tyler Wells,BAL,118.2,25,2,1,50.0
wentzjo01,2023,Joey Wentz*,DET,105.2,25,4,0,100.0
wesneha01,2023,Hayden Wesneski,CHC,89.1,34,11,4,64.0
whitebr01,2023,Brendan White,DET,40.2,33,19,7,63.0
whitemi03,2023,Mitch White,TOR,12.2,10,9,7,22.0
whiteow01,2023,Owen White,TEX,4.0,2,0,0,
whitlga01,2023,Garrett Whitlock,BOS,71.2,22,0,0,
william01,2023,Amos Willingham,WSN,24.1,18,6,2,67.0
willide03,2023,Devin Williams,MIL,58.2,61,14,4,71.0
willilu01,2023,Luke Williams,TOT,1.0,1,0,0,
wilsobr02,2023,Bryse Wilson,MIL,76.2,53,18,7,61.0
wilsost02,2023,Steven Wilson,SDP,53.0,52,21,8,62.0
winckjo01,2023,Josh Winckowski,BOS,84.1,60,25,11,56.0
windejo01,2023,Josh Winder,MIN,34.2,19,3,1,67.0
wingetr01,2023,Trey Wingenter,DET,17.0,17,2,1,50.0
winnke01,2023,Keaton Winn,SFG,42.1,9,0,0,
wiselbr01,2023,Brett Wisely,SFG,1.0,1,0,0,
wittgni01,2023,Nick Wittgren,KCR,29.0,27,13,5,62.0
wongja01,2023,Jake Wong,CIN,3.0,1,0,0,
woodal02,2023,Alex Wood*,SFG,97.2,29,6,3,50.0
woodfja01,2023,Jake Woodford,STL,47.2,15,6,4,33.0
woodssi01,2023,Simeon Woods Richardson,MIN,4.2,1,0,0,
wrighky01,2023,Kyle Wright,ATL,31.0,9,0,0,
wynnera01,2023,Randy Wynne,CIN,2.1,1,0,0,
yacabji01,2023,Jimmy Yacabonis,NYM,13.2,7,3,0,100.0
yarbrry01,2023,Ryan Yarbrough*,TOT,89.2,25,5,1,80.0
yateski01,2023,Kirby Yates,ATL,60.1,61,15,2,87.0
youngal01,2023,Alex Young*,CIN,53.2,63,46,16,65.0
youngda02,2023,Danny Young*,ATL,8.1,8,5,3,40.0
zastrro01,2023,Rob Zastryzny*,PIT,20.2,21,8,5,37.0
zavalse01,2023,Seby Zavala,ARI,0.2,1,0,0,
zerpaan01,2023,Angel Zerpa*,KCR,42.2,15,5,1,80.0
zimmebr02,2023,Bruce Zimmermann*,BAL,13.1,7,3,2,33.0
zuniggu01,2023,Guillo Zuñiga,STL,2.0,2,0,0,
