pitcher,year,xwoba_contact,xwoba_bip,avg_ev,barrel_pct,hard_hit_pct
425794,2021,0.30543106352853744,0.35314003911643455,81.96805143422354,0.06176961602671119,0.35392320534223703
425844,2021,0.32227269935268593,0.3668147598698636,82.63477765108324,0.06493506493506493,0.35435992578849723
446372,2021,0.3129777609225702,0.36045209523977867,79.89550827423169,0.06756756756756757,0.34234234234234234
448179,2021,0.3248107632057497,0.3733391299609444,81.17951515151516,0.08823529411764706,0.34615384615384615
450203,2021,0.2882072066968239,0.35074569672325484,81.77028824833704,0.04935622317596566,0.3240343347639485
452657,2021,0.35237242283549697,0.3722228593375606,81.6412048192771,0.07644628099173553,0.3677685950413223
453286,2021,0.26280508114323325,0.3627695268020267,81.12413394919169,0.07951807228915662,0.3397590361445783
453562,2021,0.3766331113171394,0.41946285447398063,83.86090750436301,0.09144542772861357,0.43952802359882004
456034,2021,0.31800093762737375,0.3437168064790182,81.46983372921616,0.04979253112033195,0.34439834024896265
456501,2021,0.3461134777490054,0.4012744736715406,80.87239353891336,0.06406685236768803,0.3788300835654596
457918,2021,0.35870095913143063,0.40931765797938513,82.55995893223819,0.11623246492985972,0.4168336673346693
458681,2021,0.2721512901487742,0.31864863459485665,81.78609813084111,0.05673758865248227,0.34278959810874704
471911,2021,0.3356934196071752,0.39620911507041723,82.89264214046823,0.08284023668639054,0.38461538461538464
474463,2021,0.36302569334780715,0.39450120288770274,84.9142561983471,0.09345794392523364,0.470404984423676
477132,2021,0.28025864769220543,0.3675480553260362,82.48118081180813,0.06832298136645963,0.3695652173913043
489119,2021,0.3169154955719247,0.34934284788167147,80.3241418764302,0.060546875,0.341796875
500779,2021,0.34040793076814396,0.4270497017464239,82.48498659517426,0.11864406779661017,0.4519774011299435
501381,2021,0.33969629783143324,0.3983298243221697,84.48033536585366,0.08831908831908832,0.46153846153846156
501985,2021,0.32139042542908836,0.3825127613046035,82.16322222222222,0.09224318658280922,0.35639412997903563
502043,2021,0.3040633136806381,0.338757114781864,83.07687224669604,0.04905660377358491,0.3886792452830189
502171,2021,0.30921990258050935,0.36811277007384885,82.95053304904052,0.04247104247104247,0.3745173745173745
502179,2021,0.3404143916904012,0.40374192753450494,81.47275747508306,0.11470588235294117,0.4294117647058823
503449,2021,0.34001995407278146,0.34878088137001423,83.66570881226053,0.07236842105263158,0.3782894736842105
506433,2021,0.28103392188558335,0.36056197919564387,81.40659217877095,0.08816705336426914,0.3480278422273782
518516,2021,0.321541978449802,0.36832820032391705,82.95323741007195,0.07482993197278912,0.3832199546485261
518633,2021,0.3153244896588184,0.3881602842688691,82.35046728971963,0.06626506024096386,0.4036144578313253
518774,2021,0.3531886550085941,0.3950253527087494,83.74129901960784,0.07829977628635347,0.407158836689038
