batter,year,prior_career_fp_per_pa,prior_career_pa
502143,2015,,0
502143,2016,0.6772486772486772,378
502143,2017,0.5792410714285714,896
502143,2018,0.5343839541547278,1396
502182,2015,,0
502210,2015,,0
502210,2016,0.6426116838487973,582
502210,2017,0.6039215686274509,1020
502210,2018,0.6332046332046332,1554
502210,2019,0.6107843137254902,2040
502210,2020,0.5939791586260131,2591
502210,2021,0.5833630846126383,2801
502226,2017,,0
502226,2018,,117
502261,2015,,0
502273,2019,,0
502317,2016,,0
502374,2015,,0
502481,2015,,0
502481,2016,0.5866666666666667,225
502481,2017,0.6021314387211367,563
502481,2018,0.5844700944386149,953
502481,2019,0.5546218487394958,1190
502481,2021,0.5316686967113277,1642
502517,2015,,0
502517,2016,0.6481481481481481,540
502517,2017,0.7566844919786097,1122
502517,2018,0.7620991253644315,1715
502517,2019,0.7362052274927396,2066
502517,2020,0.712770137524558,2545
502523,2016,,0
502582,2015,,0
502671,2015,,0
502671,2016,0.7579250720461095,694
502671,2017,0.7212294496068621,1399
502671,2018,0.7430925836160931,2063
502671,2019,0.7106027596223675,2754
502671,2020,0.6843177189409368,3437
502671,2021,0.6782016348773842,3670
502671,2022,0.6776270406990113,4349
502671,2023,0.6884,5000
502671,2024,0.6708860759493671,5688
502671,2025,0.6440731399747793,6344
503556,2015,,0
503556,2016,0.4837837837837838,370
503556,2017,0.449438202247191,890
503556,2018,0.5423487544483986,1405
503556,2019,0.5224719101123596,1958
503556,2020,0.5146633622470054,2421
503556,2021,0.502861503243037,2621
503556,2022,0.4824292050494712,2931
506560,2015,,0
506560,2016,0.3519553072625698,358
506560,2017,0.3444881889763779,508
506702,2015,,0
506702,2016,,128
506702,2017,0.39805825242718446,412
506702,2018,0.3963585434173669,714
506702,2019,0.3532934131736527,1002
506702,2021,0.3394803017602682,1193
506747,2018,,0
514888,2015,,0
514888,2016,0.6647314949201741,689
514888,2017,0.7313432835820896,1407
514888,2018,0.7532592950265572,2071
514888,2019,0.7279191616766467,2672
514888,2020,0.7301242236024845,3220
514888,2021,0.7134946079860099,3431
514888,2022,0.7120954003407155,4109
514888,2023,0.7155885471898197,4715
514888,2024,0.7182439024390244,5125
514888,2025,0.7012741046831956,5808
514888,2026,0.6886412875270814,6462
514913,2015,,0
514913,2017,0.40540540540540543,407
514917,2015,,0
514917,2016,0.4601769911504424,452
514917,2017,0.4623955431754875,1077
514917,2018,0.48851269649334944,1654
514917,2019,0.4830651989839119,2362
514917,2020,0.49488279960382964,3029
514917,2021,0.4917933130699088,3290
514917,2022,0.48739495798319327,3927
516416,2015,,0
516416,2016,0.4212328767123288,584
516416,2017,0.5574667709147771,1279
516416,2018,0.5636166756903086,1847
516416,2019,0.5748285599031868,2479
516416,2020,0.5748870238863784,3098
516416,2021,0.571945701357466,3315
516416,2022,0.5749227600411947,3884
516416,2023,0.5699906367041199,4272
516472,2018,,0
516770,2015,,0
516770,2016,0.4586206896551724,580
516770,2017,0.4722689075630252,1190
516770,2018,0.49759615384615385,1664
516770,2019,0.4865916955017301,2312
516770,2021,0.49447975911676145,2989
516782,2015,,0
516782,2016,0.5886970172684458,637
516782,2017,0.5972579263067695,1167
516782,2018,0.5832780358327804,1507
516782,2019,0.5938534278959811,2115
516782,2020,0.6207917129115798,2703
516782,2021,0.6193701320690823,2953
516782,2022,0.6294168342430336,3481
516782,2023,0.6292022077270446,3986
516782,2024,0.6135890917494801,4327
516782,2025,0.6042199488491049,4692
516811,2015,,0
516949,2017,,0
517369,2017,,0
517369,2018,0.5755813953488372,344
517370,2015,,0
517370,2016,0.3932291666666667,384
518466,2017,,0
518542,2016,,0
518568,2015,,0
518568,2016,,119
518586,2018,,0
518586,2019,0.5403726708074534,322
518586,2021,0.49356223175965663,466
518586,2022,0.4491180461329715,737
518595,2015,,0
518595,2016,0.6194029850746269,268
518595,2017,0.47889908256880737,545
518595,2019,0.5179153094462541,921
518595,2020,0.5319634703196348,1314
518595,2021,0.5400534045393859,1498
518595,2022,0.5225694444444444,1728
518595,2023,0.5343546889507892,2154
518595,2024,0.5249386753883892,2446
518595,2025,0.5204888569374551,2782
518614,2015,,0
518614,2016,0.3791469194312796,211
518614,2017,0.4860557768924303,502
518614,2018,0.49444444444444446,900
518614,2019,0.5007541478129713,1326
518618,2015,,0
518618,2016,0.5086505190311419,289
518618,2017,0.4985754985754986,702
518618,2018,0.5034305317324185,1166
518618,2019,0.48107163657542223,1717
518626,2015,,0
518626,2016,0.7710674157303371,712
518626,2017,0.7740793201133145,1412
518626,2018,0.7536687631027253,1908
518626,2019,0.7302631578947368,2128
518626,2020,0.7126972740315638,2788
518626,2021,0.7079584775086505,2890
518626,2022,0.6909408680454413,3433
518626,2023,0.650251256281407,3980
518649,2016,,0
518653,2015,,0
518692,2015,,0
518692,2016,0.6070686070686071,481
518692,2017,0.6417021276595745,1175
518692,2018,0.6816568047337278,1690
518692,2019,0.6745932415519399,2397
518692,2020,0.6961165048543689,3090
518692,2021,0.7174821002386634,3352
518692,2022,0.7175685693106004,4047
518692,2023,0.7220353238015139,4756
518692,2024,0.7321428571428571,5488
518692,2025,0.7258460029426189,6117
518692,2026,0.7166790214974055,6745
518700,2016,,0
518735,2015,,0
518735,2016,0.488262910798122,426
518735,2017,0.5277463193657984,883
518735,2018,0.5014641288433382,1366
518735,2019,0.5172231054583996,1887
518735,2020,0.5365079365079365,2520
518735,2021,0.5331613854089904,2714
518735,2022,0.5572815533980583,3090
518735,2023,0.5253894979803808,3466
518735,2024,0.5072314049586777,3872
518792,2015,,0
518792,2016,0.6075533661740559,609
518792,2017,0.5232945091514143,1202
518792,2018,0.5326991676575505,1682
518792,2019,0.5430677107323814,2171
518792,2020,0.5469032959072799,2761
518792,2021,0.5490995582738702,2943
518792,2022,0.5338186229905975,3297
518792,2023,0.5237819025522041,3448
518792,2024,0.5320261437908497,3825
518902,2015,,0
518934,2015,,0
518934,2016,0.5337620578778135,622
518934,2017,0.6160572337042926,1258
518934,2018,0.6,1940
518934,2019,0.5977786592621975,2521
518934,2020,0.6275188916876574,3176
518934,2021,0.6420990566037735,3392
518934,2022,0.6195038074183248,4071
518934,2023,0.6117494038586603,4613
518934,2024,0.5902241112828439,5176
518934,2025,0.5804959289415248,5404
518953,2015,,0
518960,2015,,0
518960,2016,0.5132530120481927,415
518960,2017,0.5837669094693028,961
518960,2018,0.5592515592515592,1443
518960,2019,0.5276752767527675,1897
519023,2017,,0
519023,2018,,165
519025,2015,,0
519048,2015,,0
519048,2016,0.562862669245648,517
519048,2017,0.5098039215686274,1020
519048,2018,0.5259862241703194,1597
519048,2019,0.5296404275996113,2058
519048,2020,0.5470121186794819,2393
519048,2021,0.5575638506876228,2545
519058,2015,,0
519058,2016,0.640650406504065,615
519058,2017,0.6406035665294925,729
519058,2018,0.6468373493975904,1328
519058,2019,0.6310432569974554,1965
519058,2020,0.6437818752451941,2549
519058,2021,0.6390117994100295,2712
519058,2022,0.6230294722412612,2918
519058,2023,0.5985014049328754,3203
519083,2015,,0
519083,2016,0.4462365591397849,558
519083,2017,0.3801571709233792,1018
519184,2015,,0
519184,2016,0.5559055118110237,635
519184,2017,0.5217821782178218,1010
519203,2015,,0
519203,2016,0.7346647646219686,701
519203,2017,0.7407407407407407,1377
519203,2018,0.75060415659739,2069
519203,2019,0.7349177330895795,2735
519203,2020,0.7395459976105138,3348
519203,2021,0.7276524644945698,3591
519203,2022,0.7099328214971209,4168
519203,2023,0.7039864291772688,4716
519203,2024,0.6807475180066187,5137
519208,2015,,0
519208,2016,0.5637393767705382,353
519222,2016,,0
519222,2017,,176
519222,2018,0.351981351981352,429
519222,2019,0.39913544668587897,694
519222,2020,0.430406852248394,934
519222,2022,0.40186915887850466,1070
519237,2015,,0
519237,2016,0.362126245847176,301
519237,2017,0.4013888888888889,720
519295,2015,,0
519295,2016,,193
519299,2015,,0
519299,2017,0.4243176178660049,403
519299,2018,0.47652916073968704,703
519299,2019,0.4338235294117647,816
519299,2020,0.49166004765687055,1259
519299,2021,0.47801009372746933,1387
519306,2015,,0
519306,2016,0.3901869158878505,428
519306,2017,0.37276785714285715,896
519306,2018,0.4346103038309115,1514
519317,2015,,0
519317,2016,0.7169811320754716,318
519317,2017,0.6015228426395939,788
519317,2018,0.7002025658338961,1481
519317,2021,0.6506849315068494,2190
519317,2022,0.6346570397111914,2770
519317,2023,0.616196090598821,3223
519317,2024,0.5948323254535459,3638
519317,2025,0.5806294218101976,4099
519333,2016,,0
519333,2017,0.525,200
519346,2017,,0
519346,2018,0.5662431941923775,551
519346,2019,0.5409638554216868,830
519346,2020,0.5434108527131783,1290
519390,2015,,0
519390,2016,0.560546875,512
519390,2017,0.5277246653919694,1046
519390,2019,0.5189028910303929,1349
519390,2021,0.523634131368938,1629
519390,2022,0.5040128410914928,1869
520471,2015,,0
520471,2016,0.4049586776859504,605
520471,2017,0.41903986981285596,1229
520471,2018,0.43898573692551507,1893
520471,2019,0.43019607843137253,2550
520471,2020,0.435031847133758,3140
520471,2021,0.4383146408002425,3299
521692,2015,,0
521692,2016,0.5117117117117117,555
521692,2017,0.4909255898366606,1102
521692,2018,0.5240474703310432,1601
521692,2020,0.5207459207459207,2145
521692,2021,0.5371577574967406,2301
521692,2022,0.5576534052596089,2966
521692,2023,0.5527769700494329,3439
521692,2024,0.538040775733466,4022
521692,2025,0.5392513368983958,4675
521692,2026,0.5372460496613995,5316
523253,2015,,0
523253,2016,0.5566343042071198,618
523253,2017,0.5328836424957841,1186
523253,2018,0.497539975399754,1626
523253,2019,0.46278158667972574,2042
524968,2015,,0
527038,2015,,0
527038,2016,0.5303326810176126,511
527038,2017,0.5667060212514758,847
527038,2018,0.5831265508684863,1209
527038,2019,0.5811965811965812,1638
527038,2020,0.5912636505460218,1923
527038,2021,0.599250936329588,2136
527038,2022,0.6038102643856921,2572
527038,2023,0.5891619407687461,3174
527038,2024,0.5979608707632956,3629
527038,2025,0.5870351239669421,3872
527043,2016,,0
527043,2017,0.6035087719298246,285
527043,2018,0.5093023255813953,430
527049,2019,,0
534606,2018,,0
534627,2016,,0
537953,2015,,0
537953,2016,,166
537953,2017,0.2974683544303797,316
541608,2016,,0
541645,2015,,0
541645,2016,0.3943427620632279,601
541645,2017,0.41081593927893734,1054
541645,2018,0.486687306501548,1615
541645,2019,0.4815,2000
541645,2020,0.4922955353615172,2531
541645,2021,0.48119751734209565,2739
541645,2022,0.5019969278033795,3255
541645,2023,0.4753918064338741,3637
541650,2015,,0
541650,2016,0.2647058823529412,272
541650,2017,0.44096728307254623,703
541650,2018,0.4655765920826162,1162
541650,2019,0.45788770053475936,1496
542194,2015,,0
542194,2016,,161
542194,2022,0.319672131147541,366
542194,2023,0.369472182596291,701
542194,2024,0.3713733075435203,1034
542208,2015,,0
542208,2016,0.3614035087719298,285
542208,2023,0.36568457538994803,577
542255,2015,,0
542255,2016,0.5782918149466192,562
542255,2017,0.5560420315236427,1142
542255,2018,0.555077915099409,1861
542255,2019,0.5557318524395082,2521
542255,2020,0.5561613958560524,2751
542303,2015,,0
542303,2016,0.3878787878787879,495
542303,2017,0.47778785131459656,1103
542303,2018,0.5614133482893999,1783
542303,2019,0.5572139303482587,2412
542303,2020,0.574949358541526,2962
542303,2021,0.5944272445820433,3230
542303,2022,0.5840605002908668,3438
542303,2023,0.5645120405576679,3945
542303,2024,0.5803394313422967,4537
542303,2025,0.5890358443549933,5217
542303,2026,0.5766913410225513,5809
542340,2015,,0
542340,2016,,128
542340,2017,0.5675340768277573,807
542340,2018,0.4967845659163987,1244
542340,2019,0.4772727272727273,1760
542340,2020,0.5028294260307195,2474
542340,2021,0.4875046624393883,2681
542340,2022,0.48085373509102325,3186
542364,2016,,0
542364,2018,0.4577114427860697,201
542364,2021,0.39825581395348836,344
542364,2022,0.4807692307692308,676
542364,2023,0.4699140401146132,1047
542436,2016,,0
542454,2015,,0
542454,2016,0.2743682310469314,277
542454,2017,0.3142857142857143,525
542454,2019,0.3442389758179232,703
542454,2021,0.4596375617792422,1214
542455,2016,,0
542513,2017,,0
542583,2017,,0
542583,2018,0.5401929260450161,311
542583,2019,0.6173120728929385,878
542583,2020,0.5740592473979184,1249
542583,2021,0.5815699658703072,1465
542583,2022,0.5853164556962025,1975
542583,2023,0.5382755842062853,2482
542908,2016,,0
542908,2017,0.4675324675324675,231
542921,2015,,0
542921,2016,0.4394618834080717,223
542921,2017,0.3995433789954338,438
542921,2018,0.41954590325765057,1013
542921,2019,0.4056537102473498,1415
542932,2019,,0
542932,2020,0.5365853658536586,287
542932,2021,0.5252293577981652,436
542932,2022,0.4780763790664781,707
542932,2023,0.47794779477947796,1111
542932,2025,0.4837451235370611,1538
542979,2016,,0
542979,2017,0.4349593495934959,246
542979,2019,0.4076163610719323,709
542993,2015,,0
542993,2016,0.5269784172661871,556
542994,2015,,0
543063,2015,,0
543063,2016,0.5704099821746881,561
543063,2017,0.5591216216216216,1184
543063,2018,0.5353477765108324,1754
543063,2019,0.5129842486164325,2349
543063,2020,0.49433184472689795,2911
543063,2021,0.49806701030927836,3104
543063,2022,0.5294278675061593,3653
543063,2023,0.5168976416241187,4113
543068,2015,,0
543068,2016,0.4876237623762376,404
543068,2017,0.5477031802120141,849
543068,2018,0.5270049099836334,1222
543068,2019,0.5285874439461884,1784
543068,2021,0.533946561541831,2283
543068,2022,0.5607773851590107,2830
543068,2023,0.5557481224725592,3462
543105,2016,,0
543105,2019,0.6341463414634146,287
543105,2020,0.6247379454926625,477
543105,2021,0.6604938271604939,648
543213,2015,,0
543213,2016,0.490079365079365,504
543216,2015,,0
543216,2016,0.3557312252964427,253
543228,2015,,0
543228,2016,0.3615384615384615,390
543228,2017,0.3374045801526717,655
543228,2018,0.3815028901734103,1038
543228,2019,0.3985064494229463,1473
543228,2020,0.40884279475982527,1832
543228,2021,0.4164959016393442,1952
543228,2022,0.43298969072164945,2328
543228,2023,0.4307516215185044,2621
543238,2015,,0
543238,2016,0.3780260707635009,537
543257,2016,,0
543257,2017,0.5038560411311054,389
543257,2018,0.5212264150943396,848
543257,2019,0.5098784194528876,1316
543257,2020,0.4974986103390773,1799
543257,2021,0.5107985936715218,1991
543257,2022,0.5161532682193839,2662
543257,2023,0.48583253740846866,3141
543257,2024,0.4863802302723954,3561
543281,2015,,0
543281,2016,0.4743875278396436,449
543281,2017,0.49743062692702983,973
543281,2018,0.5148514851485149,1515
543281,2019,0.49814716781365803,1889
543281,2021,0.481335952848723,2036
543281,2022,0.49441233140655105,2595
543281,2023,0.4864238410596026,3020
543302,2015,,0
543302,2016,,113
543302,2017,0.4336917562724014,279
543305,2015,,0
543305,2016,0.5217391304347826,391
543305,2017,0.4541832669322709,753
543305,2018,0.5278276481149012,1114
543305,2019,0.5742924528301887,1696
543305,2020,0.5684264479753972,1951
543305,2021,0.5716928769657724,2162
543305,2022,0.5613805155089558,2289
543305,2023,0.5344513306598615,2743
543308,2017,,0
543308,2018,,191
543308,2019,0.4194831013916501,503
543309,2021,,0
543309,2022,0.3886255924170616,211
543309,2023,0.4139433551198257,459
543309,2024,0.4,720
543309,2025,0.42929806714140384,983
543333,2015,,0
543333,2016,0.6402985074626866,670
543333,2017,0.6028421839940165,1337
543333,2018,0.6301642608262817,2009
543333,2019,0.5876442128768143,2687
543333,2020,0.5642324888226528,3355
543333,2021,0.5733409285103959,3511
543333,2022,0.5619327937208732,4077
543333,2023,0.5542704626334519,4496
543376,2015,,0
543376,2016,0.48169014084507045,355
543376,2017,0.3689516129032258,496
543376,2018,0.3753280839895013,762
543401,2015,,0
543401,2016,0.5678627145085804,641
543401,2017,0.5699248120300752,1330
543401,2018,0.5513196480938416,1705
543401,2019,0.540962288686606,2307
543401,2020,0.5372604684173172,2818
543432,2015,,0
543434,2015,,0
543434,2016,0.4096185737976783,603
543484,2015,,0
543484,2016,,115
543484,2017,0.35369774919614144,311
543484,2018,0.45362318840579713,690
543510,2015,,0
543510,2016,0.3685446009389671,426
543510,2017,0.344180225281602,799
543510,2018,0.3825503355704698,1192
543510,2019,0.3466666666666667,1650
543510,2020,0.3756464503996239,2127
543510,2021,0.38829311885612156,2238
543510,2022,0.37533006412674463,2651
543510,2023,0.3705137227304715,2842
543510,2024,0.37222946544980445,3068
543510,2025,0.3764385221078134,3302
543543,2015,,0
543543,2016,0.4567404426559356,497
543543,2017,0.5022747952684259,1099
543543,2018,0.47015915119363394,1508
543543,2019,0.4501133786848073,1764
543543,2020,0.46794208893485006,1934
543543,2021,0.4736592311343142,2107
543543,2022,0.47766599597585513,2485
543590,2015,,0
543590,2016,,141
543592,2019,,0
543592,2020,0.5261194029850746,268
543592,2021,0.565121412803532,453
543592,2022,0.5641421947449768,647
543592,2023,0.5167144221585482,1047
543685,2015,,0
543685,2016,0.4269662921348314,356
543685,2017,0.5478087649402389,1004
543685,2018,0.6322981366459627,1610
543685,2019,0.6610859728506787,2210
543685,2020,0.7146358543417367,2856
543685,2021,0.7147020725388601,3088
543685,2022,0.7003296373988612,3337
543685,2023,0.6884735202492211,3531
543685,2024,0.6805705059203444,3716
543742,2015,,0
543760,2015,,0
543760,2016,0.4262023217247098,603
543760,2017,0.46775510204081633,1225
543760,2018,0.47734326505276226,1611
543760,2019,0.48293736501079915,2315
543760,2020,0.546374918354017,3062
543760,2021,0.5403274711946634,3298
543760,2022,0.5685884691848907,4024
543760,2023,0.5717894736842105,4750
543760,2024,0.5884811046511628,5504
543760,2025,0.5846994535519126,6222
543760,2026,0.5780671895811751,6757
543768,2015,,0
543768,2016,0.5577689243027888,251
543768,2017,0.5044814340588989,781
543768,2018,0.5698847262247838,1388
543768,2019,0.5910931174089069,1976
543768,2020,0.5427426536064114,2246
543768,2021,0.5296540362438221,2428
543776,2015,,0
543776,2016,,166
543776,2018,0.4692874692874693,407
543807,2015,,0
543807,2016,0.5388026607538803,451
543807,2017,0.5564853556485355,1195
543807,2018,0.6110503282275711,1828
543807,2019,0.6044135676338374,2447
543807,2020,0.6393606393606394,3003
543807,2021,0.645891472868217,3225
543807,2022,0.6515278945892907,3567
543807,2023,0.6517341040462428,4152
543807,2024,0.6355739400206826,4835
543807,2025,0.6188291429620114,5449
543829,2015,,0
543829,2016,0.5886850152905199,654
543829,2017,0.548,1000
543829,2018,0.5560802833530106,1694
543829,2019,0.5267309377738826,2282
543877,2016,,0
543877,2017,,184
543877,2018,0.43100189035916825,529
543877,2019,0.39974937343358397,798
543877,2020,0.4723275208491281,1319
543877,2021,0.48010610079575594,1508
543877,2022,0.47035376183358246,2007
543877,2023,0.4739005343197698,2433
543877,2024,0.45480631276901007,2788
543877,2025,0.44150821785369,3103
543939,2015,,0
543939,2016,0.5187601957585645,613
543939,2017,0.5015384615384615,975
543939,2018,0.528478731074261,1387
543939,2019,0.5236768802228412,1795
543939,2020,0.5388225255972696,2344
543939,2021,0.5338817077947513,2553
543939,2022,0.5435139573070608,3045
543939,2023,0.5479954827780915,3542
544369,2015,,0
544369,2016,0.4688581314878893,578
544369,2017,0.5187074829931972,1176
544369,2018,0.5647193585337915,1746
544369,2019,0.6073434125269979,2315
544369,2020,0.6107559232794284,2659
544369,2021,0.6200828157349897,2898
544369,2022,0.6020562443302087,3307
544725,2017,,0
544725,2018,0.4923547400611621,327
544725,2019,0.44518272425249167,602
544725,2021,0.4278688524590164,1220
544725,2022,0.44037780401416765,1694
544925,2015,,0
545121,2019,,0
545121,2022,0.5592417061611374,211
545121,2023,0.5368663594470046,434
545121,2024,0.5436893203883495,721
545121,2025,0.5141187925998053,1027
545121,2026,0.5156794425087108,1148
545338,2015,,0
545338,2016,,109
545338,2017,0.3973509933774834,302
545341,2015,,0
545341,2016,0.5498575498575499,351
545341,2017,0.525934861278649,829
545341,2018,0.5066876475216365,1271
545341,2019,0.515868436237738,1733
545341,2020,0.506136267456623,2363
545341,2021,0.5158057054741712,2594
545341,2022,0.5125756128621458,3141
545341,2023,0.5066558000543331,3681
545341,2024,0.5090296171442331,4153
545341,2025,0.5214350180505415,4432
545350,2015,,0
545350,2016,0.4117647058823529,374
545350,2017,0.3726346433770015,687
545350,2018,0.42283298097251587,946
545350,2019,0.4135593220338983,1180
545350,2021,0.4176117411607739,1499
545358,2018,,0
545358,2019,0.3849206349206349,252
545358,2020,0.23809523809523808,399
545358,2021,0.32936507936507936,504
545358,2022,0.36529126213592233,824
545361,2015,,0
545361,2016,0.7144948755490483,683
545361,2017,0.7573313782991202,1364
545361,2018,0.7926242650988776,1871
545361,2019,0.8031464300121016,2479
545361,2020,0.8200714517700552,3079
545361,2021,0.8177710843373494,3320
545361,2022,0.8133294864396999,3466
545361,2023,0.8023197175995965,3966
545361,2024,0.781011781011781,4329
545361,2025,0.7782267115600449,4455
545361,2026,0.7422700977458607,5013
546318,2015,,0
546318,2016,0.4376163873370577,537
546318,2017,0.48120300751879697,1197
546318,2018,0.48467650397275824,1762
546318,2019,0.486646884272997,2359
546318,2021,0.4803843074459568,2498
546318,2022,0.48862876254180604,2990
546990,2021,,0
546991,2016,,0
546991,2017,,117
546991,2018,0.5659090909090908,440
546991,2019,0.5054347826086957,920
546991,2022,0.48636009353078724,1283
547004,2017,,0
547004,2019,,173
547004,2020,0.4078498293515358,586
547004,2021,0.43924050632911393,790
547170,2017,,0
547170,2018,,166
547172,2016,,0
547172,2017,0.4782608695652174,230
547172,2018,0.40524193548387094,496
547172,2019,0.42134831460674155,712
547172,2020,0.42488888888888887,1125
547180,2015,,0
547180,2016,0.8534351145038168,655
547180,2017,0.7542901716068643,1282
547180,2018,0.7739571589627959,1774
547180,2019,0.7401861594496155,2471
547180,2020,0.7213062777425492,3154
547180,2021,0.7263095938787522,3398
547180,2022,0.7346173086543272,3998
547180,2023,0.7294915254237289,4425
547180,2024,0.7219875276604305,4971
547180,2025,0.7134951802927526,5602
547180,2026,0.7044645745713362,6182
547379,2015,,0
547379,2016,0.4229074889867841,227
547379,2017,0.36650485436893204,412
547379,2018,0.37367624810892586,661
547379,2019,0.3237657864523536,871
547379,2020,0.3698940998487141,1322
547379,2021,0.3463687150837989,1432
547957,2016,,0
547957,2017,0.5072046109510087,347
547982,2015,,0
547982,2016,0.3344051446945337,311
547982,2017,0.38228699551569506,892
547982,2018,0.37281553398058254,1030
547982,2019,0.4067919075144509,1384
547989,2015,,0
547989,2016,0.6152694610778443,668
547989,2017,0.5920763022743947,1363
547989,2018,0.6285574092247301,2038
547989,2019,0.6190659976842918,2591
547989,2020,0.6179604261796042,3285
547989,2021,0.6321871476888388,3548
547989,2022,0.6320418350368433,4207
547989,2023,0.6241816693944353,4888
547989,2024,0.6069669888747037,5483
553869,2017,,0
553869,2018,0.35,200
553869,2019,0.48846960167714887,477
553869,2021,0.43757725587144625,809
553869,2022,0.4906779661016949,1180
553869,2023,0.4695707879564382,1561
553869,2024,0.4652611403929085,2087
553869,2025,0.4575645756457565,2439
553882,2016,,0
553882,2017,,117
553882,2018,0.42233009708737856,412
553882,2019,0.4482288828337875,734
553882,2020,0.49548069022185703,1217
553882,2021,0.46835443037974683,1343
553882,2022,0.47627024008933555,1791
553882,2023,0.4559386973180077,2088
553902,2019,,0
553902,2021,0.6,205
553988,2017,,0
553988,2018,,181
553993,2015,,0
553993,2016,0.465,400
553993,2017,0.46699029126213587,1030
553993,2018,0.5087191822008419,1663
553993,2019,0.5456148082855884,2269
553993,2020,0.5634379263301501,2932
553993,2021,0.5624407208346507,3163
553993,2022,0.5453572384265454,3737
553993,2023,0.5346920082436455,4367
553993,2024,0.5148162781509285,5062
553993,2025,0.5170962651236192,5703
553993,2026,0.5244381581015244,6363
554429,2015,,0
570256,2015,,0
570256,2016,0.4938837920489297,654
570256,2017,0.5499194847020934,1242
570256,2018,0.534503631961259,1652
570256,2019,0.5614997713763146,2187
570256,2020,0.5522514868309261,2354
570256,2021,0.5284810126582279,2528
570267,2015,,0
570267,2016,,187
570267,2017,0.43162393162393164,468
570267,2018,0.516728624535316,1076
570267,2019,0.4794207317073171,1312
570481,2017,,0
570481,2018,,115
570481,2019,0.3953488372093023,258
570481,2020,0.3502415458937198,414
570481,2021,0.3344316309719934,607
570482,2015,,0
570482,2017,0.3333333333333333,288
570482,2019,0.3443708609271523,453
570482,2020,0.5199138858988159,929
570482,2021,0.5494106980961015,1103
570482,2022,0.5087378640776699,1545
570482,2023,0.5124045801526718,2096
570482,2024,0.5068846815834768,2324
570482,2025,0.49369823550594166,2777
570489,2017,,0
570560,2015,,0
570560,2016,0.33966745843230395,421
570560,2017,0.3384615384615384,585
570560,2018,0.4075067024128686,1119
570560,2019,0.4090909090909091,1782
570615,2016,,0
570717,2016,,0
570731,2015,,0
570731,2016,0.48598130841121484,321
570731,2017,0.5082644628099173,968
570731,2018,0.5517031630170316,1644
570731,2019,0.5291375291375291,2145
570731,2020,0.5270218474511307,2609
570731,2021,0.5290739411342427,2786
570731,2022,0.5277456647398844,3460
570731,2023,0.501007049345418,3972
570799,2018,,0
571431,2015,,0
571431,2016,,186
571431,2017,0.48927875243664715,513
571431,2018,0.5397727272727273,880
571431,2019,0.5566502463054187,1218
571437,2015,,0
571437,2016,,161
571437,2017,0.43444730077120824,389
571437,2018,0.5286783042394015,802
571448,2015,,0
571448,2016,0.7684210526315789,665
571448,2017,0.7942689199118296,1361
571448,2018,0.7985294117647059,2040
571448,2019,0.7851087357169185,2713
571448,2020,0.7905805687203792,3376
571448,2021,0.7805423539278725,3577
571448,2022,0.7635933806146572,4230
571448,2023,0.7616986188414759,4851
571448,2024,0.7432753888380604,5465
571448,2025,0.719672131147541,6100
571448,2026,0.7076640660853603,6537
571466,2015,,0
571466,2016,0.3709090909090909,275
571466,2017,0.4261119081779053,697
571466,2018,0.44295900178253117,1122
571466,2019,0.44038929440389296,1644
571466,2020,0.43824701195219123,2008
571466,2021,0.43673276676109535,2118
571466,2022,0.43056664006384676,2506
571466,2023,0.40440653873489696,2814
571506,2015,,0
571506,2016,0.5491071428571429,448
571506,2017,0.5805194805194805,770
571506,2018,0.6155129274395329,1199
571506,2019,0.5705882352941176,1700
571595,2018,,0
571602,2017,,0
571602,2018,0.3544018058690745,443
571657,2019,,0
571657,2021,,199
571657,2022,0.48148148148148145,729
571657,2023,0.49085365853658536,1312
571657,2024,0.4895895300416419,1681
571657,2025,0.4830993239729589,1923
571679,2018,,0
571681,2017,,0
571697,2015,,0
571697,2016,0.41687979539641934,391
571697,2017,0.4449197860962567,935
571697,2018,0.5314245810055865,1432
571697,2019,0.555019305019305,2072
571718,2017,,0
571718,2018,0.564748201438849,278
571718,2019,0.5021834061135371,458
571718,2020,0.49672489082969434,916
571718,2021,0.4842592592592593,1080
571740,2015,,0
571740,2016,0.4713656387665198,454
571740,2017,0.4836244541484716,916
571740,2018,0.47130883301096066,1551
571740,2019,0.4497153700189753,2108
571740,2021,0.42990654205607476,2461
571745,2016,,0
571745,2017,,123
571745,2018,0.5495327102803739,535
571745,2019,0.5818330605564648,1222
571745,2021,0.5713337757133378,1507
571745,2022,0.5759090909090909,2200
571745,2023,0.5655905190028606,2447
571745,2024,0.5487485991781845,2677
571757,2016,,0
571771,2015,,0
571771,2016,0.5137614678899083,218
571771,2017,0.4134199134199134,462
571771,2018,0.4509316770186335,805
571771,2019,0.510655090765588,1267
571771,2020,0.5136074116965836,1727
571771,2021,0.5125333333333333,1875
571771,2022,0.5255889520714866,2462
571771,2023,0.5148342059336823,2865
571771,2024,0.504742145820984,3374
571771,2025,0.49761019649495486,3766
571788,2015,,0
571788,2016,0.4568627450980392,510
571788,2017,0.47784431137724553,835
571788,2018,0.45045045045045046,999
571788,2019,0.47364568081991215,1366
571788,2020,0.47922937989163156,1661
571788,2021,0.4671945701357466,1768
571830,2016,,0
571830,2017,0.590778097982709,347
571841,2017,,0
571851,2018,,0
571875,2015,,0
