batter,year,prior_career_fp_per_pa,prior_career_pa
571875,2016,0.3836317135549872,391
571875,2017,0.513677811550152,987
571875,2018,0.56,1625
571875,2019,0.5418454935622318,1864
571875,2021,0.5334928229665071,2090
571875,2022,0.5243362831858407,2260
571912,2016,,0
571912,2017,,126
571912,2018,0.20610687022900764,262
571912,2019,0.281947261663286,493
571912,2022,0.25884244372990356,622
571912,2023,0.27053140096618356,828
571912,2024,0.29990262901655307,1027
571918,2017,,0
571970,2015,,0
571970,2016,,112
571970,2018,0.3551020408163265,245
571970,2019,0.5881542699724518,726
571970,2020,0.6311787072243346,1315
571970,2021,0.6108626198083067,1565
571970,2022,0.6408711770157554,2158
571970,2023,0.6077855306647081,2723
571970,2024,0.6126589945487583,3302
571970,2025,0.6158995815899582,3585
571970,2026,0.62058526740666,3964
571974,2015,,0
571974,2018,,172
571976,2015,,0
571976,2016,0.5652173913043478,253
571976,2017,0.592274678111588,932
571976,2018,0.5587863463969659,1582
571976,2019,0.5451713395638629,1926
571976,2020,0.5142620917734602,2419
571976,2021,0.5324232081911263,2637
571976,2022,0.5215173732865795,3137
571976,2023,0.5106631609699095,3423
571980,2016,,0
571980,2018,0.5315068493150685,365
571980,2019,0.48905109489051096,548
571980,2020,0.495260663507109,844
571980,2021,0.47715736040609136,985
571980,2022,0.5052119527449618,1439
572008,2015,,0
572008,2016,0.302536231884058,552
572008,2017,0.4013738959764475,1019
572008,2018,0.4295874822190612,1406
572008,2019,0.4122448979591837,1715
572019,2015,,0
572033,2015,,0
572033,2017,0.5245901639344263,244
572033,2018,0.4594594594594595,407
572033,2019,0.44597249508840864,509
572039,2015,,0
572039,2016,0.5859375,256
572039,2017,0.5796460176991151,904
572039,2018,0.5371647509578544,1305
572039,2019,0.5635792778649922,1911
572039,2020,0.5483731019522776,2305
572039,2021,0.5363489499192245,2476
572039,2022,0.5206456456456456,2664
572041,2015,,0
572041,2017,0.7355126300148589,673
572041,2018,0.7085162423178226,1139
572041,2019,0.6785490931832395,1599
572041,2020,0.6625450798557445,1941
572041,2021,0.6644981412639405,2152
572041,2022,0.6693861693861693,2574
572041,2023,0.63495646565624,3101
572073,2016,,0
572073,2017,0.4184397163120567,282
572073,2018,0.3828264758497316,559
572073,2019,0.4025316455696202,790
572114,2016,,0
572114,2017,0.5848484848484848,330
572122,2015,,0
572122,2016,0.5924308588064047,687
572122,2017,0.6341642228739003,1364
572122,2018,0.6168734491315137,2015
572122,2019,0.5755857898715041,2646
572122,2020,0.5791518290708967,3089
572122,2021,0.5882529217860354,3337
572138,2023,,0
572138,2024,,105
572180,2015,,0
572191,2015,,0
572191,2016,0.3424657534246575,511
572191,2017,0.339572192513369,748
572191,2018,0.3949152542372881,1180
572191,2021,0.3859424920127795,1565
572191,2022,0.38013371537726837,2094
572191,2023,0.3794590356722854,2551
572191,2024,0.38652602926165364,2939
572191,2025,0.37025609379821045,3241
572204,2015,,0
572204,2016,,135
572204,2018,0.5465994962216625,397
572204,2022,0.42696629213483145,534
572204,2023,0.4569620253164557,790
572228,2017,,0
572228,2018,,124
572228,2019,0.7052631578947368,285
572228,2020,0.5937106918238994,795
572228,2021,0.6423712342079689,1029
572228,2022,0.6055118110236221,1270
572233,2019,,0
572233,2020,0.5570247933884298,605
572233,2021,0.5648584905660378,848
572233,2022,0.5174013921113689,1293
572233,2023,0.5471698113207547,1961
572233,2024,0.5731150038080731,2626
572233,2025,0.5721925133689839,3179
572233,2026,0.5501440167583137,3819
572287,2015,,0
572287,2016,0.1413881748071979,389
572287,2017,0.24268502581755588,581
572287,2018,0.3366141732283464,1016
572287,2019,0.3209007741027445,1421
572287,2021,0.30760233918128654,1710
572287,2022,0.35827338129496406,2085
572287,2023,0.34692028985507245,2208
572365,2015,,0
572365,2016,0.4405594405594406,429
572365,2017,0.3728,625
572365,2018,0.38546458141674333,1087
572365,2019,0.36920529801324503,1208
572669,2017,,0
572761,2015,,0
572761,2016,0.6221889055472264,667
572761,2017,0.6334144363341444,1233
572761,2018,0.625,1856
572761,2019,0.6320568495854718,2533
572761,2020,0.6003305785123967,3025
572761,2021,0.5907952410770194,3194
572761,2022,0.5659117305458768,3444
572761,2023,0.5825458588104503,3598
572761,2024,0.5688216892596455,3836
572816,2015,,0
572816,2016,0.5769230769230769,234
572816,2017,0.5127551020408163,784
572816,2018,0.5134370579915134,1414
572816,2019,0.5331278890600925,1947
572816,2020,0.5561545372866128,2226
572816,2021,0.5496715927750411,2436
572816,2022,0.5405212424134238,2801
572816,2023,0.5345384118786314,3098
572821,2015,,0
572821,2016,0.5517730496453901,705
572821,2017,0.6277738010021474,1397
572821,2018,0.6390870185449358,2103
572821,2019,0.6106032906764168,2735
572863,2017,,0
572863,2019,,126
573131,2015,,0
573131,2020,0.46464646464646453,297
573131,2021,0.5113350125944583,397
573131,2022,0.5458392101551481,709
573135,2015,,0
573135,2016,0.405511811023622,254
573135,2017,0.45549738219895286,573
573135,2018,0.3687281213535589,857
573262,2019,,0
573262,2020,0.5888077858880778,411
573262,2021,0.6367924528301887,636
573262,2022,0.5965811965811966,1170
573262,2023,0.5482938114517062,1729
573262,2024,0.5417061611374407,2110
573262,2025,0.5299806576402321,2585
573262,2026,0.5246579700922686,3143
573627,2015,,0
573627,2016,,185
573627,2017,0.38950276243093923,362
575929,2016,,0
575929,2017,0.5473684210526316,285
575929,2018,0.5932678821879382,713
575929,2019,0.5258552108194113,1257
575929,2020,0.5522208883553421,1666
575929,2021,0.5489159175039662,1891
575929,2022,0.5347368421052632,2375
575929,2023,0.5427872860635696,2863
575929,2024,0.5464562239428231,3358
575929,2025,0.5449407965554359,3716
575929,2026,0.5431175508296331,4279
576397,2015,,0
576397,2016,0.3978260869565217,460
576397,2017,0.4888641425389755,898
576397,2018,0.5119305856832972,1383
576397,2019,0.5165266106442578,1785
576397,2020,0.5021208907741251,1886
578428,2015,,0
578428,2016,0.4823788546255506,454
578428,2017,0.4731404958677686,968
578428,2018,0.48249828414550444,1457
578428,2019,0.49791883454734653,1922
578428,2020,0.5065252854812398,2452
578428,2021,0.5190165194006915,2603
578428,2022,0.5170199100834939,3114
578428,2024,0.5145170295924065,3582
578428,2025,0.5214803312629399,3864
581527,2015,,0
581527,2016,0.6736401673640168,239
581527,2017,0.5782414307004471,671
581527,2018,0.5645161290322581,868
588751,2015,,0
588751,2016,0.464,500
588751,2017,0.4221585482330468,1047
588751,2018,0.4258064516129032,1395
588751,2019,0.4201631701631702,1716
591720,2016,,0
591720,2017,,169
591720,2018,0.4811881188118811,505
591720,2021,0.4645799011532124,607
591741,2017,,0
591741,2018,0.5462555066079295,227
591741,2019,0.5118343195266272,338
591994,2017,,0
592122,2018,,0
592122,2019,0.4646840148698885,269
592178,2015,,0
592178,2016,0.5497702909647779,653
592178,2017,0.6378418329637842,1353
592178,2018,0.6592372461614661,2019
592178,2019,0.6380145278450363,2478
592178,2020,0.6417095115681234,3112
592178,2021,0.6288343558282209,3260
592178,2022,0.6243826358201195,3847
592178,2023,0.6236345580933466,4028
592178,2024,0.6087554435021774,4363
592192,2015,,0
592192,2017,0.5587628865979382,485
592192,2018,0.4851190476190476,672
592192,2019,0.5161588180978762,1083
592192,2020,0.5632911392405063,1580
592192,2021,0.5650027427317609,1823
592192,2022,0.5608660130718954,2448
592192,2023,0.5595317725752509,2990
592192,2024,0.5595884538439554,3499
592192,2025,0.54442200908632,3962
592200,2015,,0
592200,2016,,113
592200,2018,0.3655913978494624,372
592200,2019,0.4015151515151515,528
592200,2021,0.41830065359477125,765
592200,2022,0.40160642570281124,996
592200,2024,0.39419795221843,1172
592206,2015,,0
592206,2016,0.3915966386554622,595
592206,2017,0.4510556621880998,1042
592206,2018,0.4994145199063232,1708
592206,2019,0.5222129086336965,2386
592206,2020,0.5398230088495575,3051
592206,2021,0.5399331916185849,3293
592206,2022,0.5696235172769469,3878
592206,2023,0.5499211178724364,4437
592206,2024,0.5455968688845401,5110
592206,2025,0.5427927927927928,5772
592230,2017,,0
592230,2018,,117
592261,2015,,0
592261,2016,0.5232323232323233,495
592261,2017,0.4813753581661891,698
592261,2018,0.4727592267135325,1138
592261,2019,0.45003265839320705,1531
592261,2020,0.4394017534811759,1939
592273,2016,,0
592273,2017,0.516,500
592273,2019,0.5020408163265306,980
592273,2022,0.45409950946040645,1427
592273,2023,0.5,1998
592273,2024,0.5081316937723126,2521
592325,2017,,0
592325,2018,0.463768115942029,552
592325,2019,0.458628841607565,846
592325,2020,0.436046511627907,1204
592325,2021,0.42674680691209615,1331
592325,2022,0.41628175519630484,1732
592348,2018,,0
592348,2019,0.4593495934959349,492
592348,2020,0.4457083764219234,967
592348,2021,0.41448516579406625,1146
592387,2016,,0
592387,2017,0.5880281690140845,284
592387,2018,0.5129358830146231,889
592387,2019,0.4939929328621908,1415
592407,2016,,0
592407,2018,,130
592407,2019,0.3344594594594595,296
592444,2017,,0
592444,2018,,154
592444,2019,0.2717041800643087,622
592444,2020,0.32217573221757323,956
592444,2021,0.3455399061032864,1065
592450,2017,,0
592450,2018,0.7595870206489675,678
592450,2019,0.6884550084889643,1178
592450,2020,0.660923076923077,1625
592450,2021,0.6641748131109834,1739
592450,2022,0.6606239460370995,2372
592450,2023,0.7105606258148631,3068
592450,2024,0.7146908678389109,3526
592450,2025,0.7468085106382979,4230
592450,2026,0.766958647382359,4909
592518,2015,,0
592518,2016,0.6858345021037868,713
592518,2017,0.6827537260468417,1409
592518,2018,0.6568300809138505,2101
592518,2019,0.6736654804270462,2810
592518,2020,0.6561059907834101,3472
592518,2021,0.6691709149449959,3727
592518,2022,0.6737637362637363,4368
592518,2023,0.6767757382282522,5012
592518,2024,0.6688635553972212,5614
592518,2025,0.6632522407170295,6248
592518,2026,0.6574274577739281,6927
592530,2020,,0
592530,2021,,115
592567,2018,,0
592567,2019,0.5096774193548387,465
592567,2020,0.4948347107438016,968
592567,2021,0.4991438356164384,1168
592567,2022,0.48330058939096265,1527
592609,2015,,0
592620,2016,,0
592620,2017,,151
592621,2015,,0
592626,2015,,0
592626,2016,0.4376068376068376,585
592626,2017,0.5,1064
592626,2018,0.5097332372025956,1387
592626,2019,0.5428727471327144,1831
592626,2020,0.5733162830349531,2346
592626,2021,0.5688405797101449,2484
592626,2022,0.5536075522589345,2966
592626,2023,0.5645778170050014,3399
592626,2024,0.5630230125523012,3824
592626,2025,0.5717294640767611,4273
592647,2015,,0
592663,2015,,0
592663,2016,0.5010706638115632,467
592663,2017,0.4990118577075099,1012
592663,2018,0.5179132620993087,1591
592663,2019,0.5424528301886793,2120
592663,2020,0.5607958732498157,2714
592663,2021,0.5672052251632863,2909
592663,2022,0.5625181317087322,3447
592663,2023,0.5720698254364089,4010
592663,2024,0.5648351648351648,4550
592663,2025,0.556406124093473,4964
592669,2017,,0
592669,2018,0.4446764091858037,479
592669,2019,0.50271444082519,921
592669,2020,0.4978813559322034,1416
592669,2021,0.4977491961414791,1555
592669,2022,0.5340855665256229,2127
592669,2023,0.5377073906485671,2652
592669,2024,0.5234375,3200
592669,2025,0.5179359823399559,3624
592680,2018,,0
592685,2017,,0
592685,2018,,121
592696,2015,,0
592696,2016,0.4757894736842105,475
592696,2017,0.4571773220747889,829
592696,2018,0.5282087447108603,1418
592696,2019,0.554726368159204,2010
592696,2020,0.590157631680123,2601
592696,2021,0.5988700564971752,2832
592696,2022,0.5982747997535428,3246
592696,2023,0.5765073947667805,3516
592696,2024,0.5694444444444444,4032
592710,2017,,0
592743,2015,,0
592743,2016,0.4922813036020583,583
592743,2017,0.5112570356472795,1066
592743,2018,0.5486880466472304,1715
592743,2019,0.5703799654576857,2316
592743,2020,0.5664233576642336,2740
592743,2021,0.5643529822113708,2867
592808,2016,,0
592808,2017,,115
592859,2019,,0
592863,2018,,0
592885,2015,,0
592885,2016,0.5104364326375711,527
592885,2017,0.5657672849915683,1186
592885,2018,0.5746943115364168,1881
592885,2019,0.6374407582938388,2532
592885,2020,0.6873393316195373,3112
592885,2021,0.6731169991068771,3359
592885,2022,0.6520605112154408,3834
592885,2023,0.6273029966703663,4505
592885,2024,0.6274089935760171,5137
592885,2025,0.6327953044754219,5452
593160,2016,,0
593160,2017,0.45180722891566255,332
593160,2018,0.5804776739356179,963
593160,2019,0.587672052663076,1671
593160,2020,0.5901911886949294,2406
593160,2021,0.5960314488955447,2671
593160,2022,0.5913915094339622,3392
593160,2023,0.5811359026369168,3944
593160,2024,0.5726250826537359,4537
593428,2015,,0
593428,2016,0.5611620795107034,654
593428,2017,0.5934545454545455,1375
593428,2018,0.5780318091451292,2012
593428,2019,0.6061657032755299,2595
593428,2020,0.6376327769347496,3295
593428,2021,0.6404430559500142,3521
593428,2022,0.6411251212415131,4124
593428,2023,0.6334384858044164,4755
593428,2024,0.624792473713337,5421
593428,2025,0.613551242764726,5874
593428,2026,0.6048825999067019,6431
593495,2015,,0
593495,2016,,100
593523,2019,,0
593528,2017,,0
593528,2018,0.428909952606635,422
593643,2015,,0
593643,2019,,104
593643,2020,0.5137614678899084,654
593643,2021,0.5197740112994351,885
593643,2022,0.5184210526315789,1140
593700,2017,,0
593700,2018,0.4017094017094017,234
593871,2016,,0
593871,2017,0.4925925925925926,270
593871,2018,0.5466830466830467,814
593871,2019,0.5457715780296426,1147
593871,2020,0.5780659103187467,1851
593871,2021,0.562349542609533,2077
593871,2022,0.5887541345093715,2721
593871,2023,0.5803599621092517,3167
593871,2024,0.5739105667900883,3511
593871,2025,0.5447236180904522,3980
593934,2015,,0
593934,2016,0.5432835820895522,335
593934,2017,0.463855421686747,830
593934,2018,0.484779299847793,1314
593934,2019,0.45325077399380803,1615
593934,2020,0.48905109489051096,2055
593934,2021,0.47743362831858405,2260
593993,2018,,0
594011,2018,,0
594011,2019,0.3311258278145695,302
594694,2017,,0
594694,2018,0.41643835616438346,365
594694,2019,0.4397076735688185,821
594694,2021,0.4227979274611399,965
594777,2015,,0
594777,2016,0.4607558139534883,688
594777,2017,0.5143277002204262,1361
594777,2018,0.5066997518610422,2015
594777,2019,0.4894859813084112,2568
594777,2020,0.499843798812871,3201
594777,2021,0.5131195335276968,3430
594777,2022,0.5067810683642402,3613
594777,2023,0.4814264487369985,4038
594807,2016,,0
594807,2017,0.5799011532125206,607
594807,2018,0.553343949044586,1256
594807,2019,0.5175282234105764,1683
594807,2020,0.5212355212355212,1813
594807,2021,0.5326409495548962,2022
594807,2022,0.5349107835531419,2578
594807,2023,0.5162404975812025,2894
594807,2024,0.5201724668925162,3247
594809,2015,,0
594809,2016,0.5425685425685426,693
594809,2017,0.5485714285714286,1400
594809,2018,0.5620437956204379,1507
594809,2019,0.564430244941427,1878
594809,2020,0.5686661404893449,2534
594809,2021,0.5627306273062731,2710
594824,2016,,0
594824,2017,0.4747081712062256,257
594824,2018,0.42047531992687387,547
594824,2019,0.40397350993377484,755
594828,2015,,0
594828,2016,0.5454545454545454,605
594828,2017,0.5516304347826086,1104
594828,2018,0.56962911126662,1429
594838,2015,,0
594838,2016,,119
594838,2020,0.49303621169916434,359
594838,2021,0.4837310195227766,461
594953,2018,,0
594988,2016,,0
594988,2017,0.549645390070922,282
594988,2018,0.5484662576687117,815
595144,2017,,0
595281,2015,,0
595281,2016,0.4906716417910448,536
595281,2017,0.5236096537250787,953
595281,2018,0.5218023255813954,1376
595281,2019,0.4951289398280802,1745
595281,2020,0.49550763701707096,2226
595281,2021,0.4939203354297694,2385
595281,2022,0.48703170028818443,2776
595281,2023,0.47965310206804534,2998
595281,2024,0.4838520258367587,3406
595284,2017,,0
595284,2018,0.3804878048780488,205
595284,2019,0.29285714285714287,420
595284,2021,0.2706896551724138,580
595375,2017,,0
595375,2018,0.3805668016194332,247
595375,2019,0.3920552677029361,579
595386,2015,,0
595453,2023,,0
595751,2017,,0
595751,2018,,114
595751,2019,0.3333333333333333,492
595751,2020,0.3448275862068966,957
595751,2021,0.3434247871333964,1057
595751,2022,0.3223684210526316,1368
595777,2016,,0
595777,2018,0.3928571428571428,308
595777,2019,0.5625692137320044,903
595777,2020,0.574438202247191,1424
595777,2021,0.5814382298709281,1627
595777,2022,0.5586071603727317,2039
595777,2023,0.5494627639866617,2699
595777,2024,0.5339956535237503,3221
595777,2025,0.5561277033985582,3884
595879,2016,,0
595879,2017,0.4811529933481153,451
595879,2018,0.509375,960
595879,2019,0.5759651307596513,1606
595879,2020,0.5832948777111213,2167
595879,2021,0.5553705245628643,2402
595879,2022,0.550321924771264,2951
595879,2023,0.5269545582839401,3543
595879,2024,0.5061124694376528,4090
595879,2025,0.49440511532313314,4379
595885,2015,,0
595885,2017,,178
595885,2018,0.5632183908045977,348
595909,2018,,0
595909,2019,0.49838187702265374,309
595909,2020,0.4748603351955307,537
595909,2021,0.45,660
595909,2022,0.38571428571428573,840
595909,2023,0.3815142576204523,1017
595909,2024,0.3726453726453726,1221
595943,2021,,0
595956,2019,,0
595956,2021,,142
595956,2023,0.37218045112781956,266
595963,2016,,0
595978,2015,,0
595978,2017,,152
595978,2018,0.31985940246045697,569
595978,2019,0.34933035714285715,896
595978,2021,0.32019308125502816,1243
595978,2022,0.30803858520900324,1555
595978,2023,0.29741151611199157,1893
595978,2024,0.2857142857142857,2107
595978,2025,0.2747447847314691,2253
596019,2015,,0
596019,2016,0.5909090909090909,440
596019,2017,0.6165480427046264,1124
596019,2018,0.6475365457498646,1847
596019,2019,0.677207867335133,2593
596019,2020,0.6816502463054187,3248
596019,2021,0.671977240398293,3515
596019,2022,0.6585003711952487,4041
596019,2023,0.6531171019376579,4748
596019,2024,0.6553817847286109,5435
596019,2025,0.6591503267973856,6120
596019,2026,0.659369527145359,6852
596056,2021,,0
596059,2015,,0
596059,2016,0.5881104033970276,471
596059,2017,0.5978260869565217,1104
596059,2018,0.5398633257403189,1756
596059,2019,0.5353403141361257,2292
596059,2020,0.5273043478260869,2875
596059,2021,0.5223288124379756,3023
596059,2022,0.508274231678487,3384
596059,2023,0.4959813326419497,3857
596103,2017,,0
596103,2018,,127
596103,2019,0.3597733711048159,353
596103,2020,0.37362637362637363,546
596103,2021,0.4246153846153846,650
596103,2022,0.4456066945606695,956
596103,2023,0.4613583138173302,1281
596103,2024,0.4536290322580645,1488
596103,2025,0.43411764705882355,1700
596105,2019,,0
596115,2016,,0
596115,2017,0.6411483253588517,418
596115,2018,0.5282051282051282,975
596115,2019,0.5893512851897185,1634
596115,2020,0.6101177496729175,2293
596115,2021,0.6133960047003525,2553
596115,2022,0.6103524928548746,3149
596115,2023,0.598589562764457,3545
596115,2024,0.5825478050094264,3713
596115,2025,0.5768525792092171,3819
596115,2026,0.5699597675458203,4474
596117,2022,,0
596117,2023,,122
596117,2024,0.4574898785425101,247
596119,2015,,0
596119,2018,0.44336569579288015,309
596129,2018,,0
596129,2019,,102
596129,2020,0.513595166163142,662
596129,2021,0.5075187969924813,798
596129,2022,0.4990530303030303,1056
596129,2023,0.5009887936717206,1517
596142,2016,,0
596142,2017,0.777292576419214,229
596142,2018,0.7015915119363395,754
596142,2019,0.6377325066430469,1129
596142,2020,0.6292063492063492,1575
596142,2021,0.5980615735461802,1754
596142,2022,0.5720145852324522,2194
596142,2023,0.5362101313320825,2665
596142,2024,0.5404023184452779,2933
596142,2025,0.5303454715219421,3213
596143,2015,,0
596143,2016,,105
596144,2016,,0
596144,2017,0.4490196078431372,510
596144,2018,0.4117647058823529,663
596144,2019,0.4,780
596146,2016,,0
596146,2017,0.5379464285714286,448
596146,2018,0.530511811023622,1016
596146,2019,0.5396435156730178,1627
596146,2020,0.5881294964028777,2224
596146,2021,0.5884297520661157,2420
596146,2022,0.5804123711340207,2910
596146,2023,0.5693865396069089,3358
596146,2024,0.5731358794492076,3849
596146,2025,0.5600282485875706,4248
596451,2018,,0
596451,2019,,143
596451,2020,0.45660377358490556,265
596748,2015,,0
596748,2016,0.6676557863501483,337
596748,2017,0.5867768595041323,968
596748,2018,0.5609296482412061,1592
596748,2019,0.5728862973760933,2058
596748,2020,0.5699919549477072,2486
596748,2021,0.571062271062271,2730
596748,2022,0.5512288541334185,3133
596825,2021,,0
596847,2016,,0
596847,2018,,129
596847,2019,0.50997150997151,351
596847,2020,0.5333333333333333,840
596847,2021,0.5218274111675127,985
596847,2022,0.5116099071207431,1292
596847,2023,0.4807467911318553,1714
598265,2015,,0
598265,2016,0.6274509803921569,255
598265,2017,0.6177130044843049,892
598265,2018,0.5631542219120725,1433
598265,2019,0.5436991869918699,1968
598265,2020,0.52465483234714,2535
598265,2021,0.5276162790697675,2752
598265,2022,0.48238993710691824,3180
598265,2023,0.46677927927927926,3552
599096,2015,,0
600301,2017,,0
600303,2016,,0
600303,2017,,169
600303,2018,0.5768025078369906,319
600303,2019,0.5383104125736738,509
600303,2020,0.6064981949458483,831
600303,2021,0.6288951841359773,1059
600303,2022,0.6156802459646425,1301
600474,2018,,0
600474,2019,0.24299065420560736,214
600474,2020,0.4021543985637343,557
600474,2021,0.41032608695652173,736
600524,2018,,0
600524,2019,0.4198473282442748,262
600524,2020,0.502903600464576,861
600858,2019,,0
600869,2017,,0
600869,2018,,142
600869,2019,0.43963254593175854,762
600869,2020,0.406794425087108,1148
600869,2021,0.43722304283604135,1354
600869,2022,0.4621212121212121,1980
600869,2023,0.44689542483660133,2448
600869,2024,0.47156084656084657,3024
602074,2019,,0
602074,2021,,105
602074,2022,0.3394495412844037,436
602104,2021,,0
602104,2022,0.46464646464646453,297
602104,2023,0.46361185983827485,742
602104,2024,0.44200351493848855,1138
602104,2025,0.4642112578179291,1439
602922,2018,,0
602922,2019,,107
605113,2015,,0
605113,2016,0.4056399132321041,461
605113,2017,0.36931079323797134,769
605113,2018,0.3945147679324894,948
605113,2019,0.4332010582010582,1512
605113,2020,0.4724041159962582,2138
605113,2021,0.4772823779193206,2355
605113,2023,0.45724381625441696,2830
605113,2024,0.4440789473684211,3040
605119,2018,,0
605119,2019,0.5052160953800298,671
605119,2020,0.5256087321578505,1191
605119,2021,0.5249824067558058,1421
605119,2022,0.5083036773428232,1686
605119,2023,0.47800869985500244,2069
605125,2015,,0
605125,2016,0.3668122270742357,458
605131,2017,,0
605131,2018,0.7022900763358778,262
605131,2019,0.524,500
605131,2020,0.48787061994609165,742
605131,2021,0.4799054373522459,846
605131,2022,0.46218487394957986,1071
605131,2023,0.4793452844894778,1283
605131,2024,0.4463924477410654,1483
605137,2016,,0
605137,2017,,152
605137,2018,0.6002587322121604,773
605137,2019,0.5759587020648967,1356
605137,2020,0.6352105530187722,1971
605137,2021,0.6071103008204193,2194
605137,2022,0.6145494028230185,2763
605137,2023,0.6051011433597185,3411
605137,2024,0.5832712831968231,4029
605137,2025,0.5693934815454349,4633
605137,2026,0.5656800154768814,5169
605141,2015,,0
605141,2016,0.6727549467275494,657
605141,2017,0.7442363112391931,1388
605141,2018,0.737743931461209,2101
605141,2019,0.7802723592197276,2717
605141,2020,0.7775182481751824,3425
605141,2021,0.7815904139433552,3672
605141,2022,0.7700142112742776,4222
605141,2023,0.766508948775972,4861
605141,2024,0.7756571840115233,5554
605141,2025,0.7737250371348408,6059
605170,2018,,0
605170,2019,0.3532338308457711,201
605170,2020,0.45625,480
605170,2021,0.43790849673202614,612
605170,2022,0.41237113402061853,970
605170,2023,0.40965732087227413,1284
605170,2024,0.41628060886829915,1511
605170,2025,0.4264129826524902,1787
605170,2026,0.43902439024390244,2173
605204,2018,,0
605204,2019,,114
605204,2020,0.5343915343915344,567
605204,2021,0.507537688442211,796
605204,2022,0.4826216484607746,1007
605204,2023,0.45481049562682213,1372
605204,2024,0.4471629359708485,1921
605227,2015,,0
605233,2017,,0
605233,2019,,167
605244,2022,,0
605353,2022,,0
605361,2018,,0
605361,2019,,179
605361,2024,0.4583333333333333,288
605361,2025,0.46238938053097345,452
605412,2015,,0
605412,2016,0.6327944572748267,433
605412,2017,0.616266944734098,959
605412,2018,0.6005221932114883,1532
605412,2019,0.573208722741433,1926
605412,2020,0.5560612329333885,2417
605412,2021,0.5469116497263488,2558
605421,2021,,0
605421,2022,0.2337662337662337,231
605480,2016,,0
605480,2017,0.5069767441860465,215
605480,2018,0.4457831325301205,498
605480,2019,0.49570200573065903,1047
605486,2015,,0
605486,2017,0.4186046511627907,344
605486,2018,0.41656662665066024,833
605486,2019,0.37865748709122204,1162
605490,2019,,0
605508,2018,,0
605508,2019,,120
605509,2015,,0
605509,2016,,193
605509,2017,0.476038338658147,313
605509,2018,0.4458955223880597,536
605512,2015,,0
605512,2016,0.47530864197530853,324
605512,2018,0.3995726495726495,468
605548,2017,,0
605548,2018,0.43373493975903604,332
605548,2021,0.38116591928251115,446
605548,2022,0.36523929471032746,794
605612,2019,,0
605612,2021,0.3550135501355013,369
605612,2022,0.3672316384180791,708
605612,2023,0.3845486111111111,1152
606115,2016,,0
606115,2017,0.3963133640552995,217
606115,2018,0.4595300261096605,766
606115,2019,0.40371024734982325,1132
606115,2020,0.4070321811680571,1678
606115,2022,0.4188537761114086,1867
606115,2023,0.42646358876725365,2101
606115,2024,0.44533029612756264,2634
606115,2025,0.42804085422469823,3231
606132,2017,,0
606132,2019,,172
606132,2020,0.4765751211631664,619
606132,2021,0.4824242424242424,825
606132,2022,0.5073637702503682,1358
606132,2023,0.49497767857142855,1792
606157,2019,,0
606157,2021,0.7155555555555555,225
606157,2022,0.5477855477855478,429
606192,2016,,0
606192,2018,,113
606192,2019,0.44583987441130296,637
606192,2020,0.45685740236148953,1101
606192,2021,0.4877675840978593,1308
606192,2022,0.5467436974789915,1904
606192,2023,0.5426229508196722,2440
606192,2024,0.5131410256410256,3120
606192,2025,0.5223285486443381,3762
606192,2026,0.5236101418934636,4299
606213,2021,,0
606299,2016,,0
606299,2017,0.58203125,256
606299,2018,0.48320413436692505,774
606299,2019,0.5250171350239891,1459
606299,2020,0.5042918454935622,1864
606299,2021,0.4987405541561713,1985
606466,2015,,0
606466,2016,0.4779116465863454,249
606466,2017,0.41201117318435754,716
606466,2018,0.43975283213182287,971
606466,2019,0.49291237113402064,1552
606466,2020,0.5834862385321101,2180
606466,2021,0.5778619528619529,2376
606466,2022,0.5930909090909091,2750
606466,2023,0.5790268963433062,3309
606466,2024,0.5916666666666667,3960
606466,2025,0.6128109178956637,4543
606466,2026,0.6246322808393803,5099
606988,2018,,0
606988,2019,,116
606992,2021,,0
606992,2022,0.4750656167979002,381
606992,2023,0.4597544338335607,733
607043,2017,,0
607043,2018,0.4558139534883721,215
607043,2019,0.53315649867374,754
607043,2020,0.5248015873015873,1008
607043,2021,0.5405186385737439,1234
607043,2022,0.5385564466378778,1621
607043,2023,0.5510026155187445,2294
607043,2024,0.5503693754197448,2978
607043,2025,0.5473047304730473,3636
607043,2026,0.5475746268656716,4288
607054,2015,,0
607054,2016,0.3929765886287625,598
607054,2017,0.4234592445328032,1006
607054,2018,0.4095004095004095,1221
607054,2019,0.4128065395095368,1468
607054,2021,0.4130710659898477,1576
607054,2022,0.42385516506922255,1878
607054,2023,0.42844202898550726,2208
607208,2016,,0
607208,2017,0.7901234567901234,324
607208,2018,0.727979274611399,772
607208,2019,0.6602775941837409,1513
607208,2020,0.6620259241478637,2083
607208,2021,0.6844577284372332,2342
607208,2022,0.6942121110739378,2989
607208,2023,0.6827157154449554,3697
607208,2024,0.6663630152584833,4391
607208,2025,0.6624087591240876,4932
607208,2026,0.6594904915679942,5574
607223,2016,,0
607257,2018,,0
607345,2017,,0
607345,2018,0.4300341296928328,293
607345,2019,0.4802494802494803,481
607345,2021,0.47832369942196534,692
607385,2015,,0
607385,2016,0.463768115942029,207
607385,2017,0.4301675977653631,358
607387,2016,,0
607387,2017,0.4386617100371747,269
607387,2018,0.3728813559322034,413
607461,2019,,0
607461,2021,0.6977611940298507,268
607468,2018,,0
607680,2015,,0
607680,2016,0.5389507154213037,629
