pitcher,year,p_throws,tbf_vs_L,tbf_vs_R,xwoba_vs_L,xwoba_vs_R
656896,2025,R,4.0,9.0,0.668625,0.49394182971972506
656924,2023,R,3.0,1.0,0.2333333333333333,0.512
656924,2024,R,40.0,53.0,0.39764019624819624,0.33768357715081854
656945,2022,L,84.0,205.0,0.3433233302411874,0.3165279369241236
656945,2023,L,100.0,207.0,0.22980588744588745,0.2618457333387666
656945,2024,L,78.0,219.0,0.23484121216947304,0.31050998361623444
656945,2025,L,64.0,171.0,0.36498636658485273,0.3055960670875196
656945,2026,L,19.0,33.0,0.24289473684210527,0.34706060606060607
656954,2022,L,16.0,35.0,0.3923536931818182,0.3361142857142857
656970,2022,L,57.0,230.0,0.3563011248955127,0.3227629348043246
656970,2023,L,38.0,62.0,0.37842543090181596,0.42692942531259065
656976,2024,L,3.0,2.0,0.5796666666666667,0.2294
656981,2023,R,22.0,46.0,0.468967928623101,0.41058814814814815
656986,2022,L,44.0,53.0,0.34442529950669487,0.33675184193869856
656986,2023,L,14.0,20.0,0.19625536420101636,0.3411017162471396
656986,2025,L,68.0,131.0,0.24705788026371533,0.285178805938924
656986,2026,L,8.0,6.0,0.59625,0.24383333333333335
657006,2022,L,115.0,397.0,0.27360880713489405,0.3122497540257102
657006,2023,L,141.0,576.0,0.3112271937296658,0.29114030481271175
657006,2024,L,108.0,447.0,0.25332444486820915,0.2721991235427723
657006,2025,L,24.0,51.0,0.24452083333333333,0.34681749622926095
657024,2022,R,109.0,97.0,0.22854867561059514,0.2677538245614035
657024,2023,R,119.0,144.0,0.28498141662655296,0.2671685175341592
657024,2024,R,72.0,96.0,0.3563893870059503,0.3489403979596981
657024,2025,R,13.0,17.0,0.28683241758241756,0.4554361054766734
657031,2023,L,29.0,54.0,0.3412656443667567,0.3352955285240612
657041,2023,R,2.0,4.0,0.0385,0.47437096774193543
657044,2022,R,56.0,125.0,0.2734804582210243,0.28840469497077426
657044,2023,R,48.0,73.0,0.23824113475177305,0.3070060851737955
657044,2024,R,124.0,148.0,0.3566138348896916,0.2847468520079904
657044,2025,R,77.0,99.0,0.35944003857160634,0.25518354596358217
657044,2026,R,20.0,34.0,0.4244736842105263,0.26352941176470585
657053,2022,R,44.0,64.0,0.39358249158249153,0.265796875
657053,2023,R,202.0,182.0,0.36739151412045057,0.3361751286648168
657053,2024,R,55.0,62.0,0.42177061314903413,0.31650336021505376
657053,2025,R,5.0,6.0,0.3817666666666667,0.21683333333333332
657061,2024,R,2.0,2.0,0.372,0.318
657093,2022,R,200.0,260.0,0.3440073896918307,0.3486185593325292
657093,2023,R,7.0,14.0,0.2934285714285715,0.4426171945193171
657097,2023,R,78.0,154.0,0.3545227505368195,0.2907900974658869
657097,2024,R,101.0,136.0,0.22327465476190475,0.3448108805581316
657097,2025,R,118.0,149.0,0.2384766913610958,0.3232655030152204
657097,2026,R,33.0,26.0,0.3593125,0.4422307692307692
657140,2022,R,395.0,343.0,0.3330240135316903,0.28606432770503754
657140,2023,R,65.0,90.0,0.4444910495847761,0.2946416840552646
657193,2024,R,2.0,3.0,0.4252874999999999,0.283
657240,2022,R,48.0,71.0,0.41249124135184984,0.2920131673341143
657240,2023,R,134.0,170.0,0.3013970732063195,0.3009483231120731
657240,2024,R,32.0,42.0,0.3997766417050691,0.34972369958084243
657240,2025,R,38.0,45.0,0.3511325033896216,0.41129271178364063
657248,2022,R,276.0,311.0,0.35616739355697996,0.3407773668027972
657248,2023,R,14.0,37.0,0.2684714285714286,0.45541547214330236
657265,2022,R,54.0,94.0,0.2768682488167681,0.30559937747077015
657265,2023,R,79.0,84.0,0.35712924759969095,0.2831920896837869
657265,2024,R,26.0,21.0,0.41130892937471886,0.2516997354497355
657272,2022,R,51.0,71.0,0.3758168333333333,0.2749921223300636
657272,2023,R,2.0,6.0,0.35,0.5292028985507246
657277,2022,R,400.0,389.0,0.3178667326462641,0.28422040623970835
657277,2023,R,429.0,421.0,0.28311390829755406,0.313968072381158
657277,2024,R,437.0,408.0,0.3234640180366979,0.33238854380596855
657277,2025,R,429.0,428.0,0.3106562441527965,0.2847187985132471
657277,2026,R,98.0,64.0,0.35059793814432993,0.29028125
657376,2022,R,97.0,140.0,0.34733164474096967,0.2709551392079129
657376,2023,R,344.0,350.0,0.3504956823362716,0.2931379107015919
657376,2024,R,184.0,170.0,0.30367179743384615,0.31038435157641875
657376,2025,R,162.0,154.0,0.2787783413355278,0.2675320287136903
657424,2022,L,14.0,36.0,0.2785384615384615,0.29253450000000003
657424,2023,L,13.0,14.0,0.25991666666666663,0.3322298136645963
657424,2025,L,73.0,65.0,0.27194718309859156,0.281125
657424,2026,L,22.0,35.0,0.38076190476190475,0.27958823529411764
657508,2022,R,59.0,92.0,0.3356764640309156,0.318889299715764
657508,2023,R,100.0,173.0,0.3276728979677334,0.3701258862131268
657508,2024,R,113.0,152.0,0.34625008381326866,0.3341564426978069
657514,2022,L,5.0,8.0,0.23279999999999998,0.24099999999999996
657514,2023,L,84.0,132.0,0.22146404569892475,0.3717476522403724
657514,2024,L,119.0,108.0,0.2914013706303399,0.36375495322097295
657514,2025,L,89.0,136.0,0.299742588715898,0.2996447426677061
657514,2026,L,26.0,28.0,0.2703076923076923,0.30553846153846154
657571,2022,L,44.0,98.0,0.31142424242424244,0.2594294907898224
657571,2023,L,90.0,180.0,0.30527396825396824,0.30085239541160597
657571,2024,L,96.0,153.0,0.3457609532828283,0.30298730514989003
657571,2025,L,116.0,155.0,0.25177173913043477,0.3329892014023593
657585,2022,R,21.0,29.0,0.40236842105263154,0.39105503550543025
657585,2023,R,27.0,61.0,0.35681035993740223,0.3140938131313131
657585,2024,R,121.0,126.0,0.2850535932719341,0.282710699885248
657585,2025,R,107.0,131.0,0.3383314318783069,0.26184921034192965
657612,2022,L,83.0,116.0,0.2575604938271605,0.29358597540045767
657612,2023,L,92.0,110.0,0.32690659309014575,0.3645374014284563
657612,2024,L,132.0,159.0,0.27445923076923073,0.32229375992634096
657612,2025,L,134.0,135.0,0.2501959650780982,0.33791522417310754
657612,2026,L,23.0,21.0,0.2003913043478261,0.3363333333333333
657649,2022,L,39.0,138.0,0.36217094017094015,0.34855390436990014
657649,2024,L,96.0,171.0,0.25134017818268894,0.33898436224950557
657649,2025,L,108.0,161.0,0.20237609726566438,0.30957898823224295
657649,2026,L,7.0,6.0,0.2765714285714286,0.34825
657697,2022,R,2.0,6.0,0.3685,0.17699999999999996
657697,2023,R,6.0,10.0,0.3621,0.1862
657697,2024,R,16.0,30.0,0.1915,0.3443848290598291
657745,2022,R,,5.0,,0.34750000000000003
657746,2022,R,299.0,306.0,0.31085268987897835,0.28570952710331327
657746,2023,R,315.0,357.0,0.2725524004519373,0.31165466803909153
657746,2024,R,255.0,284.0,0.27723721593972117,0.2638687718601818
657746,2025,R,359.0,334.0,0.30524157985657296,0.2726564562662716
657746,2026,R,82.0,76.0,0.3035121951219512,0.2654533333333333
657756,2022,R,34.0,63.0,0.3893154270480122,0.3532233368639853
657756,2023,R,204.0,204.0,0.3438858481569191,0.3517567405192602
657756,2025,R,29.0,19.0,0.33267187418043537,0.31905263157894737
657756,2026,R,23.0,27.0,0.27022727272727276,0.2552962962962963
657766,2022,L,2.0,7.0,0.831191176470588,0.5344634013605442
657770,2022,L,45.0,65.0,0.19527836257309944,0.4386980583900226
658431,2022,R,38.0,72.0,0.35445501253132833,0.3658934193121693
658551,2022,R,23.0,61.0,0.339304347826087,0.30186995098039215
658648,2022,R,7.0,11.0,0.4426840739202657,0.321
658648,2023,R,96.0,125.0,0.289375,0.33072677711246773
658648,2024,R,134.0,219.0,0.3081861020893067,0.3539098248737823
659262,2022,R,35.0,51.0,0.4115754458698373,0.3260982097186701
659275,2022,R,66.0,83.0,0.3481807656989475,0.3285092871485944
659275,2023,R,76.0,69.0,0.34258918643628794,0.41670702412771893
659275,2024,R,7.0,11.0,0.601625,0.22357851239669424
660261,2023,R,144.0,213.0,0.3184866556065682,0.346579039534431
660271,2022,R,318.0,343.0,0.2986896857300084,0.22228613448326923
660271,2023,R,256.0,277.0,0.3180087565515264,0.2868585916626002
660271,2025,R,83.0,104.0,0.2539328933380581,0.2533423344305222
660271,2026,R,67.0,52.0,0.2587121212121212,0.21559615384615385
660431,2023,R,3.0,2.0,0.5219999999999999,0.3805
660593,2022,R,11.0,20.0,0.30040259740259745,0.20698333333333335
660593,2023,R,42.0,48.0,0.4085809753853232,0.2918890908753641
660600,2022,R,7.0,7.0,0.3008571428571428,0.30414285714285716
660600,2024,R,41.0,46.0,0.3669933105008808,0.2861588888888889
660604,2025,R,23.0,23.0,0.33489583333333334,0.3961817851165677
660604,2026,R,5.0,7.0,0.2596,0.2824285714285714
660623,2022,R,20.0,17.0,0.42767092809977986,0.46566488772928527
660634,2023,R,2.0,2.0,0.148,0.5185000000000001
660636,2022,R,7.0,8.0,0.4499959183673469,0.491
660644,2024,R,11.0,5.0,0.6239090909090909,0.6696571428571428
660644,2025,R,6.0,5.0,0.3695,0.4032358974358975
660730,2022,R,55.0,88.0,0.42167325590219656,0.38539716967348153
660730,2023,R,4.0,6.0,0.057749999999999996,0.1698333333333333
660730,2025,R,31.0,59.0,0.3938028568957916,0.43519002240959787
660761,2022,L,106.0,356.0,0.2789075093993355,0.30871962723890095
660761,2023,L,33.0,132.0,0.31851280991735537,0.3867242756017757
660761,2024,L,83.0,157.0,0.3207680684288146,0.3522419572125416
660761,2025,L,38.0,43.0,0.3173138929115341,0.33435714285714285
660761,2026,L,30.0,49.0,0.26599999999999996,0.3440816326530612
660787,2022,R,49.0,65.0,0.371276207542726,0.318399059956437
660787,2023,R,44.0,60.0,0.39945275561190247,0.2473353654188948
660787,2025,R,63.0,97.0,0.35759169247560585,0.3088293269230769
660787,2026,R,1.0,8.0,0.116,0.37387499999999996
660813,2022,R,79.0,118.0,0.27127945165945166,0.24050875644254022
660813,2023,R,106.0,152.0,0.2682960544217687,0.28497810945667124
660813,2024,R,11.0,15.0,0.23781818181818182,0.2828
660825,2022,R,26.0,39.0,0.3313479853479854,0.2990616973986466
660825,2023,R,25.0,42.0,0.2507761965601965,0.3091023122380265
660825,2024,R,49.0,60.0,0.307569274918899,0.195051724137931
660825,2025,R,140.0,173.0,0.3227083571373067,0.2610336506854933
660825,2026,R,26.0,32.0,0.3758076923076923,0.19575
660844,2024,R,6.0,3.0,0.3544666666666667,0.449
660844,2025,R,3.0,3.0,0.726,0.36366666666666664
660853,2022,R,81.0,134.0,0.4147952790235127,0.2506417998253186
660853,2023,R,119.0,143.0,0.3912924147180503,0.2514729927178421
660853,2024,R,100.0,175.0,0.37827352657683483,0.34442328702443553
660853,2025,R,109.0,172.0,0.33915308326074967,0.3076630352554484
660853,2026,R,37.0,24.0,0.2666216216216216,0.32458333333333333
660896,2022,R,3.0,7.0,0.7506666666666666,0.16214285714285714
660896,2023,R,29.0,46.0,0.33134244663382595,0.38834356970858525
660896,2024,R,108.0,129.0,0.2745445392971808,0.285791197041749
660896,2025,R,106.0,152.0,0.3302777733047057,0.3304441410520012
660906,2022,L,20.0,28.0,0.45985787499999997,0.4000093614718615
660906,2023,L,25.0,49.0,0.37148444444444445,0.3103833933442444
661255,2022,R,16.0,35.0,0.3013359375,0.335287908496732
661269,2022,R,95.0,84.0,0.40197668703195427,0.3368909413983631
661269,2024,R,6.0,11.0,0.3305681818181818,0.2511818181818182
661309,2022,R,123.0,137.0,0.39039908606148876,0.32958309172903716
661309,2023,R,97.0,145.0,0.3622347783375285,0.34104559799594597
661383,2022,R,52.0,96.0,0.2815874125874126,0.38462814078540003
661383,2023,R,32.0,30.0,0.30644062499999997,0.25135934664246823
661395,2022,R,124.0,143.0,0.2647337191561116,0.21988118609472196
661395,2023,R,128.0,127.0,0.23003489736070382,0.29218722858243107
661395,2024,R,113.0,115.0,0.25301814168448644,0.28697027620476373
661395,2025,R,153.0,134.0,0.2431643256387921,0.26637312767956295
661395,2026,R,13.0,11.0,0.15646153846153849,0.33090909090909093
661403,2022,R,117.0,154.0,0.208380484228474,0.24835933485638131
661403,2023,R,151.0,151.0,0.2733388512291961,0.3050475764894083
661403,2024,R,127.0,143.0,0.2277811111111111,0.2756847853585252
661403,2025,R,88.0,113.0,0.25252598039215685,0.3037923108294403
661440,2022,R,35.0,37.0,0.27855821078431375,0.25194976453726453
661440,2023,R,50.0,110.0,0.37209226196943357,0.3383011607042988
661527,2022,R,56.0,99.0,0.34303076586706643,0.22916230344683955
661527,2023,R,82.0,113.0,0.4155877765151515,0.31047385178179226
661527,2024,R,89.0,134.0,0.32016445986963227,0.3186054094914706
661527,2025,R,17.0,10.0,0.3349104621619014,0.4609270202020202
661531,2022,R,1.0,2.0,0.7,0.1835
661563,2022,R,8.0,11.0,0.40274999999999994,0.22036363636363634
661563,2024,R,303.0,334.0,0.3310602769574733,0.2825359986125048
661563,2025,R,132.0,113.0,0.37427763188702506,0.31222083204406215
661563,2026,R,38.0,47.0,0.29639473684210527,0.45448936170212767
662253,2022,R,126.0,122.0,0.19542555846270132,0.241874831341498
662253,2023,R,104.0,108.0,0.2986449008956195,0.25214009556601785
662253,2024,R,109.0,123.0,0.315936639670363,0.24730968707948892
662253,2025,R,119.0,135.0,0.2915897354632277,0.25922790549391117
662253,2026,R,29.0,28.0,0.4247931034482758,0.28489285714285717
663158,2022,R,86.0,105.0,0.30774044175386855,0.2660933883957922
663158,2023,R,46.0,62.0,0.29060520306017584,0.28876007540846255
663158,2024,R,124.0,130.0,0.2734149329663185,0.28893916565803807
663158,2025,R,137.0,132.0,0.310072614984525,0.29310517253173235
663158,2026,R,29.0,27.0,0.21475,0.3117037037037037
663321,2023,R,8.0,10.0,0.24030978260869562,0.4585
663321,2024,R,20.0,15.0,0.34608922924901186,0.2804107142857143
663321,2025,R,18.0,34.0,0.3571558414049066,0.34302148799966636
663362,2023,R,85.0,88.0,0.354568228659885,0.2882267172161604
663362,2024,R,324.0,302.0,0.3322742374247803,0.3025530893240706
663362,2025,R,13.0,12.0,0.4063974358974359,0.5468993710691824
663362,2026,R,40.0,29.0,0.436275,0.19999999999999998
663372,2022,R,215.0,213.0,0.33116049953038945,0.35657762681694116
663372,2023,R,110.0,91.0,0.37046623539469936,0.2955365539452496
663372,2024,R,365.0,330.0,0.3342508519387072,0.3234788155110927
663372,2025,R,68.0,67.0,0.3254854144603832,0.25600816507984064
663372,2026,R,36.0,53.0,0.33677142857142855,0.4233962264150944
663378,2022,L,28.0,39.0,0.39357839459864963,0.3464663931154316
663385,2022,R,35.0,52.0,0.3670309330628803,0.28434579759862777
663385,2023,R,24.0,37.0,0.45090420991045993,0.2906646241830065
663399,2025,L,46.0,88.0,0.4353558648736236,0.32178774429933793
663423,2022,R,72.0,117.0,0.35874304453262784,0.3503796972002458
663423,2023,R,55.0,70.0,0.3168931516231516,0.2416058913308913
663423,2024,R,134.0,163.0,0.30256870079486553,0.29631544892438944
663423,2025,R,89.0,91.0,0.35704148588218393,0.3328487091381828
663432,2022,R,57.0,71.0,0.26994000611270097,0.3535031141980085
663432,2023,R,2.0,3.0,0.135,0.24233333333333332
663432,2024,R,98.0,134.0,0.4259576452893916,0.3167303492495058
663432,2025,R,24.0,23.0,0.3077083333333333,0.4304545454545454
663436,2022,R,140.0,129.0,0.34642697980693077,0.33289428750893246
663436,2024,R,117.0,104.0,0.33702668729439766,0.29490140304196477
663436,2025,R,307.0,295.0,0.37967405514757624,0.31918333083008943
663436,2026,R,87.0,57.0,0.3670459770114943,0.28405263157894733
663455,2022,L,45.0,213.0,0.3640748066748067,0.34002409162760233
663455,2023,L,3.0,5.0,0.35220370370370374,0.177
663455,2025,L,48.0,75.0,0.41108377290189124,0.36515814221056325
663460,2022,L,134.0,453.0,0.43398219009423866,0.34936415654533653
663460,2023,L,12.0,56.0,0.2801666666666667,0.31425561209332215
663460,2024,L,46.0,76.0,0.22719934232434236,0.2299230324074074
663460,2025,L,102.0,376.0,0.307489379151019,0.27207141802399126
663460,2026,L,39.0,124.0,0.2680769230769231,0.3235772357723577
663462,2023,R,48.0,72.0,0.263479103343465,0.34138311358978024
663462,2024,R,19.0,18.0,0.5047348927875244,0.34311111111111114
663462,2025,R,12.0,23.0,0.36674999999999996,0.33116576086956523
663465,2022,L,19.0,69.0,0.38680495356037153,0.37132768476107497
663465,2023,L,11.0,45.0,0.23518181818181816,0.3836932654216186
663465,2024,L,23.0,94.0,0.21091304347826087,0.34595670085273944
663465,2025,L,86.0,181.0,0.3033260335228619,0.2884906234863621
663465,2026,L,20.0,25.0,0.31895,0.45616666666666666
663474,2022,R,311.0,432.0,0.3080653878478723,0.29268379230294544
663474,2023,R,27.0,46.0,0.41052679012345683,0.2913410408598838
663474,2024,R,166.0,175.0,0.3645929213060046,0.3625087344048376
663474,2025,R,14.0,16.0,0.5261789215686274,0.4411219512195122
663485,2022,R,65.0,80.0,0.2984045785132282,0.3623786613961749
663485,2023,R,54.0,45.0,0.38795912677767747,0.3496177409988386
663485,2024,R,119.0,173.0,0.33323153504764474,0.266131435591679
663485,2025,R,151.0,148.0,0.3260694630496176,0.29571479346236834
663485,2026,R,18.0,32.0,0.40823529411764703,0.28934375
663531,2022,L,12.0,28.0,0.3773211805555556,0.3844236388611389
663531,2024,L,47.0,81.0,0.36181251753015187,0.3597727807172252
663534,2022,R,1.0,2.0,0.084,0.39199999999999996
663542,2023,L,19.0,25.0,0.36657894736842106,0.3306387017758726
663542,2024,L,79.0,152.0,0.3055629885393431,0.25943147439736136
663542,2025,L,29.0,46.0,0.3804596930912472,0.32453488372093026
663542,2026,L,34.0,35.0,0.32425,0.2675294117647059
663546,2022,R,39.0,76.0,0.25236968903436985,0.3480014748409485
663546,2023,R,60.0,79.0,0.3531863244514106,0.31235759493670884
663546,2024,R,153.0,184.0,0.3430731145909433,0.2710931616601031
663546,2025,R,34.0,39.0,0.44768392681879526,0.2995997699827487
663554,2022,R,17.0,28.0,0.32058068812430635,0.3911943530972242
663554,2024,R,228.0,226.0,0.3379013490015095,0.3393019443602033
663554,2025,R,341.0,288.0,0.28813831313637234,0.3125406805074149
663554,2026,R,75.0,54.0,0.20905405405405403,0.41153703703703703
663556,2022,L,102.0,540.0,0.2916093289912546,0.25906504404796643
663556,2023,L,87.0,383.0,0.2956155048017117,0.3167137972487639
663556,2026,L,28.0,93.0,0.2725714285714286,0.32570967741935486
663558,2022,L,53.0,111.0,0.1975197255574614,0.25695473135473135
663558,2023,L,73.0,112.0,0.2899521428571428,0.3149600013914629
663558,2025,L,9.0,11.0,0.46440170940170933,0.18637433155080216
663558,2026,L,28.0,51.0,0.25577777777777777,0.3136
663559,2022,L,75.0,275.0,0.2981707924999884,0.34471662349428794
663559,2023,L,69.0,278.0,0.3751503483998926,0.33026862383011196
663559,2024,L,126.0,464.0,0.34772036845159127,0.34483986533071803
663559,2025,L,129.0,389.0,0.2995991458799973,0.3558293043830799
663559,2026,L,6.0,14.0,0.29216666666666663,0.2957142857142857
663562,2022,R,3.0,4.0,0.3294166666666667,0.3135
663562,2023,R,77.0,70.0,0.3203725445351924,0.35079162640901773
663562,2024,R,43.0,55.0,0.3353537092118889,0.320928354978355
663562,2025,R,28.0,37.0,0.6840784904800643,0.3441117621117621
663567,2023,R,173.0,203.0,0.3642353655485897,0.34661526008334553
663567,2024,R,123.0,157.0,0.32583076416337287,0.3434168337184412
663567,2026,R,45.0,21.0,0.21382222222222222,0.40295238095238095
663568,2024,R,89.0,118.0,0.30175505617977527,0.35592122027988204
663568,2025,R,252.0,210.0,0.3481946646861704,0.2981168055777853
663574,2022,R,44.0,53.0,0.3998020833333333,0.2820426282051282
663574,2023,R,9.0,9.0,0.4287366071428571,0.613111111111111
663574,2024,R,48.0,74.0,0.19997916666666668,0.2757484245557366
663574,2025,R,161.0,140.0,0.344361249676032,0.30071310798181894
663574,2026,R,32.0,27.0,0.38240625,0.2855185185185185
663623,2023,R,286.0,244.0,0.3544380889426441,0.33243878728480647
663623,2024,R,398.0,371.0,0.34105042264125474,0.3099819400353972
663623,2025,R,451.0,337.0,0.39334954909468234,0.31548321375919847
663623,2026,R,106.0,48.0,0.3678207547169811,0.30041666666666667
663629,2022,L,3.0,30.0,0.2776666666666667,0.46112444444444445
663629,2023,L,10.0,13.0,0.20990000000000003,0.5770891483212292
663630,2022,R,3.0,7.0,0.484,0.34361224489795916
663630,2023,R,3.0,3.0,0.710590909090909,0.17333333333333334
663658,2023,R,69.0,91.0,0.3884502642590951,0.3446535439868773
663671,2025,R,53.0,74.0,0.33573644327370744,0.2802831716331716
663687,2023,L,59.0,225.0,0.3775693582419092,0.3396360170998854
663687,2024,L,73.0,233.0,0.37331754614847623,0.34167271593421844
663687,2025,L,105.0,172.0,0.3346711031124886,0.2986901713124274
663687,2026,L,45.0,43.0,0.2594222222222222,0.36988095238095237
663704,2023,R,38.0,52.0,0.2838432650775876,0.25566346153846153
663704,2024,R,113.0,134.0,0.3506600353748181,0.31498233573042733
663734,2022,R,13.0,7.0,0.37972429792429796,0.206
663738,2022,L,76.0,525.0,0.36805740164805956,0.34821783407342816
663738,2023,L,32.0,191.0,0.3776076388888889,0.3322193354777457
663738,2024,L,52.0,124.0,0.2555313092979127,0.3258439952849016
663738,2025,L,125.0,165.0,0.30432960136437287,0.35710595544130297
663738,2026,L,22.0,29.0,0.1554090909090909,0.2994137931034483
663752,2022,R,46.0,54.0,0.3966019323671498,0.30882569444444447
663752,2023,R,13.0,25.0,0.5556796956431103,0.3346224
663753,2022,R,10.0,49.0,0.34665454545454544,0.3266672623346608
663753,2023,R,18.0,14.0,0.7577353046594982,0.2894892857142857
663765,2022,R,55.0,133.0,0.3341096418732782,0.310468114867159
663765,2023,R,108.0,114.0,0.4094876965618368,0.37613959265114094
663765,2024,R,81.0,86.0,0.39993314573683186,0.33080846274203835
663765,2025,R,57.0,113.0,0.3380189536927965,0.3552599933601113
663765,2026,R,26.0,42.0,0.46888461538461534,0.3020952380952381
663767,2024,R,21.0,15.0,0.2852222222222222,0.3072666666666667
663767,2025,R,65.0,116.0,0.3808884120735685,0.31397554424328616
663767,2026,R,16.0,26.0,0.162875,0.3485384615384615
663773,2022,R,21.0,40.0,0.46034064306064304,0.41956047357201204
663773,2023,R,120.0,184.0,0.40741129462918163,0.3203827046236857
663773,2024,R,73.0,137.0,0.2949928830227744,0.373808144102351
663773,2025,R,15.0,21.0,0.2536,0.23988095238095236
663776,2022,L,130.0,508.0,0.24676648319128788,0.32751277611062957
663776,2023,L,114.0,539.0,0.28445089285714287,0.348319294961777
663776,2024,L,55.0,298.0,0.348396046720575,0.3250113514414526
663795,2025,R,49.0,50.0,0.36541866960804176,0.2674101158301158
663804,2022,R,28.0,54.0,0.5003624999999999,0.32004789657402655
663804,2023,R,53.0,84.0,0.3731132075471698,0.29761711410778124
663804,2025,R,43.0,28.0,0.34710878462622646,0.3503085589454637
663855,2022,R,104.0,159.0,0.3675553507840046,0.27045920501227555
663855,2023,R,109.0,177.0,0.33801740350684867,0.25688338944063455
663855,2024,R,223.0,258.0,0.3956955330997287,0.2891936608888349
663855,2025,R,143.0,171.0,0.3565278471751249,0.3212077098485494
663855,2026,R,28.0,38.0,0.2947692307692308,0.32735135135135135
663878,2023,R,74.0,108.0,0.2713803110588042,0.3359177396119867
663878,2024,R,134.0,152.0,0.3403748778323923,0.3275258917410188
663878,2025,R,31.0,40.0,0.3978305011520737,0.3616764460345856
663893,2022,L,1.0,5.0,0.7,0.40728888888888887
663893,2024,L,93.0,100.0,0.2722898550724638,0.3726773768776005
663893,2025,L,141.0,157.0,0.3033587524030574,0.28446833232992175
663893,2026,L,8.0,16.0,0.4785714285714286,0.4139333333333333
663897,2023,R,1.0,2.0,0.01,0.0785
663897,2024,R,8.0,11.0,0.3465714285714286,0.427878367003367
663897,2025,R,12.0,13.0,0.26625,0.34457137573964497
663903,2022,R,314.0,309.0,0.34792406163982886,0.2737070641050049
663903,2023,R,414.0,288.0,0.3545428065674961,0.3212193139324013
663903,2024,R,419.0,343.0,0.3713845985297264,0.2984082401369982
663903,2025,R,404.0,312.0,0.3432604286337602,0.2911806221037741
663903,2026,R,89.0,65.0,0.3474318181818182,0.43040983606557376
663941,2023,R,133.0,221.0,0.350890844170846,0.27218953317791317
663941,2024,R,37.0,30.0,0.26413567280808664,0.3545265159642401
663941,2025,R,113.0,119.0,0.3556599283259784,0.3043686521667491
663947,2022,L,11.0,28.0,0.19315151515151516,0.34467175324675325
663947,2023,L,122.0,202.0,0.20506464646464648,0.34359202070252565
663947,2024,L,147.0,207.0,0.2663461010164788,0.2643357518695907
663947,2025,L,139.0,173.0,0.2823999280354356,0.3269794928914435
663947,2026,L,24.0,41.0,0.39266666666666666,0.36164999999999997
663967,2025,R,2.0,2.0,0.3525,0.0455
663969,2024,R,73.0,87.0,0.34073816998116374,0.3997498572726945
663969,2025,R,151.0,162.0,0.30414276481703584,0.29671338951596765
663969,2026,R,50.0,43.0,0.30829999999999996,0.3261162790697674
663971,2023,R,,3.0,,0.3106666666666667
663975,2022,R,1.0,3.0,0.058,0.26
663978,2022,R,35.0,58.0,0.305945718487395,0.27920016595980085
663978,2023,R,5.0,17.0,0.3041000000000001,0.2854705882352941
663978,2024,R,193.0,191.0,0.3717570295782135,0.31355526679781937
663978,2025,R,345.0,326.0,0.35535636223943257,0.3358008179457071
663978,2026,R,83.0,63.0,0.31302439024390244,0.3661290322580645
663986,2022,R,114.0,153.0,0.2737974610974611,0.22376145785994964
663986,2023,R,132.0,162.0,0.316012984437378,0.3388956782184834
663989,2022,L,52.0,60.0,0.3935948809360574,0.33427966101694917
663989,2023,L,19.0,40.0,0.1835235457063712,0.3665907561376653
663989,2024,L,13.0,36.0,0.15799999999999997,0.36222637362637367
663992,2023,L,39.0,58.0,0.29373984991250507,0.3137376015177739
663992,2024,L,64.0,83.0,0.3025791743284298,0.35857448203835407
663992,2025,L,29.0,28.0,0.2983218390804598,0.4352238856392997
663992,2026,L,27.0,38.0,0.3752,0.3001714285714286
664028,2023,R,43.0,40.0,0.39689862603716286,0.2840858333333333
664042,2022,R,16.0,34.0,0.37392438186813187,0.46215513324114754
664054,2022,R,25.0,40.0,0.34312,0.2325277086656034
664062,2022,R,267.0,231.0,0.2662836682742795,0.2977951747172817
664062,2023,R,206.0,230.0,0.36436210743253505,0.36901660980646334
664062,2025,R,94.0,64.0,0.3878281228901223,0.3021879777153943
664068,2025,R,5.0,13.0,0.6588798997493733,0.44856043956043956
664074,2026,R,6.0,4.0,0.2313333333333333,0.26049999999999995
664076,2022,L,28.0,64.0,0.2954036935286935,0.29723023786249597
664076,2023,L,15.0,33.0,0.27759999999999996,0.31862354312354313
664076,2024,L,90.0,176.0,0.3309013479730147,0.33248453872713524
664076,2025,L,84.0,159.0,0.28282798758259287,0.28363813358518886
664076,2026,L,10.0,8.0,0.42610000000000003,0.3345714285714286
664079,2024,L,9.0,27.0,0.29822222222222217,0.30203174603174604
664092,2022,R,39.0,81.0,0.33860214002267575,0.29537987221139267
664123,2022,R,81.0,149.0,0.2677711051132104,0.25613660450869097
664123,2024,R,4.0,10.0,0.517,0.40257540983606555
664123,2025,R,21.0,30.0,0.4532729763387298,0.28401866987179486
664126,2022,R,38.0,49.0,0.20179128856624318,0.12809750566893424
664126,2023,R,86.0,99.0,0.2359401053093462,0.2700196508275072
664126,2024,R,92.0,93.0,0.3272101375639837,0.31151488519714693
664126,2025,R,118.0,126.0,0.31038111462040685,0.24445565616550335
664126,2026,R,22.0,19.0,0.44014999999999993,0.16447368421052633
664129,2023,R,8.0,8.0,0.22499999999999998,0.426625
664129,2024,R,21.0,23.0,0.353934,0.38601449275362315
664129,2025,R,12.0,12.0,0.773931755050505,0.3419027777777777
