key_year,n_years_rolling,venue_id,venue_name,main_team_id,team_abbr,name_display_club,n_pa,index_woba,index_runs,index_hr
2023,1,2394,Comerica Park,116,DET,Tigers,17518,99,98,90
2023,1,2392,Daikin Park,117,HOU,Astros,18949,100,100,92
2023,1,7,Kauffman Stadium,118,KC,Royals,17889,106,112,95
2023,1,1,Angel Stadium,108,LAA,Angels,17966,100,100,115
2023,1,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,18242,99,98,122
2023,1,4169,loanDepot park,146,MIA,Marlins,17413,101,102,87
2023,1,32,American Family Field,158,MIL,Brewers,17825,98,96,107
2023,1,3312,Target Field,142,MIN,Twins,18168,100,100,107
2023,1,3289,Citi Field,121,NYM,Mets,17647,97,94,104
2023,1,3313,Yankee Stadium,147,NYY,Yankees,17256,99,98,123
2023,1,2681,Citizens Bank Park,143,PHI,Phillies,19048,99,98,114
2023,1,31,PNC Park,134,PIT,Pirates,17812,98,96,71
2023,1,2680,Petco Park,135,SD,Padres,17116,96,92,89
2023,1,680,T-Mobile Park,136,SEA,Mariners,17578,93,86,94
2023,1,2395,Oracle Park,137,SF,Giants,17067,94,88,89
2023,1,2889,Busch Stadium,138,STL,Cardinals,17939,103,106,98
