batter,sprint_speed
516770,27.4
553993,27.4
446381,27.4
462101,27.4
600524,27.4
624585,27.4
519025,27.4
506560,27.4
598265,27.4
547982,27.4
457708,27.4
473724,27.4
554429,27.4
400284,27.4
519083,27.4
446334,27.4
460075,27.4
572816,27.4
608701,27.4
502210,27.4
502671,27.3
493329,27.3
546318,27.3
595386,27.3
600301,27.3
543401,27.3
570256,27.3
431094,27.3
519184,27.3
605137,27.3
450314,27.3
602922,27.3
570717,27.3
542436,27.3
434158,27.3
592273,27.3
547180,27.3
430603,27.3
572039,27.2
624424,27.2
493114,27.2
581527,27.2
594828,27.2
502582,27.2
571875,27.2
475100,27.2
517370,27.2
598284,27.2
605512,27.2
547172,27.2
641319,27.1
493316,27.1
592122,27.1
518934,27.1
592669,27.1
502205,27.1
543590,27.1
592743,27.1
518595,27.1
570267,27.1
596019,27.1
503437,27.1
518626,27.1
501981,27.1
475582,27.1
571771,27.0
502110,27.0
446481,27.0
502143,27.0
471865,27.0
571912,27.0
518653,27.0
545338,27.0
630111,27.0
501896,26.9
444432,27.0
572365,27.0
544925,27.0
500743,26.9
430637,26.9
455369,26.9
459431,26.9
518614,26.9
608577,26.9
502082,26.9
605125,26.9
643603,26.9
276519,26.9
592206,26.9
489149,26.8
574847,26.8
608596,26.8
434670,26.8
430605,26.8
572019,26.8
435079,26.8
605131,26.8
456781,26.8
407781,26.8
457803,26.8
489232,26.8
435062,26.7
623143,26.7
460060,26.7
543510,26.7
572863,26.7
475247,26.7
571974,26.7
543063,26.7
593495,26.7
596144,26.7
445988,26.7
641958,26.6
474319,26.7
474892,26.6
456665,26.6
572128,26.6
666560,26.6
608369,26.6
543228,26.6
519023,26.6
501303,26.6
572761,26.6
493351,26.6
488771,26.6
600303,26.6
456030,26.5
519445,26.5
448801,26.5
503556,26.5
543376,26.5
502517,26.5
592626,26.5
542208,26.5
605412,26.5
570615,26.5
547957,26.4
592387,26.4
467827,26.4
408045,26.4
608700,26.4
572287,26.4
433217,26.4
595777,26.4
611177,26.4
493343,26.4
431171,26.3
474832,26.3
452220,26.3
518692,26.3
572033,26.3
543877,26.3
595023,26.3
519222,26.3
445055,26.3
571448,26.3
458085,26.3
463610,26.3
457574,26.2
596142,26.2
543333,26.2
457926,26.2
461235,26.2
460086,26.2
425796,26.2
435522,26.2
453400,26.2
453943,26.2
543768,26.2
461858,26.2
457759,26.2
489305,26.1
425509,26.1
443558,26.1
493596,26.1
452234,26.1
506747,26.1
592518,26.1
451705,26.1
543068,26.1
592835,26.1
592731,26.1
429666,26.1
594777,26.0
519390,26.0
408252,26.0
519208,26.0
435180,26.0
596748,26.0
459964,26.0
573131,26.0
518568,26.0
518542,25.9
134181,25.9
521692,25.9
467793,25.9
519203,25.9
407812,25.9
434567,25.9
452672,25.9
446359,25.9
474443,25.9
434563,25.9
596847,25.9
150029,25.8
452104,25.8
444843,25.8
592407,25.8
136860,25.7
465041,25.7
537953,25.7
460026,25.7
628356,25.7
455139,25.7
592450,25.7
547989,25.6
519048,25.6
488862,25.6
472528,25.6
572122,25.6
460077,25.6
466320,25.6
543216,25.6
518960,25.6
457454,25.6
346874,25.5
455976,25.5
425783,25.5
453064,25.5
527038,25.5
452678,25.5
424325,25.5
476704,25.5
543094,25.5
444379,25.5
435559,25.5
571431,25.5
571697,25.5
425772,25.5
455755,25.4
431145,25.4
452095,25.4
461314,25.3
541608,25.3
430832,25.3
429665,25.3
519237,25.3
571830,25.3
455117,25.3
476883,25.2
446263,25.2
543742,25.2
592592,25.2
456124,25.2
514913,25.2
573627,25.2
457763,25.2
431151,25.2
576397,25.1
408047,25.1
429711,25.1
444489,25.1
488726,25.1
488912,25.1
571466,25.1
547379,25.0
506702,25.0
500208,25.0
499624,25.0
446308,25.0
455104,25.0
448602,25.0
458015,25.0
460269,24.9
477165,24.9
456078,24.9
435063,24.9
429664,24.8
491696,24.8
607223,24.7
656941,24.7
425784,24.7
454560,24.6
425766,24.6
452252,24.6
475174,24.6
592200,24.5
407893,24.5
519058,24.5
150229,24.5
408234,24.4
553882,24.3
425902,24.3
434778,24.3
475253,24.3
518735,24.2
622194,24.2
571506,24.2
488671,24.2
502182,24.1
467092,24.1
408236,24.1
446653,24.1
474233,24.0
121347,23.9
435064,23.9
425877,23.8
542908,23.7
456714,23.6
471083,23.6
120074,23.6
429667,23.2
425900,23.2
489365,23.2
493193,23.1
435263,23.0
516949,22.9
405395,22.6
400121,22.6
