batter,sprint_speed
575929,27.3
664058,27.3
657193,27.3
591741,27.3
571970,27.3
523253,27.3
570731,27.3
598265,27.3
592669,27.3
650391,27.2
570481,27.3
571771,27.2
642162,27.2
647351,27.2
621043,27.2
542303,27.2
624414,27.2
543543,27.2
624428,27.2
605204,27.2
493329,27.2
608070,27.2
544369,27.2
643376,27.2
647304,27.1
578428,27.1
664023,27.1
608369,27.1
596059,27.1
643446,27.1
660731,27.1
595284,27.1
444482,27.1
592444,27.0
608336,27.1
518792,27.0
669289,27.0
595943,27.0
542340,27.0
595777,27.0
608324,27.0
572816,27.0
592325,27.0
669374,27.0
592696,27.0
570267,26.9
594824,26.9
649966,26.9
572233,26.9
545121,26.9
542454,26.9
457708,26.9
663993,26.9
643418,26.9
643217,26.9
607461,26.9
543105,26.9
606988,26.9
453568,26.9
624424,26.9
518618,26.9
656941,26.9
595375,26.9
640461,26.8
663586,26.8
656976,26.8
451594,26.8
600869,26.8
641487,26.8
593643,26.8
571980,26.8
546991,26.8
547989,26.8
592450,26.7
607054,26.7
663698,26.7
571875,26.7
621311,26.7
666915,26.7
656514,26.7
543281,26.7
600474,26.7
664774,26.7
646240,26.7
671277,26.7
623993,26.7
543939,26.7
588751,26.6
666198,26.6
571657,26.6
605131,26.6
624585,26.6
643393,26.6
446334,26.6
500874,26.6
600524,26.6
650333,26.6
456781,26.6
657557,26.6
547170,26.6
676480,26.5
592626,26.5
642165,26.5
609280,26.5
572039,26.5
488771,26.5
502517,26.5
665120,26.5
640457,26.5
474568,26.5
545358,26.5
605119,26.4
592518,26.4
643436,26.4
462101,26.4
542255,26.4
605412,26.4
621532,26.4
593934,26.4
543685,26.4
608385,26.4
500743,26.4
455976,26.4
543592,26.4
516770,26.4
456715,26.4
502671,26.4
621458,26.4
656811,26.3
518595,26.3
488726,26.3
621514,26.3
650402,26.3
621466,26.3
666971,26.3
518692,26.3
502210,26.3
665742,26.3
501303,26.3
605137,26.2
592273,26.2
624413,26.2
519390,26.2
614177,26.2
543510,26.2
606115,26.1
642336,26.1
460075,26.1
660620,26.1
641857,26.0
518934,26.0
592743,26.0
664901,26.0
608686,26.0
621566,26.0
650490,26.0
594777,26.0
543228,26.0
553993,26.0
605353,26.0
547172,26.0
620443,26.0
543309,25.9
519346,25.9
520471,26.0
642086,25.9
641598,25.9
608597,25.9
623168,25.9
502110,25.9
518568,25.9
425783,25.9
519299,25.8
608577,25.8
461314,25.8
643265,25.8
622666,25.7
572761,25.7
642731,25.7
596105,25.7
656555,25.7
519317,25.7
571974,25.7
572122,25.7
660294,25.7
457759,25.7
543063,25.7
680777,25.6
467793,25.6
621002,25.6
573131,25.6
543333,25.6
459964,25.6
669221,25.6
641432,25.6
503556,25.6
571788,25.6
600303,25.5
608348,25.6
501981,25.5
445055,25.5
608700,25.5
553869,25.5
592530,25.5
641924,25.4
670623,25.5
425772,25.4
641645,25.4
429665,25.3
605612,25.3
572287,25.3
665489,25.3
641680,25.3
642133,25.3
458015,25.3
474832,25.2
664034,25.2
547004,25.2
519222,25.1
571431,25.1
521692,25.1
443558,25.1
543768,25.1
665947,25.1
592407,25.1
628450,25.1
644433,25.1
460086,25.0
527038,25.0
570482,25.0
519203,25.0
596142,25.0
543877,25.0
519058,25.0
572228,24.9
624512,24.9
457803,24.9
518626,24.9
547379,24.9
435522,24.9
595956,24.9
452678,24.9
429664,24.9
435062,24.9
571448,24.8
460077,24.8
592660,24.8
621512,24.8
607345,24.7
605421,24.7
543068,24.7
596748,24.7
542583,24.7
605170,24.6
465041,24.5
553882,24.4
435559,24.3
571466,24.3
645801,24.3
596847,24.3
519048,24.2
452095,24.2
453943,24.2
592567,24.2
642082,24.2
641929,24.1
592200,24.1
467055,24.0
596129,24.0
576397,24.0
624431,24.0
448801,24.0
488671,24.0
456124,23.8
506702,23.7
595453,23.7
595978,23.7
455117,23.6
518735,23.6
607732,23.5
455139,23.3
467092,23.3
408234,23.1
425877,23.1
475253,23.1
405395,22.1
