batter,sprint_speed
676914,27.2
643565,27.2
671277,27.2
672515,27.2
805779,27.2
573262,27.2
514888,27.1
673237,27.1
621311,27.1
606466,27.1
641313,27.1
680757,27.1
676632,27.1
516782,27.1
575929,27.1
670032,27.1
665782,27.1
676572,27.1
668670,27.1
686527,27.1
669720,27.1
656248,27.1
571771,27.0
663698,27.0
676116,27.0
543305,27.0
668942,27.0
680977,27.0
691016,27.0
672695,27.0
621466,27.0
663457,27.0
664770,27.0
678554,26.9
592348,26.9
623520,26.9
674441,26.9
666464,26.9
681146,26.9
683146,26.9
571970,26.9
444482,26.9
650859,26.9
691011,26.9
656582,26.9
592325,26.9
663757,26.9
602104,26.9
624585,26.9
666969,26.8
592450,26.8
518792,26.8
665742,26.8
671286,26.8
457705,26.8
666135,26.8
543685,26.8
677587,26.8
670097,26.8
596146,26.8
660162,26.8
621043,26.8
642197,26.8
686681,26.8
641487,26.8
657557,26.8
656577,26.8
621493,26.8
643265,26.8
656896,26.7
545121,26.7
592669,26.7
672012,26.7
663743,26.7
608324,26.7
605141,26.7
657077,26.7
613564,26.7
624428,26.7
669224,26.7
660766,26.7
643217,26.7
666397,26.7
650333,26.7
665120,26.7
666165,26.6
693049,26.6
657757,26.7
620443,26.6
609280,26.6
669234,26.6
650402,26.6
666310,26.6
666971,26.6
668904,26.6
666023,26.6
668939,26.6
663728,26.6
643376,26.6
663886,26.5
493329,26.5
682988,26.5
553993,26.5
656180,26.5
608336,26.5
595777,26.5
670770,26.5
664901,26.5
646240,26.5
661388,26.4
695238,26.4
691406,26.4
663647,26.4
666150,26.4
656976,26.4
694384,26.4
663527,26.4
663993,26.4
683734,26.3
624424,26.3
502671,26.3
680777,26.3
643446,26.3
676701,26.3
664761,26.3
543228,26.3
668901,26.3
663905,26.3
663616,26.3
571745,26.2
681807,26.2
669357,26.2
572233,26.2
660707,26.2
681584,26.2
665839,26.2
691182,26.2
518934,26.1
665561,26.1
807799,26.1
624413,26.1
608385,26.1
670541,26.1
661531,26.1
608596,26.1
694359,26.0
663656,26.0
664874,26.0
623993,26.0
592273,26.0
690291,26.0
649966,26.0
663898,26.0
641598,26.0
467793,25.9
686780,25.9
641857,25.9
571657,25.9
700932,25.9
670623,25.9
669304,25.9
572138,25.9
592518,25.8
656941,25.8
502110,25.8
605131,25.8
500743,25.8
665953,25.8
518692,25.8
682626,25.8
593934,25.8
666018,25.8
592178,25.7
542303,25.7
518595,25.7
606115,25.6
605204,25.6
686797,25.6
666163,25.6
686469,25.6
683021,25.6
608348,25.6
642086,25.6
592626,25.5
608841,25.5
624512,25.5
680728,25.5
642020,25.5
686482,25.5
621566,25.5
665804,25.5
676475,25.5
571912,25.5
456781,25.5
650490,25.4
605137,25.4
543309,25.4
457759,25.4
571448,25.3
608369,25.3
656555,25.3
668832,25.3
547989,25.3
595978,25.3
641680,25.3
669221,25.2
672275,25.2
687462,25.2
668853,25.2
650391,25.2
664774,25.2
647304,25.2
543510,25.1
543063,25.1
664034,25.1
570482,25.1
669134,25.0
645444,25.0
668800,25.0
645305,25.0
660688,25.0
642136,24.9
663609,24.9
596142,24.8
543877,24.8
621512,24.7
672386,24.7
641645,24.7
572761,24.6
519317,24.6
521692,24.5
519203,24.5
624431,24.5
640902,24.5
592200,24.4
553869,24.4
605170,24.4
571466,24.4
641432,24.3
644433,24.2
642133,24.2
671213,24.1
527038,24.0
607732,23.9
596129,23.9
518735,23.2
553882,23.1
455117,23.1
645801,22.8
