batter,sprint_speed
677951,30.5
679032,30.1
682829,30.0
666149,30.0
682729,30.0
691718,30.0
687363,30.0
622761,29.9
642350,29.9
641658,29.8
665161,29.8
676356,29.8
694671,29.8
664983,29.8
677941,29.7
694497,29.7
696285,29.7
694192,29.7
621439,29.7
680118,29.6
663368,29.6
680776,29.6
607208,29.6
677594,29.6
642201,29.6
682998,29.6
669003,29.5
656537,29.5
682668,29.5
683083,29.5
665923,29.4
702616,29.4
666152,29.4
668930,29.3
686217,29.3
694362,29.3
686668,29.3
681393,29.3
686611,29.3
657041,29.3
678009,29.3
687529,29.2
693304,29.2
677956,29.2
624641,29.2
681460,29.1
686554,29.1
656413,29.1
542932,29.0
681082,29.1
642708,29.0
676059,29.0
640492,29.0
678225,29.0
593160,29.0
621438,28.9
670042,28.9
663853,28.9
694377,28.9
545361,28.9
677347,28.9
665877,28.9
676694,28.9
665926,28.9
672642,28.9
683002,28.9
657088,28.8
665833,28.8
673357,28.8
656541,28.8
694388,28.8
666181,28.8
677649,28.8
663837,28.8
681546,28.8
691026,28.8
678882,28.8
666176,28.8
682622,28.8
595281,28.7
680869,28.7
682868,28.7
672640,28.7
642180,28.7
691594,28.7
695578,28.7
687401,28.7
676801,28.7
664314,28.7
656305,28.7
669200,28.7
678246,28.6
677942,28.6
687597,28.6
666160,28.6
683011,28.6
663897,28.6
578428,28.6
686894,28.6
606192,28.6
666915,28.6
669208,28.5
665862,28.6
668723,28.5
682928,28.5
543760,28.5
677008,28.5
701538,28.5
667472,28.5
665750,28.5
624415,28.5
572191,28.5
669707,28.5
662139,28.5
665506,28.5
592885,28.5
608671,28.5
667452,28.5
666139,28.4
656716,28.4
808982,28.4
657136,28.4
592663,28.4
663538,28.4
676391,28.4
669364,28.4
691023,28.4
607680,28.4
663662,28.4
665487,28.4
641355,28.4
669261,28.3
672569,28.3
701305,28.3
672279,28.3
641584,28.3
660844,28.3
673490,28.3
673548,28.3
686452,28.3
682177,28.3
668885,28.3
681624,28.3
656775,28.3
671739,28.3
676609,28.3
681297,28.2
608070,28.2
669016,28.2
664056,28.2
671289,28.2
672761,28.2
596103,28.2
669065,28.2
687263,28.2
686823,28.2
668715,28.2
700242,28.1
676070,28.1
642215,28.1
666134,28.1
669369,28.1
543807,28.1
594807,28.1
668731,28.1
677588,28.1
678662,28.1
668227,28.1
681351,28.1
621035,28.1
596115,28.1
668845,28.1
623912,28.0
660271,28.1
678877,28.1
621545,28.0
642731,28.0
541645,28.0
670156,28.0
607043,28.0
669743,28.0
663697,28.0
669477,28.0
664238,28.0
696100,28.0
680718,28.0
677870,28.0
596117,28.0
675961,28.0
668804,28.0
641943,28.0
657061,28.0
664023,27.9
650489,27.9
647351,27.9
672580,27.9
663586,27.9
669242,27.9
672284,27.9
669394,27.9
664728,27.9
663550,27.9
671218,27.9
606992,27.9
695336,27.9
680700,27.9
669004,27.8
680474,27.8
657656,27.8
691176,27.8
656811,27.8
682641,27.8
621020,27.8
592192,27.8
645302,27.8
677950,27.8
621550,27.8
670764,27.8
669699,27.8
676113,27.8
689172,27.8
658668,27.8
669127,27.8
643396,27.8
690993,27.7
665019,27.7
680779,27.7
669137,27.7
679845,27.7
660670,27.7
543257,27.7
595909,27.7
605113,27.7
681481,27.7
630105,27.7
686765,27.7
682985,27.7
666158,27.7
624503,27.7
669397,27.6
691723,27.6
628451,27.6
596019,27.6
671732,27.6
669701,27.6
682657,27.6
605346,27.6
666703,27.6
663624,27.6
668709,27.6
649557,27.6
655316,27.6
663330,27.6
686676,27.6
682073,27.6
621563,27.6
667670,27.6
677800,27.5
595879,27.5
641933,27.5
670242,27.5
545341,27.5
593871,27.5
687231,27.5
665052,27.5
693307,27.5
676369,27.5
660644,27.5
663611,27.5
542194,27.5
682617,27.5
621028,27.5
607054,27.5
622534,27.5
650559,27.5
702358,27.5
668952,27.5
670276,27.5
700250,27.5
592206,27.4
665828,27.4
593428,27.4
687093,27.4
547180,27.4
669911,27.4
694376,27.4
687952,27.4
605361,27.4
642715,27.4
600869,27.4
672356,27.4
669257,27.4
453568,27.4
664913,27.4
666624,27.3
666185,27.3
669222,27.3
666182,27.3
683737,27.3
672820,27.3
622569,27.3
673962,27.3
643289,27.3
608701,27.3
669289,27.3
592696,27.3
680716,27.3
502054,27.2
679529,27.2
671056,27.3
695391,27.2
673995,27.2
645277,27.2
641343,27.2
665489,27.2
660821,27.2
664040,27.2
