batter,year,milb_aaa_pa_prior,milb_aaa_iso_prior,milb_aaa_kpct_prior,milb_aaa_bbpct_prior
433715,2017,175,0.0993788819875776,0.1428571428571428,0.0685714285714285
433715,2018,232,0.0566037735849056,0.2025862068965517,0.0603448275862069
434562,2016,368,0.1927710843373494,0.1304347826086956,0.0597826086956521
434562,2017,464,0.1370192307692307,0.1357758620689655,0.0689655172413793
434562,2018,468,0.2278177458033573,0.1367521367521367,0.0769230769230769
434562,2020,289,0.173076923076923,0.1003460207612456,0.0865051903114186
434601,2017,248,0.0424528301886792,0.0685483870967741,0.0967741935483871
434624,2016,195,0.0594594594594594,0.2717948717948718,0.041025641025641
434633,2016,65,0.032258064516129,0.2,0.0307692307692307
434658,2020,337,0.1225806451612903,0.2136498516320474,0.0504451038575667
434681,2016,376,0.0890207715133531,0.1356382978723404,0.0531914893617021
435038,2018,482,0.1395881006864988,0.1244813278008298,0.0746887966804979
435041,2017,82,0.2535211267605634,0.1463414634146341,0.0853658536585365
435064,2016,55,0.0204081632653061,0.2,0.109090909090909
435064,2018,275,0.1851851851851851,0.2,0.0909090909090909
435064,2020,101,0.1888888888888888,0.2475247524752475,0.1089108910891089
435180,2017,453,0.1599045346062052,0.2450331125827814,0.0662251655629139
435180,2018,206,0.140625,0.2524271844660194,0.0631067961165048
435222,2016,110,0.1063829787234042,0.1636363636363636,0.1272727272727272
435358,2016,80,0.0972222222222222,0.125,0.0625
435358,2018,218,0.0490196078431372,0.073394495412844,0.0412844036697247
435459,2016,181,0.1904761904761904,0.3093922651933701,0.1767955801104972
435459,2017,130,0.0825688073394495,0.2923076923076923,0.1615384615384615
435520,2016,87,0.0945945945945946,0.2068965517241379,0.0919540229885057
435539,2017,108,0.0416666666666666,0.0925925925925925,0.0555555555555555
435558,2016,111,0.1030927835051546,0.1891891891891892,0.1081081081081081
435558,2017,390,0.2576271186440678,0.1589743589743589,0.1923076923076923
435558,2018,96,0.1739130434782608,0.1458333333333333,0.2604166666666667
435623,2016,448,0.0767326732673267,0.0602678571428571,0.0535714285714285
435624,2016,355,0.1242603550295858,0.1887323943661971,0.0366197183098591
435625,2017,125,0.1101694915254237,0.224,0.048
436913,2016,57,0.1320754716981132,0.1403508771929824,0.0350877192982456
439664,2016,76,0.1538461538461538,0.2236842105263158,0.0657894736842105
440251,2016,499,0.167420814479638,0.12625250501002,0.1022044088176352
441932,2016,270,0.1475409836065573,0.1555555555555555,0.0666666666666666
441932,2017,258,0.0704845814977973,0.0930232558139534,0.1007751937984496
441932,2018,317,0.0872727272727272,0.1198738170347003,0.113564668769716
443554,2016,269,0.0991379310344827,0.1598513011152416,0.1078066914498141
443554,2017,251,0.136150234741784,0.1872509960159362,0.1235059760956175
443554,2018,56,0.0588235294117647,0.2142857142857142,0.0714285714285714
443554,2020,123,0.1441441441441441,0.2195121951219512,0.073170731707317
443559,2016,385,0.1536144578313253,0.1168831168831168,0.1246753246753246
443559,2017,403,0.1863013698630137,0.1215880893300248,0.0744416873449131
443559,2018,386,0.1492537313432835,0.0751295336787564,0.121761658031088
444107,2016,224,0.2628865979381443,0.2410714285714285,0.1160714285714285
444107,2017,381,0.2409638554216867,0.2099737532808399,0.1128608923884514
444125,2016,103,0.1724137931034483,0.2621359223300971,0.1067961165048543
444453,2016,432,0.1421319796954314,0.1805555555555555,0.0810185185185185
444482,2025,98,0.1125,0.1836734693877551,0.1428571428571428
444489,2016,292,0.15625,0.1164383561643835,0.0821917808219178
444489,2017,262,0.1772151898734177,0.148854961832061,0.0648854961832061
444859,2016,264,0.1422764227642276,0.3371212121212121,0.0454545454545454
444859,2017,102,0.0967741935483871,0.2450980392156862,0.0784313725490196
444875,2017,255,0.0847457627118644,0.1254901960784313,0.0588235294117647
444876,2020,405,0.1580381471389645,0.1580246913580247,0.0790123456790123
444876,2022,133,0.1774193548387097,0.2180451127819548,0.0451127819548872
444952,2016,327,0.1118881118881118,0.2079510703363914,0.110091743119266
445055,2020,55,0.0377358490566037,0.1818181818181818,0.0363636363636363
445055,2022,73,0.1014492753623188,0.1232876712328767,0.0273972602739726
445095,2016,541,0.205020920502092,0.188539741219963,0.1016635859519408
445599,2016,131,0.1140350877192982,0.2824427480916031,0.1068702290076335
445615,2016,450,0.2236842105263158,0.1466666666666666,0.1288888888888889
