batter,sprint_speed
607208,30.6
641796,30.6
656537,30.4
664983,30.4
642201,30.4
622761,30.3
642350,30.2
596451,30.0
542932,29.9
621439,29.9
666176,29.9
641658,29.8
665750,29.7
641553,29.7
624641,29.7
641933,29.6
546990,29.6
571740,29.5
642708,29.5
664056,29.4
664059,29.4
660670,29.4
605548,29.4
623205,29.4
680776,29.3
664702,29.3
664057,29.3
665487,29.2
621006,29.2
545361,29.2
658668,29.2
664314,29.2
595281,29.2
676694,29.2
594838,29.1
642180,29.1
665862,29.1
663630,29.1
669016,29.1
670084,29.1
663837,29.1
680911,29.1
666158,29.1
665926,29.1
669222,29.0
669256,29.0
657041,29.0
663897,28.9
621450,28.9
670042,28.9
656541,28.9
669242,28.9
666931,28.9
672701,28.9
640458,28.9
656847,28.9
607043,28.9
642423,28.8
668731,28.8
592663,28.8
621035,28.8
665506,28.8
663757,28.8
534606,28.8
660271,28.8
545350,28.8
663538,28.8
622682,28.8
676801,28.7
668227,28.7
514917,28.7
656308,28.7
650489,28.7
456715,28.7
457705,28.7
672779,28.6
641505,28.6
596115,28.6
668804,28.6
541645,28.6
622534,28.6
621438,28.6
621446,28.6
623912,28.6
458731,28.6
614173,28.6
543760,28.6
670764,28.6
593160,28.6
594694,28.5
630105,28.5
595879,28.5
677551,28.5
656775,28.5
608671,28.5
592348,28.5
663697,28.5
606192,28.5
516782,28.5
594807,28.5
595981,28.5
621433,28.5
676391,28.5
662139,28.4
609275,28.4
544725,28.4
642731,28.4
673490,28.4
666969,28.4
645277,28.4
596103,28.4
621453,28.4
663457,28.4
664238,28.4
543807,28.4
571976,28.3
621028,28.4
592261,28.3
592885,28.3
621020,28.3
641943,28.3
669288,28.3
595751,28.3
642721,28.3
664728,28.3
606132,28.3
670097,28.3
665482,28.3
624415,28.3
606157,28.3
644374,28.3
645302,28.3
578428,28.2
663330,28.2
602074,28.2
663662,28.2
641531,28.2
572191,28.2
641561,28.2
670032,28.2
666915,28.2
501571,28.2
621493,28.2
641313,28.2
650559,28.1
670370,28.1
656305,28.1
666160,28.1
607054,28.1
650859,28.1
518586,28.1
608070,28.1
664913,28.1
596117,28.1
545341,28.1
647351,28.1
621550,28.1
641583,28.1
572008,28.1
660829,28.1
673451,28.0
656185,28.1
643396,28.0
666182,28.0
641355,28.0
656716,28.0
663853,28.0
663624,28.0
663611,28.0
664789,28.0
628451,28.0
594809,28.0
624414,28.0
673357,28.0
514888,28.0
642715,28.0
666211,27.9
657108,27.9
593871,27.9
670712,27.9
643289,27.9
666185,27.9
660821,27.9
595909,27.9
606992,27.9
657193,27.9
542454,27.9
502481,27.9
592178,27.9
621563,27.9
660162,27.8
665561,27.8
676480,27.8
592325,27.8
656811,27.8
502054,27.8
605113,27.8
596019,27.8
501659,27.8
546991,27.8
663647,27.8
547180,27.8
663586,27.8
624503,27.8
628338,27.8
669257,27.7
669394,27.8
642221,27.8
592192,27.8
621311,27.7
571980,27.7
622569,27.7
664761,27.7
572041,27.7
543257,27.7
641584,27.7
664023,27.7
643376,27.7
502273,27.7
593428,27.7
592450,27.7
641786,27.7
544369,27.7
657434,27.6
592206,27.6
664058,27.6
453568,27.6
657656,27.6
641856,27.6
657061,27.6
607680,27.6
444482,27.6
641829,27.6
643217,27.6
664040,27.6
668942,27.6
606299,27.6
595943,27.6
658069,27.6
602922,27.6
609280,27.5
650391,27.5
575929,27.5
641487,27.5
621573,27.5
657557,27.5
444876,27.5
461865,27.5
640457,27.5
542364,27.5
656669,27.5
670770,27.4
592444,27.4
457708,27.4
596146,27.4
570481,27.4
543543,27.4
500871,27.4
663656,27.4
571771,27.4
666135,27.4
641343,27.4
572233,27.4
571718,27.4
656896,27.4
608336,27.4
608701,27.3
546318,27.3
573262,27.4
592696,27.4
666198,27.3
669289,27.3
572816,27.3
666801,27.3
595284,27.3
669720,27.3
672695,27.3
542340,27.3
516416,27.3
663993,27.3
642727,27.3
668670,27.3
519306,27.2
592669,27.2
600869,27.2
670351,27.2
672284,27.2
605141,27.2
608686,27.2
643565,27.2
592859,27.2
598265,27.2
623520,27.2
669374,27.2
667670,27.2
570256,27.2
571745,27.2
646240,27.1
621011,27.1
607461,27.1
621532,27.1
624428,27.1
649557,27.1
665155,27.1
640449,27.1
665742,27.0
571657,27.0
570731,27.0
624424,27.0
671277,27.0
641914,27.0
657077,27.0
642211,27.0
665120,27.0
621043,27.0
650402,27.0
596825,27.0
642336,27.0
493329,27.0
656252,27.0
643446,27.0
545121,27.0
605119,27.0
665489,27.0
600524,27.0
656403,27.0
660620,27.0
676701,26.9
642162,27.0
602104,27.0
663728,27.0
656582,26.9
661388,26.9
624585,26.9
608596,26.9
605131,26.9
518692,26.9
622268,26.9
656577,26.9
605204,26.9
591720,26.9
660634,26.9
591971,26.9
501303,26.9
592626,26.9
663886,26.8
642165,26.8
650333,26.8
663898,26.8
664247,26.8
620443,26.8
542255,26.8
593643,26.8
606466,26.8
518792,26.8
666163,26.8
643393,26.8
606115,26.8
656941,26.8
543939,26.8
543281,26.8
596059,26.8
503556,26.8
553993,26.7
543105,26.7
657757,26.7
592863,26.7
