mlb_id,player_name_fg,team,season,age,g,gs,ip,sv,hld,shutdowns,meltdowns,pli,gmli,exli,inli,wpa,wpa_per_li,re24,rew,era,fip,k_pct,bb_pct,barrel_pct,hard_hit_pct,lob_pct
671922,Cade Smith,CLE,2024,25.0,74.0,0.0,75.1,1.0,26.0,33.0,7.0,1.152153253555298,1.191716194152832,1.159583330154419,1.020166039466858,2.94887638092041,2.2452681064605717,26.336000442504883,2.803541660308838,1.9115047474253068,1.4009927546261436,35.64,5.88,8.43,42.77,79.02
643377,Griffin Jax,MIN,2024,29.0,72.0,0.0,71.0,10.0,24.0,41.0,11.0,1.7672404050827026,1.7897250652313232,1.5148178339004517,1.6246823072433472,2.032346487045288,1.6704272031784058,16.20800018310547,1.706324815750122,2.028169232023989,1.941127533941968,34.42,5.43,7.93,38.41,77.05
695243,Mason Miller,OAK,2024,25.0,55.0,0.0,65.0,28.0,0.0,30.0,5.0,1.8784818649291992,1.83614182472229,2.475454568862915,1.9126135110855105,3.479033946990967,1.8041956424713133,15.300999641418455,1.6330342292785645,2.492307984843091,2.1818642781048703,41.77,8.43,5.69,32.52,70.56
664854,Ryan Helsley,STL,2024,29.0,65.0,0.0,66.1,49.0,0.0,35.0,5.0,2.1610100269317627,1.892427682876587,3.232133150100708,1.9168447256088257,4.113225936889648,1.5439672470092771,18.13800048828125,1.8864463567733765,2.035176035448853,2.412710876271701,29.7,8.65,3.66,35.37,78.49
661403,Emmanuel Clase,CLE,2024,26.0,74.0,0.0,74.1,47.0,0.0,44.0,4.0,1.7654263973236084,1.784483790397644,2.7604000568389893,1.7952826023101809,6.23106575012207,2.9664196968078613,30.26000022888184,3.1772994995117188,0.605381145207661,2.2247757746334336,24.44,3.7,3.65,29.69,85.06
621381,Matt Strahm,PHI,2024,32.0,66.0,0.0,62.2,3.0,18.0,27.0,11.0,1.3559802770614624,1.4359060525894165,1.1910107135772705,1.192172646522522,1.0487583875656128,1.5730534791946411,15.74899959564209,1.6295768022537231,1.8670214660138744,2.2888201147789995,33.33,4.64,7.09,37.59,82.28
656546,Jeff Hoffman,PHI,2024,31.0,68.0,0.0,66.1,10.0,21.0,34.0,8.0,1.6770198345184326,1.5675500631332395,1.6531318426132202,1.4473721981048584,2.304600238800049,1.169805645942688,13.815999984741213,1.3506096601486206,2.1708544378121104,2.5182385225542343,33.58,6.04,7.64,42.04,80.2
489446,Kirby Yates,TEX,2024,37.0,61.0,0.0,61.2,33.0,2.0,39.0,5.0,1.8683016300201416,1.8993213176727293,2.3900363445281982,1.825321078300476,4.431180000305176,2.1729416847229004,21.61199951171875,2.214303731918335,1.16756768794371,2.5016148448774045,35.86,11.81,4.1,32.79,88.11
502085,David Robertson,TEX,2024,39.0,68.0,0.0,72.0,2.0,34.0,39.0,11.0,1.8664305210113523,1.7699264287948608,1.5644333362579346,1.6061948537826538,2.5465664863586426,1.4650732278823853,15.68299961090088,1.6855803728103638,3.0000003178914727,2.6525908349472744,33.45,9.12,5.45,37.58,76.92
640462,A.J. Puk,- - -,2024,29.0,58.0,0.0,57.2,3.0,14.0,24.0,6.0,1.3273865878582,1.433682733568652,1.1900898291140187,1.212277502626986,1.6022800207138062,1.9515053629875183,18.456000328063965,1.869313657283783,1.7167633654038086,2.056652956210565,35.02,5.07,3.88,33.33,78.12
641729,Joe Jimenez,ATL,2024,29.0,69.0,0.0,68.2,3.0,27.0,30.0,8.0,1.486276388168335,1.3891361951828003,1.29035484790802,1.3852083683013916,1.304002285003662,1.841441631317139,13.875999450683594,1.499150276184082,2.6213593203853613,2.336382660167764,29.6,8.3,4.76,32.74,72.25
668674,Lucas Erceg,- - -,2024,29.0,61.0,0.0,61.2,14.0,18.0,23.0,11.0,1.4898323187461266,1.4910590629108618,1.5240622017118666,1.344052744878305,1.0258301086723804,0.951017051935196,10.659000158309937,1.0394058525562286,3.356757310487046,2.5340472415313657,28.46,6.32,6.29,33.33,67.37
676254,Ryan Walker,SFG,2024,28.0,75.0,0.0,79.0,10.0,21.0,40.0,10.0,1.5523589849472046,1.462234616279602,1.3446980714797974,1.413947343826294,3.5896341800689697,2.0499489307403564,25.988000869750977,2.7194132804870605,1.936709047796423,2.520910095690988,32.01,5.94,6.11,30.56,82.35
670955,Edwin Uceta,TBR,2024,26.0,30.0,0.0,41.2,5.0,7.0,15.0,3.0,1.237553954124451,1.426253318786621,1.241320013999939,1.217625379562378,2.1638338565826416,1.2613450288772583,12.295000076293944,1.3370290994644165,1.512000230712926,1.7024795549010892,35.85,5.03,3.23,31.18,83.85
656945,Tanner Scott,- - -,2024,29.0,72.0,0.0,72.0,22.0,11.0,34.0,9.0,1.96604406990503,1.8055555886692471,1.71249036635122,1.7080782607749656,3.1661218404769897,1.5669007301330566,23.27100133895874,2.350537359714508,1.7500001390775155,2.9164797584215782,28.57,12.24,4.62,27.17,79.69
669093,Jeremiah Estrada,SDP,2024,25.0,62.0,0.0,61.0,1.0,16.0,15.0,9.0,1.1048129796981812,1.073074221611023,1.2312666177749634,0.8747568726539612,0.311518132686615,0.924746870994568,2.952000141143799,0.3015675842761993,2.9508202257288123,2.068118916490737,37.3,9.13,5.19,37.04,72.39
683769,Hunter Gaddis,CLE,2024,26.0,78.0,0.0,74.2,0.0,33.0,36.0,8.0,1.4134687185287476,1.4252461194992063,1.4822371006011963,1.2982141971588137,2.3176023960113525,2.5718023777008057,22.01000022888184,2.2950332164764404,1.5669644991962568,2.8182654451350717,23.74,5.04,5.67,36.6,81.23
628452,Raisel Iglesias,ATL,2024,34.0,66.0,0.0,69.1,34.0,0.0,27.0,6.0,1.6887623071670532,1.4996575117111206,2.0771572589874268,1.6110105514526367,4.141538143157959,2.420006036758423,22.24399948120117,2.2872676849365234,1.9471155274549283,2.647248970968481,26.25,5.02,4.0,30.86,72.31
676395,Robert Garcia,WSN,2024,28.0,72.0,0.0,59.2,0.0,13.0,16.0,15.0,1.0739977359771729,1.1459499597549438,1.0328394174575806,0.9031144976615906,-1.484488606452942,-0.1665192991495132,-2.7810003757476807,-0.3237389922142029,4.223464947247836,2.378770046065,29.88,6.37,3.14,30.19,57.23
663485,Cole Sands,MIN,2024,26.0,62.0,0.0,71.1,4.0,5.0,15.0,12.0,0.8879164457321167,1.073241949081421,1.2293215990066528,0.8704781532287598,-0.0611197501420974,0.759941816329956,6.824999809265137,0.7201046943664551,3.2803744165250146,2.633769402956673,29.11,4.11,6.35,37.04,68.51
686580,Justin Slaten,BOS,2024,26.0,44.0,0.0,55.1,2.0,13.0,22.0,8.0,1.1727073192596436,1.4287681579589844,1.4419777393341064,1.1473592519760132,0.8479920029640198,0.8513988256454468,10.29699993133545,1.0131244659423828,2.9277111124899173,2.606238762936786,25.89,4.02,3.87,36.77,70.61
689147,Orion Kerkering,PHI,2024,23.0,62.0,0.0,61.0,0.0,14.0,16.0,9.0,1.2212501764297483,1.0732160806655884,1.3713178634643557,0.9823055267333984,0.8609919548034668,1.249268889427185,13.399999618530272,1.338717699050903,2.3606560329569874,2.3468075446241743,29.6,6.4,5.26,33.55,75.84
669211,Keegan Akin,BAL,2024,29.0,66.0,0.0,78.2,1.0,6.0,8.0,9.0,0.7143778800964355,1.052899956703186,0.9509644508361816,0.721872091293335,-0.441363126039505,1.2350202798843384,4.324000835418701,0.5020740032196045,3.317797360972438,2.9885136363219247,30.99,6.07,7.69,37.44,70.98
445276,Kenley Jansen,BOS,2024,36.0,54.0,0.0,54.2,27.0,0.0,32.0,7.0,2.005547285079956,1.882855534553528,2.479399919509888,1.8182672262191768,3.0069282054901123,1.2169779539108276,11.574999809265137,1.1397114992141724,3.2926830800071847,3.001845624289436,28.44,9.17,11.11,37.04,73.03
679885,Justin Martinez,ARI,2024,22.0,64.0,0.0,72.2,8.0,7.0,20.0,12.0,1.5326261520385742,1.3067874908447266,0.9868611097335817,1.1924829483032229,0.3436347544193268,1.130331039428711,10.574000358581545,1.0838249921798706,2.4770645669450064,2.588498046002627,29.55,11.69,2.79,31.84,75.37
676534,Calvin Faucher,MIA,2024,28.0,53.0,0.0,53.2,6.0,11.0,21.0,11.0,1.4311028718948364,1.5610339641571045,1.7838343381881714,1.435481309890747,0.681924045085907,0.5351385474205017,4.143999576568604,0.4337725639343261,3.186335781208273,2.495672245403843,26.81,11.06,7.75,39.44,68.35
686539,Declan Cronin,MIA,2024,26.0,56.0,0.0,70.1,0.0,8.0,15.0,10.0,0.9014334082603456,1.0381107330322266,0.8756255507469177,0.8107328414916992,0.9950541257858276,0.5045700669288635,-0.1300000697374344,-0.0842288061976432,4.350711687044928,2.583541284273972,23.53,8.17,4.9,41.67,61.78
592094,Jason Adam,- - -,2024,32.0,74.0,0.0,73.2,4.0,31.0,37.0,12.0,1.5798360441551833,1.5134297673766677,1.6074812076985836,1.3742070645093918,2.498415946960449,2.0165908336639404,14.657999992370604,1.559507429599762,1.9547512999272496,3.030733160239292,28.72,8.16,6.4,37.79,79.03
656464,Kevin Ginkel,ARI,2024,30.0,72.0,0.0,70.0,5.0,17.0,21.0,15.0,1.4550549983978271,1.4328278303146362,1.3882250785827637,1.312036395072937,0.3774441182613373,0.1847811192274093,8.394000053405762,0.8808379769325256,3.2142864149445485,2.852193995495217,26.46,5.15,5.61,40.82,71.25
607259,Nick Martinez,CIN,2024,33.0,26.0,0.0,53.1,0.0,6.0,12.0,4.0,0.8643285632133484,1.0599230527877808,1.0320260524749756,0.9010554552078248,0.9594039916992188,1.1353694200515747,12.786999702453612,1.27973210811615,1.856250177025812,2.753979738950726,22.55,2.94,3.95,23.03,84.16
661395,Jhoan Duran,MIN,2024,26.0,58.0,0.0,54.1,23.0,7.0,34.0,10.0,1.943131685256958,1.8219448328018188,1.6108952760696411,1.7944492101669312,1.5297539234161377,0.1344200521707534,-1.2109999656677246,-0.1175659447908401,3.644172120280084,2.8535963134172624,28.95,6.58,3.55,36.17,61.51
605280,Clay Holmes,NYY,2024,31.0,67.0,0.0,63.0,30.0,2.0,29.0,14.0,2.2289938926696777,1.8991342782974243,2.534729480743408,1.7266849279403689,-1.672226905822754,-0.0892234519124031,1.4159998893737793,0.1732951551675796,3.1428577137643203,3.023622609482326,25.09,8.12,5.62,36.52,70.53
573009,Joe Mantiply,ARI,2024,33.0,73.0,0.0,58.0,1.0,16.0,17.0,10.0,1.0146671533584597,1.1485425233840942,1.1055908203125,0.8385288119316101,0.6022042036056519,1.2693761587142944,4.921999931335449,0.5265011787414551,3.8793118756965934,2.494065719835719,22.36,7.59,7.83,42.77,63.61
676684,Will Vest,DET,2024,29.0,69.0,0.0,70.1,2.0,14.0,17.0,11.0,1.126631498336792,1.1521246433258057,1.030596375465393,0.9697043299674988,0.096295841038227,0.6022894382476807,6.687999725341797,0.6405481100082397,2.815166691109663,2.8252474520946844,21.8,6.23,2.93,38.05,75.84
642701,Dennis Santana,- - -,2024,28.0,62.0,0.0,71.2,3.0,12.0,20.0,6.0,0.7714786664644877,1.0189129094923697,1.055433307375227,0.8123829794484515,1.4925922453403473,0.9701547026634216,7.063000440597534,0.7906804084777832,3.893024015617622,3.012991376240355,24.04,7.32,4.66,32.64,64.14
643410,Mark Leiter Jr.,- - -,2024,33.0,60.0,0.0,58.0,0.0,15.0,20.0,11.0,1.3998544981230552,1.4000833213329316,1.380343351724013,1.2204100615099858,0.4605963081121444,-0.0261727571487426,0.6669998168945312,0.0872849822044372,4.500001183871877,3.287169465213562,33.59,8.59,8.28,40.0,66.86
608032,Carlos Estevez,- - -,2024,31.0,54.0,0.0,55.0,26.0,0.0,24.0,8.0,1.7614780633073104,1.6347814710051924,2.5360000814710344,1.71311262969313,2.0453699827194214,1.0646172249689698,10.918999910354614,1.1227186173200607,2.454545539666801,3.2392070535391824,23.58,5.66,10.07,42.28,75.0
571882,Derek Law,WSN,2024,33.0,75.0,0.0,90.0,1.0,17.0,23.0,14.0,1.0396525859832764,1.0935920476913452,1.1549731492996216,0.9643869996070862,0.6661680936813354,1.0237758159637451,6.508999347686768,0.635595440864563,2.6000004408095365,3.3220353602185706,20.82,6.58,3.79,35.23,78.19
670970,Adrian Morejon,SDP,2024,25.0,60.0,0.0,63.2,2.0,12.0,16.0,8.0,0.9799972772598268,1.0139700174331665,1.0164124965667725,0.821647047996521,0.9267612099647522,0.211893230676651,5.487000465393066,0.489692360162735,2.8272259214144184,2.789516322101206,26.1,7.72,8.38,32.4,76.83
681911,Alex Vesia,LAD,2024,28.0,67.0,0.0,66.1,5.0,13.0,16.0,13.0,1.1401898860931396,1.2723253965377808,1.1042771339416504,1.0956051349639893,1.2856141328811646,1.6241040229797363,14.631999015808104,1.5373640060424805,1.7638194335898076,3.4529119940009605,33.08,12.55,11.97,34.51,83.92
607481,Aaron Bummer,ATL,2024,30.0,56.0,0.0,55.1,0.0,2.0,6.0,9.0,0.7162352204322815,0.748839259147644,0.9885441660881042,0.6491243243217468,-0.5264338254928589,0.2543112933635711,-1.7320005893707275,-0.1365826427936554,3.578314075312345,2.226720526187563,28.28,7.38,1.29,32.9,72.89
