batter,sprint_speed
641796,30.7
607208,30.3
621439,30.3
543194,30.1
664702,30.1
596451,30.1
641658,30.1
641933,30.0
641553,30.0
609275,29.9
605253,29.9
593647,29.8
642423,29.8
542932,29.8
546990,29.7
623323,29.6
657041,29.6
664056,29.5
571740,29.5
640458,29.5
621006,29.5
664041,29.5
621446,29.5
595281,29.4
592261,29.4
669242,29.4
605480,29.4
669222,29.4
668227,29.4
593523,29.4
641477,29.3
660670,29.3
665487,29.3
645302,29.2
596115,29.2
545361,29.2
625510,29.2
542979,29.2
502117,29.2
642708,29.2
545350,29.2
606192,29.1
434658,29.1
605508,29.1
572191,29.1
656541,29.1
605486,29.1
664068,29.1
602074,29.1
656775,29.0
592348,29.0
663757,29.0
488721,29.0
622534,29.0
656185,29.0
516782,29.0
605233,29.0
642180,29.0
543776,28.9
623912,28.9
622682,28.9
458731,28.9
491676,28.9
594838,28.9
647351,28.8
457705,28.8
666158,28.8
657061,28.8
595751,28.8
620439,28.8
541645,28.8
641355,28.8
527049,28.7
663538,28.7
669256,28.7
592663,28.7
641313,28.7
514917,28.7
571437,28.7
621035,28.7
594807,28.7
621020,28.7
592680,28.7
592885,28.7
457727,28.7
605490,28.7
502054,28.7
641684,28.6
641513,28.6
645277,28.6
621563,28.6
650489,28.6
606157,28.6
595879,28.6
621005,28.6
593160,28.6
669720,28.6
452254,28.6
514888,28.6
547179,28.6
570481,28.5
544725,28.5
606132,28.5
641525,28.5
657656,28.5
543829,28.5
621028,28.5
670032,28.5
607043,28.5
664057,28.5
501659,28.5
644374,28.4
641505,28.4
502481,28.4
666182,28.4
572073,28.4
543807,28.4
571976,28.4
664238,28.4
546991,28.3
621438,28.3
664913,28.3
592859,28.3
642715,28.3
594809,28.3
621493,28.3
670712,28.3
594011,28.3
596103,28.3
592444,28.3
624415,28.3
547180,28.3
595981,28.3
518586,28.2
641531,28.3
656669,28.2
621453,28.2
605113,28.2
592325,28.2
660271,28.2
593871,28.2
598284,28.2
592450,28.2
460576,28.2
624577,28.2
596825,28.2
622168,28.2
628338,28.2
592178,28.2
640457,28.1
609280,28.1
456488,28.1
607054,28.1
649557,28.1
572008,28.1
621311,28.1
664774,28.1
543760,28.1
641829,28.1
545341,28.1
668804,28.1
668942,28.1
622569,28.1
606299,28.1
656305,28.1
572041,28.0
