mlbam,year,bx_prior_h,bx_age_mult_h,bx_prior_sp,bx_age_mult_sp
434378,2018,,,13.873908764099312,-7.498897303599974
434538,2018,,,10.293017944329039,-6.734147452293229
434622,2018,,,9.896510224263016,-6.734147452293229
434628,2018,,,10.679802709776347,-7.498897303599974
434658,2018,0.48509007473397636,-0.08321376616788141,,
434670,2018,0.5461673070455444,0.006631368526555888,,
434671,2018,,,10.083268964175943,-6.734147452293229
434778,2018,0.5337304691912057,-0.019234494408961397,,
435062,2018,0.4946326269568097,0.006631368526555888,,
435063,2018,0.45984087960429126,-0.05089021561778526,,
435079,2018,0.5826990193810546,-0.05089021561778526,,
435221,2018,,,10.939575255024963,-6.734147452293229
435263,2018,0.5618392418680821,0.006631368526555888,,
435522,2018,0.5465773975865406,0.04842672380022864,,
435559,2018,0.5553047201347898,0.006631368526555888,,
435622,2018,0.45100702125729303,0.04842672380022864,,
443558,2018,0.6124787464709677,-0.08321376616788141,,
444379,2018,0.5068804894251456,0.006631368526555888,,
444432,2018,0.4851228709948372,0.04842672380022864,,
444482,2018,0.5547742589614625,0.08378304570368418,,
444489,2018,0.47009280463867475,0.06741141746937308,,
444857,2018,,,9.965008213308087,-7.498897303599974
444876,2018,0.42970671008442207,0.06741141746937308,,
445055,2018,0.4338273392786126,0.025077022137767493,,
445060,2018,,,9.32753024936175,-7.498897303599974
445926,2018,,,10.569926775664692,-6.734147452293229
446263,2018,0.5388265373523802,0.04842672380022864,,
446308,2018,0.44446469251631354,0.04842672380022864,,
446334,2018,0.5363185072378026,0.04842672380022864,,
446359,2018,0.6181820177206017,0.04842672380022864,,
446372,2018,,,17.65173453757888,-5.243513988602949
446381,2018,0.4145915320379351,0.04842672380022864,,
448179,2018,,,13.64656586836079,-10.453476401620701
448306,2018,,,8.632219936806539,-8.133822036996602
448602,2018,0.47847622374036247,0.006631368526555888,,
448801,2018,0.4568234424469312,0.04842672380022864,,
448802,2018,,,10.939917975957192,-4.259563649430147
448855,2018,,,8.595615122003313,-5.870714037729032
450172,2018,,,9.60890869289947,-6.734147452293229
450203,2018,,,12.470228800542015,-6.734147452293229
450306,2018,,,9.573476457411846,-7.498897303599974
450314,2018,0.5616532191570981,-0.08321376616788141,,
450729,2018,,,10.631393809451561,-6.734147452293229
451594,2018,0.5625860121494064,0.04842672380022864,,
451596,2018,,,8.552242941546737,-5.243513988602949
452095,2018,0.4449582583482416,0.04842672380022864,,
452104,2018,0.44895958974124967,0.006631368526555888,,
452234,2018,0.49655547182693477,-0.019234494408961397,,
452252,2018,0.5684687552610328,0.006631368526555888,,
452254,2018,0.48462814311049485,-0.019234494408961397,,
452655,2018,0.5416283316842195,0.006631368526555888,,
452657,2018,,,12.787121868693436,-6.734147452293229
452678,2018,0.5341176392458493,0.04842672380022864,,
453056,2018,0.526905944909111,0.006631368526555888,,
453064,2018,0.4920972614275812,0.025077022137767493,,
453178,2018,,,9.832896358858996,-5.870714037729032
453286,2018,,,17.3338018859651,-5.870714037729032
453385,2018,,,10.525948955969163,-6.734147452293229
453562,2018,,,12.925477962685438,-5.243513988602949
453568,2018,0.6802401894669285,0.06741141746937308,,
453923,2018,0.4676930121347044,0.006631368526555888,,
453943,2018,0.5746184671363965,0.04842672380022864,,
455104,2018,0.43445485876543016,-0.019234494408961397,,
455117,2018,0.3671888617097668,0.06741141746937308,,
455139,2018,0.5278573349113459,0.006631368526555888,,
455759,2018,0.5055155440342727,0.006631368526555888,,
455976,2018,0.4961493900949874,0.006631368526555888,,
456030,2018,0.5690489928904122,0.006631368526555888,,
456034,2018,,,13.372967173524687,-5.243513988602949
456068,2018,,,8.91126018620352,-6.734147452293229
456078,2018,0.4678655348920503,0.06741141746937308,,
456167,2018,,,8.014478407790486,-3.572437242884854
456488,2018,0.5989509478615286,0.06741141746937308,,
456501,2018,,,11.942234830845136,-5.243513988602949
456665,2018,0.5087116092464689,-0.019234494408961397,,
456701,2018,,,7.888870787151942,-5.243513988602949
456715,2018,0.5719556283668327,0.04842672380022864,,
457705,2018,0.5938464893150636,0.06741141746937308,,
457706,2018,0.47713947277827895,0.06741141746937308,,
457708,2018,0.5686259733087026,0.08378304570368418,,
457727,2018,0.5426573722207423,0.06741141746937308,,
457759,2018,0.6529686450168757,0.025077022137767493,,
457763,2018,0.6208717495674962,0.06741141746937308,,
457787,2018,0.3554814401794911,0.06741141746937308,,
457803,2018,0.5789067102651916,0.06741141746937308,,
457918,2018,,,11.903143832610482,-7.498897303599974
458015,2018,0.7204350580343907,0.006631368526555888,,
458681,2018,,,10.416633349602812,-4.259563649430147
458708,2018,,,10.99751155661962,-5.870714037729032
458731,2018,0.525578073770218,0.006631368526555888,,
459431,2018,0.4314505797616708,0.06741141746937308,,
459964,2018,0.545393510242346,0.025077022137767493,,
460026,2018,0.44078788784654294,0.006631368526555888,,
460059,2018,,,6.6420210806407685,-6.734147452293229
460060,2018,0.31111259667232266,0.006631368526555888,,
460075,2018,0.6321069969120344,0.006631368526555888,,
460086,2018,0.40449854761727544,0.006631368526555888,,
460269,2018,0.4201785236487696,-0.019234494408961397,,
460576,2018,0.4648871673289225,0.04842672380022864,,
461235,2018,0.4339420248803957,0.006631368526555888,,
461314,2018,0.5139911967651357,0.025077022137767493,,
461829,2018,,,11.873585252142332,-5.243513988602949
461858,2018,0.4275946384305007,0.04842672380022864,,
461865,2018,0.4149115591336357,0.04842672380022864,,
462101,2018,0.6022306059924,0.09460469116966978,,
462136,2018,,,11.646900036281789,-6.734147452293229
465041,2018,0.4487912608503631,0.04842672380022864,,
466320,2018,0.5461223323448853,0.025077022137767493,,
467055,2018,0.43632422361335127,0.06741141746937308,,
467092,2018,0.5202050498560191,0.08378304570368418,,
467100,2018,,,10.262842677469289,-4.259563649430147
467793,2018,0.6176113482339226,0.04842672380022864,,
467827,2018,0.5253081212319144,0.06741141746937308,,
468504,2018,,,10.855567595166464,-3.572437242884854
471083,2018,0.43618608653986346,0.006631368526555888,,
471865,2018,0.5478583265062162,0.04842672380022864,,
471911,2018,,,14.86953580340602,-4.259563649430147
472528,2018,0.5161679445524291,0.04842672380022864,,
474463,2018,,,9.037050262167261,-3.572437242884854
474568,2018,0.48609499916103927,0.06741141746937308,,
474699,2018,,,10.505471650574044,-3.572437242884854
474832,2018,0.5625862189538818,0.08378304570368418,,
474892,2018,0.4230319859648449,0.06741141746937308,,
475115,2018,,,8.476163064352498,-4.259563649430147
475174,2018,0.544621941142521,0.06741141746937308,,
475243,2018,,,9.466584984317647,-4.259563649430147
475253,2018,0.5617358680089879,0.06741141746937308,,
475582,2018,0.5701949613067234,0.025077022137767493,,
476451,2018,,,8.735420476775564,-4.259563649430147
476704,2018,0.5144309044753188,0.006631368526555888,,
477132,2018,,,17.010471286185894,-3.572437242884854
485567,2018,0.43808317489087123,0.06741141746937308,,
488671,2018,0.38983458257516457,0.06741141746937308,,
488721,2018,0.39276134122752393,0.06741141746937308,,
488726,2018,0.6219552910004944,0.06741141746937308,,
488768,2018,,,8.44447873606536,-4.259563649430147
488771,2018,0.3897029946941836,0.06741141746937308,,
488862,2018,0.49487088048204075,-0.019234494408961397,,
489119,2018,,,9.056214790713614,-4.259563649430147
489138,2018,0.3988927242691676,0.06741141746937308,,
489149,2018,0.5556969550982285,0.08378304570368418,,
489267,2018,0.3409186010748748,-0.019234494408961397,,
490063,2018,,,8.255364772035547,-6.734147452293229
491676,2018,0.4220845057421343,0.08378304570368418,,
493114,2018,0.5284491526444663,-0.05089021561778526,,
493316,2018,0.6123760418480159,0.04842672380022864,,
493329,2018,0.5903860350217195,0.006631368526555888,,
500208,2018,0.5804778974646922,0.08378304570368418,,
500724,2018,,,9.994187298975664,-2.972548821795117
500743,2018,0.5005099690212191,0.09460469116966978,,
500779,2018,,,13.723780729858554,-2.972548821795117
500871,2018,0.5131918736735127,0.09460469116966978,,
500874,2018,0.6215808348886155,0.09460469116966978,,
501381,2018,,,11.036928625445736,-2.972548821795117
501571,2018,0.4270355331476325,0.09460469116966978,,
501896,2018,0.4255899687063851,-0.019234494408961397,,
501957,2018,,,7.370166404315929,-3.572437242884854
501981,2018,0.571835020379802,0.08378304570368418,,
502042,2018,,,14.769352000199646,-2.972548821795117
502043,2018,,,9.468744447810533,-3.572437242884854
502054,2018,0.6106783976353649,0.08378304570368418,,
502082,2018,0.5589795259330211,0.09460469116966978,,
502100,2018,0.41662162525844315,0.04842672380022864,,
502110,2018,0.6615776874321015,0.08378304570368418,,
502143,2018,0.48648324246840835,0.025077022137767493,,
502171,2018,,,10.589303286433168,-3.572437242884854
502188,2018,,,13.400454494201327,-5.870714037729032
502190,2018,,,10.83408581368706,-3.572437242884854
502210,2018,0.5937509292250911,0.06741141746937308,,
502239,2018,,,12.389524069957588,-3.572437242884854
502327,2018,,,8.213862674302753,-3.572437242884854
502481,2018,0.5577012158012833,0.025077022137767493,,
502517,2018,0.6917535601424714,0.025077022137767493,,
502624,2018,,,11.460778835242728,-3.572437242884854
502671,2018,0.6916624532819708,0.08378304570368418,,
502706,2018,,,7.255300059636522,-4.259563649430147
502748,2018,,,14.706219969660378,-3.572437242884854
503556,2018,0.5616897093617965,0.09460469116966978,,
506433,2018,,,13.88058494070848,-4.259563649430147
506702,2018,0.4246507522288083,0.09460469116966978,,
514888,2018,0.7178809060084775,0.10334919988198099,,
514917,2018,0.506023939114402,0.10334919988198099,,
516416,2018,0.5651678361185356,0.10334919988198099,,
516770,2018,0.49642532359864244,0.10334919988198099,,
516782,2018,0.5555112052005633,0.09460469116966978,,
517369,2018,0.5136501876233724,0.10334919988198099,,
517593,2018,,,14.338884568985252,-2.2406651654844483
518516,2018,,,13.8542537583103,-2.2406651654844483
518595,2018,0.5272285549321943,0.09460469116966978,,
518614,2018,0.5037387718843789,0.06741141746937308,,
518618,2018,0.5150119482944774,0.10334919988198099,,
518626,2018,0.6885056582221918,0.04842672380022864,,
518633,2018,,,12.73209586910571,-2.972548821795117
518692,2018,0.670898609073027,0.10334919988198099,,
518735,2018,0.4972594991214647,0.09460469116966978,,
518774,2018,,,8.648774214961353,-2.972548821795117
518792,2018,0.5302094950959312,0.10334919988198099,,
518934,2018,0.5689437376597277,0.09460469116966978,,
518960,2018,0.5407556824513882,0.04842672380022864,,
519043,2018,,,10.37035534128664,-2.972548821795117
519048,2018,0.5194735560366424,0.04842672380022864,,
519058,2018,0.6242003150601878,0.09460469116966978,,
519076,2018,,,13.269982437332947,-2.972548821795117
519141,2018,,,12.4154139268712,-2.972548821795117
519144,2018,,,11.807827172234948,-2.972548821795117
519184,2018,0.5255270029416318,0.08378304570368418,,
519203,2018,0.7261847926247762,0.10334919988198099,,
519222,2018,0.37232544617176655,0.09460469116966978,,
519237,2018,0.40638303406739096,0.09460469116966978,,
519242,2018,,,18.215895700251146,-2.972548821795117
519299,2018,0.49868443764779297,0.04842672380022864,,
519306,2018,0.4808526187209059,0.09460469116966978,,
519317,2018,0.6872919051259936,0.10334919988198099,,
519333,2018,0.4940060900126325,0.10334919988198099,,
519346,2018,0.5506042814732667,0.06741141746937308,,
519390,2018,0.5019195349056161,0.025077022137767493,,
519455,2018,,,9.081456720020205,-5.243513988602949
520471,2018,0.4758271089636953,0.10334919988198099,,
521692,2018,0.5371818369795769,0.10334919988198099,,
523253,2018,0.47575565830691036,0.06741141746937308,,
527038,2018,0.5908000068042175,0.11727564164349807,,
527048,2018,,,9.138524285778454,-1.7634674423185244
527054,2018,,,10.90642038774581,-1.7634674423185244
533167,2018,,,10.039392049481082,-4.259563649430147
534910,2018,,,10.236533435258877,-2.2406651654844483
534947,2018,,,9.420772210722383,-3.572437242884854
537953,2018,0.41530864804085355,-0.019234494408961397,,
541640,2018,,,13.250434392048607,-2.2406651654844483
541645,2018,0.5121400586651847,0.11152945095933672,,
541650,2018,0.503448869890706,0.11152945095933672,,
542255,2018,0.5514645499895063,0.11152945095933672,,
542303,2018,0.5786307559998127,0.11152945095933672,,
542340,2018,0.48302791963138114,0.11152945095933672,,
542583,2018,0.505561927557774,0.10334919988198099,,
542881,2018,,,11.168596463746063,-2.2406651654844483
542882,2018,,,10.271539289136106,-2.2406651654844483
542921,2018,0.43208903289224376,0.10334919988198099,,
542979,2018,0.4329329758379273,0.10334919988198099,,
543022,2018,,,10.057248704422898,-2.2406651654844483
543037,2018,,,12.897899693931514,-1.7634674423185244
543045,2018,,,8.720600120501086,-2.2406651654844483
543063,2018,0.512362661402138,0.06741141746937308,,
543068,2018,0.516157258755881,0.10334919988198099,,
543208,2018,,,7.93822350636991,-2.2406651654844483
543228,2018,0.41783568681617134,0.08378304570368418,,
543243,2018,,,12.193528124655153,-2.2406651654844483
543257,2018,0.5255711264428968,0.10334919988198099,,
543281,2018,0.5248314702752894,0.08378304570368418,,
543294,2018,,,12.367228671592834,-2.2406651654844483
543302,2018,0.45937908170658304,0.08378304570368418,,
543305,2018,0.5613875310062431,0.10334919988198099,,
543333,2018,0.6078387624381684,0.10334919988198099,,
543376,2018,0.36986667148364405,0.04842672380022864,,
543401,2018,0.53452877551175,0.06741141746937308,,
543408,2018,,,8.69231559201538,-5.243513988602949
543484,2018,0.4763015503679121,0.10334919988198099,,
543510,2018,0.4284930490481905,0.10334919988198099,,
543521,2018,,,10.913243931749063,-4.259563649430147
543542,2018,,,10.774237467253908,-2.2406651654844483
543543,2018,0.4851477807672272,0.10334919988198099,,
543557,2018,,,14.086087206149145,-2.2406651654844483
543606,2018,,,10.234856002515047,-2.2406651654844483
543685,2018,0.6527387885921949,0.10334919988198099,,
543699,2018,,,12.327814112332103,-4.259563649430147
543760,2018,0.5024099774935962,0.11152945095933672,,
543768,2018,0.5786709405554101,0.10334919988198099,,
543807,2018,0.6141732200840431,0.10334919988198099,,
543829,2018,0.5414874234624782,0.08378304570368418,,
543877,2018,0.45861175795098974,0.11152945095933672,,
543939,2018,0.5468851057483559,0.11152945095933672,,
544369,2018,0.5747509910256366,0.10334919988198099,,
544725,2018,0.48373695734514555,0.11152945095933672,,
544931,2018,,,15.451467487301052,-2.972548821795117
545333,2018,,,12.8458277546088,-1.7634674423185244
545341,2018,0.5137732192466532,0.11727564164349807,,
545350,2018,0.45664676609277316,0.11152945095933672,,
545361,2018,0.7822885584051698,0.11727564164349807,,
546318,2018,0.5049336738637729,0.11727564164349807,,
546991,2018,0.5587152633272245,0.09610062210189811,,
547172,2018,0.4229178606986208,0.11727564164349807,,
547180,2018,0.7221451873160628,0.11219386916674631,,
547379,2018,0.4067793074647688,0.09460469116966978,,
547888,2018,,,13.407075635408544,-2.972548821795117
547943,2018,,,9.879192313966517,-4.259563649430147
547957,2018,0.42025293707163264,0.08378304570368418,,
547989,2018,0.6063313920493102,0.06741141746937308,,
553869,2018,0.3988773210104767,0.11152945095933672,,
553882,2018,0.4527964604623051,0.11727564164349807,,
553993,2018,0.5408724486470281,0.11727564164349807,,
554430,2018,,,9.2428544167393,-2.2406651654844483
570256,2018,0.5478001120595912,0.11727564164349807,,
570267,2018,0.5411011555996563,0.11219386916674631,,
570560,2018,0.4597681623737838,0.11727564164349807,,
570632,2018,,,9.075674390520897,-0.838129114876673
570731,2018,0.5590963614952703,0.11727564164349807,,
571431,2018,0.5404305667515247,0.09460469116966978,,
571437,2018,0.5438019121531037,0.11152945095933672,,
571448,2018,0.7481277317596307,0.11152945095933672,,
571466,2018,0.487417640677624,0.11152945095933672,,
571506,2018,0.5957043007175696,0.08378304570368418,,
571510,2018,,,9.707952807405732,-1.7634674423185244
571578,2018,,,11.436095955010467,-2.2406651654844483
571602,2018,0.39993346366504456,0.11152945095933672,,
571656,2018,,,9.783500576610031,-1.7634674423185244
571666,2018,,,10.03556554219586,-5.870714037729032
571697,2018,0.544348421006649,0.10334919988198099,,
571718,2018,0.5424699686376062,0.11152945095933672,,
571740,2018,0.5001645033886135,0.11152945095933672,,
571745,2018,0.5503128810984426,0.11152945095933672,,
571771,2018,0.4986524629001701,0.11727564164349807,,
571830,2018,0.5141498849603662,0.11727564164349807,,
571875,2018,0.5885605374027417,0.11152945095933672,,
571927,2018,,,9.977357078139557,-1.7634674423185244
571976,2018,0.5618808701513559,0.11152945095933672,,
572008,2018,0.4794984175700846,0.11727564164349807,,
572020,2018,,,14.12399794082098,-2.972548821795117
572039,2018,0.5306061190663338,0.11152945095933672,,
572041,2018,0.6602759598591095,0.08378304570368418,,
572073,2018,0.4113543803637346,0.11152945095933672,,
572122,2018,0.5982994209624228,0.08378304570368418,,
572140,2018,,,10.114542341419893,-0.838129114876673
572191,2018,0.4413981966592304,0.11152945095933672,,
572287,2018,0.4088143192589789,0.11152945095933672,,
572365,2018,0.41036355000180486,0.08378304570368418,,
572750,2018,,,6.792791472284848,-1.7634674423185244
572761,2018,0.6027709965566898,0.04842672380022864,,
572816,2018,0.5048855748429686,0.09460469116966978,,
572821,2018,0.620407514203459,0.06741141746937308,,
572971,2018,,,12.742808678311732,-3.572437242884854
573135,2018,0.3869806458517201,0.10334919988198099,,
573185,2018,,,11.341486600152075,-2.972548821795117
573186,2018,,,11.695396957097474,-1.7634674423185244
573627,2018,0.4531849014059903,0.11152945095933672,,
575929,2018,0.5910249570743797,0.11727564164349807,,
576397,2018,0.5289219345229332,0.09460469116966978,,
578428,2018,0.4951994101976276,0.10334919988198099,,
588751,2018,0.4398526046613625,0.09460469116966978,,
591720,2018,0.4897101411720335,0.11219386916674631,,
591741,2018,0.5514426024701179,0.11219386916674631,,
592170,2018,,,9.671244728295742,-0.838129114876673
592178,2018,0.6601667315718025,0.11727564164349807,,
592206,2018,0.5392150325210354,0.11727564164349807,,
592229,2018,,,6.073603561575398,-0.838129114876673
592261,2018,0.4832131663286845,0.11219386916674631,,
592273,2018,0.5208075695186223,0.11219386916674631,,
592314,2018,,,10.764937395444532,-0.838129114876673
592325,2018,0.47197870977953105,0.11727564164349807,,
592332,2018,,,11.529749588327954,-1.7634674423185244
592351,2018,,,12.508330200566817,-0.838129114876673
592387,2018,0.5096030160731754,0.11727564164349807,,
592450,2018,0.6704189929895725,0.11727564164349807,,
592518,2018,0.644228110214065,0.11219386916674631,,
592626,2018,0.5515708451991296,0.11727564164349807,,
592662,2018,,,13.855450342440879,-0.838129114876673
592663,2018,0.5336926755741785,0.11152945095933672,,
592669,2018,0.5116613018627327,0.11727564164349807,,
592696,2018,0.5576137727919573,0.11727564164349807,,
592743,2018,0.5704773274119086,0.10334919988198099,,
592791,2018,,,11.891400502735944,-0.838129114876673
592811,2018,,,10.28847482987884,-2.972548821795117
592826,2018,,,9.846000977336223,-0.838129114876673
592836,2018,,,11.38156814327468,-0.5328864057989
592866,2018,,,11.046024411134393,-0.838129114876673
592885,2018,0.5793263777133881,0.11727564164349807,,
593160,2018,0.5890420029652129,0.09460469116966978,,
593372,2018,,,13.717825297623062,-0.838129114876673
593428,2018,0.5758677229408019,0.11219386916674631,,
593528,2018,0.4574627431290863,0.11219386916674631,,
593700,2018,0.45210016917870255,0.11219386916674631,,
593871,2018,0.5759493516525261,0.09610062210189811,,
593934,2018,0.48576053830548005,0.11219386916674631,,
593958,2018,,,12.448777342628574,-0.5328864057989
594694,2018,0.458399134529172,0.11727564164349807,,
594777,2018,0.5104641716879692,0.08378304570368418,,
594798,2018,,,15.091623132154087,-3.572437242884854
594807,2018,0.5389941645437292,0.09460469116966978,,
594824,2018,0.43542462814076344,0.10334919988198099,,
594828,2018,0.5536258900814423,0.06741141746937308,,
594902,2018,,,8.80872107486039,-0.838129114876673
594988,2018,0.5666427076063052,0.11152945095933672,,
595191,2018,,,11.266715205650225,-1.7634674423185244
595281,2018,0.522454230274353,0.10334919988198099,,
595284,2018,0.4200742949172498,0.11727564164349807,,
595375,2018,0.42152470214828236,0.11727564164349807,,
595879,2018,0.5062945840161996,0.11219386916674631,,
595978,2018,0.39881320699521156,0.11219386916674631,,
596001,2018,,,10.697068569010154,-0.5328864057989
596019,2018,0.6681869260606227,0.09610062210189811,,
596057,2018,,,10.40159195218869,-0.5328864057989
596059,2018,0.5530481435682137,0.09610062210189811,,
596112,2018,,,10.794660844828503,-0.5328864057989
596115,2018,0.5205880017553608,0.11219386916674631,,
596133,2018,,,13.178746333837239,-0.44472270095082506
596142,2018,0.6586470367261774,0.11219386916674631,,
596146,2018,0.549986724740482,0.11219386916674631,,
596748,2018,0.5706768095379476,0.11219386916674631,,
598265,2018,0.5433075980395424,0.10334919988198099,,
600301,2018,0.443777519972143,0.10334919988198099,,
601713,2018,,,10.706160029471055,-0.5328864057989
605131,2018,0.6135645854812223,0.10334919988198099,,
605137,2018,0.6075799049321907,0.11219386916674631,,
605141,2018,0.7276296682868356,0.11219386916674631,,
605164,2018,,,12.337601780414555,-0.5328864057989
605182,2018,,,12.488032120998135,-1.7634674423185244
605194,2018,,,9.328156770415944,-0.838129114876673
605200,2018,,,10.38443907768716,-0.5328864057989
605242,2018,,,12.336341096965638,-0.5328864057989
605254,2018,,,8.321867669370015,-0.5328864057989
605397,2018,,,12.369199242072707,-0.5328864057989
605400,2018,,,13.945795373577392,-0.5328864057989
605412,2018,0.5910116320730412,0.11152945095933672,,
605452,2018,,,10.6295398956658,-0.5328864057989
605480,2018,0.469694613118006,0.11219386916674631,,
605483,2018,,,11.004927785899618,-0.5328864057989
605486,2018,0.44039315086500314,0.11152945095933672,,
605509,2018,0.44440417646073904,0.10334919988198099,,
605548,2018,0.4704363352439034,0.11219386916674631,,
606115,2018,0.5066527069833637,0.08708312176247904,,
606131,2018,,,9.720326087115769,-0.5328864057989
606160,2018,,,10.615947952025785,-1.7634674423185244
606167,2018,,,9.05811848814934,-0.5328864057989
606299,2018,0.5087795906502078,0.09610062210189811,,
606466,2018,0.496201144330198,0.09610062210189811,,
607043,2018,0.466123214940421,0.11219386916674631,,
607054,2018,0.43949137669278987,0.10334919988198099,,
607074,2018,,,11.430938781761778,-0.5328864057989
607188,2018,,,12.302833823128546,-0.44472270095082506
607192,2018,,,7.576063377409232,-0.44472270095082506
607208,2018,0.6885118878451464,0.11219386916674631,,
607219,2018,,,10.136900464323592,-0.44472270095082506
607229,2018,,,9.349124971213731,-0.44472270095082506
607237,2018,,,7.047422183391399,-0.838129114876673
607259,2018,,,8.333240939136259,-1.7634674423185244
607345,2018,0.422745507568708,0.08378304570368418,,
607352,2018,,,11.168934104227779,-2.2406651654844483
607536,2018,,,9.300480741060428,-0.5328864057989
607625,2018,,,11.561429641601334,-2.2406651654844483
607680,2018,0.5097851200885501,0.09460469116966978,,
608061,2018,0.5325316977670845,0.09460469116966978,,
608070,2018,0.7234206237075165,0.11219386916674631,,
608324,2018,0.6379505349377137,0.09610062210189811,,
608336,2018,0.552856631977022,0.09610062210189811,,
608365,2018,0.5052376846772352,0.09610062210189811,,
608369,2018,0.6040325800422,0.09610062210189811,,
608371,2018,,,9.034811109873907,-0.44472270095082506
608379,2018,,,12.064194800177619,-0.838129114876673
608384,2018,0.513458079285589,0.09610062210189811,,
608566,2018,,,11.065468867077879,-0.17789837993570684
608577,2018,0.5472670500934479,0.08708312176247904,,
608665,2018,,,9.52586970409664,-1.7634674423185244
608717,2018,,,10.371872699914583,-1.7634674423185244
608718,2018,,,11.139870932172663,-2.2406651654844483
621002,2018,0.3815550579893605,0.09610062210189811,,
621020,2018,0.4531524837357898,0.09610062210189811,,
621035,2018,0.5405387671192684,0.11152945095933672,,
621043,2018,0.6555118207166937,0.08708312176247904,,
621107,2018,,,7.368304163555342,-0.44472270095082506
621112,2018,,,8.213707732153097,-0.44472270095082506
621121,2018,,,13.609067846772765,-0.44472270095082506
621244,2018,,,11.22578084270179,-0.44472270095082506
621389,2018,,,9.784535639745096,-1.7634674423185244
621439,2018,0.45879548051792374,0.09610062210189811,,
621566,2018,0.7012068921472341,0.09610062210189811,,
622072,2018,,,13.164556636934758,-1.7634674423185244
622194,2018,0.39875009204688056,0.11152945095933672,,
622491,2018,,,13.460765946759608,-0.5328864057989
622534,2018,0.5045038017958593,0.08708312176247904,,
622608,2018,,,11.325439131001543,-0.17789837993570684
622663,2018,,,15.149834033082609,-0.44472270095082506
622666,2018,0.5057790199281251,0.09610062210189811,,
623182,2018,0.44358281892816165,0.10334919988198099,,
624424,2018,0.6026931633976337,0.11219386916674631,,
624428,2018,0.5745824321026972,0.11727564164349807,,
624577,2018,0.6016449493259087,0.11152945095933672,,
628317,2018,,,12.384945573787347,-3.572437242884854
628338,2018,0.4515947947237069,0.11152945095933672,,
640455,2018,,,11.32527197296905,-0.838129114876673
640461,2018,0.46515097407249806,0.11727564164349807,,
641313,2018,0.4254370326671797,0.11219386916674631,,
641319,2018,0.38356465202178963,0.11727564164349807,,
641355,2018,0.7035460545778471,0.06858548122413781,,
641553,2018,0.286928868408759,0.11727564164349807,,
641771,2018,,,10.47394448109103,-0.5328864057989
641820,2018,0.5366422868445114,0.11727564164349807,,
642707,2018,0.38468326189209123,0.06858548122413781,,
643217,2018,0.6178714610859617,0.08708312176247904,,
643327,2018,,,13.625639395047148,-2.2406651654844483
643410,2018,,,11.982984749572912,-1.7634674423185244
645277,2018,0.6437298387505648,0.037654542844076586,,
646240,2018,0.569258393747276,0.037654542844076586,,
649557,2018,0.574502094828004,0.11152945095933672,,
656305,2018,0.5149812904546452,0.11219386916674631,,
656546,2018,,,10.04881057913041,-0.5328864057989
656555,2018,0.7917450721547789,0.11219386916674631,,
656756,2018,,,11.701248558902302,-0.5328864057989
656794,2018,,,10.895251886267223,-0.5328864057989
656941,2018,0.5476096883197044,0.11219386916674631,,
657557,2018,0.5496371971836819,0.09610062210189811,,
659275,2018,,,12.70805635844367,-0.5328864057989
660162,2018,0.4450853562404546,0.08708312176247904,,
664023,2018,0.5825408386397717,0.08708312176247904,,
664641,2018,,,9.778419497373314,-2.972548821795117
112526,2019,,,7.5710452153224255,-10.799724390235813
