batter,pa,woba,est_woba,year,gap
608577,181,0.264,0.272,2021,-0.008000000000000007
608577,171,0.297,0.297,2022,0.0
608596,281,0.355,0.299,2019,0.055999999999999994
608596,325,0.291,0.291,2021,0.0
608596,159,0.367,0.349,2023,0.018000000000000016
608597,428,0.312,0.289,2018,0.02300000000000002
608597,295,0.306,0.327,2019,-0.02100000000000002
608597,86,0.323,0.318,2020,0.0050000000000000044
608654,233,0.281,0.237,2018,0.04400000000000004
608671,96,0.256,0.223,2015,0.033
608671,382,0.293,0.284,2016,0.009000000000000008
608671,387,0.303,0.276,2018,0.02699999999999997
608671,157,0.312,0.281,2021,0.030999999999999972
608671,287,0.312,0.303,2023,0.009000000000000008
608671,207,0.234,0.245,2024,-0.010999999999999982
608672,113,0.265,0.254,2015,0.01100000000000001
608686,290,0.284,0.252,2021,0.03199999999999997
608686,74,0.224,0.219,2022,0.0050000000000000044
608700,258,0.252,0.266,2015,-0.014000000000000012
608700,151,0.255,0.24,2016,0.015000000000000013
608700,118,0.331,0.348,2017,-0.01699999999999996
608700,277,0.302,0.305,2018,-0.0030000000000000027
608700,174,0.273,0.284,2019,-0.010999999999999954
608700,89,0.373,0.315,2020,0.057999999999999996
608700,173,0.325,0.329,2021,-0.0040000000000000036
608700,186,0.259,0.275,2022,-0.016000000000000014
608701,174,0.282,0.303,2016,-0.02100000000000002
608701,98,0.209,0.276,2017,-0.06700000000000003
608701,102,0.276,0.324,2018,-0.04799999999999999
608701,157,0.296,0.342,2021,-0.04600000000000004
608701,177,0.381,0.378,2022,0.0030000000000000027
608701,243,0.314,0.342,2023,-0.028000000000000025
608701,307,0.358,0.327,2024,0.030999999999999972
608701,209,0.359,0.338,2025,0.020999999999999963
608701,129,0.207,0.255,2026,-0.048000000000000015
608703,96,0.291,0.266,2016,0.024999999999999967
608703,130,0.282,0.267,2017,0.014999999999999958
608703,272,0.293,0.282,2022,0.01100000000000001
608841,240,0.395,0.337,2022,0.057999999999999996
608841,657,0.314,0.289,2023,0.025000000000000022
608841,313,0.264,0.283,2024,-0.01899999999999996
609275,149,0.226,0.22,2016,0.006000000000000005
609275,291,0.341,0.33,2018,0.01100000000000001
609275,443,0.298,0.283,2019,0.015000000000000013
609275,233,0.305,0.267,2020,0.03799999999999998
609275,136,0.306,0.322,2021,-0.016000000000000014
609280,606,0.361,0.317,2018,0.043999999999999984
609280,65,0.274,0.269,2020,0.0050000000000000044
609280,162,0.288,0.301,2021,-0.013000000000000012
609280,140,0.247,0.284,2022,-0.03699999999999998
609280,90,0.33,0.318,2023,0.01200000000000001
609280,319,0.306,0.287,2024,0.019000000000000017
609280,341,0.354,0.298,2025,0.055999999999999994
609280,254,0.313,0.298,2026,0.015000000000000013
611177,198,0.336,0.344,2015,-0.007999999999999952
611177,562,0.308,0.32,2016,-0.01200000000000001
611177,183,0.269,0.295,2017,-0.025999999999999968
613564,82,0.261,0.29,2021,-0.02899999999999997
613564,111,0.349,0.314,2022,0.034999999999999976
614173,154,0.322,0.356,2018,-0.033999999999999975
614173,136,0.222,0.241,2021,-0.01899999999999999
614173,275,0.304,0.317,2022,-0.013000000000000012
614177,285,0.36,0.329,2018,0.030999999999999972
614177,548,0.338,0.359,2019,-0.020999999999999963
614177,241,0.341,0.342,2020,-0.0010000000000000009
614177,466,0.354,0.354,2021,0.0
614177,473,0.28,0.28,2022,0.0
620443,139,0.197,0.264,2017,-0.067
620443,78,0.307,0.318,2020,-0.01100000000000001
620443,378,0.311,0.318,2021,-0.007000000000000006
620443,166,0.261,0.293,2022,-0.03199999999999997
620443,130,0.292,0.324,2024,-0.03200000000000003
620443,283,0.278,0.338,2025,-0.06
620443,222,0.301,0.292,2026,0.009000000000000008
620446,109,0.308,0.274,2018,0.033999999999999975
620446,80,0.258,0.232,2019,0.025999999999999995
621002,254,0.284,0.272,2017,0.011999999999999955
621002,340,0.354,0.328,2018,0.025999999999999968
621002,237,0.275,0.279,2019,-0.0040000000000000036
621005,128,0.318,0.283,2019,0.03500000000000003
621005,151,0.279,0.276,2020,0.0030000000000000027
621006,309,0.252,0.245,2019,0.007000000000000006
621006,105,0.246,0.234,2021,0.011999999999999983
621011,134,0.329,0.291,2021,0.038000000000000034
621020,145,0.334,0.306,2016,0.028000000000000025
621020,551,0.276,0.295,2017,-0.01899999999999996
621020,533,0.293,0.281,2018,0.011999999999999955
621020,545,0.317,0.35,2019,-0.032999999999999974
621020,264,0.348,0.354,2020,-0.006000000000000005
621020,653,0.322,0.329,2021,-0.007000000000000006
621020,696,0.337,0.342,2022,-0.0050000000000000044
621020,638,0.325,0.344,2023,-0.01899999999999996
621020,593,0.307,0.324,2024,-0.017000000000000015
621020,645,0.31,0.345,2025,-0.034999999999999976
621020,458,0.309,0.307,2026,0.0020000000000000018
621028,97,0.211,0.228,2018,-0.017000000000000015
621028,531,0.339,0.303,2019,0.03600000000000003
621028,172,0.251,0.29,2020,-0.03899999999999998
621028,554,0.249,0.278,2021,-0.029000000000000026
621028,309,0.303,0.287,2022,0.016000000000000014
621028,253,0.296,0.313,2023,-0.017000000000000015
621028,311,0.298,0.275,2024,0.022999999999999965
621028,116,0.209,0.218,2025,-0.009000000000000008
621035,102,0.201,0.258,2015,-0.056999999999999995
621035,568,0.361,0.342,2017,0.01899999999999996
621035,604,0.335,0.321,2018,0.014000000000000012
621035,414,0.331,0.299,2019,0.03200000000000003
621035,214,0.364,0.371,2020,-0.007000000000000006
621035,582,0.338,0.329,2021,0.009000000000000008
621035,454,0.298,0.28,2022,0.01799999999999996
621035,384,0.323,0.311,2023,0.01200000000000001
621035,246,0.272,0.297,2024,-0.024999999999999967
621035,125,0.25,0.27,2025,-0.020000000000000018
621043,432,0.365,0.356,2015,0.009000000000000008
621043,660,0.349,0.364,2016,-0.015000000000000013
621043,481,0.394,0.397,2017,-0.0030000000000000027
621043,468,0.313,0.302,2018,0.01100000000000001
621043,321,0.38,0.389,2019,-0.009000000000000008
621043,221,0.308,0.311,2020,-0.0030000000000000027
621043,640,0.364,0.37,2021,-0.006000000000000005
621043,590,0.362,0.361,2022,0.0010000000000000009
621043,580,0.309,0.327,2023,-0.018000000000000016
621043,367,0.385,0.358,2024,0.027000000000000024
621043,584,0.322,0.338,2025,-0.016000000000000014
621043,141,0.347,0.364,2026,-0.017000000000000015
621044,89,0.25,0.246,2018,0.0040000000000000036
621311,237,0.367,0.296,2016,0.07100000000000001
621311,271,0.357,0.321,2018,0.035999999999999976
621311,413,0.364,0.341,2019,0.022999999999999965
621311,99,0.208,0.234,2020,-0.026000000000000023
621311,220,0.246,0.295,2021,-0.04899999999999999
621433,98,0.338,0.293,2017,0.04500000000000004
621433,147,0.246,0.224,2018,0.021999999999999992
621433,292,0.313,0.285,2021,0.028000000000000025
621433,225,0.213,0.226,2022,-0.013000000000000012
621438,271,0.333,0.313,2021,0.020000000000000018
621438,405,0.314,0.312,2022,0.0020000000000000018
621438,243,0.302,0.307,2023,-0.0050000000000000044
621438,345,0.304,0.305,2024,-0.0010000000000000009
621438,341,0.264,0.298,2025,-0.033999999999999975
621438,182,0.328,0.312,2026,0.016000000000000014
621439,138,0.252,0.203,2015,0.04899999999999999
621439,331,0.304,0.252,2016,0.05199999999999999
621439,511,0.312,0.298,2017,0.014000000000000012
621439,94,0.17,0.196,2018,-0.025999999999999995
621439,295,0.34,0.305,2019,0.03500000000000003
621439,135,0.345,0.335,2020,0.009999999999999953
621439,254,0.419,0.408,2021,0.01100000000000001
621439,382,0.356,0.359,2022,-0.0030000000000000027
621439,347,0.311,0.316,2023,-0.0050000000000000044
621439,388,0.366,0.355,2024,0.01100000000000001
621439,542,0.367,0.35,2025,0.017000000000000015
621439,371,0.365,0.345,2026,0.020000000000000018
621446,405,0.248,0.29,2018,-0.04199999999999998
621446,248,0.205,0.246,2019,-0.04100000000000001
621446,112,0.275,0.296,2020,-0.020999999999999963
621446,290,0.275,0.285,2021,-0.009999999999999953
621450,116,0.261,0.266,2022,-0.0050000000000000044
621453,152,0.297,0.246,2018,0.05099999999999999
621453,281,0.265,0.265,2019,0.0
621453,297,0.327,0.303,2021,0.02400000000000002
621458,83,0.385,0.397,2020,-0.01200000000000001
621458,92,0.338,0.314,2022,0.02400000000000002
621466,142,0.299,0.306,2019,-0.007000000000000006
621466,112,0.353,0.336,2020,0.01699999999999996
621466,318,0.31,0.313,2021,-0.0030000000000000027
621466,185,0.358,0.34,2023,0.01799999999999996
621466,194,0.29,0.33,2024,-0.040000000000000036
621471,135,0.331,0.278,2017,0.05299999999999999
621493,147,0.255,0.277,2018,-0.02200000000000002
621493,102,0.314,0.309,2020,0.0050000000000000044
621493,237,0.333,0.342,2021,-0.009000000000000008
621493,564,0.362,0.363,2022,-0.0010000000000000009
621493,409,0.329,0.34,2023,-0.01100000000000001
621493,663,0.325,0.345,2024,-0.019999999999999962
621493,663,0.339,0.333,2025,0.006000000000000005
621493,538,0.325,0.34,2026,-0.015000000000000013
621512,90,0.193,0.213,2018,-0.01999999999999999
621512,144,0.227,0.239,2019,-0.011999999999999983
621512,161,0.254,0.289,2021,-0.034999999999999976
621512,313,0.265,0.285,2022,-0.019999999999999962
621512,140,0.231,0.289,2024,-0.05799999999999997
621514,416,0.294,0.321,2019,-0.027000000000000024
621514,99,0.23,0.274,2020,-0.04400000000000001
621545,160,0.27,0.219,2023,0.05100000000000002
621550,375,0.346,0.32,2021,0.025999999999999968
621550,534,0.316,0.298,2022,0.018000000000000016
621550,302,0.333,0.333,2023,0.0
621550,174,0.271,0.294,2024,-0.022999999999999965
621559,140,0.28,0.289,2017,-0.008999999999999952
621563,104,0.265,0.298,2016,-0.032999999999999974
621563,545,0.338,0.304,2018,0.03400000000000003
621563,263,0.275,0.294,2019,-0.01899999999999996
621563,184,0.335,0.304,2020,0.031000000000000028
621563,501,0.317,0.287,2021,0.030000000000000027
621563,371,0.289,0.28,2022,0.008999999999999952
621563,318,0.242,0.266,2023,-0.02400000000000002
621566,216,0.411,0.392,2017,0.01899999999999996
621566,660,0.34,0.357,2018,-0.01699999999999996
621566,547,0.368,0.388,2019,-0.020000000000000018
621566,245,0.316,0.34,2020,-0.02400000000000002
621566,673,0.379,0.378,2021,0.0010000000000000009
621566,699,0.344,0.347,2022,-0.0030000000000000027
621566,720,0.413,0.395,2023,0.01799999999999996
621566,685,0.339,0.342,2024,-0.0030000000000000027
621566,724,0.366,0.36,2025,0.006000000000000005
621566,537,0.376,0.362,2026,0.014000000000000012
621573,122,0.281,0.309,2018,-0.02799999999999997
621573,189,0.276,0.297,2019,-0.020999999999999963
622100,108,0.283,0.246,2021,0.03699999999999998
622110,612,0.331,0.327,2015,0.0040000000000000036
622110,366,0.292,0.308,2016,-0.016000000000000014
622110,560,0.323,0.31,2018,0.013000000000000012
622110,169,0.299,0.311,2019,-0.01200000000000001
622110,322,0.327,0.326,2021,0.0010000000000000009
622110,247,0.279,0.286,2022,-0.006999999999999951
622110,209,0.281,0.298,2023,-0.01699999999999996
622168,329,0.326,0.297,2018,0.029000000000000026
622168,181,0.281,0.245,2019,0.03600000000000003
622194,101,0.321,0.33,2016,-0.009000000000000008
622194,253,0.296,0.303,2017,-0.007000000000000006
622268,69,0.267,0.269,2021,-0.0020000000000000018
622268,78,0.208,0.223,2022,-0.015000000000000013
622268,154,0.352,0.314,2026,0.03799999999999998
622534,529,0.309,0.3,2017,0.009000000000000008
622534,519,0.288,0.293,2018,-0.0050000000000000044
622534,441,0.296,0.276,2019,0.019999999999999962
622534,159,0.301,0.309,2020,-0.008000000000000007
622534,464,0.301,0.316,2021,-0.015000000000000013
622534,363,0.308,0.301,2022,0.007000000000000006
622534,336,0.299,0.301,2023,-0.0020000000000000018
622534,343,0.276,0.31,2024,-0.033999999999999975
622569,157,0.26,0.241,2019,0.019000000000000017
622569,87,0.303,0.285,2021,0.018000000000000016
622569,185,0.315,0.311,2023,0.0040000000000000036
622666,256,0.33,0.297,2017,0.03300000000000003
622666,524,0.346,0.307,2018,0.03899999999999998
622666,248,0.279,0.284,2019,-0.004999999999999949
622666,127,0.262,0.24,2020,0.02200000000000002
622666,166,0.276,0.269,2022,0.007000000000000006
622682,219,0.229,0.261,2018,-0.032
622682,292,0.325,0.29,2019,0.03500000000000003
622682,213,0.307,0.329,2020,-0.02200000000000002
622682,220,0.298,0.296,2021,0.0020000000000000018
622682,336,0.284,0.297,2022,-0.013000000000000012
622761,209,0.291,0.287,2021,0.0040000000000000036
622761,533,0.281,0.276,2022,0.0050000000000000044
622761,350,0.265,0.292,2023,-0.02699999999999997
622761,208,0.286,0.278,2024,0.007999999999999952
622761,137,0.292,0.322,2026,-0.030000000000000027
623143,184,0.282,0.244,2016,0.03799999999999998
623168,174,0.248,0.272,2022,-0.02400000000000002
623168,174,0.341,0.273,2025,0.068
623168,147,0.218,0.254,2026,-0.036000000000000004
623182,204,0.303,0.293,2017,0.010000000000000009
623205,349,0.239,0.253,2022,-0.014000000000000012
623205,94,0.249,0.223,2023,0.025999999999999995
623520,210,0.314,0.346,2018,-0.03199999999999997
623520,356,0.336,0.316,2019,0.020000000000000018
623520,145,0.309,0.325,2020,-0.016000000000000014
623520,327,0.268,0.308,2021,-0.03999999999999998
623520,127,0.325,0.284,2022,0.041000000000000036
623912,446,0.308,0.301,2019,0.007000000000000006
623912,361,0.302,0.306,2021,-0.0040000000000000036
623912,435,0.327,0.315,2022,0.01200000000000001
623912,434,0.349,0.318,2023,0.030999999999999972
623912,246,0.265,0.256,2024,0.009000000000000008
623993,108,0.242,0.266,2018,-0.02400000000000002
623993,405,0.321,0.319,2019,0.0020000000000000018
623993,165,0.364,0.358,2020,0.006000000000000005
623993,438,0.307,0.329,2021,-0.02200000000000002
623993,647,0.336,0.356,2022,-0.019999999999999962
623993,656,0.34,0.32,2023,0.020000000000000018
623993,665,0.345,0.327,2024,0.01799999999999996
623993,221,0.255,0.265,2025,-0.010000000000000009
624413,693,0.384,0.38,2019,0.0040000000000000036
624413,239,0.342,0.334,2020,0.008000000000000007
624413,637,0.363,0.376,2021,-0.013000000000000012
624413,685,0.366,0.357,2022,0.009000000000000008
624413,658,0.346,0.369,2023,-0.02300000000000002
624413,695,0.34,0.345,2024,-0.004999999999999949
624413,709,0.368,0.386,2025,-0.018000000000000016
624413,534,0.364,0.39,2026,-0.026000000000000023
624414,135,0.237,0.278,2017,-0.041000000000000036
624414,181,0.332,0.304,2021,0.028000000000000025
624414,300,0.319,0.332,2022,-0.013000000000000012
624414,206,0.274,0.272,2023,0.0020000000000000018
624415,430,0.343,0.346,2019,-0.002999999999999947
624415,265,0.355,0.315,2020,0.03999999999999998
624415,294,0.298,0.291,2021,0.007000000000000006
624415,303,0.302,0.291,2022,0.01100000000000001
624415,338,0.318,0.315,2023,0.0030000000000000027
624415,224,0.285,0.26,2024,0.024999999999999967
624415,83,0.257,0.303,2025,-0.045999999999999985
624424,194,0.359,0.382,2015,-0.02300000000000002
624424,348,0.312,0.322,2016,-0.010000000000000009
624424,440,0.392,0.377,2017,0.015000000000000013
624424,638,0.342,0.34,2018,0.0020000000000000018
624424,648,0.358,0.371,2019,-0.013000000000000012
624424,233,0.401,0.374,2020,0.027000000000000024
624424,479,0.322,0.349,2021,-0.02699999999999997
624424,470,0.315,0.33,2023,-0.015000000000000013
624424,488,0.327,0.353,2024,-0.025999999999999968
624424,486,0.287,0.33,2025,-0.04300000000000004
624424,214,0.335,0.319,2026,0.016000000000000014
624428,160,0.335,0.33,2016,0.0050000000000000044
624428,454,0.322,0.326,2017,-0.0040000000000000036
624428,352,0.343,0.319,2018,0.02400000000000002
624428,608,0.32,0.318,2019,0.0020000000000000018
624428,230,0.291,0.309,2020,-0.018000000000000016
624428,639,0.341,0.325,2021,0.016000000000000014
624428,602,0.274,0.3,2022,-0.025999999999999968
624428,455,0.302,0.301,2023,0.0010000000000000009
624428,294,0.261,0.29,2024,-0.02899999999999997
624428,459,0.3,0.279,2025,0.020999999999999963
624428,110,0.292,0.242,2026,0.04999999999999999
624431,126,0.274,0.258,2019,0.016000000000000014
624431,83,0.3,0.319,2020,-0.019000000000000017
624431,302,0.261,0.288,2021,-0.02699999999999997
624431,353,0.293,0.28,2022,0.012999999999999956
624431,168,0.252,0.279,2023,-0.027000000000000024
624431,234,0.284,0.269,2024,0.014999999999999958
624431,302,0.271,0.278,2025,-0.007000000000000006
624431,96,0.277,0.212,2026,0.06500000000000003
624503,216,0.283,0.32,2021,-0.03700000000000003
624503,443,0.321,0.336,2022,-0.015000000000000013
624503,93,0.213,0.291,2023,-0.07799999999999999
624503,275,0.271,0.267,2024,0.0040000000000000036
624507,164,0.223,0.221,2017,0.0020000000000000018
624512,105,0.364,0.293,2019,0.07100000000000001
624512,217,0.289,0.283,2021,0.006000000000000005
624512,274,0.297,0.27,2022,0.02699999999999997
624512,206,0.293,0.243,2023,0.04999999999999999
624512,158,0.259,0.284,2024,-0.024999999999999967
624512,140,0.29,0.254,2025,0.035999999999999976
624513,263,0.294,0.261,2021,0.032999999999999974
624577,311,0.328,0.328,2015,0.0
624577,368,0.32,0.308,2016,0.01200000000000001
624577,570,0.349,0.359,2017,-0.010000000000000009
624577,444,0.349,0.354,2018,-0.0050000000000000044
624577,611,0.33,0.328,2019,0.0020000000000000018
624585,404,0.312,0.323,2015,-0.01100000000000001
624585,264,0.333,0.327,2016,0.006000000000000005
624585,110,0.226,0.266,2017,-0.04000000000000001
624585,257,0.354,0.349,2018,0.0050000000000000044
624585,679,0.378,0.396,2019,-0.018000000000000016
624585,174,0.332,0.354,2020,-0.021999999999999964
624585,602,0.323,0.359,2021,-0.035999999999999976
624585,306,0.305,0.329,2022,-0.02400000000000002
624585,580,0.361,0.375,2023,-0.014000000000000012
624585,574,0.34,0.352,2024,-0.011999999999999955
624585,315,0.298,0.294,2025,0.0040000000000000036
624585,361,0.294,0.294,2026,0.0
624636,135,0.246,0.215,2018,0.031
624641,326,0.322,0.32,2021,0.0020000000000000018
624641,190,0.282,0.287,2022,-0.0050000000000000044
624641,300,0.309,0.29,2023,0.019000000000000017
624641,274,0.318,0.307,2024,0.01100000000000001
624641,261,0.332,0.29,2025,0.04200000000000004
624641,201,0.267,0.332,2026,-0.065
628329,289,0.283,0.259,2015,0.023999999999999966
628336,123,0.304,0.313,2018,-0.009000000000000008
628338,107,0.303,0.305,2016,-0.0020000000000000018
628338,426,0.288,0.281,2017,0.006999999999999951
628338,337,0.295,0.307,2018,-0.01200000000000001
628338,231,0.291,0.298,2019,-0.007000000000000006
628338,347,0.292,0.291,2021,0.0010000000000000009
628356,467,0.356,0.361,2015,-0.0050000000000000044
628356,370,0.369,0.361,2016,0.008000000000000007
628356,185,0.256,0.294,2019,-0.03799999999999998
628450,289,0.32,0.312,2021,0.008000000000000007
628450,327,0.315,0.315,2022,0.0
628451,272,0.325,0.318,2021,0.007000000000000006
628451,128,0.249,0.276,2022,-0.027000000000000024
628451,383,0.32,0.33,2023,-0.010000000000000009
628451,244,0.287,0.27,2024,0.01699999999999996
628451,193,0.289,0.304,2025,-0.015000000000000013
630105,192,0.356,0.393,2020,-0.03700000000000003
630105,643,0.341,0.344,2021,-0.002999999999999947
630105,684,0.318,0.304,2022,0.014000000000000012
630105,522,0.301,0.306,2023,-0.0050000000000000044
630105,656,0.315,0.339,2024,-0.02400000000000002
630105,515,0.333,0.319,2025,0.014000000000000012
630105,275,0.275,0.283,2026,-0.007999999999999952
630111,426,0.307,0.28,2015,0.02699999999999997
630111,563,0.345,0.345,2016,0.0
630111,180,0.319,0.329,2017,-0.010000000000000009
640447,247,0.315,0.305,2018,0.010000000000000009
640447,260,0.334,0.301,2019,0.03300000000000003
640447,89,0.239,0.251,2020,-0.01200000000000001
640449,142,0.298,0.293,2017,0.0050000000000000044
640449,246,0.333,0.319,2019,0.014000000000000012
640449,160,0.388,0.363,2020,0.025000000000000022
640449,218,0.289,0.312,2021,-0.02300000000000002
640457,191,0.332,0.316,2018,0.016000000000000014
640457,591,0.38,0.375,2019,0.0050000000000000044
640457,152,0.292,0.278,2020,0.013999999999999957
640457,591,0.327,0.325,2021,0.0020000000000000018
640457,147,0.307,0.375,2022,-0.068
640458,482,0.321,0.308,2019,0.013000000000000012
640458,93,0.159,0.193,2020,-0.034
640458,238,0.294,0.283,2021,0.01100000000000001
640458,128,0.266,0.263,2022,0.0030000000000000027
640461,308,0.316,0.341,2017,-0.025000000000000022
640461,333,0.333,0.366,2018,-0.032999999999999974
640461,370,0.298,0.319,2019,-0.02100000000000002
640461,233,0.307,0.352,2021,-0.044999999999999984
640461,379,0.281,0.28,2022,0.0010000000000000009
640492,216,0.278,0.278,2022,0.0
640492,102,0.28,0.305,2023,-0.024999999999999967
640492,79,0.235,0.269,2024,-0.03400000000000003
640902,75,0.291,0.328,2026,-0.03700000000000003
641313,431,0.315,0.283,2016,0.03200000000000003
641313,606,0.288,0.274,2017,0.013999999999999957
641313,606,0.294,0.272,2018,0.021999999999999964
641313,518,0.363,0.321,2019,0.04199999999999998
641313,221,0.376,0.352,2020,0.02400000000000002
641313,551,0.345,0.322,2021,0.022999999999999965
641313,351,0.323,0.342,2022,-0.019000000000000017
641313,524,0.26,0.28,2023,-0.020000000000000018
641313,241,0.208,0.235,2024,-0.026999999999999996
641313,90,0.229,0.219,2025,0.010000000000000009
641319,343,0.307,0.28,2017,0.02699999999999997
641319,218,0.255,0.285,2018,-0.02999999999999997
641343,388,0.308,0.303,2018,0.0050000000000000044
641343,423,0.296,0.291,2019,0.0050000000000000044
641343,315,0.257,0.293,2021,-0.035999999999999976
641343,272,0.297,0.332,2023,-0.03500000000000003
641343,346,0.294,0.304,2024,-0.010000000000000009
641343,218,0.333,0.354,2025,-0.020999999999999963
641343,443,0.376,0.366,2026,0.010000000000000009
641355,548,0.38,0.361,2017,0.019000000000000017
641355,632,0.345,0.324,2018,0.020999999999999963
641355,661,0.414,0.427,2019,-0.013000000000000012
641355,243,0.337,0.37,2020,-0.032999999999999974
641355,350,0.237,0.279,2021,-0.04200000000000004
641355,550,0.284,0.281,2022,0.002999999999999947
641355,556,0.37,0.325,2023,0.044999999999999984
641355,569,0.322,0.302,2024,0.020000000000000018
641355,656,0.347,0.323,2025,0.023999999999999966
641355,434,0.339,0.35,2026,-0.010999999999999954
641432,108,0.262,0.253,2018,0.009000000000000008
641432,337,0.351,0.323,2019,0.02799999999999997
641432,108,0.217,0.234,2020,-0.017000000000000015
641432,284,0.301,0.322,2021,-0.02100000000000002
641432,149,0.307,0.309,2023,-0.0020000000000000018
641432,254,0.305,0.311,2024,-0.006000000000000005
641470,232,0.299,0.319,2021,-0.020000000000000018
641470,108,0.245,0.27,2022,-0.025000000000000022
641477,247,0.279,0.273,2019,0.006000000000000005
641487,137,0.313,0.294,2018,0.019000000000000017
641487,396,0.296,0.292,2019,0.0040000000000000036
641487,232,0.303,0.318,2020,-0.015000000000000013
641487,687,0.314,0.3,2021,0.014000000000000012
641487,603,0.306,0.318,2022,-0.01200000000000001
641487,638,0.359,0.341,2023,0.01799999999999996
641487,451,0.283,0.312,2024,-0.029000000000000026
641487,654,0.322,0.329,2025,-0.007000000000000006
641487,364,0.308,0.325,2026,-0.017000000000000015
641505,95,0.24,0.305,2019,-0.065
641505,103,0.21,0.285,2021,-0.07499999999999998
641505,91,0.278,0.293,2022,-0.014999999999999958
641505,104,0.298,0.293,2023,0.0050000000000000044
641511,167,0.243,0.23,2022,0.012999999999999984
641511,187,0.296,0.266,2023,0.02999999999999997
641513,186,0.272,0.28,2019,-0.008000000000000007
641513,96,0.263,0.264,2022,-0.0010000000000000009
641525,124,0.247,0.263,2018,-0.016000000000000014
641525,420,0.303,0.308,2019,-0.0050000000000000044
641525,86,0.249,0.236,2023,0.013000000000000012
641531,388,0.291,0.304,2018,-0.013000000000000012
641531,586,0.36,0.338,2019,0.021999999999999964
641531,186,0.326,0.331,2020,-0.0050000000000000044
641531,543,0.293,0.298,2021,-0.0050000000000000044
641531,500,0.298,0.306,2022,-0.008000000000000007
641531,91,0.247,0.242,2023,0.0050000000000000044
641553,336,0.23,0.24,2017,-0.009999999999999981
641553,463,0.27,0.247,2018,0.02300000000000002
641553,248,0.296,0.28,2019,0.01599999999999996
641553,93,0.347,0.3,2020,0.046999999999999986
641553,140,0.354,0.347,2021,0.007000000000000006
641553,260,0.256,0.249,2022,0.007000000000000006
641555,98,0.28,0.3,2025,-0.019999999999999962
641555,92,0.228,0.257,2026,-0.028999999999999998
641583,203,0.263,0.305,2018,-0.04199999999999998
641584,265,0.322,0.337,2021,-0.015000000000000013
641584,247,0.352,0.335,2022,0.01699999999999996
641584,380,0.338,0.327,2023,0.01100000000000001
641584,382,0.314,0.29,2024,0.02400000000000002
641584,217,0.316,0.315,2025,0.0010000000000000009
641584,90,0.304,0.276,2026,0.02799999999999997
641598,335,0.325,0.309,2018,0.016000000000000014
641598,359,0.404,0.382,2019,0.02200000000000002
641598,243,0.372,0.387,2021,-0.015000000000000013
641598,215,0.308,0.324,2022,-0.016000000000000014
641598,344,0.374,0.365,2023,0.009000000000000008
641598,430,0.281,0.284,2024,-0.002999999999999947
641598,290,0.284,0.298,2025,-0.014000000000000012
641598,149,0.278,0.301,2026,-0.022999999999999965
641645,74,0.242,0.335,2018,-0.09300000000000003
641645,156,0.311,0.303,2021,0.008000000000000007
641645,335,0.311,0.304,2022,0.007000000000000006
641645,120,0.269,0.238,2023,0.031000000000000028
641645,187,0.263,0.285,2024,-0.021999999999999964
641658,327,0.292,0.265,2019,0.02699999999999997
641658,184,0.29,0.297,2020,-0.007000000000000006
641658,494,0.288,0.293,2021,-0.0050000000000000044
641658,226,0.267,0.265,2022,0.0020000000000000018
641658,252,0.323,0.292,2023,0.031000000000000028
641658,231,0.255,0.252,2024,0.0030000000000000027
641658,91,0.205,0.217,2025,-0.01200000000000001
641680,285,0.256,0.287,2021,-0.030999999999999972
641680,450,0.306,0.292,2022,0.014000000000000012
641680,500,0.325,0.325,2023,0.0
641680,491,0.265,0.281,2024,-0.016000000000000014
641680,433,0.266,0.276,2025,-0.010000000000000009
641680,281,0.295,0.299,2026,-0.0040000000000000036
641779,169,0.318,0.287,2022,0.031000000000000028
641786,242,0.349,0.344,2020,0.0050000000000000044
641786,147,0.32,0.35,2021,-0.02999999999999997
641796,250,0.314,0.295,2019,0.019000000000000017
641796,82,0.376,0.344,2020,0.03200000000000003
641796,156,0.237,0.262,2021,-0.025000000000000022
641820,586,0.349,0.338,2017,0.010999999999999954
641820,636,0.308,0.328,2018,-0.020000000000000018
641820,679,0.373,0.362,2019,0.01100000000000001
641820,616,0.326,0.34,2021,-0.014000000000000012
641820,587,0.312,0.335,2022,-0.02300000000000002
641820,263,0.28,0.274,2023,0.006000000000000005
641829,154,0.26,0.282,2021,-0.021999999999999964
641856,132,0.335,0.337,2018,-0.0020000000000000018
641856,276,0.291,0.278,2019,0.012999999999999956
641856,300,0.277,0.289,2021,-0.011999999999999955
641856,147,0.315,0.343,2023,-0.028000000000000025
641857,202,0.296,0.274,2018,0.021999999999999964
641857,539,0.33,0.325,2019,0.0050000000000000044
641857,193,0.308,0.296,2020,0.01200000000000001
641857,596,0.334,0.326,2021,0.008000000000000007
641857,597,0.326,0.333,2022,-0.007000000000000006
641857,627,0.325,0.334,2023,-0.009000000000000008
641857,645,0.315,0.327,2024,-0.01200000000000001
641857,586,0.306,0.322,2025,-0.016000000000000014
641857,299,0.289,0.306,2026,-0.017000000000000015
641914,293,0.253,0.258,2022,-0.0050000000000000044
641933,142,0.34,0.315,2018,0.025000000000000022
641933,151,0.308,0.275,2019,0.032999999999999974
641933,157,0.271,0.286,2020,-0.014999999999999958
641933,537,0.384,0.387,2021,-0.0030000000000000027
641933,383,0.307,0.329,2022,-0.02200000000000002
