batter,pa,woba,est_woba,year,gap
518586,322,0.335,0.268,2018,0.067
518586,144,0.306,0.285,2019,0.02100000000000002
518586,271,0.292,0.271,2021,0.020999999999999963
518586,124,0.281,0.252,2022,0.029000000000000026
518595,268,0.355,0.322,2015,0.032999999999999974
518595,276,0.279,0.277,2016,0.0020000000000000018
518595,376,0.308,0.301,2017,0.007000000000000006
518595,391,0.314,0.332,2019,-0.018000000000000016
518595,184,0.392,0.382,2020,0.010000000000000009
518595,229,0.291,0.31,2021,-0.019000000000000017
518595,426,0.343,0.313,2022,0.030000000000000027
518595,292,0.297,0.323,2023,-0.026000000000000023
518595,341,0.319,0.323,2024,-0.0040000000000000036
518595,231,0.263,0.269,2025,-0.006000000000000005
518614,209,0.259,0.242,2015,0.017000000000000015
518614,289,0.332,0.318,2016,0.014000000000000012
518614,398,0.318,0.31,2017,0.008000000000000007
518614,423,0.341,0.332,2018,0.009000000000000008
518614,194,0.238,0.266,2019,-0.028000000000000025
518618,289,0.346,0.332,2015,0.013999999999999957
518618,412,0.348,0.343,2016,0.004999999999999949
518618,464,0.324,0.326,2017,-0.0020000000000000018
518618,551,0.326,0.303,2018,0.02300000000000002
518618,306,0.334,0.342,2019,-0.008000000000000007
518626,711,0.398,0.39,2015,0.008000000000000007
518626,700,0.403,0.403,2016,0.0
518626,496,0.396,0.392,2017,0.0040000000000000036
518626,219,0.345,0.331,2018,0.013999999999999957
518626,659,0.377,0.385,2019,-0.008000000000000007
518626,102,0.362,0.347,2020,0.015000000000000013
518626,543,0.353,0.386,2021,-0.03300000000000003
518626,546,0.302,0.302,2022,0.0
518626,189,0.284,0.325,2023,-0.041000000000000036
518649,208,0.268,0.289,2016,-0.020999999999999963
518653,158,0.241,0.251,2015,-0.010000000000000009
518653,99,0.293,0.298,2016,-0.0050000000000000044
518692,481,0.364,0.415,2015,-0.05099999999999999
518692,693,0.402,0.396,2016,0.006000000000000005
518692,514,0.407,0.403,2017,0.003999999999999948
518692,707,0.378,0.385,2018,-0.007000000000000006
518692,692,0.387,0.394,2019,-0.007000000000000006
518692,262,0.456,0.464,2020,-0.008000000000000007
518692,695,0.379,0.41,2021,-0.030999999999999972
518692,708,0.393,0.406,2022,-0.013000000000000012
518692,730,0.411,0.406,2023,0.004999999999999949
518692,638,0.365,0.369,2024,-0.0040000000000000036
518692,627,0.37,0.35,2025,0.020000000000000018
518692,513,0.367,0.374,2026,-0.007000000000000006
518700,133,0.293,0.278,2016,0.014999999999999958
518700,83,0.23,0.243,2017,-0.012999999999999984
518735,426,0.335,0.343,2015,-0.008000000000000007
518735,457,0.35,0.357,2016,-0.007000000000000006
518735,482,0.325,0.283,2017,0.04200000000000004
518735,518,0.352,0.337,2018,0.014999999999999958
518735,632,0.361,0.366,2019,-0.0050000000000000044
518735,194,0.338,0.327,2020,0.01100000000000001
518735,374,0.403,0.411,2021,-0.007999999999999952
518735,376,0.263,0.288,2022,-0.024999999999999967
518735,405,0.288,0.282,2023,0.006000000000000005
518735,243,0.308,0.327,2024,-0.019000000000000017
518792,608,0.346,0.317,2015,0.02899999999999997
518792,592,0.282,0.301,2016,-0.019000000000000017
518792,480,0.311,0.319,2017,-0.008000000000000007
518792,488,0.319,0.319,2018,0.0
518792,589,0.328,0.323,2019,0.0050000000000000044
518792,181,0.368,0.381,2020,-0.013000000000000012
518792,353,0.275,0.293,2021,-0.01799999999999996
518792,151,0.253,0.278,2022,-0.025000000000000022
518792,377,0.348,0.318,2023,0.02999999999999997
518792,258,0.3,0.293,2024,0.007000000000000006
518792,95,0.217,0.245,2025,-0.027999999999999997
518902,111,0.18,0.232,2015,-0.05200000000000002
518902,73,0.249,0.22,2018,0.028999999999999998
518934,620,0.327,0.319,2015,0.008000000000000007
518934,635,0.391,0.391,2016,0.0
518934,682,0.342,0.341,2017,0.0010000000000000009
518934,581,0.322,0.326,2018,-0.0040000000000000036
518934,655,0.375,0.378,2019,-0.0030000000000000027
518934,216,0.429,0.366,2020,0.063
518934,679,0.315,0.342,2021,-0.027000000000000024
518934,541,0.329,0.347,2022,-0.01799999999999996
518934,562,0.315,0.323,2023,-0.008000000000000007
518934,228,0.239,0.305,2024,-0.066
518934,142,0.304,0.295,2025,0.009000000000000008
518953,144,0.245,0.237,2015,0.008000000000000007
518953,79,0.292,0.282,2016,0.010000000000000009
518960,415,0.313,0.332,2015,-0.019000000000000017
518960,544,0.362,0.345,2016,0.017000000000000015
518960,481,0.311,0.308,2017,0.0030000000000000027
518960,454,0.271,0.289,2018,-0.01799999999999996
518960,328,0.286,0.298,2019,-0.01200000000000001
519023,165,0.312,0.305,2017,0.007000000000000006
519023,274,0.302,0.29,2018,0.01200000000000001
519025,270,0.259,0.3,2015,-0.04099999999999998
519048,515,0.348,0.362,2015,-0.014000000000000012
519048,503,0.307,0.337,2016,-0.030000000000000027
519048,576,0.326,0.371,2017,-0.044999999999999984
519048,459,0.325,0.354,2018,-0.02899999999999997
519048,335,0.347,0.352,2019,-0.0050000000000000044
519048,152,0.372,0.335,2020,0.03699999999999998
519048,252,0.3,0.295,2021,0.0050000000000000044
519058,614,0.353,0.339,2015,0.013999999999999957
519058,113,0.339,0.367,2016,-0.02799999999999997
519058,598,0.345,0.338,2017,0.006999999999999951
519058,635,0.329,0.336,2018,-0.007000000000000006
519058,584,0.348,0.35,2019,-0.0020000000000000018
519058,163,0.34,0.335,2020,0.0050000000000000044
519058,206,0.284,0.274,2021,0.009999999999999953
519058,285,0.286,0.275,2022,0.010999999999999954
519058,386,0.294,0.271,2023,0.022999999999999965
519068,88,0.261,0.266,2015,-0.0050000000000000044
519083,557,0.309,0.27,2015,0.03899999999999998
519083,458,0.252,0.279,2016,-0.027000000000000024
519083,198,0.271,0.296,2017,-0.024999999999999967
519184,634,0.316,0.298,2015,0.018000000000000016
519184,375,0.246,0.256,2016,-0.010000000000000009
519184,308,0.284,0.307,2017,-0.02300000000000002
519203,701,0.384,0.383,2015,0.0010000000000000009
519203,676,0.391,0.363,2016,0.028000000000000025
519203,691,0.38,0.395,2017,-0.015000000000000013
519203,665,0.359,0.367,2018,-0.008000000000000007
519203,613,0.39,0.388,2019,0.0020000000000000018
519203,243,0.326,0.355,2020,-0.02899999999999997
519203,576,0.339,0.348,2021,-0.008999999999999952
519203,548,0.352,0.352,2022,0.0
519203,421,0.312,0.32,2023,-0.008000000000000007
519203,375,0.285,0.302,2024,-0.017000000000000015
519208,352,0.34,0.362,2015,-0.021999999999999964
519208,224,0.282,0.295,2016,-0.013000000000000012
519222,176,0.275,0.274,2016,0.0010000000000000009
519222,252,0.25,0.292,2017,-0.04199999999999998
519222,265,0.307,0.285,2018,0.02200000000000002
519222,240,0.315,0.305,2019,0.010000000000000009
519222,135,0.253,0.231,2020,0.021999999999999992
519222,136,0.193,0.195,2022,-0.0020000000000000018
519237,299,0.291,0.303,2015,-0.01200000000000001
519237,419,0.321,0.31,2016,0.01100000000000001
519237,331,0.304,0.291,2017,0.013000000000000012
519295,192,0.284,0.307,2015,-0.02300000000000002
519295,319,0.284,0.313,2016,-0.029000000000000026
519299,401,0.266,0.276,2015,-0.010000000000000009
519299,299,0.343,0.337,2017,0.006000000000000005
519299,113,0.194,0.262,2018,-0.068
519299,442,0.342,0.31,2019,0.03200000000000003
519299,128,0.254,0.29,2020,-0.035999999999999976
519299,180,0.259,0.233,2021,0.025999999999999995
519306,426,0.316,0.297,2015,0.019000000000000017
519306,468,0.308,0.308,2016,0.0
519306,617,0.348,0.35,2017,-0.0020000000000000018
519306,272,0.299,0.314,2018,-0.015000000000000013
519317,318,0.394,0.409,2015,-0.014999999999999958
519317,469,0.344,0.341,2016,0.002999999999999947
519317,692,0.41,0.4,2017,0.009999999999999953
519317,705,0.36,0.342,2018,0.01799999999999996
519317,579,0.37,0.361,2021,0.009000000000000008
519317,452,0.327,0.35,2022,-0.022999999999999965
519317,415,0.297,0.326,2023,-0.029000000000000026
519317,459,0.33,0.354,2024,-0.023999999999999966
519317,281,0.395,0.354,2025,0.041000000000000036
519317,96,0.316,0.326,2026,-0.010000000000000009
519333,80,0.269,0.247,2015,0.02200000000000002
519333,200,0.305,0.284,2016,0.02100000000000002
519333,237,0.316,0.291,2017,0.025000000000000022
519333,84,0.242,0.225,2018,0.016999999999999987
519346,551,0.369,0.342,2017,0.02699999999999997
519346,278,0.33,0.315,2018,0.015000000000000013
519346,459,0.354,0.324,2019,0.02999999999999997
519346,140,0.276,0.305,2020,-0.02899999999999997
519390,511,0.335,0.322,2015,0.013000000000000012
519390,532,0.305,0.313,2016,-0.008000000000000007
519390,303,0.299,0.293,2017,0.006000000000000005
519390,280,0.331,0.33,2019,0.0010000000000000009
519390,81,0.235,0.257,2020,-0.02200000000000002
519390,238,0.27,0.295,2021,-0.024999999999999967
519390,191,0.249,0.286,2022,-0.03699999999999998
519455,69,0.146,0.153,2015,-0.007000000000000006
520471,603,0.283,0.272,2015,0.010999999999999954
520471,624,0.284,0.262,2016,0.021999999999999964
520471,663,0.298,0.286,2017,0.01200000000000001
520471,656,0.294,0.273,2018,0.020999999999999963
520471,588,0.308,0.281,2019,0.02699999999999997
520471,159,0.312,0.301,2020,0.01100000000000001
520471,394,0.305,0.282,2021,0.02300000000000002
521692,553,0.3,0.298,2015,0.0020000000000000018
521692,546,0.308,0.288,2016,0.020000000000000018
521692,498,0.329,0.349,2017,-0.019999999999999962
521692,544,0.304,0.334,2018,-0.030000000000000027
521692,156,0.41,0.406,2020,0.003999999999999948
521692,665,0.359,0.369,2021,-0.010000000000000009
521692,473,0.324,0.324,2022,0.0
521692,580,0.302,0.326,2023,-0.02400000000000002
521692,652,0.335,0.361,2024,-0.025999999999999968
521692,641,0.311,0.357,2025,-0.045999999999999985
521692,476,0.272,0.296,2026,-0.023999999999999966
523253,615,0.35,0.323,2015,0.02699999999999997
523253,567,0.336,0.352,2016,-0.01599999999999996
523253,439,0.307,0.332,2017,-0.025000000000000022
523253,416,0.274,0.274,2018,0.0
523253,367,0.298,0.32,2019,-0.02200000000000002
524968,116,0.284,0.294,2015,-0.010000000000000009
527038,510,0.304,0.27,2015,0.033999999999999975
527038,335,0.336,0.303,2016,0.03300000000000003
527038,362,0.331,0.315,2017,0.016000000000000014
527038,429,0.316,0.295,2018,0.02100000000000002
527038,285,0.358,0.331,2019,0.02699999999999997
527038,213,0.347,0.309,2020,0.03799999999999998
527038,436,0.337,0.315,2021,0.02200000000000002
527038,602,0.312,0.312,2022,0.0
527038,454,0.368,0.335,2023,0.032999999999999974
527038,242,0.262,0.292,2024,-0.02999999999999997
527038,463,0.302,0.281,2025,0.020999999999999963
527043,90,0.304,0.346,2015,-0.04199999999999998
527043,284,0.335,0.316,2016,0.019000000000000017
527043,145,0.258,0.27,2017,-0.01200000000000001
527043,209,0.281,0.285,2018,-0.003999999999999948
527049,147,0.325,0.321,2019,0.0040000000000000036
527054,68,0.107,0.219,2015,-0.112
527054,72,0.14,0.153,2017,-0.012999999999999984
534606,180,0.306,0.271,2018,0.034999999999999976
534627,208,0.283,0.271,2016,0.011999999999999955
537953,166,0.265,0.307,2015,-0.04199999999999998
537953,148,0.266,0.315,2016,-0.04899999999999999
537953,214,0.357,0.357,2017,0.0
541600,88,0.217,0.26,2019,-0.04300000000000001
541608,185,0.272,0.244,2016,0.028000000000000025
541645,601,0.295,0.324,2015,-0.029000000000000026
541645,453,0.302,0.329,2016,-0.027000000000000024
541645,561,0.375,0.365,2017,0.010000000000000009
541645,385,0.304,0.328,2018,-0.02400000000000002
541645,530,0.334,0.343,2019,-0.009000000000000008
541645,207,0.296,0.317,2020,-0.02100000000000002
541645,514,0.346,0.365,2021,-0.019000000000000017
541645,380,0.258,0.286,2022,-0.02799999999999997
541645,117,0.243,0.295,2023,-0.05199999999999999
541650,272,0.251,0.263,2015,-0.01200000000000001
541650,430,0.312,0.281,2016,0.030999999999999972
541650,458,0.298,0.288,2017,0.010000000000000009
541650,334,0.292,0.285,2018,0.007000000000000006
541650,246,0.271,0.256,2019,0.015000000000000013
542194,160,0.223,0.254,2015,-0.031
542194,204,0.273,0.289,2016,-0.01599999999999996
542194,333,0.301,0.319,2022,-0.018000000000000016
542194,332,0.271,0.265,2023,0.006000000000000005
542194,147,0.263,0.274,2024,-0.01100000000000001
542208,283,0.284,0.272,2015,0.011999999999999955
542208,291,0.246,0.254,2016,-0.008000000000000007
542208,75,0.175,0.189,2018,-0.014000000000000012
542208,189,0.285,0.313,2023,-0.028000000000000025
542255,561,0.325,0.285,2015,0.040000000000000036
542255,578,0.319,0.291,2016,0.028000000000000025
542255,718,0.328,0.292,2017,0.03600000000000003
542255,660,0.308,0.296,2018,0.01200000000000001
542255,230,0.318,0.291,2019,0.027000000000000024
542255,131,0.233,0.253,2020,-0.01999999999999999
542255,89,0.262,0.231,2021,0.031
542303,494,0.302,0.321,2015,-0.019000000000000017
542303,608,0.33,0.34,2016,-0.010000000000000009
542303,679,0.388,0.364,2017,0.02400000000000002
542303,628,0.327,0.354,2018,-0.02699999999999997
542303,549,0.336,0.375,2019,-0.03899999999999998
542303,267,0.444,0.434,2020,0.010000000000000009
542303,208,0.284,0.346,2021,-0.062
542303,507,0.298,0.337,2022,-0.039000000000000035
542303,592,0.381,0.395,2023,-0.014000000000000012
542303,688,0.395,0.404,2024,-0.009000000000000008
542303,592,0.334,0.354,2025,-0.019999999999999962
542303,280,0.275,0.304,2026,-0.02899999999999997
542340,128,0.328,0.295,2015,0.03300000000000003
542340,679,0.356,0.315,2016,0.04099999999999998
542340,436,0.287,0.266,2017,0.020999999999999963
542340,515,0.312,0.288,2018,0.02400000000000002
542340,714,0.335,0.315,2019,0.020000000000000018
542340,207,0.266,0.261,2020,0.0050000000000000044
542340,505,0.32,0.307,2021,0.013000000000000012
542340,220,0.25,0.251,2022,-0.0010000000000000009
542364,201,0.257,0.284,2016,-0.02699999999999997
542364,143,0.251,0.289,2018,-0.03799999999999998
542364,96,0.254,0.28,2019,-0.026000000000000023
542364,330,0.355,0.313,2021,0.04199999999999998
542364,371,0.305,0.318,2022,-0.013000000000000012
542364,136,0.288,0.287,2023,0.0010000000000000009
542436,256,0.274,0.278,2016,-0.0040000000000000036
542454,277,0.231,0.214,2015,0.017000000000000015
542454,248,0.265,0.276,2016,-0.01100000000000001
542454,178,0.254,0.269,2017,-0.015000000000000013
542454,511,0.352,0.345,2019,0.007000000000000006
542454,127,0.261,0.273,2021,-0.01200000000000001
542455,222,0.277,0.29,2016,-0.012999999999999956
542513,111,0.27,0.274,2017,-0.0040000000000000036
542583,311,0.351,0.333,2017,0.01799999999999996
542583,566,0.374,0.356,2018,0.018000000000000016
542583,369,0.307,0.333,2019,-0.026000000000000023
542583,216,0.347,0.345,2020,0.0020000000000000018
542583,510,0.334,0.333,2021,0.0010000000000000009
542583,507,0.288,0.302,2022,-0.014000000000000012
542583,115,0.282,0.248,2023,0.033999999999999975
542908,231,0.289,0.29,2016,-0.0010000000000000009
542908,188,0.28,0.276,2017,0.0040000000000000036
542921,223,0.3,0.282,2015,0.018000000000000016
542921,215,0.314,0.274,2016,0.03999999999999998
542921,575,0.334,0.327,2017,0.007000000000000006
542921,402,0.288,0.292,2018,-0.0040000000000000036
542921,328,0.315,0.297,2019,0.018000000000000016
542932,287,0.326,0.316,2019,0.010000000000000009
542932,149,0.337,0.323,2020,0.014000000000000012
542932,271,0.282,0.302,2021,-0.020000000000000018
542932,404,0.298,0.311,2022,-0.013000000000000012
542932,424,0.325,0.324,2023,0.0010000000000000009
542932,74,0.3,0.308,2024,-0.008000000000000007
542932,107,0.226,0.28,2025,-0.05400000000000002
542979,244,0.343,0.326,2016,0.017000000000000015
542979,463,0.308,0.309,2017,-0.0010000000000000009
542979,89,0.299,0.306,2018,-0.007000000000000006
542979,228,0.229,0.233,2019,-0.0040000000000000036
542993,555,0.317,0.26,2015,0.056999999999999995
542993,332,0.247,0.242,2016,0.0050000000000000044
542994,276,0.325,0.301,2015,0.02400000000000002
543063,561,0.332,0.349,2015,-0.01699999999999996
543063,623,0.327,0.317,2016,0.010000000000000009
543063,570,0.301,0.302,2017,-0.0010000000000000009
543063,594,0.306,0.305,2018,0.0010000000000000009
543063,560,0.281,0.306,2019,-0.024999999999999967
543063,193,0.334,0.309,2020,0.025000000000000022
543063,549,0.377,0.353,2021,0.02400000000000002
543063,458,0.289,0.292,2022,-0.0030000000000000027
543063,320,0.26,0.293,2023,-0.032999999999999974
543068,403,0.318,0.324,2015,-0.006000000000000005
543068,443,0.337,0.341,2016,-0.0040000000000000036
543068,372,0.316,0.338,2017,-0.02200000000000002
543068,560,0.347,0.345,2018,0.0020000000000000018
543068,500,0.324,0.365,2019,-0.04099999999999998
543068,547,0.383,0.366,2021,0.017000000000000015
543068,632,0.335,0.319,2022,0.016000000000000014
543068,278,0.312,0.333,2023,-0.02100000000000002
543105,285,0.336,0.342,2016,-0.006000000000000005
543105,190,0.341,0.347,2019,-0.00599999999999995
543105,169,0.396,0.358,2020,0.038000000000000034
543105,312,0.313,0.335,2021,-0.02200000000000002
543213,502,0.303,0.291,2015,0.01200000000000001
543213,367,0.285,0.295,2016,-0.010000000000000009
543216,253,0.269,0.261,2015,0.008000000000000007
543216,205,0.314,0.307,2016,0.007000000000000006
543216,87,0.221,0.25,2017,-0.028999999999999998
543228,389,0.283,0.303,2015,-0.020000000000000018
543228,264,0.225,0.257,2016,-0.032
543228,383,0.307,0.286,2017,0.02100000000000002
543228,435,0.326,0.322,2018,0.0040000000000000036
543228,358,0.298,0.302,2019,-0.0040000000000000036
543228,119,0.332,0.338,2020,-0.006000000000000005
543228,375,0.308,0.338,2021,-0.030000000000000027
543228,293,0.271,0.288,2022,-0.01699999999999996
543228,419,0.312,0.322,2023,-0.010000000000000009
543228,96,0.184,0.257,2024,-0.07300000000000001
543238,535,0.304,0.276,2015,0.02799999999999997
543238,101,0.277,0.244,2016,0.03300000000000003
543257,389,0.363,0.333,2016,0.02999999999999997
543257,456,0.329,0.35,2017,-0.020999999999999963
543257,465,0.333,0.316,2018,0.017000000000000015
543257,482,0.299,0.326,2019,-0.027000000000000024
543257,192,0.351,0.328,2020,0.022999999999999965
543257,671,0.337,0.335,2021,0.0020000000000000018
543257,477,0.283,0.287,2022,-0.0040000000000000036
543257,420,0.323,0.308,2023,0.015000000000000013
543257,245,0.283,0.301,2024,-0.018000000000000016
543281,449,0.313,0.287,2015,0.026000000000000023
543281,522,0.301,0.269,2016,0.03199999999999997
543281,542,0.332,0.311,2017,0.02100000000000002
543281,374,0.285,0.276,2018,0.008999999999999952
543281,147,0.208,0.289,2019,-0.08099999999999999
543281,91,0.335,0.362,2020,-0.02699999999999997
543281,558,0.325,0.334,2021,-0.009000000000000008
543281,425,0.305,0.289,2022,0.016000000000000014
543281,114,0.248,0.278,2023,-0.030000000000000027
543302,113,0.218,0.209,2015,0.009000000000000008
543302,166,0.358,0.345,2016,0.013000000000000012
543302,256,0.272,0.306,2017,-0.033999999999999975
543302,87,0.321,0.334,2018,-0.013000000000000012
543302,94,0.248,0.294,2019,-0.045999999999999985
543305,390,0.314,0.329,2015,-0.015000000000000013
543305,361,0.27,0.289,2016,-0.01899999999999996
543305,361,0.363,0.348,2017,0.015000000000000013
543305,581,0.36,0.372,2018,-0.01200000000000001
543305,255,0.325,0.296,2019,0.029000000000000026
543305,211,0.351,0.374,2020,-0.02300000000000002
543305,126,0.279,0.33,2021,-0.05099999999999999
543305,453,0.292,0.302,2022,-0.010000000000000009
543305,312,0.326,0.282,2023,0.04400000000000004
543308,190,0.328,0.325,2017,0.0030000000000000027
543308,312,0.311,0.282,2018,0.029000000000000026
543308,333,0.259,0.248,2019,0.01100000000000001
543309,79,0.248,0.308,2018,-0.06
543309,211,0.272,0.344,2021,-0.07199999999999995
543309,248,0.282,0.321,2022,-0.039000000000000035
543309,260,0.293,0.31,2023,-0.017000000000000015
543309,263,0.314,0.299,2024,0.015000000000000013
543309,327,0.301,0.295,2025,0.006000000000000005
543309,186,0.303,0.295,2026,0.008000000000000007
543333,667,0.355,0.361,2015,-0.006000000000000005
543333,667,0.326,0.33,2016,-0.0040000000000000036
543333,671,0.376,0.352,2017,0.02400000000000002
543333,677,0.309,0.302,2018,0.007000000000000006
543333,667,0.309,0.304,2019,0.0050000000000000044
543333,156,0.359,0.366,2020,-0.007000000000000006
543333,565,0.319,0.327,2021,-0.008000000000000007
543333,419,0.313,0.308,2022,0.0050000000000000044
543333,100,0.269,0.248,2023,0.02100000000000002
543376,354,0.301,0.319,2015,-0.018000000000000016
543376,141,0.188,0.237,2016,-0.04899999999999999
543376,266,0.299,0.284,2017,0.015000000000000013
543376,280,0.251,0.253,2018,-0.0020000000000000018
543377,68,0.189,0.23,2019,-0.04100000000000001
543401,641,0.355,0.349,2015,0.006000000000000005
543401,688,0.347,0.345,2016,0.0020000000000000018
543401,373,0.3,0.306,2017,-0.006000000000000005
543401,601,0.308,0.318,2018,-0.010000000000000009
543401,511,0.301,0.316,2019,-0.015000000000000013
543401,135,0.326,0.282,2020,0.04400000000000004
543432,106,0.267,0.313,2015,-0.045999999999999985
543434,602,0.306,0.302,2015,0.0040000000000000036
543434,384,0.311,0.294,2016,0.017000000000000015
543484,115,0.411,0.39,2015,0.020999999999999963
543484,196,0.229,0.238,2016,-0.00899999999999998
543484,379,0.335,0.327,2017,0.008000000000000007
543484,250,0.276,0.286,2018,-0.009999999999999953
543510,425,0.297,0.284,2015,0.013000000000000012
543510,373,0.273,0.296,2016,-0.022999999999999965
543510,391,0.316,0.34,2017,-0.02400000000000002
543510,457,0.256,0.285,2018,-0.02899999999999997
543510,476,0.333,0.323,2019,0.010000000000000009
543510,111,0.378,0.343,2020,0.034999999999999976
543510,412,0.281,0.28,2021,0.0010000000000000009
543510,191,0.243,0.313,2022,-0.07
543510,226,0.279,0.318,2023,-0.03899999999999998
543510,233,0.288,0.315,2024,-0.027000000000000024
543510,137,0.328,0.313,2025,0.015000000000000013
543510,113,0.339,0.268,2026,0.07100000000000001
543543,497,0.319,0.323,2015,-0.0040000000000000036
543543,601,0.333,0.322,2016,0.01100000000000001
543543,407,0.294,0.318,2017,-0.02400000000000002
543543,254,0.312,0.31,2018,0.0020000000000000018
543543,170,0.368,0.348,2019,0.020000000000000018
543543,171,0.349,0.377,2020,-0.028000000000000025
543543,377,0.331,0.343,2021,-0.01200000000000001
543543,241,0.263,0.269,2022,-0.006000000000000005
543590,141,0.283,0.283,2015,0.0
543590,392,0.313,0.312,2016,0.0010000000000000009
543592,267,0.337,0.296,2019,0.041000000000000036
543592,184,0.352,0.361,2020,-0.009000000000000008
543592,194,0.316,0.308,2021,0.008000000000000007
543592,397,0.29,0.312,2022,-0.02200000000000002
543592,154,0.22,0.267,2023,-0.047000000000000014
543685,355,0.315,0.327,2015,-0.01200000000000001
543685,647,0.342,0.349,2016,-0.006999999999999951
543685,605,0.394,0.369,2017,0.025000000000000022
543685,597,0.383,0.384,2018,-0.0010000000000000009
543685,646,0.413,0.414,2019,-0.0010000000000000009
543685,232,0.395,0.39,2020,0.0050000000000000044
543685,249,0.31,0.303,2021,0.007000000000000006
543685,193,0.314,0.332,2022,-0.018000000000000016
543685,183,0.312,0.359,2023,-0.046999999999999986
543685,238,0.264,0.299,2024,-0.034999999999999976
543706,80,0.262,0.262,2015,0.0
543706,88,0.269,0.275,2017,-0.006000000000000005
543742,133,0.294,0.281,2015,0.012999999999999956
543760,601,0.311,0.298,2015,0.013000000000000012
543760,621,0.315,0.303,2016,0.01200000000000001
543760,386,0.314,0.312,2017,0.0020000000000000018
543760,703,0.307,0.305,2018,0.0020000000000000018
543760,747,0.373,0.363,2019,0.010000000000000009
543760,236,0.299,0.287,2020,0.01200000000000001
543760,724,0.368,0.336,2021,0.03199999999999997
543760,724,0.317,0.311,2022,0.006000000000000005
543760,753,0.354,0.335,2023,0.01899999999999996
543760,718,0.306,0.32,2024,-0.014000000000000012
543760,534,0.295,0.318,2025,-0.02300000000000002
543760,410,0.275,0.304,2026,-0.02899999999999997
543768,248,0.348,0.329,2015,0.01899999999999996
543768,530,0.31,0.307,2016,0.0030000000000000027
543768,606,0.361,0.328,2017,0.032999999999999974
543768,587,0.351,0.35,2018,0.0010000000000000009
543768,270,0.248,0.285,2019,-0.03699999999999998
543768,180,0.31,0.323,2020,-0.013000000000000012
543768,250,0.289,0.3,2021,-0.01100000000000001
543776,165,0.306,0.275,2015,0.030999999999999972
543776,241,0.24,0.259,2016,-0.019000000000000017
543776,142,0.219,0.249,2018,-0.03
543807,451,0.36,0.364,2015,-0.0040000000000000036
543807,744,0.353,0.359,2016,-0.006000000000000005
543807,628,0.376,0.384,2017,-0.008000000000000007
543807,617,0.34,0.346,2018,-0.00599999999999995
543807,556,0.4,0.4,2019,0.0
543807,222,0.379,0.405,2020,-0.026000000000000023
543807,342,0.381,0.365,2021,0.016000000000000014
543807,583,0.352,0.345,2022,0.007000000000000006
543807,683,0.32,0.33,2023,-0.010000000000000009
543807,614,0.298,0.325,2024,-0.027000000000000024
543807,586,0.408,0.404,2025,0.003999999999999948
543807,394,0.31,0.304,2026,0.006000000000000005
543829,653,0.337,0.283,2015,0.05400000000000005
543829,346,0.279,0.228,2016,0.05100000000000002
543829,694,0.312,0.274,2017,0.03799999999999998
543829,588,0.277,0.272,2018,0.0050000000000000044
543829,421,0.282,0.263,2019,0.01899999999999996
543829,82,0.226,0.262,2020,-0.036000000000000004
543829,59,0.288,0.219,2022,0.06899999999999998
543877,184,0.257,0.252,2016,0.0050000000000000044
543877,345,0.318,0.287,2017,0.031000000000000028
543877,269,0.24,0.277,2018,-0.03700000000000003
543877,521,0.331,0.31,2019,0.02100000000000002
543877,189,0.346,0.281,2020,0.06499999999999995
543877,498,0.289,0.273,2021,0.01599999999999996
543877,426,0.312,0.3,2022,0.01200000000000001
543877,355,0.264,0.267,2023,-0.0030000000000000027
543877,315,0.25,0.272,2024,-0.02200000000000002
543877,214,0.248,0.271,2025,-0.02300000000000002
543877,230,0.268,0.238,2026,0.030000000000000027
543939,613,0.31,0.309,2015,0.0010000000000000009
543939,361,0.3,0.305,2016,-0.0050000000000000044
543939,411,0.336,0.316,2017,0.020000000000000018
543939,407,0.314,0.295,2018,0.019000000000000017
543939,549,0.334,0.297,2019,0.03700000000000003
543939,208,0.305,0.286,2020,0.019000000000000017
543939,492,0.337,0.31,2021,0.027000000000000024
543939,497,0.336,0.309,2022,0.027000000000000024
543939,250,0.236,0.266,2023,-0.030000000000000027
544369,578,0.303,0.291,2015,0.01200000000000001
544369,597,0.319,0.274,2016,0.044999999999999984
544369,569,0.335,0.294,2017,0.041000000000000036
544369,569,0.35,0.318,2018,0.03199999999999997
544369,344,0.297,0.292,2019,0.0050000000000000044
544369,237,0.348,0.311,2020,0.03699999999999998
544369,408,0.275,0.277,2021,-0.0020000000000000018
544369,232,0.251,0.282,2022,-0.030999999999999972
544725,326,0.317,0.307,2017,0.010000000000000009
544725,275,0.295,0.282,2018,0.013000000000000012
544725,618,0.294,0.272,2019,0.021999999999999964
544725,63,0.326,0.327,2020,-0.0010000000000000009
544725,474,0.312,0.292,2021,0.020000000000000018
544725,315,0.221,0.264,2022,-0.04300000000000001
544925,110,0.343,0.339,2015,0.0040000000000000036
544931,80,0.186,0.221,2019,-0.035
545121,211,0.3,0.289,2019,0.01100000000000001
545121,83,0.192,0.245,2021,-0.05299999999999999
545121,222,0.302,0.259,2022,0.04299999999999998
545121,286,0.292,0.305,2023,-0.013000000000000012
545121,303,0.271,0.286,2024,-0.014999999999999958
545121,121,0.292,0.287,2025,0.0050000000000000044
545121,376,0.313,0.312,2026,0.0010000000000000009
545338,109,0.228,0.251,2015,-0.022999999999999993
545338,191,0.331,0.276,2016,0.05499999999999999
