pitcher,year,split_day,il_stints_to,is_on_il_at_split,days_since_il_return,days_on_il_to
514888,2019,120,1,0,29.0,38
663749,2019,120,1,0,21.0,46
620986,2019,120,2,1,0.0,11
641334,2019,120,1,0,50.0,17
622246,2019,120,1,0,57.0,10
606208,2019,120,2,0,4.0,16
667378,2019,120,1,0,61.0,6
622088,2019,120,1,0,62.0,5
433587,2019,120,1,1,0.0,67
542289,2019,120,2,0,28.0,21
642528,2019,120,1,1,0.0,66
628356,2019,120,1,0,40.0,26
656924,2019,120,1,0,34.0,32
475115,2019,120,1,1,0.0,66
458689,2019,120,1,1,0.0,66
656525,2019,120,1,1,0.0,66
450663,2019,120,1,1,0.0,66
675916,2019,120,1,1,0.0,66
660844,2019,120,1,1,0.0,66
591693,2019,120,1,1,0.0,66
472610,2019,120,1,0,54.0,12
667667,2019,120,1,0,55.0,11
607021,2019,120,4,1,0.0,46
641852,2019,120,1,1,0.0,42
502302,2019,120,1,0,27.0,38
543677,2019,120,1,1,0.0,65
608328,2019,120,1,0,44.0,21
670651,2019,120,2,1,0.0,33
668731,2019,120,1,1,0.0,65
642311,2019,120,1,1,0.0,65
595426,2019,120,1,1,0.0,65
543768,2019,120,1,1,0.0,65
682177,2019,120,1,0,46.0,19
571980,2019,120,1,0,44.0,21
676596,2019,120,1,0,53.0,12
641892,2019,120,1,1,0.0,64
621575,2019,120,1,0,50.0,14
644677,2019,120,1,0,20.0,44
641598,2019,120,1,0,46.0,18
666784,2019,120,1,0,14.0,50
462101,2019,120,1,0,54.0,10
542255,2019,120,1,0,0.0,64
681792,2019,120,1,0,58.0,6
624408,2019,120,2,1,0.0,38
650890,2019,120,1,0,44.0,20
444489,2019,120,1,0,47.0,16
593633,2019,120,1,0,42.0,21
670393,2019,120,1,1,0.0,63
664319,2019,120,1,0,48.0,15
665134,2019,120,1,1,0.0,63
660168,2019,120,2,1,0.0,35
667423,2019,120,1,0,54.0,9
668560,2019,120,1,0,21.0,42
676962,2019,120,1,1,0.0,63
657216,2019,120,1,1,0.0,63
676749,2019,120,1,1,0.0,63
669378,2019,120,1,1,0.0,63
670877,2019,120,1,0,12.0,51
660798,2019,120,1,0,5.0,58
657209,2019,120,2,1,0.0,55
519333,2019,120,1,0,4.0,29
548337,2019,120,1,1,0.0,63
571539,2019,120,1,0,57.0,6
434671,2019,120,1,0,50.0,12
682131,2019,120,1,0,28.0,34
521055,2019,120,1,1,0.0,62
642352,2019,120,1,0,35.0,27
681401,2019,120,1,0,36.0,26
624424,2019,120,1,0,53.0,9
650674,2019,120,1,0,14.0,48
665968,2019,120,1,0,48.0,14
650559,2019,120,1,0,46.0,16
571841,2019,120,1,0,57.0,5
471174,2019,120,3,0,0.0,49
641991,2019,120,1,1,0.0,62
544365,2019,120,2,1,0.0,37
660874,2019,120,1,1,0.0,62
664573,2019,120,1,1,0.0,62
443558,2019,120,1,0,45.0,17
670169,2019,120,1,1,0.0,62
572371,2019,120,1,0,19.0,43
592866,2019,120,1,0,29.0,33
596295,2019,120,1,1,0.0,62
628317,2019,120,1,0,53.0,9
650869,2019,120,1,1,0.0,61
676091,2019,120,0,0,,0
621457,2019,120,2,1,0.0,49
664104,2019,120,2,1,0.0,11
670103,2019,120,1,1,0.0,61
680938,2019,120,1,0,54.0,7
667670,2019,120,2,1,0.0,16
593574,2019,120,2,0,34.0,24
629500,2019,120,1,1,0.0,38
627218,2019,120,1,1,0.0,60
594747,2019,120,1,1,0.0,60
642396,2019,120,1,0,34.0,26
621076,2019,120,0,0,,0
656786,2019,120,1,1,0.0,60
657050,2019,120,1,0,49.0,11
430634,2019,120,1,0,58.0,2
573062,2019,120,1,0,19.0,41
666156,2019,120,1,1,0.0,60
624431,2019,120,1,0,7.0,53
608380,2019,120,1,0,5.0,55
666813,2019,120,1,1,0.0,60
621350,2019,120,2,1,0.0,45
664059,2019,120,2,0,12.0,42
670042,2019,120,1,1,0.0,60
643377,2019,120,1,0,38.0,22
676198,2019,120,2,1,0.0,13
669638,2019,120,1,0,52.0,7
664346,2019,120,1,1,0.0,59
667355,2019,120,1,0,27.0,32
607895,2019,120,1,1,0.0,59
680758,2019,120,1,0,49.0,10
657680,2019,120,1,0,32.0,27
640448,2019,120,1,0,48.0,11
642694,2019,120,1,1,0.0,59
656999,2019,120,1,1,0.0,59
460060,2019,120,1,1,0.0,59
607625,2019,120,1,0,48.0,11
666019,2019,120,1,1,0.0,59
660756,2019,120,1,1,0.0,59
593993,2019,120,1,1,0.0,59
595337,2019,120,1,0,30.0,29
542932,2019,120,1,1,0.0,58
682158,2019,120,1,1,0.0,58
527038,2019,120,1,0,0.0,58
660830,2019,120,1,0,51.0,7
675789,2019,120,2,1,0.0,15
571467,2019,120,1,0,52.0,6
681856,2019,120,1,0,52.0,6
663841,2019,120,1,1,0.0,58
592743,2019,120,1,0,21.0,37
592387,2019,120,1,1,0.0,58
592779,2019,120,1,0,38.0,20
664157,2019,120,1,1,0.0,58
543829,2019,120,1,0,37.0,21
670281,2019,120,1,0,12.0,46
435043,2019,120,1,0,48.0,10
650960,2019,120,1,1,0.0,58
677012,2019,120,1,1,0.0,58
476451,2019,120,1,1,0.0,58
683123,2019,120,1,0,42.0,16
543521,2019,120,1,0,24.0,34
643550,2019,120,1,1,0.0,57
664747,2019,120,2,1,0.0,6
641980,2019,120,1,1,0.0,57
607043,2019,120,1,1,0.0,57
676698,2019,120,1,1,0.0,57
642721,2019,120,1,0,48.0,9
451584,2019,120,1,0,41.0,16
641432,2019,120,1,1,0.0,57
676191,2019,120,1,1,0.0,57
607345,2019,120,2,0,6.0,38
670417,2019,120,1,1,0.0,57
670135,2019,120,0,0,,0
670722,2019,120,1,0,14.0,43
669420,2019,120,1,0,49.0,8
680768,2019,120,1,0,44.0,12
543105,2019,120,1,1,0.0,56
650490,2019,120,2,0,21.0,18
662107,2019,120,1,0,33.0,23
592804,2019,120,1,1,0.0,56
516714,2019,120,1,1,0.0,56
665922,2019,120,1,0,45.0,11
641431,2019,120,1,1,0.0,56
682761,2019,120,1,1,0.0,56
642211,2019,120,2,1,0.0,48
547170,2019,120,1,1,0.0,56
429664,2019,120,2,0,32.0,20
677007,2019,120,1,1,0.0,56
643446,2019,120,1,0,44.0,12
620440,2019,120,2,1,0.0,42
676816,2019,120,1,0,50.0,6
667442,2019,120,1,0,12.0,44
680543,2019,120,2,1,0.0,52
664219,2019,120,1,1,0.0,55
501981,2019,120,1,0,47.0,8
595453,2019,120,1,1,0.0,55
664778,2019,120,1,0,44.0,11
676511,2019,120,1,1,0.0,55
670048,2019,120,1,0,49.0,6
621399,2019,120,1,1,0.0,55
670868,2019,120,2,0,7.0,23
664926,2019,120,1,0,49.0,6
642681,2019,120,1,0,11.0,44
641453,2019,120,1,0,33.0,22
543017,2019,120,1,0,36.0,19
444482,2019,120,2,1,0.0,23
660647,2019,120,1,0,23.0,32
656208,2019,120,1,0,13.0,42
660636,2019,120,1,0,49.0,5
605370,2019,120,2,1,0.0,41
456078,2019,120,2,0,2.0,35
663683,2019,120,1,0,20.0,34
608717,2019,120,1,0,30.0,24
621705,2019,120,1,0,36.0,18
642315,2019,120,2,1,0.0,13
623316,2019,120,1,0,16.0,38
543807,2019,120,1,0,24.0,30
519421,2019,120,1,1,0.0,54
664085,2019,120,1,1,0.0,54
621559,2019,120,1,0,7.0,47
606956,2019,120,1,0,19.0,35
676369,2019,120,1,1,0.0,54
622774,2019,120,1,0,47.0,7
518774,2019,120,1,0,5.0,49
450212,2019,120,2,1,0.0,50
667452,2019,120,1,0,33.0,21
660813,2019,120,1,1,0.0,54
681909,2019,120,1,0,28.0,26
641627,2019,120,1,0,43.0,11
667487,2019,120,1,0,24.0,30
660644,2019,120,1,0,28.0,25
663600,2019,120,1,1,0.0,53
661439,2019,120,1,0,35.0,18
681867,2019,120,1,0,43.0,10
605183,2019,120,1,0,43.0,10
448801,2019,120,1,0,44.0,9
660616,2019,120,1,0,28.0,25
621438,2019,120,2,1,0.0,37
650389,2019,120,1,0,16.0,37
465041,2019,120,1,1,0.0,53
545332,2019,120,1,1,0.0,53
650630,2019,120,1,0,45.0,8
545358,2019,120,1,0,27.0,26
641835,2019,120,1,1,0.0,53
596133,2019,120,1,1,0.0,52
667679,2019,120,2,1,0.0,16
642050,2019,120,1,1,0.0,52
605131,2019,120,1,1,0.0,52
642451,2019,120,1,1,0.0,52
641861,2019,120,1,0,43.0,9
669746,2019,120,1,0,38.0,14
665996,2019,120,1,0,41.0,11
453568,2019,120,1,0,41.0,11
680694,2019,120,1,0,40.0,12
665775,2019,120,1,1,0.0,52
670862,2019,120,1,1,0.0,52
621261,2019,120,1,0,17.0,35
643532,2019,120,1,1,0.0,52
622693,2019,120,1,0,44.0,8
572180,2019,120,1,1,0.0,52
665894,2019,120,1,0,35.0,17
661437,2019,120,1,1,0.0,52
641483,2019,120,1,1,0.0,52
649557,2019,120,1,1,0.0,52
672779,2019,120,1,0,40.0,11
514668,2019,120,1,1,0.0,51
676683,2019,120,1,0,33.0,18
553988,2019,120,1,0,38.0,13
518560,2019,120,1,0,6.0,45
680711,2019,120,1,0,40.0,11
677368,2019,120,1,1,0.0,51
501381,2019,120,1,0,41.0,10
662141,2019,120,1,1,0.0,51
656238,2019,120,1,0,24.0,27
669392,2019,120,1,0,40.0,11
515052,2019,120,1,1,0.0,51
681881,2019,120,1,0,11.0,40
607588,2019,120,1,1,0.0,51
656509,2019,120,1,1,0.0,51
489267,2019,120,1,0,39.0,11
572406,2019,120,1,1,0.0,50
519048,2019,120,2,1,0.0,49
605388,2019,120,1,0,27.0,23
543883,2019,120,1,1,0.0,50
676711,2019,120,1,1,0.0,50
656561,2019,120,0,0,,0
664584,2019,120,1,1,0.0,50
664960,2019,120,1,0,44.0,6
641571,2019,120,1,1,0.0,50
571767,2019,120,2,1,0.0,49
641487,2019,120,1,0,34.0,16
462962,2019,120,1,1,0.0,50
607500,2019,120,2,1,0.0,46
641576,2019,120,1,1,0.0,50
656473,2019,120,1,1,0.0,50
676089,2019,120,1,1,0.0,50
680709,2019,120,1,0,31.0,19
647255,2019,120,1,1,0.0,50
621043,2019,120,1,1,0.0,50
666215,2019,120,1,1,0.0,50
621097,2019,120,1,1,0.0,50
676194,2019,120,1,0,37.0,13
601707,2019,120,2,1,0.0,17
670419,2019,120,2,1,0.0,39
542946,2019,120,1,1,0.0,49
543194,2019,120,1,1,0.0,49
669051,2019,120,1,0,28.0,21
665959,2019,120,2,0,6.0,13
467806,2019,120,1,1,0.0,49
518603,2019,120,1,0,41.0,8
646404,2019,120,2,1,0.0,32
571639,2019,120,1,0,26.0,23
668680,2019,120,1,0,34.0,15
657205,2019,120,2,1,0.0,36
593495,2019,120,1,1,0.0,49
663623,2019,120,1,0,41.0,8
629496,2019,120,1,0,33.0,16
584171,2019,120,2,1,0.0,47
678266,2019,120,1,1,0.0,48
681901,2019,120,1,0,15.0,33
681639,2019,120,1,1,0.0,48
680633,2019,120,1,1,0.0,48
679009,2019,120,1,1,0.0,48
678708,2019,120,1,1,0.0,48
624419,2019,120,1,1,0.0,48
425877,2019,120,2,1,0.0,18
642003,2019,120,1,1,0.0,48
678718,2019,120,1,1,0.0,48
670105,2019,120,1,1,0.0,48
672377,2019,120,1,1,0.0,48
669162,2019,120,1,0,13.0,35
672697,2019,120,1,1,0.0,48
674350,2019,120,1,1,0.0,48
596112,2019,120,1,0,32.0,16
519270,2019,120,1,1,0.0,48
645444,2019,120,1,0,34.0,14
591977,2019,120,1,0,25.0,23
676609,2019,120,1,1,0.0,48
673859,2019,120,1,0,0.0,48
665892,2019,120,1,1,0.0,48
675526,2019,120,1,1,0.0,48
621107,2019,120,1,0,41.0,7
595260,2019,120,1,0,37.0,11
669114,2019,120,1,1,0.0,48
681707,2019,120,1,1,0.0,48
672637,2019,120,1,1,0.0,48
681634,2019,120,1,1,0.0,48
679031,2019,120,1,1,0.0,48
679471,2019,120,1,1,0.0,48
673390,2019,120,1,1,0.0,48
660731,2019,120,1,1,0.0,48
435522,2019,120,1,0,23.0,25
608654,2019,120,1,1,0.0,47
452293,2019,120,1,0,21.0,26
670252,2019,120,1,1,0.0,47
670043,2019,120,1,1,0.0,47
461829,2019,120,1,1,0.0,47
656464,2019,120,1,1,0.0,47
678987,2019,120,1,0,35.0,12
543331,2019,120,1,0,26.0,21
681750,2019,120,1,1,0.0,47
669008,2019,120,1,0,40.0,7
618085,2019,120,1,1,0.0,47
605390,2019,120,1,0,38.0,9
657024,2019,120,1,0,31.0,16
596119,2019,120,1,1,0.0,47
460701,2019,120,1,0,12.0,35
622783,2019,120,1,1,0.0,47
663967,2019,120,1,0,40.0,7
678259,2019,120,1,1,0.0,47
676320,2019,120,1,1,0.0,47
684851,2019,120,1,1,0.0,47
682826,2019,120,1,1,0.0,47
680848,2019,120,1,1,0.0,47
680192,2019,120,1,1,0.0,47
607486,2019,120,1,0,4.0,43
671275,2019,120,1,0,33.0,14
453203,2019,120,1,0,32.0,15
595389,2019,120,1,1,0.0,47
620396,2019,120,1,0,28.0,10
678887,2019,120,1,1,0.0,47
680635,2019,120,1,1,0.0,47
678680,2019,120,1,0,30.0,17
678684,2019,120,1,1,0.0,47
676092,2019,120,1,0,3.0,43
668663,2019,120,1,0,37.0,9
519096,2019,120,1,1,0.0,46
642299,2019,120,1,1,0.0,46
672640,2019,120,1,0,27.0,19
641388,2019,120,1,0,39.0,7
669375,2019,120,1,0,28.0,18
608336,2019,120,1,0,23.0,23
668696,2019,120,2,1,0.0,12
668888,2019,120,1,1,0.0,46
468504,2019,120,1,0,31.0,15
664751,2019,120,1,0,37.0,8
572208,2019,120,1,0,40.0,5
650400,2019,120,2,1,0.0,37
641531,2019,120,1,1,0.0,45
657741,2019,120,1,0,36.0,9
641988,2019,120,1,0,7.0,38
677120,2019,120,2,1,0.0,31
548431,2019,120,1,0,7.0,38
650608,2019,120,1,1,0.0,45
676206,2019,120,1,0,1.0,43
623354,2019,120,1,0,34.0,10
664194,2019,120,2,0,19.0,11
676864,2019,120,1,1,0.0,44
669424,2019,120,1,1,0.0,44
605125,2019,120,1,1,0.0,44
664871,2019,120,1,1,0.0,44
600869,2019,120,1,1,0.0,44
657595,2019,120,2,0,7.0,29
602080,2019,120,2,0,5.0,27
658069,2019,120,1,0,19.0,25
613317,2019,120,1,0,30.0,14
660630,2019,120,1,0,13.0,31
518902,2019,120,1,0,37.0,7
663852,2019,120,1,1,0.0,44
594736,2019,120,1,1,0.0,44
622446,2019,120,1,1,0.0,44
676378,2019,120,1,0,31.0,13
659635,2019,120,1,1,0.0,44
670410,2019,120,1,1,0.0,44
457705,2019,120,1,1,0.0,44
643534,2019,120,1,1,0.0,44
675989,2019,120,1,0,37.0,7
607222,2019,120,1,1,0.0,44
506997,2019,120,2,1,0.0,25
607673,2019,120,1,1,0.0,44
681976,2019,120,1,1,0.0,44
607635,2019,120,1,0,1.0,43
592712,2019,120,1,1,0.0,44
664133,2019,120,2,1,0.0,41
665926,2019,120,1,0,33.0,10
621381,2019,120,1,0,35.0,8
623323,2019,120,1,1,0.0,43
471911,2019,120,1,1,0.0,43
477054,2019,120,1,0,26.0,17
623205,2019,120,2,1,0.0,35
676149,2019,120,1,0,24.0,19
607461,2019,120,1,1,0.0,43
650142,2019,120,1,1,0.0,42
644418,2019,120,1,0,15.0,27
661837,2019,120,1,1,0.0,42
640459,2019,120,0,0,,0
642156,2019,120,2,0,7.0,22
664682,2019,120,1,1,0.0,42
668986,2019,120,1,1,0.0,42
445197,2019,120,1,0,35.0,7
642239,2019,120,2,0,12.0,18
592761,2019,120,1,0,12.0,29
571745,2019,120,1,1,0.0,41
658647,2019,120,1,0,33.0,8
450275,2019,120,1,1,0.0,41
623166,2019,120,1,0,3.0,38
596105,2019,120,1,0,28.0,13
670283,2019,120,1,1,0.0,41
658791,2019,120,1,0,3.0,38
623485,2019,120,1,1,0.0,41
622554,2019,120,1,1,0.0,41
623278,2019,120,1,0,7.0,34
600290,2019,120,1,1,0.0,41
642462,2019,120,1,0,31.0,10
593577,2019,120,1,1,0.0,41
606189,2019,120,1,0,24.0,16
664842,2019,120,1,1,0.0,40
631227,2019,120,1,0,16.0,24
656514,2019,120,1,1,0.0,40
676404,2019,120,1,0,26.0,14
672284,2019,120,1,1,0.0,40
543432,2019,120,1,0,14.0,26
657589,2019,120,1,1,0.0,40
545343,2019,120,1,1,0.0,40
675925,2019,120,1,0,21.0,19
663492,2019,120,1,0,25.0,15
670087,2019,120,1,0,25.0,15
607729,2019,120,1,1,0.0,40
476589,2019,120,1,1,0.0,40
606959,2019,120,1,1,0.0,40
661149,2019,120,1,1,0.0,40
676760,2019,120,0,0,,0
592229,2019,120,1,1,0.0,39
668964,2019,120,1,1,0.0,39
656229,2019,120,2,1,0.0,29
661538,2019,120,1,0,28.0,11
593334,2019,120,1,0,15.0,24
596049,2019,120,1,0,14.0,25
517629,2019,120,1,1,0.0,39
460026,2019,120,1,1,0.0,39
502239,2019,120,1,0,22.0,17
657145,2019,120,1,0,33.0,5
493200,2019,120,1,1,0.0,38
602104,2019,120,1,1,0.0,38
425794,2019,120,1,0,28.0,10
605240,2019,120,1,0,30.0,8
595316,2019,120,1,1,0.0,38
677366,2019,120,2,1,0.0,16
594988,2019,120,2,0,2.0,23
670354,2019,120,1,0,24.0,13
663738,2019,120,1,1,0.0,37
669916,2019,120,1,0,28.0,9
682519,2019,120,1,0,28.0,9
676660,2019,120,1,1,0.0,37
518397,2019,120,1,1,0.0,37
658483,2019,120,1,0,27.0,10
663927,2019,120,1,1,0.0,37
605356,2019,120,1,0,34.0,3
592685,2019,120,2,1,0.0,34
623911,2019,120,1,1,0.0,36
571685,2019,120,1,1,0.0,36
545346,2019,120,3,1,0.0,32
677226,2019,120,2,1,0.0,33
670401,2019,120,1,0,28.0,8
660730,2019,120,1,0,27.0,9
641385,2019,120,2,1,0.0,8
664167,2019,120,1,0,7.0,29
571704,2019,120,1,0,28.0,8
606198,2019,120,2,1,0.0,20
641541,2019,120,1,1,0.0,36
570632,2019,120,1,1,0.0,36
650499,2019,120,2,0,1.0,30
682016,2019,120,1,0,26.0,10
600873,2019,120,1,1,0.0,36
642770,2019,120,1,0,9.0,27
642371,2019,120,1,1,0.0,36
664854,2019,120,1,1,0.0,35
665890,2019,120,1,1,0.0,35
501851,2019,120,1,1,0.0,35
678723,2019,120,1,1,0.0,35
672773,2019,120,1,1,0.0,35
676085,2019,120,1,1,0.0,35
608369,2019,120,1,0,8.0,27
663647,2019,120,1,0,14.0,21
670062,2019,120,1,0,28.0,7
607294,2019,120,2,0,14.0,18
592874,2019,120,1,0,26.0,9
622569,2019,120,1,0,14.0,21
434778,2019,120,1,0,23.0,12
681815,2019,120,2,0,0.0,14
667463,2019,120,1,0,28.0,7
641886,2019,120,1,0,8.0,27
641716,2019,120,1,1,0.0,35
663485,2019,120,1,0,25.0,10
676424,2019,120,1,0,27.0,8
660615,2019,120,1,1,0.0,35
624414,2019,120,1,1,0.0,35
531588,2019,120,1,1,0.0,34
592390,2019,120,1,0,14.0,20
608421,2019,120,1,0,4.0,30
656586,2019,120,2,1,0.0,14
664123,2019,120,1,1,0.0,34
502102,2019,120,1,1,0.0,34
601974,2019,120,1,1,0.0,34
664978,2019,120,1,1,0.0,34
572998,2019,120,1,1,0.0,34
672647,2019,120,1,1,0.0,34
621127,2019,120,1,1,0.0,34
663832,2019,120,1,1,0.0,34
668842,2019,120,1,1,0.0,34
670139,2019,120,1,1,0.0,34
650664,2019,120,1,1,0.0,34
655889,2019,120,1,0,21.0,13
622807,2019,120,2,1,0.0,26
663793,2019,120,1,1,0.0,34
677656,2019,120,1,1,0.0,34
676951,2019,120,1,1,0.0,34
665485,2019,120,1,1,0.0,34
681971,2019,120,1,1,0.0,34
675650,2019,120,1,1,0.0,34
664847,2019,120,1,1,0.0,34
624506,2019,120,1,1,0.0,34
594951,2019,120,1,0,28.0,6
670078,2019,120,1,0,28.0,6
554234,2019,120,1,1,0.0,34
642571,2019,120,1,1,0.0,34
665789,2019,120,1,0,28.0,6
592165,2019,120,1,1,0.0,34
676613,2019,120,1,0,18.0,16
657041,2019,120,1,0,26.0,8
445988,2019,120,1,0,0.0,34
676375,2019,120,1,1,0.0,34
681900,2019,120,1,1,0.0,34
657007,2019,120,1,1,0.0,34
676920,2019,120,1,0,27.0,7
676374,2019,120,1,1,0.0,34
667445,2019,120,1,1,0.0,33
663554,2019,120,1,1,0.0,33
663868,2019,120,1,1,0.0,33
672713,2019,120,1,1,0.0,33
681731,2019,120,1,1,0.0,33
663338,2019,120,1,0,32.0,1
656734,2019,120,1,1,0.0,33
664991,2019,120,1,0,25.0,8
606988,2019,120,1,1,0.0,33
680715,2019,120,1,0,20.0,13
593974,2019,120,1,1,0.0,33
685101,2019,120,1,1,0.0,33
543294,2019,120,1,0,16.0,17
669854,2019,120,1,1,0.0,33
682968,2019,120,1,1,0.0,33
665180,2019,120,1,0,23.0,9
592789,2019,120,1,0,18.0,14
607457,2019,120,1,1,0.0,32
572086,2019,120,2,1,0.0,25
657090,2019,120,0,0,,0
663443,2019,120,1,1,0.0,31
542642,2019,120,1,0,18.0,13
678670,2019,120,1,1,0.0,31
679659,2019,120,1,1,0.0,31
663321,2019,120,1,0,4.0,27
666211,2019,120,1,0,21.0,10
636072,2019,120,1,0,25.0,6
681505,2019,120,1,1,0.0,31
675003,2019,120,1,1,0.0,31
452254,2019,120,1,0,2.0,29
678734,2019,120,1,1,0.0,31
660776,2019,120,1,1,0.0,31
663614,2019,120,1,1,0.0,31
643521,2019,120,1,1,0.0,31
672550,2019,120,1,1,0.0,31
678855,2019,120,1,1,0.0,31
657610,2019,120,1,1,0.0,31
663879,2019,120,1,1,0.0,31
681406,2019,120,1,1,0.0,31
669391,2019,120,1,1,0.0,31
641850,2019,120,1,1,0.0,31
656494,2019,120,1,0,25.0,6
669796,2019,120,1,1,0.0,31
683137,2019,120,1,1,0.0,31
682444,2019,120,1,1,0.0,31
595191,2019,120,1,1,0.0,31
672525,2019,120,1,1,0.0,31
672628,2019,120,1,1,0.0,31
670861,2019,120,1,1,0.0,31
595919,2019,120,1,0,6.0,25
676944,2019,120,1,0,17.0,14
642688,2019,120,1,1,0.0,31
666513,2019,120,1,1,0.0,31
683068,2019,120,1,1,0.0,31
676672,2019,120,1,1,0.0,31
681607,2019,120,1,1,0.0,31
673270,2019,120,1,1,0.0,30
621439,2019,120,2,1,0.0,13
647250,2019,120,1,1,0.0,30
660666,2019,120,1,1,0.0,30
621355,2019,120,1,1,0.0,30
666716,2019,120,1,1,0.0,30
571948,2019,120,1,0,24.0,6
681870,2019,120,1,1,0.0,30
678216,2019,120,1,1,0.0,30
666698,2019,120,1,1,0.0,30
677345,2019,120,1,1,0.0,30
666817,2019,120,1,1,0.0,30
683518,2019,120,1,1,0.0,30
501303,2019,120,1,0,20.0,10
663872,2019,120,1,1,0.0,30
681518,2019,120,1,1,0.0,30
650971,2019,120,1,1,0.0,30
429719,2019,120,1,0,4.0,26
641907,2019,120,1,0,20.0,10
475253,2019,120,1,0,20.0,10
680936,2019,120,1,1,0.0,30
683592,2019,120,1,1,0.0,30
656340,2019,120,1,1,0.0,29
667677,2019,120,1,0,22.0,7
502126,2019,120,1,1,0.0,29
675540,2019,120,1,1,0.0,29
605488,2019,120,1,1,0.0,29
663637,2019,120,1,1,0.0,29
663610,2019,120,2,1,0.0,27
503556,2019,120,1,0,19.0,10
676964,2019,120,1,0,5.0,24
641154,2019,120,1,1,0.0,29
656794,2019,120,1,1,0.0,29
518653,2019,120,1,0,13.0,16
642062,2019,120,1,0,20.0,9
677865,2019,120,1,0,23.0,6
642286,2019,120,1,1,0.0,28
607644,2019,120,1,0,20.0,8
650371,2019,120,1,1,0.0,28
643539,2019,120,1,0,22.0,6
666016,2019,120,1,1,0.0,28
591611,2019,120,1,1,0.0,28
671223,2019,120,1,1,0.0,28
650502,2019,120,1,1,0.0,28
669952,2019,120,2,1,0.0,16
519246,2019,120,1,1,0.0,28
670299,2019,120,1,0,23.0,5
592411,2019,120,1,1,0.0,28
487675,2019,120,1,1,0.0,9
664857,2019,120,1,0,15.0,13
670162,2019,120,1,1,0.0,28
596115,2019,120,1,0,16.0,12
623241,2019,120,1,0,13.0,15
682005,2019,120,1,1,0.0,28
572687,2019,120,1,0,17.0,11
672629,2019,120,1,0,7.0,21
665040,2019,120,1,1,0.0,28
609275,2019,120,2,1,0.0,13
622864,2019,120,1,0,6.0,21
650902,2019,120,1,0,5.0,22
465017,2019,120,1,1,0.0,27
668672,2019,120,1,0,14.0,13
650507,2019,120,1,0,6.0,21
671112,2019,120,1,0,16.0,11
669947,2019,120,1,0,16.0,11
623513,2019,120,2,1,0.0,22
657096,2019,120,1,1,0.0,27
595751,2019,120,1,0,20.0,7
681892,2019,120,1,1,0.0,27
543280,2019,120,1,0,6.0,21
491624,2019,120,1,1,0.0,27
663595,2019,120,1,1,0.0,27
600902,2019,120,1,1,0.0,27
656920,2019,120,1,0,17.0,10
621453,2019,120,1,1,0.0,27
664144,2019,120,2,0,3.0,13
621404,2019,120,1,0,7.0,20
642344,2019,120,1,0,22.0,5
621462,2019,120,1,0,14.0,13
640485,2019,120,2,1,0.0,19
661257,2019,120,1,1,0.0,26
664121,2019,120,1,0,16.0,10
606227,2019,120,1,0,19.0,7
608701,2019,120,1,0,16.0,10
683753,2019,120,1,1,0.0,26
669720,2019,120,1,0,7.0,19
670296,2019,120,1,0,19.0,7
687250,2019,120,1,1,0.0,26
663878,2019,120,1,0,15.0,11
542455,2019,120,1,0,2.0,24
672747,2019,120,1,0,6.0,20
621002,2019,120,1,1,0.0,26
656991,2019,120,2,1,0.0,11
687588,2019,120,1,1,0.0,26
681803,2019,120,1,1,0.0,26
501896,2019,120,1,0,10.0,15
662144,2019,120,0,0,,0
596071,2019,120,1,0,14.0,11
457727,2019,120,1,1,0.0,25
650895,2019,120,1,0,6.0,19
657433,2019,120,1,0,5.0,7
670551,2019,120,1,1,0.0,25
595014,2019,120,1,0,15.0,10
650954,2019,120,1,1,0.0,25
672851,2019,120,1,0,17.0,8
656364,2019,120,1,1,0.0,25
517059,2019,120,1,1,0.0,25
656641,2019,120,1,1,0.0,24
669946,2019,120,1,0,21.0,3
670146,2019,120,1,1,0.0,24
668555,2019,120,1,1,0.0,24
663537,2019,120,1,1,0.0,24
676918,2019,120,1,1,0.0,24
445060,2019,120,1,1,0.0,24
666207,2019,120,1,1,0.0,24
640454,2019,120,1,0,11.0,13
681671,2019,120,1,1,0.0,24
665758,2019,120,1,1,0.0,24
660677,2019,120,1,1,0.0,24
623454,2019,120,1,1,0.0,24
665908,2019,120,1,0,3.0,21
657074,2019,120,1,1,0.0,24
650544,2019,120,1,0,0.0,24
682194,2019,120,1,1,0.0,24
678272,2019,120,1,1,0.0,24
663517,2019,120,1,1,0.0,24
660694,2019,120,1,1,0.0,24
682015,2019,120,1,1,0.0,24
681679,2019,120,1,1,0.0,24
656604,2019,120,1,1,0.0,24
682496,2019,120,1,1,0.0,24
672742,2019,120,1,1,0.0,24
683038,2019,120,1,1,0.0,24
660626,2019,120,1,1,0.0,24
664784,2019,120,2,1,0.0,14
663434,2019,120,1,0,17.0,7
660620,2019,120,1,0,19.0,5
621346,2019,120,1,1,0.0,24
661423,2019,120,1,1,0.0,24
661428,2019,120,1,1,0.0,24
682557,2019,120,1,1,0.0,24
667743,2019,120,1,1,0.0,24
682755,2019,120,1,1,0.0,23
656686,2019,120,1,1,0.0,23
669728,2019,120,1,0,16.0,7
676534,2019,120,1,0,12.0,11
665846,2019,120,1,1,0.0,23
519259,2019,120,1,0,20.0,3
658643,2019,120,1,1,0.0,23
672078,2019,120,0,0,,0
