pid,name,season,injury_class,il_days_cat,stint_days,base_src,baseline_fp,post1,post2_mean,post3_mean,post4_6_mean,n_post,velo_pre,velo_post,len_bucket
657006,Justin Steele,2024,elbow_other,15,14.0,in_season_pre,14.654545454545454,8.2,,,,1,89.00134529147982,89.14561403508772,<=20d
657140,Kyle Wright,2023,shoulder,15,15.0,prior_season,14.103333333333333,13.7,9.1,10.366666666666665,-3.433333333333334,6,,88.16354838709678,<=20d
657140,Kyle Wright,2023,shoulder,15,130.0,in_season_pre,4.519999999999999,1.1999999999999993,,,,1,88.16354838709678,89.04516129032258,>90d
657376,Clarke Schmidt,2024,lat,15,100.0,in_season_pre,14.381818181818181,13.7,12.6,12.933333333333332,1.1999999999999993,4,89.19103448275862,89.89466666666667,>90d
657376,Clarke Schmidt,2025,shoulder,15,21.0,prior_season,13.1625,0.1999999999999993,7.85,9.166666666666666,12.33333333333333,13,,88.71176470588235,21-45d
657649,Jared Koenig,2024,forearm,15,22.0,in_season_pre,3.6999999999999993,4.3,,,,1,91.84761904761903,,21-45d
657746,Joe Ryan,2023,lower_body,15,23.0,in_season_pre,13.445454545454545,20.799999999999997,13.999999999999998,13.133333333333331,7.933333333333333,6,87.4118556701031,87.5575,21-45d
660761,José Suarez,2023,shoulder,15,126.0,in_season_pre,-0.4500000000000008,2.5,,,,1,86.93531914893617,,>90d
661309,Adrián Martinez,2023,elbow_other,15,21.0,prior_season,6.024999999999998,3.6999999999999993,,,,1,,,21-45d
661563,Luis Gil,2024,back,15,15.0,in_season_pre,12.725,23.799999999999997,18.15,15.933333333333332,5.649999999999999,5,92.53198653198652,92.02395209580838,<=20d
661563,Luis Gil,2025,lat,60,132.0,prior_season,12.568965517241379,13.599999999999998,13.099999999999998,11.566666666666665,12.299999999999997,10,,92.34166666666668,>90d
663362,Matt Waldron,2025,oblique,15,66.0,prior_season,10.107692307692306,-1.6000000000000014,,,,1,,,46-90d
663372,Ryan Feltner,2023,fracture,15,128.0,in_season_pre,5.074999999999999,-7.100000000000001,,,,1,89.41609589041096,91.06627906976745,>90d
663372,Ryan Feltner,2024,shoulder,15,18.0,in_season_pre,8.552173913043477,3.3999999999999986,11.099999999999998,12.633333333333331,15.866666666666665,6,88.55174825174825,89.24834437086092,<=20d
663436,Davis Martin,2025,forearm,15,32.0,in_season_pre,9.876923076923076,12.7,7.1,6.233333333333333,11.799999999999999,11,90.48903743315508,91.03684210526316,21-45d
663474,Triston McKenzie,2023,strain_unspec,15,66.0,prior_season,16.849999999999998,1.5,-3.0000000000000004,0.4333333333333327,,3,,88.10409356725145,46-90d
663474,Triston McKenzie,2023,elbow_other,15,99.0,in_season_pre,13.0,7.299999999999999,,,,1,88.10409356725145,,>90d
663554,Casey Mize,2024,unspecified,60,58.0,in_season_pre,8.037499999999998,6.599999999999998,6.999999999999998,6.433333333333331,,3,90.11654411764708,88.21764705882353,46-90d
663554,Casey Mize,2025,lower_body,15,14.0,in_season_pre,15.542857142857141,-1.0,1.6999999999999993,4.666666666666665,15.1,20,90.51716417910448,90.07361963190183,<=20d
663556,Shane McClanahan,2023,back,15,16.0,in_season_pre,14.811764705882352,0.1999999999999993,4.35,3.2999999999999994,,3,90.40372670807452,91.3683870967742,<=20d
663559,Bailey Falter,2024,unspecified,15,22.0,in_season_pre,9.947058823529412,12.599999999999998,9.099999999999998,5.133333333333332,5.466666666666666,11,87.60771929824561,88.32121212121211,21-45d
663562,Noah Davis,2023,elbow_other,15,32.0,in_season_pre,4.166666666666666,-3.8000000000000007,1.3499999999999996,0.6666666666666655,,3,88.67676348547717,89.92467532467532,21-45d
663738,Daniel Lynch IV,2023,shoulder,15,59.0,prior_season,7.203703703703702,9.5,9.149999999999999,7.133333333333332,13.799999999999997,8,,88.51145833333334,46-90d
663765,Jake Woodford,2023,shoulder,15,119.0,in_season_pre,4.416666666666665,5.1,-5.2,,,2,86.59912280701755,89.49370078740158,>90d
663978,Chris Paddack,2024,unspecified,15,13.0,in_season_pre,8.23333333333333,14.5,,,,1,87.99411764705883,87.82820512820513,<=20d
664062,Tony Gonsolin,2023,lower_body,15,27.0,prior_season,15.379166666666665,5.399999999999999,13.599999999999998,15.566666666666665,13.666666666666666,19,,86.07103448275862,21-45d
664199,Taylor Clarke,2023,elbow_other,15,14.0,single_pre,7.6,4.3,,,,1,,,<=20d
664299,Cristian Javier,2024,unspecified,15,20.0,in_season_pre,15.249999999999996,24.799999999999997,9.999999999999998,,,2,,84.262,<=20d
664299,Cristian Javier,2025,elbow_ucl_tj,15,137.0,prior_season,8.914285714285713,5.899999999999999,1.2499999999999991,8.433333333333332,8.633333333333331,7,,86.49950000000001,>90d
664353,José Urquidy,2023,shoulder,15,97.0,in_season_pre,6.38333333333333,18.5,7.949999999999999,10.899999999999999,,3,87.10120967741935,89.55645161290323,>90d
665152,Dean Kremer,2024,strain_unspec,15,40.0,in_season_pre,12.222222222222221,-4.800000000000001,1.799999999999999,3.066666666666665,6.8666666666666645,14,88.54895104895105,87.94819277108434,21-45d
665622,Luis Medina,2023,finger_blister,15,14.0,in_season_pre,6.8999999999999995,-2.700000000000003,1.8999999999999986,6.199999999999998,,3,91.02971246006388,91.13857142857142,<=20d
665622,Luis Medina,2024,lower_body,15,66.0,prior_season,6.688235294117646,-5.600000000000001,-1.5500000000000007,2.866666666666666,7.399999999999999,7,,90.70115606936416,46-90d
665795,Edward Cabrera,2023,shoulder,15,31.0,in_season_pre,9.864285714285712,-5.4,-2.250000000000001,3.3666666666666654,6.8,5,92.63632653061224,92.00810810810812,21-45d
665795,Edward Cabrera,2024,shoulder,15,21.0,prior_season,8.864999999999998,7.5,4.899999999999999,5.666666666666665,-0.7666666666666663,19,,90.48,21-45d
665795,Edward Cabrera,2024,shoulder,15,101.0,prior_season,8.864999999999998,-3.0,0.6999999999999993,3.9999999999999987,17.7,14,,92.03172413793104,>90d
665795,Edward Cabrera,2025,finger_blister,15,15.0,prior_season,9.094999999999999,1.1999999999999993,5.85,1.6333333333333329,11.566666666666668,25,,91.3216535433071,<=20d
665795,Edward Cabrera,2025,elbow_other,15,21.0,in_season_pre,12.358333333333329,4.199999999999999,10.35,,,2,92.42761394101876,92.76567164179104,21-45d
665871,Javier Assad,2024,forearm,15,16.0,in_season_pre,11.681249999999999,6.0,9.399999999999999,8.666666666666666,9.766666666666666,12,87.23357664233576,88.18507462686567,<=20d
665871,Javier Assad,2025,oblique,15,148.0,prior_season,9.520689655172413,8.2,12.499999999999998,10.266666666666664,11.133333333333331,6,,88.7743961352657,>90d
666129,Braxton Garrett,2024,shoulder,15,41.0,prior_season,11.933333333333335,8.599999999999998,2.4499999999999975,12.199999999999998,2.566666666666666,7,,86.06882352941177,21-45d
666142,Cole Ragans,2025,lower_body,15,19.0,in_season_pre,13.41111111111111,9.100000000000001,13.8,15.633333333333333,,3,88.7625,89.52307692307693,<=20d
666142,Cole Ragans,2025,shoulder,15,98.0,in_season_pre,11.559999999999999,18.5,18.9,,,2,89.52307692307693,90.15,>90d
666157,Nick Lodolo,2024,lower_body,15,17.0,prior_season,6.47142857142857,17.9,11.2,17.166666666666664,10.966666666666663,20,,89.08327137546469,<=20d
666157,Nick Lodolo,2024,lower_body,15,12.0,in_season_pre,15.916666666666664,8.799999999999997,13.299999999999997,12.133333333333331,9.533333333333333,14,88.81394736842105,90.63456790123456,<=20d
666157,Nick Lodolo,2024,finger_blister,15,14.0,in_season_pre,14.416666666666666,8.399999999999999,10.649999999999999,12.1,7.699999999999998,8,90.00077720207254,90.386301369863,<=20d
666157,Nick Lodolo,2025,finger_blister,15,22.0,in_season_pre,13.865217391304347,15.5,9.549999999999999,7.499999999999999,29.9,4,88.49222972972973,88.7078947368421,21-45d
666159,Matt Manning,2023,fracture,15,76.0,in_season_pre,9.249999999999998,5.5,14.25,14.733333333333334,4.966666666666666,12,,88.6797619047619,46-90d
666200,Jesús Luzardo,2024,elbow_other,15,15.0,in_season_pre,7.56,21.799999999999997,24.599999999999998,19.333333333333332,1.8333333333333321,6,,89.54430379746836,<=20d
666201,Alek Manoah,2024,shoulder,15,38.0,prior_season,4.852631578947368,24.099999999999998,25.099999999999998,17.866666666666664,7.5,4,,89.80117647058825,21-45d
667755,José Soriano,2024,unspecified,15,12.0,in_season_pre,12.074999999999998,6.5,9.149999999999999,13.199999999999998,12.133333333333331,7,94.4825,95.12258064516128,<=20d
668678,Zac Gallen,2024,back,15,29.0,in_season_pre,13.027272727272726,4.199999999999999,4.899999999999999,0.29999999999999893,13.033333333333331,16,88.29972144846796,88.4012987012987,21-45d
668881,Hunter Greene,2023,lower_body,15,62.0,in_season_pre,12.499999999999996,-3.8999999999999986,7.35,12.833333333333334,11.233333333333333,7,94.32080536912753,93.02388888888888,46-90d
668881,Hunter Greene,2023,unspecified,10,9.0,in_season_pre,10.270588235294113,13.7,21.9,11.233333333333333,2.5,4,93.02388888888888,91.83973063973065,<=20d
668881,Hunter Greene,2024,elbow_other,15,36.0,in_season_pre,15.833333333333334,12.2,,,,1,92.86835748792272,92.10888888888888,21-45d
668881,Hunter Greene,2025,lower_body,15,14.0,in_season_pre,18.5875,7.5,9.5,13.933333333333332,15.433333333333332,10,94.25116279069766,95.77426470588236,<=20d
668881,Hunter Greene,2025,lower_body,15,82.0,in_season_pre,18.5875,20.9,13.2,15.433333333333332,19.833333333333332,7,94.84491017964072,94.27764705882352,46-90d
668909,Gavin Williams,2024,elbow_other,15,94.0,prior_season,11.537499999999998,-3.8000000000000007,6.899999999999999,8.1,12.466666666666667,16,,91.47470817120625,>90d
668933,Graham Ashcraft,2023,lower_body,15,15.0,in_season_pre,4.423076923076922,22.0,15.399999999999999,14.533333333333331,13.066666666666663,12,93.39197707736388,92.51278195488722,<=20d
668964,Tobias Myers,2025,oblique,15,28.0,prior_season,12.075999999999997,-0.40000000000000036,5.599999999999999,5.8,-0.4499999999999993,5,,88.61056338028169,21-45d
669022,MacKenzie Gore,2025,shoulder,15,12.0,in_season_pre,11.896296296296295,17.599999999999998,5.599999999999999,,,2,89.95184210526315,90.11186440677966,<=20d
669084,DL Hall,2024,lower_body,15,112.0,in_season_pre,-0.0250000000000008,23.099999999999998,8.999999999999998,,,2,,87.95652173913044,>90d
669084,DL Hall,2025,lat,60,82.0,prior_season,4.614285714285713,12.899999999999999,11.399999999999999,9.566666666666665,,3,,89.496,46-90d
669194,Ryne Nelson,2024,elbow_other,15,16.0,in_season_pre,6.174999999999999,2.3999999999999986,-4.700000000000001,-0.8666666666666684,9.033333333333333,20,,90.10860215053764,<=20d
669302,Logan Gilbert,2025,elbow_other,15,51.0,in_season_pre,17.183333333333334,6.5,8.049999999999999,10.166666666666666,18.03333333333333,18,88.68703703703703,89.43452380952381,46-90d
669372,J.T. Ginn,2025,elbow_other,15,23.0,in_season_pre,8.033333333333331,10.5,15.149999999999999,9.866666666666665,4.499999999999999,12,91.640234375,89.85949367088607,21-45d
669372,J.T. Ginn,2025,lower_body,15,27.0,in_season_pre,7.324999999999998,10.5,15.149999999999999,9.866666666666665,4.499999999999999,12,,91.39245283018867,21-45d
669456,Shane Bieber,2023,unspecified,15,69.0,in_season_pre,12.321052631578945,19.799999999999997,,,,1,88.0171003717472,87.33827160493827,46-90d
669923,George Kirby,2025,shoulder,15,56.0,prior_season,13.584848484848484,-0.5,3.0,12.366666666666665,9.933333333333332,22,,91.28666666666666,46-90d
670102,Bowden Francis,2024,forearm,15,40.0,in_season_pre,-0.7500000000000018,12.2,9.95,11.799999999999999,28.866666666666664,11,,86.5787356321839,21-45d
671096,Andrew Abbott,2025,shoulder,15,17.0,prior_season,10.975999999999999,25.799999999999997,12.499999999999998,11.399999999999999,18.266666666666666,28,,86.75077519379845,<=20d
671212,Joe Boyle,2024,back,15,30.0,in_season_pre,3.899999999999999,0.1999999999999993,10.499999999999998,8.833333333333332,,3,91.58859315589352,96.0364705882353,21-45d
671737,Taj Bradley,2024,strain_unspec,15,44.0,prior_season,9.466666666666665,18.799999999999997,15.649999999999999,16.13333333333333,6.666666666666667,25,,91.36022727272729,21-45d
673540,Kodai Senga,2025,lower_body,15,28.0,in_season_pre,15.85384615384615,-0.10000000000000142,2.1999999999999993,1.5333333333333325,9.833333333333332,8,87.27493796526055,87.60298507462686,21-45d
674003,Cody Bradford,2024,back,15,106.0,in_season_pre,20.933333333333334,6.100000000000001,11.3,10.466666666666667,19.66666666666666,10,,86.29904761904761,>90d
675540,Xzavion Curry,2024,illness_personal,15,18.0,prior_season,5.3666666666666645,5.299999999999997,-0.3500000000000014,1.8666666666666654,12.5,4,,88.55454545454546,<=20d
675627,Michael Grove,2023,lower_body,15,43.0,in_season_pre,1.9499999999999993,7.5,4.5,5.066666666666666,7.5666666666666655,7,,89.42168674698796,21-45d
675911,Spencer Strider,2025,lower_body,15,28.0,single_pre,10.5,0.29999999999999716,7.349999999999998,5.733333333333332,20.466666666666665,22,,89.488,21-45d
676083,Janson Junk,2025,unspecified,15,12.0,in_season_pre,9.299999999999999,9.799999999999997,15.949999999999998,14.766666666666666,,3,87.97317784256559,87.50804597701149,<=20d
676272,Bobby Miller,2024,shoulder,15,67.0,in_season_pre,8.499999999999998,-5.4,2.05,-3.9000000000000004,7.5666666666666655,9,,91.45822784810126,46-90d
676477,Garrett Whitlock,2023,lower_body,15,12.0,prior_season,8.966666666666667,21.099999999999998,7.649999999999999,10.266666666666666,13.466666666666663,9,,88.44716981132075,<=20d
676477,Garrett Whitlock,2023,elbow_other,15,29.0,in_season_pre,6.266666666666666,4.399999999999999,10.649999999999999,13.466666666666663,4.266666666666666,6,,86.51304347826087,21-45d
676710,Kutter Crawford,2023,lower_body,15,14.0,in_season_pre,5.35,8.899999999999999,5.899999999999999,4.666666666666665,13.0,21,88.75859375,90.62330827067667,<=20d
676775,Keaton Winn,2024,forearm,15,23.0,in_season_pre,6.299999999999999,12.799999999999997,3.799999999999998,,,2,91.3260700389105,91.964375,21-45d
677944,Slade Cecconi,2025,oblique,15,51.0,prior_season,7.02307692307692,16.799999999999997,7.049999999999997,7.199999999999998,15.699999999999998,22,,88.19382716049383,46-90d
677958,Kumar Rocker,2025,shoulder,15,41.0,in_season_pre,1.9999999999999993,17.5,13.549999999999999,13.966666666666663,10.266666666666664,8,,94.38333333333334,21-45d
677958,Kumar Rocker,2025,shoulder,15,41.0,in_season_pre,1.9999999999999993,17.5,13.549999999999999,13.966666666666663,10.266666666666664,8,,94.38333333333334,21-45d
677960,Ryan Weathers,2024,strain_unspec,15,102.0,in_season_pre,12.023076923076925,7.5,13.7,,,2,89.99781931464175,91.06216216216217,>90d
677960,Ryan Weathers,2025,strain_unspec,15,48.0,prior_season,11.562499999999996,13.5,16.1,14.333333333333334,4.866666666666666,7,,91.4647435897436,46-90d
677960,Ryan Weathers,2025,lat,60,94.0,in_season_pre,11.879999999999999,-0.8000000000000007,2.299999999999999,,,2,91.73515151515151,89.68970588235294,>90d
678394,Brayan Bello,2023,elbow_other,15,18.0,prior_season,6.518181818181817,5.399999999999999,9.45,9.799999999999999,15.133333333333331,27,,90.99495798319327,<=20d
678394,Brayan Bello,2024,lat,15,18.0,in_season_pre,13.4,2.3999999999999986,7.099999999999998,7.5666666666666655,1.8999999999999986,24,,90.30238095238094,<=20d
678394,Brayan Bello,2025,shoulder,15,26.0,prior_season,9.823333333333332,8.799999999999997,14.399999999999999,12.066666666666665,1.6333333333333317,27,,91.09530201342282,21-45d
679525,Alec Marsh,2024,elbow_other,15,15.0,in_season_pre,12.2,15.5,13.649999999999999,13.466666666666663,11.699999999999998,19,,90.34868421052632,<=20d
680570,Grayson Rodriguez,2024,shoulder,15,18.0,in_season_pre,12.199999999999998,10.5,11.649999999999999,13.433333333333332,11.433333333333332,13,89.13079847908746,90.10874316939892,<=20d
680573,Simeon Woods Richardson,2025,illness_personal,15,23.0,in_season_pre,8.868749999999999,14.5,12.0,16.599999999999998,19.15,5,88.94572649572649,88.12028985507247,21-45d
680694,Kyle Bradish,2023,unspecified,15,14.0,prior_season,8.665217391304346,-17.3,-5.450000000000001,-1.4666666666666675,14.766666666666666,28,,89.92832369942197,<=20d
680694,Kyle Bradish,2024,elbow_ucl_tj,15,35.0,prior_season,14.48666666666667,16.5,11.35,12.4,17.566666666666663,7,,90.89770114942527,21-45d
680694,Kyle Bradish,2025,unspecified,60,158.0,prior_season,14.224999999999998,8.2,14.649999999999999,14.933333333333332,17.0,5,,91.7369696969697,>90d
681217,Chase Silseth,2023,unspecified,7,30.0,in_season_pre,11.700000000000001,8.2,,,,1,88.97272727272727,,21-45d
681293,Spencer Arrighetti,2025,fracture,15,120.0,in_season_pre,8.95,8.5,4.0,6.233333333333333,20.9,4,,85.95116279069768,>90d
681343,Shane Smith,2025,lower_body,15,13.0,in_season_pre,8.999999999999998,15.5,16.0,12.933333333333332,17.166666666666668,10,91.79252336448596,91.3253164556962,<=20d
681857,Reese Olson,2024,shoulder,15,57.0,in_season_pre,12.257894736842102,7.899999999999999,8.049999999999999,,,2,88.85399061032865,89.33981481481482,46-90d
681857,Reese Olson,2025,finger_blister,15,47.0,in_season_pre,13.177777777777775,5.5,12.5,9.566666666666666,,3,89.75142045454545,89.92247191011236,46-90d
681867,Cooper Criswell,2024,unspecified,10,7.0,in_season_pre,9.523076923076923,12.399999999999999,5.699999999999999,9.866666666666665,8.049999999999999,5,83.42756756756756,84.23858695652174,<=20d
682227,Brandon Williamson,2023,unspecified,7,11.0,in_season_pre,10.399999999999999,1.1999999999999993,4.749999999999998,6.766666666666665,,3,88.97898936170212,88.74111675126903,<=20d
682227,Brandon Williamson,2024,elbow_ucl_tj,60,181.0,prior_season,9.395652173913042,14.5,4.449999999999999,,,2,,88.29759615384616,>90d
682243,Bryce Miller,2023,finger_blister,15,13.0,in_season_pre,12.7,16.599999999999998,11.149999999999999,7.666666666666665,17.03333333333333,13,91.86969696969696,91.81586206896552,<=20d
682243,Bryce Miller,2025,elbow_other,15,17.0,in_season_pre,7.237499999999999,-0.5,3.0,3.8333333333333335,13.699999999999998,9,89.92382671480145,89.14601226993865,<=20d
682243,Bryce Miller,2025,elbow_other,15,70.0,in_season_pre,5.959999999999999,5.5,10.649999999999999,10.299999999999999,10.299999999999999,7,89.43191489361702,90.97294117647058,46-90d
682990,Quinn Priester,2024,lat,15,33.0,in_season_pre,6.916666666666664,10.5,,,,1,90.4021505376344,,21-45d
683003,Jared Jones,2024,lat,15,54.0,in_season_pre,13.831249999999999,10.899999999999999,17.499999999999996,13.399999999999997,5.399999999999999,5,92.70228136882128,92.44578313253012,46-90d
683004,Jack Leiter,2025,finger_blister,15,23.0,in_season_pre,17.0,-5.700000000000003,-0.5500000000000025,5.566666666666664,13.1,26,,91.94909090909093,21-45d
684007,Shota Imanaga,2025,lower_body,15,52.0,in_season_pre,13.05,10.599999999999998,11.199999999999998,15.499999999999998,7.166666666666665,16,86.05765124555161,87.50389610389611,46-90d
684320,Yariel Rodríguez,2024,unspecified,15,52.0,in_season_pre,6.15,2.3,12.15,15.699999999999998,6.033333333333332,16,89.30181818181819,88.05576923076923,46-90d
685299,Tanner Gordon,2025,oblique,15,39.0,prior_season,1.5374999999999988,15.799999999999997,2.849999999999998,-3.1666666666666683,3.233333333333332,12,,87.64270833333335,21-45d
686563,Jonathan Cannon,2025,back,15,26.0,in_season_pre,6.499999999999997,4.599999999999998,7.549999999999999,11.066666666666665,-2.800000000000002,6,88.21546762589928,88.778231292517,21-45d
686701,Ryan Bergert,2025,forearm,15,16.0,in_season_pre,10.179999999999998,9.2,10.95,13.199999999999998,14.366666666666665,9,90.11878787878788,90.06556291390729,<=20d
686730,Carson Spiers,2024,shoulder,15,16.0,in_season_pre,10.259999999999998,12.7,4.6,-2.5000000000000013,2.1999999999999993,4,87.9732044198895,87.80588235294118,<=20d
686752,Ryan Pepiot,2023,oblique,15,125.0,prior_season,9.199999999999998,15.5,20.299999999999997,17.13333333333333,,3,,90.71024590163934,>90d
686752,Ryan Pepiot,2024,unspecified,15,14.0,in_season_pre,13.857142857142856,17.7,16.75,15.1,7.666666666666665,18,91.5042471042471,91.9581818181818,<=20d
686752,Ryan Pepiot,2024,lower_body,15,26.0,in_season_pre,12.24705882352941,15.799999999999997,13.799999999999997,9.166666666666664,12.33333333333333,8,90.66319702602232,91.4925,21-45d
687830,Sawyer Gipson-Long,2025,unspecified,15,42.0,in_season_pre,6.849999999999999,-2.8000000000000007,,,,1,88.37768924302789,,21-45d
688107,Robert Gasser,2025,unspecified,60,207.0,prior_season,12.079999999999998,3.8999999999999986,4.349999999999999,,,2,,,>90d
689225,Beau Brieske,2023,unspecified,15,100.0,prior_season,9.9,5.6,,,,1,,,>90d
689225,Beau Brieske,2025,lower_body,15,15.0,prior_season,2.3333333333333326,5.3999999999999995,,,,1,,,<=20d
690916,Richard Fitts,2025,strain_unspec,15,44.0,in_season_pre,12.699999999999998,-11.7,-1.25,1.1333333333333329,6.633333333333333,6,,90.98181818181818,21-45d
690986,Kyle Harrison,2024,lower_body,15,20.0,in_season_pre,10.514285714285714,11.599999999999998,14.049999999999999,18.7,5.0,9,88.72883211678833,87.73055555555555,<=20d
693433,Bryan Woo,2023,forearm,15,14.0,in_season_pre,10.227272727272727,20.799999999999997,8.649999999999999,13.333333333333334,8.200000000000001,6,93.22222222222224,92.68615384615386,<=20d
693433,Bryan Woo,2024,unspecified,15,43.0,prior_season,10.405555555555555,16.599999999999998,20.699999999999996,16.73333333333333,15.266666666666666,21,,92.63829787234044,21-45d
693433,Bryan Woo,2024,lower_body,15,17.0,in_season_pre,14.649999999999997,15.7,13.45,17.0,19.666666666666664,13,92.46241610738257,93.57380952380952,<=20d
694738,Landen Roupp,2025,elbow_other,15,21.0,in_season_pre,10.569999999999999,-7.300000000000001,,,,1,86.47649122807017,88.47272727272727,21-45d
694819,Jacob Misiorowski,2025,unspecified,15,12.0,in_season_pre,14.999999999999998,8.2,11.85,9.666666666666666,9.899999999999999,6,96.21458333333334,95.91641791044776,<=20d
695243,Mason Miller,2023,forearm,15,118.0,in_season_pre,13.349999999999998,7.6,1.9499999999999997,,,2,94.57865168539324,,>90d
696136,Jordan Wicks,2024,forearm,15,40.0,in_season_pre,8.579999999999998,5.499999999999999,8.0,7.166666666666667,-5.300000000000001,5,87.92165354330709,89.2025,21-45d
696136,Jordan Wicks,2024,oblique,15,78.0,in_season_pre,8.066666666666665,5.5,-4.300000000000001,-1.7000000000000004,,3,89.2025,87.72134146341463,46-90d
700249,Cade Povich,2025,lower_body,15,49.0,in_season_pre,8.108333333333333,15.799999999999997,11.099999999999998,10.899999999999999,7.233333333333333,7,87.29285714285714,86.83111111111111,46-90d
801403,Chase Dollander,2025,forearm,15,12.0,in_season_pre,6.824999999999999,-6.100000000000001,1.3499999999999979,4.833333333333331,-1.133333333333334,12,90.77037037037036,91.35350318471338,<=20d
805673,Zebby Matthews,2025,shoulder,15,41.0,in_season_pre,9.424999999999999,24.799999999999997,12.549999999999997,13.199999999999998,7.099999999999999,11,91.77461300309598,92.17402597402597,21-45d
