pid,name,season,injury_class,il_days_cat,stint_days,base_src,baseline_fp,post1,post2_mean,post3_mean,post4_6_mean,n_post,velo_pre,velo_post,len_bucket
518876,Merrill Kelly,2024,shoulder,15,110.0,in_season_pre,16.849999999999998,-2.5,2.1499999999999986,1.2999999999999983,14.699999999999998,8,,89.0364705882353,>90d
519242,Chris Sale,2023,shoulder,15,70.0,in_season_pre,11.79090909090909,7.299999999999997,8.899999999999999,8.066666666666665,13.166666666666666,8,88.32585034013606,87.97758620689655,46-90d
527048,Martín Pérez,2024,lower_body,15,31.0,in_season_pre,7.654545454545453,16.2,7.299999999999999,2.9,18.23333333333333,14,87.6828793774319,87.32608695652173,21-45d
527048,Martín Pérez,2025,elbow_other,15,116.0,in_season_pre,10.999999999999998,19.599999999999998,22.849999999999998,20.499999999999996,2.433333333333333,6,,86.12357142857142,>90d
543037,Gerrit Cole,2024,elbow_other,60,83.0,prior_season,17.506060606060608,-9.8,2.3499999999999996,3.333333333333332,12.766666666666666,16,,91.2589552238806,46-90d
543135,Nathan Eovaldi,2023,forearm,15,37.0,in_season_pre,16.636842105263163,5.699999999999999,4.85,5.066666666666666,-0.75,5,86.83225806451613,89.26219512195122,21-45d
543135,Nathan Eovaldi,2024,lower_body,15,25.0,in_season_pre,15.057142857142853,20.7,19.4,12.899999999999999,16.999999999999996,21,89.00859375,91.0027027027027,21-45d
543135,Nathan Eovaldi,2025,elbow_other,15,26.0,in_season_pre,18.15,18.5,19.15,21.2,21.666666666666668,9,88.06234939759037,87.07111111111111,21-45d
543243,Sonny Gray,2024,lower_body,15,13.0,prior_season,14.349999999999998,21.799999999999997,22.349999999999998,21.5,11.799999999999997,27,,87.96666666666667,<=20d
543294,Kyle Hendricks,2023,shoulder,15,56.0,prior_season,8.893749999999997,8.5,10.649999999999999,16.23333333333333,12.833333333333334,23,,83.46521739130435,46-90d
543294,Kyle Hendricks,2024,back,15,19.0,in_season_pre,-3.1400000000000015,-5.600000000000001,8.049999999999999,11.066666666666665,3.2666666666666657,18,,82.84754098360656,<=20d
544150,Albert Suárez,2025,shoulder,15,155.0,prior_season,9.858333333333333,9.899999999999999,,,,1,,,>90d
547179,Michael Lorenzen,2023,lower_body,15,16.0,prior_season,10.350000000000001,16.5,9.0,11.366666666666665,15.199999999999998,24,,89.72510121457489,<=20d
547179,Michael Lorenzen,2024,strain_unspec,15,18.0,prior_season,11.463999999999999,14.799999999999997,9.299999999999997,10.799999999999997,13.6,23,,89.74798534798535,<=20d
547179,Michael Lorenzen,2025,oblique,15,33.0,in_season_pre,9.994444444444444,3.299999999999997,4.899999999999999,8.199999999999998,5.599999999999999,7,89.07182539682539,87.55609756097562,21-45d
548389,Ross Stripling,2023,back,15,37.0,in_season_pre,3.7,7.6,7.35,9.033333333333333,12.733333333333329,6,86.43728813559322,87.81438848920864,21-45d
548389,Ross Stripling,2024,elbow_other,15,61.0,in_season_pre,5.154545454545454,11.7,8.649999999999999,,,2,87.08692307692307,86.02337662337662,46-90d
571882,Derek Law,2023,elbow_other,15,44.0,in_season_pre,3.3999999999999995,-0.7000000000000002,,,,1,90.83859649122807,,21-45d
571927,Steven Matz,2024,back,15,123.0,in_season_pre,3.3833333333333324,12.399999999999999,,,,1,90.18282442748092,,>90d
573186,Marcus Stroman,2023,lower_body,15,44.0,in_season_pre,11.46086956521739,-0.10000000000000142,0.2499999999999991,,,2,89.26472727272727,87.73148148148148,21-45d
573186,Marcus Stroman,2025,lower_body,15,78.0,in_season_pre,-1.7333333333333343,5.5,6.5,9.933333333333332,1.8000000000000007,5,,86.02322580645162,46-90d
592351,Jon Gray,2024,lower_body,15,16.0,in_season_pre,13.86,5.899999999999999,-5.600000000000001,3.199999999999998,-0.6000000000000002,9,90.89186351706036,91.78571428571428,<=20d
592351,Jon Gray,2024,lower_body,15,22.0,in_season_pre,10.041176470588235,-15.4,-4.000000000000001,,,2,91.28651685393258,91.28875,21-45d
592789,Noah Syndergaard,2023,finger_blister,15,53.0,in_season_pre,3.8833333333333324,2.799999999999997,7.749999999999998,3.9333333333333313,9.299999999999997,5,87.97507598784195,88.00463576158941,46-90d
592791,Jameson Taillon,2023,lower_body,15,14.0,in_season_pre,9.733333333333333,-1.200000000000001,-0.9000000000000012,-4.700000000000001,9.233333333333333,25,,89.67142857142856,<=20d
592791,Jameson Taillon,2024,back,15,21.0,prior_season,9.279310344827586,15.5,13.6,15.133333333333333,9.799999999999999,28,,86.35555555555555,21-45d
592791,Jameson Taillon,2025,lower_body,15,46.0,in_season_pre,11.094117647058823,14.5,9.399999999999999,12.533333333333331,20.449999999999996,5,86.93153526970954,87.12934782608696,46-90d
592791,Jameson Taillon,2025,lower_body,15,13.0,in_season_pre,11.521052631578947,18.799999999999997,19.449999999999996,19.899999999999995,,3,87.12934782608696,87.69078014184397,<=20d
592836,Taijuan Walker,2024,shoulder,15,31.0,prior_season,9.864516129032259,14.899999999999999,13.349999999999998,9.566666666666665,4.233333333333332,14,,87.55714285714286,21-45d
592836,Taijuan Walker,2024,finger_blister,15,107.0,prior_season,9.864516129032259,5.399999999999999,-1.8500000000000014,-3.300000000000002,-13.0,4,,88.41052631578947,>90d
592866,Trevor Williams,2024,strain_unspec,15,108.0,in_season_pre,13.181818181818182,16.5,,,,1,83.58631284916201,83.72727272727273,>90d
593423,Frankie Montas,2024,forearm,15,15.0,in_season_pre,6.36,0.3999999999999986,1.9499999999999993,2.8999999999999986,9.766666666666664,24,,92.26442307692308,<=20d
593423,Frankie Montas,2025,lat,15,89.0,prior_season,9.04,-1.8000000000000007,2.9499999999999993,7.133333333333333,0.06666666666666525,6,,91.36995884773664,46-90d
593958,Eduardo Rodriguez,2023,finger_blister,15,36.0,in_season_pre,17.481818181818184,13.5,17.299999999999997,11.666666666666664,11.799999999999997,14,90.34982578397214,90.26202531645568,21-45d
593958,Eduardo Rodriguez,2024,shoulder,15,131.0,prior_season,13.684615384615386,7.699999999999999,8.1,9.933333333333332,0.33333333333333215,10,,88.97567567567567,>90d
593958,Eduardo Rodriguez,2025,shoulder,15,21.0,in_season_pre,5.933333333333333,14.899999999999999,11.649999999999999,15.366666666666665,1.6999999999999982,19,89.82278106508875,89.50277777777778,21-45d
594798,Jacob deGrom,2024,elbow_other,60,175.0,prior_season,17.349999999999998,8.899999999999999,10.549999999999999,,,2,,93.06890756302522,>90d
594835,Marco Gonzales,2024,forearm,15,89.0,in_season_pre,12.366666666666665,8.399999999999999,-0.45000000000000107,-0.8333333333333345,,3,,83.21499999999999,46-90d
594902,Ben Lively,2023,strain_unspec,15,15.0,in_season_pre,11.742857142857144,11.2,10.299999999999999,11.199999999999998,-26.8,4,85.84420485175202,89.29733333333334,<=20d
594902,Ben Lively,2024,illness_personal,15,20.0,prior_season,8.725,20.9,16.099999999999998,15.999999999999998,9.633333333333333,28,,85.95,<=20d
596001,Jakob Junis,2024,shoulder,15,76.0,single_pre,11.2,16.2,17.85,16.733333333333334,16.15,5,,88.35777777777777,46-90d
596295,Austin Gomber,2025,shoulder,15,80.0,prior_season,8.983333333333333,-15.6,-2.55,-0.19999999999999987,4.466666666666665,11,,82.06369426751593,46-90d
601713,Nick Pivetta,2024,elbow_other,15,29.0,in_season_pre,19.15,18.7,21.75,12.5,15.299999999999997,23,,89.71896551724137,21-45d
605154,John Brebbia,2023,lat,15,80.0,in_season_pre,3.4625,1.3999999999999995,2.3999999999999995,,,2,87.47522935779816,88.9104347826087,46-90d
605182,Mike Clevinger,2023,unspecified,15,12.0,in_season_pre,8.466666666666665,7.699999999999999,11.049999999999999,13.199999999999998,15.133333333333331,14,87.58155080213903,87.3047619047619,<=20d
605182,Mike Clevinger,2023,unspecified,15,43.0,in_season_pre,9.733333333333333,3.5,10.649999999999999,15.133333333333331,5.599999999999998,11,86.9764367816092,89.47638888888889,21-45d
605200,Zach Davies,2023,oblique,15,48.0,in_season_pre,5.399999999999999,8.7,14.35,8.533333333333333,1.1333333333333317,15,,85.73466666666667,46-90d
605200,Zach Davies,2023,back,15,38.0,in_season_pre,4.016666666666665,17.799999999999997,4.849999999999998,4.966666666666665,0.5499999999999989,5,86.58222222222223,83.17441860465117,21-45d
605288,Adrian Houser,2023,lower_body,15,39.0,prior_season,6.676190476190476,0.1999999999999993,9.499999999999998,12.199999999999998,1.8666666666666647,20,,90.03714285714285,21-45d
605288,Adrian Houser,2023,elbow_other,15,17.0,in_season_pre,8.152941176470586,15.799999999999997,14.149999999999999,14.933333333333332,,3,88.45,88.65360000000001,<=20d
605397,Joe Musgrove,2023,fracture,15,23.0,prior_season,15.109999999999998,-8.0,4.25,4.066666666666666,14.066666666666665,16,,88.72941176470589,21-45d
605397,Joe Musgrove,2024,elbow_other,15,16.0,in_season_pre,5.662499999999999,14.599999999999998,12.95,12.733333333333333,20.899999999999995,10,86.98783783783784,87.31060606060606,<=20d
605397,Joe Musgrove,2024,elbow_other,15,72.0,in_season_pre,6.479999999999999,12.299999999999997,21.699999999999996,17.399999999999995,15.633333333333331,8,86.84575163398692,87.27301587301586,46-90d
605400,Aaron Nola,2025,lower_body,15,93.0,in_season_pre,7.766666666666664,15.799999999999997,12.299999999999997,8.699999999999998,10.733333333333329,7,85.73686868686869,85.07333333333334,>90d
605483,Blake Snell,2024,strain_unspec,15,28.0,in_season_pre,-0.8333333333333345,7.199999999999999,7.799999999999999,10.366666666666665,24.899999999999995,16,,90.38275862068966,21-45d
605483,Blake Snell,2024,lower_body,15,36.0,in_season_pre,2.0166666666666657,30.099999999999998,21.949999999999996,24.899999999999995,27.133333333333336,13,90.30395480225988,90.56712328767122,21-45d
605540,Brandon Woodruff,2023,shoulder,15,117.0,in_season_pre,18.699999999999996,15.899999999999999,12.249999999999998,15.766666666666666,24.53333333333333,8,,91.92280701754386,>90d
607074,Carlos Rodón,2023,forearm,15,99.0,prior_season,16.916129032258063,8.5,2.3999999999999986,5.833333333333332,4.266666666666665,13,,91.83949044585988,>90d
607074,Carlos Rodón,2023,lower_body,15,15.0,in_season_pre,4.683333333333333,11.399999999999999,11.45,5.666666666666667,16.133333333333333,7,91.66570397111914,91.14603174603174,<=20d
607192,Tyler Glasnow,2025,shoulder,15,72.0,in_season_pre,8.079999999999998,18.799999999999997,23.949999999999996,15.699999999999998,17.099999999999998,12,91.17677725118484,93.68235294117648,46-90d
607455,Anthony Banda,2024,fracture,15,16.0,single_pre,0.2999999999999998,3.3,,,,1,,,<=20d
607536,Kyle Freeland,2023,shoulder,15,14.0,in_season_pre,7.678947368421053,9.799999999999997,9.799999999999997,7.3666666666666645,4.999999999999999,9,84.1247311827957,85.20733333333334,<=20d
607536,Kyle Freeland,2024,elbow_other,15,65.0,in_season_pre,-6.574999999999999,12.0,15.049999999999999,16.03333333333333,11.699999999999998,16,,89.5304347826087,46-90d
607536,Kyle Freeland,2025,back,15,12.0,in_season_pre,7.22142857142857,7.799999999999997,10.249999999999998,11.1,2.366666666666665,16,87.83962962962963,88.33566878980892,<=20d
607625,Seth Lugo,2023,lower_body,15,33.0,in_season_pre,9.812499999999998,7.5,14.149999999999999,15.366666666666665,14.499999999999998,17,87.4820788530466,87.35606060606061,21-45d
607625,Seth Lugo,2025,finger_blister,15,13.0,in_season_pre,14.222222222222221,10.5,13.1,15.666666666666666,19.833333333333332,16,85.37386759581881,86.59515151515151,<=20d
608331,Max Fried,2023,lower_body,15,16.0,prior_season,16.253333333333334,21.0,20.25,15.766666666666666,11.6,12,,87.22546125461254,<=20d
608331,Max Fried,2023,forearm,15,87.0,in_season_pre,14.16,1.1999999999999993,4.999999999999998,6.233333333333332,17.566666666666663,8,86.74133333333333,88.29305555555555,46-90d
608331,Max Fried,2024,forearm,15,14.0,in_season_pre,13.799999999999999,7.5,8.049999999999999,11.399999999999999,17.9,10,87.62654028436019,85.60391061452515,<=20d
608379,Michael Wacha,2023,shoulder,15,42.0,in_season_pre,13.846666666666666,15.599999999999998,10.599999999999998,11.666666666666664,2.9666666666666663,8,83.57043795620437,86.31298701298702,21-45d
608379,Michael Wacha,2024,fracture,15,20.0,in_season_pre,10.783333333333331,11.599999999999998,16.199999999999996,12.633333333333331,15.199999999999998,16,87.06478873239436,85.99189189189188,<=20d
608379,Michael Wacha,2025,unspecified,7,7.0,in_season_pre,11.739285714285712,-0.5,9.649999999999999,,,2,86.70676056338029,86.74975124378109,<=20d
608566,Germán Márquez,2025,unspecified,15,37.0,in_season_pre,5.374999999999998,-0.5,0.5,-5.766666666666667,6.699999999999998,5,90.53588850174216,90.9796875,21-45d
615698,Cal Quantrill,2023,unspecified,15,28.0,in_season_pre,6.072727272727272,-3.700000000000003,4.549999999999997,9.966666666666663,9.899999999999999,7,89.82947658402203,90.4554054054054,21-45d
615698,Cal Quantrill,2023,shoulder,15,57.0,in_season_pre,4.084615384615384,20.799999999999997,15.799999999999997,14.766666666666666,3.8499999999999996,5,90.4554054054054,89.06976744186046,46-90d
615698,Cal Quantrill,2024,unspecified,15,17.0,in_season_pre,8.053846153846152,4.399999999999999,-2.8000000000000007,,,2,88.84242424242424,89.02426035502958,<=20d
621107,Zach Eflin,2023,back,15,12.0,in_season_pre,13.649999999999999,8.5,19.299999999999997,15.466666666666663,15.666666666666663,28,,86.81914893617021,<=20d
621107,Zach Eflin,2024,back,15,16.0,in_season_pre,11.469999999999999,10.7,11.2,12.5,14.133333333333331,17,86.46609195402299,88.77454545454546,<=20d
621107,Zach Eflin,2024,shoulder,15,12.0,in_season_pre,12.591304347826085,7.699999999999999,12.35,12.833333333333334,1.3999999999999986,4,87.27493261455525,85.37613636363636,<=20d
621107,Zach Eflin,2025,lat,15,32.0,in_season_pre,13.133333333333331,-5.400000000000002,-1.450000000000001,7.0666666666666655,7.433333333333333,10,,86.42891566265061,21-45d
621107,Zach Eflin,2025,back,15,23.0,in_season_pre,6.133333333333332,0.29999999999999716,,,,1,86.53,87.45714285714286,21-45d
621111,Walker Buehler,2024,lower_body,15,56.0,in_season_pre,5.762499999999999,-1.8000000000000007,3.299999999999999,6.033333333333332,8.966666666666665,7,91.30116279069767,89.93333333333334,46-90d
621111,Walker Buehler,2025,shoulder,15,18.0,in_season_pre,10.85,9.5,6.1,0.26666666666666633,-1.5666666666666675,17,88.6317808219178,87.94423076923077,<=20d
621112,Paul Blackburn,2023,finger_blister,15,60.0,prior_season,9.78095238095238,0.5,10.149999999999999,11.666666666666666,6.866666666666666,19,,86.36283524904215,46-90d
621112,Paul Blackburn,2024,unspecified,15,74.0,in_season_pre,11.474999999999998,14.799999999999997,15.799999999999997,9.266666666666664,2.7499999999999982,5,87.08328840970351,86.96944444444445,46-90d
621112,Paul Blackburn,2025,lower_body,15,67.0,prior_season,9.257142857142854,2.0999999999999996,3.249999999999999,-0.06666666666666732,,3,,86.21234042553192,46-90d
621121,Lance McCullers Jr.,2025,unspecified,15,12.0,in_season_pre,8.257142857142856,13.799999999999997,4.849999999999998,0.8333333333333316,5.049999999999999,5,85.5687074829932,85.23828571428572,<=20d
621121,Lance McCullers Jr.,2025,finger_blister,10,31.0,in_season_pre,4.118181818181817,8.899999999999999,,,,1,86.99061224489796,85.99310344827586,21-45d
621121,Lance McCullers Jr.,2025,unspecified,15,15.0,in_season_pre,3.8749999999999987,8.899999999999999,,,,1,86.3,,<=20d
622072,Alex Wood,2023,lower_body,15,23.0,in_season_pre,7.999999999999999,10.399999999999999,7.849999999999998,9.799999999999999,0.9333333333333323,9,,86.7757281553398,21-45d
622072,Alex Wood,2023,back,15,36.0,in_season_pre,7.999999999999999,-7.0,-1.9500000000000002,-2.566666666666667,-6.300000000000001,4,87.66363636363637,87.40683229813665,21-45d
622608,Antonio Senzatela,2025,finger_blister,15,15.0,in_season_pre,0.7952380952380939,-4.800000000000001,,,,1,90.92258064516128,90.28299319727893,<=20d
622663,Luis Severino,2023,lat,15,52.0,prior_season,14.242105263157892,21.0,6.1,5.8999999999999995,7.233333333333332,17,,92.73503184713375,46-90d
622663,Luis Severino,2025,oblique,15,23.0,in_season_pre,8.787499999999998,16.5,13.0,8.833333333333334,15.7,5,92.28159722222222,89.65409836065574,21-45d
624133,Ranger Suarez,2023,elbow_other,15,44.0,prior_season,10.572413793103447,-5.4,0.04999999999999982,5.033333333333333,19.66666666666666,21,,87.62826086956522,21-45d
624133,Ranger Suarez,2023,lower_body,15,13.0,in_season_pre,10.952941176470588,7.199999999999999,13.549999999999999,13.966666666666663,4.199999999999999,5,86.5981343283582,87.3945652173913,<=20d
624133,Ranger Suarez,2024,back,15,28.0,in_season_pre,15.09,5.199999999999999,10.35,6.099999999999999,1.5333333333333332,6,84.60681818181818,84.90138888888889,21-45d
624133,Ranger Suarez,2025,back,15,37.0,prior_season,12.6,-4.899999999999999,9.6,11.766666666666666,17.2,26,,85.86280487804878,21-45d
625643,Reynaldo López,2024,unspecified,15,14.0,in_season_pre,14.389473684210522,18.5,18.65,18.7,16.299999999999997,6,89.1895104895105,90.01333333333334,<=20d
628317,Kenta Maeda,2023,strain_unspec,15,55.0,in_season_pre,2.1999999999999993,9.5,17.799999999999997,12.499999999999998,18.433333333333334,15,84.15573770491804,84.1987951807229,46-90d
628317,Kenta Maeda,2024,illness_personal,15,13.0,in_season_pre,4.885714285714285,1.3999999999999986,0.6999999999999993,4.199999999999999,6.499999999999999,9,85.03318584070796,84.9218045112782,<=20d
628711,Julio Urías,2023,lower_body,15,42.0,in_season_pre,11.66,19.799999999999997,21.799999999999997,12.033333333333331,15.033333333333331,10,88.37164179104478,87.8378787878788,21-45d
640455,Sean Manaea,2025,oblique,15,108.0,prior_season,13.671874999999998,13.2,14.35,14.733333333333334,4.133333333333333,12,,87.7925925925926,>90d
641154,Pablo López,2025,lower_body,15,14.0,in_season_pre,15.333333333333334,18.9,20.7,17.066666666666666,12.333333333333334,10,,89.30111731843576,<=20d
641154,Pablo López,2025,shoulder,15,92.0,in_season_pre,14.109090909090908,14.5,10.35,,,2,90.05718015665796,88.64891304347826,>90d
641482,Nestor Cortes,2025,elbow_other,15,119.0,in_season_pre,2.1999999999999993,6.399999999999999,9.399999999999999,7.833333333333332,2.7999999999999985,6,,87.1236842105263,>90d
641540,Dane Dunning,2024,shoulder,15,14.0,in_season_pre,12.314285714285713,15.5,12.5,6.366666666666667,7.699999999999999,7,85.97694610778443,87.78513513513514,<=20d
641540,Dane Dunning,2024,shoulder,15,20.0,in_season_pre,10.141666666666666,5.5,5.35,5.266666666666667,,3,86.03515625,86.89599999999999,<=20d
641778,Eric Lauer,2023,shoulder,15,23.0,in_season_pre,6.149999999999999,-13.8,,,,1,87.63398058252427,,21-45d
641793,Zack Littell,2024,shoulder,15,15.0,in_season_pre,10.704166666666666,-3.8000000000000007,6.35,11.833333333333334,19.25,5,87.41434599156119,88.82179487179488,<=20d
641816,Tyler Mahle,2024,elbow_other,60,131.0,prior_season,13.539999999999997,11.399999999999999,4.149999999999999,,,2,,88.74404761904762,>90d
641816,Tyler Mahle,2025,shoulder,15,96.0,in_season_pre,13.078571428571427,12.5,,,,1,88.39402985074626,88.87058823529412,>90d
641927,Bailey Ober,2025,lower_body,15,31.0,in_season_pre,7.976470588235292,16.799999999999997,14.199999999999998,15.366666666666665,7.199999999999999,9,85.51614583333333,86.38131868131867,21-45d
642232,Ryan Yarbrough,2023,fracture,15,62.0,in_season_pre,7.0,9.7,11.249999999999998,13.866666666666665,-3.3000000000000007,5,80.03062200956938,80.41538461538461,46-90d
647336,Michael Soroka,2025,strain_unspec,15,33.0,prior_season,4.344444444444444,8.2,10.95,10.233333333333333,11.633333333333331,15,,87.16666666666667,21-45d
650633,Michael King,2025,shoulder,15,76.0,in_season_pre,15.669999999999998,10.5,-1.8000000000000007,2.633333333333333,7.799999999999999,4,89.03176895306859,88.89649122807018,46-90d
650633,Michael King,2025,lower_body,15,26.0,in_season_pre,14.027272727272726,-14.100000000000001,-1.3000000000000007,1.7333333333333325,,3,88.89649122807018,89.14920634920634,21-45d
650644,Aaron Civale,2023,oblique,15,53.0,in_season_pre,14.399999999999999,11.7,8.9,11.266666666666666,17.566666666666663,20,,85.90119047619048,46-90d
650644,Aaron Civale,2025,lower_body,15,52.0,prior_season,9.94516129032258,14.5,12.549999999999999,11.166666666666666,6.599999999999999,16,,88.55616438356165,46-90d
656288,Griffin Canning,2023,lower_body,15,12.0,in_season_pre,11.087499999999999,24.099999999999994,21.449999999999996,15.833333333333329,12.033333333333331,6,90.78833333333334,90.62163934426228,<=20d
656412,Alex Faedo,2023,finger_blister,15,34.0,in_season_pre,11.159999999999998,16.799999999999997,12.599999999999998,14.899999999999999,7.333333333333331,6,89.08744769874478,88.22638888888889,21-45d
656412,Alex Faedo,2024,unspecified,15,22.0,prior_season,9.549999999999999,7.6,4.449999999999999,4.8,1.3666666666666663,6,,89.90754716981131,21-45d
656457,Tyler Gilbert,2025,lower_body,15,27.0,in_season_pre,4.3999999999999995,4.3,4.3999999999999995,,,2,86.565625,85.85393258426966,21-45d
656557,Tanner Houck,2023,fracture,15,65.0,in_season_pre,9.561538461538461,8.2,5.35,4.433333333333333,4.966666666666665,7,89.106875,89.17246376811593,46-90d
656629,Michael Kopech,2023,shoulder,15,12.0,in_season_pre,11.112499999999997,15.7,9.6,7.566666666666666,-1.3000000000000018,10,91.35206896551723,90.97071428571428,<=20d
656731,Tylor Megill,2024,shoulder,15,49.0,prior_season,7.395999999999999,28.099999999999994,15.299999999999997,13.33333333333333,4.333333333333332,13,,90.91162790697672,46-90d
656756,Jordan Montgomery,2024,back,15,21.0,in_season_pre,4.438461538461537,-9.8,-0.9500000000000011,0.2666666666666657,6.299999999999998,7,86.74329268292682,86.12985074626866,21-45d
656849,David Peterson,2024,shoulder,60,94.0,prior_season,8.233333333333333,11.0,5.25,8.433333333333332,9.83333333333333,20,,88.96347305389222,>90d
656876,Drew Rasmussen,2024,elbow_other,60,168.0,prior_season,15.049999999999997,-6.7,0.9499999999999997,2.8333333333333335,7.6,4,,94.37557251908396,>90d
657006,Justin Steele,2024,lower_body,15,37.0,prior_season,14.0,-3.8000000000000007,3.4499999999999993,4.933333333333333,18.566666666666663,22,,89.12605633802816,21-45d
