pitcher,year,split_day,ros_park_factor_weighted,n_ros_games
681857,2025,44,0.9912295081967213,122
682243,2025,44,0.952258064516129,124
682847,2025,44,0.9818699186991869,123
682990,2025,44,0.9825409836065574,122
683004,2025,44,0.9997540983606558,122
684007,2025,44,0.9895901639344262,122
686563,2025,44,0.9954098360655738,122
686613,2025,44,0.9995161290322581,124
686752,2025,44,0.9825203252032519,123
686799,2025,44,0.9975806451612903,124
687064,2025,44,0.9891935483870967,124
687134,2025,44,1.0565853658536586,123
687473,2025,44,0.9995161290322581,124
687922,2025,44,1.0026016260162602,123
688138,2025,44,0.952258064516129,124
689017,2025,44,1.0022950819672132,122
690916,2025,44,1.0288429752066117,121
690928,2025,44,1.0288429752066117,121
693433,2025,44,0.952258064516129,124
693821,2025,44,0.9999186991869918,123
694297,2025,44,1.0077049180327868,122
694477,2025,44,0.9825409836065574,122
694738,2025,44,0.9873770491803279,122
694973,2025,44,1.0044262295081967,122
695418,2025,44,1.0000819672131147,122
695549,2025,44,0.9912295081967213,122
700249,2025,44,0.9891935483870967,124
700363,2025,44,0.9999186991869918,123
701542,2025,44,1.0050406504065041,123
701581,2025,44,1.0087704918032787,122
801403,2025,44,1.0565853658536586,123
808967,2025,44,1.0022950819672132,122
434378,2025,51,0.987844827586207,116
450203,2025,51,0.9890677966101694,118
471911,2025,51,1.0078632478632479,117
500779,2025,51,0.9832758620689656,116
518876,2025,51,1.0086206896551724,116
519242,2025,51,0.9986206896551725,116
527048,2025,51,0.9944827586206897,116
542881,2025,51,0.9984745762711864,118
543135,2025,51,0.9993913043478262,115
543243,2025,51,0.995948275862069,116
543294,2025,51,0.9984745762711864,118
547179,2025,51,1.0147826086956522,115
554430,2025,51,1.0076068376068377,117
570632,2025,51,0.9984745762711864,118
571510,2025,51,0.990603448275862,116
571578,2025,51,0.9993913043478262,115
571760,2025,51,1.0051724137931033,116
571945,2025,51,0.995948275862069,116
573186,2025,51,1.0078632478632479,117
579328,2025,51,0.9984745762711864,118
592332,2025,51,1.0035042735042734,117
592662,2025,51,0.987844827586207,116
592791,2025,51,0.990603448275862,116
592836,2025,51,1.0076068376068377,117
592866,2025,51,1.0001739130434781,115
593958,2025,51,1.0086206896551724,116
594798,2025,51,0.9993913043478262,115
601713,2025,51,0.980593220338983,118
605135,2025,51,1.0035042735042734,117
605280,2025,51,0.9892241379310345,116
605400,2025,51,1.0076068376068377,117
605483,2025,51,1.0023275862068965,116
605488,2025,51,0.983448275862069,116
606996,2025,51,0.980593220338983,118
607067,2025,51,0.990603448275862,116
607074,2025,51,1.0078632478632479,117
607192,2025,51,1.0023275862068965,116
607200,2025,51,0.995948275862069,116
607259,2025,51,1.0227826086956522,115
607536,2025,51,1.0580341880341881,117
607625,2025,51,1.0147826086956522,115
608331,2025,51,1.0078632478632479,117
608337,2025,51,1.029304347826087,115
608372,2025,51,0.9890677966101694,118
608379,2025,51,1.0147826086956522,115
608566,2025,51,1.0580341880341881,117
608718,2025,51,1.0227826086956522,115
615698,2025,51,1.0072881355932204,118
621107,2025,51,0.9890677966101694,118
621111,2025,51,1.029304347826087,115
621121,2025,51,0.9992307692307693,117
621244,2025,51,1.0035042735042734,117
622491,2025,51,0.9535593220338983,118
622608,2025,51,1.0580341880341881,117
622663,2025,51,0.983448275862069,116
623211,2025,51,0.9892241379310345,116
624133,2025,51,1.0076068376068377,117
641154,2025,51,1.0098275862068966,116
641302,2025,51,0.9944827586206897,116
641482,2025,51,0.980593220338983,118
641793,2025,51,0.9817948717948718,117
641816,2025,51,0.9993913043478262,115
641927,2025,51,1.0098275862068966,116
642232,2025,51,1.0078632478632479,117
642547,2025,51,0.9832758620689656,116
645261,2025,51,1.0072881355932204,118
647336,2025,51,1.0001739130434781,115
650633,2025,51,0.980593220338983,118
650911,2025,51,1.0076068376068377,117
656288,2025,51,0.9892241379310345,116
656302,2025,51,0.980593220338983,118
656427,2025,51,0.9914655172413793,116
656457,2025,51,0.9944827586206897,116
656550,2025,51,0.9986206896551725,116
656605,2025,51,1.0051724137931033,116
656731,2025,51,0.9892241379310345,116
656849,2025,51,0.9892241379310345,116
656876,2025,51,0.9817948717948718,117
657277,2025,51,0.987844827586207,116
657376,2025,51,1.0078632478632479,117
657746,2025,51,1.0098275862068966,116
663436,2025,51,0.9944827586206897,116
663460,2025,51,1.0147826086956522,115
663554,2025,51,0.9914655172413793,116
663559,2025,51,1.0051724137931033,116
663568,2025,51,0.980593220338983,118
663623,2025,51,1.0001739130434781,115
663855,2025,51,0.987844827586207,116
663903,2025,51,1.0227826086956522,115
663978,2025,51,1.0098275862068966,116
664062,2025,51,1.0023275862068965,116
664285,2025,51,0.9992307692307693,117
665152,2025,51,0.9890677966101694,118
665795,2025,51,1.0072881355932204,118
666142,2025,51,1.0147826086956522,115
666157,2025,51,1.0227826086956522,115
666200,2025,51,1.0076068376068377,117
667755,2025,51,0.9984745762711864,118
668678,2025,51,1.0086206896551724,116
668881,2025,51,1.0227826086956522,115
668909,2025,51,0.981111111111111,117
668964,2025,51,0.9832758620689656,116
669022,2025,51,1.0001739130434781,115
669060,2025,51,0.9944827586206897,116
669160,2025,51,1.0023275862068965,116
669203,2025,51,1.0086206896551724,116
669302,2025,51,0.9535593220338983,118
669358,2025,51,0.9817948717948718,117
669372,2025,51,0.983448275862069,116
669373,2025,51,0.9914655172413793,116
669387,2025,51,1.0051724137931033,116
669461,2025,51,0.995948275862069,116
669467,2025,51,0.995948275862069,116
670102,2025,51,1.0035042735042734,117
671096,2025,51,1.0227826086956522,115
671106,2025,51,0.981111111111111,117
671737,2025,51,0.9817948717948718,117
672456,2025,51,0.9914655172413793,116
673540,2025,51,0.9892241379310345,116
674370,2025,51,0.983448275862069,116
676106,2025,51,0.9535593220338983,118
676263,2025,51,1.0023275862068965,116
676440,2025,51,0.981111111111111,117
676664,2025,51,0.983448275862069,116
676962,2025,51,0.990603448275862,116
676974,2025,51,1.0072881355932204,118
676979,2025,51,1.029304347826087,115
677958,2025,51,0.9993913043478262,115
678368,2025,51,1.0072881355932204,118
678394,2025,51,1.029304347826087,115
680573,2025,51,1.0098275862068966,116
680684,2025,51,0.983448275862069,116
680730,2025,51,1.0001739130434781,115
680732,2025,51,0.9944827586206897,116
680885,2025,51,0.9986206896551725,116
681190,2025,51,0.980593220338983,118
681293,2025,51,0.9992307692307693,117
681343,2025,51,0.9944827586206897,116
681857,2025,51,0.9914655172413793,116
682243,2025,51,0.9535593220338983,118
682847,2025,51,0.981111111111111,117
682990,2025,51,0.9832758620689656,116
683004,2025,51,0.9993913043478262,115
684007,2025,51,0.990603448275862,116
685126,2025,51,0.9944827586206897,116
686563,2025,51,0.9944827586206897,116
686613,2025,51,0.9992307692307693,117
686752,2025,51,0.9817948717948718,117
686799,2025,51,0.9984745762711864,118
687064,2025,51,0.9890677966101694,118
687134,2025,51,1.0580341880341881,117
687473,2025,51,0.9992307692307693,117
687922,2025,51,1.0035042735042734,117
688138,2025,51,0.9535593220338983,118
689017,2025,51,1.0023275862068965,116
690916,2025,51,1.029304347826087,115
690928,2025,51,1.029304347826087,115
693433,2025,51,0.9535593220338983,118
693821,2025,51,0.9986206896551725,116
694297,2025,51,1.0086206896551724,116
694477,2025,51,0.9832758620689656,116
694738,2025,51,0.987844827586207,116
694973,2025,51,1.0051724137931033,116
695418,2025,51,1.0001739130434781,115
695549,2025,51,0.9914655172413793,116
700249,2025,51,0.9890677966101694,118
700363,2025,51,0.9986206896551725,116
701542,2025,51,1.0078632478632479,117
701581,2025,51,1.0098275862068966,116
701656,2025,51,0.9832758620689656,116
702070,2025,51,1.0147826086956522,115
801403,2025,51,1.0580341880341881,117
808967,2025,51,1.0023275862068965,116
434378,2025,58,0.988090909090909,110
450203,2025,58,0.9873873873873873,111
471911,2025,58,1.0061261261261263,111
477132,2025,58,1.003,110
500779,2025,58,0.9830275229357799,109
518876,2025,58,1.009,110
519242,2025,58,0.9977477477477478,111
527048,2025,58,0.9949090909090909,110
542881,2025,58,0.9994594594594595,111
543135,2025,58,0.9994495412844037,109
543243,2025,58,0.9953636363636363,110
543294,2025,58,0.9994594594594595,111
547179,2025,58,1.0156880733944955,109
554430,2025,58,1.004181818181818,110
570632,2025,58,0.9994594594594595,111
571510,2025,58,0.9891818181818182,110
571578,2025,58,0.9994495412844037,109
571760,2025,58,1.004862385321101,109
571945,2025,58,0.9953636363636363,110
573186,2025,58,1.0061261261261263,111
579328,2025,58,0.9994594594594595,111
592332,2025,58,1.0044144144144143,111
592662,2025,58,0.988090909090909,110
592791,2025,58,0.9891818181818182,110
592836,2025,58,1.004181818181818,110
592866,2025,58,0.9999090909090909,110
593958,2025,58,1.009,110
594798,2025,58,0.9994495412844037,109
601713,2025,58,0.9799107142857143,112
605135,2025,58,1.0044144144144143,111
605280,2025,58,0.9872727272727272,110
605400,2025,58,1.004181818181818,110
605483,2025,58,1.003,110
605488,2025,58,0.9843119266055045,109
606996,2025,58,0.9799107142857143,112
607067,2025,58,0.9891818181818182,110
607074,2025,58,1.0061261261261263,111
607192,2025,58,1.003,110
607200,2025,58,0.9953636363636363,110
607259,2025,58,1.0223853211009175,109
607536,2025,58,1.055090909090909,110
607625,2025,58,1.0156880733944955,109
608331,2025,58,1.0061261261261263,111
608337,2025,58,1.0266666666666668,108
608372,2025,58,0.9873873873873873,111
608379,2025,58,1.0156880733944955,109
608566,2025,58,1.055090909090909,110
608718,2025,58,1.0223853211009175,109
615698,2025,58,1.0073214285714287,112
621107,2025,58,0.9873873873873873,111
621111,2025,58,1.0266666666666668,108
621121,2025,58,1.000181818181818,110
621244,2025,58,1.0044144144144143,111
622491,2025,58,0.9512612612612613,111
622608,2025,58,1.055090909090909,110
622663,2025,58,0.9843119266055045,109
623211,2025,58,0.9872727272727272,110
624133,2025,58,1.004181818181818,110
641154,2025,58,1.0098198198198198,111
641302,2025,58,0.9949090909090909,110
641482,2025,58,0.9799107142857143,112
641778,2025,58,1.0044144144144143,111
641793,2025,58,0.9825225225225226,111
641816,2025,58,0.9994495412844037,109
641927,2025,58,1.0098198198198198,111
642232,2025,58,1.0061261261261263,111
