pitcher,year,split_day,fps_pct_to_sd,putaway_pct_to_sd,fp_n_to,twok_n_to
544931,2018,120,0.6175637393767706,0.5181347150259067,353.0,193.0
552640,2021,60,0.6842105263157895,0.5,95.0,42.0
570240,2019,30,0.5342465753424658,0.3783783783783784,73.0,37.0
570240,2019,60,0.6025641025641025,0.46835443037974683,156.0,79.0
570240,2019,90,0.5763358778625954,0.45652173913043476,262.0,138.0
570240,2019,120,0.5906593406593407,0.4690721649484536,364.0,194.0
570632,2019,30,0.6082474226804123,0.3617021276595745,97.0,47.0
570632,2019,60,0.5462555066079295,0.3333333333333333,227.0,102.0
571578,2023,30,0.6164383561643836,0.3088235294117647,146.0,68.0
571578,2023,60,0.6485507246376812,0.31746031746031744,276.0,126.0
571578,2023,90,0.6751152073732719,0.34554973821989526,434.0,191.0
571578,2023,120,0.6641929499072357,0.35864978902953587,539.0,237.0
571578,2025,30,0.6666666666666666,0.3125,63.0,32.0
571578,2025,60,0.6268656716417911,0.36538461538461536,201.0,104.0
571578,2025,90,0.6448598130841121,0.38064516129032255,321.0,155.0
571578,2025,120,0.632420091324201,0.39545454545454545,438.0,220.0
571760,2019,90,0.6477272727272727,0.4918032786885246,88.0,61.0
571760,2019,120,0.6363636363636364,0.4186046511627907,198.0,129.0
571882,2019,90,0.62,0.43103448275862066,100.0,58.0
571927,2021,30,0.5221238938053098,0.46551724137931033,113.0,58.0
571927,2021,60,0.5590551181102362,0.463768115942029,254.0,138.0
571927,2021,90,0.5904761904761905,0.4482758620689655,315.0,174.0
571927,2021,120,0.5888324873096447,0.4252336448598131,394.0,214.0
571945,2019,30,0.6344086021505376,0.22,93.0,50.0
571945,2019,60,0.670995670995671,0.30833333333333335,231.0,120.0
571945,2019,90,0.6752873563218391,0.32967032967032966,348.0,182.0
571945,2019,120,0.6674107142857143,0.3333333333333333,448.0,231.0
572362,2018,60,0.6214285714285714,0.4393939393939394,140.0,66.0
572362,2018,90,0.6507936507936508,0.4444444444444444,189.0,90.0
572362,2018,120,0.6447368421052632,0.4672897196261682,228.0,107.0
572971,2019,120,0.58125,0.3142857142857143,160.0,70.0
584171,2018,30,0.6352941176470588,0.3,85.0,40.0
584171,2018,60,0.664,0.3508771929824561,125.0,57.0
584171,2018,90,0.6842105263157895,0.32051282051282054,171.0,78.0
584171,2018,120,0.6796536796536796,0.3177570093457944,231.0,107.0
592662,2021,30,0.6739130434782609,0.3508771929824561,92.0,57.0
592662,2021,60,0.6401869158878505,0.4411764705882353,214.0,136.0
592662,2021,90,0.6432584269662921,0.5044642857142857,356.0,224.0
592662,2021,120,0.6304801670146137,0.5033557046979866,479.0,298.0
592761,2019,30,0.5402298850574713,0.5471698113207547,87.0,53.0
592761,2019,60,0.5956284153005464,0.525,183.0,120.0
592761,2019,90,0.6245210727969349,0.4764705882352941,261.0,170.0
592761,2019,120,0.6072507552870091,0.4784688995215311,331.0,209.0
592866,2019,30,0.7070707070707071,0.37777777777777777,99.0,45.0
592866,2019,60,0.6905829596412556,0.3684210526315789,223.0,114.0
592866,2019,90,0.6905829596412556,0.3684210526315789,223.0,114.0
592866,2019,120,0.6696696696696697,0.38125,333.0,160.0
596133,2019,30,0.625,0.46153846153846156,88.0,52.0
596133,2019,60,0.6113744075829384,0.44,211.0,125.0
596133,2019,90,0.6062992125984252,0.46258503401360546,254.0,147.0
596133,2019,120,0.6062992125984252,0.46258503401360546,254.0,147.0
598271,2018,120,0.6201550387596899,0.40310077519379844,258.0,129.0
601713,2021,30,0.5428571428571428,0.4166666666666667,105.0,60.0
601713,2021,60,0.6,0.43703703703703706,225.0,135.0
601713,2021,90,0.6,0.46261682242990654,365.0,214.0
601713,2021,120,0.6320346320346321,0.45454545454545453,462.0,264.0
605154,2022,90,0.7,0.4605263157894737,150.0,76.0
605154,2022,120,0.7061855670103093,0.3894736842105263,194.0,95.0
605347,2019,30,0.5876288659793815,0.45098039215686275,97.0,51.0
605347,2019,60,0.5596330275229358,0.42201834862385323,218.0,109.0
605347,2019,90,0.6014234875444839,0.43661971830985913,281.0,142.0
605347,2019,120,0.5899705014749262,0.4367816091954023,339.0,174.0
605397,2023,30,,,39.0,19.0
605397,2023,60,0.6086956521739131,0.4246575342465753,138.0,73.0
605397,2023,90,0.627906976744186,0.3873239436619718,258.0,142.0
606996,2025,30,0.5888888888888889,0.3902439024390244,90.0,41.0
606996,2025,60,0.5888888888888889,0.3902439024390244,90.0,41.0
607074,2024,30,0.5294117647058824,0.4166666666666667,136.0,72.0
607074,2024,60,0.5852713178294574,0.4014084507042254,258.0,142.0
607074,2024,90,0.592,0.39069767441860465,375.0,215.0
607074,2024,120,0.5864197530864198,0.4250871080139373,486.0,287.0
607200,2022,30,0.6238532110091743,0.36666666666666664,109.0,60.0
607200,2022,60,0.658008658008658,0.3524590163934426,231.0,122.0
607200,2022,90,0.6443148688046647,0.34946236559139787,343.0,186.0
607200,2022,120,0.6414634146341464,0.3333333333333333,410.0,210.0
607215,2018,30,0.6195652173913043,0.4418604651162791,92.0,43.0
607215,2018,60,0.5944700460829493,0.3939393939393939,217.0,99.0
607215,2018,90,0.5944700460829493,0.3939393939393939,217.0,99.0
607215,2018,120,0.5944700460829493,0.3939393939393939,217.0,99.0
607536,2022,30,0.6357142857142857,0.43333333333333335,140.0,60.0
607536,2022,60,0.6259259259259259,0.4090909090909091,270.0,110.0
607536,2022,90,0.6234413965087282,0.38181818181818183,401.0,165.0
607536,2022,120,0.5927342256214149,0.4009009009009009,523.0,222.0
608344,2024,30,0.6551724137931034,0.3333333333333333,116.0,54.0
608344,2024,60,0.6634146341463415,0.375,205.0,96.0
608344,2024,90,0.6727272727272727,0.3624161073825503,330.0,149.0
608344,2024,120,0.6709183673469388,0.3465909090909091,392.0,176.0
615698,2022,30,0.5565217391304348,0.29310344827586204,115.0,58.0
615698,2022,60,0.6376146788990825,0.3,218.0,110.0
615698,2022,90,0.6327077747989276,0.30726256983240224,373.0,179.0
615698,2022,120,0.6323232323232323,0.3048780487804878,495.0,246.0
621141,2019,120,,,36.0,18.0
622072,2023,30,,,47.0,22.0
622072,2023,60,0.5689655172413793,0.48148148148148145,116.0,54.0
622072,2023,90,0.6102564102564103,0.43434343434343436,195.0,99.0
622072,2023,120,0.6088560885608856,0.375,271.0,136.0
622491,2018,30,0.6030534351145038,0.3037974683544304,131.0,79.0
622491,2018,60,0.5823293172690763,0.3691275167785235,249.0,149.0
622491,2018,90,0.5822454308093995,0.37777777777777777,383.0,225.0
622491,2018,120,0.5982905982905983,0.3726937269372694,468.0,271.0
622491,2026,30,0.7657657657657657,0.36065573770491804,111.0,61.0
622491,2026,59,0.6883720930232559,0.3770491803278688,215.0,122.0
622608,2019,60,0.5301204819277109,0.3333333333333333,166.0,75.0
622608,2019,90,0.5314465408805031,0.2962962962962963,318.0,135.0
622608,2019,120,0.5347721822541966,0.2988505747126437,417.0,174.0
623167,2021,30,0.5877192982456141,0.3684210526315789,114.0,57.0
623167,2021,60,0.6237623762376238,0.30303030303030304,202.0,99.0
623167,2021,90,0.647239263803681,0.3270440251572327,326.0,159.0
623167,2021,120,0.6494382022471911,0.323943661971831,445.0,213.0
625643,2018,30,0.6377952755905512,0.36764705882352944,127.0,68.0
625643,2018,60,0.6388888888888888,0.35,252.0,120.0
625643,2018,90,0.625,0.3401015228426396,400.0,197.0
625643,2018,120,0.6045197740112994,0.3282442748091603,531.0,262.0
625643,2026,59,0.5757575757575758,0.42857142857142855,132.0,63.0
630023,2023,90,0.5522388059701493,0.26436781609195403,201.0,87.0
630023,2023,120,0.5815602836879432,0.29310344827586204,282.0,116.0
641154,2022,30,0.656934306569343,0.3977272727272727,137.0,88.0
641154,2022,60,0.642023346303502,0.43790849673202614,257.0,153.0
641154,2022,90,0.626984126984127,0.4386792452830189,378.0,212.0
641154,2022,120,0.6078838174273858,0.4311594202898551,482.0,276.0
641585,2023,60,0.5641025641025641,0.4642857142857143,117.0,56.0
641585,2023,90,0.5223214285714286,0.4329896907216495,224.0,97.0
641585,2023,120,0.5689655172413793,0.36942675159235666,348.0,157.0
641816,2018,30,0.6434782608695652,0.4696969696969697,115.0,66.0
641816,2018,60,0.5984251968503937,0.4148148148148148,254.0,135.0
641816,2018,90,0.6081081081081081,0.391304347826087,370.0,207.0
641816,2018,120,0.6192468619246861,0.3837638376383764,478.0,271.0
641816,2026,30,0.5350877192982456,0.4126984126984127,114.0,63.0
641816,2026,59,0.5391304347826087,0.453781512605042,230.0,119.0
641927,2026,30,0.582089552238806,0.4090909090909091,134.0,66.0
641927,2026,59,0.6180257510729614,0.38461538461538464,233.0,104.0
642547,2018,60,,,40.0,26.0
642547,2018,90,0.5595238095238095,0.625,84.0,56.0
642547,2018,120,0.5895953757225434,0.5181818181818182,173.0,110.0
642547,2026,30,0.6474820143884892,0.4444444444444444,139.0,81.0
642547,2026,59,0.6094420600858369,0.421875,233.0,128.0
643338,2019,90,0.6111111111111112,0.44776119402985076,108.0,67.0
643338,2019,120,0.6385542168674698,0.46153846153846156,166.0,104.0
650530,2022,120,,,33.0,18.0
650644,2022,30,0.6262626262626263,0.44,99.0,50.0
650644,2022,60,0.6413793103448275,0.4,145.0,75.0
650644,2022,90,0.6333333333333333,0.4017857142857143,210.0,112.0
650644,2022,120,0.6348547717842323,0.4094488188976378,241.0,127.0
656557,2021,30,,,45.0,21.0
656557,2021,60,,,45.0,21.0
656557,2021,90,,,45.0,21.0
656557,2021,120,0.6292134831460674,0.5555555555555556,89.0,54.0
656629,2022,30,0.5913978494623656,0.42592592592592593,93.0,54.0
656629,2022,60,0.5714285714285714,0.42574257425742573,182.0,101.0
656629,2022,90,0.5761589403973509,0.4276729559748428,302.0,159.0
656629,2022,120,0.5541561712846348,0.3932038834951456,397.0,206.0
656731,2024,60,,,39.0,21.0
656731,2024,90,0.5298013245033113,0.5058823529411764,151.0,85.0
656731,2024,120,0.5397727272727273,0.49,176.0,100.0
656756,2024,30,0.72,,50.0,22.0
656756,2024,60,0.6627218934911243,0.3380281690140845,169.0,71.0
656756,2024,90,0.6258992805755396,0.3826086956521739,278.0,115.0
656756,2024,120,0.6107594936708861,0.3533834586466165,316.0,133.0
657649,2024,90,0.6225165562913907,0.4342105263157895,151.0,76.0
657649,2024,120,0.6325301204819277,0.43023255813953487,166.0,86.0
663474,2024,30,0.5490196078431373,0.34615384615384615,102.0,52.0
663474,2024,60,0.5848214285714286,0.4166666666666667,224.0,108.0
663474,2024,90,0.5443425076452599,0.44936708860759494,327.0,158.0
663562,2023,30,0.5818181818181818,0.3235294117647059,55.0,34.0
663562,2023,60,0.5818181818181818,0.3235294117647059,55.0,34.0
663562,2023,90,0.4948453608247423,0.3,97.0,50.0
663562,2023,120,0.4948453608247423,0.3,97.0,50.0
663567,2023,120,0.6256410256410256,0.43478260869565216,195.0,92.0
663978,2026,30,0.6936936936936937,0.4032258064516129,111.0,62.0
663978,2026,59,0.6686390532544378,0.32967032967032966,169.0,91.0
664062,2021,90,0.6101694915254238,0.47368421052631576,59.0,38.0
664062,2021,120,0.5379746835443038,0.4883720930232558,158.0,86.0
664192,2023,30,,,47.0,27.0
664192,2023,60,0.6559139784946236,0.40476190476190477,93.0,42.0
664192,2023,90,0.6559139784946236,0.40476190476190477,93.0,42.0
664192,2023,120,0.6559139784946236,0.40476190476190477,93.0,42.0
664353,2023,30,0.5865384615384616,0.3448275862068966,104.0,58.0
664353,2023,60,0.6031746031746031,0.3333333333333333,126.0,69.0
664353,2023,90,0.6031746031746031,0.3333333333333333,126.0,69.0
664353,2023,120,0.6031746031746031,0.3333333333333333,126.0,69.0
666201,2023,30,0.5655172413793104,0.3684210526315789,145.0,76.0
666201,2023,60,0.5411764705882353,0.3484848484848485,255.0,132.0
666201,2023,90,0.5567375886524822,0.3157894736842105,282.0,152.0
666201,2023,120,0.5734870317002881,0.3315508021390374,347.0,187.0
666205,2021,90,,0.43333333333333335,40.0,30.0
666205,2021,120,0.48514851485148514,0.4262295081967213,101.0,61.0
667498,2021,60,0.5972222222222222,0.41025641025641024,72.0,39.0
668678,2024,30,0.44776119402985076,0.47297297297297297,134.0,74.0
668678,2024,60,0.5064377682403434,0.48760330578512395,233.0,121.0
668678,2024,90,0.5063829787234042,0.48360655737704916,235.0,122.0
668678,2024,120,0.5516304347826086,0.4358974358974359,368.0,195.0
668881,2022,30,0.6310679611650486,0.5272727272727272,103.0,55.0
668881,2022,60,0.6265560165975104,0.5338345864661654,241.0,133.0
668881,2022,90,0.6195965417867435,0.49238578680203043,347.0,197.0
668881,2022,120,0.6190476190476191,0.490272373540856,441.0,257.0
669022,2023,30,0.6666666666666666,0.47297297297297297,111.0,74.0
669022,2023,60,0.5903614457831325,0.46540880503144655,249.0,159.0
669022,2023,90,0.6038251366120219,0.46846846846846846,366.0,222.0
669022,2023,120,0.5773420479302832,0.4626865671641791,459.0,268.0
669022,2025,30,0.5985915492957746,0.5760869565217391,142.0,92.0
669022,2025,60,0.5968992248062015,0.5443786982248521,258.0,169.0
669022,2025,90,0.5798525798525799,0.5182186234817814,407.0,247.0
669022,2025,120,0.5679513184584178,0.4847457627118644,493.0,295.0
669211,2026,59,,,47.0,28.0
669330,2023,30,0.638095238095238,0.4107142857142857,105.0,56.0
669330,2023,60,0.6182572614107884,0.4357142857142857,241.0,140.0
669330,2023,90,0.6100278551532033,0.4481132075471698,359.0,212.0
669330,2023,120,0.6145124716553289,0.43478260869565216,441.0,253.0
669372,2025,30,0.49206349206349204,0.4838709677419355,63.0,31.0
669372,2025,60,0.5061728395061729,0.5365853658536586,81.0,41.0
669372,2025,90,0.4948453608247423,0.54,97.0,50.0
669372,2025,120,0.525,0.5512820512820513,160.0,78.0
669432,2021,30,0.5412844036697247,0.5588235294117647,109.0,68.0
669432,2021,60,0.5662650602409639,0.5241379310344828,249.0,145.0
669432,2021,90,0.5722070844686649,0.5093457943925234,367.0,214.0
669432,2021,120,0.5767441860465117,0.49206349206349204,430.0,252.0
669721,2024,120,0.7571428571428571,0.4117647058823529,70.0,34.0
669952,2022,60,0.5517241379310345,0.5641025641025641,87.0,39.0
669952,2022,90,0.5748502994011976,0.4875,167.0,80.0
669952,2022,120,0.5611814345991561,0.4051724137931034,237.0,116.0
671096,2026,30,0.5447761194029851,0.296875,134.0,64.0
671096,2026,59,0.5766129032258065,0.3140495867768595,248.0,121.0
672282,2023,30,0.6260869565217392,0.49206349206349204,115.0,63.0
672282,2023,60,0.6048780487804878,0.48333333333333334,205.0,120.0
672282,2023,90,0.5987654320987654,0.49214659685863876,324.0,191.0
672282,2023,120,0.6153846153846154,0.49795918367346936,416.0,245.0
674370,2023,90,0.5915492957746479,0.47368421052631576,71.0,38.0
674370,2023,120,0.6028368794326241,0.358974358974359,141.0,78.0
674370,2025,30,0.6239316239316239,0.3076923076923077,117.0,52.0
674370,2025,60,0.6262626262626263,0.31868131868131866,198.0,91.0
674370,2025,90,0.6271929824561403,0.3119266055045872,228.0,109.0
674370,2025,120,0.627906976744186,0.3162393162393162,258.0,117.0
675911,2022,60,0.5413533834586466,0.5444444444444444,133.0,90.0
675911,2022,90,0.5899581589958159,0.5590062111801242,239.0,161.0
675911,2022,120,0.6023054755043228,0.5564853556485355,347.0,239.0
676130,2023,30,,,47.0,17.0
676130,2023,60,0.44642857142857145,,56.0,23.0
676130,2023,90,0.44642857142857145,,56.0,23.0
676130,2023,120,0.44642857142857145,,56.0,23.0
676664,2023,30,0.5963302752293578,0.3466666666666667,109.0,75.0
676664,2023,60,0.6756756756756757,0.37777777777777777,222.0,135.0
676664,2023,90,0.6480446927374302,0.3721973094170404,358.0,223.0
676664,2023,120,0.6561844863731656,0.3701067615658363,477.0,281.0
676664,2025,30,0.6837606837606838,0.36507936507936506,117.0,63.0
676664,2025,60,0.6504424778761062,0.35,226.0,120.0
676664,2025,90,0.6090651558073654,0.3333333333333333,353.0,189.0
676664,2025,120,0.6065934065934065,0.364,455.0,250.0
676710,2023,30,0.6105263157894737,0.4444444444444444,95.0,54.0
676710,2023,60,0.6239316239316239,0.43478260869565216,117.0,69.0
676710,2023,90,0.6523809523809524,0.4098360655737705,210.0,122.0
676710,2023,120,0.627831715210356,0.4342857142857143,309.0,175.0
677651,2021,30,0.5802469135802469,0.41304347826086957,81.0,46.0
677651,2021,60,0.6129032258064516,0.44537815126050423,186.0,119.0
677651,2021,90,0.5823170731707317,0.445,328.0,200.0
677651,2021,120,0.6041131105398457,0.47280334728033474,389.0,239.0
678394,2024,30,0.6090909090909091,0.3939393939393939,110.0,66.0
678394,2024,60,0.5965909090909091,0.37373737373737376,176.0,99.0
678394,2024,90,0.6269592476489029,0.3742690058479532,319.0,171.0
678394,2024,120,0.6230248306997742,0.41201716738197425,443.0,233.0
680694,2022,30,,,41.0,17.0
680694,2022,60,0.5138888888888888,0.47297297297297297,144.0,74.0
680694,2022,90,0.5424528301886793,0.41818181818181815,212.0,110.0
680694,2022,120,0.5393700787401575,0.43609022556390975,254.0,133.0
680730,2024,30,0.6612903225806451,0.42424242424242425,62.0,33.0
680730,2024,60,0.632768361581921,0.4,177.0,95.0
680730,2024,90,0.6622073578595318,0.3790849673202614,299.0,153.0
680730,2024,120,0.6482412060301508,0.39705882352941174,398.0,204.0
680732,2026,30,0.6422018348623854,0.2898550724637681,109.0,69.0
680732,2026,59,0.6844444444444444,0.359375,225.0,128.0
680739,2022,30,0.5609756097560976,0.4444444444444444,82.0,45.0
680739,2022,60,0.5853658536585366,0.3770491803278688,123.0,61.0
680739,2022,90,0.6058823529411764,0.32926829268292684,170.0,82.0
680739,2022,120,0.612565445026178,0.30526315789473685,191.0,95.0
681217,2022,60,0.647887323943662,0.28205128205128205,71.0,39.0
681217,2022,90,0.6404494382022472,0.34,89.0,50.0
684007,2024,30,0.6574074074074074,0.509090909090909,108.0,55.0
684007,2024,60,0.6842105263157895,0.5321100917431193,209.0,109.0
684007,2024,90,0.6604938271604939,0.5,324.0,162.0
684007,2024,120,0.6627358490566038,0.5070422535211268,424.0,213.0
686973,2023,60,0.6573426573426573,0.38636363636363635,143.0,88.0
687075,2026,30,0.5684210526315789,0.4166666666666667,95.0,48.0
687075,2026,59,0.5657142857142857,0.4270833333333333,175.0,96.0
687570,2026,59,0.6451612903225806,0.410958904109589,124.0,73.0
687830,2025,90,0.7083333333333334,0.34285714285714286,72.0,35.0
687830,2025,120,0.7021276595744681,0.37777777777777777,94.0,45.0
693433,2023,90,0.6666666666666666,0.5079365079365079,96.0,63.0
693433,2023,120,0.6577540106951871,0.4864864864864865,187.0,111.0
693433,2025,30,0.6692913385826772,0.46875,127.0,64.0
693433,2025,60,0.6626506024096386,0.46875,249.0,128.0
693433,2025,90,0.6569148936170213,0.47282608695652173,376.0,184.0
693433,2025,120,0.6526104417670683,0.4782608695652174,498.0,253.0
693645,2026,30,0.6616541353383458,0.5189873417721519,133.0,79.0
693645,2026,59,0.6363636363636364,0.49019607843137253,253.0,153.0
694363,2024,120,0.542713567839196,0.3010752688172043,199.0,93.0
695076,2026,30,0.5677966101694916,0.3103448275862069,118.0,58.0
695076,2026,59,0.5329341317365269,0.3176470588235294,167.0,85.0
695243,2023,30,,,36.0,23.0
695243,2023,60,0.5176470588235295,0.4888888888888889,85.0,45.0
695243,2023,90,0.5176470588235295,0.4888888888888889,85.0,45.0
695243,2023,120,0.5176470588235295,0.4888888888888889,85.0,45.0
700712,2026,30,0.45,0.43333333333333335,60.0,30.0
700712,2026,59,0.4827586206896552,0.410958904109589,145.0,73.0
800049,2024,90,0.6116504854368932,0.24444444444444444,103.0,45.0
801403,2026,59,0.5578947368421052,0.47,190.0,100.0
808963,2025,30,0.5729166666666666,0.3617021276595745,96.0,47.0
282332,2019,30,,,37.0,20.0
282332,2019,60,0.618421052631579,0.34615384615384615,152.0,78.0
282332,2019,90,0.6285714285714286,0.4117647058823529,245.0,119.0
282332,2019,120,0.6213872832369942,0.4470588235294118,346.0,170.0
429719,2019,90,0.5263157894736842,0.29310344827586204,133.0,58.0
429719,2019,120,0.5241379310344828,0.30158730158730157,145.0,63.0
446321,2021,60,0.5581395348837209,0.5531914893617021,86.0,47.0
446321,2021,90,0.5772357723577236,0.5441176470588235,123.0,68.0
448179,2023,30,0.5683453237410072,0.3375,139.0,80.0
448179,2023,60,0.5568627450980392,0.3793103448275862,255.0,145.0
448179,2023,90,0.5618556701030928,0.37037037037037035,388.0,216.0
448179,2023,120,0.5776031434184676,0.35144927536231885,509.0,276.0
448802,2018,30,0.5217391304347826,0.4576271186440678,115.0,59.0
448802,2018,60,0.5686274509803921,0.45161290322580644,204.0,93.0
450203,2019,30,0.5357142857142857,0.4444444444444444,84.0,54.0
450203,2019,60,0.5752212389380531,0.4714285714285714,226.0,140.0
450203,2019,90,0.6028571428571429,0.5023696682464455,350.0,211.0
450203,2019,120,0.614,0.5,500.0,300.0
453329,2019,30,,,45.0,19.0
453329,2019,60,0.6666666666666666,0.2608695652173913,108.0,46.0
453329,2019,90,0.6666666666666666,0.2608695652173913,108.0,46.0
453329,2019,120,0.6666666666666666,0.2608695652173913,108.0,46.0
456501,2021,30,0.5945945945945946,0.43902439024390244,74.0,41.0
456501,2021,60,0.6243093922651933,0.3829787234042553,181.0,94.0
456501,2021,90,0.6183745583038869,0.38686131386861317,283.0,137.0
456501,2021,120,0.649616368286445,0.422680412371134,391.0,194.0
458681,2018,30,0.6111111111111112,0.44680851063829785,90.0,47.0
458681,2018,60,0.5622317596566524,0.4298245614035088,233.0,114.0
458681,2018,90,0.5630252100840336,0.4444444444444444,357.0,180.0
458681,2018,120,0.5382978723404256,0.4090909090909091,470.0,242.0
501381,2019,30,0.6447368421052632,0.38095238095238093,76.0,42.0
501381,2019,60,0.6268656716417911,0.3867924528301887,201.0,106.0
501381,2019,90,0.6217948717948718,0.38271604938271603,312.0,162.0
501381,2019,120,0.6142506142506142,0.41626794258373206,407.0,209.0
502042,2018,30,0.6326530612244898,0.42857142857142855,147.0,84.0
502042,2018,60,0.5771812080536913,0.43125,298.0,160.0
502042,2018,90,0.5763239875389408,0.4327485380116959,321.0,171.0
502042,2018,120,0.5956416464891041,0.44642857142857145,413.0,224.0
506433,2022,30,0.5620437956204379,0.3783783783783784,137.0,74.0
506433,2022,60,0.5720164609053497,0.35555555555555557,243.0,135.0
506433,2022,90,0.5936675461741425,0.40384615384615385,379.0,208.0
506433,2022,120,0.6257309941520468,0.44366197183098594,513.0,284.0
518516,2021,30,0.6060606060606061,0.39759036144578314,132.0,83.0
518516,2021,60,0.6138211382113821,0.40816326530612246,246.0,147.0
518516,2021,90,0.6138996138996139,0.4025974025974026,259.0,154.0
518516,2021,120,0.6231003039513677,0.3802083333333333,329.0,192.0
543001,2019,60,,,47.0,17.0
543001,2019,90,0.6242038216560509,0.3387096774193548,157.0,62.0
543022,2018,30,0.5714285714285714,0.46938775510204084,98.0,49.0
543022,2018,60,0.5225225225225225,0.44,222.0,100.0
543022,2018,90,0.5158227848101266,0.41830065359477125,316.0,153.0
543022,2018,120,0.5068181818181818,0.3961352657004831,440.0,207.0
543037,2021,30,0.6357142857142857,0.6526315789473685,140.0,95.0
543037,2021,60,0.6692015209125475,0.5542857142857143,263.0,175.0
543037,2021,90,0.6735218508997429,0.5139442231075697,389.0,251.0
543037,2021,120,0.671875,0.5365853658536586,512.0,328.0
543135,2022,30,0.656934306569343,0.45569620253164556,137.0,79.0
543135,2022,60,0.6937984496124031,0.46206896551724136,258.0,145.0
543135,2022,90,0.6881720430107527,0.46153846153846156,279.0,156.0
543135,2022,120,0.6836461126005362,0.42786069651741293,373.0,201.0
543243,2021,30,0.609375,0.6216216216216216,64.0,37.0
543243,2021,60,0.6174863387978142,0.5591397849462365,183.0,93.0
543243,2021,90,0.6157407407407407,0.5603448275862069,216.0,116.0
543243,2021,120,0.5830815709969789,0.5393258426966292,331.0,178.0
543278,2018,60,0.6585365853658537,0.4473684210526316,82.0,38.0
543278,2018,90,0.6717171717171717,0.35051546391752575,198.0,97.0
543278,2018,120,0.6861924686192469,0.36065573770491804,239.0,122.0
570632,2022,120,0.625,0.2597402597402597,176.0,77.0
