batter,year,split_day,ros_park_factor_weighted,n_ros_games
519455,2018,30,1.0152554744525548,137
520471,2018,30,0.9841791044776119,134
521692,2018,30,0.9968382352941176,136
523253,2018,30,1.0158571428571428,140
527038,2018,30,0.9789781021897811,137
527043,2018,30,0.9767407407407406,135
527054,2018,30,0.9974999999999999,136
534606,2018,30,1.0158571428571428,140
541645,2018,30,0.9987591240875914,137
541650,2018,30,1.0084444444444443,135
542208,2018,30,1.0223880597014925,134
542255,2018,30,0.9974999999999999,136
542303,2018,30,0.9920588235294117,136
542340,2018,30,1.0084444444444443,135
542583,2018,30,1.0084444444444443,135
542881,2018,30,1.0698518518518518,135
542908,2018,30,1.0084444444444443,135
542921,2018,30,1.0135555555555555,135
543022,2018,30,0.9875539568345324,139
543063,2018,30,0.9857777777777776,135
543068,2018,30,0.9756204379562043,137
543228,2018,30,1.0121897810218978,137
543257,2018,30,1.0158571428571428,140
543281,2018,30,1.0016417910447761,134
543294,2018,30,0.9875539568345324,139
543305,2018,30,0.9989705882352942,136
543308,2018,30,1.0152554744525548,137
543333,2018,30,0.9841791044776119,134
543359,2018,30,1.0084444444444443,135
543376,2018,30,1.0135555555555555,135
543401,2018,30,1.0121897810218978,137
543475,2018,30,0.9841791044776119,134
543484,2018,30,1.0152554744525548,137
543510,2018,30,1.0152554744525548,137
543543,2018,30,0.9756204379562043,137
543557,2018,30,0.9875539568345324,139
543606,2018,30,1.0158571428571428,140
543685,2018,30,0.994,135
543699,2018,30,0.994,135
543734,2018,30,1.0698518518518518,135
543760,2018,30,0.9862222222222221,135
543768,2018,30,1.0084444444444443,135
543776,2018,30,0.9795555555555556,135
543807,2018,30,0.9796268656716419,134
543829,2018,30,0.9844117647058823,136
543877,2018,30,1.026470588235294,136
543939,2018,30,0.9920588235294117,136
544369,2018,30,0.9989705882352942,136
544725,2018,30,0.9987591240875914,137
544931,2018,30,0.994,135
545337,2018,30,0.9767407407407406,135
545341,2018,30,0.9974264705882353,136
545350,2018,30,0.9796268656716419,134
545358,2018,30,0.9796268656716419,134
545361,2018,30,0.9767407407407406,135
546318,2018,30,0.9986029411764706,136
546991,2018,30,0.9875539568345324,139
547170,2018,30,0.9987591240875914,137
547172,2018,30,1.0698518518518518,135
547180,2018,30,0.994,135
547379,2018,30,1.0121897810218978,137
547943,2018,30,0.9840145985401461,137
547982,2018,30,1.0152554744525548,137
547989,2018,30,0.9987591240875914,137
553869,2018,30,1.0016417910447761,134
553882,2018,30,0.9987591240875914,137
553988,2018,30,1.0152554744525548,137
553993,2018,30,1.0138518518518518,135
554430,2018,30,0.9789781021897811,137
570256,2018,30,1.0016417910447761,134
570267,2018,30,1.0084444444444443,135
570481,2018,30,1.0121897810218978,137
570560,2018,30,0.9987591240875914,137
570632,2018,30,0.9795555555555556,135
570731,2018,30,1.0135555555555555,135
570799,2018,30,0.9841791044776119,134
571431,2018,30,0.994,135
571437,2018,30,0.9986029411764706,136
571448,2018,30,1.0698518518518518,135
571466,2018,30,1.0138518518518518,135
571506,2018,30,0.9795555555555556,135
571510,2018,30,1.0152554744525548,137
571578,2018,30,1.0371323529411764,136
571595,2018,30,1.0698518518518518,135
571602,2018,30,0.9987591240875914,137
571657,2018,30,0.9840145985401461,137
571670,2018,30,1.0138518518518518,135
571679,2018,30,0.9844117647058823,136
571697,2018,30,1.0138518518518518,135
571718,2018,30,0.9968382352941176,136
571740,2018,30,1.0138518518518518,135
571745,2018,30,0.9844117647058823,136
571771,2018,30,0.9840145985401461,137
571788,2018,30,1.026470588235294,136
571800,2018,30,0.9986029411764706,136
571863,2018,30,1.0371323529411764,136
571875,2018,30,1.0371323529411764,136
571912,2018,30,0.9974264705882353,136
571918,2018,30,1.0371323529411764,136
571927,2018,30,0.9789781021897811,137
571945,2018,30,0.9920588235294117,136
571951,2018,30,0.9841791044776119,134
571970,2018,30,0.9840145985401461,137
571974,2018,30,1.0371323529411764,136
571976,2018,30,0.9841791044776119,134
571980,2018,30,1.0121897810218978,137
572008,2018,30,1.0371323529411764,136
572039,2018,30,0.9862222222222221,135
572041,2018,30,1.0371323529411764,136
572073,2018,30,1.0135555555555555,135
572122,2018,30,0.9844117647058823,136
572191,2018,30,0.994,135
572204,2018,30,0.9987591240875914,137
572233,2018,30,1.0371323529411764,136
572287,2018,30,0.9844117647058823,136
572362,2018,30,0.9841791044776119,134
572365,2018,30,0.9968382352941176,136
572669,2018,30,0.9974999999999999,136
572761,2018,30,0.9920588235294117,136
572816,2018,30,1.0016417910447761,134
572821,2018,30,1.0158571428571428,140
573135,2018,30,1.0084444444444443,135
575929,2018,30,0.9875539568345324,139
576397,2018,30,0.9920588235294117,136
578428,2018,30,1.0152554744525548,137
581527,2018,30,0.9974264705882353,136
588751,2018,30,0.9756204379562043,137
591720,2018,30,0.9989705882352942,136
591741,2018,30,1.0016417910447761,134
591971,2018,30,1.0135555555555555,135
592122,2018,30,1.0158571428571428,140
592178,2018,30,0.9875539568345324,139
592192,2018,30,0.9862222222222221,135
592206,2018,30,1.0152554744525548,137
592261,2018,30,1.0223880597014925,134
592273,2018,30,0.9989705882352942,136
592314,2018,30,0.9974999999999999,136
592325,2018,30,0.9844117647058823,136
592348,2018,30,1.0152554744525548,137
592351,2018,30,1.0698518518518518,135
592387,2018,30,0.9844117647058823,136
592407,2018,30,0.9795555555555556,135
592444,2018,30,1.0152554744525548,137
592450,2018,30,0.9989705882352942,136
592518,2018,30,1.0135555555555555,135
592567,2018,30,1.0016417910447761,134
592626,2018,30,0.9840145985401461,137
592662,2018,30,1.0371323529411764,136
592663,2018,30,0.9795555555555556,135
592669,2018,30,0.9841791044776119,134
592680,2018,30,0.9795555555555556,135
592685,2018,30,1.0223880597014925,134
592696,2018,30,1.0158571428571428,140
592743,2018,30,0.9767407407407406,135
592761,2018,30,0.9795555555555556,135
592789,2018,30,0.9789781021897811,137
592791,2018,30,1.0016417910447761,134
592826,2018,30,0.9986029411764706,136
592866,2018,30,1.0016417910447761,134
592885,2018,30,1.0084444444444443,135
593160,2018,30,0.9968382352941176,136
593372,2018,30,0.9920588235294117,136
593428,2018,30,1.026470588235294,136
593700,2018,30,0.9857777777777776,135
593934,2018,30,1.0158571428571428,140
593974,2018,30,1.0138518518518518,135
594011,2018,30,0.9968382352941176,136
594577,2018,30,0.9920588235294117,136
594694,2018,30,0.994,135
594777,2018,30,0.9767407407407406,135
594798,2018,30,0.9789781021897811,137
594807,2018,30,1.0138518518518518,135
594809,2018,30,0.994,135
594824,2018,30,0.9920588235294117,136
594828,2018,30,0.9796268656716419,134
594953,2018,30,0.9987591240875914,137
594988,2018,30,1.0138518518518518,135
595222,2018,30,1.0152554744525548,137
595281,2018,30,0.9756204379562043,137
595284,2018,30,0.9986029411764706,136
595453,2018,30,0.9795555555555556,135
595751,2018,30,0.9986029411764706,136
595777,2018,30,1.0223880597014925,134
595879,2018,30,0.9875539568345324,139
595943,2018,30,0.9789781021897811,137
595956,2018,30,0.9968382352941176,136
595978,2018,30,0.9841791044776119,134
596019,2018,30,1.0121897810218978,137
596059,2018,30,1.0223880597014925,134
596103,2018,30,0.9857777777777776,135
596115,2018,30,1.0698518518518518,135
596119,2018,30,1.026470588235294,136
596129,2018,30,0.9844117647058823,136
596133,2018,30,0.9920588235294117,136
596142,2018,30,0.9989705882352942,136
596144,2018,30,0.9968382352941176,136
596146,2018,30,1.0158571428571428,140
596748,2018,30,0.9986029411764706,136
596847,2018,30,0.9756204379562043,137
598265,2018,30,1.026470588235294,136
598271,2018,30,1.026470588235294,136
600301,2018,30,1.0158571428571428,140
600303,2018,30,0.9875539568345324,139
600474,2018,30,0.994,135
600524,2018,30,1.0135555555555555,135
600869,2018,30,1.0152554744525548,137
601713,2018,30,0.9986029411764706,136
605113,2018,30,1.0371323529411764,136
605119,2018,30,0.9795555555555556,135
605131,2018,30,0.9840145985401461,137
605137,2018,30,1.0016417910447761,134
605141,2018,30,1.026470588235294,136
605170,2018,30,0.9875539568345324,139
605200,2018,30,1.0084444444444443,135
605204,2018,30,0.9796268656716419,134
605232,2018,30,1.0138518518518518,135
605233,2018,30,0.9796268656716419,134
605242,2018,30,1.0152554744525548,137
605280,2018,30,1.0016417910447761,134
605347,2018,30,1.0084444444444443,135
605400,2018,30,0.9986029411764706,136
605412,2018,30,0.9857777777777776,135
605480,2018,30,0.9756204379562043,137
605486,2018,30,0.9841791044776119,134
605498,2018,30,0.9857777777777776,135
605509,2018,30,0.9857777777777776,135
605512,2018,30,0.9974999999999999,136
605538,2018,30,0.9974999999999999,136
605540,2018,30,1.0084444444444443,135
605548,2018,30,1.0121897810218978,137
606115,2018,30,1.0084444444444443,135
606131,2018,30,0.9841791044776119,134
606192,2018,30,0.9974264705882353,136
606299,2018,30,1.0138518518518518,135
606424,2018,30,0.9795555555555556,135
606466,2018,30,1.0371323529411764,136
607043,2018,30,0.9789781021897811,137
607054,2018,30,1.0135555555555555,135
607192,2018,30,1.0016417910447761,134
607208,2018,30,0.994,135
607219,2018,30,1.0138518518518518,135
607229,2018,30,0.9789781021897811,137
607231,2018,30,0.9920588235294117,136
607237,2018,30,1.0138518518518518,135
607257,2018,30,0.9841791044776119,134
607387,2018,30,1.0223880597014925,134
607468,2018,30,1.0138518518518518,135
607536,2018,30,1.0698518518518518,135
607625,2018,30,0.9789781021897811,137
607680,2018,30,0.9974264705882353,136
607776,2018,30,0.9857777777777776,135
608070,2018,30,1.0121897810218978,137
608324,2018,30,0.9796268656716419,134
608331,2018,30,0.9974999999999999,136
608336,2018,30,1.0223880597014925,134
608365,2018,30,0.9875539568345324,139
608369,2018,30,0.9840145985401461,137
608379,2018,30,0.9920588235294117,136
608384,2018,30,0.9986029411764706,136
608385,2018,30,1.0138518518518518,135
608566,2018,30,1.0698518518518518,135
608577,2018,30,1.0223880597014925,134
608597,2018,30,1.0223880597014925,134
608654,2018,30,0.9756204379562043,137
608700,2018,30,0.9789781021897811,137
608701,2018,30,0.9756204379562043,137
608703,2018,30,0.994,135
608717,2018,30,0.9857777777777776,135
608718,2018,30,1.0084444444444443,135
609280,2018,30,0.9989705882352942,136
612672,2018,30,0.9795555555555556,135
614173,2018,30,0.9841791044776119,134
621002,2018,30,0.9756204379562043,137
621020,2018,30,0.9974999999999999,136
621035,2018,30,0.9840145985401461,137
621043,2018,30,0.9796268656716419,134
621111,2018,30,0.9840145985401461,137
621261,2018,30,0.9789781021897811,137
621311,2018,30,1.0698518518518518,135
621389,2018,30,0.9857777777777776,135
621433,2018,30,0.9968382352941176,136
621439,2018,30,1.0158571428571428,140
621446,2018,30,0.9795555555555556,135
621512,2018,30,0.9789781021897811,137
621559,2018,30,1.0016417910447761,134
621563,2018,30,0.9756204379562043,137
621566,2018,30,0.9862222222222221,135
622072,2018,30,0.9840145985401461,137
622097,2018,30,0.9986029411764706,136
622110,2018,30,0.9756204379562043,137
622168,2018,30,0.9920588235294117,136
622194,2018,30,0.9862222222222221,135
622441,2018,30,0.994,135
622491,2018,30,1.0138518518518518,135
622534,2018,30,0.9841791044776119,134
622608,2018,30,1.0698518518518518,135
622666,2018,30,0.9974999999999999,136
622682,2018,30,1.0152554744525548,137
622713,2018,30,1.0135555555555555,135
623149,2018,30,0.9789781021897811,137
623352,2018,30,1.0084444444444443,135
623520,2018,30,0.9875539568345324,139
623993,2018,30,1.0135555555555555,135
624407,2018,30,1.026470588235294,136
624424,2018,30,0.9789781021897811,137
624428,2018,30,1.0016417910447761,134
624577,2018,30,0.9840145985401461,137
624585,2018,30,0.9968382352941176,136
624636,2018,30,1.0223880597014925,134
628317,2018,30,0.9840145985401461,137
628333,2018,30,0.9795555555555556,135
628338,2018,30,0.9844117647058823,136
628452,2018,30,1.0138518518518518,135
640447,2018,30,1.0138518518518518,135
640455,2018,30,0.9862222222222221,135
640461,2018,30,0.9862222222222221,135
641313,2018,30,0.9987591240875914,137
641319,2018,30,0.9841791044776119,134
641355,2018,30,0.9840145985401461,137
641438,2018,30,0.9974999999999999,136
641487,2018,30,0.9986029411764706,136
641553,2018,30,0.9987591240875914,137
641598,2018,30,1.0158571428571428,140
641771,2018,30,1.0016417910447761,134
641778,2018,30,0.9841791044776119,134
641816,2018,30,1.0138518518518518,135
641820,2018,30,1.0135555555555555,135
641856,2018,30,0.9974264705882353,136
641857,2018,30,1.0698518518518518,135
641924,2018,30,1.0084444444444443,135
641933,2018,30,0.9920588235294117,136
642003,2018,30,1.0138518518518518,135
642082,2018,30,1.0135555555555555,135
642162,2018,30,1.0698518518518518,135
642180,2018,30,0.9989705882352942,136
642571,2018,30,0.9795555555555556,135
642708,2018,30,0.9789781021897811,137
643217,2018,30,1.026470588235294,136
643230,2018,30,1.0016417910447761,134
643265,2018,30,0.9795555555555556,135
643327,2018,30,1.0371323529411764,136
643396,2018,30,1.0223880597014925,134
643565,2018,30,1.0698518518518518,135
645277,2018,30,0.9974999999999999,136
646240,2018,30,1.026470588235294,136
649557,2018,30,0.9974264705882353,136
650402,2018,30,0.9989705882352942,136
656185,2018,30,1.0121897810218978,137
656305,2018,30,0.9862222222222221,135
656427,2018,30,0.9920588235294117,136
656555,2018,30,0.9986029411764706,136
656794,2018,30,0.9974999999999999,136
656941,2018,30,0.9875539568345324,139
657077,2018,30,0.9840145985401461,137
657557,2018,30,0.9920588235294117,136
660162,2018,30,0.9987591240875914,137
660271,2018,30,0.9767407407407406,135
660670,2018,30,0.9974999999999999,136
664023,2018,30,0.9875539568345324,139
664056,2018,30,0.9920588235294117,136
664057,2018,30,0.994,135
664068,2018,30,0.9986029411764706,136
664192,2018,30,0.9841791044776119,134
666971,2018,30,0.9974264705882353,136
670950,2018,30,0.9795555555555556,135
134181,2018,37,1.0217322834645668,127
400121,2018,37,1.0153846153846153,130
400284,2018,37,0.9817692307692307,130
405395,2018,37,0.9776744186046511,129
407822,2018,37,1.0359689922480622,129
408045,2018,37,1.016015037593985,133
408234,2018,37,1.0153846153846153,130
408236,2018,37,0.9801526717557252,131
408314,2018,37,0.9801526717557252,131
425772,2018,37,1.0359689922480622,129
425783,2018,37,1.0217322834645668,127
425784,2018,37,0.9776744186046511,129
425794,2018,37,0.9923664122137404,131
425844,2018,37,1.0359689922480622,129
425877,2018,37,0.9923664122137404,131
429664,2018,37,0.9846923076923076,130
429665,2018,37,1.012015503875969,129
430832,2018,37,0.9801526717557252,131
430945,2018,37,1.015581395348837,129
431145,2018,37,0.99703125,128
433587,2018,37,0.9846923076923076,130
434158,2018,37,0.99703125,128
434658,2018,37,1.012015503875969,129
434670,2018,37,1.0249612403100774,129
434671,2018,37,0.9983846153846153,130
434778,2018,37,0.99703125,128
435062,2018,37,0.99421875,128
435079,2018,37,0.9776744186046511,129
435221,2018,37,0.9983846153846153,130
435263,2018,37,0.9789763779527559,127
435522,2018,37,1.0005426356589147,129
435559,2018,37,0.9983846153846153,130
435622,2018,37,1.0746511627906976,129
443558,2018,37,0.9846923076923076,130
444432,2018,37,1.015581395348837,129
444482,2018,37,1.0359689922480622,129
444489,2018,37,1.008139534883721,129
444876,2018,37,0.9958139534883722,129
445055,2018,37,1.0359689922480622,129
445988,2018,37,0.9793798449612403,129
446263,2018,37,0.9958139534883722,129
446308,2018,37,0.99421875,128
446334,2018,37,0.9862015503875969,129
446359,2018,37,0.9776744186046511,129
446386,2018,37,1.012015503875969,129
446481,2018,37,1.0018897637795274,127
446653,2018,37,0.9801526717557252,131
448179,2018,37,0.9817692307692307,130
448306,2018,37,0.9993129770992366,131
448801,2018,37,1.015581395348837,129
448855,2018,37,1.008139534883721,129
449181,2018,37,0.9958139534883722,129
450203,2018,37,0.9789763779527559,127
450306,2018,37,0.9801526717557252,131
450314,2018,37,0.9878947368421052,133
451594,2018,37,0.9923664122137404,131
452095,2018,37,0.9983846153846153,130
452104,2018,37,0.985078125,128
452254,2018,37,0.9862015503875969,129
452655,2018,37,0.9846923076923076,130
452657,2018,37,0.9878947368421052,133
452678,2018,37,0.9801526717557252,131
453203,2018,37,1.0005426356589147,129
453286,2018,37,0.99421875,128
453385,2018,37,0.985078125,128
453562,2018,37,0.9996153846153846,130
453568,2018,37,1.0746511627906976,129
453923,2018,37,0.9862015503875969,129
453943,2018,37,0.9801526717557252,131
454560,2018,37,0.985078125,128
455104,2018,37,1.0746511627906976,129
455117,2018,37,0.9776744186046511,129
455139,2018,37,1.0217322834645668,127
455755,2018,37,0.9983846153846153,130
455759,2018,37,0.9776744186046511,129
455976,2018,37,0.9983846153846153,130
456078,2018,37,0.9993129770992366,131
456488,2018,37,1.0249612403100774,129
456501,2018,37,0.9862015503875969,129
456665,2018,37,1.0249612403100774,129
456701,2018,37,1.0131007751937984,129
456715,2018,37,1.008139534883721,129
457705,2018,37,0.9862015503875969,129
457706,2018,37,0.9801526717557252,131
457708,2018,37,0.9776744186046511,129
457727,2018,37,0.9793798449612403,129
457763,2018,37,0.9862015503875969,129
457803,2018,37,0.9801526717557252,131
458015,2018,37,1.0131007751937984,129
458675,2018,37,1.015581395348837,129
458681,2018,37,1.0005426356589147,129
458731,2018,37,1.0005426356589147,129
459964,2018,37,0.9870542635658914,129
460026,2018,37,0.9862015503875969,129
460075,2018,37,1.008139534883721,129
460077,2018,37,0.9958139534883722,129
460086,2018,37,0.9958139534883722,129
460576,2018,37,0.9741984732824427,131
461314,2018,37,0.9817692307692307,130
461829,2018,37,0.99421875,128
461865,2018,37,0.9846923076923076,130
462101,2018,37,1.0217322834645668,127
463610,2018,37,1.016015037593985,133
465041,2018,37,1.0018897637795274,127
465753,2018,37,0.9996153846153846,130
467055,2018,37,0.9862015503875969,129
467092,2018,37,0.9741984732824427,131
467100,2018,37,1.0018897637795274,127
467793,2018,37,0.9996153846153846,130
467827,2018,37,1.0746511627906976,129
468504,2018,37,1.008139534883721,129
471865,2018,37,1.0746511627906976,129
472528,2018,37,0.9776744186046511,129
474568,2018,37,1.0018897637795274,127
474832,2018,37,0.9862015503875969,129
475115,2018,37,0.985078125,128
475174,2018,37,1.012015503875969,129
475247,2018,37,0.9983846153846153,130
475253,2018,37,0.99703125,128
475582,2018,37,0.99421875,128
476451,2018,37,0.99421875,128
476704,2018,37,0.9870542635658914,129
476883,2018,37,1.015581395348837,129
477132,2018,37,0.9817692307692307,130
488671,2018,37,1.0359689922480622,129
488721,2018,37,0.9983846153846153,130
488726,2018,37,1.012015503875969,129
489119,2018,37,1.008139534883721,129
489149,2018,37,1.016015037593985,133
491676,2018,37,0.9862015503875969,129
491696,2018,37,0.9741984732824427,131
492802,2018,37,1.016015037593985,133
493316,2018,37,0.9801526717557252,131
493329,2018,37,0.9789763779527559,127
500208,2018,37,0.99703125,128
500743,2018,37,0.9793798449612403,129
500779,2018,37,0.9878947368421052,133
500871,2018,37,1.016015037593985,133
500874,2018,37,0.9923664122137404,131
501213,2018,37,0.99421875,128
501303,2018,37,1.016015037593985,133
501571,2018,37,0.9801526717557252,131
501659,2018,37,0.9958139534883722,129
501896,2018,37,1.0018897637795274,127
501981,2018,37,0.9870542635658914,129
502054,2018,37,0.9923664122137404,131
502082,2018,37,1.012015503875969,129
502110,2018,37,1.0249612403100774,129
502143,2018,37,1.015581395348837,129
502188,2018,37,0.9862015503875969,129
502210,2018,37,0.9789763779527559,127
502226,2018,37,1.015581395348837,129
502481,2018,37,1.0359689922480622,129
502624,2018,37,1.008139534883721,129
502671,2018,37,1.0359689922480622,129
502706,2018,37,0.9862015503875969,129
503556,2018,37,0.9789763779527559,127
506433,2018,37,0.9878947368421052,133
506702,2018,37,1.0249612403100774,129
506703,2018,37,0.99421875,128
506747,2018,37,0.9923664122137404,131
514888,2018,37,0.9789763779527559,127
514917,2018,37,0.9996153846153846,130
516416,2018,37,0.9846923076923076,130
516770,2018,37,0.9793798449612403,129
516782,2018,37,1.0018897637795274,127
517369,2018,37,0.985078125,128
518397,2018,37,0.9817692307692307,130
518452,2018,37,1.0746511627906976,129
518553,2018,37,0.9878947368421052,133
518586,2018,37,0.9983846153846153,130
518614,2018,37,1.0359689922480622,129
518618,2018,37,0.9793798449612403,129
518626,2018,37,0.99703125,128
518692,2018,37,0.9983846153846153,130
518735,2018,37,0.9817692307692307,130
518774,2018,37,1.0131007751937984,129
518792,2018,37,0.9878947368421052,133
518934,2018,37,1.0746511627906976,129
518960,2018,37,0.9870542635658914,129
519008,2018,37,1.0359689922480622,129
519023,2018,37,0.9801526717557252,131
519048,2018,37,1.0249612403100774,129
519058,2018,37,0.9958139534883722,129
519203,2018,37,0.9878947368421052,133
519222,2018,37,1.0005426356589147,129
519295,2018,37,0.9870542635658914,129
519299,2018,37,1.008139534883721,129
519306,2018,37,1.0359689922480622,129
519317,2018,37,1.0005426356589147,129
519333,2018,37,0.985078125,128
519346,2018,37,1.008139534883721,129
