pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
665896,2023,681351,147,173,0.8497109826589595
666129,2023,663743,2486,2486,1.0
666142,2023,666023,683,1591,0.42928975487115023
666154,2023,553869,434,583,0.7444253859348199
666157,2023,592200,562,649,0.8659476117103235
666159,2023,668670,747,1183,0.6314454775993238
666168,2023,660688,661,897,0.7369007803790413
666200,2023,663743,2994,2994,1.0
666201,2023,672386,1156,1697,0.6812021213906895
666204,2023,669127,280,410,0.6829268292682927
666205,2023,669127,1152,1461,0.7885010266940452
666207,2023,553869,20,20,1.0
666208,2023,641680,67,67,1.0
666214,2023,668670,1177,1931,0.6095287415846712
666277,2023,663743,504,888,0.5675675675675675
666364,2023,543877,312,393,0.7938931297709924
666374,2023,663728,1079,1306,0.8261868300153139
666619,2023,518735,507,1053,0.48148148148148145
666720,2023,641680,114,282,0.40425531914893614
666721,2023,521692,194,344,0.563953488372093
666745,2023,543309,643,1447,0.4443676572218383
666808,2023,672275,722,1163,0.6208082545141874
666818,2023,672515,248,539,0.4601113172541744
666974,2023,668939,719,1024,0.7021484375
667427,2023,669127,268,372,0.7204301075268817
667463,2023,668800,129,529,0.2438563327032136
667755,2023,642136,304,704,0.4318181818181818
668338,2023,661388,74,225,0.3288888888888889
668470,2023,672386,7,7,1.0
668665,2023,682626,256,490,0.5224489795918368
668674,2023,669127,867,1057,0.8202459791863765
668676,2023,595956,264,374,0.7058823529411765
668678,2023,672515,1793,3252,0.5513530135301353
668754,2023,642336,42,118,0.3559322033898305
668834,2023,608596,64,64,1.0
668868,2023,575929,715,1169,0.611633875106929
668873,2023,571466,89,131,0.6793893129770993
668881,2023,571912,1259,2093,0.6015289058767319
668909,2023,666310,760,1389,0.5471562275017998
668933,2023,663886,1742,2326,0.7489251934651763
668941,2023,575929,326,550,0.5927272727272728
668942,2023,672515,21,36,0.5833333333333334
668970,2023,553869,474,617,0.7682333873581848
668984,2023,592200,123,231,0.5324675324675324
669022,2023,660688,1980,2462,0.8042242079610074
669060,2023,661388,766,1158,0.6614853195164075
669084,2023,668939,201,373,0.5388739946380697
669093,2023,543228,172,242,0.7107438016528925
669105,2023,682626,95,95,1.0
669111,2023,666023,44,55,0.8
669145,2023,668939,161,215,0.7488372093023256
669160,2023,669257,449,736,0.6100543478260869
669165,2023,669257,24,24,1.0
669169,2023,666023,130,221,0.5882352941176471
669194,2023,672515,1595,2358,0.676420695504665
669203,2023,605170,2357,3081,0.7650113599480688
669211,2023,668939,317,460,0.6891304347826087
669212,2023,666310,486,1204,0.40365448504983387
669270,2023,455117,85,196,0.4336734693877551
669276,2023,669221,294,392,0.75
669302,2023,663728,1821,2928,0.6219262295081968
669330,2023,668939,1144,1905,0.6005249343832021
669373,2023,668670,962,1219,0.7891714520098442
669387,2023,682848,340,621,0.5475040257648953
669391,2023,641680,36,68,0.5294117647058824
669395,2023,666023,181,385,0.4701298701298701
669424,2023,518735,416,689,0.6037735849056604
669432,2023,607732,238,330,0.7212121212121212
669438,2023,668670,670,960,0.6979166666666666
669456,2023,595956,1019,1957,0.5206949412365867
669459,2023,672515,463,883,0.5243488108720272
669461,2023,575929,562,1063,0.528692380056444
669467,2023,575929,605,1140,0.5307017543859649
669618,2023,641680,114,147,0.7755102040816326
669674,2023,669127,628,787,0.7979669631512071
669684,2023,657136,455,872,0.5217889908256881
669711,2023,669224,143,348,0.4109195402298851
669713,2023,543228,702,1485,0.4727272727272727
669721,2023,681351,152,218,0.6972477064220184
669724,2023,668670,67,89,0.7528089887640449
669796,2023,682848,343,876,0.3915525114155251
669854,2023,673237,465,906,0.5132450331125827
669912,2023,669127,160,197,0.8121827411167513
669923,2023,663728,1909,2826,0.6755130927105449
669947,2023,518735,707,1451,0.487250172294969
669952,2023,643376,216,253,0.8537549407114624
670032,2023,518595,30,42,0.7142857142857143
670036,2023,608596,121,196,0.6173469387755102
670042,2023,642336,41,41,1.0
670046,2023,681351,278,546,0.5091575091575091
670059,2023,641511,328,939,0.34930777422790205
670097,2023,668670,100,100,1.0
670102,2023,643376,277,539,0.5139146567717996
670124,2023,669127,388,412,0.941747572815534
670156,2023,543228,17,17,1.0
670167,2023,657136,529,830,0.6373493975903615
670174,2023,657136,789,1394,0.5659971305595409
670183,2023,669127,125,132,0.946969696969697
670241,2023,669221,227,309,0.7346278317152104
670280,2023,641511,455,1122,0.4055258467023173
670329,2023,669127,102,267,0.38202247191011235
670712,2023,661388,30,30,1.0
670766,2023,663728,88,112,0.7857142857142857
670810,2023,668939,163,191,0.8534031413612565
670871,2023,668800,43,43,1.0
670912,2023,682848,1123,2993,0.3752088205813565
670950,2023,672386,683,1367,0.4996342355523043
670955,2023,621512,51,51,1.0
670970,2023,596142,138,162,0.8518518518518519
670990,2023,595978,303,719,0.42141863699582754
671096,2023,571912,1807,1898,0.952054794520548
671106,2023,666310,788,2134,0.3692596063730084
671111,2023,686676,189,379,0.49868073878627966
671131,2023,686452,346,346,1.0
671212,2023,669127,240,240,1.0
671345,2023,668670,486,1056,0.4602272727272727
671737,2023,542194,843,1822,0.4626783754116356
672282,2023,642136,1031,2610,0.39501915708812263
672335,2023,668939,515,888,0.579954954954955
672391,2023,657136,336,392,0.8571428571428571
672578,2023,521692,698,1257,0.5552903739061257
672582,2023,521692,302,707,0.42715700141442714
672710,2023,641511,614,1146,0.5357766143106457
672715,2023,518735,137,385,0.35584415584415585
672730,2023,663728,141,168,0.8392857142857143
672782,2023,669224,31,31,1.0
672841,2023,672515,66,83,0.7951807228915663
672851,2023,660688,702,928,0.7564655172413793
672860,2023,608596,24,41,0.5853658536585366
673111,2023,642336,51,51,1.0
673540,2023,682626,1843,2803,0.6575098109168748
673858,2023,592200,57,57,1.0
674003,2023,641680,745,975,0.764102564102564
674072,2023,672515,695,1396,0.4978510028653295
674285,2023,592200,157,239,0.6569037656903766
674370,2023,595978,353,942,0.3747346072186836
674444,2023,666023,81,245,0.3306122448979592
674681,2023,596117,85,85,1.0
675540,2023,666310,442,1501,0.29447035309793473
675627,2023,669257,811,1146,0.7076788830715532
675911,2023,669221,1940,3102,0.6254029658284977
675916,2023,572287,259,740,0.35
675921,2023,641680,45,81,0.5555555555555556
675989,2023,641511,175,455,0.38461538461538464
676050,2023,575929,48,68,0.7058823529411765
676083,2023,661388,79,110,0.7181818181818181
676092,2023,666023,137,367,0.37329700272479566
676106,2023,663728,163,194,0.8402061855670103
676130,2023,682626,558,734,0.7602179836512262
676206,2023,691016,169,287,0.5888501742160279
676254,2023,672275,736,1080,0.6814814814814815
676265,2023,660688,440,703,0.6258890469416786
676272,2023,669257,1695,1962,0.863914373088685
676391,2023,623168,20,20,1.0
676395,2023,660688,343,530,0.6471698113207547
676440,2023,666310,1332,2326,0.5726569217540842
676475,2023,575929,45,45,1.0
676477,2023,657136,860,1195,0.7196652719665272
676534,2023,642336,261,516,0.5058139534883721
676596,2023,542194,533,769,0.6931079323797139
676632,2023,673237,11,11,1.0
676664,2023,669127,1987,2877,0.6906499826207856
676680,2023,596142,339,838,0.4045346062052506
676684,2023,668670,344,784,0.4387755102040816
676689,2023,592200,22,22,1.0
676701,2023,642851,15,25,0.6
676702,2023,682848,164,175,0.9371428571428572
676710,2023,657136,1482,2100,0.7057142857142857
676714,2023,543228,167,243,0.6872427983539094
676760,2023,624431,441,898,0.4910913140311804
676775,2023,666165,298,594,0.5016835016835017
676961,2023,605170,41,41,1.0
676979,2023,518735,174,292,0.5958904109589042
677020,2023,682626,111,219,0.5068493150684932
677053,2023,663743,565,966,0.5848861283643892
677076,2023,605170,69,87,0.7931034482758621
677161,2023,657136,98,181,0.5414364640883977
677651,2023,455117,468,468,1.0
677865,2023,669257,179,447,0.4004474272930649
677944,2023,672515,263,418,0.6291866028708134
677960,2023,543592,340,1073,0.3168685927306617
678061,2023,596142,259,435,0.5954022988505747
678226,2023,518595,62,83,0.7469879518072289
678394,2023,657136,1339,2622,0.5106788710907704
678606,2023,660688,356,563,0.6323268206039077
679346,2023,686676,57,150,0.38
679525,2023,666023,563,1342,0.4195230998509687
679885,2023,672515,205,240,0.8541666666666666
680232,2023,669134,76,76,1.0
680570,2023,668939,1474,2104,0.7005703422053232
680573,2023,543877,99,99,1.0
680686,2023,660688,2357,2817,0.8367057152999645
680689,2023,663886,240,331,0.7250755287009063
680694,2023,668939,1819,2642,0.6884935654806964
680704,2023,666310,280,1009,0.27750247770069375
680723,2023,575929,256,672,0.38095238095238093
680735,2023,521692,305,578,0.527681660899654
680739,2023,543877,414,560,0.7392857142857143
680742,2023,682515,56,56,1.0
680767,2023,553869,157,186,0.8440860215053764
680983,2023,681351,36,36,1.0
681190,2023,543309,303,669,0.452914798206278
681217,2023,642136,445,889,0.500562429696288
681402,2023,669257,209,408,0.5122549019607843
681432,2023,665804,81,136,0.5955882352941176
681517,2023,575929,23,58,0.39655172413793105
681584,2023,666165,8,8,1.0
681806,2023,681351,324,663,0.48868778280542985
681807,2023,666310,72,72,1.0
681808,2023,668939,11,11,1.0
681810,2023,595453,21,23,0.9130434782608695
681857,2023,668670,1096,1744,0.6284403669724771
681867,2023,542194,411,558,0.7365591397849462
681869,2023,455117,172,172,1.0
681882,2023,682848,291,443,0.6568848758465011
681892,2023,680777,178,192,0.9270833333333334
681911,2023,669257,553,866,0.6385681293302541
681982,2023,641680,393,601,0.653910149750416
681987,2023,521692,22,22,1.0
682010,2023,518735,179,340,0.5264705882352941
682051,2023,668670,154,310,0.4967741935483871
682052,2023,650907,118,194,0.6082474226804123
682120,2023,666310,178,510,0.34901960784313724
682171,2023,663728,210,236,0.8898305084745762
682175,2023,657136,375,443,0.8465011286681715
682227,2023,663886,1486,1940,0.765979381443299
682243,2023,663728,1839,2095,0.8778042959427208
682842,2023,661388,310,520,0.5961538461538461
682847,2023,641511,680,1462,0.46511627906976744
682967,2023,669127,128,166,0.7710843373493976
682989,2023,642136,66,66,1.0
682990,2023,682848,774,866,0.8937644341801386
683155,2023,691016,169,169,1.0
683175,2023,663886,204,381,0.5354330708661418
683232,2023,553869,216,363,0.5950413223140496
683769,2023,572287,405,687,0.5895196506550219
685107,2023,521692,55,55,1.0
685314,2023,672515,131,160,0.81875
685410,2023,572287,353,551,0.6406533575317604
686218,2023,669257,721,1031,0.6993210475266731
686294,2023,660688,336,471,0.7133757961783439
686539,2023,656024,81,193,0.41968911917098445
686610,2023,669127,1773,2558,0.6931196247068022
686613,2023,673237,1589,2725,0.5831192660550458
686651,2023,571912,100,224,0.44642857142857145
686654,2023,663728,132,207,0.6376811594202898
686730,2023,663886,291,291,1.0
686747,2023,660688,309,541,0.5711645101663586
686752,2023,605131,504,654,0.7706422018348624
686753,2023,672515,460,674,0.6824925816023739
686826,2023,672515,242,370,0.654054054054054
686839,2023,668670,424,669,0.6337817638266069
686842,2023,596117,63,86,0.7325581395348837
686972,2023,663698,37,65,0.5692307692307692
686973,2023,543877,693,1091,0.6351970669110908
687145,2023,642851,94,170,0.5529411764705883
687330,2023,542194,503,1068,0.47097378277153557
687396,2023,680777,382,494,0.7732793522267206
687798,2023,669257,156,400,0.39
687830,2023,608348,336,336,1.0
687888,2023,657136,266,365,0.7287671232876712
687922,2023,669127,102,152,0.6710526315789473
688427,2023,642136,46,100,0.46
689147,2023,596117,49,61,0.8032786885245902
689167,2023,607732,80,97,0.8247422680412371
689172,2023,672275,11,11,1.0
689225,2023,668670,308,638,0.4827586206896552
689266,2023,669221,481,570,0.843859649122807
689690,2023,596142,41,47,0.8723404255319149
690829,2023,681351,92,202,0.45544554455445546
690986,2023,672275,329,588,0.5595238095238095
691094,2023,663886,34,34,1.0
691587,2023,663743,873,1538,0.5676202860858257
693312,2023,682848,95,111,0.8558558558558559
693433,2023,663728,935,1452,0.6439393939393939
693821,2023,669221,1801,2851,0.6317081725710277
694037,2023,543228,316,494,0.6396761133603239
694297,2023,672515,832,1614,0.5154894671623296
694363,2023,518595,572,864,0.6620370370370371
694813,2023,669257,354,548,0.6459854014598541
695243,2023,669127,412,611,0.67430441898527
696136,2023,665804,354,583,0.6072041166380789
696147,2023,642136,252,321,0.7850467289719626
700363,2023,669221,278,454,0.6123348017621145
701643,2023,682626,474,643,0.7371695178849145
434378,2024,673237,1040,1580,0.6582278481012658
445276,2024,657136,428,810,0.528395061728395
445926,2024,518595,649,1049,0.6186844613918017
448179,2024,657136,41,71,0.5774647887323944
450203,2024,518595,1667,2796,0.59620886981402
453286,2024,668800,529,670,0.7895522388059701
455119,2024,657136,342,659,0.5189681335356601
456501,2024,681351,173,173,1.0
458677,2024,663886,604,822,0.7347931873479319
458681,2024,671056,968,2040,0.4745098039215686
471911,2024,595978,898,1693,0.5304193738924985
472610,2024,681351,578,904,0.6393805309734514
477132,2024,669257,366,508,0.7204724409448819
489119,2024,661388,118,118,1.0
489446,2024,641680,932,1045,0.8918660287081339
493603,2024,682626,543,990,0.5484848484848485
500743,2024,605131,14,14,1.0
500779,2024,682626,1527,2826,0.5403397027600849
502043,2024,575929,1095,2765,0.3960216998191682
502085,2024,641680,1013,1228,0.8249185667752443
502171,2024,595978,242,242,1.0
502179,2024,672386,83,158,0.5253164556962026
502624,2024,657136,580,1022,0.5675146771037182
506433,2024,669134,882,1191,0.7405541561712846
518397,2024,669127,520,596,0.87248322147651
518489,2024,669257,267,364,0.7335164835164835
518585,2024,663886,722,1147,0.6294681778552746
518617,2024,682626,235,627,0.3748006379585327
518876,2024,680728,528,1143,0.46194225721784776
518886,2024,668939,614,969,0.6336429308565531
519008,2024,669127,596,857,0.6954492415402567
519043,2024,681351,653,859,0.760186263096624
519151,2024,673237,589,969,0.6078431372549019
519242,2024,518595,1319,2818,0.4680624556422995
519293,2024,666023,357,681,0.5242290748898678
519326,2024,681351,996,1166,0.8542024013722127
523260,2024,669257,392,550,0.7127272727272728
527048,2024,663698,712,2208,0.322463768115942
527054,2024,682626,68,68,1.0
528748,2024,672515,181,186,0.9731182795698925
541640,2024,666163,217,304,0.7138157894736842
542585,2024,681351,236,313,0.7539936102236422
542881,2024,681351,2464,2921,0.843546730571722
542882,2024,663743,49,93,0.5268817204301075
542888,2024,666163,473,1111,0.42574257425742573
543037,2024,669224,935,1541,0.6067488643737833
543056,2024,668939,290,466,0.6223175965665236
543063,2024,575929,35,35,1.0
543135,2024,641680,2443,2623,0.9313762866946245
543238,2024,666310,79,79,1.0
543243,2024,686780,998,2486,0.4014481094127112
543294,2024,665804,1626,2135,0.761592505854801
543305,2024,642136,18,18,1.0
543339,2024,669257,716,981,0.7298674821610601
543351,2024,543877,259,453,0.5717439293598234
543391,2024,663886,58,78,0.7435897435897436
543475,2024,521692,41,72,0.5694444444444444
543510,2024,668939,10,10,1.0
543518,2024,672515,331,578,0.5726643598615917
543766,2024,455117,49,97,0.5051546391752577
543859,2024,669224,506,1424,0.3553370786516854
544150,2024,668939,1133,2242,0.5053523639607493
545121,2024,656180,12,23,0.5217391304347826
547001,2024,669224,213,385,0.5532467532467532
547179,2024,641680,1229,2093,0.5871954132823698
547184,2024,669127,338,474,0.7130801687763713
547973,2024,518735,498,1130,0.4407079646017699
548384,2024,682626,83,119,0.6974789915966386
548389,2024,669127,1043,1367,0.7629846378931968
552640,2024,671056,421,1038,0.4055876685934489
554340,2024,643376,257,632,0.40664556962025317
554430,2024,592663,2336,3136,0.7448979591836735
554431,2024,518595,99,179,0.553072625698324
570257,2024,657136,139,249,0.5582329317269076
570632,2024,641680,759,1769,0.429055963821368
571466,2024,645444,11,11,1.0
571510,2024,666310,494,669,0.7384155455904334
571527,2024,571912,58,58,1.0
571539,2024,553869,170,170,1.0
571578,2024,660688,2079,2889,0.719626168224299
571656,2024,663886,976,1193,0.818105616093881
571657,2024,543877,23,41,0.5609756097560976
571670,2024,660688,403,1020,0.39509803921568626
571760,2024,641680,1428,2739,0.5213581599123768
571771,2024,605131,26,45,0.5777777777777777
571863,2024,553869,16,23,0.6956521739130435
571882,2024,660688,899,1371,0.6557257476294676
571912,2024,663886,65,65,1.0
571927,2024,575929,322,758,0.42480211081794195
571945,2024,671056,1129,2705,0.4173752310536044
571946,2024,668670,423,853,0.4958968347010551
571948,2024,661388,733,1053,0.6961063627730294
572020,2024,669257,1273,1708,0.7453161592505855
572143,2024,663743,293,896,0.32700892857142855
572955,2024,518595,593,900,0.6588888888888889
572971,2024,606992,159,308,0.5162337662337663
573009,2024,672515,449,897,0.5005574136008919
573124,2024,672275,746,1082,0.6894639556377079
573186,2024,669224,1653,2668,0.6195652173913043
573204,2024,543877,579,895,0.646927374301676
573262,2024,672275,29,29,1.0
579328,2024,643376,1496,2926,0.5112781954887218
592094,2024,666163,379,1121,0.33809099018733274
592155,2024,657136,548,699,0.7839771101573677
592288,2024,663743,156,302,0.5165562913907285
592332,2024,643376,1390,2959,0.46975329503210544
592351,2024,641680,1104,1635,0.6752293577981652
592426,2024,672275,249,921,0.2703583061889251
592454,2024,669224,454,754,0.6021220159151194
592662,2024,592200,435,568,0.7658450704225352
592741,2024,553869,10,10,1.0
592767,2024,665804,513,1029,0.49854227405247814
592773,2024,663728,613,985,0.6223350253807106
592779,2024,680777,154,268,0.5746268656716418
592791,2024,665804,1634,2483,0.6580749093838099
592836,2024,592663,891,1435,0.6209059233449478
592866,2024,660688,683,1064,0.6419172932330827
593334,2024,518735,277,374,0.7406417112299465
593423,2024,663886,815,2638,0.3089461713419257
593576,2024,665804,510,1013,0.5034550839091807
593833,2024,673237,2,2,1.0
593934,2024,681351,3,3,1.0
593958,2024,645444,468,871,0.5373134328358209
593974,2024,669134,384,595,0.6453781512605042
594580,2024,663886,464,632,0.7341772151898734
594798,2024,641680,172,172,1.0
594835,2024,680779,244,546,0.4468864468864469
594902,2024,666310,1652,2409,0.6857617268576173
595014,2024,669257,509,737,0.6906377204884667
595345,2024,680777,319,629,0.5071542130365659
595881,2024,666310,155,271,0.5719557195571956
595897,2024,624431,159,210,0.7571428571428571
595928,2024,607732,20,38,0.5263157894736842
595978,2024,666310,20,20,1.0
596001,2024,663886,525,944,0.5561440677966102
596117,2024,592663,32,65,0.49230769230769234
596133,2024,669224,834,1374,0.6069868995633187
596295,2024,553869,1084,2622,0.41342486651411137
598264,2024,656180,137,237,0.5780590717299579
598286,2024,669257,109,198,0.5505050505050505
600917,2024,641680,852,1207,0.7058823529411765
600986,2024,661388,341,742,0.45956873315363883
601713,2024,657136,1326,2392,0.5543478260869565
605121,2024,686676,588,949,0.6195995785036881
605130,2024,666310,616,1027,0.5998052580331061
605135,2024,672386,2227,2976,0.7483198924731183
605154,2024,686676,562,995,0.5648241206030151
605155,2024,665804,210,392,0.5357142857142857
605156,2024,669127,403,403,1.0
605177,2024,608348,525,979,0.5362614913176711
605182,2024,455117,155,307,0.504885993485342
605218,2024,543309,12,12,1.0
605280,2024,669224,617,1087,0.5676172953081877
605288,2024,682626,331,1131,0.2926613616268789
605335,2024,571912,80,117,0.6837606837606838
605347,2024,621512,291,806,0.3610421836228288
605397,2024,543309,917,1522,0.602496714848883
605400,2024,592663,1550,3193,0.4854368932038835
605447,2024,643376,143,219,0.6529680365296804
605452,2024,661388,865,1202,0.7196339434276207
605463,2024,673237,641,1208,0.5306291390728477
605483,2024,672275,1438,1774,0.8105975197294251
605488,2024,666163,246,565,0.4353982300884956
605513,2024,596117,561,920,0.6097826086956522
606149,2024,575929,233,401,0.5810473815461347
606160,2024,673237,429,683,0.6281112737920937
606303,2024,661388,691,916,0.7543668122270742
606930,2024,660688,829,1125,0.7368888888888889
606965,2024,666163,378,534,0.7078651685393258
607067,2024,661388,2129,2656,0.8015813253012049
607074,2024,669224,1958,3102,0.6312056737588653
607179,2024,660688,433,734,0.5899182561307902
607192,2024,669257,1843,1935,0.9524547803617571
607200,2024,686676,1122,2895,0.38756476683937824
607237,2024,681351,91,104,0.875
607259,2024,663886,1619,2126,0.7615239887111948
607455,2024,669257,565,797,0.7089084065244667
607481,2024,669221,432,970,0.44536082474226807
607536,2024,607732,570,1769,0.322215941209723
607625,2024,521692,1782,3116,0.5718870346598203
607644,2024,668939,184,320,0.575
608032,2024,681351,427,837,0.5101553166069295
608331,2024,518595,1505,2766,0.5441070137382502
608334,2024,681351,1130,1490,0.7583892617449665
608344,2024,668939,1323,1772,0.7466139954853274
608371,2024,663886,427,885,0.4824858757062147
608379,2024,521692,1436,2605,0.5512476007677544
608566,2024,607732,70,70,1.0
608638,2024,663728,184,530,0.3471698113207547
608648,2024,666023,95,189,0.5026455026455027
608678,2024,686676,183,365,0.5013698630136987
608717,2024,521692,557,999,0.5575575575575575
608718,2024,663886,589,1022,0.576320939334638
608723,2024,663728,678,976,0.694672131147541
612434,2024,672515,154,233,0.6609442060085837
613534,2024,669127,667,813,0.8204182041820418
614179,2024,592663,481,839,0.5733015494636472
615698,2024,607732,1468,2645,0.5550094517958412
620443,2024,682626,3,3,1.0
620982,2024,592663,126,221,0.5701357466063348
621016,2024,665804,184,323,0.5696594427244582
621051,2024,686676,374,643,0.5816485225505443
621053,2024,669127,669,827,0.8089480048367593
621097,2024,666163,153,221,0.6923076923076923
621107,2024,666163,872,2447,0.3563547200653862
621111,2024,669257,926,1336,0.6931137724550899
621112,2024,669127,725,1212,0.5981848184818482
621114,2024,672386,289,570,0.5070175438596491
621199,2024,668939,147,501,0.2934131736526946
621237,2024,592663,617,1057,0.5837275307473982
621242,2024,682626,540,874,0.6178489702517163
621244,2024,672386,2719,2920,0.9311643835616439
621294,2024,518735,121,259,0.4671814671814672
621345,2024,518595,362,526,0.688212927756654
621363,2024,666163,272,551,0.49364791288566245
621366,2024,680779,58,174,0.3333333333333333
621381,2024,592663,670,987,0.6788247213779128
621383,2024,686676,432,1181,0.3657917019475021
621389,2024,553869,458,1133,0.4042365401588703
621399,2024,518735,44,44,1.0
621550,2024,543228,13,13,1.0
622065,2024,682626,137,268,0.5111940298507462
622072,2024,669127,760,760,1.0
622075,2024,665804,170,272,0.625
622088,2024,663886,25,47,0.5319148936170213
622098,2024,682626,174,328,0.5304878048780488
622103,2024,669127,79,79,1.0
622250,2024,641680,250,284,0.8802816901408451
622251,2024,680777,220,420,0.5238095238095238
622253,2024,668939,348,591,0.5888324873096447
622259,2024,665804,91,179,0.5083798882681564
622268,2024,672275,13,13,1.0
622491,2024,663728,2199,2867,0.7670038367631671
622503,2024,605131,60,93,0.6451612903225806
622554,2024,668939,280,1064,0.2631578947368421
622569,2024,624512,18,18,1.0
622608,2024,696100,218,218,1.0
622663,2024,682626,1460,2892,0.5048409405255878
622694,2024,669257,160,252,0.6349206349206349
622766,2024,673237,10,10,1.0
622786,2024,663743,190,648,0.2932098765432099
623149,2024,672515,279,633,0.44075829383886256
623167,2024,686676,1194,2799,0.4265809217577706
623168,2024,672386,8,8,1.0
623211,2024,663743,310,868,0.35714285714285715
623352,2024,673237,773,1168,0.6618150684931506
623433,2024,521692,319,578,0.5519031141868512
623437,2024,680777,12,20,0.6
623451,2024,518595,51,51,1.0
623465,2024,669257,602,909,0.6622662266226622
623474,2024,669221,90,189,0.47619047619047616
623520,2024,621512,15,15,1.0
624133,2024,592663,1717,2359,0.7278507842306062
624431,2024,669224,43,43,1.0
624522,2024,665804,344,538,0.6394052044609665
624647,2024,624431,259,386,0.6709844559585493
625643,2024,669221,1029,2102,0.4895337773549001
628317,2024,668670,895,1960,0.45663265306122447
628452,2024,518595,510,920,0.5543478260869565
628708,2024,592663,360,485,0.7422680412371134
630023,2024,645305,429,516,0.8313953488372093
640448,2024,660688,838,1087,0.7709291628334867
640451,2024,660688,481,911,0.5279912184412733
640454,2024,668939,27,27,1.0
640455,2024,682626,1801,2997,0.6009342676009343
640462,2024,663743,363,1181,0.3073666384419983
640470,2024,665804,165,329,0.5015197568389058
640902,2024,663743,5,5,1.0
641149,2024,672386,88,148,0.5945945945945946
641154,2024,680777,1599,2986,0.5354989953114534
641302,2024,666163,1131,1673,0.6760310818888224
641312,2024,663743,156,244,0.639344262295082
641329,2024,668939,257,371,0.692722371967655
641343,2024,606992,31,75,0.41333333333333333
641360,2024,669224,105,154,0.6818181818181818
641401,2024,592663,76,97,0.7835051546391752
641427,2024,663886,75,75,1.0
641482,2024,669224,2004,2851,0.7029112592072957
641540,2024,641680,1198,1693,0.7076196101594802
641582,2024,686676,57,108,0.5277777777777778
641585,2024,673237,376,466,0.8068669527896996
641645,2024,642136,23,43,0.5348837209302325
641656,2024,624431,324,620,0.5225806451612903
641658,2024,666023,13,13,1.0
641703,2024,669257,430,595,0.7226890756302521
641712,2024,607732,818,1512,0.541005291005291
641726,2024,518735,172,281,0.6120996441281139
641729,2024,518595,537,1074,0.5
641745,2024,657136,247,744,0.33198924731182794
641755,2024,553869,517,1194,0.43299832495812396
641771,2024,686676,629,984,0.6392276422764228
641793,2024,666163,1253,2488,0.5036173633440515
641816,2024,641680,168,229,0.7336244541484717
641835,2024,643376,245,740,0.3310810810810811
641927,2024,680777,1390,2697,0.5153874675565443
641941,2024,663886,452,594,0.7609427609427609
642016,2024,641680,58,104,0.5576923076923077
642028,2024,553869,127,174,0.7298850574712644
642048,2024,663728,430,633,0.6793048973143759
642086,2024,657136,16,31,0.5161290322580645
642100,2024,663728,353,427,0.8266978922716628
642121,2024,666163,192,296,0.6486486486486487
642133,2024,680779,19,44,0.4318181818181818
642207,2024,661388,285,395,0.7215189873417721
642215,2024,596117,8,8,1.0
642216,2024,644433,82,147,0.5578231292517006
642232,2024,669257,716,1489,0.48085963734049697
642239,2024,606992,80,121,0.6611570247933884
642397,2024,596117,270,971,0.2780638516992791
642520,2024,641680,250,492,0.508130081300813
642528,2024,624431,48,61,0.7868852459016393
642546,2024,641680,560,767,0.7301173402868318
642547,2024,661388,2609,3070,0.8498371335504886
642629,2024,645305,169,371,0.4555256064690027
642701,2024,663698,420,1109,0.3787195671776375
642834,2024,645305,49,122,0.4016393442622951
643256,2024,681351,333,424,0.785377358490566
643338,2024,672386,425,850,0.5
643361,2024,661388,134,151,0.8874172185430463
643377,2024,543877,564,1072,0.5261194029850746
643396,2024,643376,11,18,0.6111111111111112
643410,2024,665804,423,1019,0.4151128557409225
643493,2024,641680,46,80,0.575
643511,2024,672275,654,1010,0.6475247524752475
646242,2024,663728,163,166,0.9819277108433735
647315,2024,672386,319,760,0.41973684210526313
647336,2024,686676,980,1447,0.6772633033863165
650489,2024,543877,9,15,0.6
650556,2024,673237,812,1302,0.6236559139784946
650633,2024,669134,1232,2827,0.4357976653696498
650644,2024,666163,981,2700,0.36333333333333334
650671,2024,681351,230,379,0.6068601583113457
650893,2024,672386,502,1047,0.4794651384909265
650895,2024,680777,122,177,0.6892655367231638
650911,2024,592663,1729,2798,0.6179413867047892
650960,2024,680777,56,56,1.0
655889,2024,666163,372,609,0.6108374384236454
656186,2024,521692,47,83,0.5662650602409639
656222,2024,553869,442,1195,0.3698744769874477
656232,2024,673237,187,510,0.36666666666666664
656234,2024,607732,298,688,0.4331395348837209
656240,2024,543877,213,327,0.6513761467889908
656266,2024,661388,83,88,0.9431818181818182
656271,2024,641680,194,581,0.33390705679862304
656288,2024,681351,2022,2876,0.7030598052851182
656302,2024,669134,2514,3188,0.7885821831869511
656353,2024,668939,67,67,1.0
656354,2024,543309,78,142,0.5492957746478874
656412,2024,608348,464,1007,0.46077457795431975
656420,2024,669257,128,156,0.8205128205128205
656427,2024,608348,1495,2646,0.5650037792894935
656457,2024,592663,112,145,0.7724137931034483
656458,2024,607732,29,47,0.6170212765957447
656464,2024,672515,633,1185,0.5341772151898734
656529,2024,666310,236,351,0.6723646723646723
656546,2024,592663,657,1004,0.6543824701195219
656550,2024,669221,653,976,0.6690573770491803
656557,2024,657136,1686,2740,0.6153284671532847
656605,2024,518735,1414,2852,0.4957924263674614
656629,2024,686676,449,1150,0.39043478260869563
