pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
621295,2019,547379,592,979,0.6046986721144024
621345,2019,435263,294,605,0.4859504132231405
621350,2019,456078,49,53,0.9245283018867925
621363,2019,518595,479,874,0.5480549199084668
621366,2019,643376,155,155,1.0
621368,2019,643396,39,39,1.0
621381,2019,595978,1104,1799,0.613674263479711
621385,2019,606988,260,526,0.49429657794676807
621389,2019,642082,393,521,0.7543186180422264
621397,2019,547379,390,551,0.7078039927404719
621592,2019,668670,93,189,0.49206349206349204
622065,2019,608348,804,1339,0.6004480955937267
622072,2019,571657,329,586,0.5614334470989761
622075,2019,547172,321,608,0.5279605263157895
622092,2019,664926,182,435,0.41839080459770117
622103,2019,595978,193,461,0.41865509761388287
622250,2019,669257,130,185,0.7027027027027027
622251,2019,650619,195,328,0.5945121951219512
622253,2019,642082,183,350,0.5228571428571429
622259,2019,595978,434,906,0.47902869757174393
622446,2019,608700,437,788,0.5545685279187818
622491,2019,571466,1760,3158,0.5573147561747942
622492,2019,571466,67,67,1.0
622505,2019,606988,382,687,0.5560407569141194
622554,2019,592663,413,464,0.8900862068965517
622608,2019,547172,1166,2257,0.516614975631369
622663,2019,519222,219,219,1.0
622694,2019,595751,1166,1446,0.8063623789764869
622766,2019,595978,71,102,0.696078431372549
622772,2019,543510,290,542,0.5350553505535055
622774,2019,606988,47,80,0.5875
622783,2019,543308,10,10,1.0
622786,2019,547172,339,620,0.5467741935483871
622795,2019,624431,62,100,0.62
622797,2019,543148,166,417,0.3980815347721823
622864,2019,488771,170,282,0.6028368794326241
623149,2019,467092,219,330,0.6636363636363637
623167,2019,467092,217,281,0.7722419928825622
623184,2019,547172,599,903,0.6633444075304541
623352,2019,518735,961,1189,0.808242220353238
623354,2019,467092,86,173,0.49710982658959535
623364,2019,595978,295,633,0.4660347551342812
623381,2019,643376,775,1259,0.6155679110405083
623402,2019,467092,80,144,0.5555555555555556
623430,2019,572033,126,270,0.4666666666666667
623433,2019,595751,483,1114,0.43357271095152605
623439,2019,553882,47,63,0.746031746031746
623454,2019,592663,90,110,0.8181818181818182
623465,2019,600474,254,567,0.4479717813051146
623470,2019,455117,179,547,0.3272394881170018
623474,2019,592200,39,95,0.4105263157894737
623913,2019,572033,259,519,0.49903660886319845
624133,2019,592663,560,771,0.7263294422827496
624586,2019,547379,83,123,0.6747967479674797
625643,2019,456078,2163,3163,0.6838444514701233
626929,2019,488771,251,492,0.5101626016260162
628317,2019,605131,949,2437,0.3894132129667624
628333,2019,543510,187,255,0.7333333333333333
628452,2019,571466,677,1149,0.5892080069625761
628711,2019,431145,564,1347,0.41870824053452116
630023,2019,572287,945,1989,0.4751131221719457
630263,2019,543228,29,29,1.0
639373,2019,553882,174,197,0.883248730964467
640451,2019,600474,83,137,0.6058394160583942
640455,2019,572033,267,444,0.6013513513513513
640462,2019,572033,109,202,0.5396039603960396
640464,2019,641598,223,384,0.5807291666666666
640470,2019,575929,142,225,0.6311111111111111
641149,2019,435263,141,645,0.2186046511627907
641154,2019,595751,1060,1808,0.5862831858407079
641302,2019,668670,449,918,0.4891067538126362
641312,2019,519390,793,1599,0.4959349593495935
641341,2019,467092,220,404,0.5445544554455446
641438,2019,452095,119,195,0.6102564102564103
641482,2019,596142,750,1305,0.5747126436781609
641525,2019,606988,16,28,0.5714285714285714
641541,2019,608348,338,681,0.49632892804698975
641571,2019,595956,158,453,0.3487858719646799
641627,2019,457763,488,914,0.5339168490153173
641712,2019,425877,2002,2878,0.6956219596942321
641729,2019,543308,521,1060,0.49150943396226415
641743,2019,624512,258,258,1.0
641745,2019,455117,1168,2713,0.4305197198673056
641755,2019,595751,631,874,0.7219679633867276
641778,2019,642336,1124,2520,0.44603174603174606
641793,2019,641598,341,555,0.6144144144144145
641816,2019,592200,1058,2211,0.4785165083672546
641835,2019,643376,597,929,0.6426264800861141
641838,2019,455117,334,919,0.3634385201305767
641851,2019,435559,153,298,0.5134228187919463
641853,2019,668670,247,511,0.48336594911937375
641871,2019,607345,98,143,0.6853146853146853
641941,2019,572287,534,1079,0.494902687673772
642003,2019,592200,64,92,0.6956521739130435
642008,2019,467092,85,121,0.7024793388429752
642028,2019,600474,140,263,0.532319391634981
642067,2019,543877,339,461,0.735357917570499
642073,2019,488671,182,316,0.5759493670886076
642083,2019,572287,42,42,1.0
642098,2019,455117,726,2276,0.3189806678383128
642100,2019,664926,112,153,0.7320261437908496
642121,2019,572287,55,130,0.4230769230769231
642152,2019,572033,695,995,0.6984924623115578
642207,2019,518735,147,270,0.5444444444444444
642226,2019,600474,103,103,1.0
642231,2019,600474,383,770,0.4974025974025974
642232,2019,572287,1042,2062,0.5053346265761397
642233,2019,642336,90,181,0.4972375690607735
642397,2019,543308,467,1114,0.41921005385996407
642528,2019,596142,280,592,0.47297297297297297
642545,2019,607345,588,1498,0.3925233644859813
642546,2019,624431,189,332,0.5692771084337349
642547,2019,518735,1006,1603,0.627573300062383
642558,2019,543148,879,2051,0.42857142857142855
642578,2019,621532,184,329,0.5592705167173252
642607,2019,553869,1054,1149,0.917319408181027
642701,2019,605131,104,104,1.0
642770,2019,664119,57,134,0.4253731343283582
642840,2019,547172,106,361,0.29362880886426596
643230,2019,553869,1513,2007,0.7538614848031888
643256,2019,547379,532,805,0.6608695652173913
643290,2019,553882,100,136,0.7352941176470589
643316,2019,600474,623,1080,0.5768518518518518
643327,2019,488671,448,1551,0.28884590586718245
643338,2019,596142,750,1320,0.5681818181818182
643354,2019,518735,88,108,0.8148148148148148
643466,2019,547172,118,208,0.5673076923076923
643478,2019,543148,167,333,0.5015015015015015
643493,2019,518595,469,725,0.646896551724138
643511,2019,457763,122,256,0.4765625
643603,2019,455139,75,88,0.8522727272727273
643615,2019,624512,261,404,0.6460396039603961
643617,2019,543308,245,537,0.45623836126629425
643778,2019,425877,554,899,0.6162402669632926
644364,2019,592663,43,68,0.6323529411764706
645261,2019,592407,1577,3111,0.5069109611057537
645801,2019,596142,42,42,1.0
647336,2019,435263,1291,2561,0.5040999609527528
650382,2019,543877,509,685,0.743065693430657
650530,2019,668670,116,130,0.8923076923076924
650556,2019,455117,79,146,0.541095890410959
650633,2019,519222,41,41,1.0
650644,2019,547379,685,863,0.7937427578215527
650671,2019,595751,529,656,0.8064024390243902
650738,2019,519222,32,32,1.0
650813,2019,553869,104,104,1.0
650893,2019,446308,181,372,0.48655913978494625
650895,2019,518595,499,1133,0.440423654015887
656186,2019,553882,133,295,0.45084745762711864
656222,2019,572287,988,1825,0.5413698630136986
656257,2019,595751,486,697,0.697274031563845
656271,2019,624431,437,476,0.9180672268907563
656288,2019,518960,999,1552,0.6436855670103093
656302,2019,543510,1061,1368,0.7755847953216374
656322,2019,519390,230,455,0.5054945054945055
656354,2019,592663,236,411,0.5742092457420924
656427,2019,425877,2434,3182,0.7649277184160905
656464,2019,608348,235,396,0.5934343434343434
656546,2019,547172,642,1265,0.5075098814229249
656547,2019,596142,392,697,0.5624103299856528
656605,2019,607732,673,932,0.7221030042918455
656685,2019,624431,290,1030,0.2815533980582524
656686,2019,545358,220,372,0.5913978494623656
656713,2019,572287,563,878,0.6412300683371298
656725,2019,553869,299,548,0.5456204379562044
656756,2019,519222,82,82,1.0
656794,2019,452095,520,1185,0.4388185654008439
656803,2019,575929,154,206,0.7475728155339806
656814,2019,600474,80,80,1.0
656887,2019,643376,570,612,0.9313725490196079
656945,2019,600474,255,468,0.5448717948717948
656954,2019,608596,512,673,0.7607726597325408
656970,2019,488771,392,732,0.5355191256830601
656977,2019,452095,350,564,0.6205673758865248
657024,2019,553882,539,972,0.5545267489711934
657031,2019,543877,606,840,0.7214285714285714
657053,2019,452095,358,785,0.45605095541401275
657097,2019,435263,297,536,0.5541044776119403
657117,2019,435559,29,29,1.0
657140,2019,435263,219,355,0.6169014084507042
657141,2019,595751,752,1381,0.5445329471397538
657228,2019,607345,123,412,0.29854368932038833
657277,2019,519390,405,676,0.599112426035503
657566,2019,553869,268,342,0.783625730994152
657571,2019,431145,296,832,0.3557692307692308
657585,2019,606988,246,319,0.7711598746081505
657610,2019,641598,155,326,0.4754601226993865
657612,2019,650619,329,642,0.5124610591900312
657624,2019,455139,578,1142,0.5061295971978984
657766,2019,425772,95,149,0.6375838926174496
658305,2019,592663,469,729,0.6433470507544582
658551,2019,425877,127,218,0.5825688073394495
658648,2019,595978,85,85,1.0
658791,2019,643396,77,114,0.6754385964912281
658792,2019,518735,187,337,0.5548961424332344
659275,2019,642336,533,1233,0.43227899432278993
660494,2019,545358,162,333,0.4864864864864865
660546,2019,643376,33,33,1.0
660623,2019,452095,66,66,1.0
660761,2019,518960,331,1489,0.22229684351914036
660813,2019,488771,107,146,0.7328767123287672
660853,2019,595284,126,176,0.7159090909090909
660896,2019,641598,21,29,0.7241379310344828
661255,2019,608348,472,871,0.5419058553386912
661403,2019,624431,235,345,0.6811594202898551
662253,2019,595978,248,416,0.5961538461538461
663423,2019,643376,1570,2759,0.5690467560710403
663432,2019,543228,513,908,0.5649779735682819
663465,2019,624431,565,837,0.6750298685782556
663531,2019,642336,374,450,0.8311111111111111
663567,2019,455104,779,1594,0.4887076537013802
663776,2019,607345,297,714,0.41596638655462187
663855,2019,425877,329,454,0.724669603524229
663978,2019,595978,1583,2284,0.6930823117338003
663992,2019,455117,145,381,0.3805774278215223
664034,2019,642336,14,28,0.5
664042,2019,543877,305,399,0.7644110275689223
664045,2019,600474,351,613,0.5725938009787929
664054,2019,641598,240,369,0.6504065040650406
664062,2019,669257,434,693,0.6262626262626263
664092,2019,488771,77,134,0.5746268656716418
664126,2019,518595,116,387,0.2997416020671835
664129,2019,553869,494,651,0.7588325652841782
664139,2019,624431,120,270,0.4444444444444444
664157,2019,519390,191,379,0.503957783641161
664180,2019,668670,376,505,0.7445544554455445
664192,2019,595978,2470,2643,0.9345440786984487
664196,2019,607333,253,423,0.5981087470449172
664199,2019,608348,924,1512,0.6111111111111112
664208,2019,595978,276,608,0.45394736842105265
664238,2019,608596,35,35,1.0
664285,2019,455139,595,1175,0.5063829787234042
664353,2019,455139,493,693,0.7113997113997114
664854,2019,425877,379,582,0.6512027491408935
664856,2019,519222,248,519,0.47784200385356457
664871,2019,425772,265,442,0.5995475113122172
664918,2019,595751,107,193,0.5544041450777202
665001,2019,543877,91,163,0.558282208588957
665093,2019,553882,150,303,0.49504950495049505
665120,2019,572863,39,93,0.41935483870967744
666200,2019,669221,152,171,0.8888888888888888
667498,2019,595751,572,572,1.0
668665,2019,467092,79,141,0.5602836879432624
668676,2019,547379,963,1892,0.508985200845666
668678,2019,595751,527,1391,0.3788641265276779
668683,2019,435263,94,164,0.573170731707317
669060,2019,452095,358,358,1.0
669160,2019,669257,413,566,0.7296819787985865
669203,2019,518735,729,903,0.8073089700996677
669214,2019,457763,183,319,0.5736677115987461
669270,2019,571466,64,166,0.3855421686746988
669456,2019,547379,1893,3333,0.5679567956795679
670036,2019,553882,250,408,0.6127450980392157
670167,2019,606988,136,251,0.5418326693227091
670280,2019,595978,114,196,0.5816326530612245
670329,2019,547172,99,99,1.0
670426,2019,455104,47,138,0.34057971014492755
670456,2019,592663,187,338,0.5532544378698225
670712,2019,518595,41,60,0.6833333333333333
670950,2019,595751,1214,2307,0.5262245340268747
670970,2019,642336,97,154,0.6298701298701299
671790,2019,595978,238,346,0.6878612716763006
672335,2019,455139,156,163,0.9570552147239264
672773,2019,571912,286,639,0.4475743348982786
673258,2019,595978,245,526,0.46577946768060835
673633,2019,608348,586,942,0.6220806794055201
675916,2019,547379,52,94,0.5531914893617021
676606,2019,595978,432,960,0.45
677976,2019,641598,169,427,0.3957845433255269
424144,2020,506702,155,292,0.5308219178082192
425794,2020,425877,863,930,0.9279569892473118
425844,2020,455117,1060,1060,1.0
430935,2020,452095,52,52,1.0
433589,2020,669221,226,315,0.7174603174603175
434378,2020,455117,73,73,1.0
434671,2020,435559,976,976,1.0
435522,2020,595284,14,14,1.0
444468,2020,608348,179,398,0.44974874371859297
445213,2020,595751,159,352,0.45170454545454547
445276,2020,669257,224,446,0.5022421524663677
445926,2020,624431,125,305,0.4098360655737705
446321,2020,518735,197,315,0.6253968253968254
446372,2020,455139,18,18,1.0
448179,2020,553902,167,619,0.26978998384491115
448281,2020,543228,73,134,0.5447761194029851
448855,2020,608348,198,412,0.48058252427184467
450172,2020,455139,59,108,0.5462962962962963
450203,2020,572287,303,660,0.4590909090909091
451584,2020,553869,48,121,0.39669421487603307
452657,2020,575929,1008,1008,1.0
453172,2020,467092,222,417,0.5323741007194245
453178,2020,521692,175,265,0.660377358490566
453192,2020,425877,121,205,0.5902439024390244
453265,2020,663698,153,280,0.5464285714285714
453268,2020,547172,222,412,0.5388349514563107
453281,2020,642082,287,367,0.782016348773842
453284,2020,592663,155,321,0.48286604361370716
453286,2020,435559,985,1216,0.8100328947368421
453343,2020,518595,199,333,0.5975975975975976
453562,2020,592663,632,729,0.8669410150891632
453943,2020,467092,13,13,1.0
455119,2020,518595,199,286,0.6958041958041958
456124,2020,596142,38,38,1.0
456501,2020,644433,774,1145,0.6759825327510917
456701,2020,641598,133,133,1.0
457915,2020,543228,191,286,0.6678321678321678
457918,2020,596142,352,787,0.44726810673443457
458676,2020,553882,372,793,0.4691046658259773
458677,2020,467092,235,349,0.673352435530086
458681,2020,624431,568,1408,0.4034090909090909
458708,2020,518595,273,583,0.46826758147512865
459429,2020,669257,188,332,0.5662650602409639
460077,2020,553869,31,31,1.0
461325,2020,680777,199,416,0.47836538461538464
461829,2020,518735,566,618,0.9158576051779935
465657,2020,669221,271,386,0.7020725388601037
467008,2020,592200,39,67,0.582089552238806
467100,2020,519222,208,284,0.7323943661971831
468504,2020,661388,54,92,0.5869565217391305
471911,2020,506702,562,1101,0.5104450499545867
472610,2020,624431,100,188,0.5319148936170213
474463,2020,553882,411,752,0.5465425531914894
475054,2020,605421,91,159,0.5723270440251572
475479,2020,553882,92,357,0.25770308123249297
476454,2020,467092,140,241,0.5809128630705395
476594,2020,543877,171,253,0.6758893280632411
477132,2020,605131,801,888,0.902027027027027
488748,2020,545358,56,114,0.49122807017543857
488984,2020,592663,242,410,0.5902439024390244
489119,2020,592200,152,285,0.5333333333333333
489265,2020,680777,130,364,0.35714285714285715
489334,2020,595978,168,377,0.44562334217506633
489446,2020,642336,62,101,0.6138613861386139
491624,2020,600474,112,191,0.5863874345549738
493603,2020,596142,184,339,0.5427728613569321
500610,2020,592663,98,130,0.7538461538461538
500779,2020,575929,150,183,0.819672131147541
501303,2020,488671,18,18,1.0
501381,2020,680777,363,455,0.7978021978021979
501593,2020,596142,108,162,0.6666666666666666
501625,2020,592663,129,129,1.0
501789,2020,543228,223,349,0.6389684813753582
501985,2020,425772,434,979,0.4433094994892748
502026,2020,575929,214,344,0.622093023255814
502043,2020,425772,582,1140,0.5105263157894737
502154,2020,596142,233,289,0.8062283737024222
502171,2020,600474,385,807,0.4770755885997522
502179,2020,435559,66,110,0.6
502188,2020,644433,177,298,0.5939597315436241
502202,2020,465041,153,357,0.42857142857142855
502239,2020,663698,303,456,0.6644736842105263
502578,2020,435559,32,32,1.0
502624,2020,643376,425,652,0.651840490797546
502706,2020,607732,606,719,0.8428372739916551
502748,2020,596117,35,59,0.5932203389830508
503285,2020,452095,149,261,0.5708812260536399
503569,2020,643376,276,414,0.6666666666666666
504379,2020,624431,25,46,0.5434782608695652
506433,2020,605170,1157,1157,1.0
516969,2020,518735,37,37,1.0
517008,2020,543510,234,366,0.639344262295082
518397,2020,669257,96,206,0.46601941747572817
518489,2020,543877,254,428,0.5934579439252337
518516,2020,608348,718,718,1.0
518553,2020,518735,213,374,0.56951871657754
518586,2020,518595,2,2,1.0
518617,2020,669221,257,358,0.7178770949720671
518633,2020,521692,487,943,0.5164369034994698
518649,2020,595751,50,70,0.7142857142857143
518693,2020,435559,88,113,0.7787610619469026
518715,2020,488671,30,30,1.0
518748,2020,553882,113,113,1.0
518774,2020,595956,117,247,0.47368421052631576
518813,2020,521692,199,451,0.44124168514412415
518858,2020,592200,192,365,0.5260273972602739
518876,2020,519390,286,475,0.6021052631578947
518886,2020,575929,233,302,0.7715231788079471
519008,2020,669221,236,331,0.7129909365558912
519141,2020,595978,99,323,0.3065015479876161
519144,2020,467092,794,983,0.8077314343845371
519151,2020,455117,260,357,0.7282913165266106
519293,2020,518595,151,252,0.5992063492063492
519326,2020,467092,48,61,0.7868852459016393
519381,2020,543432,29,55,0.5272727272727272
519393,2020,608700,164,285,0.5754385964912281
519443,2020,592663,203,402,0.5049751243781094
519455,2020,519222,48,108,0.4444444444444444
520980,2020,605131,177,306,0.5784313725490197
521230,2020,669221,251,374,0.6711229946524064
521655,2020,643376,182,368,0.4945652173913043
523253,2020,543432,27,27,1.0
523260,2020,669257,133,171,0.7777777777777778
527048,2020,543877,949,1033,0.9186834462729913
527054,2020,621532,322,572,0.5629370629370629
528748,2020,455117,95,207,0.45893719806763283
532077,2020,455117,23,55,0.41818181818181815
533167,2020,643376,222,446,0.4977578475336323
534910,2020,521692,124,292,0.4246575342465753
541640,2020,455139,165,195,0.8461538461538461
542585,2020,519222,311,519,0.5992292870905588
542881,2020,644433,491,954,0.5146750524109015
542882,2020,545358,257,500,0.514
542888,2020,642082,127,237,0.5358649789029536
542914,2020,643376,300,393,0.7633587786259542
542947,2020,595751,124,222,0.5585585585585585
542960,2020,467092,178,250,0.712
543022,2020,575929,333,333,1.0
543037,2020,596142,785,1203,0.6525353283458022
543056,2020,680777,32,50,0.64
543101,2020,571466,382,602,0.6345514950166113
543118,2020,572287,76,175,0.4342857142857143
543135,2020,543877,540,748,0.7219251336898396
543208,2020,643376,46,67,0.6865671641791045
543219,2020,572287,99,99,1.0
543243,2020,571466,504,968,0.5206611570247934
543272,2020,547379,192,363,0.5289256198347108
543294,2020,575929,933,1164,0.8015463917525774
543339,2020,435559,251,378,0.6640211640211641
543475,2020,624431,333,993,0.33534743202416917
543483,2020,543592,105,177,0.5932203389830508
543507,2020,641598,179,411,0.43552311435523117
543548,2020,642082,257,697,0.36872309899569583
543557,2020,521692,81,97,0.8350515463917526
543606,2020,488671,145,283,0.5123674911660777
543699,2020,643376,507,901,0.562708102108768
543734,2020,518595,59,59,1.0
543766,2020,543592,132,153,0.8627450980392157
543867,2020,607732,209,377,0.5543766578249337
543883,2020,595751,178,323,0.5510835913312694
543901,2020,543877,546,645,0.8465116279069768
544727,2020,467092,255,463,0.550755939524838
544928,2020,596142,29,29,1.0
544931,2020,543228,85,85,1.0
545064,2020,547172,176,368,0.4782608695652174
545333,2020,592200,636,1169,0.544054747647562
547179,2020,571466,459,612,0.75
547888,2020,596142,520,769,0.6762028608582574
547942,2020,425877,557,617,0.9027552674230146
547943,2020,643376,1038,1132,0.9169611307420494
547973,2020,596142,95,199,0.47738693467336685
548384,2020,455117,173,336,0.5148809523809523
548389,2020,669257,334,815,0.4098159509202454
552640,2020,572287,88,115,0.7652173913043478
554340,2020,595453,104,241,0.4315352697095436
554430,2020,592663,779,1086,0.7173112338858195
554431,2020,518595,276,483,0.5714285714285714
570240,2020,621532,191,460,0.4152173913043478
570257,2020,425772,132,234,0.5641025641025641
570488,2020,543877,325,509,0.6385068762278978
570560,2020,518735,13,13,1.0
570632,2020,595751,264,396,0.6666666666666666
570663,2020,488771,137,317,0.43217665615141954
570666,2020,596142,212,360,0.5888888888888889
571510,2020,519222,782,1086,0.7200736648250461
571521,2020,575929,58,76,0.7631578947368421
571578,2020,543228,1072,1072,1.0
571602,2020,592200,25,46,0.5434782608695652
571616,2020,575929,9,9,1.0
571656,2020,519222,249,341,0.7302052785923754
571666,2020,669221,840,916,0.9170305676855895
571670,2020,669257,193,375,0.5146666666666667
571676,2020,641929,51,68,0.75
571704,2020,643376,62,69,0.8985507246376812
571710,2020,600474,112,415,0.26987951807228916
571735,2020,596142,106,282,0.375886524822695
571760,2020,545358,472,1089,0.43342516069788795
571788,2020,435559,21,32,0.65625
571858,2020,642082,88,88,1.0
571901,2020,605421,171,341,0.501466275659824
571927,2020,467092,471,633,0.7440758293838863
571948,2020,545358,161,247,0.6518218623481782
571974,2020,607732,8,8,1.0
572020,2020,596142,273,356,0.7668539325842697
572021,2020,460077,45,131,0.3435114503816794
572070,2020,595978,526,788,0.6675126903553299
572096,2020,521692,137,381,0.35958005249343833
572125,2020,663698,175,361,0.48476454293628807
572143,2020,669221,92,153,0.6013071895424836
572193,2020,575929,301,369,0.8157181571815718
572362,2020,518595,227,465,0.4881720430107527
572383,2020,465041,47,110,0.42727272727272725
572703,2020,621532,44,79,0.5569620253164557
572888,2020,518595,219,402,0.5447761194029851
572955,2020,595978,119,310,0.38387096774193546
572971,2020,518735,606,960,0.63125
573009,2020,608348,38,57,0.6666666666666666
573046,2020,465041,21,41,0.5121951219512195
573109,2020,547172,27,66,0.4090909090909091
573124,2020,680777,148,358,0.4134078212290503
573204,2020,680777,166,371,0.4474393530997305
576397,2020,553882,11,11,1.0
579328,2020,620443,272,795,0.3421383647798742
580792,2020,425772,119,246,0.483739837398374
592094,2020,575929,169,260,0.65
592135,2020,621532,86,241,0.35684647302904565
592145,2020,592200,20,20,1.0
592165,2020,620443,81,121,0.6694214876033058
592169,2020,543877,241,359,0.6713091922005571
592222,2020,553882,145,331,0.4380664652567976
592229,2020,543877,143,215,0.6651162790697674
592233,2020,608348,264,414,0.6376811594202898
592254,2020,571466,124,147,0.8435374149659864
592314,2020,661388,70,70,1.0
592332,2020,663698,575,975,0.5897435897435898
592346,2020,547172,221,347,0.6368876080691642
592351,2020,460077,347,658,0.5273556231003039
592390,2020,592663,97,363,0.26721763085399447
592407,2020,642082,13,13,1.0
592426,2020,518595,234,488,0.47950819672131145
592454,2020,596142,24,24,1.0
592464,2020,543877,174,266,0.6541353383458647
592473,2020,605131,133,252,0.5277777777777778
592499,2020,608348,57,57,1.0
592612,2020,543877,188,304,0.618421052631579
592644,2020,506702,242,446,0.5426008968609866
592662,2020,519390,569,1066,0.5337711069418386
592741,2020,467092,251,422,0.5947867298578199
592761,2020,519390,101,267,0.3782771535580524
592767,2020,663698,327,482,0.6784232365145229
592773,2020,595751,146,191,0.7643979057591623
592804,2020,571466,61,147,0.41496598639455784
592811,2020,608700,110,165,0.6666666666666666
592826,2020,595284,362,654,0.5535168195718655
592833,2020,553882,24,38,0.631578947368421
592836,2020,643376,407,884,0.4604072398190045
592858,2020,575929,174,308,0.564935064935065
592865,2020,543592,180,276,0.6521739130434783
592866,2020,607732,867,1017,0.8525073746312685
592879,2020,600474,370,674,0.5489614243323442
593140,2020,607732,61,61,1.0
593144,2020,607732,226,392,0.576530612244898
593372,2020,425877,410,410,1.0
593423,2020,669221,757,914,0.8282275711159738
593576,2020,592663,234,403,0.5806451612903226
593619,2020,543877,59,80,0.7375
593833,2020,435559,208,389,0.5347043701799485
593974,2020,663698,214,488,0.4385245901639344
594577,2020,545358,249,512,0.486328125
594795,2020,518595,376,494,0.7611336032388664
594798,2020,467092,949,1135,0.8361233480176211
594835,2020,543592,461,1057,0.43614001892147586
594840,2020,519390,22,36,0.6111111111111112
594965,2020,446308,427,646,0.6609907120743034
594986,2020,575929,163,268,0.6082089552238806
594987,2020,620443,131,348,0.3764367816091954
595001,2020,595751,258,431,0.5986078886310905
595014,2020,605131,210,400,0.525
595411,2020,605421,64,126,0.5079365079365079
595465,2020,575929,204,299,0.6822742474916388
595897,2020,607732,31,46,0.6739130434782609
595918,2020,643376,293,398,0.7361809045226131
595928,2020,572287,149,384,0.3880208333333333
596001,2020,595956,262,395,0.6632911392405063
596027,2020,572033,26,40,0.65
596035,2020,592663,91,98,0.9285714285714286
596043,2020,664119,174,231,0.7532467532467533
596057,2020,606988,212,490,0.4326530612244898
596071,2020,593993,36,36,1.0
596101,2020,465041,81,112,0.7232142857142857
596112,2020,571466,80,176,0.45454545454545453
596133,2020,662139,360,968,0.371900826446281
596295,2020,425877,362,526,0.688212927756654
596720,2020,607732,265,358,0.7402234636871509
598264,2020,543877,384,459,0.8366013071895425
598286,2020,519222,113,186,0.6075268817204301
598287,2020,545358,198,342,0.5789473684210527
600887,2020,607732,94,111,0.8468468468468469
600917,2020,455139,47,47,1.0
600968,2020,650619,63,85,0.7411764705882353
601713,2020,543877,96,290,0.3310344827586207
605130,2020,521692,306,513,0.5964912280701754
605135,2020,669221,671,946,0.7093023255813954
605138,2020,669087,177,389,0.455012853470437
605143,2020,553882,55,67,0.8208955223880597
605151,2020,519390,80,276,0.2898550724637681
605155,2020,543877,391,506,0.7727272727272727
605164,2020,545358,556,1020,0.5450980392156862
605177,2020,519390,82,188,0.43617021276595747
605182,2020,543592,186,649,0.28659476117103233
605195,2020,607732,82,115,0.7130434782608696
605200,2020,543592,446,1055,0.42274881516587676
605218,2020,543592,39,56,0.6964285714285714
605240,2020,518735,235,347,0.6772334293948127
605242,2020,519222,346,528,0.6553030303030303
605276,2020,600474,100,117,0.8547008547008547
605280,2020,607732,22,22,1.0
605288,2020,553882,515,922,0.5585683297180043
605309,2020,607732,50,55,0.9090909090909091
605335,2020,595751,58,154,0.37662337662337664
605347,2020,642082,465,636,0.7311320754716981
605359,2020,543510,217,384,0.5651041666666666
605388,2020,595284,134,219,0.6118721461187214
605397,2020,607732,495,673,0.7355126300148589
605400,2020,592663,845,1156,0.7309688581314879
605441,2020,607732,41,62,0.6612903225806451
605446,2020,623168,92,92,1.0
605447,2020,643376,185,237,0.7805907172995781
605479,2020,465041,43,43,1.0
605482,2020,572863,154,344,0.4476744186046512
605483,2020,605421,538,872,0.6169724770642202
605488,2020,608700,223,409,0.5452322738386308
605498,2020,663698,125,170,0.7352941176470589
605501,2020,465041,102,189,0.5396825396825397
605513,2020,519222,707,967,0.7311271975180972
605525,2020,669221,301,427,0.7049180327868853
605538,2020,641598,185,453,0.4083885209713024
605540,2020,553882,758,1211,0.6259289843104872
606115,2020,641924,20,30,0.6666666666666666
606131,2020,595978,163,276,0.5905797101449275
606149,2020,425877,171,229,0.7467248908296943
606160,2020,425772,114,289,0.3944636678200692
606299,2020,608700,14,14,1.0
606303,2020,608348,59,59,1.0
606424,2020,663698,189,287,0.6585365853658537
606930,2020,545358,143,309,0.4627831715210356
606944,2020,642082,42,83,0.5060240963855421
606965,2020,455117,91,91,1.0
606996,2020,543877,187,260,0.7192307692307692
607067,2020,575929,138,241,0.5726141078838174
607074,2020,543510,97,133,0.7293233082706767
607179,2020,669221,137,222,0.6171171171171171
607192,2020,572287,564,964,0.5850622406639004
607200,2020,543228,458,856,0.5350467289719626
607219,2020,571466,8,13,0.6153846153846154
607229,2020,467092,226,278,0.8129496402877698
607231,2020,425877,149,240,0.6208333333333333
607237,2020,592200,158,299,0.5284280936454849
607352,2020,572863,75,118,0.635593220338983
607374,2020,571974,140,242,0.5785123966942148
607391,2020,608700,272,538,0.5055762081784386
607455,2020,572287,92,139,0.6618705035971223
607481,2020,518735,95,155,0.6129032258064516
607536,2020,547172,932,1124,0.8291814946619217
607555,2020,543592,85,130,0.6538461538461539
607560,2020,435559,264,416,0.6346153846153846
607572,2020,607732,199,361,0.5512465373961218
607625,2020,467092,254,611,0.4157119476268412
607644,2020,600474,667,745,0.8953020134228188
608032,2020,547172,197,436,0.4518348623853211
608328,2020,572863,143,143,1.0
608331,2020,518595,552,899,0.6140155728587319
608334,2020,519222,109,188,0.5797872340425532
608335,2020,519222,218,319,0.6833855799373041
608337,2020,543510,848,1214,0.6985172981878089
608344,2020,592663,45,82,0.5487804878048781
608348,2020,662139,12,12,1.0
608349,2020,553882,145,263,0.5513307984790875
608371,2020,571466,317,464,0.6831896551724138
608379,2020,467092,609,609,1.0
608566,2020,547172,858,1226,0.6998368678629691
608648,2020,488671,113,368,0.3070652173913043
608652,2020,455139,57,119,0.4789915966386555
