batter,sprint_speed
518692,26.7
543768,26.7
476704,26.7
527043,26.6
546318,26.7
624414,26.6
446481,26.6
594828,26.6
435079,26.6
600303,26.6
571657,26.6
446359,26.6
519299,26.6
457759,26.6
621044,26.6
607468,26.6
594953,26.6
553869,26.6
607345,26.6
435522,26.6
467827,26.5
593993,26.5
543308,26.5
500743,26.5
501896,26.5
475247,26.5
500874,26.5
600301,26.5
641432,26.5
642336,26.5
502143,26.5
572761,26.5
502082,26.5
572365,26.5
641645,26.4
571697,26.4
605204,26.4
543376,26.4
598284,26.4
455976,26.4
503556,26.4
519222,26.4
596105,26.4
571788,26.3
641598,26.3
489149,26.3
622666,26.3
543068,26.3
642086,26.3
656555,26.3
663656,26.3
592518,26.3
435062,26.3
572228,26.3
592626,26.3
543333,26.3
608597,26.2
605357,26.2
461314,26.2
493596,26.2
476883,26.2
444432,26.2
408252,26.2
456665,26.2
463610,26.2
501981,26.2
553993,26.2
459964,26.1
594777,26.1
608369,26.1
622046,26.1
572033,26.1
488726,26.1
506703,26.1
592387,26.0
608385,26.0
466320,26.0
608700,26.0
425783,26.0
445055,26.0
605244,26.0
547172,26.0
408045,26.0
467793,26.0
572287,26.0
488771,25.9
641857,25.9
571431,25.9
621566,25.9
595978,25.9
571912,25.9
458675,25.9
474832,25.9
572122,25.9
593643,25.9
596142,25.9
445988,25.9
543063,25.8
543510,25.8
465041,25.8
596129,25.8
596847,25.7
425772,25.7
571448,25.7
545358,25.7
519058,25.7
643603,25.7
452104,25.7
605170,25.7
570799,25.7
434670,25.7
527038,25.7
453943,25.6
571602,25.6
431145,25.6
605412,25.6
430832,25.6
596748,25.6
542513,25.6
435559,25.6
502517,25.6
519203,25.6
460086,25.5
460026,25.5
519023,25.5
460269,25.5
457803,25.5
448801,25.5
642082,25.5
452678,25.4
628336,25.4
650619,25.4
518626,25.4
458015,25.3
455139,25.3
455104,25.3
519048,25.3
543877,25.3
452095,25.3
607732,25.2
642133,25.2
553882,25.2
592567,25.2
624419,25.2
576397,25.2
407812,25.1
518960,25.1
621512,25.1
642851,25.1
595885,25.1
592407,25.1
571679,25.1
444489,25.0
521692,25.0
595453,25.0
571466,25.0
467055,25.0
542208,25.0
543309,25.0
571851,25.0
446263,24.9
460077,24.9
443558,24.9
605421,24.9
134181,24.9
457763,24.8
607257,24.7
500208,24.7
518542,24.7
542583,24.6
456124,24.6
608348,24.6
446653,24.6
547379,24.6
516472,24.5
425784,24.5
553902,24.5
518735,24.5
429664,24.5
592200,24.5
429665,24.4
448602,24.4
408236,24.4
446308,24.2
595956,24.2
454560,24.1
408234,24.1
472528,24.0
455117,24.0
506702,24.0
543148,23.9
622194,23.9
475253,23.8
488671,23.8
435064,23.8
542908,23.8
571506,23.7
456078,23.6
434778,23.5
475174,23.3
506747,23.2
400121,23.2
491696,22.9
425877,22.9
467092,22.8
435263,22.7
405395,22.2
