pitcher,year,split_day,cutoff_date,fps_pct_last100pa,putaway_pct_last50pa,fps_pct_to_sd,putaway_pct_to_sd,fps_pct_delta_l100,putaway_pct_delta_l50
527048,2025,90,2025-06-25,,,0.6144578313253012,0.4736842105263157,,
527048,2025,120,2025-07-25,,,0.6144578313253012,0.4736842105263157,,
527048,2026,30,2026-04-25,,,0.5934065934065934,0.3043478260869565,,
527048,2026,59,2026-05-22,0.66,0.6,0.6134969325153374,0.4523809523809524,0.0465030674846626,0.1476190476190476
543548,2019,90,2019-06-18,0.72,0.5,0.7480314960629921,0.4923076923076923,-0.028031496062992156,0.0076923076923077205
543548,2019,120,2019-07-18,0.72,0.4,0.7235023041474654,0.4553571428571428,-0.0035023041474654404,-0.05535714285714277
545333,2018,30,2018-04-28,0.64,0.44,0.6433566433566433,0.4605263157894737,-0.0033566433566433185,-0.02052631578947367
545333,2018,60,2018-05-28,0.58,0.56,0.6079734219269103,0.4941860465116279,-0.027973421926910325,0.06581395348837216
545333,2018,90,2018-06-27,0.71,0.62,0.6402714932126696,0.5454545454545454,0.06972850678733034,0.07454545454545458
545333,2018,120,2018-07-27,0.64,0.54,0.6305418719211823,0.5446685878962536,0.00945812807881774,-0.004668587896253573
545333,2019,30,2019-04-19,0.64,0.44,0.6355140186915887,0.4444444444444444,0.004485981308411269,-0.0044444444444444176
545333,2019,60,2019-05-19,0.48,0.52,0.5430711610486891,0.46875,-0.06307116104868915,0.05125000000000002
545333,2019,90,2019-06-18,0.62,0.48,0.5673289183222958,0.4717741935483871,0.05267108167770418,0.00822580645161286
545333,2019,120,2019-07-18,0.61,0.54,0.5758564437194127,0.4899135446685879,0.034143556280587295,0.05008645533141215
545333,2021,30,2021-05-01,0.62,0.44,0.6486486486486487,0.5257731958762887,-0.02864864864864869,-0.08577319587628868
545333,2021,60,2021-05-31,0.64,0.42,0.6224489795918368,0.5217391304347826,0.017551020408163254,-0.10173913043478261
571510,2018,30,2018-04-28,,,0.5543478260869565,0.2916666666666667,,
571510,2018,60,2018-05-28,0.55,0.42,0.5497835497835498,0.3666666666666666,0.00021645021645022577,0.0533333333333334
571510,2018,90,2018-06-27,0.57,0.4,0.5504322766570605,0.3798882681564245,0.019567723342939436,0.02011173184357551
571510,2018,120,2018-07-27,0.59,0.48,0.5630434782608695,0.4040816326530612,0.026956521739130435,0.0759183673469388
571510,2019,30,2019-04-19,0.58,0.58,0.58,0.631578947368421,0.0,-0.05157894736842106
571510,2019,60,2019-05-19,0.66,0.36,0.6408163265306123,0.4965986394557823,0.019183673469387763,-0.13659863945578232
571510,2019,90,2019-06-18,0.59,0.58,0.6267029972752044,0.5161290322580645,-0.03670299727520443,0.06387096774193546
571510,2019,120,2019-07-18,0.72,0.58,0.6412825651302605,0.5405405405405406,0.07871743486973948,0.03945945945945939
571510,2021,30,2021-05-01,0.69,0.34,0.723404255319149,0.3428571428571428,-0.033404255319149034,-0.0028571428571427804
571510,2021,60,2021-05-31,0.71,0.46,0.7178423236514523,0.3916666666666666,-0.007842323651452321,0.06833333333333341
571510,2021,90,2021-06-30,0.68,0.32,0.7033333333333334,0.3733333333333333,-0.023333333333333317,-0.05333333333333329
571510,2021,120,2021-07-30,0.68,0.32,0.7033333333333334,0.3733333333333333,-0.023333333333333317,-0.05333333333333329
571510,2023,30,2023-04-29,0.69,0.38,0.6818181818181818,0.3793103448275862,0.008181818181818179,0.0006896551724138167
571510,2023,60,2023-05-29,0.55,0.42,0.6197183098591549,0.3963963963963964,-0.06971830985915484,0.023603603603603585
571510,2025,30,2025-04-26,0.61,0.4,0.6129032258064516,0.3870967741935484,-0.002903225806451637,0.012903225806451646
571510,2025,60,2025-05-26,0.66,0.44,0.6455696202531646,0.4242424242424242,0.014430379746835476,0.015757575757575804
571510,2025,90,2025-06-25,0.75,0.24,0.6891891891891891,0.3904761904761905,0.060810810810810856,-0.15047619047619049
571510,2025,120,2025-07-25,0.64,0.56,0.6809421841541756,0.421875,-0.04094218415417561,0.13812500000000005
571510,2026,30,2026-04-25,,,0.6607142857142857,0.5365853658536586,,
571510,2026,59,2026-05-22,0.66,0.4,0.66,0.4626865671641791,0.0,-0.06268656716417909
584171,2018,30,2018-04-28,,,0.6352941176470588,0.3,,
584171,2018,60,2018-05-28,0.63,0.34,0.664,0.3508771929824561,-0.03400000000000003,-0.010877192982456096
584171,2018,90,2018-06-27,0.69,0.28,0.6842105263157895,0.3205128205128205,0.0057894736842104555,-0.04051282051282046
