pitcher,year,split_day,cutoff_date,fps_pct_last100pa,putaway_pct_last50pa,fps_pct_to_sd,putaway_pct_to_sd,fps_pct_delta_l100,putaway_pct_delta_l50
656876,2025,30,2025-04-26,,0.46,0.711340206185567,0.4354838709677419,,0.024516129032258138
656876,2025,60,2025-05-26,0.7,0.34,0.6945812807881774,0.3944954128440367,0.005418719211822576,-0.054495412844036695
656876,2025,90,2025-06-25,0.64,0.46,0.6738461538461539,0.4186046511627907,-0.03384615384615386,0.0413953488372093
656876,2025,120,2025-07-25,0.7,0.4,0.6809651474530831,0.4059405940594059,0.019034852546916836,-0.00594059405940589
656876,2026,30,2026-04-25,,0.48,0.7171717171717171,0.4642857142857143,,0.01571428571428568
656876,2026,59,2026-05-22,0.68,0.38,0.7025641025641025,0.4285714285714285,-0.02256410256410246,-0.04857142857142849
656970,2019,90,2019-06-18,,,,,,
656970,2019,120,2019-07-18,,,0.6875,,,
656970,2022,60,2022-06-06,0.59,,0.5865384615384616,0.2653061224489796,0.003461538461538405,
656970,2022,90,2022-07-06,0.61,0.38,0.6045454545454545,0.3119266055045872,0.00545454545454549,0.06807339449541283
657140,2019,30,2019-04-19,,,0.5076923076923077,,,
657140,2019,60,2019-05-19,,,0.5076923076923077,,,
657140,2019,90,2019-06-18,,,0.5076923076923077,,,
657140,2022,30,2022-05-07,0.66,0.56,0.6721311475409836,0.5362318840579711,-0.012131147540983545,0.02376811594202899
657140,2022,60,2022-06-06,0.63,0.42,0.6556016597510373,0.4782608695652174,-0.025601659751037342,-0.05826086956521742
657140,2022,90,2022-07-06,0.59,0.42,0.6352040816326531,0.4622641509433962,-0.045204081632653104,-0.042264150943396195
657140,2022,120,2022-08-05,0.57,0.42,0.6382575757575758,0.447653429602888,-0.06825757575757585,-0.027653429602888024
657140,2023,30,2023-04-29,,,0.6075949367088608,0.3617021276595745,,
657140,2023,60,2023-05-29,,0.4,0.5806451612903226,0.3773584905660377,,0.022641509433962315
657140,2023,90,2023-06-28,,0.4,0.5806451612903226,0.3773584905660377,,0.022641509433962315
657140,2023,120,2023-07-28,,0.4,0.5806451612903226,0.3773584905660377,,0.022641509433962315
657277,2021,30,2021-05-01,0.59,0.46,0.6097560975609756,0.4057971014492754,-0.019756097560975627,0.05420289855072463
657277,2021,60,2021-05-31,0.59,0.56,0.6038647342995169,0.4778761061946903,-0.013864734299516956,0.08212389380530977
657277,2021,90,2021-06-30,0.59,0.56,0.6038647342995169,0.4778761061946903,-0.013864734299516956,0.08212389380530977
657277,2021,120,2021-07-30,0.64,0.48,0.6187050359712231,0.4666666666666667,0.021294964028776953,0.013333333333333308
657277,2022,30,2022-05-07,0.53,0.36,0.6133333333333333,0.3552631578947368,-0.08333333333333326,0.004736842105263206
657277,2022,60,2022-06-06,0.66,0.54,0.6431226765799256,0.3916083916083916,0.01687732342007442,0.14839160839160842
657277,2022,90,2022-07-06,0.54,0.42,0.6297229219143576,0.3944954128440367,-0.0897229219143576,0.025504587155963265
657277,2022,120,2022-08-05,0.55,0.38,0.610909090909091,0.3846153846153846,-0.06090909090909091,-0.004615384615384577
657277,2023,30,2023-04-29,0.68,0.46,0.6711409395973155,0.5119047619047619,0.008859060402684582,-0.05190476190476184
657277,2023,60,2023-05-29,0.74,0.5,0.6996466431095406,0.4903225806451612,0.04035335689045938,0.00967741935483879
657277,2023,90,2023-06-28,0.55,0.44,0.6515837104072398,0.462882096069869,-0.10158371040723979,-0.022882096069869018
657277,2023,120,2023-07-28,0.71,0.56,0.6642984014209592,0.4861111111111111,0.04570159857904077,0.07388888888888895
657277,2024,30,2024-04-27,0.7,0.32,0.6993464052287581,0.3421052631578947,0.0006535947712418277,-0.022105263157894683
657277,2024,60,2024-05-27,0.7,0.42,0.6877076411960132,0.391025641025641,0.012292358803986714,0.02897435897435896
657277,2024,90,2024-06-26,0.68,0.42,0.684331797235023,0.3991228070175439,-0.004331797235022972,0.020877192982456105
657277,2024,120,2024-07-26,0.7,0.38,0.6872791519434629,0.3979238754325259,0.01272084805653706,-0.017923875432525882
657277,2025,30,2025-04-26,0.73,0.54,0.7013888888888888,0.5238095238095238,0.028611111111111143,0.0161904761904762
657277,2025,60,2025-05-26,0.73,0.42,0.7101449275362319,0.5,0.019855072463768053,-0.08000000000000002
657277,2025,90,2025-06-25,0.8,0.42,0.7258064516129032,0.4958333333333333,0.0741935483870968,-0.07583333333333331
657277,2025,120,2025-07-25,0.64,0.42,0.7074468085106383,0.4831081081081081,-0.06744680851063833,-0.06310810810810813
657277,2026,30,2026-04-25,0.63,0.4,0.6074074074074074,0.3968253968253968,0.02259259259259261,0.003174603174603219
657277,2026,59,2026-05-22,0.63,0.46,0.6153846153846154,0.4069767441860465,0.014615384615384586,0.05302325581395351
660261,2023,30,2023-04-29,,,0.5520833333333334,0.4210526315789473,,
660261,2023,60,2023-05-29,0.43,0.42,0.4934210526315789,0.4492753623188406,-0.06342105263157893,-0.029275362318840592
663423,2019,30,2019-04-19,,,0.5063291139240507,0.5,,
663423,2019,60,2019-05-19,0.56,0.38,0.5362318840579711,0.4414414414414414,0.02376811594202899,-0.06144144144144137
663423,2019,90,2019-06-18,0.64,0.38,0.5709969788519638,0.43646408839779,0.06900302114803625,-0.05646408839778999
663423,2019,120,2019-07-18,0.63,0.38,0.5846867749419954,0.4247787610619469,0.045313225058004614,-0.04477876106194689
663423,2021,30,2021-05-01,,,0.5833333333333334,0.3428571428571428,,
663558,2026,59,2026-05-22,0.57,0.54,0.580952380952381,0.5272727272727272,-0.010952380952381047,0.01272727272727281
663687,2023,90,2023-06-28,0.5,0.4,0.4852941176470588,0.380281690140845,0.01470588235294118,0.019718309859155014
663687,2023,120,2023-07-28,0.72,0.42,0.588477366255144,0.3769230769230769,0.13152263374485595,0.04307692307692307
663687,2024,90,2024-06-26,0.56,0.26,0.6308724832214765,0.3373493975903614,-0.07087248322147643,-0.07734939759036141
663947,2023,90,2023-06-28,0.62,0.44,0.6459627329192547,0.3953488372093023,-0.02596273291925466,0.044651162790697696
663947,2023,120,2023-07-28,0.65,0.44,0.6519607843137255,0.4070796460176991,-0.0019607843137254832,0.03292035398230092
663947,2024,120,2024-07-26,0.68,0.34,0.64,0.4107142857142857,0.040000000000000036,-0.07071428571428567
663947,2025,90,2025-06-25,0.65,0.36,0.6066666666666667,0.3947368421052631,0.043333333333333335,-0.03473684210526312
663947,2025,120,2025-07-25,0.73,0.4,0.6305418719211823,0.411214953271028,0.09945812807881771,-0.011214953271028005
663947,2026,59,2026-05-22,0.6,0.36,0.5980392156862745,0.36,0.0019607843137254832,0.0
664192,2018,30,2018-04-28,0.58,0.58,0.5923076923076923,0.5,-0.012307692307692353,0.07999999999999996
664192,2018,60,2018-05-28,0.52,0.4,0.5699481865284974,0.4571428571428571,-0.04994818652849742,-0.05714285714285705
664192,2018,90,2018-06-27,0.49,0.4,0.5525114155251142,0.4508196721311475,-0.06251141552511419,-0.050819672131147464
664192,2018,120,2018-07-27,0.57,0.4,0.569078947368421,0.436046511627907,0.0009210526315789336,-0.03604651162790695
664192,2019,30,2019-04-19,,,0.5543478260869565,0.4565217391304347,,
664192,2019,60,2019-05-19,0.54,0.4,0.5485436893203883,0.4423076923076923,-0.008543689320388292,-0.04230769230769227
664192,2019,90,2019-06-18,0.62,0.42,0.5797546012269938,0.4642857142857143,0.04024539877300615,-0.04428571428571432
664192,2019,120,2019-07-18,0.61,0.42,0.5879518072289157,0.4571428571428571,0.022048192771084274,-0.03714285714285709
664192,2021,30,2021-05-01,,,,,,
664192,2021,60,2021-05-31,0.66,0.48,0.66,0.4576271186440678,0.0,0.022372881355932184
664192,2023,30,2023-04-29,,,,,,
664192,2023,60,2023-05-29,,,0.6559139784946236,0.4047619047619047,,
664192,2023,90,2023-06-28,,,0.6559139784946236,0.4047619047619047,,
664192,2023,120,2023-07-28,,,0.6559139784946236,0.4047619047619047,,
664299,2021,30,2021-05-01,,0.5,0.4810126582278481,0.4814814814814814,,0.0185185185185186
664299,2022,30,2022-05-07,,,0.4722222222222222,0.4318181818181818,,
664299,2022,60,2022-06-06,0.47,0.5,0.4864864864864865,0.4910714285714285,-0.01648648648648654,0.008928571428571508
664299,2022,90,2022-07-06,0.57,0.66,0.52,0.543010752688172,0.04999999999999993,0.11698924731182803
664299,2022,120,2022-08-05,0.53,0.4,0.5221932114882507,0.5204918032786885,0.0078067885117493185,-0.12049180327868847
664299,2023,30,2023-04-29,0.53,0.46,0.5755395683453237,0.4268292682926829,-0.04553956834532369,0.0331707317073171
664299,2023,60,2023-05-29,0.51,0.46,0.54,0.4557823129251701,-0.030000000000000027,0.0042176870748299455
664299,2023,90,2023-06-28,0.55,0.2,0.5418994413407822,0.3842364532019704,0.008100558659217882,-0.1842364532019704
664299,2023,120,2023-07-28,0.51,0.48,0.5389755011135857,0.4007782101167315,-0.02897550111358571,0.0792217898832685
664299,2024,30,2024-04-27,,,0.6,0.391304347826087,,
664299,2026,59,2026-05-22,,,,,,
669721,2024,120,2024-07-26,,,0.7571428571428571,0.4117647058823529,,
672282,2022,30,2022-05-07,,0.34,0.6153846153846154,0.3272727272727272,,0.01272727272727281
672282,2022,60,2022-06-06,0.61,0.28,0.6179775280898876,0.3263157894736842,-0.007977528089887609,-0.0463157894736842
672282,2022,90,2022-07-06,0.6,0.38,0.6118143459915611,0.3333333333333333,-0.01181434599156117,0.04666666666666669
672282,2022,120,2022-08-05,0.55,0.54,0.5945121951219512,0.3936170212765957,-0.04451219512195115,0.14638297872340433
672282,2023,30,2023-04-29,0.62,0.44,0.6260869565217392,0.492063492063492,-0.006086956521739184,-0.05206349206349198
672282,2023,60,2023-05-29,0.55,0.46,0.6048780487804878,0.4833333333333333,-0.05487804878048774,-0.02333333333333326
672282,2023,90,2023-06-28,0.58,0.56,0.5987654320987654,0.4921465968586387,-0.018765432098765467,0.06785340314136135
672282,2023,120,2023-07-28,0.66,0.5,0.6153846153846154,0.4979591836734693,0.04461538461538461,0.0020408163265306922
672282,2024,30,2024-04-27,0.62,0.42,0.603448275862069,0.4788732394366197,0.016551724137931045,-0.058873239436619706
672282,2024,60,2024-05-27,0.61,0.42,0.6138996138996139,0.4437086092715231,-0.0038996138996139074,-0.02370860927152313
672282,2024,90,2024-06-26,0.63,0.38,0.6115107913669064,0.4242424242424242,0.018489208633093557,-0.044242424242424194
672282,2024,120,2024-07-26,0.63,0.38,0.6115107913669064,0.4242424242424242,0.018489208633093557,-0.044242424242424194
672282,2026,30,2026-04-25,0.58,0.44,0.6,0.4305555555555556,-0.020000000000000018,0.009444444444444422
672282,2026,59,2026-05-22,0.66,0.46,0.6125,0.4420289855072464,0.04749999999999999,0.017971014492753623
675627,2023,30,2023-04-29,,,0.52,0.3888888888888889,,
675627,2023,60,2023-05-29,,,0.52,0.3888888888888889,,
675627,2023,90,2023-06-28,0.67,0.4,0.6144578313253012,0.3953488372093023,0.055542168674698855,0.004651162790697716
675627,2023,120,2023-07-28,0.6,0.5,0.601593625498008,0.424,-0.0015936254980080111,0.07600000000000001
675911,2022,60,2022-06-06,0.55,0.5,0.5413533834586466,0.5444444444444444,0.008646616541353458,-0.0444444444444444
675911,2022,90,2022-07-06,0.64,0.56,0.5899581589958159,0.5590062111801242,0.05004184100418407,0.0009937888198758849
675911,2022,120,2022-08-05,0.63,0.54,0.6023054755043228,0.5564853556485355,0.02769452449567722,-0.016485355648535482
675911,2023,30,2023-04-29,0.67,0.62,0.6695652173913044,0.5833333333333334,0.00043478260869567187,0.036666666666666625
675911,2023,60,2023-05-29,0.66,0.58,0.6745098039215687,0.5698924731182796,-0.014509803921568643,0.010107526881720341
675911,2023,90,2023-06-28,0.68,0.56,0.6861702127659575,0.5637065637065637,-0.006170212765957417,-0.003706563706563637
675911,2023,120,2023-07-28,0.71,0.6,0.6765873015873016,0.5768115942028985,0.03341269841269834,0.023188405797101463
675911,2025,60,2025-05-26,,,,,,
675911,2025,90,2025-06-25,0.6,0.58,0.5625,0.5048543689320388,0.03749999999999998,0.07514563106796113
675911,2025,120,2025-07-25,0.61,0.6,0.5841584158415841,0.5117647058823529,0.025841584158415865,0.08823529411764708
675911,2026,59,2026-05-22,,0.48,0.6144578313253012,0.4909090909090909,,-0.010909090909090924
676106,2024,30,2024-04-27,0.66,0.36,0.6727272727272727,0.3392857142857143,-0.012727272727272698,0.020714285714285685
676106,2024,60,2024-05-27,0.67,0.28,0.6644295302013423,0.3066666666666666,0.005570469798657718,-0.02666666666666656
676106,2024,90,2024-06-26,0.66,0.24,0.6460674157303371,0.2823529411764706,0.013932584269662929,-0.04235294117647059
676106,2024,120,2024-07-26,0.6,0.22,0.6414141414141414,0.28,-0.04141414141414146,-0.060000000000000026
676106,2025,30,2025-04-26,,,0.5849056603773585,,,
676106,2025,60,2025-05-26,0.66,0.26,0.6277777777777778,0.3294117647058823,0.03222222222222226,-0.06941176470588228
676106,2025,90,2025-06-25,0.66,0.38,0.6385964912280702,0.352112676056338,0.02140350877192987,0.027887323943662
676106,2025,120,2025-07-25,0.66,0.24,0.6498516320474778,0.3154761904761904,0.010148367952522275,-0.07547619047619042
676106,2026,30,2026-04-25,0.72,0.36,0.7169811320754716,0.4354838709677419,0.0030188679245283234,-0.0754838709677419
676106,2026,59,2026-05-22,0.64,0.56,0.6652173913043479,0.4916666666666666,-0.025217391304347858,0.06833333333333347
676879,2022,30,2022-05-07,,0.44,0.6588235294117647,0.4313725490196078,,0.008627450980392193
676879,2022,60,2022-06-06,0.67,0.52,0.649746192893401,0.4958677685950413,0.020253807106599075,0.024132231404958737
676879,2022,90,2022-07-06,0.62,0.34,0.6384615384615384,0.45625,-0.018461538461538418,-0.11624999999999996
676879,2022,120,2022-08-05,0.62,0.42,0.6323119777158774,0.4454545454545454,-0.012311977715877442,-0.025454545454545396
677161,2024,90,2024-06-26,0.65,0.44,0.6666666666666666,0.410958904109589,-0.016666666666666607,0.029041095890410984
677161,2024,120,2024-07-26,0.69,0.56,0.6792452830188679,0.4444444444444444,0.010754716981132062,0.11555555555555563
681035,2024,60,2024-05-27,,0.42,0.5869565217391305,0.42,,0.0
681035,2024,90,2024-06-26,0.53,0.38,0.5446428571428571,0.3934426229508196,-0.014642857142857069,-0.013442622950819605
681035,2026,59,2026-05-22,,0.46,0.5333333333333333,0.4310344827586206,,0.028965517241379413
681343,2025,30,2025-04-26,0.52,,0.5504587155963303,0.4680851063829787,-0.030458715596330288,
681343,2025,60,2025-05-26,0.64,0.46,0.5964125560538116,0.4454545454545454,0.04358744394618841,0.014545454545454639
681343,2025,90,2025-06-25,0.64,0.32,0.6099071207430341,0.4023668639053254,0.03009287925696591,-0.08236686390532538
681343,2025,120,2025-07-25,0.59,0.32,0.6047745358090185,0.400990099009901,-0.014774535809018552,-0.080990099009901
681343,2026,59,2026-05-22,,,,0.3666666666666666,,
682254,2026,59,2026-05-22,,,0.6419753086419753,0.5909090909090909,,
684007,2024,30,2024-04-27,0.64,0.48,0.6574074074074074,0.509090909090909,-0.017407407407407427,-0.029090909090909056
684007,2024,60,2024-05-27,0.72,0.56,0.6842105263157895,0.5321100917431193,0.03578947368421048,0.027889908256880758
684007,2024,90,2024-06-26,0.61,0.44,0.6604938271604939,0.5,-0.05049382716049389,-0.06
684007,2024,120,2024-07-26,0.67,0.54,0.6627358490566038,0.5070422535211268,0.007264150943396275,0.032957746478873284
684007,2025,30,2025-04-26,0.65,0.4,0.6639344262295082,0.3846153846153846,-0.013934426229508134,0.015384615384615441
684007,2025,60,2025-05-26,0.67,0.38,0.6666666666666666,0.3555555555555555,0.0033333333333334103,0.02444444444444449
684007,2025,90,2025-06-25,0.67,0.38,0.6666666666666666,0.3555555555555555,0.0033333333333334103,0.02444444444444449
684007,2025,120,2025-07-25,0.57,0.3,0.6081081081081081,0.3375796178343949,-0.03810810810810816,-0.037579617834394896
684007,2026,30,2026-04-25,0.56,0.5,0.5740740740740741,0.5079365079365079,-0.014074074074074017,-0.007936507936507908
684007,2026,59,2026-05-22,0.61,0.46,0.5829787234042553,0.488,0.027021276595744714,-0.02799999999999997
687570,2026,59,2026-05-22,0.63,0.38,0.6451612903225806,0.410958904109589,-0.015161290322580623,-0.030958904109589014
690990,2025,60,2025-05-26,,,0.6190476190476191,0.2702702702702703,,
