batter,sprint_speed
621439,30.9
607208,30.6
592261,30.5
449181,29.9
514917,29.8
458913,29.8
608671,29.8
571740,29.7
453211,29.7
595281,29.6
452239,29.6
502226,29.6
593647,29.6
545361,29.6
488721,29.6
516782,29.6
502481,29.5
543434,29.5
517369,29.5
571437,29.4
545350,29.4
516811,29.4
465674,29.3
434658,29.2
595005,29.1
594838,29.1
606299,29.1
543829,29.1
608672,29.1
542993,29.1
541645,29.0
457727,29.0
502523,29.0
571553,29.0
518953,29.0
516809,29.0
572041,29.0
543633,28.9
594809,28.9
460131,28.9
456715,28.9
544925,28.9
502117,28.9
543760,28.9
605227,28.8
453203,28.8
605486,28.8
592663,28.8
588751,28.8
592885,28.8
543807,28.8
534627,28.8
543776,28.8
458731,28.8
542454,28.8
592647,28.8
452254,28.8
451713,28.7
527043,28.7
592710,28.7
572191,28.7
435622,28.7
607680,28.7
605141,28.7
516416,28.7
474494,28.7
545341,28.7
592178,28.6
519306,28.6
456488,28.6
460576,28.6
502054,28.6
501659,28.6
571788,28.6
572008,28.5
457705,28.5
621035,28.5
605323,28.5
543484,28.5
594824,28.5
607054,28.5
570256,28.5
453923,28.5
571976,28.5
451594,28.5
592696,28.5
514888,28.4
523253,28.4
596019,28.4
572204,28.4
624577,28.4
605509,28.4
485567,28.4
605113,28.4
544369,28.4
578428,28.4
501571,28.4
430652,28.4
493316,28.4
519184,28.4
573135,28.4
543238,28.3
543305,28.3
467143,28.3
466988,28.3
542921,28.3
622110,28.3
502213,28.3
593428,28.3
621043,28.3
595879,28.3
408307,28.2
425567,28.2
542194,28.2
608336,28.2
518902,28.2
457706,28.2
592192,28.2
570267,28.2
581527,28.2
542303,28.2
434636,28.1
408299,28.1
446386,28.1
547982,28.1
424825,28.1
518577,28.1
596059,28.1
502261,28.1
519333,28.1
460099,28.1
453539,28.1
492841,28.1
430945,28.1
488689,28.1
606466,28.1
502205,28.0
596143,28.0
425834,28.0
542994,28.0
608365,28.0
608070,28.0
572182,28.0
456422,28.0
489267,28.0
457708,28.0
519025,28.0
462564,28.0
542255,28.0
594988,28.0
407781,28.0
458675,28.0
430947,28.0
592863,28.0
592620,27.9
541650,27.9
519083,27.9
453568,27.9
543213,27.9
571825,27.9
572039,27.9
553988,27.9
217100,27.9
493128,27.9
467070,27.9
599096,27.9
546318,27.9
457787,27.9
502317,27.9
400085,27.9
461416,27.8
543706,27.8
592239,27.8
502110,27.8
596119,27.8
502210,27.8
572821,27.8
519295,27.8
435078,27.8
542340,27.8
570560,27.7
543543,27.7
462101,27.7
519082,27.7
543685,27.7
547180,27.7
625329,27.7
431094,27.7
543094,27.7
449107,27.7
455759,27.7
474568,27.7
593934,27.7
607776,27.7
457477,27.7
434158,27.7
592609,27.7
624585,27.6
476270,27.6
285078,27.6
453895,27.6
457775,27.6
444482,27.6
592273,27.6
607385,27.6
518618,27.6
543257,27.6
502582,27.6
518700,27.5
430637,27.5
594807,27.5
628329,27.5
516770,27.5
570489,27.5
457788,27.5
400284,27.5
475100,27.5
493472,27.5
598265,27.5
453056,27.4
501255,27.4
502671,27.4
467798,27.4
593643,27.4
518792,27.4
476633,27.4
446381,27.4
408314,27.4
543939,27.4
648717,27.4
452035,27.4
594828,27.4
592518,27.4
500871,27.4
518653,27.4
444876,27.4
425557,27.4
518614,27.4
517370,27.4
570717,27.4
543302,27.3
571761,27.3
542436,27.3
446334,27.4
444843,27.3
543401,27.3
592621,27.3
572365,27.3
425543,27.3
460075,27.3
456781,27.3
488681,27.3
502126,27.3
571970,27.3
446359,27.3
518934,27.3
607387,27.3
452655,27.3
624424,27.3
430321,27.3
630111,27.3
594940,27.3
430001,27.2
605131,27.2
461865,27.2
150212,27.2
608701,27.2
543281,27.2
592626,27.2
473724,27.2
545338,27.2
571974,27.2
571771,27.2
460060,27.2
450314,27.2
476192,27.2
425664,27.2
276519,27.2
596144,27.1
520471,27.1
446481,27.2
543333,27.1
444432,27.1
451089,27.1
656941,27.1
592230,27.1
623143,27.1
519317,27.1
465784,27.1
468406,27.1
502082,27.1
645848,27.0
501303,27.0
460055,27.0
592743,27.0
493343,27.0
553993,27.0
456030,26.9
425783,26.9
461815,26.9
605512,26.9
572761,26.9
608700,26.9
502374,26.9
502143,26.9
543590,26.9
448801,26.9
461235,26.9
608369,26.9
435079,26.9
448170,26.8
501981,26.8
456665,26.8
571868,26.8
543063,26.8
463610,26.8
445988,26.8
433217,26.8
506560,26.8
543510,26.8
434540,26.8
501647,26.8
571697,26.8
543228,26.8
475247,26.8
453269,26.7
572128,26.7
605125,26.7
570482,26.7
570731,26.7
474832,26.7
430404,26.7
435062,26.7
572019,26.7
596748,26.7
628356,26.7
493114,26.7
518626,26.7
595386,26.7
572816,26.7
571918,26.7
501896,26.7
593495,26.6
571875,26.7
572287,26.6
605412,26.6
493351,26.6
518595,26.6
591712,26.6
452678,26.6
467827,26.6
595978,26.6
501983,26.6
493596,26.6
452220,26.6
489149,26.6
572863,26.6
408045,26.5
448605,26.5
429713,26.5
434670,26.5
537953,26.5
435401,26.5
452234,26.5
594777,26.5
456121,26.5
519023,26.5
458085,26.5
554429,26.5
116338,26.5
474892,26.5
592206,26.5
600303,26.4
519345,26.5
430605,26.5
488771,26.4
134181,26.4
471865,26.4
543376,26.4
429666,26.4
571912,26.4
500743,26.4
455755,26.4
519299,26.4
524968,26.4
459964,26.4
425796,26.4
457926,26.3
489138,26.3
476704,26.3
489232,26.3
461858,26.3
457454,26.3
542208,26.3
346874,26.3
430203,26.3
572138,26.3
489305,26.3
431145,26.2
435522,26.3
572033,26.2
503556,26.2
465041,26.2
445055,26.2
611177,26.2
443558,26.2
542455,26.2
499624,26.1
425549,26.1
571448,26.1
453064,26.1
543768,26.1
460086,26.1
518568,26.1
475582,26.1
457759,26.1
514913,26.1
543742,26.1
572122,26.1
519203,26.0
453400,26.0
543068,26.0
460026,26.0
519390,26.0
488726,26.0
452672,26.0
407812,26.0
150029,26.0
461314,25.9
425509,25.9
502182,25.9
424325,25.9
519208,25.9
501800,25.9
457803,25.9
425772,25.9
474443,25.9
527038,25.8
429711,25.9
408252,25.8
466320,25.8
448602,25.8
453943,25.8
459431,25.8
519058,25.7
502517,25.7
592407,25.7
547989,25.7
435559,25.7
430611,25.7
519068,25.7
455139,25.7
457574,25.7
452104,25.6
430832,25.6
573131,25.6
452095,25.6
457760,25.6
488862,25.6
136860,25.6
488810,25.6
547379,25.6
518960,25.6
521692,25.6
434563,25.6
571466,25.6
455976,25.6
572180,25.6
472528,25.5
467793,25.5
542513,25.5
518911,25.5
460269,25.5
408047,25.5
434567,25.5
518692,25.5
500208,25.4
444379,25.4
455104,25.4
458015,25.4
460077,25.4
457763,25.4
476883,25.4
431151,25.4
500207,25.3
571431,25.3
519237,25.3
541608,25.2
456124,25.2
446263,25.2
429665,25.2
435063,25.1
543216,25.1
477195,25.0
488912,25.0
455117,25.0
595885,25.0
430948,25.0
456078,24.9
425902,24.9
543432,24.9
519048,24.9
454560,24.9
475174,24.8
477165,24.8
450317,24.8
446308,24.8
592200,24.8
576397,24.7
429664,24.7
467055,24.7
488671,24.7
431171,24.6
425784,24.6
434604,24.6
435064,24.5
430910,24.5
491696,24.5
449786,24.5
407893,24.4
425560,24.4
471083,24.4
474233,24.4
571506,24.4
133380,24.3
434778,24.3
506702,24.3
430897,24.3
429667,24.3
518735,24.2
542963,24.2
408234,24.2
573627,24.1
489365,24.1
425766,24.1
452252,24.0
408236,24.0
150229,24.0
467092,24.0
475253,24.0
121347,23.9
456714,23.6
446653,23.5
405395,23.5
425877,23.4
435263,23.2
516949,23.1
120074,23.1
425900,22.5
400121,22.4
