batter,sprint_speed
645302,30.9
621439,30.5
642423,30.5
641553,30.4
607208,30.3
571740,30.1
642708,30.1
592261,30.0
605480,30.0
605548,30.0
572669,29.9
542979,29.9
488721,29.8
614173,29.8
664056,29.8
434658,29.6
620439,29.4
543829,29.4
622534,29.4
514917,29.4
502117,29.4
605233,29.4
606132,29.3
593525,29.3
545361,29.3
596115,29.3
595281,29.3
642707,29.3
593700,29.2
502226,29.2
621446,29.2
593160,29.2
606466,29.2
592419,29.1
640447,29.1
545350,29.1
608384,29.1
594694,29.1
609275,29.1
541645,29.0
491676,29.0
621433,29.0
570489,29.0
642180,29.0
517369,29.0
643335,29.0
621035,29.0
592444,29.0
453203,29.0
664057,29.0
519306,28.9
592710,28.9
669720,28.9
571437,28.9
594576,28.9
458913,28.9
660162,28.9
571681,28.9
592178,28.9
453923,28.9
606299,28.8
457705,28.8
451192,28.8
641355,28.8
640449,28.8
516782,28.8
458731,28.8
543484,28.8
664023,28.8
572191,28.8
456715,28.7
645277,28.7
641313,28.7
571757,28.7
621020,28.7
607043,28.7
518586,28.7
656305,28.7
488818,28.7
457727,28.7
502054,28.7
622441,28.7
466988,28.7
452254,28.6
628338,28.6
594809,28.6
607054,28.6
592808,28.6
620446,28.6
572041,28.6
656185,28.6
592663,28.6
605486,28.6
501571,28.6
544725,28.6
649557,28.5
606192,28.5
594838,28.5
595879,28.5
547912,28.5
571976,28.5
501659,28.5
596103,28.5
593528,28.5
571841,28.5
543760,28.4
643565,28.4
624407,28.4
545341,28.4
657557,28.4
570560,28.4
607471,28.4
592885,28.4
543305,28.4
593871,28.4
449181,28.4
572073,28.4
592325,28.4
514888,28.4
502100,28.4
666561,28.4
502273,28.4
519333,28.3
542642,28.3
541650,28.3
572008,28.3
591720,28.3
643217,28.3
593428,28.3
465753,28.3
457708,28.3
623182,28.3
594988,28.3
593527,28.2
489267,28.2
453568,28.2
572204,28.2
608365,28.2
605227,28.2
621559,28.2
544369,28.2
605113,28.2
656669,28.2
595751,28.1
502481,28.1
621471,28.1
573135,28.1
593523,28.1
570481,28.1
624577,28.1
451594,28.1
592206,28.1
596059,28.1
453056,28.1
542454,28.1
460576,28.0
596019,28.0
542921,28.0
485567,28.0
595375,28.0
543807,28.0
588751,28.0
592450,28.0
605509,28.0
596146,28.0
646240,28.0
451089,27.9
605141,27.9
608070,27.9
571745,27.9
607776,27.9
543257,27.9
591994,27.9
575929,27.9
456488,27.9
641487,27.9
543706,27.9
578428,27.9
542340,27.9
608336,27.8
607680,27.8
457706,27.8
543038,27.8
542303,27.8
571718,27.8
607387,27.8
608671,27.8
518700,27.8
519317,27.8
502210,27.8
446386,27.8
449107,27.8
592192,27.8
608325,27.7
624585,27.7
592620,27.7
547180,27.7
543543,27.7
546991,27.7
553988,27.7
621043,27.7
444876,27.7
642162,27.7
435622,27.7
594807,27.7
518902,27.7
572114,27.7
527049,27.7
595943,27.7
640461,27.6
527043,27.6
400284,27.6
600869,27.6
500874,27.6
518466,27.6
624414,27.6
457477,27.6
608324,27.6
455759,27.6
519184,27.6
543281,27.6
500871,27.6
572816,27.6
624424,27.6
502317,27.6
592863,27.6
570731,27.6
474568,27.6
457787,27.6
641820,27.5
493316,27.6
452655,27.5
592696,27.5
650490,27.5
523253,27.5
594824,27.5
547170,27.5
543939,27.5
543685,27.5
607385,27.5
624428,27.5
516770,27.5
547982,27.5
621002,27.5
571788,27.5
592743,27.5
573088,27.4
459431,27.5
446381,27.4
598265,27.4
581527,27.4
519295,27.4
519025,27.4
592685,27.4
461865,27.4
571918,27.4
408314,27.4
624507,27.4
444482,27.4
643265,27.4
571980,27.4
571771,27.4
592230,27.4
546318,27.3
608701,27.3
608703,27.3
520471,27.3
462101,27.3
506703,27.3
591741,27.3
518618,27.3
543401,27.2
506924,27.2
605131,27.3
431094,27.2
570256,27.2
543308,27.2
606115,27.2
605137,27.2
518614,27.2
430605,27.2
553869,27.2
458675,27.2
592669,27.2
570267,27.2
622270,27.2
641598,27.2
493114,27.2
596105,27.2
595144,27.2
542255,27.1
592273,27.1
543302,27.1
519346,27.1
543333,27.1
641319,27.1
518792,27.1
460075,27.1
572821,27.1
450314,27.1
607752,27.1
516416,27.1
518934,27.1
400085,27.1
430945,27.1
446334,27.1
501303,27.1
430001,27.0
595426,27.0
502143,27.0
519083,27.0
500743,27.0
608577,27.0
475100,27.0
571875,26.9
502110,26.9
595284,26.9
553993,26.9
519037,26.9
456665,26.9
461858,26.9
435079,26.9
475582,26.9
493329,26.9
471865,26.9
547989,26.9
593934,26.9
608369,26.8
605204,26.8
434158,26.9
643393,26.8
630111,26.8
656941,26.8
592122,26.8
502671,26.8
620443,26.8
543228,26.8
572039,26.8
543510,26.7
460060,26.7
572863,26.7
474832,26.7
506560,26.7
608061,26.7
605119,26.7
600301,26.7
622666,26.7
430947,26.7
518595,26.7
489149,26.7
503556,26.7
435062,26.7
595777,26.7
570799,26.7
643603,26.6
476704,26.6
607345,26.6
572365,26.6
519299,26.6
592387,26.6
572761,26.6
594828,26.6
518692,26.6
547004,26.6
453943,26.5
514913,26.5
444379,26.5
596143,26.5
502082,26.5
519222,26.5
592626,26.5
459964,26.5
501981,26.5
444432,26.5
446481,26.5
570482,26.5
600474,26.4
476883,26.4
594777,26.4
474892,26.4
518626,26.4
571697,26.4
622497,26.4
545338,26.4
595978,26.4
445055,26.4
467827,26.4
547172,26.4
461235,26.4
452234,26.4
475247,26.3
547957,26.3
457803,26.3
611177,26.3
572287,26.3
592518,26.3
433217,26.3
542513,26.3
502517,26.3
605125,26.3
572033,26.2
458085,26.2
435522,26.2
460086,26.2
425783,26.2
600303,26.2
607369,26.2
466320,26.2
488771,26.1
596142,26.1
543094,26.1
456030,26.1
408045,26.1
429666,26.1
608700,26.1
467793,26.1
489138,26.1
434670,26.1
572228,26.1
572122,26.1
605412,26.1
656555,26.1
501896,26.0
571431,26.0
571912,26.0
448605,26.0
543063,26.0
488726,26.0
596748,26.0
455755,26.0
460026,26.0
537953,26.0
446359,26.0
408252,26.0
455976,25.9
444843,25.9
407812,25.9
425509,25.9
543376,25.9
445988,25.9
608385,25.9
543068,25.9
543877,25.9
455104,25.8
641857,25.8
435559,25.8
452095,25.8
425772,25.8
608348,25.8
444489,25.8
543768,25.7
519048,25.7
518542,25.7
519203,25.7
518568,25.7
571448,25.7
527038,25.7
457926,25.7
519023,25.7
150029,25.6
596144,25.6
446263,25.6
453064,25.6
521692,25.6
431145,25.6
452220,25.6
519390,25.6
543216,25.5
434563,25.5
571602,25.5
592407,25.5
434567,25.5
457759,25.5
430832,25.5
443558,25.5
642156,25.5
641432,25.4
488862,25.4
642086,25.4
136860,25.3
502029,25.3
465041,25.3
460077,25.3
571830,25.3
467055,25.3
452104,25.3
571466,25.3
553882,25.3
605170,25.3
595885,25.2
452678,25.2
574847,25.2
435063,25.2
518960,25.2
519068,25.1
576397,25.1
573627,25.1
448801,25.1
488671,25.0
460269,25.0
452672,24.9
425784,24.9
429711,24.9
607257,24.9
519237,24.9
408234,24.9
592592,24.9
458015,24.9
461314,24.9
452252,24.9
456078,24.8
448602,24.8
455117,24.8
547379,24.8
446308,24.8
500208,24.7
455139,24.7
457763,24.6
475174,24.6
542583,24.6
571679,24.6
429665,24.5
595956,24.3
621566,24.3
134181,24.2
429664,24.2
491696,24.2
571506,24.2
475253,24.1
454560,24.1
518735,24.0
519058,24.0
506702,23.9
434604,23.9
542908,23.9
622194,23.8
425877,23.8
446653,23.7
408236,23.7
472528,23.6
434778,23.5
471083,23.3
516949,23.1
492802,22.9
435263,22.8
467092,22.8
400121,22.6
405395,21.9
