batter,year,split_day,cutoff_date,sb_to,sb_last21
518960,2019,58,2019-05-17,0,0
519008,2019,58,2019-05-17,0,0
519048,2019,58,2019-05-17,1,1
519058,2019,58,2019-05-17,2,2
519141,2019,58,2019-05-17,0,0
519144,2019,58,2019-05-17,0,0
519203,2019,58,2019-05-17,1,1
519222,2019,58,2019-05-17,0,0
519299,2019,58,2019-05-17,3,1
519317,2019,58,2019-05-17,0,0
519346,2019,58,2019-05-17,0,0
519390,2019,58,2019-05-17,0,0
520471,2019,58,2019-05-17,2,0
521655,2019,58,2019-05-17,0,0
523253,2019,58,2019-05-17,1,0
523260,2019,58,2019-05-17,0,0
527038,2019,58,2019-05-17,0,0
527048,2019,58,2019-05-17,0,0
527049,2019,58,2019-05-17,0,0
527054,2019,58,2019-05-17,0,0
534606,2019,58,2019-05-17,0,0
541600,2019,58,2019-05-17,0,0
541645,2019,58,2019-05-17,3,1
541650,2019,58,2019-05-17,2,1
542255,2019,58,2019-05-17,3,0
542303,2019,58,2019-05-17,3,0
542340,2019,58,2019-05-17,9,3
542364,2019,58,2019-05-17,0,0
542436,2019,58,2019-05-17,0,0
542454,2019,58,2019-05-17,6,2
542583,2019,58,2019-05-17,0,0
542881,2019,58,2019-05-17,0,0
542882,2019,58,2019-05-17,0,0
542921,2019,58,2019-05-17,1,0
542932,2019,58,2019-05-17,1,1
542960,2019,58,2019-05-17,0,0
542979,2019,58,2019-05-17,4,0
543022,2019,58,2019-05-17,0,0
543037,2019,58,2019-05-17,0,0
543063,2019,58,2019-05-17,1,0
543068,2019,58,2019-05-17,0,0
543089,2019,58,2019-05-17,0,0
543101,2019,58,2019-05-17,0,0
543105,2019,58,2019-05-17,0,0
543148,2019,58,2019-05-17,0,0
543193,2019,58,2019-05-17,0,0
543194,2019,58,2019-05-17,2,0
543228,2019,58,2019-05-17,0,0
543243,2019,58,2019-05-17,0,0
543257,2019,58,2019-05-17,4,2
543281,2019,58,2019-05-17,2,0
543294,2019,58,2019-05-17,0,0
543302,2019,58,2019-05-17,0,0
543305,2019,58,2019-05-17,0,0
543308,2019,58,2019-05-17,1,0
543309,2019,58,2019-05-17,0,0
543333,2019,58,2019-05-17,0,0
543351,2019,58,2019-05-17,0,0
543376,2019,58,2019-05-17,0,0
543377,2019,58,2019-05-17,0,0
543401,2019,58,2019-05-17,3,2
543432,2019,58,2019-05-17,0,0
543475,2019,58,2019-05-17,0,0
543510,2019,58,2019-05-17,2,0
543532,2019,58,2019-05-17,0,0
543543,2019,58,2019-05-17,1,0
543557,2019,58,2019-05-17,0,0
543592,2019,58,2019-05-17,0,0
543606,2019,58,2019-05-17,0,0
543685,2019,58,2019-05-17,1,1
543699,2019,58,2019-05-17,0,0
543760,2019,58,2019-05-17,3,2
543768,2019,58,2019-05-17,0,0
543776,2019,58,2019-05-17,1,0
543807,2019,58,2019-05-17,4,2
543829,2019,58,2019-05-17,12,4
543877,2019,58,2019-05-17,1,0
543883,2019,58,2019-05-17,0,0
543939,2019,58,2019-05-17,6,2
544369,2019,58,2019-05-17,0,0
544725,2019,58,2019-05-17,6,2
544931,2019,58,2019-05-17,0,0
545121,2019,58,2019-05-17,1,0
545333,2019,58,2019-05-17,0,0
545341,2019,58,2019-05-17,1,1
545350,2019,58,2019-05-17,3,3
545358,2019,58,2019-05-17,0,0
545361,2019,58,2019-05-17,6,3
546318,2019,58,2019-05-17,1,1
546990,2019,58,2019-05-17,0,0
546991,2019,58,2019-05-17,2,0
547004,2019,58,2019-05-17,0,0
547170,2019,58,2019-05-17,0,0
547172,2019,58,2019-05-17,0,0
547179,2019,58,2019-05-17,2,2
547180,2019,58,2019-05-17,1,0
547379,2019,58,2019-05-17,0,0
547943,2019,58,2019-05-17,0,0
547982,2019,58,2019-05-17,3,2
547989,2019,58,2019-05-17,2,0
548389,2019,58,2019-05-17,0,0
553869,2019,58,2019-05-17,0,0
553878,2019,58,2019-05-17,0,0
553882,2019,58,2019-05-17,0,0
553902,2019,58,2019-05-17,0,0
553993,2019,58,2019-05-17,1,1
554340,2019,58,2019-05-17,0,0
554430,2019,58,2019-05-17,0,0
570240,2019,58,2019-05-17,0,0
570256,2019,58,2019-05-17,0,0
570267,2019,58,2019-05-17,4,0
570481,2019,58,2019-05-17,3,0
570482,2019,58,2019-05-17,1,0
570560,2019,58,2019-05-17,1,0
570632,2019,58,2019-05-17,0,0
570731,2019,58,2019-05-17,0,0
571431,2019,58,2019-05-17,0,0
571437,2019,58,2019-05-17,0,0
571448,2019,58,2019-05-17,1,0
571466,2019,58,2019-05-17,0,0
571467,2019,58,2019-05-17,0,0
571506,2019,58,2019-05-17,0,0
571578,2019,58,2019-05-17,0,0
571657,2019,58,2019-05-17,1,1
571670,2019,58,2019-05-17,0,0
571679,2019,58,2019-05-17,0,0
571697,2019,58,2019-05-17,0,0
571718,2019,58,2019-05-17,1,1
571740,2019,58,2019-05-17,9,1
571745,2019,58,2019-05-17,4,1
571771,2019,58,2019-05-17,0,0
571788,2019,58,2019-05-17,0,0
571863,2019,58,2019-05-17,0,0
571875,2019,58,2019-05-17,0,0
571912,2019,58,2019-05-17,0,0
571917,2019,58,2019-05-17,0,0
571918,2019,58,2019-05-17,0,0
571927,2019,58,2019-05-17,0,0
571945,2019,58,2019-05-17,0,0
571946,2019,58,2019-05-17,0,0
571970,2019,58,2019-05-17,2,2
571974,2019,58,2019-05-17,0,0
571976,2019,58,2019-05-17,4,2
571980,2019,58,2019-05-17,3,1
572008,2019,58,2019-05-17,4,0
572020,2019,58,2019-05-17,0,0
572033,2019,58,2019-05-17,0,0
572039,2019,58,2019-05-17,1,0
572041,2019,58,2019-05-17,0,0
572070,2019,58,2019-05-17,0,0
572073,2019,58,2019-05-17,3,2
572122,2019,58,2019-05-17,0,0
572140,2019,58,2019-05-17,0,0
572191,2019,58,2019-05-17,1,0
572228,2019,58,2019-05-17,0,0
572233,2019,58,2019-05-17,3,0
572287,2019,58,2019-05-17,0,0
572362,2019,58,2019-05-17,0,0
572365,2019,58,2019-05-17,0,0
572761,2019,58,2019-05-17,2,1
572816,2019,58,2019-05-17,0,0
572821,2019,58,2019-05-17,1,0
572863,2019,58,2019-05-17,0,0
572971,2019,58,2019-05-17,0,0
573135,2019,58,2019-05-17,0,0
573186,2019,58,2019-05-17,0,0
573262,2019,58,2019-05-17,0,0
575929,2019,58,2019-05-17,1,1
576397,2019,58,2019-05-17,1,1
578428,2019,58,2019-05-17,1,1
588751,2019,58,2019-05-17,1,1
591720,2019,58,2019-05-17,0,0
591741,2019,58,2019-05-17,0,0
591971,2019,58,2019-05-17,0,0
592122,2019,58,2019-05-17,0,0
592178,2019,58,2019-05-17,1,0
592192,2019,58,2019-05-17,0,0
592200,2019,58,2019-05-17,0,0
592206,2019,58,2019-05-17,1,0
592230,2019,58,2019-05-17,0,0
592261,2019,58,2019-05-17,8,1
592273,2019,58,2019-05-17,0,0
592314,2019,58,2019-05-17,0,0
592325,2019,58,2019-05-17,1,1
592332,2019,58,2019-05-17,0,0
592346,2019,58,2019-05-17,0,0
592348,2019,58,2019-05-17,3,0
592351,2019,58,2019-05-17,0,0
592387,2019,58,2019-05-17,0,0
592407,2019,58,2019-05-17,0,0
592444,2019,58,2019-05-17,2,1
592450,2019,58,2019-05-17,2,0
592468,2019,58,2019-05-17,0,0
592518,2019,58,2019-05-17,1,0
592567,2019,58,2019-05-17,0,0
592620,2019,58,2019-05-17,0,0
592626,2019,58,2019-05-17,0,0
592660,2019,58,2019-05-17,0,0
592662,2019,58,2019-05-17,0,0
592663,2019,58,2019-05-17,0,0
592669,2019,58,2019-05-17,2,2
592680,2019,58,2019-05-17,0,0
592685,2019,58,2019-05-17,0,0
592696,2019,58,2019-05-17,1,1
592743,2019,58,2019-05-17,5,3
592761,2019,58,2019-05-17,0,0
592767,2019,58,2019-05-17,0,0
592789,2019,58,2019-05-17,0,0
592791,2019,58,2019-05-17,0,0
592826,2019,58,2019-05-17,0,0
592859,2019,58,2019-05-17,1,1
592863,2019,58,2019-05-17,0,0
592866,2019,58,2019-05-17,0,0
592885,2019,58,2019-05-17,9,4
593160,2019,58,2019-05-17,7,2
593334,2019,58,2019-05-17,0,0
593428,2019,58,2019-05-17,1,1
593523,2019,58,2019-05-17,0,0
593528,2019,58,2019-05-17,0,0
593643,2019,58,2019-05-17,1,0
593647,2019,58,2019-05-17,0,0
593700,2019,58,2019-05-17,1,0
593871,2019,58,2019-05-17,1,1
593934,2019,58,2019-05-17,0,0
593958,2019,58,2019-05-17,0,0
594011,2019,58,2019-05-17,4,1
594694,2019,58,2019-05-17,0,0
594777,2019,58,2019-05-17,2,2
594798,2019,58,2019-05-17,0,0
594807,2019,58,2019-05-17,0,0
594809,2019,58,2019-05-17,5,1
594824,2019,58,2019-05-17,0,0
594835,2019,58,2019-05-17,0,0
594838,2019,58,2019-05-17,0,0
594840,2019,58,2019-05-17,0,0
594953,2019,58,2019-05-17,0,0
594965,2019,58,2019-05-17,0,0
594986,2019,58,2019-05-17,0,0
594987,2019,58,2019-05-17,0,0
594988,2019,58,2019-05-17,0,0
595191,2019,58,2019-05-17,0,0
595222,2019,58,2019-05-17,0,0
595281,2019,58,2019-05-17,6,3
595284,2019,58,2019-05-17,0,0
595375,2019,58,2019-05-17,0,0
595453,2019,58,2019-05-17,0,0
595751,2019,58,2019-05-17,0,0
595777,2019,58,2019-05-17,3,0
595879,2019,58,2019-05-17,2,0
595881,2019,58,2019-05-17,0,0
595909,2019,58,2019-05-17,0,0
595956,2019,58,2019-05-17,0,0
595978,2019,58,2019-05-17,0,0
595981,2019,58,2019-05-17,0,0
596012,2019,58,2019-05-17,0,0
596019,2019,58,2019-05-17,4,4
596057,2019,58,2019-05-17,0,0
596059,2019,58,2019-05-17,3,2
596103,2019,58,2019-05-17,0,0
596105,2019,58,2019-05-17,4,1
596115,2019,58,2019-05-17,8,2
596117,2019,58,2019-05-17,0,0
596119,2019,58,2019-05-17,0,0
596129,2019,58,2019-05-17,0,0
596133,2019,58,2019-05-17,0,0
596142,2019,58,2019-05-17,0,0
596144,2019,58,2019-05-17,0,0
596146,2019,58,2019-05-17,0,0
596451,2019,58,2019-05-17,0,0
596748,2019,58,2019-05-17,0,0
596825,2019,58,2019-05-17,0,0
596847,2019,58,2019-05-17,1,0
598265,2019,58,2019-05-17,3,1
598284,2019,58,2019-05-17,1,1
600303,2019,58,2019-05-17,0,0
600466,2019,58,2019-05-17,0,0
600474,2019,58,2019-05-17,0,0
600524,2019,58,2019-05-17,0,0
600858,2019,58,2019-05-17,0,0
600869,2019,58,2019-05-17,1,0
601713,2019,58,2019-05-17,0,0
602074,2019,58,2019-05-17,0,0
602922,2019,58,2019-05-17,0,0
605113,2019,58,2019-05-17,2,0
605119,2019,58,2019-05-17,3,0
605131,2019,58,2019-05-17,2,1
605135,2019,58,2019-05-17,0,0
605137,2019,58,2019-05-17,0,0
605141,2019,58,2019-05-17,3,2
605156,2019,58,2019-05-17,0,0
605170,2019,58,2019-05-17,0,0
605196,2019,58,2019-05-17,0,0
605200,2019,58,2019-05-17,0,0
605204,2019,58,2019-05-17,0,0
605233,2019,58,2019-05-17,0,0
605244,2019,58,2019-05-17,0,0
605253,2019,58,2019-05-17,5,1
605276,2019,58,2019-05-17,0,0
605280,2019,58,2019-05-17,0,0
605288,2019,58,2019-05-17,0,0
605361,2019,58,2019-05-17,0,0
605397,2019,58,2019-05-17,0,0
605400,2019,58,2019-05-17,0,0
605412,2019,58,2019-05-17,1,1
605421,2019,58,2019-05-17,0,0
605446,2019,58,2019-05-17,0,0
605452,2019,58,2019-05-17,0,0
605474,2019,58,2019-05-17,0,0
605480,2019,58,2019-05-17,8,0
605486,2019,58,2019-05-17,0,0
605490,2019,58,2019-05-17,0,0
605498,2019,58,2019-05-17,0,0
605508,2019,58,2019-05-17,3,3
605513,2019,58,2019-05-17,0,0
605540,2019,58,2019-05-17,0,0
605548,2019,58,2019-05-17,0,0
605612,2019,58,2019-05-17,0,0
606115,2019,58,2019-05-17,1,1
606131,2019,58,2019-05-17,0,0
606132,2019,58,2019-05-17,1,1
606149,2019,58,2019-05-17,0,0
606157,2019,58,2019-05-17,0,0
606162,2019,58,2019-05-17,0,0
606192,2019,58,2019-05-17,2,0
606299,2019,58,2019-05-17,4,2
606466,2019,58,2019-05-17,3,1
606956,2019,58,2019-05-17,0,0
606988,2019,58,2019-05-17,0,0
606992,2019,58,2019-05-17,0,0
607043,2019,58,2019-05-17,1,0
607054,2019,58,2019-05-17,0,0
607200,2019,58,2019-05-17,0,0
607208,2019,58,2019-05-17,5,1
607223,2019,58,2019-05-17,0,0
607231,2019,58,2019-05-17,0,0
607333,2019,58,2019-05-17,0,0
607345,2019,58,2019-05-17,1,1
607391,2019,58,2019-05-17,0,0
607461,2019,58,2019-05-17,0,0
607468,2019,58,2019-05-17,0,0
607536,2019,58,2019-05-17,0,0
607644,2019,58,2019-05-17,0,0
607680,2019,58,2019-05-17,5,2
607732,2019,58,2019-05-17,0,0
607752,2019,58,2019-05-17,0,0
607776,2019,58,2019-05-17,1,1
608070,2019,58,2019-05-17,11,3
608324,2019,58,2019-05-17,2,0
608331,2019,58,2019-05-17,0,0
608336,2019,58,2019-05-17,3,3
608337,2019,58,2019-05-17,0,0
608339,2019,58,2019-05-17,0,0
608344,2019,58,2019-05-17,0,0
608348,2019,58,2019-05-17,0,0
608365,2019,58,2019-05-17,0,0
608369,2019,58,2019-05-17,0,0
608371,2019,58,2019-05-17,0,0
608379,2019,58,2019-05-17,0,0
608384,2019,58,2019-05-17,0,0
608385,2019,58,2019-05-17,0,0
608475,2019,58,2019-05-17,0,0
608566,2019,58,2019-05-17,0,0
608577,2019,58,2019-05-17,0,0
608596,2019,58,2019-05-17,0,0
608597,2019,58,2019-05-17,0,0
608671,2019,58,2019-05-17,0,0
608686,2019,58,2019-05-17,0,0
608700,2019,58,2019-05-17,0,0
608717,2019,58,2019-05-17,0,0
608723,2019,58,2019-05-17,0,0
609275,2019,58,2019-05-17,17,10
609280,2019,58,2019-05-17,0,0
612672,2019,58,2019-05-17,0,0
614177,2019,58,2019-05-17,0,0
615698,2019,58,2019-05-17,0,0
620439,2019,58,2019-05-17,0,0
620443,2019,58,2019-05-17,0,0
620446,2019,58,2019-05-17,0,0
620453,2019,58,2019-05-17,0,0
621002,2019,58,2019-05-17,1,0
621005,2019,58,2019-05-17,0,0
621006,2019,58,2019-05-17,2,1
621020,2019,58,2019-05-17,4,2
621028,2019,58,2019-05-17,1,1
621035,2019,58,2019-05-17,3,2
621043,2019,58,2019-05-17,1,0
621086,2019,58,2019-05-17,0,0
621097,2019,58,2019-05-17,0,0
621107,2019,58,2019-05-17,0,0
621111,2019,58,2019-05-17,0,0
621141,2019,58,2019-05-17,0,0
621219,2019,58,2019-05-17,0,0
621244,2019,58,2019-05-17,0,0
621261,2019,58,2019-05-17,0,0
621311,2019,58,2019-05-17,1,1
621381,2019,58,2019-05-17,0,0
621433,2019,58,2019-05-17,0,0
621438,2019,58,2019-05-17,0,0
621439,2019,58,2019-05-17,8,3
621446,2019,58,2019-05-17,0,0
621450,2019,58,2019-05-17,0,0
621453,2019,58,2019-05-17,1,0
621458,2019,58,2019-05-17,0,0
621466,2019,58,2019-05-17,0,0
621493,2019,58,2019-05-17,0,0
621512,2019,58,2019-05-17,0,0
621514,2019,58,2019-05-17,0,0
621532,2019,58,2019-05-17,0,0
621550,2019,58,2019-05-17,0,0
621559,2019,58,2019-05-17,1,0
621563,2019,58,2019-05-17,0,0
621566,2019,58,2019-05-17,0,0
621573,2019,58,2019-05-17,0,0
622046,2019,58,2019-05-17,0,0
622065,2019,58,2019-05-17,0,0
622072,2019,58,2019-05-17,0,0
622075,2019,58,2019-05-17,0,0
622110,2019,58,2019-05-17,0,0
622168,2019,58,2019-05-17,0,0
622268,2019,58,2019-05-17,0,0
622491,2019,58,2019-05-17,0,0
622534,2019,58,2019-05-17,3,2
622569,2019,58,2019-05-17,0,0
622608,2019,58,2019-05-17,0,0
622666,2019,58,2019-05-17,1,1
622682,2019,58,2019-05-17,0,0
622694,2019,58,2019-05-17,0,0
622786,2019,58,2019-05-17,0,0
623168,2019,58,2019-05-17,0,0
623180,2019,58,2019-05-17,0,0
623205,2019,58,2019-05-17,0,0
623214,2019,58,2019-05-17,0,0
623323,2019,58,2019-05-17,0,0
623352,2019,58,2019-05-17,0,0
623364,2019,58,2019-05-17,0,0
623520,2019,58,2019-05-17,0,0
623912,2019,58,2019-05-17,0,0
623993,2019,58,2019-05-17,0,0
624133,2019,58,2019-05-17,0,0
624407,2019,58,2019-05-17,1,1
624413,2019,58,2019-05-17,0,0
624414,2019,58,2019-05-17,0,0
624415,2019,58,2019-05-17,0,0
624419,2019,58,2019-05-17,0,0
624424,2019,58,2019-05-17,3,1
624428,2019,58,2019-05-17,2,0
624431,2019,58,2019-05-17,0,0
624512,2019,58,2019-05-17,0,0
624513,2019,58,2019-05-17,0,0
624577,2019,58,2019-05-17,7,5
624585,2019,58,2019-05-17,0,0
624641,2019,58,2019-05-17,0,0
625510,2019,58,2019-05-17,0,0
625643,2019,58,2019-05-17,0,0
628317,2019,58,2019-05-17,0,0
628338,2019,58,2019-05-17,0,0
628356,2019,58,2019-05-17,0,0
628452,2019,58,2019-05-17,0,0
628711,2019,58,2019-05-17,0,0
630111,2019,58,2019-05-17,0,0
640447,2019,58,2019-05-17,0,0
640449,2019,58,2019-05-17,0,0
640457,2019,58,2019-05-17,4,1
640458,2019,58,2019-05-17,0,0
640460,2019,58,2019-05-17,1,0
640461,2019,58,2019-05-17,0,0
640470,2019,58,2019-05-17,0,0
641149,2019,58,2019-05-17,0,0
641154,2019,58,2019-05-17,0,0
641312,2019,58,2019-05-17,0,0
641313,2019,58,2019-05-17,13,3
641343,2019,58,2019-05-17,2,1
641355,2019,58,2019-05-17,7,3
641432,2019,58,2019-05-17,0,0
641470,2019,58,2019-05-17,0,0
641477,2019,58,2019-05-17,2,1
641487,2019,58,2019-05-17,0,0
641505,2019,58,2019-05-17,1,1
641513,2019,58,2019-05-17,0,0
641525,2019,58,2019-05-17,0,0
641531,2019,58,2019-05-17,1,1
641541,2019,58,2019-05-17,0,0
641553,2019,58,2019-05-17,0,0
641584,2019,58,2019-05-17,0,0
641598,2019,58,2019-05-17,0,0
641645,2019,58,2019-05-17,0,0
641658,2019,58,2019-05-17,1,0
641684,2019,58,2019-05-17,0,0
641712,2019,58,2019-05-17,0,0
641745,2019,58,2019-05-17,0,0
641778,2019,58,2019-05-17,0,0
641786,2019,58,2019-05-17,0,0
641796,2019,58,2019-05-17,2,0
641816,2019,58,2019-05-17,0,0
641820,2019,58,2019-05-17,0,0
641829,2019,58,2019-05-17,2,0
641851,2019,58,2019-05-17,0,0
641856,2019,58,2019-05-17,0,0
641857,2019,58,2019-05-17,1,0
641878,2019,58,2019-05-17,0,0
641914,2019,58,2019-05-17,0,0
641924,2019,58,2019-05-17,0,0
641933,2019,58,2019-05-17,0,0
642073,2019,58,2019-05-17,0,0
642082,2019,58,2019-05-17,0,0
642086,2019,58,2019-05-17,0,0
642133,2019,58,2019-05-17,0,0
642136,2019,58,2019-05-17,0,0
642162,2019,58,2019-05-17,0,0
642165,2019,58,2019-05-17,1,1
642180,2019,58,2019-05-17,5,0
642221,2019,58,2019-05-17,0,0
642336,2019,58,2019-05-17,0,0
642423,2019,58,2019-05-17,0,0
642547,2019,58,2019-05-17,0,0
642607,2019,58,2019-05-17,0,0
642708,2019,58,2019-05-17,4,2
642715,2019,58,2019-05-17,1,1
642721,2019,58,2019-05-17,1,1
642731,2019,58,2019-05-17,1,1
642736,2019,58,2019-05-17,0,0
642851,2019,58,2019-05-17,0,0
643217,2019,58,2019-05-17,3,1
643230,2019,58,2019-05-17,0,0
643265,2019,58,2019-05-17,0,0
643275,2019,58,2019-05-17,0,0
643289,2019,58,2019-05-17,0,0
643327,2019,58,2019-05-17,0,0
643354,2019,58,2019-05-17,0,0
643376,2019,58,2019-05-17,0,0
643393,2019,58,2019-05-17,2,1
643396,2019,58,2019-05-17,1,0
643418,2019,58,2019-05-17,0,0
643436,2019,58,2019-05-17,0,0
643446,2019,58,2019-05-17,0,0
643565,2019,58,2019-05-17,1,0
643603,2019,58,2019-05-17,0,0
644374,2019,58,2019-05-17,0,0
645261,2019,58,2019-05-17,0,0
645277,2019,58,2019-05-17,4,1
645302,2019,58,2019-05-17,8,1
645801,2019,58,2019-05-17,0,0
646240,2019,58,2019-05-17,5,2
647304,2019,58,2019-05-17,0,0
647336,2019,58,2019-05-17,0,0
647351,2019,58,2019-05-17,0,0
649557,2019,58,2019-05-17,0,0
649966,2019,58,2019-05-17,0,0
650333,2019,58,2019-05-17,0,0
650391,2019,58,2019-05-17,0,0
650402,2019,58,2019-05-17,3,0
650489,2019,58,2019-05-17,0,0
650490,2019,58,2019-05-17,1,0
650619,2019,58,2019-05-17,0,0
650859,2019,58,2019-05-17,0,0
650893,2019,58,2019-05-17,0,0
656185,2019,58,2019-05-17,0,0
656252,2019,58,2019-05-17,0,0
656305,2019,58,2019-05-17,0,0
656308,2019,58,2019-05-17,2,1
656371,2019,58,2019-05-17,0,0
656427,2019,58,2019-05-17,1,1
656514,2019,58,2019-05-17,0,0
656541,2019,58,2019-05-17,0,0
656546,2019,58,2019-05-17,0,0
656555,2019,58,2019-05-17,0,0
656577,2019,58,2019-05-17,0,0
656605,2019,58,2019-05-17,0,0
656669,2019,58,2019-05-17,1,1
656713,2019,58,2019-05-17,0,0
656725,2019,58,2019-05-17,0,0
656775,2019,58,2019-05-17,1,0
656794,2019,58,2019-05-17,0,0
656811,2019,58,2019-05-17,0,0
656941,2019,58,2019-05-17,0,0
656977,2019,58,2019-05-17,0,0
657041,2019,58,2019-05-17,1,0
657053,2019,58,2019-05-17,0,0
657061,2019,58,2019-05-17,0,0
657077,2019,58,2019-05-17,2,2
657140,2019,58,2019-05-17,0,0
657141,2019,58,2019-05-17,0,0
657145,2019,58,2019-05-17,0,0
657277,2019,58,2019-05-17,0,0
657434,2019,58,2019-05-17,0,0
657557,2019,58,2019-05-17,3,1
657566,2019,58,2019-05-17,0,0
657571,2019,58,2019-05-17,0,0
657656,2019,58,2019-05-17,3,1
658069,2019,58,2019-05-17,0,0
658792,2019,58,2019-05-17,0,0
659275,2019,58,2019-05-17,0,0
660162,2019,58,2019-05-17,4,2
660271,2019,58,2019-05-17,0,0
660670,2019,58,2019-05-17,4,2
663531,2019,58,2019-05-17,0,0
663538,2019,58,2019-05-17,0,0
663567,2019,58,2019-05-17,0,0
663586,2019,58,2019-05-17,0,0
663656,2019,58,2019-05-17,0,0
663757,2019,58,2019-05-17,0,0
663898,2019,58,2019-05-17,0,0
663978,2019,58,2019-05-17,0,0
663993,2019,58,2019-05-17,0,0
664023,2019,58,2019-05-17,0,0
664034,2019,58,2019-05-17,0,0
664040,2019,58,2019-05-17,3,1
664041,2019,58,2019-05-17,0,0
664056,2019,58,2019-05-17,0,0
664057,2019,58,2019-05-17,0,0
664058,2019,58,2019-05-17,3,1
664059,2019,58,2019-05-17,0,0
664062,2019,58,2019-05-17,0,0
664068,2019,58,2019-05-17,1,0
664119,2019,58,2019-05-17,0,0
664192,2019,58,2019-05-17,0,0
664199,2019,58,2019-05-17,0,0
664208,2019,58,2019-05-17,0,0
664238,2019,58,2019-05-17,2,1
664247,2019,58,2019-05-17,0,0
664353,2019,58,2019-05-17,0,0
664702,2019,58,2019-05-17,0,0
664774,2019,58,2019-05-17,0,0
664854,2019,58,2019-05-17,0,0
664874,2019,58,2019-05-17,0,0
664901,2019,58,2019-05-17,0,0
664913,2019,58,2019-05-17,0,0
664926,2019,58,2019-05-17,0,0
665120,2019,58,2019-05-17,0,0
665487,2019,58,2019-05-17,6,1
665489,2019,58,2019-05-17,0,0
665742,2019,58,2019-05-17,3,1
666158,2019,58,2019-05-17,0,0
666182,2019,58,2019-05-17,0,0
666198,2019,58,2019-05-17,0,0
666971,2019,58,2019-05-17,1,0
667498,2019,58,2019-05-17,0,0
668227,2019,58,2019-05-17,0,0
668663,2019,58,2019-05-17,0,0
668670,2019,58,2019-05-17,0,0
668678,2019,58,2019-05-17,0,0
668800,2019,58,2019-05-17,0,0
668804,2019,58,2019-05-17,0,0
668942,2019,58,2019-05-17,0,0
669060,2019,58,2019-05-17,0,0
669160,2019,58,2019-05-17,0,0
669203,2019,58,2019-05-17,0,0
669214,2019,58,2019-05-17,0,0
669221,2019,58,2019-05-17,0,0
669222,2019,58,2019-05-17,4,4
669242,2019,58,2019-05-17,0,0
669256,2019,58,2019-05-17,0,0
669257,2019,58,2019-05-17,0,0
669374,2019,58,2019-05-17,0,0
669456,2019,58,2019-05-17,0,0
669720,2019,58,2019-05-17,0,0
669738,2019,58,2019-05-17,0,0
670032,2019,58,2019-05-17,0,0
670541,2019,58,2019-05-17,0,0
670712,2019,58,2019-05-17,0,0
670950,2019,58,2019-05-17,0,0
671790,2019,58,2019-05-17,0,0
676606,2019,58,2019-05-17,0,0
282332,2019,65,2019-05-24,0,0
405395,2019,65,2019-05-24,0,0
408234,2019,65,2019-05-24,0,0
425772,2019,65,2019-05-24,0,0
425783,2019,65,2019-05-24,2,0
425784,2019,65,2019-05-24,0,0
425794,2019,65,2019-05-24,0,0
425844,2019,65,2019-05-24,1,1
425877,2019,65,2019-05-24,4,3
429664,2019,65,2019-05-24,0,0
429665,2019,65,2019-05-24,0,0
429719,2019,65,2019-05-24,0,0
430935,2019,65,2019-05-24,0,0
430945,2019,65,2019-05-24,1,1
431145,2019,65,2019-05-24,0,0
433587,2019,65,2019-05-24,0,0
434158,2019,65,2019-05-24,0,0
434658,2019,65,2019-05-24,0,0
434671,2019,65,2019-05-24,0,0
434778,2019,65,2019-05-24,0,0
435062,2019,65,2019-05-24,1,0
435064,2019,65,2019-05-24,0,0
435079,2019,65,2019-05-24,1,0
435263,2019,65,2019-05-24,0,0
435522,2019,65,2019-05-24,2,1
435559,2019,65,2019-05-24,0,0
435622,2019,65,2019-05-24,0,0
443558,2019,65,2019-05-24,0,0
444432,2019,65,2019-05-24,0,0
444482,2019,65,2019-05-24,0,0
444489,2019,65,2019-05-24,0,0
445055,2019,65,2019-05-24,0,0
445988,2019,65,2019-05-24,0,0
446263,2019,65,2019-05-24,0,0
446308,2019,65,2019-05-24,1,0
446334,2019,65,2019-05-24,2,1
446359,2019,65,2019-05-24,0,0
446481,2019,65,2019-05-24,0,0
448179,2019,65,2019-05-24,0,0
448281,2019,65,2019-05-24,0,0
448602,2019,65,2019-05-24,1,0
448801,2019,65,2019-05-24,0,0
448855,2019,65,2019-05-24,0,0
450306,2019,65,2019-05-24,0,0
450314,2019,65,2019-05-24,0,0
451192,2019,65,2019-05-24,0,0
451594,2019,65,2019-05-24,2,1
452095,2019,65,2019-05-24,0,0
452254,2019,65,2019-05-24,1,0
452657,2019,65,2019-05-24,0,0
452678,2019,65,2019-05-24,0,0
453286,2019,65,2019-05-24,0,0
453562,2019,65,2019-05-24,0,0
453568,2019,65,2019-05-24,2,0
453943,2019,65,2019-05-24,1,0
455104,2019,65,2019-05-24,0,0
455117,2019,65,2019-05-24,0,0
455139,2019,65,2019-05-24,0,0
455976,2019,65,2019-05-24,0,0
456051,2019,65,2019-05-24,0,0
456078,2019,65,2019-05-24,0,0
456124,2019,65,2019-05-24,0,0
456488,2019,65,2019-05-24,4,1
456501,2019,65,2019-05-24,0,0
456665,2019,65,2019-05-24,0,0
456701,2019,65,2019-05-24,0,0
456715,2019,65,2019-05-24,5,2
456781,2019,65,2019-05-24,0,0
457705,2019,65,2019-05-24,2,1
457708,2019,65,2019-05-24,0,0
457727,2019,65,2019-05-24,3,3
457759,2019,65,2019-05-24,1,1
