pitcher,year,pitcher_team
623352,2021,MIL
623354,2021,SEA
623364,2021,CHC
623433,2021,TB
623437,2021,MIL
623454,2021,TEX
623465,2021,LAD
623470,2021,KC
623474,2021,LAA
623485,2021,COL
624133,2021,PHI
624414,2021,BOS
624418,2021,COL
624427,2021,BOS
624522,2021,CHC
624586,2021,LAA
624647,2021,LAD
625643,2021,CWS
626929,2021,MIN
628317,2021,MIN
628345,2021,LAD
628452,2021,LAA
628711,2021,LAD
630105,2021,SD
640444,2021,PIT
640448,2021,WSH
640451,2021,BAL
640455,2021,ATH
640462,2021,ATH
640464,2021,CHC
640470,2021,CHC
641154,2021,MIA
641302,2021,DET
641312,2021,BAL
641329,2021,TOR
641360,2021,LAD
641384,2021,NYM
641386,2021,COL
641394,2021,KC
641401,2021,PHI
641420,2021,CWS
641447,2021,MIA
641482,2021,NYY
641540,2021,TEX
641541,2021,AZ
641576,2021,STL
641582,2021,CWS
641632,2021,BAL
641645,2021,NYM
641672,2021,TOR
641682,2021,CIN
641703,2021,TB
641712,2021,STL
641726,2021,ATH
641729,2021,DET
641743,2021,TOR
641745,2021,KC
641755,2021,COL
641771,2021,PIT
641778,2021,MIL
641793,2021,SF
641816,2021,CIN
641835,2021,TOR
641851,2021,WSH
641871,2021,SEA
641907,2021,WSH
641927,2021,MIN
641941,2021,SD
641995,2021,STL
642003,2021,TB
642028,2021,WSH
642048,2021,TOR
642068,2021,COL
642073,2021,SF
642083,2021,LAA
642092,2021,AZ
642100,2021,KC
642121,2021,BAL
642130,2021,HOU
642152,2021,ATH
642162,2021,BAL
642203,2021,AZ
642207,2021,MIL
642232,2021,TB
642233,2021,MIL
642336,2021,TB
642397,2021,DET
642528,2021,NYY
642545,2021,LAA
642547,2021,MIL
642659,2021,BOS
642701,2021,TEX
642727,2021,CHC
642758,2021,ATH
642759,2021,COL
642770,2021,SD
642851,2021,BAL
643230,2021,PIT
643256,2021,TOR
643290,2021,SEA
643316,2021,BAL
643327,2021,MIL
643338,2021,NYY
643377,2021,MIN
643400,2021,BAL
643493,2021,MIA
643511,2021,SF
643565,2021,SF
643615,2021,TOR
643778,2021,STL
645261,2021,MIA
646242,2021,LAA
647315,2021,MIA
649144,2021,BAL
650347,2021,MIA
650382,2021,BOS
650496,2021,CLE
650530,2021,DET
650556,2021,HOU
650633,2021,NYY
650644,2021,CLE
650668,2021,AZ
650671,2021,LAA
650828,2021,ATL
650893,2021,STL
650895,2021,TB
650911,2021,PHI
650959,2021,BAL
655889,2021,CHC
656061,2021,NYY
656186,2021,SD
656212,2021,MIN
656232,2021,HOU
656240,2021,KC
656266,2021,AZ
656288,2021,LAA
656290,2021,DET
656302,2021,CWS
656322,2021,PHI
656353,2021,ATL
656354,2021,BOS
656420,2021,TB
656427,2021,STL
656457,2021,AZ
656458,2021,COL
656464,2021,AZ
656529,2021,CLE
656546,2021,CIN
656548,2021,MIA
656557,2021,BOS
656578,2021,LAD
656605,2021,PIT
656620,2021,WSH
656629,2021,CWS
656638,2021,DET
656641,2021,TEX
656669,2021,TB
656685,2021,TEX
656686,2021,AZ
656725,2021,CWS
656730,2021,CHC
656731,2021,NYM
656756,2021,NYY
656793,2021,NYY
656794,2021,ATL
656803,2021,SD
656818,2021,PIT
656849,2021,NYM
656876,2021,TB
656887,2021,NYM
656945,2021,BAL
656954,2021,SEA
656970,2021,MIN
656981,2021,HOU
657006,2021,CHC
657024,2021,SEA
657031,2021,BOS
657044,2021,TB
657053,2021,ATL
657093,2021,BAL
657097,2021,ATL
657140,2021,ATL
657141,2021,NYM
657228,2021,CHC
657240,2021,TOR
657248,2021,TEX
657277,2021,SF
657376,2021,NYY
657508,2021,BAL
657610,2021,NYM
657612,2021,SD
657624,2021,HOU
657697,2021,SEA
657746,2021,MIN
657756,2021,BOS
658069,2021,COL
658305,2021,MIN
658431,2021,PHI
658551,2021,STL
658648,2021,SD
659275,2021,SD
660271,2021,LAA
660365,2021,TEX
660422,2021,MIA
660546,2021,NYM
660600,2021,HOU
660620,2021,BOS
660623,2021,ATL
660761,2021,LAA
660813,2021,LAD
660825,2021,BOS
660853,2021,PHI
660896,2021,MIN
660906,2021,CLE
661255,2021,AZ
661269,2021,CIN
661383,2021,LAA
661403,2021,CLE
661440,2021,PHI
661527,2021,HOU
661563,2021,NYY
662253,2021,SEA
663366,2021,MIN
663372,2021,COL
663378,2021,NYM
663399,2021,STL
663423,2021,TOR
663432,2021,WSH
663460,2021,KC
663465,2021,TEX
663474,2021,CLE
663531,2021,CLE
663554,2021,DET
663556,2021,TB
663558,2021,MIN
663559,2021,PHI
663567,2021,COL
663574,2021,CIN
663734,2021,MIA
663738,2021,KC
663753,2021,SD
663765,2021,STL
663770,2021,TEX
663776,2021,LAA
663804,2021,KC
663853,2021,CWS
663855,2021,STL
663878,2021,TOR
663903,2021,KC
663959,2021,HOU
663978,2021,SD
663986,2021,CLE
663992,2021,KC
664042,2021,BAL
664045,2021,BAL
664054,2021,MIN
664062,2021,LAD
664074,2021,PIT
664076,2021,LAD
664092,2021,AZ
664123,2021,CHC
664126,2021,TB
664129,2021,NYM
664139,2021,MIN
664141,2021,PIT
664157,2021,TOR
664192,2021,NYM
664196,2021,PIT
664199,2021,AZ
664208,2021,CLE
664285,2021,HOU
664294,2021,CIN
664299,2021,HOU
664337,2021,PIT
664353,2021,HOU
664584,2021,WSH
664682,2021,CHC
664714,2021,SEA
664776,2021,MIL
664789,2021,ATH
664852,2021,ATL
664854,2021,STL
664875,2021,COL
664901,2021,CWS
664918,2021,PIT
664948,2021,SEA
665152,2021,BAL
665155,2021,PHI
665620,2021,NYY
665621,2021,DET
665625,2021,LAA
665645,2021,SF
665661,2021,PIT
665665,2021,CIN
665733,2021,COL
665759,2021,PHI
665795,2021,MIA
665854,2021,PIT
665896,2021,LAA
666120,2021,ATL
666129,2021,MIA
666159,2021,DET
666168,2021,WSH
666200,2021,MIA
666201,2021,TOR
666205,2021,ATL
666619,2021,SF
666808,2021,SF
666818,2021,AZ
667297,2021,CHC
667373,2021,STL
667376,2021,MIL
667463,2021,TEX
667465,2021,SEA
667498,2021,SEA
667725,2021,LAA
668665,2021,NYM
668670,2021,DET
668676,2021,CLE
668678,2021,AZ
668687,2021,HOU
668820,2021,PIT
668941,2021,PHI
668968,2021,PHI
669060,2021,PIT
669135,2021,BAL
669145,2021,BAL
669160,2021,LAD
669169,2021,KC
669203,2021,MIL
669211,2021,BAL
669212,2021,CLE
669214,2021,SF
669276,2021,ATL
669294,2021,MIA
669302,2021,SEA
669330,2021,BAL
669358,2021,TB
669373,2021,DET
669395,2021,KC
669424,2021,CWS
669432,2021,MIA
669456,2021,CLE
669459,2021,CLE
669618,2021,TEX
669622,2021,MIA
669674,2021,SF
669735,2021,LAA
669912,2021,TOR
669935,2021,TEX
669952,2021,LAD
670050,2021,NYY
670056,2021,SF
670057,2021,HOU
670087,2021,AZ
670090,2021,SEA
670167,2021,BOS
670280,2021,PIT
670456,2021,PHI
670550,2021,HOU
670766,2021,SEA
670912,2021,STL
670950,2021,TOR
670955,2021,LAD
670970,2021,SD
670990,2021,SEA
671345,2021,DET
671790,2021,KC
672282,2021,LAA
672335,2021,CIN
672391,2021,BOS
672578,2021,KC
672582,2021,KC
672710,2021,PIT
672715,2021,TB
672851,2021,WSH
674944,2021,MIA
675911,2021,ATL
675912,2021,BAL
675916,2021,CLE
675921,2021,PHI
675971,2021,PHI
676050,2021,LAA
676051,2021,CWS
676083,2021,LAA
676103,2021,PHI
676220,2021,STL
676265,2021,CHC
676424,2021,MIL
676477,2021,BOS
676596,2021,TB
676604,2021,KC
676606,2021,SEA
676617,2021,CIN
676684,2021,SEA
676709,2021,TOR
676710,2021,BOS
676755,2021,BAL
676766,2021,TEX
676831,2021,STL
676840,2021,AZ
676879,2021,MIL
676886,2021,TOR
676969,2021,TEX
676979,2021,CWS
677651,2021,HOU
677865,2021,LAD
677960,2021,SD
677976,2021,MIN
680430,2021,TOR
680686,2021,WSH
680692,2021,CWS
680704,2021,CLE
681806,2021,LAA
681810,2021,LAA
681867,2021,LAA
681911,2021,LAD
683232,2021,PIT
685503,2021,TEX
405395,2022,STL
424144,2022,AZ
425794,2022,STL
425844,2022,KC
425877,2022,STL
434378,2022,HOU
434671,2022,WSH
444876,2022,WSH
445276,2022,ATL
445926,2022,ATL
446321,2022,CIN
446372,2022,TB
448179,2022,BOS
448281,2022,WSH
450203,2022,ATL
453178,2022,AZ
453268,2022,COL
453286,2022,NYM
453343,2022,AZ
455119,2022,CHC
456034,2022,LAD
456501,2022,CWS
456713,2022,TEX
458677,2022,CIN
458681,2022,CWS
459429,2022,SF
461325,2022,WSH
468504,2022,COL
471911,2022,NYM
472610,2022,SD
475479,2022,TOR
476595,2022,NYY
477132,2022,LAD
488984,2022,NYM
489119,2022,CHC
489265,2022,SEA
489334,2022,SD
489446,2022,ATL
491624,2022,LAA
493603,2022,NYM
500779,2022,PIT
501303,2022,WSH
501381,2022,DET
501625,2022,SF
501925,2022,MIN
501985,2022,CIN
502042,2022,MIN
502043,2022,PHI
502085,2022,CHC
502154,2022,NYY
502171,2022,SF
502179,2022,WSH
502202,2022,MIL
502624,2022,CIN
503285,2022,ATL
503449,2022,DET
503556,2022,NYY
506433,2022,SD
506702,2022,CLE
517008,2022,COL
518397,2022,SF
518489,2022,BOS
518516,2022,AZ
518553,2022,WSH
518585,2022,CIN
518586,2022,TEX
518617,2022,BOS
518748,2022,ATH
518813,2022,TEX
518876,2022,AZ
518886,2022,LAD
519008,2022,STL
519043,2022,TEX
519151,2022,HOU
519242,2022,BOS
519293,2022,ATL
519326,2022,CIN
520980,2022,HOU
521230,2022,CWS
523260,2022,CWS
527048,2022,TEX
527055,2022,KC
528748,2022,AZ
541640,2022,WSH
542194,2022,TB
542585,2022,DET
542881,2022,LAD
542888,2022,TB
542914,2022,MIA
542947,2022,MIA
543037,2022,NYY
543056,2022,MIN
543101,2022,SF
543135,2022,BOS
543238,2022,CLE
543243,2022,MIN
543272,2022,PHI
543281,2022,CWS
543294,2022,CHC
543339,2022,LAD
543351,2022,ATL
543475,2022,BAL
543507,2022,NYM
543521,2022,ATL
543548,2022,SEA
543606,2022,HOU
543766,2022,CLE
543829,2022,WSH
543901,2022,NYY
544365,2022,PIT
544727,2022,PHI
544931,2022,WSH
545121,2022,WSH
545341,2022,COL
545343,2022,MIA
547001,2022,MIA
547179,2022,LAA
547184,2022,PHI
547943,2022,TOR
547973,2022,NYY
548384,2022,TB
548389,2022,TOR
552640,2022,TB
553902,2022,MIA
554340,2022,TOR
554430,2022,PHI
554431,2022,ATL
570257,2022,NYM
570488,2022,BOS
570560,2022,BOS
570632,2022,COL
570663,2022,BOS
570666,2022,CIN
571439,2022,NYM
571446,2022,PHI
571466,2022,DET
571479,2022,PHI
571510,2022,SEA
571578,2022,WSH
571616,2022,CHC
571656,2022,CIN
571670,2022,MIA
571704,2022,SEA
571710,2022,CHC
571760,2022,LAD
571800,2022,DET
571863,2022,SEA
571882,2022,CIN
571901,2022,LAA
571917,2022,ATH
571927,2022,STL
571945,2022,STL
571946,2022,SF
571948,2022,MIL
571976,2022,SD
572008,2022,BAL
572070,2022,TEX
572125,2022,ATH
572191,2022,KC
572193,2022,LAA
572362,2022,LAD
572383,2022,LAA
572403,2022,STL
572703,2022,TB
572816,2022,STL
572888,2022,LAD
572955,2022,SD
572971,2022,CWS
573009,2022,AZ
573124,2022,SD
573131,2022,NYM
573186,2022,CHC
573204,2022,MIN
573668,2022,MIN
579328,2022,TOR
592094,2022,TB
592169,2022,PIT
592222,2022,NYM
592332,2022,TOR
592346,2022,MIL
592351,2022,TEX
592390,2022,PIT
592454,2022,LAD
592473,2022,ATH
592662,2022,SEA
592712,2022,MIL
592716,2022,CHC
592717,2022,WSH
592741,2022,NYM
592743,2022,CHC
592761,2022,AZ
592767,2022,CHC
592773,2022,HOU
592789,2022,LAA
592791,2022,NYY
592804,2022,ATL
592826,2022,CWS
592836,2022,NYM
592848,2022,LAA
592858,2022,CHC
592866,2022,NYM
593140,2022,BOS
593160,2022,TOR
593334,2022,NYY
593423,2022,ATH
593576,2022,HOU
593619,2022,ATH
593643,2022,LAD
593958,2022,DET
593974,2022,NYY
594311,2022,MIL
594577,2022,LAA
594580,2022,ATH
594798,2022,NYM
594835,2022,SEA
594838,2022,LAA
595014,2022,LAD
595191,2022,PIT
595345,2022,MIA
595881,2022,PIT
595939,2022,BAL
596001,2022,SF
596043,2022,KC
596057,2022,CHC
596071,2022,PIT
596082,2022,NYM
596112,2022,COL
596117,2022,PHI
596133,2022,KC
596271,2022,TOR
596295,2022,COL
598264,2022,BOS
598265,2022,BOS
598287,2022,AZ
600917,2022,TEX
600921,2022,WSH
601713,2022,BOS
605130,2022,KC
605135,2022,NYM
605151,2022,LAA
605154,2022,SF
605156,2022,STL
605164,2022,MIN
605170,2022,MIL
605177,2022,DET
605182,2022,SD
605194,2022,MIN
605195,2022,CWS
605200,2022,AZ
605218,2022,WSH
605242,2022,DET
605280,2022,NYY
605288,2022,MIL
605347,2022,BAL
605397,2022,SD
605400,2022,PHI
605446,2022,MIN
605447,2022,TOR
605463,2022,SD
605483,2022,SD
605488,2022,TB
605507,2022,PIT
605521,2022,CIN
605525,2022,AZ
605538,2022,TB
605540,2022,MIL
605612,2022,DET
606115,2022,ATL
606131,2022,MIL
606149,2022,STL
606160,2022,HOU
606273,2022,SEA
606303,2022,KC
606424,2022,SF
606625,2022,LAD
606930,2022,DET
606965,2022,AZ
606993,2022,AZ
607054,2022,MIL
607074,2022,SF
607179,2022,WSH
607192,2022,TB
607200,2022,WSH
607216,2022,BAL
607229,2022,CHC
607237,2022,KC
607259,2022,SD
607359,2022,TEX
607391,2022,TB
607455,2022,PIT
607457,2022,LAA
607481,2022,CWS
607536,2022,COL
607572,2022,PIT
607609,2022,MIA
607625,2022,NYM
607644,2022,BAL
607755,2022,TOR
608032,2022,COL
608328,2022,PIT
608331,2022,ATL
608337,2022,CWS
608344,2022,ATH
608348,2022,AZ
608349,2022,PHI
608371,2022,CIN
608379,2022,BOS
608566,2022,COL
608638,2022,TB
608648,2022,MIN
608652,2022,CHC
608665,2022,CWS
608678,2022,SF
608686,2022,LAA
608700,2022,BOS
608703,2022,CIN
608716,2022,SEA
608717,2022,PIT
608718,2022,MIL
608723,2022,BAL
611093,2022,ATL
612434,2022,NYY
613534,2022,SD
614177,2022,CHC
614179,2022,CWS
615698,2022,CLE
617228,2022,BOS
620443,2022,SEA
620454,2022,SD
621011,2022,CIN
621016,2022,KC
621051,2022,SD
621074,2022,CHC
621076,2022,ATH
621079,2022,ATH
621082,2022,ATH
621107,2022,PHI
621111,2022,LAD
621112,2022,ATH
621114,2022,CWS
621121,2022,HOU
621219,2022,CHC
621237,2022,PHI
621242,2022,NYM
621244,2022,TOR
621248,2022,TB
621249,2022,PIT
621295,2022,STL
621345,2022,ATL
621348,2022,WSH
621363,2022,TB
621366,2022,SEA
621368,2022,TEX
621381,2022,BOS
621383,2022,CWS
621389,2022,COL
621433,2022,TB
621593,2022,CLE
622065,2022,SF
622072,2022,SF
622075,2022,LAD
622098,2022,NYM
622103,2022,LAA
622250,2022,TEX
622251,2022,KC
622253,2022,BAL
622268,2022,SF
622379,2022,DET
622491,2022,CIN
622503,2022,SD
622554,2022,PHI
622569,2022,MIL
622608,2022,COL
622663,2022,NYY
622694,2022,MIA
622766,2022,DET
622786,2022,TEX
623149,2022,SEA
623167,2022,SEA
623211,2022,MIA
623352,2022,MIL
623437,2022,MIL
623451,2022,ATL
623465,2022,LAD
623474,2022,LAA
623485,2022,COL
624133,2022,PHI
624418,2022,ATH
624503,2022,MIN
624512,2022,BOS
624522,2022,CHC
625643,2022,CWS
628452,2022,LAA
628708,2022,SF
628711,2022,LAD
630023,2022,TB
640444,2022,PIT
640448,2022,WSH
640451,2022,WSH
640455,2022,SD
640461,2022,ATH
640462,2022,ATH
640470,2022,CHC
641154,2022,MIA
641302,2022,DET
641312,2022,TOR
641329,2022,BAL
641360,2022,LAD
641394,2022,KC
641401,2022,PHI
641447,2022,MIA
641482,2022,NYY
641501,2022,BOS
641531,2022,KC
641540,2022,TEX
641582,2022,CWS
641627,2022,MIL
641656,2022,MIN
641672,2022,TOR
641682,2022,CIN
641712,2022,STL
641726,2022,ATH
641729,2022,DET
641743,2022,TOR
641745,2022,KC
641755,2022,COL
641771,2022,COL
641778,2022,MIL
641793,2022,SF
641816,2022,CIN
641835,2022,TOR
641853,2022,TB
641871,2022,AZ
641907,2022,WSH
641914,2022,ATH
641927,2022,MIN
641941,2022,MIN
642028,2022,WSH
642048,2022,TOR
642060,2022,BAL
642068,2022,COL
642100,2022,KC
642121,2022,MIA
642130,2022,HOU
642152,2022,ATH
642165,2022,PIT
642203,2022,AZ
642207,2022,MIL
642231,2022,MIA
642232,2022,TB
642239,2022,LAA
642397,2022,DET
642528,2022,NYY
642545,2022,LAA
642546,2022,TEX
642547,2022,MIL
642585,2022,BAL
642657,2022,TB
642659,2022,CIN
642701,2022,TEX
642758,2022,ATH
642770,2022,TB
642851,2022,SF
643230,2022,CHC
643256,2022,TOR
643290,2022,CIN
643316,2022,BAL
643338,2022,NYY
643361,2022,TB
643377,2022,MIN
643400,2022,TB
643410,2022,CHC
643493,2022,ATH
643511,2022,SF
643524,2022,CHC
643615,2022,CIN
644364,2022,WSH
644374,2022,TB
644429,2022,CWS
645261,2022,MIA
645801,2022,ATL
646242,2022,LAA
647315,2022,MIA
649144,2022,BAL
650204,2022,ATH
650339,2022,MIN
650382,2022,BOS
650496,2022,MIL
650530,2022,DET
650556,2022,HOU
650633,2022,NYY
650644,2022,CLE
650671,2022,LAA
650893,2022,STL
650895,2022,SEA
650911,2022,PHI
650959,2022,BAL
650960,2022,CIN
655889,2022,CHC
656008,2022,MIA
656061,2022,NYY
656222,2022,TB
656232,2022,HOU
656234,2022,COL
656257,2022,MIA
656271,2022,TEX
656290,2022,DET
656302,2022,CWS
656322,2022,PHI
656353,2022,LAA
656354,2022,BOS
656412,2022,DET
656420,2022,TB
656427,2022,STL
656457,2022,AZ
656458,2022,COL
656464,2022,AZ
656492,2022,KC
656529,2022,CLE
656546,2022,CIN
656548,2022,MIA
656557,2022,BOS
656578,2022,LAD
656605,2022,PIT
656629,2022,CWS
656638,2022,DET
656657,2022,ATH
656685,2022,TEX
656686,2022,AZ
656730,2022,MIN
656731,2022,NYM
656755,2022,NYM
656756,2022,NYY
656786,2022,HOU
656793,2022,PHI
656794,2022,CHC
656803,2022,PHI
656814,2022,SF
656818,2022,CIN
656820,2022,CHC
656849,2022,NYM
656876,2022,TB
656887,2022,NYM
656945,2022,MIA
656954,2022,SEA
656970,2022,MIN
656986,2022,CWS
657006,2022,CHC
657024,2022,SEA
657044,2022,TB
657053,2022,LAA
657093,2022,BAL
657140,2022,ATL
657240,2022,TOR
657248,2022,TEX
657265,2022,MIL
657272,2022,CHC
657277,2022,SF
657376,2022,NYY
657424,2022,TOR
657508,2022,BAL
657514,2022,SEA
657571,2022,LAD
657585,2022,WSH
657612,2022,SD
657649,2022,ATH
657697,2022,PHI
657745,2022,PHI
657746,2022,MIN
657756,2022,BOS
657766,2022,CHC
657770,2022,PIT
658431,2022,NYM
658551,2022,STL
658648,2022,SD
659262,2022,CHC
659275,2022,COL
660271,2022,LAA
660593,2022,BAL
660600,2022,HOU
660623,2022,ATL
660636,2022,PIT
660730,2022,DET
660761,2022,LAA
660787,2022,PIT
660813,2022,LAD
660825,2022,BOS
660853,2022,CLE
660896,2022,MIN
660906,2022,WSH
661255,2022,NYM
661269,2022,CIN
661309,2022,ATH
661383,2022,LAA
661395,2022,MIN
661403,2022,CLE
661440,2022,SF
661527,2022,HOU
661531,2022,COL
661563,2022,NYY
662253,2022,SEA
663158,2022,SD
663372,2022,COL
663378,2022,SF
663385,2022,COL
663423,2022,TOR
663432,2022,WSH
663436,2022,CWS
663455,2022,CLE
663460,2022,KC
663465,2022,TEX
663474,2022,CLE
663485,2022,MIN
663531,2022,CLE
663534,2022,LAA
663546,2022,SF
663554,2022,DET
663556,2022,TB
663558,2022,MIN
663559,2022,PHI
663562,2022,COL
663574,2022,CIN
663629,2022,MIL
663630,2022,BAL
663734,2022,MIA
663738,2022,KC
663752,2022,CLE
663753,2022,SD
663765,2022,STL
663773,2022,MIA
663776,2022,LAA
663804,2022,KC
663855,2022,STL
663893,2022,CHC
663903,2022,KC
663947,2022,AZ
663975,2022,PHI
663978,2022,MIN
663986,2022,CLE
663989,2022,BAL
664042,2022,BAL
664054,2022,MIN
664062,2022,LAD
664076,2022,TB
664092,2022,AZ
664123,2022,CHC
664126,2022,TB
664139,2022,CIN
664141,2022,PIT
664161,2022,CHC
664199,2022,KC
664202,2022,ATH
664208,2022,HOU
664285,2022,HOU
664294,2022,CIN
664299,2022,HOU
664337,2022,PIT
664353,2022,HOU
664584,2022,MIN
664670,2022,CIN
664747,2022,CIN
664776,2022,MIL
664849,2022,SEA
664854,2022,STL
664871,2022,CIN
664875,2022,COL
664942,2022,STL
664944,2022,PIT
664948,2022,KC
665001,2022,MIL
665019,2022,DET
665152,2022,BAL
665155,2022,PHI
665621,2022,DET
665625,2022,LAA
665645,2022,CHC
665665,2022,CIN
665795,2022,MIA
665871,2022,CHC
665896,2022,LAA
666120,2022,ATL
666129,2022,MIA
666142,2022,TEX
666157,2022,CIN
666159,2022,DET
666168,2022,WSH
666200,2022,MIA
666201,2022,TOR
666204,2022,ATH
666205,2022,ATL
666214,2022,DET
666374,2022,SEA
666619,2022,SF
666720,2022,TEX
666721,2022,KC
666808,2022,SF
666818,2022,AZ
666974,2022,MIN
667297,2022,MIA
667373,2022,STL
667376,2022,MIL
667427,2022,ATH
667463,2022,TEX
667465,2022,PIT
667498,2022,CIN
667725,2022,SD
668338,2022,TEX
668665,2022,NYM
668676,2022,CLE
668678,2022,AZ
668684,2022,CLE
668800,2022,STL
668820,2022,PIT
668834,2022,TB
668868,2022,STL
668873,2022,CHC
668881,2022,CIN
668933,2022,CIN
668941,2022,STL
668948,2022,CLE
668970,2022,COL
669022,2022,SD
669060,2022,PIT
669084,2022,BAL
669093,2022,CHC
669145,2022,BAL
669160,2022,LAD
669169,2022,KC
669194,2022,AZ
669203,2022,MIL
669211,2022,BAL
669212,2022,CLE
669214,2022,CHC
669270,2022,CIN
669276,2022,ATL
669302,2022,SEA
669330,2022,BAL
669358,2022,TB
669373,2022,DET
669395,2022,KC
669424,2022,CWS
669432,2022,MIA
669456,2022,CLE
669459,2022,AZ
669461,2022,STL
669467,2022,STL
669618,2022,TEX
669622,2022,MIA
669674,2022,SF
669711,2022,NYY
669713,2022,CHC
669742,2022,PHI
669804,2022,DET
669854,2022,HOU
669912,2022,ATH
669920,2022,MIL
669923,2022,SEA
669935,2022,TEX
669952,2022,LAD
670032,2022,KC
670036,2022,SEA
670046,2022,LAA
670059,2022,NYM
670090,2022,KC
670102,2022,TOR
670124,2022,ATH
670167,2022,BOS
670174,2022,BOS
670280,2022,PIT
670288,2022,MIA
670329,2022,BAL
670426,2022,CIN
670712,2022,MIL
670768,2022,SF
670810,2022,BAL
670912,2022,PIT
670950,2022,TOR
670955,2022,AZ
670970,2022,SD
670990,2022,PIT
671345,2022,DET
671790,2022,KC
672282,2022,LAA
672335,2022,BAL
672391,2022,BOS
672578,2022,KC
672582,2022,KC
672710,2022,PIT
672715,2022,TB
672839,2022,PHI
672851,2022,WSH
672911,2022,ATL
673258,2022,SD
673316,2022,MIL
673904,2022,STL
674072,2022,AZ
674681,2022,PHI
675540,2022,CLE
675627,2022,LAD
675911,2022,ATL
675912,2022,BAL
675916,2022,CLE
675921,2022,TEX
676050,2022,STL
676083,2022,LAA
676092,2022,KC
676103,2022,PHI
676130,2022,NYM
676194,2022,WSH
676206,2022,ATL
676265,2022,WSH
676391,2022,CLE
676477,2022,BOS
676534,2022,TB
676596,2022,TB
676617,2022,SEA
676637,2022,TB
676641,2022,BAL
676660,2022,CIN
676664,2022,ATH
676684,2022,DET
676710,2022,BOS
676714,2022,CHC
676720,2022,TB
676760,2022,NYY
676766,2022,TEX
676831,2022,STL
676840,2022,KC
676879,2022,MIL
676886,2022,TOR
676917,2022,WSH
676946,2022,SD
676974,2022,MIA
677053,2022,MIA
677161,2022,BOS
677651,2022,HOU
677865,2022,LAD
677960,2022,SD
678061,2022,SD
678394,2022,BOS
678692,2022,MIN
680573,2022,MIN
680686,2022,WSH
680694,2022,BAL
680704,2022,CLE
680739,2022,MIN
681217,2022,LAA
681464,2022,BOS
681799,2022,CHC
681806,2022,LAA
681810,2022,LAA
681867,2022,TB
681885,2022,WSH
681911,2022,LAD
682016,2022,ATL
682027,2022,PIT
682051,2022,DET
682171,2022,SEA
682847,2022,PIT
683232,2022,PIT
683769,2022,CLE
685503,2022,TEX
686610,2022,ATH
686613,2022,HOU
686752,2022,LAD
686753,2022,AZ
686972,2022,SF
686973,2022,MIN
688010,2022,NYM
689225,2022,DET
693821,2022,ATL
425794,2023,STL
425844,2023,KC
434378,2023,NYM
445276,2023,BOS
445926,2023,ATL
446372,2023,BOS
448179,2023,PIT
450203,2023,ATL
453178,2023,TEX
453268,2023,COL
453286,2023,NYM
455117,2023,HOU
455119,2023,BOS
456501,2023,MIA
456713,2023,MIL
458681,2023,CWS
471911,2023,NYM
472551,2023,COL
472610,2023,SD
476595,2023,ATL
477132,2023,LAD
488984,2023,NYM
489119,2023,MIL
489446,2023,ATL
493603,2023,NYM
500743,2023,LAD
500779,2023,NYM
500871,2023,LAA
502043,2023,BAL
502083,2023,NYY
502085,2023,NYM
502171,2023,SF
502179,2023,WSH
502202,2023,CHC
502624,2023,COL
506433,2023,SD
506702,2023,TEX
517008,2023,CWS
518397,2023,SF
518489,2023,LAD
518516,2023,AZ
518585,2023,CIN
518617,2023,TB
518626,2023,NYY
518876,2023,AZ
518886,2023,PHI
519008,2023,NYM
519043,2023,LAA
519151,2023,HOU
519242,2023,BOS
519293,2023,TEX
521230,2023,CWS
523260,2023,CWS
527048,2023,TEX
527054,2023,MIL
541640,2023,TB
542194,2023,TB
542208,2023,ATH
542585,2023,DET
542881,2023,LAA
542888,2023,TB
542914,2023,TOR
542947,2023,BOS
543037,2023,NYY
543056,2023,BAL
543063,2023,SF
543101,2023,SF
543135,2023,TEX
543243,2023,MIN
543272,2023,COL
543281,2023,PHI
543294,2023,CHC
543339,2023,LAD
543351,2023,TOR
543475,2023,KC
543507,2023,ATH
543510,2023,BAL
543518,2023,AZ
543521,2023,ATL
543543,2023,TEX
543548,2023,SEA
543594,2023,MIA
543766,2023,CWS
543859,2023,ATL
543901,2023,NYY
544727,2023,ATH
545121,2023,WSH
547179,2023,DET
547184,2023,CLE
547943,2023,TOR
547973,2023,KC
548384,2023,NYM
548389,2023,SF
552640,2023,TB
554340,2023,TOR
554430,2023,PHI
570257,2023,BOS
570632,2023,CWS
570666,2023,CIN
570731,2023,DET
571466,2023,CHC
571479,2023,PHI
571510,2023,DET
571539,2023,COL
571578,2023,WSH
571616,2023,BOS
571656,2023,CIN
571670,2023,MIA
571710,2023,BAL
571760,2023,TEX
571863,2023,COL
571875,2023,LAA
571882,2023,CIN
571901,2023,LAA
571912,2023,CIN
571927,2023,STL
571945,2023,STL
571946,2023,LAD
571948,2023,MIL
572008,2023,PIT
572020,2023,BOS
572193,2023,LAA
572403,2023,STL
572888,2023,CHC
572955,2023,COL
572971,2023,MIN
573009,2023,AZ
573124,2023,SF
573186,2023,CHC
573204,2023,MIN
579328,2023,TOR
592094,2023,TB
592222,2023,MIL
592229,2023,PHI
592254,2023,MIN
592332,2023,TOR
592346,2023,MIA
592351,2023,TEX
592390,2023,TB
592426,2023,SF
592454,2023,NYY
592473,2023,NYM
