pitcher,year,pitcher_team
640451,2019,BAL
640455,2019,ATH
640462,2019,ATH
640464,2019,MIN
640470,2019,CHC
641149,2019,COL
641154,2019,MIA
641302,2019,DET
641312,2019,SF
641341,2019,NYM
641438,2019,ATL
641482,2019,NYY
641525,2019,DET
641541,2019,AZ
641571,2019,KC
641627,2019,SF
641712,2019,STL
641729,2019,DET
641743,2019,TOR
641745,2019,KC
641755,2019,MIA
641778,2019,SD
641793,2019,MIN
641816,2019,CIN
641835,2019,TOR
641838,2019,KC
641851,2019,WSH
641853,2019,DET
641871,2019,LAA
641941,2019,TB
642003,2019,CIN
642008,2019,NYM
642028,2019,BAL
642067,2019,BOS
642073,2019,AZ
642083,2019,TB
642098,2019,KC
642100,2019,KC
642121,2019,TB
642152,2019,ATH
642207,2019,MIL
642226,2019,BAL
642231,2019,BAL
642232,2019,TB
642233,2019,SD
642397,2019,DET
642528,2019,NYY
642545,2019,LAA
642546,2019,TEX
642547,2019,MIL
642558,2019,TEX
642578,2019,LAA
642607,2019,PIT
642701,2019,LAD
642770,2019,SD
642840,2019,NYY
643230,2019,PIT
643256,2019,CLE
643290,2019,SEA
643316,2019,BAL
643327,2019,AZ
643338,2019,NYY
643354,2019,MIL
643466,2019,COL
643478,2019,TEX
643493,2019,TB
643511,2019,SF
643603,2019,HOU
643615,2019,TOR
643617,2019,DET
643778,2019,STL
644364,2019,PHI
645261,2019,MIA
645801,2019,NYY
647336,2019,ATL
650382,2019,BOS
650530,2019,DET
650556,2019,HOU
650633,2019,NYY
650644,2019,CLE
650671,2019,MIA
650738,2019,NYY
650813,2019,PIT
650893,2019,STL
650895,2019,TB
656186,2019,SEA
656222,2019,TB
656257,2019,MIA
656271,2019,TEX
656288,2019,LAA
656302,2019,CWS
656322,2019,SF
656354,2019,PHI
656427,2019,STL
656464,2019,AZ
656546,2019,COL
656547,2019,NYY
656605,2019,PIT
656685,2019,TEX
656686,2019,HOU
656713,2019,TB
656725,2019,PIT
656756,2019,NYY
656794,2019,ATL
656803,2019,CHC
656814,2019,BAL
656887,2019,TOR
656945,2019,BAL
656954,2019,SEA
656970,2019,MIN
656977,2019,ATL
657024,2019,SEA
657031,2019,BOS
657053,2019,ATL
657097,2019,ATL
657117,2019,WSH
657140,2019,ATL
657141,2019,MIA
657228,2019,LAA
657277,2019,SF
657566,2019,PIT
657571,2019,LAD
657585,2019,DET
657610,2019,MIN
657612,2019,KC
657624,2019,HOU
657766,2019,TEX
658305,2019,PHI
658551,2019,STL
658648,2019,SD
658791,2019,TEX
658792,2019,MIL
659275,2019,SD
660494,2019,HOU
660546,2019,TOR
660623,2019,ATL
660761,2019,LAA
660813,2019,MIN
660853,2019,PHI
660896,2019,MIN
661255,2019,AZ
661403,2019,TEX
662253,2019,SD
663423,2019,TOR
663432,2019,WSH
663465,2019,TEX
663531,2019,SD
663567,2019,COL
663776,2019,LAA
663855,2019,STL
663978,2019,SD
663992,2019,KC
664034,2019,SD
664042,2019,BOS
664045,2019,BAL
664054,2019,MIN
664062,2019,LAD
664092,2019,MIN
664126,2019,TB
664129,2019,PIT
664139,2019,TEX
664157,2019,SF
664180,2019,DET
664192,2019,SD
664196,2019,ATH
664199,2019,AZ
664208,2019,SD
664238,2019,SEA
664285,2019,HOU
664353,2019,HOU
664854,2019,STL
664856,2019,NYY
664871,2019,TEX
664918,2019,MIA
665001,2019,BOS
665093,2019,SEA
665120,2019,LAA
666200,2019,ATH
667498,2019,MIA
668665,2019,NYM
668676,2019,CLE
668678,2019,AZ
668683,2019,ATL
669060,2019,ATL
669160,2019,LAD
669203,2019,MIL
669214,2019,SF
669270,2019,CIN
669456,2019,CLE
670036,2019,SEA
670167,2019,DET
670280,2019,SD
670329,2019,COL
670426,2019,COL
670456,2019,PHI
670712,2019,TB
670950,2019,MIA
670970,2019,SD
671790,2019,SD
672335,2019,HOU
672773,2019,TOR
673258,2019,SD
673633,2019,AZ
675916,2019,CLE
676606,2019,SD
677976,2019,MIN
424144,2020,CLE
425794,2020,STL
425844,2020,HOU
430935,2020,ATL
433589,2020,ATH
434378,2020,HOU
434671,2020,WSH
435522,2020,PHI
444468,2020,AZ
445213,2020,MIA
445276,2020,LAD
445926,2020,TEX
446321,2020,CWS
446372,2020,TEX
448179,2020,MIN
448281,2020,WSH
448855,2020,AZ
450172,2020,TEX
450203,2020,TB
451584,2020,COL
452657,2020,CHC
453172,2020,NYM
453178,2020,KC
453192,2020,STL
453265,2020,SF
453268,2020,COL
453281,2020,BAL
453284,2020,PHI
453286,2020,WSH
453343,2020,ATL
453562,2020,PHI
453943,2020,NYM
455119,2020,ATL
456124,2020,NYY
456501,2020,SF
456701,2020,MIN
457915,2020,WSH
457918,2020,NYY
458676,2020,MIL
458677,2020,NYM
458681,2020,TEX
458708,2020,ATL
459429,2020,LAD
460077,2020,COL
461325,2020,MIN
461829,2020,CWS
465657,2020,ATH
467008,2020,CIN
467100,2020,DET
468504,2020,ATL
471911,2020,CLE
472610,2020,TEX
474463,2020,MIL
475054,2020,TB
475479,2020,MIL
476454,2020,NYM
476594,2020,BOS
477132,2020,LAD
488748,2020,LAA
488984,2020,PHI
489119,2020,CIN
489265,2020,MIN
489334,2020,SD
489446,2020,SD
491624,2020,BAL
493603,2020,NYY
500610,2020,PHI
500779,2020,CHC
501303,2020,MIN
501381,2020,MIN
501593,2020,NYY
501625,2020,PHI
501789,2020,WSH
501985,2020,TEX
502026,2020,CHC
502043,2020,TEX
502154,2020,NYY
502171,2020,BAL
502179,2020,WSH
502188,2020,SF
502202,2020,MIA
502239,2020,SF
502578,2020,WSH
502624,2020,TOR
502706,2020,PIT
502748,2020,HOU
503285,2020,ATL
503569,2020,TOR
504379,2020,TEX
506433,2020,CHC
516969,2020,CWS
517008,2020,CWS
518397,2020,LAD
518489,2020,BOS
518516,2020,AZ
518553,2020,CWS
518586,2020,ATL
518617,2020,ATH
518633,2020,KC
518649,2020,MIA
518693,2020,WSH
518715,2020,MIN
518748,2020,MIL
518774,2020,KC
518813,2020,KC
518858,2020,CIN
518876,2020,AZ
518886,2020,CHC
519008,2020,ATH
519141,2020,SD
519144,2020,NYM
519151,2020,HOU
519293,2020,ATL
519326,2020,NYM
519381,2020,MIA
519393,2020,BOS
519443,2020,PHI
519455,2020,DET
520980,2020,LAD
521230,2020,ATH
521655,2020,TOR
523253,2020,MIA
523260,2020,LAD
527048,2020,BOS
527054,2020,LAA
528748,2020,HOU
532077,2020,HOU
533167,2020,TOR
534910,2020,KC
541640,2020,NYM
542585,2020,DET
542881,2020,SF
542882,2020,LAA
542888,2020,BAL
542914,2020,TOR
542947,2020,MIA
542960,2020,NYM
543022,2020,CHC
543037,2020,NYY
543056,2020,MIN
543101,2020,CIN
543118,2020,TB
543135,2020,BOS
543208,2020,TOR
543219,2020,TB
543243,2020,CIN
543272,2020,CLE
543294,2020,CHC
543339,2020,WSH
543475,2020,TEX
543483,2020,SEA
543507,2020,MIN
543548,2020,BAL
543557,2020,KC
543606,2020,MIN
543699,2020,TOR
543734,2020,ATL
543766,2020,SEA
543867,2020,PIT
543883,2020,MIA
543901,2020,BOS
544727,2020,NYM
544928,2020,NYY
544931,2020,WSH
545064,2020,COL
545333,2020,CIN
547179,2020,CIN
547888,2020,NYY
547942,2020,STL
547943,2020,TOR
547973,2020,NYY
548384,2020,HOU
548389,2020,LAD
552640,2020,TB
554340,2020,MIA
554430,2020,PHI
554431,2020,ATL
570240,2020,LAA
570257,2020,TEX
570488,2020,BOS
570560,2020,CWS
570632,2020,MIA
570663,2020,LAA
570666,2020,NYY
571510,2020,DET
571521,2020,CHC
571578,2020,WSH
571602,2020,CIN
571616,2020,CHC
571656,2020,DET
571666,2020,ATH
571670,2020,LAD
571676,2020,SEA
571704,2020,TOR
571710,2020,BAL
571735,2020,PHI
571760,2020,LAA
571788,2020,WSH
571858,2020,BAL
571901,2020,TB
571927,2020,NYM
571948,2020,LAA
571974,2020,PIT
572020,2020,NYY
572021,2020,COL
572070,2020,SD
572096,2020,KC
572125,2020,SF
572143,2020,ATH
572193,2020,CHC
572362,2020,ATL
572383,2020,MIA
572703,2020,LAA
572888,2020,ATL
572955,2020,SD
572971,2020,CWS
573009,2020,AZ
573046,2020,MIA
573109,2020,COL
573124,2020,MIN
573204,2020,MIN
576397,2020,MIL
579328,2020,SEA
580792,2020,TEX
592094,2020,CHC
592135,2020,LAA
592145,2020,CIN
592165,2020,SEA
592169,2020,BOS
592222,2020,MIL
592229,2020,BOS
592233,2020,AZ
592254,2020,CIN
592314,2020,ATL
592332,2020,SF
592346,2020,COL
592351,2020,COL
592390,2020,PHI
592407,2020,BAL
592426,2020,ATL
592454,2020,NYY
592464,2020,BOS
592473,2020,LAD
592499,2020,AZ
592612,2020,BOS
592644,2020,CLE
592662,2020,AZ
592741,2020,NYM
592761,2020,AZ
592767,2020,SF
592773,2020,MIA
592804,2020,CIN
592811,2020,BOS
592826,2020,PHI
592833,2020,MIL
592836,2020,TOR
592858,2020,CHC
592865,2020,SEA
592866,2020,PIT
592879,2020,BAL
593140,2020,PIT
593144,2020,PIT
593372,2020,STL
593423,2020,ATH
593576,2020,PHI
593619,2020,BOS
593833,2020,WSH
593974,2020,SF
594577,2020,LAA
594795,2020,ATL
594798,2020,NYM
594835,2020,SEA
594840,2020,AZ
594965,2020,STL
594986,2020,CHC
594987,2020,CHC
595001,2020,MIA
595014,2020,LAD
595411,2020,TB
595465,2020,CHC
595897,2020,PIT
595918,2020,TOR
595928,2020,TB
596001,2020,KC
596027,2020,CHC
596035,2020,PHI
596043,2020,ATH
596057,2020,DET
596071,2020,LAA
596101,2020,MIA
596112,2020,CIN
596133,2020,AZ
596295,2020,STL
596720,2020,PIT
598264,2020,BOS
598286,2020,DET
598287,2020,LAA
600887,2020,PIT
600917,2020,TEX
600968,2020,KC
601713,2020,BOS
605130,2020,KC
605135,2020,ATH
605138,2020,TEX
605143,2020,MIL
605151,2020,AZ
605155,2020,BOS
605164,2020,LAA
605177,2020,AZ
605182,2020,CLE
605195,2020,PIT
605200,2020,SD
605218,2020,SEA
605240,2020,CWS
605242,2020,DET
605276,2020,BAL
605280,2020,PIT
605288,2020,MIL
605309,2020,PIT
605335,2020,MIA
605347,2020,BAL
605359,2020,CWS
605388,2020,PHI
605397,2020,PIT
605400,2020,PHI
605441,2020,PIT
605446,2020,SF
605447,2020,TOR
605479,2020,MIA
605482,2020,HOU
605483,2020,TB
605488,2020,BOS
605498,2020,SF
605501,2020,MIA
605513,2020,DET
605525,2020,ATH
605538,2020,MIN
605540,2020,MIL
606115,2020,MIL
606131,2020,SD
606149,2020,STL
606160,2020,TEX
606299,2020,BOS
606303,2020,AZ
606424,2020,SF
606930,2020,LAA
606944,2020,BAL
606965,2020,HOU
606996,2020,BOS
607067,2020,CHC
607074,2020,CWS
607179,2020,ATH
607192,2020,TB
607200,2020,WSH
607219,2020,CIN
607229,2020,NYM
607231,2020,STL
607237,2020,CIN
607352,2020,HOU
607374,2020,PIT
607391,2020,BOS
607455,2020,TB
607481,2020,CWS
607536,2020,COL
607555,2020,SEA
607560,2020,WSH
607572,2020,PIT
607625,2020,NYM
607644,2020,BAL
608032,2020,COL
608328,2020,HOU
608331,2020,ATL
608334,2020,DET
608335,2020,DET
608337,2020,CWS
608344,2020,PHI
608348,2020,AZ
608349,2020,MIL
608371,2020,CIN
608379,2020,NYM
608566,2020,COL
608648,2020,MIN
608652,2020,TEX
608665,2020,SEA
608678,2020,CLE
608700,2020,BOS
608717,2020,PIT
608718,2020,MIL
608723,2020,WSH
611093,2020,AZ
612434,2020,BAL
613534,2020,SD
614179,2020,CWS
615698,2020,SD
620445,2020,COL
621005,2020,SEA
621011,2020,STL
621052,2020,STL
621076,2020,ATH
621078,2020,SEA
621097,2020,TOR
621107,2020,PHI
621111,2020,LAD
621112,2020,ATH
621121,2020,HOU
621129,2020,TEX
621139,2020,NYY
621141,2020,NYM
621142,2020,LAA
621219,2020,CHC
621237,2020,TB
621242,2020,NYM
621244,2020,MIN
621249,2020,CHC
621261,2020,NYM
621290,2020,WSH
621294,2020,NYY
621295,2020,CLE
621345,2020,ATL
621366,2020,TOR
621368,2020,TEX
621381,2020,SD
621532,2020,LAA
621593,2020,DET
622065,2020,AZ
622072,2020,LAD
622075,2020,COL
622088,2020,CIN
622092,2020,KC
622098,2020,NYM
622250,2020,LAD
622251,2020,KC
622253,2020,BAL
622256,2020,ATL
622490,2020,BOS
622491,2020,CIN
622492,2020,AZ
622503,2020,STL
622608,2020,COL
622694,2020,MIA
622772,2020,CWS
622780,2020,MIL
622786,2020,MIA
623149,2020,NYM
623168,2020,SF
623352,2020,MIL
623364,2020,CHC
623433,2020,TB
623437,2020,MIL
623454,2020,CWS
623465,2020,BAL
623470,2020,KC
623474,2020,TEX
623485,2020,COL
624133,2020,PHI
624407,2020,BOS
624418,2020,COL
624586,2020,MIA
624647,2020,LAD
625643,2020,CWS
626929,2020,MIN
628317,2020,MIN
628452,2020,CIN
628711,2020,LAD
629498,2020,MIA
630023,2020,TB
630263,2020,WSH
640444,2020,WSH
640448,2020,WSH
640451,2020,BAL
640455,2020,ATH
640470,2020,CHC
641154,2020,MIA
641302,2020,DET
641312,2020,SF
641341,2020,PIT
641360,2020,MIL
641401,2020,PHI
641420,2020,CWS
641447,2020,MIA
641482,2020,SEA
641513,2020,DET
641540,2020,CWS
641576,2020,CWS
641582,2020,CWS
641627,2020,SF
641645,2020,NYM
641656,2020,CWS
641672,2020,TOR
641712,2020,STL
641726,2020,ATH
641729,2020,DET
641739,2020,STL
641743,2020,TOR
641745,2020,KC
641755,2020,COL
641771,2020,PIT
641778,2020,MIL
641793,2020,MIN
641816,2020,CIN
641838,2020,KC
641851,2020,WSH
641853,2020,DET
641871,2020,LAA
641907,2020,TOR
641941,2020,SD
641995,2020,STL
642003,2020,CIN
642083,2020,TB
642092,2020,AZ
642098,2020,KC
642100,2020,KC
642121,2020,BAL
642130,2020,HOU
642152,2020,ATH
642203,2020,AZ
642207,2020,MIL
642231,2020,SEA
642232,2020,TB
642233,2020,MIL
642397,2020,DET
642528,2020,NYY
642545,2020,LAA
642546,2020,TEX
642547,2020,MIL
642558,2020,NYM
642578,2020,LAA
642584,2020,NYM
642701,2020,LAD
642770,2020,SD
642840,2020,COL
643230,2020,PIT
643256,2020,CLE
643290,2020,SEA
643316,2020,BAL
643327,2020,BOS
643338,2020,NYY
643478,2020,TEX
643511,2020,SF
643532,2020,MIA
643615,2020,TOR
643778,2020,STL
645261,2020,MIA
645307,2020,STL
647336,2020,ATL
650382,2020,BOS
650530,2020,DET
650556,2020,HOU
650633,2020,NYY
650644,2020,CLE
650668,2020,MIA
650671,2020,LAA
650893,2020,STL
650895,2020,TB
656004,2020,HOU
656061,2020,NYY
656186,2020,SEA
656222,2020,TB
656232,2020,HOU
656240,2020,KC
656257,2020,MIA
656288,2020,LAA
656302,2020,CWS
656322,2020,SF
656353,2020,ATL
656354,2020,PHI
656382,2020,COL
656420,2020,MIL
656427,2020,STL
656464,2020,AZ
656492,2020,KC
656546,2020,COL
656547,2020,NYY
656548,2020,MIA
656557,2020,BOS
656605,2020,PIT
656685,2020,TEX
656725,2020,CWS
656756,2020,NYY
656793,2020,NYY
656794,2020,ATL
656803,2020,CHC
656849,2020,NYM
656876,2020,MIL
656887,2020,TOR
656913,2020,WSH
656945,2020,BAL
656954,2020,SEA
656970,2020,MIN
656977,2020,ATL
657024,2020,SEA
657031,2020,BOS
657044,2020,TB
657053,2020,ATL
657097,2020,ATL
657140,2020,ATL
657141,2020,MIA
657240,2020,TOR
657277,2020,SF
657376,2020,NYY
657571,2020,LAD
657611,2020,CLE
657612,2020,SD
657624,2020,HOU
658305,2020,TB
658431,2020,PHI
658551,2020,STL
659275,2020,SD
660271,2020,LAA
660422,2020,MIA
660431,2020,TOR
660600,2020,HOU
660623,2020,ATL
660761,2020,LAA
660813,2020,LAD
660896,2020,MIN
661255,2020,AZ
661440,2020,PHI
663366,2020,DET
663399,2020,PIT
663423,2020,TOR
663432,2020,WSH
663460,2020,KC
663465,2020,TEX
663474,2020,CLE
663531,2020,CLE
663554,2020,DET
663734,2020,MIA
663765,2020,STL
663770,2020,TEX
663776,2020,LAA
663878,2020,TOR
663903,2020,KC
663978,2020,SD
663992,2020,KC
664042,2020,BAL
664045,2020,BAL
664054,2020,MIN
664062,2020,LAD
664069,2020,WSH
664074,2020,PIT
664076,2020,PHI
664092,2020,MIN
664126,2020,TB
664129,2020,PIT
664139,2020,TEX
664141,2020,PIT
664157,2020,AZ
664180,2020,BOS
664192,2020,SD
664199,2020,AZ
664208,2020,CLE
664285,2020,HOU
664299,2020,HOU
664337,2020,NYY
664350,2020,MIA
664353,2020,HOU
664682,2020,STL
664714,2020,SEA
664854,2020,STL
664856,2020,KC
664918,2020,LAA
664948,2020,SEA
664977,2020,PIT
665001,2020,PHI
665093,2020,SEA
665152,2020,BAL
665620,2020,NYY
665621,2020,DET
665733,2020,COL
665759,2020,PHI
666120,2020,ATL
666129,2020,MIA
666200,2020,ATH
666204,2020,SF
666622,2020,CHC
666674,2020,MIN
667463,2020,TEX
667465,2020,SEA
667498,2020,MIA
668338,2020,CHC
668676,2020,CLE
668678,2020,AZ
668687,2020,HOU
668941,2020,PHI
669060,2020,ATL
669064,2020,HOU
669145,2020,BAL
669160,2020,LAD
669203,2020,MIL
669211,2020,BAL
669214,2020,SF
669270,2020,CIN
669289,2020,TOR
669373,2020,DET
669424,2020,CWS
669432,2020,MIA
669456,2020,CLE
669459,2020,CLE
669952,2020,LAD
670056,2020,SF
670167,2020,DET
670280,2020,SD
670329,2020,SF
670426,2020,COL
670550,2020,HOU
670712,2020,TB
670912,2020,STL
670950,2020,TB
670970,2020,SD
670990,2020,SEA
671790,2020,KC
672335,2020,HOU
672578,2020,KC
672715,2020,SD
672911,2020,STL
673258,2020,SD
673633,2020,SEA
675916,2020,CLE
675921,2020,PHI
676051,2020,CWS
676220,2020,STL
676596,2020,TB
676604,2020,KC
676606,2020,SEA
676831,2020,STL
676886,2020,AZ
676979,2020,CWS
677651,2020,HOU
677976,2020,MIN
680692,2020,CWS
680702,2020,SEA
681911,2020,MIA
683232,2020,PIT
685493,2020,TOR
424144,2021,CLE
425794,2021,STL
425844,2021,HOU
429722,2021,KC
431148,2021,SF
433589,2021,ATH
444482,2021,AZ
445213,2021,PHI
445276,2021,LAD
445926,2021,ATL
446099,2021,MIL
446321,2021,MIA
446372,2021,NYY
448179,2021,TB
448281,2021,CIN
448855,2021,LAA
450203,2021,ATL
451584,2021,KC
452027,2021,MIN
452657,2021,WSH
452678,2021,AZ
453178,2021,TEX
453192,2021,STL
453265,2021,LAA
453268,2021,COL
453281,2021,STL
453284,2021,CLE
453286,2021,WSH
453343,2021,SD
453562,2021,CHC
455119,2021,ATL
456034,2021,LAD
456501,2021,SF
456713,2021,TEX
457759,2021,LAD
457915,2021,WSH
457918,2021,MIN
458676,2021,MIL
458677,2021,NYY
458681,2021,CWS
458708,2021,ATL
459429,2021,SF
461325,2021,AZ
461865,2021,CHC
461872,2021,KC
465657,2021,AZ
467008,2021,CHC
468504,2021,COL
471911,2021,NYM
472551,2021,BAL
472610,2021,STL
474463,2021,MIL
475054,2021,TB
475479,2021,TOR
476454,2021,NYM
476594,2021,NYM
476595,2021,NYY
477132,2021,LAD
488748,2021,AZ
488984,2021,NYM
489119,2021,CIN
489265,2021,ATH
489334,2021,SD
491624,2021,BAL
491703,2021,PHI
493603,2021,BOS
500610,2021,ATH
500779,2021,LAA
501381,2021,MIN
501593,2021,WSH
501625,2021,SF
501789,2021,WSH
501925,2021,HOU
501985,2021,KC
502042,2021,TB
502043,2021,TEX
502085,2021,TB
502154,2021,NYY
502171,2021,LAA
502179,2021,WSH
502202,2021,MIL
502210,2021,AZ
502239,2021,PIT
502273,2021,CIN
502327,2021,SEA
502522,2021,STL
502593,2021,LAA
502624,2021,PHI
502706,2021,DET
502748,2021,BOS
503285,2021,NYY
503449,2021,DET
503556,2021,BOS
503569,2021,TOR
505447,2021,STL
506433,2021,SD
506702,2021,MIA
517008,2021,MIN
518397,2021,LAD
518435,2021,BAL
518489,2021,BOS
518516,2021,AZ
518553,2021,LAA
518586,2021,TEX
518617,2021,ATH
518633,2021,KC
518774,2021,BAL
518813,2021,KC
518858,2021,ATL
518876,2021,AZ
518886,2021,CHC
519008,2021,STL
519043,2021,PHI
519048,2021,ATH
519076,2021,LAD
519141,2021,SD
519151,2021,HOU
519203,2021,CHC
519242,2021,BOS
519293,2021,ATL
519299,2021,CHC
519326,2021,MIL
519443,2021,BOS
519455,2021,MIL
520980,2021,HOU
521230,2021,CWS
523260,2021,LAD
527048,2021,BOS
527054,2021,DET
528748,2021,AZ
533167,2021,MIN
534812,2021,LAD
534910,2021,KC
541640,2021,DET
541650,2021,WSH
542585,2021,DET
542881,2021,PIT
542882,2021,BOS
542888,2021,BAL
542914,2021,MIA
542947,2021,MIA
542960,2021,CIN
542992,2021,LAD
543022,2021,TOR
543037,2021,NYY
543045,2021,TB
543056,2021,MIN
543101,2021,SF
543135,2021,BOS
543238,2021,CLE
543243,2021,CIN
543258,2021,MIA
543272,2021,WSH
543278,2021,MIL
543294,2021,CHC
543339,2021,WSH
543351,2021,SF
543456,2021,WSH
543475,2021,TEX
543507,2021,NYM
543521,2021,TB
543548,2021,TOR
543594,2021,WSH
543606,2021,HOU
543699,2021,TOR
543766,2021,CLE
543883,2021,MIN
543901,2021,BOS
544727,2021,NYM
544931,2021,WSH
545333,2021,LAD
545343,2021,TB
546991,2021,NYM
547001,2021,MIA
547176,2021,SD
547179,2021,CIN
547942,2021,STL
547943,2021,TOR
547973,2021,NYY
548384,2021,HOU
548389,2021,TOR
552640,2021,TB
553902,2021,MIN
554340,2021,MIA
554430,2021,PHI
554431,2021,ATL
570240,2021,LAA
570257,2021,TEX
570488,2021,BOS
570632,2021,DET
570663,2021,MIN
570666,2021,NYY
571479,2021,MIA
571510,2021,DET
571521,2021,CHC
571578,2021,WSH
571656,2021,DET
571666,2021,ATH
571670,2021,MIA
571676,2021,AZ
571710,2021,COL
571735,2021,PHI
571760,2021,LAA
571788,2021,TEX
571800,2021,DET
571871,2021,DET
571882,2021,MIN
571901,2021,NYM
571912,2021,MIL
571927,2021,TOR
571945,2021,STL
571946,2021,PIT
571948,2021,MIL
571951,2021,MIA
572020,2021,SEA
572070,2021,BOS
572125,2021,LAA
572143,2021,ATH
572193,2021,CHC
572761,2021,STL
572888,2021,ATL
572955,2021,SD
572971,2021,CWS
573009,2021,AZ
573062,2021,SD
573109,2021,LAA
573124,2021,MIN
573127,2021,COL
573131,2021,SF
573186,2021,NYM
573204,2021,MIN
573668,2021,MIN
579328,2021,SEA
591720,2021,PHI
592094,2021,CHC
592135,2021,PHI
592145,2021,ATL
592165,2021,BOS
592169,2021,BOS
592222,2021,LAA
592233,2021,AZ
592254,2021,CIN
592273,2021,NYM
592288,2021,HOU
592314,2021,TEX
592332,2021,SF
592346,2021,COL
592351,2021,COL
592390,2021,CIN
592407,2021,AZ
592426,2021,ATL
592464,2021,LAD
592473,2021,ATH
592612,2021,CIN
592644,2021,BAL
592662,2021,TOR
592716,2021,CHC
592717,2021,SF
592741,2021,PIT
592761,2021,AZ
592767,2021,ATL
592773,2021,HOU
592789,2021,NYM
592791,2021,NYY
592826,2021,PHI
592831,2021,BAL
592836,2021,NYM
592858,2021,CHC
592859,2021,BAL
592865,2021,MIA
592866,2021,CHC
592879,2021,NYY
593140,2021,CIN
593144,2021,PIT
593334,2021,NYY
593372,2021,STL
593423,2021,ATH
593576,2021,PHI
593604,2021,WSH
593619,2021,KC
593643,2021,KC
593833,2021,WSH
593958,2021,BOS
593974,2021,NYY
594056,2021,ATH
594311,2021,MIL
594577,2021,LAA
594580,2021,ATH
594694,2021,PIT
594795,2021,ATL
594798,2021,NYM
594809,2021,LAA
594835,2021,SEA
594965,2021,STL
594985,2021,LAA
594986,2021,CHC
594987,2021,SEA
595014,2021,LAD
595191,2021,NYM
595263,2021,BAL
595284,2021,PHI
595345,2021,MIA
595411,2021,TB
595465,2021,CHC
595798,2021,CIN
595881,2021,SF
595918,2021,TOR
595928,2021,MIA
595939,2021,BAL
595943,2021,PIT
596001,2021,KC
596027,2021,CHC
596049,2021,MIA
596056,2021,PIT
596057,2021,DET
596071,2021,PIT
596082,2021,LAD
596103,2021,SF
596112,2021,COL
596133,2021,AZ
596295,2021,COL
596825,2021,HOU
597113,2021,TB
598264,2021,BOS
598286,2021,SD
598287,2021,AZ
600887,2021,DET
600921,2021,WSH
600944,2021,PHI
601713,2021,BOS
605130,2021,KC
605135,2021,ATH
605138,2021,TEX
605151,2021,PHI
605154,2021,SF
605155,2021,BOS
605164,2021,LAA
605177,2021,CHC
605194,2021,TEX
605195,2021,PIT
605200,2021,CHC
605218,2021,TOR
605240,2021,CWS
605242,2021,DET
605276,2021,MIA
605280,2021,PIT
605288,2021,MIL
605309,2021,SD
605347,2021,BAL
605359,2021,CWS
605388,2021,CHC
605397,2021,SD
605400,2021,PHI
605441,2021,BOS
605447,2021,TOR
605452,2021,WSH
605483,2021,SD
605488,2021,TB
605501,2021,NYM
605507,2021,MIA
605513,2021,DET
605521,2021,CIN
605525,2021,ATH
605538,2021,TB
605540,2021,MIL
605541,2021,CWS
605612,2021,DET
606149,2021,STL
606160,2021,SEA
606162,2021,LAD
606213,2021,CWS
606303,2021,TOR
606424,2021,SF
606625,2021,SF
606930,2021,NYM
606965,2021,AZ
607054,2021,MIL
607067,2021,MIL
607074,2021,CWS
607179,2021,ATH
607188,2021,AZ
607192,2021,TB
607200,2021,WSH
607216,2021,BAL
607219,2021,CIN
607229,2021,NYM
607231,2021,STL
607237,2021,CIN
607352,2021,CHC
607359,2021,TEX
607374,2021,SF
607391,2021,TB
607455,2021,PIT
607457,2021,MIN
607468,2021,CIN
607481,2021,CWS
607536,2021,COL
607560,2021,WSH
607572,2021,PIT
607625,2021,NYM
607644,2021,BAL
607680,2021,NYM
607755,2021,LAD
608032,2021,COL
608328,2021,PIT
608331,2021,ATL
608334,2021,CIN
608335,2021,DET
608337,2021,CWS
608344,2021,ATH
608349,2021,LAD
608371,2021,CIN
608379,2021,TB
608566,2021,COL
608638,2021,SEA
608648,2021,MIN
608650,2021,TB
608652,2021,MIN
608665,2021,SEA
608678,2021,SF
608686,2021,SEA
608700,2021,BOS
608716,2021,SEA
608717,2021,PIT
608718,2021,MIL
608723,2021,WSH
612434,2021,NYM
613534,2021,SD
614179,2021,CWS
615698,2021,CLE
617228,2021,BOS
620396,2021,AZ
621002,2021,MIL
621011,2021,CIN
621052,2021,STL
621056,2021,TEX
621057,2021,CLE
621074,2021,CHC
621076,2021,ATH
621078,2021,SEA
621098,2021,BAL
621107,2021,PHI
621111,2021,LAD
621112,2021,ATH
621114,2021,CWS
621121,2021,HOU
621129,2021,TEX
621139,2021,NYY
621219,2021,CHC
621237,2021,PHI
621242,2021,NYM
621244,2021,MIN
621248,2021,MIN
621249,2021,PIT
621259,2021,NYY
621261,2021,NYM
621295,2021,CLE
621345,2021,ATL
621348,2021,WSH
621366,2021,TOR
621368,2021,TEX
621381,2021,SD
621433,2021,TB
621500,2021,AZ
621532,2021,LAA
621593,2021,TOR
622065,2021,AZ
622072,2021,SF
622075,2021,COL
622088,2021,CIN
622092,2021,KC
622098,2021,NYM
622110,2021,CHC
622250,2021,TEX
622251,2021,KC
622253,2021,BAL
622256,2021,MIL
622446,2021,WSH
622491,2021,CIN
622492,2021,AZ
622503,2021,SD
622554,2021,PHI
622608,2021,COL
622663,2021,NYY
622694,2021,MIA
622766,2021,SD
622780,2021,MIL
622786,2021,COL
623149,2021,SEA
623167,2021,SEA
