pitcher,year,own_stuff_plus,n_pitches
664126,2022,146.50863962233535,383
661403,2022,142.4331336441178,1010
642585,2022,138.46975477910505,1031
642207,2022,135.63957334236997,1068
621242,2022,132.79807346224,1002
519151,2022,129.17702102005805,894
664854,2022,127.8849395322455,1040
623465,2022,126.66639150307873,977
594798,2022,126.34111357713269,1121
592773,2022,126.23737754868843,944
605280,2022,125.74995724003524,1108
669203,2022,125.46398567227419,3272
664747,2022,125.31928433263298,1026
434378,2022,124.74374345450097,2974
660813,2022,123.32215023127651,706
662253,2022,123.0876222213806,1120
650556,2022,121.81127179610328,1255
675916,2022,121.28314730046343,791
521230,2022,120.76980526986623,980
445276,2022,120.6609282117148,1024
657044,2022,120.06675173258074,695
669618,2022,119.78448592810345,553
660271,2022,119.75604041781297,2629
605447,2022,119.58337186895493,1034
664123,2022,119.54232758301174,814
621237,2022,119.42643269931017,1105
623352,2022,119.20029582150119,1023
682171,2022,119.11433502567795,1058
623149,2022,118.92871687938198,1072
656945,2022,118.82944921996037,1293
661395,2022,118.64277028060458,1086
605347,2022,117.75784887657069,1179
675911,2022,117.17667916324197,2411
666204,2022,116.7757338278903,539
543037,2022,115.69673863636886,3695
640451,2022,115.49787085445296,661
622554,2022,115.36378474456713,1058
605483,2022,115.3018818755124,2661
621345,2022,115.24901040153962,1154
641835,2022,114.9358201960072,791
642528,2022,114.64836739748655,962
643511,2022,114.54543262265693,1165
456713,2022,114.48399095986625,909
670167,2022,114.40418821971255,1020
645261,2022,114.34856293924148,3299
657277,2022,114.164683865611,3006
642770,2022,114.13268885359474,329
606149,2022,114.01217528224876,1046
669395,2022,113.89095796800977,1205
669160,2022,113.82161135281443,474
502085,2022,113.57949475662308,1208
666374,2022,113.46163875399185,1070
621363,2022,113.26524895017818,984
666808,2022,113.14587589280721,1121
668881,2022,113.08428624814047,2200
476595,2022,113.00878253825752,1079
608638,2022,112.93915184951754,348
607179,2022,112.80823779323387,770
554430,2022,112.72069084666839,2842
663855,2022,112.62535977249453,1142
453268,2022,112.3284335040968,1014
523260,2022,112.32198387620215,703
641360,2022,112.21882263194809,1005
668678,2022,112.08547701132673,3022
607074,2022,111.77062221489331,2985
622250,2022,111.70371650021613,419
592848,2022,111.58782879878119,209
593576,2022,111.54810719834087,1097
518886,2022,111.53128957291794,1088
622075,2022,111.46034045843497,521
595345,2022,111.18343383859305,1016
552640,2022,111.17036380234538,245
453286,2022,111.09537056293664,2333
642546,2022,111.07191239754181,511
605540,2022,111.05104883570162,2536
543521,2022,111.0197673838054,1142
663158,2022,111.01217019744354,913
642397,2022,111.00074921511026,1178
612434,2022,110.95921974134716,593
656061,2022,110.89784800681468,762
656420,2022,110.67392746866707,344
625643,2022,110.67022294616547,985
661563,2022,110.66157018862674,241
547973,2022,110.51729092391626,731
650633,2022,110.42575620416338,886
642701,2022,110.34740248920595,1008
573186,2022,110.20460083407737,2181
650644,2022,110.18956568815538,1642
647315,2022,110.15642659626349,623
670036,2022,110.06085730627794,978
592094,2022,110.03154231784227,982
670280,2022,109.9004614788766,940
656322,2022,109.84741432645251,236
669622,2022,109.83788801231013,326
667427,2022,109.83080835359554,887
656638,2022,109.76841124273918,1107
676760,2022,109.52673377880235,850
661527,2022,109.47173334537348,633
622786,2022,109.44091865226959,363
592836,2022,109.31389204974167,2573
542888,2022,109.24311444088391,1085
656302,2022,109.19561535349376,3120
543339,2022,109.11723882689188,416
667297,2022,109.11608546495191,750
605242,2022,109.07154635420699,1121
671345,2022,109.03659356311887,1057
592454,2022,108.97030408450334,221
650895,2022,108.9625743719001,873
593619,2022,108.93197057962401,363
670059,2022,108.677818859746,488
543135,2022,108.5770043204925,1739
477132,2022,108.38842263353052,1962
621121,2022,108.35051103005556,1025
664299,2022,108.31769071895084,2783
676477,2022,108.29437259313097,1213
663556,2022,108.2099813103037,2548
642152,2022,107.99498297135514,1005
606160,2022,107.98831369824302,1264
543238,2022,107.94293849171757,395
642547,2022,107.92296838462455,1433
623474,2022,107.89392341400303,1019
641729,2022,107.84756408593876,1008
669084,2022,107.73039650756525,269
682847,2022,107.63245536441609,275
663474,2022,107.47866049209426,2978
664139,2022,107.39230536592116,678
617228,2022,107.27105149585225,874
622098,2022,107.26839527849853,813
657240,2022,107.1339003835084,510
657508,2022,107.04833552240912,656
643377,2022,107.04195840169298,1189
680694,2022,106.881240764045,2027
665795,2022,106.86621839493117,1215
686613,2022,106.83758408983716,375
605400,2022,106.83441459807396,3637
672335,2022,106.8012563425181,943
681911,2022,106.79460559384027,1029
656731,2022,106.76606450156024,839
488984,2022,106.72316102201692,349
641329,2022,106.6138775955846,1211
472610,2022,106.59498542210882,1034
677053,2022,106.57686549398834,374
663432,2022,106.45496909184727,563
543056,2022,106.40617717064805,257
666818,2022,106.3872618189308,393
668665,2022,106.3565925319206,435
593423,2022,106.30763590015566,2339
622491,2022,106.23134330887811,2718
518585,2022,106.22041286285749,260
664776,2022,106.2114200508732,267
657612,2022,106.16210220635176,794
506433,2022,106.15884279138913,3357
543766,2022,106.14622020047698,979
656257,2022,106.12861562393996,439
664208,2022,106.06480938203686,1113
658551,2022,106.05798271910497,369
594580,2022,106.03650826669532,737
640462,2022,106.01930614963798,1072
621051,2022,106.0179268471231,948
656793,2022,105.97115067552647,1283
672715,2022,105.91543677365202,423
669302,2022,105.90364591483468,3099
666168,2022,105.86089772377892,406
608665,2022,105.66791167892454,1035
660787,2022,105.5535271398483,449
657376,2022,105.53943151879308,1115
670970,2022,105.53436575363638,581
571882,2022,105.52159325686421,352
656730,2022,105.47992506609265,792
663986,2022,105.43766793768292,1127
628711,2022,105.40431954399581,2761
592332,2022,105.39444798223697,2946
628708,2022,105.37343095592115,856
656464,2022,105.3472443081635,515
644364,2022,105.24673928671753,696
656803,2022,105.1622893897536,370
608678,2022,105.12144854506161,826
608718,2022,105.10844953624627,1077
621366,2022,105.05065773261627,443
669358,2022,105.02119275097795,444
663558,2022,105.01548243977314,738
543507,2022,104.99128057174934,505
573204,2022,104.96088870964024,1037
661440,2022,104.9422216648824,330
543243,2022,104.92311789048422,1920
493603,2022,104.87027338671692,1132
641401,2022,104.83379728745615,916
664199,2022,104.83122816354543,859
643493,2022,104.75541475493637,809
570488,2022,104.73732653950347,310
656876,2022,104.70569012754066,2335
606930,2022,104.70125175123138,435
669711,2022,104.68001969670216,223
518489,2022,104.62108432354347,985
656629,2022,104.59243396912827,2007
607625,2022,104.5896798869341,1157
607644,2022,104.43035473624212,250
641482,2022,104.36678274244541,2732
450203,2022,104.36487029059768,2942
