pitcher,year,own_stuff_plus,n_pitches
656240,2025,89.16120464927835,756
702795,2025,89.06163582997085,231
685326,2025,88.80094774822751,502
592351,2025,88.69036764471096,210
592662,2025,88.64800058099691,3142
676467,2025,88.62673252751027,1451
683627,2025,88.51317047586409,608
592155,2025,88.45677283516221,597
689266,2025,88.44292276959831,536
802419,2025,88.3751954943164,249
605488,2025,88.2644607892654,2847
680573,2025,88.22608250359139,1953
681895,2025,88.17098738045077,329
605177,2025,87.98930906448653,642
829272,2025,87.98834757169772,674
600917,2025,87.89736980392756,264
663687,2025,87.84767588250313,1125
663562,2025,87.84069876760285,251
669674,2025,87.83507303812347,839
687849,2025,87.79940716348116,308
677865,2025,87.77367899861885,231
623167,2025,87.75784840832502,673
663542,2025,87.58338600483218,348
571760,2025,87.52594089981969,2082
686826,2025,87.39634699609192,437
676106,2025,87.35761258156306,1498
683409,2025,87.23415594687528,1056
641540,2025,87.10100255429143,420
694363,2025,87.04512089117354,318
518397,2025,86.96275570645402,346
669461,2025,86.95405535814432,2459
640455,2025,86.9398214555975,1095
676395,2025,86.83462493243178,983
543294,2025,86.69496589488229,2573
624133,2025,86.6716302937454,2502
641302,2025,86.65773205003322,1585
694477,2025,86.62627561765873,2138
663546,2025,86.56182223385079,254
683155,2025,86.40103399272391,266
684007,2025,86.37183089302104,2220
674841,2025,86.36128822936867,415
693855,2025,86.35330685050114,995
656849,2025,86.31612130165291,2696
680729,2025,86.13731473400345,231
663372,2025,86.04494209222969,597
695418,2025,86.04245256366866,2128
622608,2025,85.33371714889688,2373
623433,2025,85.27251290592301,248
527048,2025,85.24457196004317,961
647336,2025,85.22739553465831,1572
500779,2025,84.9015318473135,2272
678368,2025,84.82705225320674,1392
680689,2025,84.70775812719828,686
607536,2025,84.64069814441275,2543
571578,2025,84.39403488334939,2588
676282,2025,84.1322137579788,1692
685299,2025,83.96174032702262,1244
623474,2025,83.95466732702602,1307
471911,2025,83.6002325795707,778
668941,2025,83.37624549230632,1007
622503,2025,83.09863251517213,534
676664,2025,83.04652343465278,2416
607625,2025,83.0104907890304,2464
593958,2025,82.10567441356984,2664
596271,2025,82.07850505684928,276
671106,2025,81.98951582271759,2632
682052,2025,81.8701634694874,1666
641778,2025,81.67648201556564,1818
680730,2025,80.93132207794503,2704
642232,2025,80.61232436360307,1028
691951,2025,79.91556440467524,303
685314,2025,79.83453557471714,427
663465,2025,79.76971160272231,1052
656222,2025,79.70739394534465,929
666214,2025,79.35999664506163,1833
596295,2025,78.61190078851006,999
663795,2025,78.562560577324,383
666120,2025,78.39514810889389,203
594902,2025,76.91178217079975,718
815083,2025,73.12810956332984,405
688497,2025,72.95281540766577,341
685126,2025,72.78824810916055,1255
