pitcher,year,own_stuff_plus,n_pitches
661403,2021,147.05879388124092,1041
594798,2021,136.7887932834652,1226
445276,2021,133.43604435656727,1162
519151,2021,132.48904912895966,1103
595014,2021,132.01542568788722,1221
643511,2021,130.8774871787267,1182
607192,2021,130.15347077066258,1338
660813,2021,129.5157590799119,621
642207,2021,127.69937902372034,976
669160,2021,126.76098090631953,368
664126,2021,126.44031227397795,808
613534,2021,126.27934154445735,961
669203,2021,124.98571141958931,2685
657044,2021,124.6639793703113,483
592426,2021,124.59164604442574,1204
521230,2021,122.71387615642598,1145
623352,2021,122.47631609980276,961
605447,2021,122.045809801666,1031
621242,2021,120.59474995882638,999
554430,2021,120.41400568253239,3194
552640,2021,119.36693835379917,1019
502085,2021,119.28323299348307,282
543037,2021,118.70543883944295,3019
642528,2021,118.64723774017018,1110
543521,2021,118.44328486689113,1027
605280,2021,117.85713820101292,1140
642397,2021,117.62277282051471,1131
518886,2021,117.51351549894052,1033
622088,2021,117.47099926766653,529
642547,2021,117.44779081590036,2395
656322,2021,116.68847748257153,712
656945,2021,116.51759747898589,1032
672715,2021,116.18165936171367,1396
607074,2021,116.06242434392965,2275
669330,2021,115.91694308853184,894
664123,2021,115.71337871571114,222
641835,2021,115.44180950302004,841
518813,2021,115.36553430432068,997
669618,2021,115.27990706856713,455
523260,2021,115.08397754496411,812
676477,2021,115.06405180532647,1249
663878,2021,115.01795713893286,301
623149,2021,114.86716026282467,1104
670280,2021,114.82328516706457,934
547973,2021,114.76475401781336,1003
605483,2021,114.6628149793782,2346
606149,2021,114.53953779584498,1247
543766,2021,114.3149289572737,1364
543339,2021,114.1094940784186,865
656629,2021,114.02356201724182,1199
660600,2021,113.84136183854697,254
666808,2021,113.77809604020116,497
650556,2021,113.67548194949318,689
612434,2021,113.63418402779736,1228
519076,2021,113.26795908310275,523
656061,2021,113.13844762877828,642
592773,2021,113.08145957617093,1342
645261,2021,113.05528137121566,3094
669358,2021,113.0073720639238,244
622250,2021,112.99703675731003,1078
660271,2021,112.97804656110958,2026
621111,2021,112.843331139375,3471
675916,2021,112.82536016344103,1007
453286,2021,112.80756303328721,3117
664854,2021,112.79390144850973,805
621366,2021,112.764245659651,368
650895,2021,112.71230674456574,935
593619,2021,112.69582908777139,520
661563,2021,112.68676595555284,532
519141,2021,112.50075385014775,430
605540,2021,112.48777233806551,2905
657277,2021,112.47588193049354,2412
593423,2021,112.18608614081802,3028
571901,2021,112.16891221044312,833
664208,2021,112.1462576479543,1354
621121,2021,112.05610755263,2962
670056,2021,111.98987095415556,358
643338,2021,111.79036759662434,1330
621237,2021,111.78262595732764,1045
617228,2021,111.7722224843288,989
554431,2021,111.59257709367809,1300
598264,2021,111.55330743545812,952
656420,2021,111.5136977125261,1030
681911,2021,111.28775417526222,741
670990,2021,111.1316455686077,436
506433,2021,111.13030409133154,2769
660896,2021,111.0867404848807,869
643256,2021,111.00944265771477,1020
476595,2021,110.98716870707153,1241
608349,2021,110.8312116583946,502
543135,2021,110.81808374690226,3251
608665,2021,110.77920299626716,1068
623465,2021,110.72071081696228,293
676979,2021,110.71684108688439,966
543056,2021,110.69006324183721,528
543045,2021,110.66935480239547,296
450203,2021,110.47940448764352,3281
596027,2021,110.40637173901419,565
477132,2021,110.31912166634397,1806
669735,2021,110.21726883452233,505
680704,2021,109.97320386678402,603
641360,2021,109.93384245343283,848
503569,2021,109.88292961528309,605
453343,2021,109.66571071279046,1053
621345,2021,109.61467671333868,1058
607481,2021,109.39208675960985,1007
592254,2021,109.29142250461243,347
605194,2021,109.24433249507203,541
605397,2021,109.1108637350951,2938
601713,2021,109.07211471149719,2950
663855,2021,108.9958844347485,207
621593,2021,108.9377468349927,455
594987,2021,108.93542179660521,581
647315,2021,108.7840539480808,936
448281,2021,108.6910226759467,866
657240,2021,108.68007891002696,217
545333,2021,108.59144765040517,1674
472610,2021,108.52196921938184,528
573186,2021,108.4700063185598,2741
656793,2021,108.45412188761557,338
656302,2021,108.39306308354297,3001
595928,2021,108.31247612486918,703
592390,2021,108.31168932951105,1090
663432,2021,108.21327043590448,665
607644,2021,107.95146672061978,2328
660623,2021,107.83957291213042,1504
571670,2021,107.81590749123609,1076
650633,2021,107.7292501282671,1009
668678,2021,107.70233388271734,2102
656876,2021,107.68772864026029,1235
641907,2021,107.58867184420431,486
543507,2021,107.56906624914998,1117
592332,2021,107.56906133917427,3093
643290,2021,107.55855352686073,870
656548,2021,107.45300442264224,664
621052,2021,107.40317841257823,1252
641871,2021,107.39293423993439,530
458681,2021,107.39154985926584,2579
642701,2021,107.36630865509217,907
605513,2021,107.33619172214078,775
625643,2021,107.23701757395749,964
593576,2021,107.13476939163672,1243
605400,2021,107.10451691239935,2971
641401,2021,107.10339122144299,923
518489,2021,107.07512496744762,261
595345,2021,107.01792957308047,601
628452,2021,106.88792910273926,1057
628711,2021,106.87471003543409,3023
493603,2021,106.80830836118035,1206
650911,2021,106.69577660493249,211
605441,2021,106.65365390623293,458
548384,2021,106.64360564836342,981
650893,2021,106.53130196704484,1195
453268,2021,106.47051940695326,1217
573668,2021,106.46785652423583,659
608337,2021,106.43042480085926,3060
608638,2021,106.4157034311644,915
595465,2021,106.3740214618489,787
669456,2021,106.34639827609216,1557
664776,2021,106.29474927410448,554
640470,2021,106.15805762311436,1955
656557,2021,105.88658190784824,1296
657031,2021,105.88231743799409,847
676831,2021,105.86013465941363,401
572955,2021,105.80677481558422,1044
542888,2021,105.75505454110863,685
605521,2021,105.73423793228288,338
669302,2021,105.72726893208831,2125
614179,2021,105.68102162235667,1054
606930,2021,105.62181292790173,570
663992,2021,105.52767165780729,312
622092,2021,105.50561797922113,934
657024,2021,105.39593037614095,564
669622,2021,105.38951579577521,973
668687,2021,105.3256713164222,354
643615,2021,105.27809335081817,286
656756,2021,105.19612339614739,2568
622251,2021,105.16547894626478,1096
650382,2021,105.12055563390496,791
605242,2021,105.11925867488418,1183
641632,2021,105.07511598436885,447
608723,2021,105.05876416000487,1021
453265,2021,105.04434837084342,866
