pitcher,year,own_stuff_plus,n_pitches
661403,2023,139.436692851986,1139
642585,2023,136.66729060725316,1021
664126,2023,136.0279749455692,799
642207,2023,132.6674103931502,979
519151,2023,131.88069073591146,1115
594798,2023,130.66610788809135,451
664854,2023,128.00018959698397,665
661395,2023,124.98370546413642,1110
605280,2023,124.02547967226307,1044
656876,2023,122.97699346303038,725
666374,2023,122.96223817802212,1303
592426,2023,122.61353188282239,525
623149,2023,122.5219599885355,1201
666974,2023,122.43528456124062,1064
660813,2023,122.39484120092784,991
656945,2023,122.03759557456304,1267
664747,2023,121.90743285287243,1170
676775,2023,121.85521684692202,594
682842,2023,121.46111437304702,552
623465,2023,121.23737791680585,988
592773,2023,121.0105106076033,918
676272,2023,120.67745324248882,2013
607192,2023,120.58351581894348,1992
650556,2023,120.58316907542232,1357
657044,2023,120.56372344473337,641
663855,2023,120.06130276777039,1188
621237,2023,119.92235648849037,893
518886,2023,119.38255324651382,1327
666619,2023,119.38227438558675,1046
642528,2023,119.25224339691118,277
650644,2023,119.0147480770249,2070
605447,2023,118.49913514226469,989
669203,2023,118.45482240990931,3169
543056,2023,118.07831645892605,853
554430,2023,117.93373313849526,3623
445276,2023,117.674302903957,721
694037,2023,117.60279781238464,494
682171,2023,117.54791535078559,218
669093,2023,117.35059653698914,237
656546,2023,117.33680483612957,1016
675916,2023,116.84498422383832,751
523260,2023,116.38705299819989,743
547973,2023,116.0356353064307,1133
622554,2023,115.85097325761603,1009
657277,2023,115.70601385883134,3180
643511,2023,115.59629287124059,1133
455119,2023,115.54675142627599,721
664208,2023,115.48017859774578,1137
660271,2023,115.40916124623737,2094
622250,2023,115.0583793306787,1002
434378,2023,115.0403182349944,3044
671345,2023,114.78299074963707,1108
667755,2023,114.75780996769296,670
640451,2023,114.47202813580722,960
573186,2023,114.37585385704517,2131
613534,2023,114.368461494536,362
666808,2023,114.30629620709149,1148
623352,2023,114.28023228541318,1042
670059,2023,114.26785611319058,963
571948,2023,114.05215439527376,1057
663158,2023,113.98062076462091,449
675911,2023,113.97972535630706,3287
643377,2023,113.96551998021302,1131
547184,2023,113.86551129868151,272
669160,2023,113.82171735545253,723
622772,2023,113.76420968944645,576
671212,2023,113.72061248381507,240
680694,2023,113.638978140131,2787
502085,2023,113.5565966291849,1123
605483,2023,113.46992301361824,3168
606965,2023,113.39315012720644,704
687330,2023,113.33987054085978,1163
592779,2023,112.85526271448342,509
594580,2023,112.59075590901986,1042
622075,2023,112.38084850593233,827
621051,2023,112.31776530046832,952
657240,2023,112.1494294557521,1214
625643,2023,111.96655986190083,1205
670280,2023,111.94354855247903,1141
608371,2023,111.48310324775728,1057
592254,2023,110.74203540091601,312
543037,2023,110.57896079631661,3444
677053,2023,110.49111644288725,1020
668933,2023,110.3525301359911,2320
664875,2023,110.23354207778493,1243
642397,2023,110.1786671885144,1106
663878,2023,110.17500986419488,792
672578,2023,110.11030504027514,1251
662253,2023,109.95053290868073,835
542888,2023,109.90685709456527,818
680570,2023,109.87805798423395,2163
680704,2023,109.75870031132415,1043
656730,2023,109.72542022989005,632
628708,2023,109.65699742693528,768
543243,2023,109.56194088214906,3061
605540,2023,109.42423776100293,1043
641360,2023,109.40793969294187,1232
665795,2023,109.3146354491734,1946
656638,2023,109.29484433134839,1182
663556,2023,109.2006830578153,1887
657508,2023,109.14087070915754,1086
623437,2023,109.06848680470904,1046
605347,2023,108.98239330841484,1008
670167,2023,108.89021918816047,822
695243,2023,108.8802663667939,609
656464,2023,108.7777958145903,1297
608032,2023,108.75614931187854,1157
592094,2023,108.56120195186737,905
650960,2023,108.3270903625979,572
661527,2023,108.2213897438956,784
679885,2023,108.19375333808885,245
663704,2023,108.1245006240265,341
641835,2023,107.9418931200635,858
476595,2023,107.92999543185319,283
642546,2023,107.9240291160158,568
643493,2023,107.88761631298122,757
645261,2023,107.88112272772368,2765
642770,2023,107.8147034296821,362
681911,2023,107.72211003017706,921
605242,2023,107.67709434809225,903
681402,2023,107.63792584199493,403
669084,2023,107.42563675636364,518
621345,2023,107.41022403964698,1107
640448,2023,107.32131579158505,1118
548384,2023,107.29242361727057,982
668678,2023,107.13304744603121,3952
608638,2023,107.07642542515154,744
691587,2023,107.00974539732593,1593
682243,2023,106.95673845388585,2095
665625,2023,106.92507495833975,937
669302,2023,106.85602604325757,2921
