batter,avg_swing_speed,fast_swing_rate,blast_rate,squared_up_rate,swing_count
691406,79.766659451,0.8681318681318682,0.1923076923076923,0.2142857142857142,182
519317,79.335077806,0.929032258064516,0.1419354838709677,0.1935483870967742,155
665833,78.781263592,0.7766990291262136,0.1796116504854369,0.2378640776699029,206
701358,77.871134826,0.7761194029850744,0.1094527363184079,0.1691542288557214,201
691023,77.648603791,0.7527472527472528,0.1593406593406593,0.2032967032967033,182
701762,77.616880984,0.7616580310880828,0.155440414507772,0.2020725388601036,193
666176,77.105487039,0.7210300429184548,0.111587982832618,0.2017167381974249,233
656941,76.726485864,0.7172774869109948,0.1204188481675392,0.1884816753926701,191
669003,76.702726714,0.7428571428571429,0.1071428571428571,0.1428571428571428,140
695578,76.43074369,0.641711229946524,0.1871657754010695,0.2352941176470588,187
665489,76.275380497,0.6243093922651934,0.1878453038674033,0.287292817679558,181
695657,76.197773152,0.6141304347826088,0.1141304347826086,0.1467391304347826,184
641343,76.196331181,0.7083333333333333,0.1944444444444444,0.3125,144
677594,76.142912165,0.658008658008658,0.0995670995670995,0.1515151515151515,231
695506,76.090480075,0.6466165413533834,0.2030075187969924,0.2631578947368421,133
682663,76.041247407,0.6137566137566138,0.0846560846560846,0.1798941798941798,189
673357,76.022598481,0.6265822784810127,0.1392405063291139,0.2278481012658227,158
575929,75.976112022,0.6448087431693987,0.1420765027322404,0.1857923497267759,183
592450,75.81403801,0.5922330097087379,0.1262135922330097,0.2087378640776699,206
660670,75.55366486,0.5747663551401869,0.1308411214953271,0.2289719626168224,214
656305,75.550452275,0.5748502994011976,0.1197604790419161,0.2335329341317365,167
682985,75.516741313,0.5707070707070706,0.1464646464646464,0.207070707070707,198
696100,75.4124884,0.5542857142857143,0.1028571428571428,0.1714285714285714,175
670042,75.399559682,0.5987261146496815,0.1210191082802547,0.1656050955414012,157
701350,75.369773786,0.5214285714285715,0.1642857142857142,0.2714285714285714,140
670541,75.303840108,0.5405405405405406,0.1891891891891892,0.2810810810810811,185
695600,75.23465,0.5310344827586208,0.1103448275862069,0.2068965517241379,145
670242,75.172205767,0.5502645502645502,0.0899470899470899,0.1534391534391534,189
682998,75.13442875,0.5592105263157895,0.0855263157894736,0.1907894736842105,152
694212,75.110120305,0.5114503816793893,0.1526717557251908,0.2671755725190839,131
683146,75.108583243,0.5540540540540541,0.1216216216216216,0.2567567567567567,148
545361,75.084724333,0.5444444444444445,0.1555555555555555,0.2333333333333333,180
682829,75.012468045,0.5027932960893855,0.1955307262569832,0.2737430167597765,179
669127,74.995635046,0.4954128440366971,0.1146788990825688,0.2110091743119266,218
804606,74.956604178,0.541095890410959,0.0684931506849315,0.1712328767123287,146
671739,74.917096927,0.4972067039106144,0.1899441340782122,0.2849162011173184,179
686948,74.84061013,0.5086956521739131,0.1565217391304348,0.2608695652173913,230
683357,74.823614468,0.5106382978723405,0.1063829787234042,0.1914893617021276,141
663586,74.821283581,0.4837209302325581,0.1162790697674418,0.241860465116279,215
663728,74.805936992,0.5039062499999999,0.07421875,0.140625,256
657757,74.789297786,0.4809160305343511,0.1145038167938931,0.2519083969465648,131
808959,74.60816,0.5107526881720429,0.1612903225806451,0.2150537634408602,186
682626,74.600526871,0.4829931972789115,0.1224489795918367,0.2244897959183673,147
691777,74.597859348,0.5434782608695652,0.1467391304347826,0.2119565217391304,184
621566,74.568238604,0.4549549549549549,0.1621621621621621,0.2342342342342342,222
660271,74.547837641,0.4923076923076922,0.1435897435897435,0.2717948717948718,195
680776,74.542686815,0.464968152866242,0.1273885350318471,0.2229299363057325,157
683002,74.406882893,0.4669421487603307,0.1115702479338843,0.1983471074380165,242
624585,74.400356447,0.4974619289340101,0.0964467005076142,0.1421319796954314,197
671056,74.355538556,0.4555555555555555,0.1555555555555555,0.2888888888888888,180
606466,74.282893512,0.4166666666666666,0.1666666666666666,0.244047619047619,168
665487,74.281404675,0.4792899408284025,0.1893491124260355,0.2840236686390532,169
669394,74.069492642,0.4404145077720207,0.1398963730569948,0.2124352331606217,193
572233,74.030943403,0.4031413612565445,0.1675392670157068,0.2617801047120419,191
677800,73.934792742,0.3817204301075269,0.1505376344086021,0.2741935483870967,186
691016,73.929313651,0.4285714285714285,0.1481481481481481,0.2592592592592592,189
624413,73.863923731,0.3782383419689119,0.1658031088082901,0.2642487046632124,193
671732,73.849883856,0.392156862745098,0.1241830065359477,0.2026143790849673,153
666160,73.840199618,0.4076433121019108,0.0955414012738853,0.2547770700636942,157
691718,73.802406329,0.4057971014492753,0.1207729468599033,0.1884057971014492,207
542303,73.659928025,0.345679012345679,0.1111111111111111,0.2160493827160493,162
621043,73.648453407,0.401098901098901,0.1373626373626373,0.2252747252747252,182
701538,73.539853214,0.3061224489795918,0.086734693877551,0.1530612244897959,196
547180,73.521658485,0.393939393939394,0.1161616161616161,0.2171717171717171,198
671277,73.454787578,0.3664596273291925,0.15527950310559,0.2795031055900621,161
662139,73.326382695,0.3173652694610778,0.0538922155688622,0.1616766467065868,167
677951,73.276121421,0.3705583756345177,0.1370558375634517,0.2436548223350254,197
621439,73.272214667,0.3538461538461538,0.1025641025641025,0.1897435897435897,195
666139,73.27049039,0.3246753246753247,0.0389610389610389,0.1558441558441558,154
681624,73.266545286,0.319047619047619,0.1523809523809524,0.2333333333333333,210
672960,73.261013702,0.3204419889502762,0.1325966850828729,0.2209944751381215,181
691781,73.19781867,0.2765957446808511,0.0904255319148936,0.1808510638297872,188
661388,73.180762901,0.3395061728395062,0.1358024691358024,0.3024691358024691,162
672275,73.172558417,0.3166666666666667,0.0833333333333333,0.275,120
668901,73.129758582,0.2553191489361702,0.1063829787234042,0.2340425531914893,141
680777,73.093059274,0.3870967741935484,0.1290322580645161,0.2661290322580645,124
592518,73.081980258,0.2645161290322581,0.1096774193548387,0.2193548387096774,155
679529,73.066570818,0.2515723270440252,0.1257861635220125,0.2389937106918239,159
663604,73.035458923,0.3769230769230769,0.0846153846153846,0.1461538461538461,130
668804,72.998412646,0.2857142857142857,0.0952380952380952,0.1957671957671957,189
596019,72.973741351,0.2756756756756757,0.1081081081081081,0.2162162162162162,185
669236,72.927474398,0.3072289156626506,0.108433734939759,0.2771084337349397,166
678246,72.913348077,0.3296703296703296,0.1263736263736263,0.2747252747252747,182
677942,72.853088065,0.3145161290322581,0.0887096774193548,0.1935483870967742,124
669224,72.830821094,0.2265625,0.109375,0.265625,128
650490,72.796716875,0.2954545454545453,0.1647727272727272,0.2897727272727273,176
664040,72.729005532,0.3351063829787234,0.1117021276595744,0.2074468085106383,188
665862,72.726778659,0.2378048780487805,0.0975609756097561,0.2378048780487804,164
694671,72.605462979,0.2411347517730496,0.0921985815602836,0.2907801418439716,141
690993,72.575400579,0.1983471074380165,0.2231404958677686,0.4132231404958678,121
660821,72.491414539,0.375,0.1184210526315789,0.2565789473684211,152
595879,72.472634228,0.2281879194630872,0.087248322147651,0.2080536912751678,149
607043,72.437915074,0.3004926108374384,0.1428571428571428,0.2955665024630542,203
656555,72.410764538,0.1692307692307692,0.0923076923076923,0.2,130
694377,72.386540992,0.1983471074380165,0.1570247933884297,0.2727272727272727,121
802139,72.349711237,0.2319587628865979,0.0927835051546391,0.2525773195876288,194
700250,72.311112532,0.2278481012658227,0.189873417721519,0.2974683544303797,158
673237,72.280855036,0.1438848920863309,0.079136690647482,0.3237410071942446,139
681481,72.249821056,0.2112676056338028,0.0845070422535211,0.2323943661971831,142
642715,72.233150316,0.2368421052631579,0.1105263157894736,0.2157894736842105,190
669357,72.164259609,0.217877094972067,0.0837988826815642,0.1955307262569832,179
682928,72.149689189,0.227027027027027,0.1459459459459459,0.254054054054054,185
660162,72.13556379,0.2983870967741935,0.1048387096774193,0.2258064516129032,124
702284,72.105551623,0.2617801047120419,0.0680628272251308,0.2303664921465968,191
672580,72.085045,0.2013888888888888,0.1527777777777778,0.3055555555555556,144
630105,72.035434104,0.2238805970149254,0.1044776119402985,0.2014925373134328,134
680574,72.027145814,0.1395348837209302,0.0813953488372093,0.2441860465116279,172
606192,72.023844909,0.2181818181818182,0.109090909090909,0.2242424242424242,165
664023,72.010473616,0.2033898305084746,0.1186440677966101,0.231638418079096,177
657656,71.980748308,0.2102564102564103,0.1025641025641025,0.2051282051282051,195
608369,71.941207892,0.1323529411764706,0.0931372549019607,0.2254901960784313,204
681351,71.862100064,0.2101910828025477,0.10828025477707,0.197452229299363,157
686668,71.852383669,0.1726618705035971,0.1079136690647482,0.1870503597122302,139
672640,71.834989571,0.2515337423312883,0.1901840490797546,0.3312883435582822,163
676475,71.826845084,0.1620111731843575,0.1396648044692737,0.3072625698324022,179
592626,71.808521966,0.2051282051282051,0.0769230769230769,0.2478632478632478,117
672724,71.805656776,0.1842105263157895,0.0921052631578947,0.1973684210526315,152
669477,71.80454669,0.2323943661971831,0.1408450704225352,0.2816901408450704,142
593428,71.747902581,0.2338709677419355,0.1370967741935483,0.3064516129032258,124
666310,71.723158051,0.135593220338983,0.1101694915254237,0.2288135593220339,118
663656,71.673618689,0.2572815533980582,0.0825242718446602,0.2572815533980582,206
687637,71.656115481,0.1629629629629629,0.1037037037037037,0.2444444444444444,135
666969,71.637749032,0.2311827956989247,0.1075268817204301,0.2419354838709677,186
605137,71.592413864,0.2329545454545454,0.1079545454545454,0.2443181818181818,176
607208,71.57367852,0.1887755102040816,0.0561224489795918,0.2806122448979591,196
805808,71.562347366,0.2204301075268817,0.1397849462365591,0.3333333333333333,186
521692,71.561396335,0.1583710407239819,0.1085972850678733,0.2081447963800905,221
682177,71.526034773,0.1363636363636363,0.0909090909090909,0.2196969696969697,132
671218,71.523630452,0.1708542713567839,0.1105527638190954,0.2010050251256281,199
678662,71.500981448,0.1493212669683258,0.0723981900452488,0.1809954751131221,221
800050,71.485147931,0.1862068965517241,0.1310344827586207,0.3103448275862069,145
673962,71.455949801,0.1324503311258278,0.152317880794702,0.3377483443708609,151
701807,71.367496014,0.1824324324324324,0.1148648648648648,0.2635135135135135,148
571970,71.340642112,0.0869565217391304,0.1118012422360248,0.2546583850931677,161
693307,71.287797386,0.1176470588235294,0.1568627450980392,0.3006535947712418,153
668715,71.259077162,0.0878378378378378,0.1216216216216216,0.2567567567567567,148
663886,71.250403577,0.1138211382113821,0.1219512195121951,0.2764227642276423,123
701398,71.237037608,0.1961722488038277,0.138755980861244,0.2344497607655502,209
646240,71.220248409,0.1545454545454545,0.109090909090909,0.2181818181818181,220
669016,71.191805742,0.1483870967741935,0.1483870967741935,0.3032258064516129,155
650489,71.131884161,0.1543624161073825,0.0671140939597315,0.1476510067114094,149
596115,71.100560392,0.1470588235294118,0.1029411764705882,0.2450980392156862,204
621020,71.061248971,0.08,0.0971428571428571,0.28,175
571448,70.997790146,0.1021897810218978,0.072992700729927,0.2262773722627737,137
608348,70.986020932,0.0847457627118644,0.1694915254237288,0.3135593220338983,118
664761,70.943806174,0.1208053691275168,0.1140939597315436,0.3154362416107382,149
518692,70.929569751,0.1144278606965174,0.1442786069651741,0.3383084577114428,201
670770,70.821283813,0.1079136690647482,0.079136690647482,0.2805755395683453,139
553993,70.819829487,0.1025641025641025,0.0641025641025641,0.1794871794871795,156
682657,70.808051509,0.2012578616352201,0.1132075471698113,0.1886792452830188,159
666397,70.791099512,0.1382113821138211,0.1463414634146341,0.2764227642276423,123
668930,70.716836242,0.1272727272727273,0.1515151515151515,0.2909090909090909,165
656811,70.691383785,0.096045197740113,0.1073446327683615,0.2711864406779661,177
805300,70.603852485,0.0650887573964497,0.0946745562130177,0.2781065088757396,169
