batter,sb_per_pa_raw,sb,pa_ev
500743,0.0,0,202
682928,0.0471,26,552
672386,0.0,0,230
677649,0.02075,10,482
673548,0.00581,3,516
805367,0.0037,2,540
682729,0.0,0,25
687952,0.00847,1,118
663604,0.05405,6,111
663611,0.01923,1,52
682985,0.0061,3,492
669016,0.02196,11,501
703607,0.04058,14,345
668227,0.03676,20,544
641343,0.01891,9,476
681624,0.02182,12,550
701678,0.00402,1,249
669477,0.022,9,409
647304,0.04708,25,531
814439,0.02893,7,242
606115,0.0,0,50
676356,0.05018,14,279
803011,0.03548,16,451
656811,0.00251,1,398
807712,0.03006,15,499
695720,0.0,0,139
672580,0.01618,5,309
675961,0.0,0,161
682829,0.04415,23,521
676724,0.01087,3,276
806198,0.06667,12,180
643289,0.01367,7,512
669289,0.0,0,60
669242,0.02304,5,217
702222,0.04061,16,394
571657,0.0,0,16
800325,0.02222,3,135
682848,0.03774,6,159
686765,0.0,0,164
660821,0.00352,1,284
547180,0.01226,7,571
661388,0.00186,1,537
805779,0.01187,4,337
595978,0.00495,1,202
695578,0.03178,17,535
643446,0.01471,6,408
664770,0.00282,1,354
694249,0.03089,8,259
699912,0.0439,9,205
663616,0.00514,2,389
669397,0.01471,2,136
666182,0.00176,1,568
663993,0.0,0,349
668723,0.01364,3,220
806146,0.01266,1,79
669003,0.0274,12,438
690993,0.01323,5,378
669127,0.00481,2,416
701398,0.02048,12,586
691720,0.01241,5,403
681082,0.04582,23,502
663743,0.0,0,281
668804,0.01533,9,587
650489,0.02174,10,460
694671,0.02833,10,353
595879,0.00641,1,156
645302,0.06897,10,145
670623,0.0,0,540
670032,0.02212,5,226
663538,0.038,22,579
814430,0.0,0,26
673237,0.0,0,266
642086,0.0,0,286
682818,0.0,0,180
665489,0.01381,7,507
609280,0.00787,2,254
607043,0.01105,6,543
669699,0.01099,1,91
621566,0.00687,4,582
808975,0.03817,5,131
650402,0.0,0,333
668930,0.03214,18,560
665833,0.07006,22,314
608348,0.0,0,354
695238,0.0,0,45
702332,0.0334,16,479
641355,0.02212,10,452
691907,0.0,0,44
666126,0.00641,2,312
686527,0.00491,2,407
645277,0.00525,3,571
701762,0.01613,7,434
621438,0.01531,3,196
519317,0.01042,1,96
669743,0.00613,1,163
696030,0.02273,5,220
655316,0.01303,4,307
680869,0.02848,9,316
667472,0.03346,9,269
672695,0.03203,18,562
621439,0.01716,7,408
687462,0.0027,1,371
645305,0.0,0,67
545121,0.00716,3,419
693307,0.0,0,520
702176,0.0,0,79
687221,0.0,0,245
571970,0.00432,2,463
666160,0.00279,1,358
679822,0.0,0,193
605137,0.00192,1,521
678554,0.01824,6,329
700250,0.00545,3,550
665052,0.00901,2,222
624428,0.01639,2,122
663494,0.01471,2,136
677800,0.01408,8,568
608324,0.00497,3,604
807713,0.02703,4,148
696100,0.01062,5,471
678011,0.01183,2,169
805811,0.00278,1,360
695734,0.02338,13,556
678246,0.02249,13,578
665953,0.0,0,159
664068,0.25,1,4
678760,0.0,0,8
807727,0.0137,1,73
678009,0.07692,3,39
687401,0.02679,9,336
700652,0.0,0,9
682515,0.0,0,6
650968,0.0,0,50
649966,0.0,0,59
606466,0.00771,4,519
664040,0.00362,2,553
677587,0.03206,16,499
699013,0.0,0,251
696285,0.04167,17,408
669257,0.0,0,201
702284,0.00562,3,534
646240,0.0,0,568
687637,0.01916,5,261
663886,0.0,0,381
592450,0.01916,5,261
687093,0.00282,1,354
682998,0.03527,20,567
677594,0.03184,17,534
691458,0.0,0,199
671289,0.02083,6,288
810938,0.02963,8,270
686797,0.01367,7,512
502671,0.00299,1,334
804668,0.0,0,78
657136,0.01456,3,206
802139,0.02422,14,578
665861,0.0,0,57
699302,0.0,0,59
514888,0.00873,4,458
650859,0.01729,6,347
671056,0.01169,7,599
691016,0.00442,2,453
687957,0.0678,4,59
606192,0.00529,2,378
664761,0.00384,2,521
686469,0.01316,5,380
676439,0.0,0,205
695490,0.00704,1,142
682674,0.01149,1,87
683737,0.00335,2,597
642350,0.02809,5,178
643217,0.00254,1,393
701675,0.02426,9,371
669384,0.0,0,41
687551,0.00304,1,329
691740,0.01242,2,161
543807,0.02336,10,428
656941,0.00524,3,573
608070,0.07143,31,434
683953,0.04245,18,424
701162,0.0125,1,80
694374,0.02778,7,252
682657,0.03264,11,337
669707,0.03226,10,310
516782,0.0119,2,168
669065,0.00243,1,411
807747,0.0,0,30
666152,0.07362,24,326
668885,0.03582,12,335
665926,0.04439,19,428
545361,0.02144,11,513
687231,0.01974,3,152
665923,0.15104,29,192
805999,0.05469,21,384
682634,0.0,0,28
671218,0.01087,4,368
683011,0.03608,7,194
620443,0.00418,1,239
701852,0.00893,1,112
665877,0.02365,7,296
605141,0.00244,1,409
607208,0.02962,17,574
664728,0.0239,6,251
669720,0.0,0,70
701538,0.04372,24,549
703601,0.01053,1,95
696135,0.0989,9,91
686217,0.01858,6,323
691026,0.02041,10,490
668715,0.00781,3,384
663662,0.0,0,22
656537,0.07065,13,184
571448,0.00821,4,487
665019,0.01695,8,472
669394,0.00594,3,505
666176,0.00739,4,541
624431,0.0,0,122
682668,0.07729,16,207
679845,0.00587,2,341
687263,0.03098,18,581
592626,0.00505,2,396
668939,0.0,0,331
687605,0.05,1,20
683679,0.01724,1,58
702616,0.02759,8,290
678391,0.00339,1,295
677592,0.00901,1,111
656305,0.0,0,352
681715,0.02387,9,377
642201,0.02941,5,170
668904,0.03218,13,404
592885,0.02488,10,402
673357,0.00957,2,209
676609,0.07732,30,388
672356,0.02778,4,144
662139,0.02222,10,450
691788,0.0,0,263
572233,0.0,0,530
596019,0.00898,3,334
677588,0.01521,4,263
694212,0.0,0,340
691781,0.0073,2,274
682626,0.0,0,348
682663,0.02235,4,179
695731,0.0037,1,270
694514,0.0,0,77
641584,0.03333,3,90
622761,0.07643,12,157
621493,0.00707,4,566
690976,0.00897,2,223
664731,0.0,0,32
596103,0.05405,4,74
624641,0.01408,3,213
664954,0.00503,1,199
657041,0.02473,9,364
642715,0.0099,5,505
691176,0.03302,7,212
682987,0.04233,8,189
701350,0.01538,2,130
686555,0.01357,6,442
624424,0.00412,1,243
665804,0.0,0,215
663656,0.01553,8,515
680700,0.03333,11,330
672960,0.00188,1,531
660670,0.05042,18,357
630105,0.02201,7,318
678218,0.00422,1,237
671732,0.02153,9,418
665862,0.07835,38,485
573262,0.00299,1,335
669236,0.00806,2,248
665750,0.0241,10,415
656484,0.01064,2,188
592663,0.00798,3,376
670042,0.00348,1,287
672724,0.03681,12,326
668942,0.01176,1,85
668952,0.0177,4,226
683357,0.01661,5,301
681297,0.02508,8,319
642708,0.00493,1,203
608369,0.00318,1,314
694203,0.00926,2,216
681393,0.02787,8,287
553869,0.0,0,182
695600,0.00402,2,497
694371,0.00746,1,134
679529,0.0,0,516
678545,0.01163,1,86
668800,0.0,0,21
683146,0.01232,5,406
686668,0.06818,12,176
605170,0.0,0,341
663586,0.01507,8,531
521692,0.00192,1,522
686611,0.02353,8,340
691785,0.01316,3,228
670224,0.06818,3,44
669701,0.02139,4,187
664023,0.00726,4,551
672284,0.0,0,83
668709,0.01342,6,447
808959,0.00233,1,429
683002,0.01664,10,601
664702,0.02652,7,264
690984,0.05806,9,155
543309,0.0,0,186
669899,0.0,0,60
663457,0.00816,2,245
670231,0.04598,4,87
663757,0.01969,9,457
593428,0.03373,17,504
683083,0.09685,43,444
571771,0.0,0,39
671655,0.0,0,38
656716,0.00272,1,368
621020,0.03712,17,458
641857,0.0098,3,306
694388,0.00833,1,120
691777,0.01282,3,234
663330,0.02206,3,136
700932,0.0,0,356
663698,0.0,0,128
666139,0.02166,6,277
695020,0.0,0,33
683748,0.03352,6,179
543877,0.00412,1,243
670764,0.05026,19,378
701358,0.02105,10,475
592518,0.00537,3,559
701305,0.0122,1,82
596146,0.0,0,135
676694,0.00654,1,153
694378,0.01064,2,188
691723,0.00573,2,349
543760,0.02022,9,445
641933,0.00385,1,260
641487,0.0027,1,370
695657,0.00189,1,528
668901,0.0,0,254
805300,0.03929,20,509
682997,0.00935,1,107
657757,0.0098,4,408
680776,0.03435,18,524
678662,0.0137,6,438
694208,0.00388,1,258
641680,0.0,0,310
681351,0.0,0,261
666211,0.01357,3,221
686780,0.0102,2,196
694673,0.0,0,76
661531,0.0,0,49
694377,0.00943,1,106
681481,0.0,0,259
700337,0.00476,1,210
666397,0.01812,5,276
805347,0.0,0,124
683766,0.01667,2,120
695508,0.0,0,65
666971,0.00529,1,189
663837,0.01375,4,291
677870,0.00556,1,180
682177,0.02174,6,276
664774,0.0,0,115
596115,0.02273,4,176
553993,0.0,0,415
596142,0.0,0,238
656775,0.0411,18,438
669326,0.07407,4,54
666023,0.00437,1,229
657656,0.03398,7,206
542303,0.0,0,280
624585,0.0,0,361
823550,0.08955,12,134
687515,0.00826,1,121
663609,0.0,0,5
687597,0.01471,2,136
681146,0.0,0,6
682641,0.0,0,21
690022,0.0,0,16
667670,0.00985,2,203
676566,0.0,0,5
642133,0.0,0,11
691728,0.03571,1,28
669717,0.0,0,6
680728,0.00521,1,192
694497,0.03704,14,378
676369,0.0,0,91
694728,0.0177,4,226
678489,0.01274,2,157
642215,0.03788,5,132
666969,0.01158,3,259
672820,0.0,0,117
688363,0.0087,1,115
680474,0.03448,3,87
672275,0.0106,3,283
695670,0.01389,1,72
687363,0.04891,9,184
670156,0.0,0,30
457705,0.0,0,83
669004,0.0,0,144
676572,0.0,0,52
669357,0.0,0,237
592206,0.01639,2,122
680574,0.03855,16,415
680716,0.0,0,22
691019,0.0,0,70
806068,0.01245,3,241
682622,0.03483,7,201
660162,0.00769,1,130
641555,0.0,0,92
666181,0.00877,1,114
669221,0.0,0,49
801126,0.0,0,38
672613,0.0,0,27
663853,0.0137,1,73
686452,0.0,0,152
695336,0.0122,1,82
677950,0.03448,4,116
692216,0.0,0,25
671286,0.0,0,15
681807,0.0,0,169
669224,0.00643,2,311
672761,0.01714,3,175
695257,0.09804,5,51
677595,0.0,0,50
656582,0.04444,2,45
656555,0.00315,1,317
669369,0.10204,5,49
668670,0.00676,1,148
682877,0.0,0,56
666464,0.0,0,35
623168,0.00617,1,162
641598,0.00671,1,149
690924,0.05063,4,79
666163,0.0,0,23
681047,0.05405,2,37
571912,0.0,0,30
624512,0.0,0,34
681546,0.03529,6,170
678577,0.0,0,36
669398,0.0,0,41
699625,0.0,0,143
664056,0.0,0,111
672016,0.03333,2,60
643376,0.00641,1,156
665966,0.00405,1,247
680779,0.00763,2,262
691373,0.0,0,50
694410,0.0,0,54
680737,0.0,0,35
663697,0.0,0,58
690291,0.0,0,8
815873,0.0,0,37
666624,0.01176,1,85
805672,0.0,0,13
663728,0.00481,2,416
687282,0.0,0,89
670242,0.0,0,135
687749,0.07229,6,83
644433,0.0,0,51
606992,0.0,0,84
695681,0.0,0,43
828599,0.0,0,41
670770,0.01969,5,254
518595,0.0,0,64
602104,0.0,0,81
664059,0.04255,2,47
656413,0.07407,2,27
605244,0.0,0,19
694025,0.0,0,38
663368,0.0297,3,101
805904,0.0,0,53
695491,0.04,2,50
663647,0.00474,1,211
608841,0.0,0,25
596117,0.0,0,52
593871,0.0,0,145
660844,0.01439,2,139
660710,0.0,0,91
642851,0.0,0,89
691011,0.00529,1,189
672642,0.0,0,7
669288,0.0,0,17
666310,0.0,0,90
666931,0.14286,1,7
669256,0.0,0,10
676914,0.00714,1,140
656976,0.01124,1,89
608701,0.0,0,129
670097,0.0,0,62
694376,0.0,0,39
663584,0.0,0,17
669208,0.0,0,10
681987,0.05128,2,39
701649,0.0,0,9
669087,0.0,0,34
640459,0.0,0,42
671083,0.0,0,49
669911,0.0,0,28
677956,0.0,0,38
600869,0.0,0,20
621550,0.0,0,48
700246,0.0,0,40
687529,0.06897,4,58
665561,0.0,0,92
694876,0.0,0,24
660644,0.0,0,13
686554,0.0,0,12
506702,0.0,0,44
673490,0.02247,2,89
686823,0.0,0,23
628451,0.0,0,26
675659,0.04167,1,24
642020,0.0,0,26
467793,0.0,0,26
805249,0.0,0,27
801501,0.0,0,16
671155,0.11765,2,17
623205,0.06667,1,15
693409,0.0,0,31
663967,0.0,0,22
680718,0.0,0,28
677060,0.0,0,34
677943,0.0,0,4
687394,0.0,0,1
665828,0.0,0,11
666185,0.0,0,4
669360,0.0,0,5
693459,0.0,0,19
668974,0.0,0,1
695391,0.0,0,9
675448,0.0,0,3
571945,0.0,0,1
664238,0.06667,1,15
703492,0.0,0,12
665506,0.0,0,7
502054,0.0,0,14
691620,0.0,0,2
672279,0.0,0,1
681190,0.0,0,1
673995,0.0,0,4
663897,0.0,0,1
