batter,pa_to,prior_fp_per_pa,xfp_rh3_per_pa,replacement_xfp_per_pa,replacement_delta,signal,ros_full_fp_per_pa,ros_pa
455117,117,0.23077396582509416,0.27431443998155663,0.42632315969818446,-0.15200871971662783,drop,0.1206,45.0
456781,118,0.43386043573586863,0.41049095976657524,0.42632315969818446,-0.015832199931609225,drop,0.2861,62.0
457705,286,0.4797408889311056,0.46102398570064357,0.42632315969818446,0.034700826002459106,hold,0.3908,267.0
457759,117,0.5648345308623265,0.4788107933856064,0.42632315969818446,0.05248763368742193,hold,0.3759,72.0
467793,300,0.5545997417418241,0.4890431417682098,0.42632315969818446,0.06271998207002533,hold,0.3353,178.0
500743,99,0.48961535542571033,0.4670130513346255,0.42632315969818446,0.040689891636441045,hold,0.5099,210.0
502054,189,0.45971171074667094,0.3539473240845428,0.42632315969818446,-0.07237583561364164,drop,0.551,261.0
502671,313,0.5409917585072662,0.5538488399101896,0.42632315969818446,0.12752568021200517,add,0.4302,221.0
514888,326,0.6544631052427504,0.5676206182571465,0.42632315969818446,0.14129745855896203,add,0.5846,328.0
516782,168,0.5171324517499947,0.4891789427781839,0.42632315969818446,0.06285578307999945,hold,0.4456,161.0
518595,129,0.5069388680956944,0.42152051364358417,0.42632315969818446,-0.00480264605460029,drop,0.1896,102.0
518692,293,0.7301211361169017,0.597528285365095,0.42632315969818446,0.17120512566691048,add,0.613,335.0
518934,117,0.44825939888500843,0.4468079594018133,0.42632315969818446,0.02048479970362882,hold,0.2872,27.0
521692,316,0.50928735357289,0.5059946682530502,0.42632315969818446,0.07967150855486571,add,0.6002,325.0
527038,304,0.5481090147554005,0.47016727223641697,0.42632315969818446,0.043844112538232505,hold,0.4347,161.0
542303,335,0.6112989108535151,0.5644179184244428,0.42632315969818446,0.13809475872625832,add,0.4241,257.0
542932,82,0.48797064280285785,0.3823158487891259,0.42632315969818446,-0.04400731090905857,drop,0.2975,18.0
543309,134,0.4489910818595138,0.4174518184317253,0.42632315969818446,-0.008871341266459165,drop,0.4869,194.0
543760,324,0.6086395306524904,0.5309256348681647,0.42632315969818446,0.10460247516998022,add,0.5213,211.0
543807,290,0.5422221920048954,0.5614972101235363,0.42632315969818446,0.1351740504253518,add,0.8479,296.0
543877,140,0.3787206669756258,0.4212345378978769,0.42632315969818446,-0.005088621800307558,drop,0.3677,76.0
