Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
SEA,Mariners,85,294,324,53,33,17,0,3,30,26,26,0,125,3,1,0,4,5,0,0.180272,0.253086,0.268707,0.521794,0.236604,0.0802469,0.385802,0.208,0.0884354,4.40501,0.299401,,,18.1722,-20.1109,3.5,0.590696,0.590696,-0.600338,-16.951316952705383,-0.07142853736877441,54.0631,176.8,2.08,176.8,2.08,999.0,0.0,OF,/players/anthony-donofrio/sa3025266/stats/batting,11.0,AL,Anthony Donofrio,823703,sa3025266,sa3025266,Anthony Donofrio
DET,Tigers,102,379,406,83,49,23,1,10,50,49,17,0,99,8,2,0,7,3,3,0.218997,0.26601,0.364116,0.630126,0.274689,0.0418719,0.243842,0.171717,0.145119,4.07204,0.268382,,,35.3254,-12.6466,1.4,-1.11708,-1.11708,-0.600637,-13.790009379386902,-6.058847546577454,73.5163,324.5,3.181372549,324.5,3.181372549,999.0,0.0,1B/OF,/players/garrett-pennington/sa3025600/stats/batting,6.0,AL,Garrett Pennington,693243,sa3025600,sa3025600,Garrett Pennington
COL,Rockies,133,523,554,125,90,24,4,7,57,53,17,0,112,3,3,8,12,12,5,0.239006,0.265568,0.340344,0.605912,0.263707,0.0306859,0.202166,0.151786,0.101338,5.51083,0.289926,,,43.263,-22.1964,1.1,-0.373771,-0.373771,-0.601285,-31.509810477495193,7.206701874732971,52.5802,404.0,3.037593984,404.0,3.037593984,999.0,0.0,SS,/players/andy-perez/sa3015857/stats/batting,19.0,NL,Andy Perez,700321,sa3015857,sa3015857,Andy Perez
ARI,Diamondbacks,120,468,542,92,61,27,2,2,67,48,59,1,177,11,3,1,4,12,7,0.196581,0.299445,0.275641,0.575086,0.264674,0.108856,0.326568,0.333333,0.0790598,5.42706,0.308219,,,42.7512,-21.2902,-2.7,-1.32484,-1.32484,-0.604097,-23.222944498062134,-0.7085244655609131,65.9111,368.9,3.074166666,368.9,3.074166666,999.0,0.0,OF,/players/slade-caldwell/sa3066460/stats/batting,15.0,NL,Slade Caldwell,815154,sa3066460,sa3066460,Slade Caldwell
TBR,Rays,121,448,487,98,67,22,1,8,48,52,26,0,123,9,4,0,8,9,5,0.21875,0.273101,0.325893,0.598993,0.264941,0.0533881,0.252567,0.211382,0.107143,4.32085,0.280374,,,38.5186,-19.0242,3.0,-0.920957,-0.920957,-0.607771,-20.339183628559113,-2.368165969848633,66.1695,353.6,2.922314049,353.6,2.922314049,999.0,0.0,OF,/players/angel-mateo/sa3018540/stats/batting,12.0,AL,Angel Mateo,800377,sa3018540,sa3018540,Angel Mateo
TEX,Rangers,88,278,310,56,44,9,0,3,25,25,23,0,101,5,2,2,5,7,2,0.201439,0.272727,0.266187,0.538914,0.245848,0.0741935,0.325806,0.227723,0.0647482,3.88154,0.301136,,,19.7134,-16.9155,3.0,0.105645,0.105645,-0.610691,-16.224820494651794,-0.41710758209228516,55.3045,181.6,2.063636363,181.6,2.063636363,999.0,0.0,1B/OF,/players/quincy-scott/sa3022656/stats/batting,13.0,AL,Quincy Scott,701701,sa3022656,sa3022656,Quincy Scott
ATH,Athletics,103,406,443,88,70,16,1,1,32,33,26,1,96,4,4,3,15,9,3,0.216749,0.268182,0.268473,0.536655,0.240541,0.0586907,0.216704,0.270833,0.0517241,4.11848,0.277955,,,26.2623,-26.0815,1.4,-0.0821177,-0.0821177,-0.613699,-27.533566139638424,6.283156752586365,47.4238,247.0,2.398058252,247.0,2.398058252,999.0,0.0,SS,/players/jorge-camarillo/sa3028297/stats/batting,10.0,AL,Ali Camarillo,701548,sa3028297,sa3028297,Ali Camarillo
NYY,Yankees,56,175,188,31,20,6,1,4,25,21,6,1,85,5,2,0,3,2,0,0.177143,0.223404,0.291429,0.514833,0.224399,0.0319149,0.452128,0.0705882,0.114286,6.4961,0.306818,,,8.68128,-13.5324,-2.9,0.20195,0.20195,-0.614951,-13.037056267261505,0.5538506507873535,40.2518,96.1,1.716071428,96.1,1.716071428,999.0,0.0,C/1B,/players/john-cristino/sa3067467/stats/batting,9.0,AL,John Cristino,701816,sa3067467,sa3067467,John Cristino
NYY,Yankees,110,392,427,76,44,14,2,16,47,52,30,0,167,2,3,0,10,7,2,0.193878,0.252927,0.362245,0.615172,0.267703,0.0702576,0.391101,0.179641,0.168367,5.29007,0.283019,,,34.7306,-15.7227,2.1,0.0792381,0.0792381,-0.61598,-14.97718983143568,-5.744650363922119,70.0828,339.7,3.088181818,339.7,3.088181818,999.0,0.0,1B/3B,/players/tyler-hardman/sa3016955/stats/batting,9.0,AL,Tyler Hardman,676205,sa3016955,sa3016955,Tyler Hardman
SFG,Giants,120,458,493,110,78,19,2,11,50,55,29,0,126,2,4,0,15,1,2,0.240175,0.286004,0.362445,0.648449,0.283351,0.0588235,0.255578,0.230159,0.122271,2.87731,0.304615,,,46.3622,-11.8896,-5.2,-1.33862,-1.33862,-0.618434,-11.807540774345398,-10.634303092956543,82.0832,417.2,3.476666666,417.2,3.476666666,999.0,0.0,1B/OF,/players/victor-bericoto/sa3008767/stats/batting,30.0,NL,Victor Bericoto,682674,sa3008767,sa3008767,Victor Bericoto
,,110,408,455,82,58,14,3,7,49,41,38,1,155,5,2,2,3,11,4,0.20098,0.275938,0.301471,0.577409,0.258669,0.0835165,0.340659,0.245161,0.10049,5.8781,0.302419,,,33.6705,-20.0913,-4.0,-0.0982367,-0.0982367,-0.621362,-18.878389962017536,-2.328189253807068,65.1748,313.4,2.849090909,313.4,2.849090909,999.0,0.0,2B,/players/quinn-mcdaniel/sa3022701/stats/batting,-1.0,,Quinn McDaniel,814194,sa3022701,sa3022701,Quinn McDaniel
KCR,Royals,91,330,368,73,45,18,2,8,38,40,29,0,88,6,3,0,9,1,1,0.221212,0.293478,0.360606,0.654084,0.288309,0.0788044,0.23913,0.329545,0.139394,3.46318,0.274262,,,36.0884,-7.39359,0.0,-0.737651,-0.737651,-0.629208,-9.354780614376068,-9.465020179748535,80.1325,321.7,3.535164835,321.7,3.535164835,999.0,0.15686275,2B/3B,/players/brandon-drury/11615/stats/batting,7.0,AL,Brandon Drury,592273,11615,11615,Brandon Drury
HOU,Astros,88,317,348,62,41,12,0,9,36,36,23,0,100,6,2,0,6,1,2,0.195584,0.261494,0.318612,0.580106,0.257978,0.066092,0.287356,0.23,0.123028,2.36863,0.252381,,,25.5572,-15.5617,-8.2,-1.08115,-1.08115,-0.629423,-16.326619029045105,-1.80670166015625,62.8303,232.9,2.646590909,232.9,2.646590909,999.0,0.0,C/1B,/players/garret-guillemette/sa3022677/stats/batting,21.0,AL,Garret Guillemette,695048,sa3022677,sa3022677,Garret Guillemette
LAA,Angels,83,262,285,52,35,12,1,4,23,27,13,0,67,4,2,4,6,1,1,0.198473,0.245552,0.29771,0.543262,0.240284,0.045614,0.235088,0.19403,0.0992366,3.07773,0.248705,,,16.8362,-16.8388,-3.5,-0.552804,-0.552804,-0.631612,-17.72156661748886,1.7358908653259277,48.8882,157.4,1.896385542,157.4,1.896385542,999.0,0.0,C,/players/sebastian-rivero/21735/stats/batting,1.0,AL,Sebastián Rivero,665861,21735,21735,Sebastián Rivero
ARI,Diamondbacks,83,284,328,45,31,11,0,3,25,25,29,1,118,9,3,3,12,1,1,0.158451,0.255385,0.228873,0.484258,0.225618,0.0884146,0.359756,0.245763,0.0704225,2.22912,0.253012,,,15.4708,-23.2849,1.2,-0.658431,-0.658431,-0.63188,-24.311198353767395,7.225867033004761,39.1565,141.2,1.701204819,141.2,1.701204819,999.0,0.0,C,/players/adrian-de-leon/sa3015864/stats/batting,15.0,NL,Adrian De Leon,700369,sa3015864,sa3015864,Adrian De Leon
TEX,Rangers,119,403,455,80,51,17,1,11,47,46,42,0,165,5,3,2,6,7,1,0.198511,0.280353,0.327543,0.607897,0.27138,0.0923077,0.362637,0.254545,0.129032,4.68417,0.3,,,38.3664,-15.3954,0.7,0.343519,0.343519,-0.633008,-14.193235993385315,-7.6590536236763,72.8929,354.9,2.982352941,354.9,2.982352941,999.0,0.0,1B,/players/nick-pratto/22117/stats/batting,13.0,AL,Nick Pratto,668472,22117,22117,Nick Pratto
CHC,Cubs,88,294,327,53,35,12,1,5,33,29,28,0,133,4,1,0,8,6,2,0.180272,0.259939,0.278912,0.53885,0.244433,0.0856269,0.406728,0.210526,0.0986395,5.18137,0.305732,,,20.4189,-18.2187,-0.7,-0.0613468,-0.0613468,-0.633633,-17.570706166327,0.5014991164207458,54.8219,192.1,2.182954545,192.1,2.182954545,999.0,0.0,1B/2B/3B,/players/drew-bowser/sa3022594/stats/batting,17.0,NL,Drew Bowser,690958,sa3022594,sa3022594,Drew Bowser
BOS,Red Sox,102,354,387,80,58,15,3,4,38,34,27,0,115,3,2,1,7,9,4,0.225989,0.284974,0.319209,0.604183,0.268649,0.0697674,0.297158,0.234783,0.0932203,5.45642,0.320675,,,31.7742,-13.9528,-7.6,-0.419017,-0.419017,-0.635006,-16.19649863243103,-3.3341269493103027,65.4097,288.1,2.824509803,288.1,2.824509803,999.0,0.0,2B/OF,/players/tyler-mcdonough/sa3016869/stats/batting,3.0,AL,Tyler McDonough,694812,sa3016869,sa3016869,Tyler McDonough
COL,Rockies,52,162,183,26,17,9,0,0,11,18,8,0,76,11,1,1,3,1,1,0.160494,0.247253,0.216049,0.463302,0.21838,0.0437158,0.415301,0.105263,0.0555556,2.72281,0.298851,,,7.55621,-14.0667,1.8,-0.447178,-0.447178,-0.6362,-17.466817557811737,5.161992788314819,21.5297,65.8,1.265384615,65.8,1.265384615,999.0,0.0,C,/players/ben-mccabe/sa3022601/stats/batting,19.0,NL,Ben McCabe,701100,sa3022601,sa3022601,Ben McCabe
,,82,306,330,70,54,9,3,4,32,30,12,0,95,2,2,8,3,7,5,0.228758,0.26087,0.316993,0.577863,0.2533,0.0363636,0.287879,0.126316,0.0882353,5.62016,0.315789,,,22.9819,-16.0101,-0.6,-1.0965,-1.0965,-0.637373,-18.203821182250977,0.6125220060348511,56.0159,208.1,2.537804878,208.1,2.537804878,999.0,0.0,OF,/players/diego-hernandez/sa3005759/stats/batting,-1.0,,Diego Hernandez,678746,sa3005759,sa3005759,Diego Hernandez
,,29,82,96,12,10,2,0,0,5,7,8,0,45,5,0,1,1,0,0,0.146341,0.263158,0.170732,0.43389,0.215487,0.0833333,0.46875,0.177778,0.0243902,1.08036,0.324324,,,3.73842,-7.60472,-3.7,-0.151839,-0.151839,-0.639575,-7.507839888334274,-1.9363316297531128,35.3488,30.0,1.034482758,30.0,1.034482758,999.0,0.0,C,/players/wade-stauss/sa3017000/stats/batting,-1.0,,Wade Stauss,702328,sa3017000,sa3017000,Wade Stauss
,,103,371,404,79,60,11,2,6,43,36,30,1,106,2,1,0,8,7,3,0.212938,0.274752,0.301887,0.576639,0.257088,0.0742574,0.262376,0.283019,0.0889488,4.87587,0.280769,,,29.3781,-18.3576,2.5,-0.429304,-0.429304,-0.640107,-17.74025934934616,-1.9532628059387207,63.8469,272.0,2.640776699,272.0,2.640776699,999.0,0.0,3B,/players/jacob-buchberger/sa3014987/stats/batting,-2.0,,Jacob Buchberger,689750,sa3014987,sa3014987,Jacob Buchberger
CHW,White Sox,124,447,505,90,65,16,1,8,53,45,48,0,133,4,2,4,5,8,4,0.201342,0.283433,0.295302,0.578735,0.262179,0.0950495,0.263366,0.360902,0.0939597,4.14362,0.266234,,,38.8097,-20.8599,-3.8,-0.810465,-0.810465,-0.64096,-21.706991493701935,-1.9444737434387207,64.8917,344.3,2.776612903,344.3,2.776612903,999.0,0.0,OF,/players/samuel-zavala/sa3015718/stats/batting,4.0,AL,Samuel Zavala,694214,sa3015718,sa3015718,Samuel Zavala
,,100,360,395,84,66,13,2,3,35,40,19,0,83,14,2,0,5,5,2,0.233333,0.296203,0.305556,0.601758,0.271,0.0481013,0.210127,0.228916,0.0722222,4.40421,0.293478,,,33.1852,-13.487,-0.9,-0.4726,-0.4726,-0.642381,-14.1623415350914,-5.254056334495544,70.7582,290.6,2.906,290.6,2.906,999.0,0.0,1B/OF,/players/justin-janas/sa3019903/stats/batting,-1.0,,Justin Janas,805332,sa3019903,sa3019903,Justin Janas
TOR,Blue Jays,103,358,391,69,48,13,1,7,37,39,25,1,98,6,2,0,5,5,3,0.192737,0.255754,0.293296,0.549051,0.244631,0.0639386,0.250639,0.255102,0.100559,4.23081,0.243137,,,24.4782,-21.7215,-2.0,-0.743483,-0.743483,-0.647108,-22.096591889858246,2.309964656829834,53.6647,231.7,2.249514563,231.7,2.249514563,999.0,0.0,2B/SS,/players/jay-harry/sa3022607/stats/batting,14.0,AL,Jay Harry,803385,sa3022607,sa3022607,Jay Harry
HOU,Astros,107,394,432,85,62,18,2,3,41,35,34,0,139,2,2,0,7,1,1,0.215736,0.280093,0.294416,0.574509,0.258056,0.0787037,0.321759,0.244604,0.0786802,3.18222,0.322835,,,31.7535,-19.2907,3.3,-0.856481,-0.856481,-0.648971,-19.754531741142273,-1.461904764175415,62.884,280.9,2.625233644,280.9,2.625233644,999.0,0.0,OF,/players/drew-brutcher/sa3067038/stats/batting,21.0,AL,Drew Brutcher,695046,sa3067038,sa3067038,Drew Brutcher
KCR,Royals,121,450,498,100,76,19,3,2,50,37,38,1,128,1,3,6,15,14,6,0.222222,0.28252,0.291111,0.573631,0.256588,0.0763052,0.257028,0.296875,0.0688889,5.52129,0.303406,,,36.0114,-22.8311,-4.1,-0.409695,-0.409695,-0.650852,-24.896562665700912,1.389418125152588,58.2812,327.8,2.709090909,327.8,2.709090909,999.0,0.0,SS,/players/daniel-vazquez/sa3016143/stats/batting,7.0,AL,Daniel Vazquez,694187,sa3016143,sa3016143,Daniel Vazquez
MIN,Twins,91,323,348,72,47,19,2,4,33,34,18,0,91,5,2,0,5,8,2,0.22291,0.272988,0.331269,0.604258,0.266196,0.0517241,0.261494,0.197802,0.108359,5.59711,0.295652,,,27.8792,-13.2397,1.2,0.318848,0.318848,-0.651056,-13.151461094617844,-5.193298101425171,67.1583,262.9,2.889010989,262.9,2.889010989,999.0,0.0,3B/OF,/players/andy-lugo/sa3018400/stats/batting,8.0,AL,Andy Lugo,702889,sa3018400,sa3018400,Andy Lugo
,,97,335,372,66,42,16,1,7,41,39,26,1,130,8,3,0,2,10,4,0.197015,0.268817,0.313433,0.58225,0.25877,0.0698925,0.349462,0.2,0.116418,5.47888,0.293532,,,27.5589,-16.3958,3.2,-0.133195,-0.133195,-0.652322,-18.28291216492653,-0.900529146194458,58.6044,262.3,2.704123711,262.3,2.704123711,999.0,0.0,OF,/players/phillip-sikes/sa3017113/stats/batting,-1.0,,Phillip Sikes,689651,sa3017113,sa3017113,Phillip Sikes
ATH,Athletics,97,370,415,72,55,14,2,1,34,32,34,0,83,8,3,0,10,4,3,0.194595,0.274699,0.251351,0.52605,0.2423,0.0819277,0.2,0.409639,0.0567568,3.90598,0.245675,,,25.1952,-23.8402,-2.1,-1.06891,-1.06891,-0.65277,-26.19246482849121,5.524191856384277,48.6358,219.8,2.265979381,219.8,2.265979381,999.0,0.0,C,/players/davis-diaz/sa3025494/stats/batting,10.0,AL,Davis Diaz,696286,sa3025494,sa3025494,Davis Diaz
COL,Rockies,108,383,432,85,60,17,1,7,38,46,26,1,85,15,4,4,6,9,6,0.221932,0.294393,0.326371,0.620763,0.276803,0.0601852,0.196759,0.305882,0.104439,4.01396,0.264407,,,38.3288,-12.7153,5.0,-1.31727,-1.31727,-0.654496,-21.003541111946106,0.23809528350830078,61.551,337.1,3.121296296,337.1,3.121296296,999.0,0.0,2B/OF,/players/tommy-hopfe/sa3025593/stats/batting,19.0,NL,Tommy Hopfe,809101,sa3025593,sa3025593,Tommy Hopfe
NYY,Yankees,116,399,451,77,53,15,2,7,39,44,43,0,161,6,3,0,7,4,1,0.192982,0.279379,0.293233,0.572612,0.259523,0.0953437,0.356984,0.267081,0.100251,4.25773,0.299145,,,33.6873,-19.6018,5.5,-0.282888,-0.282888,-0.658781,-19.180907905101776,-2.785567283630371,64.4477,304.7,2.626724137,304.7,2.626724137,999.0,0.0,1B/3B,/players/joshua-moylan/sa3022865/stats/batting,9.0,AL,Josh Moylan,694742,sa3022865,sa3022865,Josh Moylan
,,38,107,121,20,18,2,0,0,11,7,10,0,26,0,1,3,2,2,1,0.186916,0.254237,0.205607,0.459845,0.214424,0.0826446,0.214876,0.384615,0.0186916,3.78809,0.243902,,,4.60756,-9.68952,-0.9,-0.194364,-0.194364,-0.659968,-10.019591927528381,-0.45540857315063477,31.4886,41.8,1.1,41.8,1.1,999.0,0.0,2B,/players/cole-roberts/sa3022403/stats/batting,-1.0,,Cole Roberts,689731,sa3022403,sa3022403,Cole Roberts
MIA,Marlins,88,312,344,61,41,15,1,4,32,31,25,0,95,5,2,0,5,3,2,0.195513,0.264535,0.288462,0.552996,0.248809,0.0726744,0.276163,0.263158,0.0929487,3.86049,0.265116,,,22.7025,-17.9438,0.0,-0.687753,-0.687753,-0.660663,-19.16278439760208,1.2639623880386353,54.686,206.5,2.346590909,206.5,2.346590909,999.0,0.0,1B/3B/SS,/players/jay-beshears/sa3022485/stats/batting,20.0,NL,Jay Beshears,810891,sa3022485,sa3022485,Jay Beshears
,,95,334,369,68,45,14,2,7,33,35,26,0,119,6,3,0,4,3,2,0.203593,0.271003,0.320359,0.591362,0.262814,0.0704607,0.322493,0.218487,0.116766,4.04401,0.2891,,,28.5483,-15.0519,0.3,-0.727364,-0.727364,-0.665752,-15.443952560424805,-3.767460525035858,66.1617,260.7,2.744210526,260.7,2.744210526,999.0,0.0,OF,/players/colin-barber/sa3010696/stats/batting,-1.0,,Colin Barber,683145,sa3010696,sa3010696,Colin Barber
MIL,Brewers,79,292,321,55,42,10,0,3,31,25,22,0,85,5,2,0,4,10,4,0.188356,0.255452,0.253425,0.508876,0.232139,0.0685358,0.264798,0.258824,0.0650685,4.68018,0.252427,,,16.8402,-21.0884,2.5,-0.0935848,-0.0935848,-0.667538,-20.880480535328388,3.6794532537460327,45.3626,162.0,2.050632911,162.0,2.050632911,999.0,0.0,SS,/players/eric-brown/sa3019923/stats/batting,23.0,NL,Eric Brown Jr.,687521,sa3019923,sa3019923,Eric Brown Jr.
ATL,Braves,133,506,552,117,91,18,3,5,57,49,35,0,125,8,3,0,4,37,11,0.231225,0.289855,0.3083,0.598155,0.267671,0.0634058,0.226449,0.28,0.0770751,6.44194,0.295515,,,44.8831,-20.3399,-8.3,2.01069,2.01069,-0.667553,-18.612508535385132,-6.2717814445495605,68.4774,434.0,3.263157894,434.0,3.263157894,999.0,0.0,OF,/players/patrick-clohisy/sa3025223/stats/batting,16.0,NL,Patrick Clohisy,802117,sa3025223,sa3025223,Patrick Clohisy
,,93,304,343,53,34,11,1,7,26,31,36,0,155,2,1,0,4,3,1,0.174342,0.265306,0.286184,0.55149,0.250605,0.104956,0.451895,0.232258,0.111842,3.62317,0.321678,,,23.1367,-17.3914,6.2,-0.284838,-0.284838,-0.669676,-17.852209240198135,-0.1014404296875,56.7866,213.1,2.291397849,213.1,2.291397849,999.0,0.0,1B/3B,/players/cade-bunnell/sa3010702/stats/batting,-1.0,,Cade Bunnell,685298,sa3010702,sa3010702,Cade Bunnell
COL,Rockies,121,461,507,112,82,22,2,6,48,47,26,0,95,5,5,10,14,5,4,0.24295,0.287726,0.338395,0.626121,0.275418,0.0512821,0.187377,0.273684,0.0954447,3.6706,0.290411,,,44.4133,-15.4927,-0.3,-1.38406,-1.38406,-0.678552,-25.057953357696533,1.5628747344017029,60.6026,389.1,3.215702479,389.1,3.215702479,999.0,0.0,3B,/players/blake-wright/sa3025525/stats/batting,19.0,NL,Blake Wright,694543,sa3025525,sa3025525,Blake Wright
,,75,248,272,43,32,7,1,3,24,20,19,0,87,3,1,1,6,8,4,0.173387,0.239852,0.245968,0.48582,0.221411,0.0698529,0.319853,0.218391,0.0725806,5.41633,0.251572,,,11.9003,-20.2386,1.6,-0.39456,-0.39456,-0.684458,-20.652852833271027,4.598236441612244,36.8081,117.0,1.56,117.0,1.56,999.0,0.0,2B/SS,/players/wilber-sanchez/sa3008941/stats/batting,-1.0,,Wilber Sanchez,684712,sa3008941,sa3008941,Wilber Sanchez
,,86,253,292,48,30,10,0,8,28,29,31,0,87,7,1,0,4,2,1,0.189723,0.294521,0.324111,0.618631,0.280078,0.106164,0.297945,0.356322,0.134387,2.6279,0.251572,,,26.684,-7.81804,0.0,-0.458431,-0.458431,-0.686874,-8.915188729763031,-7.510288238525391,75.5642,235.0,2.732558139,235.0,2.732558139,999.0,0.36666667,OF,/players/dj-stewart/17766/stats/batting,-1.0,,DJ Stewart,621466,17766,17766,DJ Stewart
,,58,217,238,41,27,8,1,5,24,23,18,0,74,1,2,0,2,3,1,0.18894,0.252101,0.304147,0.556248,0.246978,0.0756303,0.310924,0.243243,0.115207,4.73036,0.257143,,,15.3533,-12.7682,1.3,-0.113194,-0.113194,-0.68882,-13.324981555342674,-1.3234567642211914,53.1629,148.4,2.558620689,148.4,2.558620689,999.0,0.0,OF,/players/eduardo-lopez/sa3009275/stats/batting,-1.0,,Eduardo Lopez,682637,sa3009275,sa3009275,Eduardo Lopez
SDP,Padres,111,375,421,76,57,15,1,3,41,35,35,0,107,6,2,3,8,6,5,0.202667,0.279904,0.272,0.551904,0.251934,0.0831354,0.254157,0.327103,0.0693333,3.85588,0.273408,,,28.8525,-20.8918,4.4,-1.49455,-1.49455,-0.689595,-20.50197982788086,-0.24065256118774414,61.9068,248.4,2.237837837,248.4,2.237837837,999.0,0.0,OF,/players/kai-murphy/sa3019857/stats/batting,29.0,NL,Kai Murphy,687625,sa3019857,sa3019857,Kai Murphy
,,30,96,108,15,11,4,0,0,10,7,9,0,47,1,0,2,1,1,0,0.15625,0.235849,0.197917,0.433766,0.204338,0.0833333,0.435185,0.191489,0.0416667,4.18484,0.306122,,,3.22811,-9.53292,0.0,0.0613648,0.0613648,-0.692449,-9.295853905379772,-1.1904761791229248,26.4893,31.5,1.05,31.5,1.05,999.0,0.0,OF,/players/justin-boyd/sa3020123/stats/batting,-1.0,,Justin Boyd,687628,sa3020123,sa3020123,Justin Boyd
LAA,Angels,116,424,469,91,59,19,2,11,43,53,33,1,156,7,3,2,6,2,1,0.214623,0.280514,0.346698,0.627212,0.275992,0.0703625,0.332623,0.211538,0.132075,3.35427,0.307692,,,41.303,-14.1129,1.0,-0.656481,-0.656481,-0.693826,-15.31246817111969,-7.616254806518555,73.4863,376.5,3.245689655,376.5,3.245689655,999.0,0.0,1B,/players/matthew-coutney/sa3020413/stats/batting,1.0,AL,Matt Coutney,671925,sa3020413,sa3020413,Matt Coutney
BAL,Orioles,102,372,411,76,58,12,1,5,39,32,27,0,77,3,2,7,4,9,3,0.204301,0.262376,0.282258,0.544634,0.244582,0.0656934,0.187348,0.350649,0.077957,4.67643,0.243151,,,25.7138,-22.849,-0.4,-0.00949928,-0.00949928,-0.696078,-22.063986510038376,1.1101411283016205,54.4716,239.8,2.350980392,239.8,2.350980392,999.0,0.0,2B/SS,/players/frederick-bencosme/sa3016779/stats/batting,2.0,AL,Frederick Bencosme,695930,sa3016779,sa3016779,Frederick Bencosme
COL,Rockies,60,219,247,50,36,9,0,5,25,20,22,0,63,5,1,0,6,0,0,0.22831,0.311741,0.3379,0.64964,0.291681,0.0890688,0.255061,0.349206,0.109589,1.38353,0.296053,,,24.8985,-4.28644,0.0,-0.415906,-0.415906,-0.698353,-8.688075572252274,-6.352880477905273,71.7429,215.1,3.585,215.1,3.585,999.0,1.0,3B/OF,/players/kris-bryant/15429/stats/batting,19.0,NL,Kris Bryant,592178,15429,15429,Kris Bryant
MIA,Marlins,71,233,260,45,32,10,0,3,23,26,17,0,80,7,2,1,7,6,1,0.193133,0.266409,0.274678,0.541087,0.245868,0.0653846,0.307692,0.2125,0.0815451,4.48139,0.276316,,,16.538,-14.183,-6.1,0.420789,0.420789,-0.699763,-14.163722813129425,-1.3233981132507324,52.6713,156.8,2.208450704,156.8,2.208450704,999.0,0.0,C/3B,/players/bennett-hostetler/sa3017120/stats/batting,20.0,NL,Bennett Hostetler,702315,sa3017120,sa3017120,Bennett Hostetler
CHC,Cubs,98,331,375,59,33,13,1,12,40,43,39,0,140,4,1,0,4,8,4,0.178248,0.272,0.332326,0.604326,0.270093,0.104,0.373333,0.278571,0.154079,4.63318,0.261111,,,31.2287,-13.0804,-7.9,-0.539797,-0.539797,-0.701485,-12.80674809217453,-6.522134184837341,72.3999,288.6,2.944897959,288.6,2.944897959,999.0,0.0,1B/OF,/players/carter-trice/sa3022661/stats/batting,17.0,NL,Carter Trice,807714,sa3022661,sa3022661,Carter Trice
SDP,Padres,78,294,321,62,39,13,1,9,32,37,20,0,86,5,2,0,7,1,2,0.210884,0.271028,0.353741,0.62477,0.274302,0.0623053,0.267913,0.232558,0.142857,2.89951,0.263682,,,27.8288,-10.0998,-4.3,-1.04154,-1.04154,-0.702518,-9.704560041427612,-7.838360071182251,77.2296,252.5,3.237179487,252.5,3.237179487,999.0,0.0,OF,/players/albert-fabian/sa3008888/stats/batting,29.0,NL,Albert Fabian,683546,sa3008888,sa3008888,Albert Fabian
WSN,Nationals,133,463,516,105,73,21,4,7,44,52,39,1,111,8,5,1,14,2,1,0.226782,0.295146,0.334773,0.629919,0.278911,0.0755814,0.215116,0.351351,0.107991,3.68627,0.28,,,46.6651,-14.3043,0.5,-0.795117,-0.795117,-0.704046,-15.063879191875458,-8.979718208312988,76.6685,416.5,3.131578947,416.5,3.131578947,999.0,0.0,1B,/players/samuel-brown/sa3023367/stats/batting,24.0,NL,Sam Brown,694848,sa3023367,sa3023367,Sam Brown
ATL,Braves,90,275,314,53,41,7,3,2,26,31,23,0,83,16,0,0,7,3,1,0.192727,0.292994,0.261818,0.554812,0.258698,0.0732484,0.264331,0.277108,0.0690909,5.02662,0.268421,,,23.2438,-13.8577,2.8,-0.337651,-0.337651,-0.704055,-14.356459617614746,-2.968665361404419,62.3307,197.9,2.198888888,197.9,2.198888888,999.0,0.0,1B/3B,/players/joseph-olsavsky/sa3023289/stats/batting,16.0,NL,Joe Olsavsky,815586,sa3023289,sa3023289,Joe Olsavsky
SEA,Mariners,100,365,407,69,43,16,1,9,43,44,32,1,155,8,2,0,11,6,1,0.189041,0.267813,0.312329,0.580142,0.258891,0.0786241,0.380835,0.206452,0.123288,4.94551,0.295566,,,30.1919,-17.8983,1.0,0.249145,0.249145,-0.704595,-14.42215645313263,-6.477219104766846,69.4155,286.7,2.867,286.7,2.867,999.0,0.0,1B/2B,/players/hogan-windish/sa3019805/stats/batting,11.0,AL,Hogan Windish,702112,sa3019805,sa3019805,Hogan Windish
MIA,Marlins,106,346,389,75,57,13,3,2,44,35,24,0,88,11,3,5,7,25,11,0.216763,0.286458,0.289017,0.575476,0.260264,0.0616967,0.226221,0.272727,0.0722543,7.28554,0.281853,,,29.2901,-16.6732,-3.9,-0.112044,-0.112044,-0.70785,-17.3860427364707,-2.470693826675415,62.533,269.3,2.540566037,269.3,2.540566037,999.0,0.0,OF,/players/emaarion-boyd/sa3020281/stats/batting,20.0,NL,Emaarion Boyd,702708,sa3020281,sa3020281,Emaarion Boyd
