metric,key,value
classification,BUY_HIT,11
classification,BUY_MISS,47
classification,FADE_HIT,4
classification,HOLD_NEUTRAL,2
classification,CAUTION_NEUTRAL,15
classification,MIXED_NEUTRAL,67
classification,UNSETTLEABLE_V1_UNITS,6
hit_rate_by_bucket,H,15/60 (25%)
hit_rate_by_bucket,SP,0/2 (0%)
pending,total_pending,775
pending,ripe_but_pending_events,32
summary,settled_total,152
