metric,key,value
classification,BUY_HIT,38
classification,BUY_MISS,94
classification,FADE_HIT,4
classification,HOLD_NEUTRAL,2
classification,CAUTION_NEUTRAL,45
classification,MIXED_NEUTRAL,139
classification,UNSETTLEABLE_V1_UNITS,32
hit_rate_by_bucket,H,41/117 (35%)
hit_rate_by_bucket,SP,1/19 (5%)
pending,total_pending,834
pending,ripe_but_pending_events,81
summary,settled_total,354
