metric,key,value
classification,BUY_HIT,115
classification,BUY_MISS,254
classification,FADE_HIT,4
classification,HOLD_NEUTRAL,4
classification,CAUTION_NEUTRAL,134
classification,MIXED_NEUTRAL,375
classification,UNSETTLEABLE_V1_UNITS,64
hit_rate_by_bucket,H,90/301 (30%)
hit_rate_by_bucket,SP,12/45 (27%)
hit_rate_by_bucket,RP,17/27 (63%)
pending,total_pending,1027
pending,ripe_but_pending_events,233
summary,settled_total,950
