metric,key,value
classification,BUY_HIT,24
classification,BUY_MISS,64
classification,FADE_HIT,4
classification,HOLD_NEUTRAL,2
classification,CAUTION_NEUTRAL,25
classification,MIXED_NEUTRAL,98
classification,UNSETTLEABLE_V1_UNITS,17
hit_rate_by_bucket,H,27/84 (32%)
hit_rate_by_bucket,SP,1/8 (12%)
pending,total_pending,809
pending,ripe_but_pending_events,51
summary,settled_total,234
