pitcher,aaa_pitches,aaa_velo,aaa_fb_velo,aaa_swstr_pct,aaa_csw_pct,aaa_whiff_per_swing,season
434378,34,87.97647058823529,93.96153846153847,0.14705882352941177,0.38235294117647056,0.2777777777777778,2024
453286,25,84.83200000000001,90.4923076923077,0.2,0.32,0.35714285714285715,2024
456501,269,85.89328358208955,89.8344262295082,0.08178438661710037,0.27137546468401486,0.16666666666666666,2024
458681,60,87.36999999999999,88.96279069767442,0.23333333333333334,0.3333333333333333,0.4117647058823529,2024
476595,219,80.44246575342467,86.21249999999999,0.136986301369863,0.3013698630136986,0.29411764705882354,2024
502179,292,80.15958904109588,87.2798319327731,0.08904109589041095,0.2705479452054795,0.20155038759689922,2024
502624,51,87.33529411764707,91.64666666666668,0.09803921568627451,0.29411764705882354,0.22727272727272727,2024
503449,170,84.47470588235295,90.91518987341773,0.11764705882352941,0.25882352941176473,0.2247191011235955,2024
506702,21,76.91428571428571,,0.09523809523809523,0.23809523809523808,0.15384615384615385,2024
516853,27,94.58148148148148,97.34545454545454,0.18518518518518517,0.4444444444444444,0.5555555555555556,2024
518489,23,90.46521739130434,94.0,0.13043478260869565,0.30434782608695654,0.3,2024
518633,57,87.17894736842105,90.83589743589744,0.10526315789473684,0.2807017543859649,0.24,2024
519141,20,89.94500000000001,92.16666666666667,0.15,0.45,0.375,2024
521230,4,85.77499999999999,91.6,0.25,0.25,0.25,2024
527054,140,84.62214285714286,87.56595744680853,0.1,0.22142857142857142,0.1728395061728395,2024
528748,372,86.9611620795107,90.04,0.10215053763440861,0.2661290322580645,0.22485207100591717,2024
534910,163,89.20981595092024,94.1351851851852,0.06134969325153374,0.3067484662576687,0.1694915254237288,2024
541640,190,89.19368421052631,90.28588957055214,0.11578947368421053,0.2789473684210526,0.22448979591836735,2024
541650,23,66.00869565217391,,0.0,0.13043478260869565,0.0,2024
542585,51,90.46862745098038,93.91935483870968,0.0784313725490196,0.21568627450980393,0.2,2024
542882,113,88.41946902654867,89.19514563106796,0.05309734513274336,0.25663716814159293,0.125,2024
542947,50,84.792,86.22682926829269,0.08,0.3,0.15384615384615385,2024
