pitcher,aaa_pitches,aaa_velo,aaa_fb_velo,aaa_swstr_pct,aaa_csw_pct,aaa_whiff_per_swing,season,aaa_k_pct,aaa_kbb_pct,aaa_gs,name,mlb_year,mlb_gs,mlb_fp_per_start
570632,277,89.97292418772564,94.59206349206347,0.1263537906137184,0.2527075812274368,0.2447552447552447,2023,0.1890547263681592,0.10696517412935323,19,José Ureña,2024,9,7.555555555555555
594902,250,86.26706827309236,90.40125786163522,0.064,0.224,0.1441441441441441,2023,0.16417910447761194,0.0746268656716418,6,Ben Lively,2024,28,10.410714285714286
608344,158,86.45253164556962,89.4019417475728,0.0569620253164556,0.2215189873417721,0.1216216216216216,2023,0.14150943396226415,0.09905660377358491,9,Cole Irvin,2024,15,8.24
641712,159,88.8375796178344,92.47875,0.0628930817610062,0.2075471698113207,0.1388888888888889,2023,0.17333333333333334,0.09777777777777778,11,Dakota Hudson,2024,17,4.717647058823528
647336,420,87.42166666666667,92.10178571428573,0.1095238095238095,0.2785714285714286,0.2395833333333333,2023,0.2591549295774648,0.18028169014084505,17,Michael Soroka,2024,8,4.012499999999999
650911,322,88.07701863354038,91.9691489361702,0.0900621118012422,0.2919254658385093,0.2213740458015267,2023,0.1981981981981982,0.06756756756756757,8,Cristopher Sánchez,2024,30,12.806666666666665
656412,176,89.02057142857143,92.84141414141412,0.1761363636363636,0.3579545454545454,0.3297872340425531,2023,0.29411764705882354,0.23529411764705882,7,Alex Faedo,2024,5,2.56
656731,160,89.99119496855346,94.60270270270271,0.05625,0.23125,0.140625,2023,0.11382113821138211,0.02439024390243902,6,Tylor Megill,2024,13,10.423076923076922
663362,459,85.5557734204793,91.20394736842104,0.1176470588235294,0.2941176470588235,0.2410714285714285,2023,0.23798076923076922,0.1658653846153846,18,Matt Waldron,2024,25,11.403999999999998
663559,193,86.38031088082903,90.76603773584908,0.0880829015544041,0.233160621761658,0.1752577319587628,2023,0.17412935323383086,0.0646766169154229,11,Bailey Falter,2024,27,9.077777777777776
663687,326,87.49018404907976,92.3260663507109,0.1104294478527607,0.2668711656441718,0.2465753424657534,2023,0.20599250936329588,0.06367041198501874,14,Hogan Harris,2024,8,7.2875
663969,169,87.69171597633135,92.03829787234044,0.0946745562130177,0.2248520710059171,0.1904761904761904,2023,0.15625,0.04166666666666667,9,Tyler Phillips,2024,5,9.06
668909,163,92.02822085889572,97.01153846153846,0.1717791411042944,0.3312883435582822,0.3294117647058823,2023,0.3333333333333333,0.21857923497267756,9,Gavin Williams,2024,14,10.057142857142855
669084,197,88.95228426395938,93.63557692307693,0.1370558375634517,0.299492385786802,0.3292682926829268,2023,0.3225806451612903,0.18433179723502302,11,DL Hall,2024,6,4.833333333333332
669461,378,88.01117021276595,94.20765550239236,0.1269841269841269,0.3333333333333333,0.3116883116883117,2023,0.2968197879858657,0.1625441696113074,13,Matthew Liberatore,2024,5,7.56
669713,151,87.85165562913907,92.03118279569892,0.1589403973509933,0.3112582781456953,0.3478260869565217,2023,0.35443037974683544,0.25316455696202533,5,Hayden Wesneski,2024,5,10.919999999999998
669854,271,89.02435424354243,94.20384615384616,0.1512915129151291,0.3062730627306273,0.3228346456692913,2023,0.2682119205298013,0.14569536423841056,13,Ronel Blanco,2024,28,14.34642857142857
670124,358,89.37899159663866,93.60416666666669,0.1089385474860335,0.2625698324022346,0.2267441860465116,2023,0.23091603053435114,0.1316793893129771,21,Adam Oller,2024,7,8.428571428571427
670766,510,84.42988047808765,89.44273127753304,0.1039215686274509,0.2901960784313726,0.225531914893617,2023,0.21207177814029363,0.14029363784665577,25,Darren McCaughan,2024,4,2.5
671096,221,88.18009049773755,92.46446280991736,0.1809954751131221,0.3800904977375565,0.4123711340206185,2023,0.34838709677419355,0.25806451612903225,7,Andrew Abbott,2024,24,11.054166666666664
672456,180,90.22944444444444,95.12380952380953,0.1333333333333333,0.3444444444444444,0.2696629213483146,2023,0.25824175824175827,0.18131868131868134,7,Keider Montero,2024,15,9.64
674003,365,86.50137362637362,89.65969387755102,0.0986301369863013,0.2602739726027397,0.1855670103092783,2023,0.21311475409836064,0.16065573770491803,14,Cody Bradford,2024,12,15.258333333333333
674370,216,90.29441860465116,94.23070175438596,0.1203703703703703,0.2546296296296296,0.2524271844660194,2023,0.24253731343283583,0.13432835820895522,10,Osvaldo Bido,2024,8,12.349999999999998
676130,333,89.0081081081081,93.52580645161292,0.1411411411411411,0.2612612612612612,0.2955974842767295,2023,0.19806763285024154,0.07971014492753623,19,José Buttó,2024,6,13.65
676282,460,88.36724890829694,93.711583011583,0.1130434782608695,0.3,0.2765957446808511,2023,0.2611764705882353,0.13176470588235292,18,Joey Cantillo,2024,7,9.242857142857142
676775,207,92.03106796116504,95.57321428571429,0.1256038647342995,0.3429951690821256,0.2888888888888888,2023,0.2509505703422053,0.15209125475285168,14,Keaton Winn,2024,10,8.819999999999999
676962,358,91.62655367231638,95.59757281553398,0.1312849162011173,0.3156424581005586,0.2883435582822086,2023,0.3105590062111801,0.15217391304347824,15,Ben Brown,2024,6,15.666666666666664
677944,296,86.8608108108108,93.96644295302012,0.1317567567567567,0.304054054054054,0.2532467532467532,2023,0.23274161735700197,0.16173570019723865,23,Slade Cecconi,2024,12,7.708333333333332
677960,466,89.94742489270386,95.02874015748031,0.1330472103004291,0.2811158798283262,0.2780269058295964,2023,0.27522935779816515,0.15902140672782877,15,Ryan Weathers,2024,15,10.659999999999998
680573,292,86.01718213058419,90.67899159663864,0.1027397260273972,0.2602739726027397,0.2222222222222222,2023,0.193158953722334,0.0704225352112676,22,Simeon Woods Richardson,2024,27,10.34074074074074
681190,173,88.97398843930635,92.34059405940592,0.1387283236994219,0.2947976878612717,0.3,2023,0.2689075630252101,0.1568627450980392,17,Randy Vásquez,2024,19,5.473684210526314
681293,310,86.98096774193547,90.85263157894737,0.1129032258064516,0.2709677419354839,0.2592592592592592,2023,0.23134328358208955,0.09701492537313433,13,Spencer Arrighetti,2024,26,10.684615384615382
681857,183,89.35956284153005,95.1202380952381,0.1420765027322404,0.3169398907103825,0.2857142857142857,2023,0.26857142857142857,0.14285714285714285,10,Reese Olson,2024,21,11.157142857142857
681867,314,83.8984076433121,86.90217391304348,0.0923566878980891,0.2356687898089172,0.1959459459459459,2023,0.21621621621621623,0.15405405405405406,17,Cooper Criswell,2024,17,8.794117647058822
682610,298,92.63661016949152,93.05748031496064,0.110738255033557,0.261744966442953,0.2538461538461538,2023,0.2236842105263158,0.07236842105263158,10,Roddery Muñoz,2024,16,5.1625
682847,318,91.37830188679246,95.85641025641026,0.1415094339622641,0.2861635220125786,0.3061224489795918,2023,0.21686746987951808,0.10843373493975904,12,Luis Ortiz,2024,14,12.478571428571428
682990,289,88.44791666666667,92.3328947368421,0.1141868512110726,0.2664359861591695,0.2357142857142857,2023,0.25272331154684097,0.15032679738562094,20,Quinn Priester,2024,6,6.399999999999999
683003,343,92.21049562682217,96.65792682926828,0.1457725947521866,0.2973760932944606,0.2994011976047904,2023,0.28285714285714286,0.18571428571428572,15,Jared Jones,2024,21,12.18095238095238
685299,162,89.09012345679012,92.96436781609196,0.1111111111111111,0.2901234567901234,0.225,2023,0.2029520295202952,0.12915129151291513,11,Tanner Gordon,2024,6,5.499999999999999
686973,309,89.90161812297734,92.72708333333333,0.1035598705501618,0.2621359223300971,0.1963190184049079,2023,0.25071225071225073,0.17663817663817666,15,Louis Varland,2024,6,3.15
687765,509,86.98622047244095,91.307063197026,0.137524557956778,0.2966601178781925,0.303030303030303,2023,0.21763869132290184,0.14224751066856328,29,Mitch Spence,2024,23,8.87391304347826
688107,487,87.62484599589322,90.0409090909091,0.135523613963039,0.2854209445585215,0.2773109243697479,2023,0.28040540540540543,0.19594594594594597,25,Robert Gasser,2024,3,9.366666666666664
689017,187,86.63689839572193,90.85222222222222,0.0909090909090909,0.267379679144385,0.1910112359550561,2023,0.20212765957446807,0.10638297872340424,10,Landon Knack,2024,11,12.07272727272727
690986,277,89.9870036101083,94.1502994011976,0.111913357400722,0.3465703971119133,0.2980769230769231,2023,0.3559322033898305,0.19322033898305085,20,Kyle Harrison,2024,23,9.86086956521739
694297,183,89.18241758241759,92.79622641509434,0.1639344262295081,0.3060109289617486,0.3333333333333333,2023,0.27058823529411763,0.20784313725490194,12,Brandon Pfaadt,2024,31,10.977419354838707
694363,395,86.31548223350255,90.75088757396448,0.1063291139240506,0.2455696202531645,0.2346368715083799,2023,0.1792717086834734,0.05322128851540617,16,Jared Shuster,2024,4,3.5249999999999995
694813,291,89.56082474226804,92.3653409090909,0.120274914089347,0.3024054982817869,0.2554744525547445,2023,0.27842227378190254,0.1716937354988399,19,Gavin Stone,2024,23,12.143478260869562
696131,183,88.28633879781421,93.60229885057473,0.1038251366120218,0.2786885245901639,0.202127659574468,2023,0.27906976744186046,0.15891472868217055,13,Mason Black,2024,7,5.842857142857142
701542,310,88.73612903225806,92.47341040462427,0.1387096774193548,0.3064516129032258,0.3028169014084507,2023,0.2558139534883721,0.14651162790697675,19,Will Warren,2024,4,1.5249999999999977
622503,356,83.88084507042254,89.76346153846154,0.0842696629213483,0.2556179775280899,0.1829268292682926,2024,0.20718232044198895,0.1298342541436464,16,Nabil Crismatt,2025,4,8.075
