batter,pa_to,prior_fp_per_pa,xfp_rh3_per_pa,replacement_xfp_per_pa,replacement_delta,signal,ros_full_fp_per_pa,ros_pa
453568,92,0.5643672957794523,0.4971771304741498,0.43165937294435935,0.06551775752979044,hold,0.5281,409.0
455117,52,0.2693879261078932,0.33601174006421364,0.43165937294435935,-0.09564763288014572,drop,0.0736,96.0
457705,84,0.5164476528125522,0.438383508207514,0.43165937294435935,0.006724135263154629,hold,0.4706,432.0
457759,96,0.6210431520346162,0.5576506213837797,0.43165937294435935,0.1259912484394204,add,0.4779,443.0
467793,93,0.5352216289145388,0.4639144852454551,0.43165937294435935,0.032255112301095734,hold,0.5675,503.0
502671,113,0.6422837677088027,0.4667328131547615,0.43165937294435935,0.03507344021040215,hold,0.4201,543.0
514888,123,0.7238747585564393,0.6759321987094979,0.43165937294435935,0.2442728257651386,add,0.5064,560.0
516782,111,0.5779182937732066,0.528288316275005,0.43165937294435935,0.0966289433306457,add,0.4293,254.0
518595,73,0.5016654860376406,0.526585220419678,0.43165937294435935,0.09492584747531868,add,0.4178,263.0
518692,119,0.75523879744865,0.576473328069025,0.43165937294435935,0.1448139551246656,add,0.6645,510.0
519203,118,0.5558368465633582,0.4885669841868964,0.43165937294435935,0.05690761124253707,hold,0.4272,258.0
519317,95,0.49695415829699585,0.49586832822266813,0.43165937294435935,0.06420895527830878,hold,0.4658,366.0
521692,110,0.5215298315333612,0.6309454297910767,0.43165937294435935,0.19928605684671735,add,0.5026,543.0
527038,79,0.5946942142459368,0.510257713614503,0.43165937294435935,0.07859834067014365,add,0.4177,164.0
542303,109,0.5617260633855119,0.6234218952915707,0.43165937294435935,0.1917625223472113,add,0.6024,571.0
543257,64,0.4501126794664625,0.4250931515011097,0.43165937294435935,-0.006566221443249642,drop,0.3278,181.0
543305,59,0.44819583048879225,0.37504458199091967,0.43165937294435935,-0.056614790953439686,drop,-0.5754,4.0
543685,83,0.5101026738657836,0.4926424731848489,0.43165937294435935,0.06098310024048953,hold,0.36,155.0
543760,126,0.6561811622179181,0.6287223061813387,0.43165937294435935,0.19706293323697938,add,0.5275,592.0
543807,115,0.5988757886257835,0.5569129307556263,0.43165937294435935,0.12525355781126696,add,0.4442,499.0
543877,52,0.4184219243424643,0.4539291470116603,0.43165937294435935,0.022269774067300963,hold,0.3375,263.0
545361,118,0.6408605165947889,0.6125912048507833,0.43165937294435935,0.18093183190642398,add,0.496,8.0
547180,104,0.6944317925437395,0.581683272252427,0.43165937294435935,0.15002389930806764,add,0.6426,527.0
547989,73,0.5454230422037322,0.3801327220802329,0.43165937294435935,-0.051526650864126444,drop,0.248,47.0
553869,94,0.4711453960849817,0.44031619696460805,0.43165937294435935,0.008656824020248699,hold,0.4012,258.0
553993,114,0.43131891883246115,0.3989014706525764,0.43165937294435935,-0.03275790229178294,drop,0.5584,527.0
570482,58,0.47366568385967045,0.4366185568271794,0.43165937294435935,0.004959183882820073,hold,0.4321,395.0
571448,114,0.6617077506024368,0.5326392319070896,0.43165937294435935,0.10097985896273026,add,0.5138,521.0
571657,60,0.49752838619014494,0.4184710195746406,0.43165937294435935,-0.013188353369718742,drop,0.4745,182.0
571745,101,0.49937783119687457,0.4645698633247513,0.43165937294435935,0.032910490380391955,hold,0.2836,324.0
571771,59,0.4834507813659031,0.49757286297940095,0.43165937294435935,0.0659134900350416,hold,0.4501,333.0
571970,98,0.6032733221750203,0.5076753327779007,0.43165937294435935,0.07601595983354131,add,0.6702,185.0
572191,74,0.3958149199633834,0.3254104865895342,0.43165937294435935,-0.10624888635482516,drop,0.1691,228.0
572233,124,0.589584689378199,0.5301209211065289,0.43165937294435935,0.09846154816216951,add,0.5717,429.0
573262,59,0.4961722834253062,0.4238755715749965,0.43165937294435935,-0.007783801369362853,drop,0.4968,416.0
575929,92,0.5480756506656679,0.5250630052204918,0.43165937294435935,0.09340363227613241,add,0.4752,266.0
592178,55,0.5299889633937145,0.39733777065156717,0.43165937294435935,-0.034321602292792186,drop,0.2648,100.0
592192,108,0.5522616205652026,0.5689527004554773,0.43165937294435935,0.13729332751111795,add,0.3567,355.0
592206,112,0.5362297353621751,0.4062747620067102,0.43165937294435935,-0.025384610937649155,drop,0.5574,550.0
592273,82,0.5664277233631541,0.4585404312380292,0.43165937294435935,0.026881058293669824,hold,0.1768,279.0
592450,128,0.7643596654672515,0.5618155638684212,0.43165937294435935,0.1301561909240619,add,0.9612,576.0
592518,103,0.6554354495260858,0.5245365025256168,0.43165937294435935,0.09287712958125743,add,0.6201,531.0
592626,71,0.5560152426670171,0.5502471493954189,0.43165937294435935,0.1185877764510595,add,0.6087,378.0
592663,102,0.555978699437865,0.49669579053892876,0.43165937294435935,0.0650364175945694,hold,0.4753,312.0
592669,77,0.5307507223796025,0.4637281275293675,0.43165937294435935,0.03206875458500813,hold,0.5031,347.0
592696,69,0.493483316424264,0.42080577886816267,0.43165937294435935,-0.010853594076196682,drop,0.3481,252.0
593428,119,0.5861314867603453,0.5162162413473641,0.43165937294435935,0.08455686840300475,add,0.4755,334.0
593871,109,0.5723477431505669,0.4610853375792982,0.43165937294435935,0.02942596463493885,hold,0.3182,360.0
593934,71,0.3907460963445168,0.41262983947767307,0.43165937294435935,-0.019029533466686288,drop,0.0329,24.0
595281,62,0.467507993582096,0.37032438620035657,0.43165937294435935,-0.061334986744002784,drop,0.2485,219.0
595777,106,0.48380973383137826,0.5149787978040289,0.43165937294435935,0.08331942485966953,add,0.6468,557.0
595879,90,0.4247125007764885,0.4228907475547419,0.43165937294435935,-0.00876862538961748,drop,0.305,199.0
596019,119,0.628871021066608,0.5397447718882152,0.43165937294435935,0.10808539894385588,add,0.6708,566.0
600869,92,0.5036239942015511,0.3970976928324489,0.43165937294435935,-0.034561680111910464,drop,0.4752,372.0
605113,89,0.3392431270828761,0.39709640761211207,0.43165937294435935,-0.034562965332247286,drop,0.2198,139.0
605137,119,0.5385099328497293,0.4518682162365949,0.43165937294435935,0.020208843292235545,hold,0.4948,485.0
605141,126,0.7683587702193616,0.7064888291374992,0.43165937294435935,0.27482945619313986,add,0.6654,379.0
605204,55,0.410431099721436,0.3990501067018818,0.43165937294435935,-0.032609266242477564,drop,0.2877,102.0
605361,67,0.6634485384816721,0.5169510688912075,0.43165937294435935,0.0852916959468481,add,0.4945,97.0
606115,101,0.5031346805301364,0.4943637710032264,0.43165937294435935,0.06270439805886707,hold,0.3187,496.0
606192,111,0.507269235315533,0.4772869905459514,0.43165937294435935,0.04562761760159206,hold,0.5556,531.0
606466,126,0.6082125173046521,0.6046735305632034,0.43165937294435935,0.17301415761884403,add,0.7557,457.0
607043,119,0.5555669584365843,0.5463412852537476,0.43165937294435935,0.11468191230938823,add,0.5041,539.0
607208,127,0.6297230700457889,0.583100478632824,0.43165937294435935,0.15144110568846464,add,0.5875,414.0
608070,116,0.7547575431044917,0.6353254466953178,0.43165937294435935,0.2036660737509584,add,0.8084,566.0
608324,104,0.6712541684618979,0.5523652242074293,0.43165937294435935,0.12070585126306993,add,0.6275,533.0
608336,92,0.382097848411766,0.31039265628691154,0.43165937294435935,-0.12126671665744782,drop,0.2672,169.0
608369,110,0.713086533569551,0.5671293480952339,0.43165937294435935,0.1354699751508745,add,0.6778,423.0
608385,104,0.5150687407615151,0.4869574234721567,0.43165937294435935,0.05529805052779735,hold,0.4974,405.0
608841,95,0.5191362245559136,0.5094217698448517,0.43165937294435935,0.0777623969004923,add,0.3533,221.0
621020,108,0.511883060721763,0.4344668602814351,0.43165937294435935,0.0028074873370757536,hold,0.459,487.0
621035,58,0.43565563604999913,0.2892313547582557,0.43165937294435935,-0.14242801818610368,drop,0.3669,188.0
621438,58,0.5334594283774934,0.49638072626534946,0.43165937294435935,0.0647213533209901,hold,0.4305,280.0
621439,87,0.5664426837695712,0.41340646993156904,0.43165937294435935,-0.01825290301279031,drop,0.6729,301.0
621466,60,0.4645271189978812,0.4721016643022021,0.43165937294435935,0.04044229135784272,hold,0.2849,134.0
621493,117,0.5560183468037878,0.605795347954624,0.43165937294435935,0.17413597501026462,add,0.4367,548.0
621566,112,0.7007933171699195,0.5850516642330588,0.43165937294435935,0.1533922912886994,add,0.5388,564.0
622534,56,0.5083037614547482,0.4281459938376422,0.43165937294435935,-0.003513379106717174,drop,0.4413,288.0
623912,101,0.5464550116058022,0.42864802945922936,0.43165937294435935,-0.0030113434851299914,drop,0.3627,145.0
623993,109,0.549248832980855,0.5150066918666487,0.43165937294435935,0.08334731892228936,add,0.6517,556.0
624413,115,0.6723663900290514,0.5842787280683396,0.43165937294435935,0.15261935512398023,add,0.5158,573.0
624415,78,0.42765179599714725,0.4241594629300382,0.43165937294435935,-0.007499910014321154,drop,0.267,146.0
624424,107,0.4852872227389418,0.5096772869611119,0.43165937294435935,0.07801791401675257,add,0.4993,381.0
624428,73,0.5178075900127177,0.46410697801173373,0.43165937294435935,0.032447605067374374,hold,0.3387,221.0
624431,51,0.4233576807602126,0.4598207598313276,0.43165937294435935,0.02816138688696823,hold,0.4439,183.0
624503,63,0.43136203578495785,0.39480526357200835,0.43165937294435935,-0.03685410937235101,drop,0.3627,213.0
624512,57,0.3375048304993601,0.407231279589304,0.43165937294435935,-0.024428093355055358,drop,0.2556,102.0
624585,115,0.5168299723547832,0.517641147560954,0.43165937294435935,0.08598177461659468,add,0.5205,453.0
630105,111,0.5297478472751863,0.547185849007564,0.43165937294435935,0.1155264760632046,add,0.5002,538.0
641313,95,0.42671055515134865,0.3530167357913929,0.43165937294435935,-0.07864263715296643,drop,0.0561,147.0
641343,55,0.3240526468649081,0.33838677082994073,0.43165937294435935,-0.09327260211441862,drop,0.37,294.0
641355,97,0.5678139044588699,0.540002284202308,0.43165937294435935,0.10834291125794865,add,0.5702,473.0
641487,98,0.5103798730823508,0.47833392314527473,0.43165937294435935,0.04667455020091538,hold,0.3786,355.0
641584,56,0.5880503937217892,0.5016946280537387,0.43165937294435935,0.0700352551093793,add,0.4102,326.0
641598,86,0.5458232112522293,0.4291892406297202,0.43165937294435935,-0.002470132314639162,drop,0.3322,345.0
641680,88,0.52409168320533,0.46401239283510065,0.43165937294435935,0.0323530198907413,hold,0.4029,403.0
641857,118,0.46034989103916446,0.44331327891596894,0.43165937294435935,0.01165390597160959,hold,0.3593,529.0
641933,80,0.5238073786425412,0.6274845115663206,0.43165937294435935,0.19582513862196121,add,0.4504,394.0
642133,85,0.4957392546163317,0.4118485349029506,0.43165937294435935,-0.019810838041408763,drop,0.4882,336.0
642180,58,0.41262100983807987,0.38201319735422823,0.43165937294435935,-0.049646175590131125,drop,0.3286,92.0
642350,90,0.4372746627700587,0.30357859977578555,0.43165937294435935,-0.1280807731685738,drop,0.2836,358.0
642708,96,0.5011862131196252,0.5219734587221998,0.43165937294435935,0.09031408577784045,add,0.3083,250.0
642715,117,0.5014267357214165,0.4858205861377631,0.43165937294435935,0.05416121319340372,hold,0.561,574.0
642731,103,0.5272705574744546,0.48970742181565086,0.43165937294435935,0.0580480488712915,hold,0.4047,279.0
643217,98,0.5104451561951512,0.44284658024918816,0.43165937294435935,0.011187207304828806,hold,0.5095,426.0
643289,59,0.505665003596495,0.5056202397248443,0.43165937294435935,0.07396086678048491,add,0.4507,369.0
643396,79,0.47308158685178026,0.4771645655328591,0.43165937294435935,0.04550519258849972,hold,0.4418,419.0
643446,97,0.5597275897706407,0.5450016477087094,0.43165937294435935,0.11334227476435005,add,0.51,375.0
643565,80,0.4864361769301455,0.49711286812441075,0.43165937294435935,0.06545349518005139,hold,0.4471,271.0
645277,79,0.6639180419335133,0.5581114554018427,0.43165937294435935,0.12645208245748335,add,0.4921,347.0
646240,76,0.6640302382952975,0.5459666844851347,0.43165937294435935,0.11430731154077539,add,0.6048,525.0
647304,110,0.6207899651015267,0.6231882673522138,0.43165937294435935,0.19152889440785442,add,0.6132,526.0
647351,89,0.4601284235024069,0.40874533445017897,0.43165937294435935,-0.02291403849418039,drop,0.3976,275.0
