,bat_speed,n_sw,xwobacon,bat_speed_base,xwobacon_base,d_bat_speed,d_xwobacon,name,z
666464,73.23253012048193,83.0,0.256,75.06793248945147,0.48287488817986746,-1.8354023689695396,-0.22687488817986745,Jerar Encarnacion,-1.5691308943805147
656537,68.58874172185432,302.0,0.449780487804878,70.26166666666667,0.4273790311896502,-1.672924944812351,0.0224014566152278,Derek Hill,-1.430224924662524
641933,70.95589887640449,356.0,0.36033613445378154,72.62015706806284,0.4380501787949796,-1.664258191658348,-0.07771404434119805,Tyler O'Neill,-1.4228155029695844
683737,65.80862944162436,788.0,0.37620141342756186,67.46115942028985,0.46420030641606524,-1.6525299786654841,-0.08799889298850339,Michael Busch,-1.4127887635177276
671218,70.56017699115044,565.0,0.4429508196721312,72.16346774193549,0.3746925802873553,-1.6032907507850496,0.06825823938477588,Heliot Ramos,-1.3706929293895358
519317,77.43837209302326,172.0,0.443655737704918,78.97575757575757,0.5160886084742726,-1.537385482734308,-0.07243287076935462,Giancarlo Stanton,-1.3143488851901661
672695,64.59070796460178,678.0,0.2955,66.11827768014061,0.3460760312224012,-1.5275697155388315,-0.05057603122240123,Geraldo Perdomo,-1.3059571429657533
502671,69.86488970588235,544.0,0.37359390862944164,71.37892603850051,0.3812874053355628,-1.5140363326181614,-0.007693496706121183,Paul Goldschmidt,-1.2943871190814387
665966,69.0502538071066,394.0,0.3686698113207547,70.54358683314416,0.35128149294826067,-1.4933330260375612,0.01738831837249405,Carlos Narváez,-1.2766873500712843
665804,68.2631067961165,309.0,0.3165588235294118,69.73549999999999,0.352947778280068,-1.4723932038834846,-0.03638895475065623,Miguel Amaya,-1.2587853780458027
670242,72.95512367491168,283.0,0.40779104477611944,74.42630208333334,0.4009362361731473,-1.4711784084216646,0.006854808602972162,Matt Wallner,-1.2577468193505967
663697,68.08478260869565,92.0,0.2695714285714286,69.54690553745928,0.33457909242326683,-1.462122928763634,-0.06500766385183826,Jonathan India,-1.250005065751996
670623,65.86402116402117,756.0,0.31705901639344264,67.2957123098202,0.32800628447657504,-1.4316911457990358,-0.0109472680831324,Isaac Paredes,-1.223988181591798
694388,69.55022222222222,225.0,0.3463888888888889,70.97455968688845,0.3693351736264119,-1.4243374646662375,-0.02294628473752297,Joey Loperfido,-1.2177013376561137
668227,68.72167101827677,766.0,0.3937032967032967,70.13415841584158,0.3954471622666475,-1.4124873975648171,-0.0017438655633508215,Randy Arozarena,-1.2075704221120958
665742,69.6044859813084,535.0,0.4406857142857143,71.01334641805693,0.4912021816605759,-1.408860436748526,-0.050516467374861596,Juan Soto,-1.204469643576681
672386,69.48038277511962,209.0,0.3008469387755102,70.82516198704104,0.3727636805773067,-1.34477921192142,-0.07191674180179647,Alejandro Kirk,-1.1496850190573125
595978,67.08203125,256.0,0.3055964912280702,68.39237536656893,0.2689040560340204,-1.3103441165689276,0.0366924351940498,Austin Hedges,-1.120245604091933
670764,65.55301724137931,464.0,0.2704,66.83745454545455,0.29347649999611186,-1.2844373040752401,-0.023076499996111888,Taylor Walls,-1.0980972291382758
624428,62.76702702702703,185.0,0.2747547169811321,64.0466814159292,0.3060676376780986,-1.2796543889021734,-0.031312920696966506,Adam Frazier,-1.094008196624128
682622,70.10664335664336,286.0,0.3118490566037736,71.36500777604977,0.3774023255264864,-1.258364419406405,-0.06555326892271279,Noelvi Marte,-1.075806874973342
677950,67.27413793103449,174.0,0.35897101449275365,68.52760233918129,0.3678995348619473,-1.2534644081467974,-0.008928520369193671,Alek Thomas,-1.0716177341177708
605137,70.31518518518519,810.0,0.37884375,71.55444330949948,0.3886983611877706,-1.23925812431429,-0.009854611187770645,Josh Bell,-1.0594724305958836
605170,69.37133333333333,450.0,0.35418686868686866,70.60935582822087,0.3571340380741697,-1.2380224948875451,-0.002947169387301052,Victor Caratini,-1.0584160604286164
678882,67.95060975609756,820.0,0.32322999999999996,69.15220228384992,0.354966992394849,-1.2015925277523536,-0.03173699239484906,Ceddanne Rafaela,-1.0272711802216734
672724,70.62657342657343,572.0,0.3554010989010989,71.8206106870229,0.3176453274380726,-1.194037260449477,0.03775577146302628,Oswald Peraza,-1.0208119952818049
593871,67.83352272727274,176.0,0.2612083333333333,69.02280898876404,0.37481962326441864,-1.1892862614913042,-0.11361128993108532,Jorge Polanco,-1.0167502487293998
694212,72.62471169686985,607.0,0.4285621890547264,73.81186440677965,0.3476160108244336,-1.187152709909796,0.08094617823029276,Samuel Basallo,-1.0149262226967983
595879,70.97168674698794,166.0,0.3495322580645161,72.13304981773997,0.3426146997683431,-1.1613630707520315,0.006917558296173021,Javier Báez,-0.9928780221269725
608324,68.21016042780748,748.0,0.30231212121212125,69.36420382165605,0.34567431452442837,-1.1540433938485677,-0.04336219331230712,Alex Bregman,-0.9866202492482348
663330,71.31073170731707,205.0,0.41834375,72.45581395348836,0.4701234798202039,-1.1450822461712846,-0.0517797298202039,Jahmai Jones,-0.9789591423938149
683011,69.46033333333332,300.0,0.32965765765765764,70.59695009242145,0.36785594622471857,-1.1366167590881275,-0.03819828856706092,Anthony Volpe,-0.9717217880443058
521692,70.20884749708964,859.0,0.3481947194719472,71.31245105716523,0.42613275950942475,-1.103603560075598,-0.07793804003747756,Salvador Perez,-0.9434979874386784
621493,66.46746987951808,664.0,0.36142033898305087,67.55289340101524,0.4073647730140786,-1.0854235214971624,-0.045944434031027714,Taylor Ward,-0.9279554226710035
609280,69.37178947368422,475.0,0.3293668341708543,70.44368174726988,0.3268894001593483,-1.0718922735856609,0.0024774340115059634,Miguel Andujar,-0.9163872240588489
695657,74.38239074550128,778.0,0.43125,75.43724770642203,0.4516318866599816,-1.0548569609207448,-0.020381886659981585,Colson Montgomery,-0.9018233137959679
665862,70.98079658605974,703.0,0.37332173913043476,72.02589194699286,0.43751430061386254,-1.045095360933118,-0.06419256148342778,Jazz Chisholm Jr.,-0.8934778804576807
660271,72.97745740498034,763.0,0.49705109489051097,74.01922160444798,0.552090542252443,-1.0417641994676359,-0.05503944736193206,Shohei Ohtani,-0.8906299881055572
676694,65.0638783269962,263.0,0.28023364485981306,66.06541095890412,0.3581047967531008,-1.0015326319079207,-0.07787115189328775,Jake Meyers,-0.8562350256414145
457705,68.41346153846153,156.0,0.26219607843137255,69.37906026557711,0.37905555164684096,-0.9655987271155766,-0.11685947321546841,Andrew McCutchen,-0.8255142414043036
657757,72.00399334442595,601.0,0.34349356223175964,72.95930693069306,0.3904103743342575,-0.9553135862671098,-0.046916812102497873,Gavin Sheets,-0.8167212200313144
680977,66.69271523178809,151.0,0.3347647058823529,67.64487021013596,0.3639193658664787,-0.9521549783478775,-0.029154659984125808,Brendan Donovan,-0.8140208479749762
671289,68.17558139534884,430.0,0.3166915422885572,69.08565459610028,0.3245474041161272,-0.9100732007514409,-0.007855861827569977,Tyler Freeman,-0.7780440951749398
608369,70.09463414634148,410.0,0.4093153846153846,71.00382716049383,0.4647918602881446,-0.9091930141523505,-0.05547647567276004,Corey Seager,-0.7772916018749404
543807,70.47202572347267,622.0,0.3303939393939394,71.37034146341465,0.46397308036416485,-0.8983157399419781,-0.13357914097022544,George Springer,-0.7679923510410612
672356,72.4396475770925,227.0,0.49589830508474575,73.33764940239044,0.4058776880469348,-0.8980018252979391,0.09002061703781095,Gabriel Arias,-0.7677239776454028
669224,70.64259681093394,439.0,0.3573636363636364,71.53374301675977,0.36449386689251834,-0.8911462058258337,-0.007130230528881953,Austin Wells,-0.7618629389458412
664040,70.92343387470997,862.0,0.4225750915750916,71.79699828473413,0.4335997380772341,-0.8735644100241586,-0.011024646502142521,Brandon Lowe,-0.746831826728967
514888,66.35465729349737,569.0,0.3146250000000001,67.22488479262672,0.32332656543486504,-0.8702274991293564,-0.008701565434864944,Jose Altuve,-0.7439790190474727
656811,69.0692878338279,674.0,0.3912745098039216,69.93835341365462,0.3851979235923495,-0.8690655798267244,0.006076586211572088,Ryan O'Hearn,-0.74298566548895
602104,68.03451327433629,113.0,0.2973913043478262,68.89760225669957,0.3387953374946966,-0.8630889823632799,-0.04140403314687041,Ramón Urías,-0.737876124452217
683002,72.64654983570645,913.0,0.35489230769230773,73.5056603773585,0.3960279854024145,-0.8591105416520435,-0.04113567771010679,Gunnar Henderson,-0.7344748570587531
669720,68.92183908045976,87.0,0.40553333333333336,69.77793190416142,0.3770177121660973,-0.8560928237016583,0.02851562116723605,Austin Hays,-0.7318949353224995
664761,69.43727810650888,676.0,0.3215886075949367,70.2818075117371,0.3596337407688378,-0.8445294052282151,-0.038045133173901124,Alec Bohm,-0.7220090827824283
808975,64.80958333333334,240.0,0.3581149425287356,65.6492354740061,0.3376022397692378,-0.8396521406727686,0.020512702759497792,Hyeseong Kim,-0.7178393886470138
664770,65.73181818181817,484.0,0.30089528795811527,66.55669700910273,0.32835900931817347,-0.8248788272845644,-0.027463721360058202,Nathan Lukes,-0.7052093175292505
592206,67.97671755725192,262.0,0.3858780487804878,68.73427192276749,0.3644570434565964,-0.7575543655155741,0.021421005323891407,Nick Castellanos,-0.647651969508297
700250,70.85895316804408,726.0,0.46643382352941176,71.60674418604651,0.4488011509028794,-0.747791018002431,0.017632672626532342,Ben Rice,-0.6393050421672108
663968,64.95873786407768,618.0,0.31,65.70272189349113,0.3027295928372635,-0.7439840294134541,0.007270407162736525,Jake Mangum,-0.6360503534349131
641355,68.08355614973262,748.0,0.3677712418300654,68.82224025974025,0.33870517840333925,-0.7386841100076396,0.02906606342672613,Cody Bellinger,-0.6315193212111401
553993,68.75248226950355,564.0,0.37433333333333335,69.4890625,0.4195205507556991,-0.7365802304964575,-0.045187217422365755,Eugenio Suárez,-0.6297206625655682
805300,68.3100158982512,629.0,0.3071752988047809,69.04408602150538,0.39862846161123033,-0.7340701232541846,-0.09145316280644944,Jakob Marsee,-0.6275747097823265
664056,70.92119815668202,217.0,0.3749166666666667,71.64377031419285,0.36147137082734376,-0.7225721575108253,0.013445295839322913,Harrison Bader,-0.6177448144005507
620443,68.576338028169,355.0,0.3151052631578948,69.26948176583494,0.39409150834231316,-0.6931437376659346,-0.07898624518441838,Luis Torrens,-0.5925857301953016
671056,71.69112801013942,789.0,0.3395868852459016,72.38264781491002,0.4115931385761418,-0.6915198047705928,-0.07200625333024024,Iván Herrera,-0.5911973897858293
666624,72.75447761194029,134.0,0.31367500000000004,73.44381107491857,0.43815095799752324,-0.6893334629782828,-0.1244759579975232,Christopher Morel,-0.5893282320959462
660670,73.37453271028038,428.0,0.43117241379310345,74.06043256997455,0.48068396169356803,-0.6858998596941746,-0.04951154790046458,Ronald Acuña Jr.,-0.5863927596985964
686948,72.96875,688.0,0.44896680497925306,73.6462703962704,0.3831192064872415,-0.6775203962703955,0.06584759849201155,Drake Baldwin,-0.5792289491037755
669707,68.28146214099216,383.0,0.31317500000000004,68.9565749235474,0.34289279290123964,-0.6751127825552317,-0.029717792901239604,Jared Triolo,-0.5771706205726215
677951,72.01654778887304,701.0,0.44078911564625856,72.68896156991006,0.4237716955754994,-0.6724137810370223,0.01701742007075918,Bobby Witt Jr.,-0.5748631773995041
663656,68.91412066752247,779.0,0.36570714285714284,69.56449704142011,0.38790100459412696,-0.6503763738976431,-0.022193861736984122,Kyle Tucker,-0.5560228528150611
624413,72.9721071863581,821.0,0.4647307692307693,73.62205292702487,0.4714189533084515,-0.6499457406667659,-0.0066881840776822354,Pete Alonso,-0.5556546938118145
683734,68.40415224913495,289.0,0.3447006802721088,69.03573232323232,0.39820339312407166,-0.6315800740973714,-0.05350271285196284,Andrew Vaughn,-0.5399534310821015
592450,74.12618025751074,466.0,0.5456503496503496,74.7551111111111,0.5921618414826313,-0.6289308536003659,-0.04651149183228165,Aaron Judge,-0.537688546935629
663728,72.43541076487253,706.0,0.3537085714285714,73.06416022487703,0.46987322103519163,-0.6287494600044994,-0.11616464960662021,Cal Raleigh,-0.5375334690627172
700932,68.20431309904154,626.0,0.38578306878306884,68.81100529100529,0.39098481383178935,-0.6066921919637451,-0.0052017450487205075,Kyle Manzardo,-0.518676164902316
679845,66.79335260115607,346.0,0.305195530726257,67.38453947368421,0.30160754792415706,-0.5911868725281408,0.0035879828020999316,Nick Loftin,-0.5054202837042847
621439,72.67451851851852,675.0,0.43575308641975313,73.23856589147287,0.45726718963907637,-0.5640473729543487,-0.021514103219323233,Byron Buxton,-0.4822180540682987
681546,69.68753799392097,329.0,0.321109756097561,70.25054545454546,0.41620388876356335,-0.5630074606244904,-0.09509413266600236,James Outman,-0.4813290072893387
680757,61.22715105162524,523.0,0.29368707482993195,61.78975563909775,0.30488847928302876,-0.5626045874725065,-0.011201404453096808,Steven Kwan,-0.48098458106434194
623168,63.13744292237444,219.0,0.27675609756097563,63.68446601941748,0.2791067322954823,-0.5470230970430379,-0.0023506347345066403,Tyler Heineman,-0.46766357939913195
641584,69.55844155844156,154.0,0.33754385964912287,70.09656084656085,0.35777680894052316,-0.5381192881192902,-0.020232949291400293,Jake Fraley,-0.46005149286371066
663457,70.78110599078342,217.0,0.37915,71.30780379041248,0.3492481222559417,-0.526697799629062,0.02990187774405828,Lars Nootbaar,-0.4502869797777379
678554,70.61084990958409,553.0,0.3930412844036697,71.10962343096234,0.3380433217519489,-0.49877352137825426,0.0549979626517208,Curtis Mead,-0.42641382343479345
666969,69.91711340206186,485.0,0.38976666666666665,70.41167420814479,0.37880291972810903,-0.49456080608293007,0.010963746938557617,Adolis García,-0.4228122689032747
608070,68.59933110367892,598.0,0.356182572614108,69.09138795986621,0.3547762271803034,-0.4920568561872898,0.0014063454338046344,José Ramírez,-0.42067158018800627
680728,70.32553846153844,325.0,0.34851818181818184,70.81544715447154,0.38620961439396606,-0.48990869293309913,-0.03769143257578422,Adrian Del Castillo,-0.41883506227492545
596115,69.32346368715085,358.0,0.3398363636363636,69.80470679012345,0.40359934678159654,-0.48124310297259854,-0.06376298314523293,Trevor Story,-0.4114266350248892
676914,69.14875621890548,201.0,0.3123870967741936,69.62303921568626,0.36425252125889535,-0.47428299678078645,-0.05186542448470177,Davis Schneider,-0.4054762680435754
663368,67.54561403508771,171.0,0.27882089552238803,68.00981132075472,0.3398015510912159,-0.46419728566701224,-0.06098065556882787,Blake Perkins,-0.396853744084807
805367,64.98901734104047,692.0,0.3353271375464684,65.44883116883118,0.30335973910471686,-0.4598138277907111,0.03196739844175156,Chase Meidroth,-0.39310621749651925
647304,68.1868383404864,699.0,0.33257910447761196,68.61627906976744,0.3574452213689135,-0.4294407292810405,-0.024866116891301526,Josh Naylor,-0.36713950412873353
686780,70.31432835820895,335.0,0.3357314814814816,70.74306472919419,0.33170320051521446,-0.4287363709852343,0.004028280966267117,Pedro Pagés,-0.3665373307953281
687859,68.55891341256367,589.0,0.34486363636363637,68.96913043478261,0.40289858727308386,-0.4102170222189443,-0.05803495090944749,Troy Johnston,-0.35070468135328325
606192,70.58086785009861,507.0,0.4053542857142857,70.9904296875,0.4108036888117156,-0.40956183740138385,-0.005449403097429861,Teoscar Hernández,-0.35014454764301656
660162,70.40817307692308,208.0,0.33049999999999996,70.81676767676767,0.38224923858073323,-0.4085945998445908,-0.05174923858073327,Yoán Moncada,-0.34931763232557517
665019,70.39829787234044,705.0,0.39841897233201573,70.80401662049861,0.40391494258384414,-0.4057187481581792,-0.005495970251828408,Kody Clemens,-0.3468589955682639
672820,70.74024896265561,241.0,0.3087865168539326,71.14174757281553,0.41113498535800347,-0.40149861015991917,-0.10234846850407087,Lenyn Sosa,-0.34325109518436236
673548,70.85007473841554,669.0,0.4107426160337552,71.24958217270193,0.4350203594792644,-0.39950743428639157,-0.024277743445509148,Seiya Suzuki,-0.3415487896669889
694671,71.07612293144209,423.0,0.38291566265060245,71.46545820745217,0.42149289032439013,-0.3893352760100868,-0.038577227673787684,Wyatt Langford,-0.3328523598902094
676609,65.94992050874404,629.0,0.31414864864864867,66.33769716088327,0.34266943762921415,-0.3877766521392232,-0.02852078898056548,José Caballero,-0.3315198537815548
681351,69.43474387527839,449.0,0.3198614457831326,69.81829405162739,0.41163071297697124,-0.38355017634900435,-0.09176926719383866,Logan O'Hoppe,-0.3279065350625062
669326,65.98505747126437,87.0,0.2775172413793103,66.36378205128206,0.2880692142266336,-0.37872458001768905,-0.010551972847323343,Bryce Teodosio,-0.3237810133702098
666152,66.40976863753214,389.0,0.29473202614379085,66.77721518987342,0.3077323884485487,-0.36744655234127777,-0.013000362304757873,David Hamilton,-0.3141391484832908
666018,68.35925925925926,783.0,0.4162892857142858,68.71246913580246,0.4821878945077176,-0.3532098765432039,-0.06589860879343179,Jonathan Aranda,-0.3019678621181222
664059,68.56666666666668,81.0,0.23542307692307698,68.91079365079365,0.3411945504700813,-0.34412698412697296,-0.10577147354700431,Sam Haggerty,-0.2942026726743251
657041,70.53558994197292,517.0,0.35916582914572864,70.87957446808512,0.29072718608294823,-0.34398452611220875,0.06843864306278041,Lane Thomas,-0.29408088179299147
665489,74.87058011049724,724.0,0.3514829721362229,75.21279527559055,0.4078671511065645,-0.3422151650933074,-0.05638417897034159,Vladimir Guerrero Jr.,-0.2925682112826938
621043,71.85529411764705,255.0,0.4030103092783506,72.14936211972521,0.390237630713807,-0.29406800207816275,0.01277267856454356,Carlos Correa,-0.2514060104262928
663616,69.8663516068053,529.0,0.3603846153846154,70.15675105485232,0.360623761612092,-0.290399448047026,-0.000239146227476561,Trevor Larnach,-0.24826967282246118
669701,66.83295454545454,264.0,0.2882549019607843,67.11001984126983,0.3295897385235998,-0.2770652958152908,-0.0413348365628155,Josh Smith,-0.23686997618322478
665161,70.66389452332658,493.0,0.3971914893617021,70.91551339285715,0.3703083401675479,-0.25161886953057433,0.026883149194154243,Jeremy Peña,-0.21511519678989618
593428,69.8768115942029,552.0,0.33362545454545456,70.12560975609756,0.35899000122700636,-0.24879816189465487,-0.025364546681551803,Xander Bogaerts,-0.2127037040456533
656976,69.24155844155845,154.0,0.2579672131147541,69.48672032193159,0.41286799962216203,-0.24516188037313213,-0.1549007865074079,Pavin Smith,-0.20959495700873532
663647,69.38744186046512,215.0,0.34400892857142856,69.63133841131665,0.31845673914281714,-0.24389655085153095,0.025552189428611427,Ke'Bryan Hayes,-0.20851319549557412
687263,68.91827242524917,903.0,0.39310465116279075,69.15116731517509,0.44698331735298397,-0.232894889925916,-0.053878666190193214,Zach Neto,-0.19910760338141908
680776,72.97110817941952,758.0,0.38050194552529176,73.19891666666666,0.3890933466898358,-0.2278084872471453,-0.008591401164544044,Jarren Duran,-0.19475911189015016
663757,69.00506822612087,513.0,0.35875833333333335,69.22970852017937,0.4339318067581157,-0.22464029405850283,-0.07517347342478237,Trent Grisham,-0.19205054514984682
668930,68.14294954721863,773.0,0.4162418772563178,68.36300335570469,0.39541034686653354,-0.22005380848605682,0.020831530389784247,Brice Turang,-0.1881294451610765
669289,66.05849056603775,106.0,0.3288775510204082,66.27580645161291,0.25407741614255763,-0.2173158855751609,0.07480013487785059,Santiago Espinal,-0.18578872712640868
668942,66.01505376344087,93.0,0.2732,66.22758620689656,0.2952203107618542,-0.2125324434556859,-0.022020310761854178,Josh Rojas,-0.1816992441127394
810938,67.7212987012987,385.0,0.3234696132596685,67.92610229276897,0.31816703040030875,-0.2048035914702666,0.00530258285935975,Ben Williamson,-0.17509165733315799
676391,65.19806362378976,723.0,0.2869442896935933,65.4001050420168,0.3005193462282202,-0.20204141822704003,-0.013575056534626873,Ernie Clement,-0.17273020708941036
663837,69.6826171875,512.0,0.3335,69.88312236286922,0.36631864704227063,-0.20050517536921575,-0.03281864704227061,Matt Vierling,-0.17141683506252514
545341,72.27740863787375,301.0,0.4414955752212389,72.4619140625,0.39029883891405714,-0.18450542462625208,0.051196736307181745,Randal Grichuk,-0.15773825230725327
695506,75.69491059147181,727.0,0.4580124481327801,75.87744186046511,0.3749454106518978,-0.1825312689933014,0.08306703748088229,Jac Caglianone,-0.15605049781464173
592518,72.71787994891443,783.0,0.37701724137931036,72.86984732824428,0.4125093026144922,-0.1519673793298466,-0.03549206123518184,Manny Machado,-0.12992067236917826
680700,67.11074766355141,428.0,0.3127976878612717,67.25116696588869,0.3461858080876109,-0.1404193023372784,-0.03338812022633919,Richie Palacios,-0.1200479356406662
677800,72.37281213535589,857.0,0.39794701986754966,72.50656136087484,0.4131878489044429,-0.13374922551895452,-0.015240829036893222,Wilyer Abreu,-0.11434552194627863
571448,69.25098335854766,661.0,0.3343307984790875,69.38469520103762,0.298400165034653,-0.1337118424899586,0.03593063344443448,Nolan Arenado,-0.11431356226990753
681481,70.07731755424062,507.0,0.37598089171974525,70.19426681367145,0.4165723360183011,-0.11694925943082524,-0.04059144429855588,Kerry Carpenter,-0.09998281529453293
679529,71.511677852349,745.0,0.4205381165919282,71.61824500434405,0.40734129937289554,-0.10656715199505129,0.013196817219032653,Spencer Torkelson,-0.09110689478703307
673962,69.0082298136646,644.0,0.3838939929328622,69.10766839378239,0.38368033987415606,-0.09943858011779128,0.00021365305870613138,Josh Jung,-0.08501250232327003
656775,68.9642965204236,661.0,0.2760168776371308,69.06008273009307,0.32119772193551877,-0.09578620966946971,-0.04518084429838798,Cedric Mullins,-0.08189000046478033
682985,74.08204819277108,830.0,0.46809737827715353,74.16146059291394,0.4574522014686492,-0.07941240014285711,0.010645176808504353,Riley Greene,-0.06789162560088899
516782,70.30551470588235,272.0,0.3644673913043478,70.38237232289949,0.3620598929687001,-0.07685761701714,0.0024074983356476842,Starling Marte,-0.06570747829957793
672640,69.8774011299435,708.0,0.3645530085959885,69.94948347107439,0.353129977823179,-0.07208234113089418,0.011423030772809484,Otto Lopez,-0.06162497680073468
702616,68.55261324041813,287.0,0.36225961538461543,68.62157039711191,0.3603981224063248,-0.06895715669378433,0.0018614929782906353,Jackson Holliday,-0.05895317930618343
687221,70.63696682464455,422.0,0.4228642857142857,70.69312977099236,0.4210851035506698,-0.05616294634781127,0.0017791821636158889,Dalton Rushing,-0.04801509234362796
666971,68.68961424332345,337.0,0.3069300699300699,68.72760975609755,0.33782555646679197,-0.037995512774102735,-0.030895486536722083,Lourdes Gurriel Jr.,-0.032483303906350985
573262,69.56186440677965,472.0,0.3346610169491525,69.5863393810032,0.3566511127303177,-0.02447497422355127,-0.021990095781165175,Mike Yastrzemski,-0.020924260991829643
663586,73.97179802955665,812.0,0.375568093385214,73.99052987598648,0.4402200050598222,-0.018731846429830057,-0.06465191167460815,Austin Riley,-0.0160143189519472
807713,67.18254545454546,275.0,0.3213365384615384,67.18384615384615,0.34592593162078045,-0.0013006993006854373,-0.024589393159242023,Matt Shaw,-0.0011120000123735932
808982,66.82895148669797,639.0,0.3280368098159509,66.8295566502463,0.32646304484702615,-0.0006051635483288464,0.0015737649689247513,Jung Hoo Lee,-0.00051736928963912
641343,74.82697368421053,608.0,0.4404162895927601,74.82650918635171,0.4357878438606506,0.0004644978588146387,0.004628445732109465,Jake Bauers,0.00039711071150510445
606115,68.15238095238094,84.0,0.272025,68.13349753694581,0.28397831823205283,0.01888341543512695,-0.011953318232052812,Orlando Arcia,0.016143899044499553
670770,67.65417867435158,347.0,0.2549280575539568,67.62715430861722,0.29191991387327554,0.027024365734362732,-0.03699185631931873,TJ Friedl,0.023103798868165503
673357,73.4296803652968,219.0,0.34632467532467526,73.38980099502487,0.4007637240567809,0.03987937027193311,-0.054439048732105644,Luis Robert Jr.,0.034093860289208675
666310,70.36666666666667,171.0,0.34731746031746025,70.32445302445302,0.3318114973151243,0.0422136422136532,0.01550596300233592,Bo Naylor,0.03608948712371854
661388,71.2924924924925,666.0,0.35312693498452014,71.24700854700855,0.34798296015471164,0.045483945483951516,0.005143974829808495,William Contreras,0.03888535029910484
666023,67.56086956521739,322.0,0.26166101694915256,67.51051873198847,0.3069573316848784,0.050350833228918646,-0.04529631473572582,Freddy Fermin,0.04304617304251091
676439,67.77977941176471,272.0,0.37679347826086945,67.72800000000001,0.3029934031798537,0.05177941176469858,0.07380007508101577,Hunter Feduccia,0.04426750017678921
807799,70.15971830985914,355.0,0.31382967032967035,70.09652996845426,0.32865773185077224,0.0631883414048815,-0.014828061521101887,Masataka Yoshida,0.054021276391143486
677594,74.95605493133583,801.0,0.40795517241379314,74.89021657953697,0.4130926785457758,0.06583835179885966,-0.005137506131982661,Julio Rodríguez,0.056286835840080665
624431,67.17580645161291,124.0,0.2748709677419355,67.10443037974683,0.29727598890491236,0.07137607186608363,-0.02240502116297688,Jose Trevino,0.06102116973264866
670541,74.90372340425532,752.0,0.5524488448844884,74.83160919540231,0.43707410301373456,0.07211420885300868,0.11537474187075386,Yordan Alvarez,0.061652221304800275
668670,68.6878453038674,181.0,0.2910312500000001,68.61209677419355,0.3204815169305387,0.07574852967385937,-0.02945026693053865,Jake Rogers,0.06475929209020462
680779,71.87964824120604,398.0,0.30945652173913046,71.80121739130435,0.36606618774888033,0.07843084990169302,-0.05660966600974987,Henry Davis,0.06705247401547292
642715,70.47912371134021,776.0,0.37895505617977526,70.40039277297721,0.39456847414385743,0.0787309383629946,-0.015613417964082166,Willy Adames,0.06730902706543972
683146,72.94404223227751,663.0,0.3759360730593607,72.86415094339623,0.41565669174196573,0.07989128888128505,-0.03972061868260501,Brett Baty,0.06830103943141601
691026,69.56058282208589,652.0,0.3253357400722022,69.46237322515212,0.31681777214535595,0.09820959693377063,0.008517967926846226,Masyn Winn,0.08396181419334045
669065,73.12240356083086,674.0,0.4420876288659793,73.02389380530974,0.4872401140011037,0.09850975552112118,-0.045152485135124376,Kyle Stowers,0.08421842719580147
