pitches_to,pa_to,bip_to,in_zone_to,swing_to,contact_to,swstr_to,called_strike_to,z_contact_to,o_swing_to,bb_to,k_to,hbp_to,h_to,hr_to,tb_to,sb_to,hard_hit_n_to,barrel_n_to,woba_v_sum_to,woba_d_sum_to,k_pct_to,bb_pct_to,hr_per_pa_to,sb_per_pa_to,ab_to,iso_to,contact_pct_to,whiff_pct_to,swstr_pct_to,z_contact_pct_to,chase_pct_to,in_play_pct_to,hard_hit_pct_to,barrel_pct_to,xwoba_per_pa_to,xwoba_on_contact_to,fp_total_to,core_fp_per_pa_to,batter,pitches_last21,pa_last21,bip_last21,in_zone_last21,swing_last21,contact_last21,swstr_last21,called_strike_last21,z_contact_last21,o_swing_last21,bb_last21,k_last21,hbp_last21,h_last21,hr_last21,tb_last21,sb_last21,hard_hit_n_last21,barrel_n_last21,woba_v_sum_last21,woba_d_sum_last21,k_pct_last21,bb_pct_last21,hr_per_pa_last21,sb_per_pa_last21,ab_last21,iso_last21,contact_pct_last21,whiff_pct_last21,swstr_pct_last21,z_contact_pct_last21,chase_pct_last21,in_play_pct_last21,hard_hit_pct_last21,barrel_pct_last21,xwoba_per_pa_last21,xwoba_on_contact_last21,fp_total_last21,core_fp_per_pa_last21,pa_after,fp_after_core,ros_pa,ros_core_fp_per_pa,ros_full_fp_per_pa,lineup_spot_to,started_pct_to,pa_per_started_game_to,year,split_day,cutoff_date,babip_last21,CONTACT_raw,POWER_raw,DISCIPLINE_raw,C_L21,P_L21,D_L21,cell_L21,arch_L21,player_name,C_STD,P_STD,D_STD,arch_STD,age_tier,boundary_tier,fp_pa_STD,C_25,P_25,D_25,arch_25,fp_pa_25,dC_25_L21,dP_25_L21,dD_25_L21,net_change
794,203,122,346,369,250,119,121,181,145,20,53,8,46,10,86,0,54,19,78.346,200,0.2610837438423645,0.0985221674876847,0.0492610837438423,0.0,175,0.2285714285714285,0.6775067750677507,0.3224932249322493,0.1498740554156171,,0.3236607142857143,0.1536523929471032,0.4426229508196721,0.1557377049180328,0.39173,0.4936638655462185,61.0,0.3004926108374384,575929,270.0,71.0,49.0,118.0,132.0,99.0,33.0,42.0,68.0,55.0,6.0,15.0,1.0,17.0,3.0,33.0,0.0,19.0,6.0,26.131,70.0,0.2112676056338028,0.0845070422535211,0.0422535211267605,0.0,64.0,0.25,0.75,0.25,0.1222222222222222,,0.3618421052631579,0.1814814814814815,0.3877551020408163,0.1224489795918367,0.3733,0.4423125,25.0,0.352112676056338,,,,,,3.145833333333333,1.0,4.229166666666667,2026,59,2026-05-22,0.30434782608695654,55.5,59.0,47.0,56,57,44,AVG/AVG/AVG,AVERAGE_HITTER,Willson Contreras,55.0,64.0,48.0,POWER_HITTER,POST_PEAK,NEAR_EDGE,0.5073891625615764,54.0,56.0,46.0,AVERAGE_HITTER,0.5310834813499112,0.0,0.0,0.0,0.0
990,225,122,431,420,284,136,163,213,144,38,63,2,46,16,102,0,65,28,96.69,220,0.28,0.1688888888888889,0.0711111111111111,0.0,185,0.3027027027027027,0.6761904761904762,0.3238095238095238,0.1373737373737373,,0.257602862254025,0.1232323232323232,0.5327868852459017,0.2295081967213114,0.4395,0.57325,79.0,0.3511111111111111,592450,380.0,90.0,46.0,165.0,164.0,113.0,51.0,65.0,83.0,62.0,15.0,29.0,0.0,16.0,4.0,31.0,0.0,25.0,8.0,33.328,86.0,0.3222222222222222,0.1666666666666666,0.0444444444444444,0.0,75.0,0.2,0.6890243902439024,0.3109756097560975,0.1342105263157894,,0.2883720930232558,0.1210526315789473,0.5434782608695652,0.1739130434782608,0.3875348837209302,0.5184,17.0,0.1888888888888888,,,,,,2.372549019607843,1.0,4.411764705882353,2026,59,2026-05-22,0.2857142857142857,53.5,63.25,60.0,51,62,61,AVG/PLUS/PLUS,POWER_EYE,Aaron Judge,54.0,75.0,64.0,POWER_EYE,POST_PEAK,NEAR_EDGE,0.64,69.0,74.0,75.0,GOAT_TIER,0.8924889543446245,-1.0,0.0,0.0,-1.0
917,228,162,463,353,289,64,205,229,93,25,39,2,49,4,69,0,71,10,75.23,225,0.1710526315789473,0.1096491228070175,0.0175438596491228,0.0,201,0.099502487562189,0.8186968838526912,0.1813031161473088,0.0697928026172301,,0.2048458149779735,0.1766630316248637,0.4382716049382716,0.0617283950617283,0.3343555555555556,0.3480124223602484,57.0,0.25,608324,323.0,81.0,54.0,149.0,128.0,101.0,27.0,71.0,74.0,46.0,8.0,18.0,1.0,16.0,1.0,21.0,0.0,22.0,2.0,25.474,80.0,0.2222222222222222,0.0987654320987654,0.0123456790123456,0.0,72.0,0.0694444444444444,0.7890625,0.2109375,0.0835913312693498,,0.264367816091954,0.1671826625386996,0.4074074074074074,0.037037037037037,0.318425,0.3606296296296296,12.0,0.1481481481481481,,,,,,2.6122448979591835,0.98,4.612244897959184,2026,59,2026-05-22,0.2830188679245283,53.0,45.25,54.0,50,41,53,AVG/AVG/AVG,AVERAGE_HITTER,Alex Bregman,57.0,46.0,51.0,AVERAGE_HITTER,POST_PEAK,NEAR_EDGE,0.3684210526315789,62.0,52.0,55.0,PURE_HITTER,0.6391129032258065,-1.0,0.0,0.0,-1.0
995,234,163,437,448,373,75,156,261,158,37,33,1,46,8,81,0,70,14,89.204,228,0.141025641025641,0.1581196581196581,0.0341880341880341,0.0,196,0.1785714285714285,0.8325892857142857,0.1674107142857142,0.0753768844221105,,0.2831541218637993,0.1638190954773869,0.4294478527607362,0.0858895705521472,0.3912456140350877,0.3879876543209876,86.0,0.3675213675213675,608070,388.0,91.0,62.0,177.0,171.0,144.0,27.0,58.0,108.0,52.0,14.0,14.0,1.0,20.0,2.0,30.0,0.0,27.0,3.0,32.51,89.0,0.1538461538461538,0.1538461538461538,0.0219780219780219,0.0,76.0,0.131578947368421,0.8421052631578947,0.1578947368421052,0.0695876288659793,,0.2464454976303317,0.1597938144329896,0.4354838709677419,0.0483870967741935,0.3652808988764044,0.3646774193548387,31.0,0.3406593406593406,,,,,,2.830188679245283,1.0,4.415094339622642,2026,59,2026-05-22,0.3,56.0,50.0,61.0,58,46,62,AVG/AVG/PLUS,BALANCED_EYE,José Ramírez,59.0,54.0,61.0,BALANCED_EYE,POST_PEAK,EDGE,0.5726495726495726,64.0,58.0,51.0,PURE_HITTER,0.787518573551263,-1.0,0.0,1.0,0.0
837,222,159,395,425,315,110,122,234,153,16,47,0,48,5,72,0,64,8,63.557,222,0.2117117117117117,0.072072072072072,0.0225225225225225,0.0,206,0.116504854368932,0.7411764705882353,0.2588235294117647,0.1314217443249701,,0.3461538461538461,0.1899641577060931,0.4025157232704403,0.050314465408805,0.2862927927927928,0.3292893081761006,41.0,0.1846846846846846,607208,296.0,83.0,60.0,141.0,168.0,129.0,39.0,33.0,98.0,58.0,4.0,19.0,0.0,16.0,1.0,23.0,0.0,27.0,3.0,23.639,83.0,0.2289156626506024,0.0481927710843373,0.0120481927710843,0.0,79.0,0.0886075949367088,0.7678571428571429,0.2321428571428571,0.1317567567567567,,0.3741935483870968,0.2027027027027027,0.45,0.05,0.2848072289156626,0.3473166666666666,8.0,0.0963855421686747,,,,,,1.020408163265306,0.98,4.510204081632653,2026,59,2026-05-22,0.2542372881355932,51.0,47.5,42.5,45,43,39,AVG/AVG/MINUS,AVG_HACKER,Trea Turner,47.0,44.0,46.0,AVERAGE_HITTER,POST_PEAK,NEAR_EDGE,0.3558558558558558,61.0,45.0,49.0,PURE_HITTER,0.6370716510903427,-1.0,0.0,-1.0,-2.0
832,212,148,432,410,318,92,125,250,113,19,41,4,52,6,83,0,73,15,80.285,209,0.1933962264150943,0.0896226415094339,0.0283018867924528,0.0,189,0.164021164021164,0.775609756097561,0.224390243902439,0.110576923076923,,0.2825,0.1778846153846154,0.4932432432432432,0.1013513513513513,0.3841387559808612,0.4331164383561643,65.0,0.3066037735849056,607043,301.0,69.0,48.0,166.0,154.0,125.0,29.0,47.0,98.0,37.0,6.0,14.0,1.0,14.0,2.0,24.0,0.0,25.0,5.0,27.075,67.0,0.2028985507246377,0.0869565217391304,0.0289855072463768,0.0,62.0,0.1612903225806451,0.8116883116883117,0.1883116883116883,0.0963455149501661,,0.2740740740740741,0.1594684385382059,0.5208333333333334,0.1041666666666666,0.4041044776119403,0.4548913043478261,17.0,0.2463768115942029,,,,,,1.2708333333333333,1.0,4.416666666666667,2026,59,2026-05-22,0.2608695652173913,56.25,56.25,52.0,58,54,51,AVG/AVG/AVG,AVERAGE_HITTER,Brandon Nimmo,62.0,52.0,53.0,PURE_HITTER,POST_PEAK,EDGE,0.4433962264150943,52.0,52.0,52.0,AVERAGE_HITTER,0.549079754601227,0.0,0.0,0.0,0.0
741,203,157,343,359,281,78,122,197,137,15,31,0,45,7,78,0,74,17,73.477,201,0.1527093596059113,0.0738916256157635,0.0344827586206896,0.0,188,0.175531914893617,0.7827298050139275,0.2172701949860724,0.1052631578947368,,0.3442211055276382,0.2118758434547908,0.4713375796178344,0.10828025477707,0.3655572139303483,0.4063032258064516,62.0,0.3054187192118227,606466,267.0,76.0,63.0,123.0,124.0,104.0,20.0,49.0,68.0,51.0,5.0,8.0,0.0,18.0,2.0,33.0,0.0,29.0,8.0,26.919,74.0,0.1052631578947368,0.0657894736842105,0.0263157894736842,0.0,71.0,0.2112676056338028,0.8387096774193549,0.1612903225806451,0.0749063670411985,,0.3541666666666667,0.2359550561797752,0.4603174603174603,0.1269841269841269,0.3637702702702702,0.3839180327868852,30.0,0.3947368421052631,,,,,,1.2,0.9574468085106383,4.466666666666667,2026,59,2026-05-22,0.26229508196721313,57.0,57.5,45.5,60,55,42,PLUS/AVG/AVG,PURE_HITTER,Ketel Marte,57.0,57.0,42.0,AVERAGE_HITTER,POST_PEAK,EDGE,0.4630541871921182,61.0,62.0,61.0,GOAT_TIER,0.7212230215827338,0.0,-1.0,-1.0,-2.0
758,187,117,360,340,240,100,129,183,104,17,51,2,44,6,70,0,49,13,61.763,185,0.2727272727272727,0.0909090909090909,0.0320855614973262,0.0,168,0.1547619047619047,0.7058823529411765,0.2941176470588235,0.1319261213720316,,0.2613065326633166,0.154353562005277,0.4188034188034188,0.1111111111111111,0.333854054054054,0.4203706896551724,38.0,0.2032085561497326,606192,305.0,74.0,47.0,154.0,137.0,103.0,34.0,55.0,80.0,36.0,6.0,19.0,2.0,20.0,2.0,30.0,0.0,20.0,5.0,26.412,73.0,0.2567567567567567,0.081081081081081,0.027027027027027,0.0,66.0,0.1515151515151515,0.7518248175182481,0.2481751824817518,0.1114754098360655,,0.23841059602649,0.1540983606557377,0.425531914893617,0.1063829787234042,0.3618082191780822,0.4491914893617021,19.0,0.2567567567567567,,,,,,5.478260869565218,1.0,4.065217391304348,2026,59,2026-05-22,0.4,57.25,54.0,53.5,61,51,53,PLUS/AVG/AVG,PURE_HITTER,Teoscar Hernández,52.0,51.0,52.0,AVERAGE_HITTER,POST_PEAK,SOLID,0.3903743315508021,44.0,54.0,41.0,AVERAGE_HITTER,0.5325884543761639,1.0,0.0,0.0,1.0
767,195,135,349,392,288,104,83,211,129,15,44,1,41,5,64,0,58,14,59.906,194,0.2256410256410256,0.0769230769230769,0.0256410256410256,0.0,179,0.1284916201117318,0.7346938775510204,0.2653061224489796,0.135593220338983,,0.3086124401913875,0.1760104302477184,0.4296296296296296,0.1037037037037037,0.3087938144329897,0.3634776119402985,36.0,0.1846153846153846,605137,261.0,64.0,43.0,127.0,146.0,105.0,41.0,28.0,75.0,50.0,1.0,20.0,0.0,15.0,2.0,24.0,0.0,19.0,5.0,17.142,63.0,0.3125,0.015625,0.03125,0.0,63.0,0.1428571428571428,0.7191780821917808,0.2808219178082192,0.1570881226053639,,0.373134328358209,0.1647509578544061,0.4418604651162791,0.1162790697674418,0.2720952380952381,0.3914761904761905,5.0,0.078125,,,,,,4.195652173913044,0.9583333333333334,4.195652173913044,2026,59,2026-05-22,0.3170731707317073,51.25,54.75,39.0,45,52,34,AVG/AVG/MINUS,AVG_HACKER,Josh Bell,48.0,55.0,56.0,AVERAGE_HITTER,POST_PEAK,NEAR_EDGE,0.3846153846153846,50.0,55.0,59.0,AVERAGE_HITTER,0.5335820895522388,0.0,0.0,-1.0,-1.0
750,196,143,366,337,259,78,137,198,105,18,35,0,43,7,67,0,52,10,62.992,194,0.1785714285714285,0.0918367346938775,0.0357142857142857,0.0,178,0.1348314606741573,0.7685459940652819,0.2314540059347181,0.104,,0.2734375,0.1906666666666666,0.3636363636363636,0.0699300699300699,0.324701030927835,0.3573900709219858,50.0,0.2551020408163265,593428,269.0,70.0,49.0,135.0,127.0,93.0,34.0,51.0,73.0,41.0,4.0,17.0,0.0,13.0,2.0,20.0,0.0,16.0,3.0,17.902,68.0,0.2428571428571428,0.0571428571428571,0.0285714285714285,0.0,66.0,0.106060606060606,0.7322834645669292,0.2677165354330709,0.1263940520446096,,0.3059701492537313,0.1821561338289963,0.3265306122448979,0.0612244897959183,0.2632647058823529,0.3213191489361702,7.0,0.1,,,,,,4.5625,0.979591836734694,4.0625,2026,59,2026-05-22,0.23404255319148937,48.25,48.0,47.5,38,44,45,MINUS/AVG/AVG,BACKUP_BAT,Xander Bogaerts,51.0,51.0,50.0,AVERAGE_HITTER,POST_PEAK,SOLID,0.4591836734693877,56.0,44.0,46.0,AVERAGE_HITTER,0.5134649910233393,-1.0,0.0,0.0,-1.0
821,200,131,383,391,297,94,124,216,128,23,46,0,31,8,60,0,58,9,62.401,197,0.23,0.115,0.04,0.0,177,0.1638418079096045,0.7595907928388747,0.2404092071611253,0.1144945188794153,,0.2922374429223744,0.1595615103532277,0.4427480916030534,0.0687022900763358,0.3167563451776649,0.3542713178294573,37.0,0.185,592518,310.0,78.0,51.0,147.0,163.0,120.0,43.0,46.0,85.0,59.0,5.0,22.0,0.0,8.0,4.0,21.0,0.0,25.0,4.0,22.509,76.0,0.282051282051282,0.0641025641025641,0.0512820512820512,0.0,73.0,0.1780821917808219,0.7361963190184049,0.263803680981595,0.1387096774193548,,0.3619631901840491,0.164516129032258,0.4901960784313725,0.0784313725490196,0.2961710526315789,0.3695714285714286,4.0,0.0512820512820512,,,,,,3.6041666666666665,1.0,4.166666666666667,2026,59,2026-05-22,0.0851063829787234,45.75,58.0,44.5,31,56,41,MINUS/AVG/AVG,BACKUP_BAT,Manny Machado,39.0,52.0,57.0,BACKUP_BAT,POST_PEAK,EDGE,0.375,57.0,56.0,51.0,AVERAGE_HITTER,0.6038291605301914,-1.0,0.0,0.0,-1.0
646,166,124,313,327,263,64,89,194,96,9,30,3,28,3,42,0,38,2,39.429,161,0.180722891566265,0.0542168674698795,0.0180722891566265,0.0,154,0.0909090909090909,0.8042813455657493,0.1957186544342507,0.0990712074303405,,0.2882882882882883,0.1919504643962848,0.3064516129032258,0.0161290322580645,0.2449006211180124,0.2460084745762711,24.0,0.144578313253012,656775,246.0,61.0,48.0,118.0,122.0,100.0,22.0,35.0,73.0,39.0,4.0,8.0,1.0,16.0,1.0,20.0,0.0,13.0,0.0,17.062,58.0,0.1311475409836065,0.0655737704918032,0.0163934426229508,0.0,56.0,0.0714285714285714,0.819672131147541,0.180327868852459,0.089430894308943,,0.3046875,0.1951219512195122,0.2708333333333333,0.0,0.2941724137931035,0.2769333333333333,17.0,0.2786885245901639,,,,,,6.076923076923077,0.9285714285714286,4.153846153846154,2026,59,2026-05-22,0.3191489361702128,53.75,41.25,48.5,52,36,46,AVG/MINUS/AVG,GENERIC_NO_POWER,Cedric Mullins,40.0,40.0,51.0,AVERAGE_HITTER,POST_PEAK,EDGE,0.2831325301204819,37.0,51.0,58.0,BACKUP_BAT,0.4879518072289157,1.0,-1.0,0.0,0.0
733,191,135,365,323,246,77,139,194,93,15,38,3,47,7,77,0,51,19,71.033,186,0.1989528795811518,0.0785340314136125,0.0366492146596858,0.0,173,0.1734104046242774,0.7616099071207431,0.2383900928792569,0.1050477489768076,,0.2527173913043478,0.1841746248294679,0.3777777777777777,0.1407407407407407,0.3818978494623656,0.4494846153846153,57.0,0.2984293193717277,668715,305.0,78.0,64.0,163.0,137.0,106.0,31.0,57.0,90.0,33.0,5.0,9.0,0.0,23.0,2.0,32.0,0.0,23.0,8.0,31.356,78.0,0.1153846153846153,0.0641025641025641,0.0256410256410256,0.0,73.0,0.1232876712328767,0.7737226277372263,0.2262773722627737,0.101639344262295,,0.2323943661971831,0.2098360655737705,0.359375,0.125,0.402,0.43525,28.0,0.358974358974359,,,,,,5.531914893617022,0.9791666666666666,4.042553191489362,2026,59,2026-05-22,0.3387096774193548,58.5,52.0,51.5,64,49,50,PLUS/AVG/AVG,PURE_HITTER,Spencer Steer,61.0,60.0,49.0,CONTACT_POWER,PEAK,EDGE,0.4293193717277487,42.0,50.0,56.0,AVERAGE_HITTER,0.5,1.0,0.0,0.0,1.0
369,92,64,179,169,122,47,51,100,43,14,14,0,23,6,49,0,34,9,39.405,91,0.1521739130434782,0.1521739130434782,0.0652173913043478,0.0,78,0.3333333333333333,0.7218934911242604,0.2781065088757396,0.1273712737127371,,0.2263157894736842,0.1734417344173441,0.53125,0.140625,0.433021978021978,0.467265625,49.0,0.532608695652174,668709,313.0,80.0,56.0,156.0,144.0,104.0,40.0,45.0,86.0,35.0,11.0,13.0,0.0,21.0,5.0,44.0,0.0,30.0,8.0,32.849,80.0,0.1625,0.1375,0.0625,0.0,69.0,0.3333333333333333,0.7222222222222222,0.2777777777777778,0.1277955271565495,,0.2229299363057325,0.1789137380191693,0.5357142857142857,0.1428571428571428,0.4106124999999999,0.4490892857142857,42.0,0.525,,,,,,4.227272727272728,1.0,4.181818181818182,2026,59,2026-05-22,0.3137254901960784,56.25,69.0,60.5,58,69,62,AVG/PLUS/PLUS,POWER_EYE,JJ Bleday,61.0,72.0,70.0,GOAT_TIER,PEAK,EDGE,0.6521739130434783,30.0,53.0,55.0,BACKUP_BAT,0.4563953488372093,1.0,1.0,1.0,3.0
890,219,137,413,412,293,119,151,193,150,23,51,8,55,5,85,0,57,9,73.083,217,0.2328767123287671,0.1050228310502283,0.0228310502283105,0.0,188,0.1595744680851064,0.7111650485436893,0.2888349514563106,0.1337078651685393,,0.3144654088050314,0.1539325842696629,0.4160583941605839,0.0656934306569343,0.3367880184331797,0.3739481481481481,65.0,0.2968036529680365,668227,318.0,80.0,48.0,150.0,157.0,104.0,53.0,45.0,74.0,50.0,8.0,19.0,5.0,21.0,2.0,31.0,0.0,22.0,3.0,27.374,79.0,0.2375,0.1,0.025,0.0,67.0,0.1492537313432835,0.6624203821656051,0.3375796178343949,0.1666666666666666,,0.2976190476190476,0.1509433962264151,0.4583333333333333,0.0625,0.346506329113924,0.369659574468085,25.0,0.3125,,,,,,4.673076923076923,1.0,4.211538461538462,2026,59,2026-05-22,0.41304347826086957,53.0,52.25,52.0,50,49,51,AVG/AVG/AVG,AVERAGE_HITTER,Randy Arozarena,56.0,51.0,48.0,AVERAGE_HITTER,POST_PEAK,NEAR_EDGE,0.4977168949771689,44.0,56.0,49.0,AVERAGE_HITTER,0.5098314606741573,0.0,0.0,0.0,0.0
533,151,89,237,257,155,102,79,122,93,15,46,1,27,7,50,0,37,13,47.475,149,0.304635761589404,0.0993377483443708,0.0463576158940397,0.0,135,0.1703703703703703,0.603112840466926,0.3968871595330739,0.1913696060037523,,0.3141891891891892,0.1669793621013133,0.4157303370786517,0.146067415730337,0.3186241610738255,0.415625,20.0,0.1324503311258278,667670,306.0,83.0,50.0,131.0,143.0,88.0,55.0,49.0,66.0,57.0,8.0,24.0,1.0,19.0,4.0,33.0,0.0,22.0,7.0,26.607,81.0,0.2891566265060241,0.0963855421686747,0.0481927710843373,0.0,74.0,0.1891891891891892,0.6153846153846154,0.3846153846153846,0.1797385620915032,,0.3257142857142857,0.1633986928104575,0.44,0.14,0.3284814814814815,0.4205510204081633,18.0,0.216867469879518,,,,,,3.7714285714285714,1.0,4.314285714285714,2026,59,2026-05-22,0.32608695652173914,50.25,59.75,50.0,43,58,48,AVG/AVG/AVG,AVERAGE_HITTER,Brent Rooker,33.0,59.0,53.0,BACKUP_BAT,POST_PEAK,EDGE,0.271523178807947,50.0,59.0,62.0,BALANCED_EYE,0.575107296137339,0.0,0.0,-1.0,-1.0
380,102,75,165,200,145,55,52,98,87,8,19,0,21,1,28,0,27,5,29.571,102,0.1862745098039215,0.0784313725490196,0.0098039215686274,0.0,94,0.0744680851063829,0.725,0.275,0.1447368421052631,,0.4046511627906977,0.1973684210526315,0.36,0.0666666666666666,0.2899117647058823,0.3196133333333333,17.0,0.1666666666666666,666971,251.0,64.0,45.0,103.0,134.0,95.0,39.0,31.0,61.0,60.0,6.0,13.0,0.0,14.0,1.0,20.0,0.0,20.0,4.0,19.593,64.0,0.203125,0.09375,0.015625,0.0,58.0,0.1034482758620689,0.7089552238805971,0.291044776119403,0.1553784860557769,,0.4054054054054054,0.1792828685258964,0.4444444444444444,0.0888888888888888,0.306140625,0.3420666666666667,13.0,0.203125,,,,,,5.48,1.0,4.08,2026,59,2026-05-22,0.29545454545454547,51.0,50.25,46.0,45,47,43,AVG/AVG/AVG,AVERAGE_HITTER,Lourdes Gurriel Jr.,45.0,41.0,41.0,AVERAGE_HITTER,POST_PEAK,EDGE,0.2450980392156862,51.0,50.0,40.0,AVERAGE_HITTER,0.5703839122486288,0.0,0.0,0.0,0.0
851,200,121,384,377,255,122,146,198,134,16,59,4,36,4,56,0,59,9,60.271,200,0.295,0.08,0.02,0.0,180,0.1111111111111111,0.6763925729442971,0.3236074270557029,0.1433607520564042,,0.2869379014989293,0.1421856639247943,0.4876033057851239,0.0743801652892562,0.301355,0.382404958677686,17.0,0.085,666969,308.0,70.0,37.0,137.0,134.0,83.0,51.0,53.0,67.0,47.0,5.0,26.0,2.0,8.0,1.0,12.0,0.0,17.0,2.0,18.455,70.0,0.3714285714285714,0.0714285714285714,0.0142857142857142,0.0,63.0,0.0634920634920634,0.6194029850746269,0.3805970149253731,0.1655844155844155,,0.2748538011695906,0.1201298701298701,0.4594594594594595,0.054054054054054,0.2636428571428571,0.3663513513513513,-7.0,-0.1,,,,,,4.6875,0.96,4.104166666666667,2026,59,2026-05-22,0.19444444444444445,43.25,47.25,50.5,25,43,49,MINUS/AVG/AVG,BACKUP_BAT,Adolis García,39.0,48.0,47.0,BACKUP_BAT,POST_PEAK,EDGE,0.2,39.0,53.0,38.0,K_PRONE_FILLER,0.4444444444444444,0.0,0.0,1.0,1.0
824,225,172,382,436,362,74,120,246,169,15,38,0,46,5,67,0,78,12,74.039,225,0.1688888888888889,0.0666666666666666,0.0222222222222222,0.0,210,0.1,0.8302752293577982,0.1697247706422018,0.0898058252427184,,0.3823529411764705,0.2087378640776699,0.4534883720930232,0.0697674418604651,0.3290622222222222,0.3653430232558139,44.0,0.1955555555555555,666182,317.0,85.0,68.0,150.0,158.0,140.0,18.0,49.0,95.0,56.0,7.0,10.0,0.0,15.0,3.0,25.0,0.0,27.0,8.0,27.516,85.0,0.1176470588235294,0.0823529411764705,0.0352941176470588,0.0,78.0,0.1282051282051282,0.8860759493670886,0.1139240506329113,0.056782334384858,,0.3353293413173652,0.2145110410094637,0.3970588235294117,0.1176470588235294,0.3237176470588235,0.3325882352941176,22.0,0.2588235294117647,,,,,,2.176470588235294,1.0,4.411764705882353,2026,59,2026-05-22,0.18461538461538463,54.0,53.75,48.0,53,51,46,AVG/AVG/AVG,AVERAGE_HITTER,Bo Bichette,55.0,46.0,42.0,AVERAGE_HITTER,PEAK,EDGE,0.3377777777777778,71.0,50.0,44.0,PURE_HITTER,0.6492063492063492,-1.0,0.0,0.0,-1.0
825,217,154,386,466,343,123,97,252,171,7,50,6,50,7,78,0,70,12,69.53,212,0.2304147465437788,0.032258064516129,0.032258064516129,0.0,204,0.1372549019607843,0.7360515021459227,0.2639484978540772,0.149090909090909,,0.3895216400911162,0.1866666666666666,0.4545454545454545,0.0779220779220779,0.3279716981132075,0.4055704697986577,41.0,0.1889400921658986,666176,290.0,74.0,50.0,133.0,167.0,120.0,47.0,32.0,89.0,64.0,3.0,19.0,2.0,16.0,3.0,30.0,0.0,23.0,6.0,26.292,71.0,0.2567567567567567,0.0405405405405405,0.0405405405405405,0.0,69.0,0.2028985507246377,0.718562874251497,0.281437125748503,0.1620689655172413,,0.4076433121019108,0.1724137931034483,0.46,0.12,0.3703098591549295,0.4849361702127659,16.0,0.2162162162162162,,,,,,5.0,1.0,4.173076923076923,2026,59,2026-05-22,0.2765957446808511,54.5,58.75,39.5,54,57,35,AVG/AVG/MINUS,AVG_HACKER,Jo Adell,52.0,51.0,42.0,AVERAGE_HITTER,PEAK,EDGE,0.3548387096774194,47.0,65.0,48.0,POWER_HITTER,0.5462478184991274,0.0,-1.0,-1.0,-2.0
576,164,111,272,334,241,93,60,176,126,10,40,3,42,12,91,0,46,15,51.919,164,0.2439024390243902,0.0609756097560975,0.073170731707317,0.0,151,0.3245033112582781,0.7215568862275449,0.278443113772455,0.1614583333333333,,0.4144736842105263,0.1927083333333333,0.4144144144144144,0.1351351351351351,0.3165792682926829,0.3857567567567568,64.0,0.3902439024390244,666160,206.0,62.0,41.0,94.0,120.0,86.0,34.0,18.0,62.0,45.0,4.0,15.0,2.0,12.0,3.0,28.0,0.0,18.0,6.0,18.081,62.0,0.2419354838709677,0.064516129032258,0.0483870967741935,0.0,56.0,0.2857142857142857,0.7166666666666667,0.2833333333333333,0.1650485436893204,,0.4017857142857143,0.1990291262135922,0.4390243902439024,0.1463414634146341,0.2916290322580645,0.3385609756097561,19.0,0.3064516129032258,,,,,,2.702702702702702,0.8604651162790697,4.162162162162162,2026,59,2026-05-22,0.23684210526315788,49.0,63.25,42.5,40,62,39,AVG/PLUS/MINUS,ALL_OR_NOTHING,Mickey Moniak,50.0,75.0,46.0,POWER_HITTER,PEAK,SOLID,0.6402439024390244,52.0,64.0,41.0,POWER_HITTER,0.6030368763557483,0.0,0.0,-1.0,-1.0
874,213,131,395,381,297,84,156,200,138,29,50,3,46,8,78,0,55,13,76.589,210,0.2347417840375587,0.136150234741784,0.0375586854460093,0.0,181,0.1767955801104972,0.7795275590551181,0.2204724409448819,0.0961098398169336,,0.2881002087682672,0.1498855835240274,0.4198473282442748,0.099236641221374,0.3647095238095238,0.4214538461538462,60.0,0.2816901408450704,666018,313.0,80.0,51.0,144.0,136.0,109.0,27.0,59.0,74.0,50.0,10.0,17.0,2.0,22.0,1.0,29.0,0.0,22.0,4.0,31.064,78.0,0.2125,0.125,0.0125,0.0,68.0,0.1029411764705882,0.8014705882352942,0.1985294117647058,0.0862619808306709,,0.2958579881656805,0.1629392971246006,0.4313725490196078,0.0784313725490196,0.3982564102564102,0.4592799999999999,24.0,0.3,,,,,,2.8043478260869565,0.9387755102040816,4.5,2026,59,2026-05-22,0.42,60.25,49.0,55.5,69,45,55,PLUS/AVG/AVG,PURE_HITTER,Jonathan Aranda,57.0,54.0,53.0,AVERAGE_HITTER,PEAK,NEAR_EDGE,0.5070422535211268,74.0,57.0,54.0,PURE_HITTER,0.5639810426540285,0.0,0.0,0.0,0.0
