pitches_to,pa_to,bip_to,in_zone_to,swing_to,contact_to,swstr_to,called_strike_to,z_contact_to,o_swing_to,bb_to,k_to,hbp_to,h_to,hr_to,tb_to,sb_to,hard_hit_n_to,barrel_n_to,woba_v_sum_to,woba_d_sum_to,k_pct_to,bb_pct_to,hr_per_pa_to,sb_per_pa_to,ab_to,iso_to,contact_pct_to,whiff_pct_to,swstr_pct_to,z_contact_pct_to,chase_pct_to,in_play_pct_to,hard_hit_pct_to,barrel_pct_to,xwoba_per_pa_to,xwoba_on_contact_to,fp_total_to,core_fp_per_pa_to,batter,pitches_last21,pa_last21,bip_last21,in_zone_last21,swing_last21,contact_last21,swstr_last21,called_strike_last21,z_contact_last21,o_swing_last21,bb_last21,k_last21,hbp_last21,h_last21,hr_last21,tb_last21,sb_last21,hard_hit_n_last21,barrel_n_last21,woba_v_sum_last21,woba_d_sum_last21,k_pct_last21,bb_pct_last21,hr_per_pa_last21,sb_per_pa_last21,ab_last21,iso_last21,contact_pct_last21,whiff_pct_last21,swstr_pct_last21,z_contact_pct_last21,chase_pct_last21,in_play_pct_last21,hard_hit_pct_last21,barrel_pct_last21,xwoba_per_pa_last21,xwoba_on_contact_last21,fp_total_last21,core_fp_per_pa_last21,pa_after,fp_after_core,ros_pa,ros_core_fp_per_pa,ros_full_fp_per_pa,lineup_spot_to,started_pct_to,pa_per_started_game_to,year,split_day,cutoff_date,babip_last21,CONTACT_raw,POWER_raw,DISCIPLINE_raw,C_L21,P_L21,D_L21,cell_L21,arch_L21,player_name,C_STD,P_STD,D_STD,arch_STD,age_tier,boundary_tier,fp_pa_STD,C_25,P_25,D_25,arch_25,fp_pa_25,dC_25_L21,dP_25_L21,dD_25_L21,net_change
634,175,134,306,366,277,89,85,186,142,6,32,3,38,5,62,0,33,5,44.372,174,0.1828571428571428,0.0342857142857142,0.0285714285714285,0.0,166,0.144578313253012,0.7568306010928961,0.2431693989071038,0.140378548895899,,0.4329268292682927,0.2113564668769716,0.2462686567164179,0.0373134328358208,0.2550114942528735,0.2847518796992481,39.0,0.2228571428571428,665926,231.0,60.0,41.0,103.0,130.0,92.0,38.0,30.0,59.0,53.0,2.0,14.0,3.0,10.0,2.0,17.0,0.0,8.0,2.0,15.611,60.0,0.2333333333333333,0.0333333333333333,0.0333333333333333,0.0,55.0,0.1272727272727272,0.7076923076923077,0.2923076923076923,0.1645021645021645,,0.4140625,0.1774891774891775,0.1951219512195122,0.048780487804878,0.2601833333333333,0.295390243902439,8.0,0.1333333333333333,,,,,,8.0,0.8958333333333334,3.883720930232558,2026,59,2026-05-22,0.20512820512820512,46.5,46.0,39.0,33,42,34,MINUS/AVG/MINUS,K_PRONE_FILLER,Andrés Giménez,44.0,43.0,36.0,AVG_HACKER,PEAK,NEAR_EDGE,0.4057142857142857,40.0,36.0,39.0,NO_POWER_HACKER,0.4297297297297297,-1.0,1.0,0.0,0.0
878,219,132,407,380,270,110,142,228,108,34,50,3,44,4,68,0,56,10,75.863,217,0.228310502283105,0.1552511415525114,0.0182648401826484,0.0,182,0.1318681318681318,0.7105263157894737,0.2894736842105263,0.1252847380410023,,0.2292993630573248,0.1503416856492027,0.4242424242424242,0.0757575757575757,0.3495990783410138,0.3830530303030303,55.0,0.2511415525114155,668804,261.0,72.0,52.0,134.0,127.0,92.0,35.0,37.0,81.0,30.0,8.0,11.0,1.0,14.0,0.0,18.0,0.0,20.0,2.0,24.309,72.0,0.1527777777777778,0.1111111111111111,0.0,0.0,63.0,0.0634920634920634,0.7244094488188977,0.2755905511811024,0.1340996168582375,,0.2362204724409448,0.1992337164750957,0.3846153846153846,0.0384615384615384,0.337625,0.3463269230769231,16.0,0.2222222222222222,,,,,,3.0,0.9411764705882352,4.479166666666667,2026,59,2026-05-22,0.2692307692307692,52.25,43.0,57.0,48,38,57,AVG/MINUS/AVG,GENERIC_NO_POWER,Bryan Reynolds,51.0,49.0,67.0,BALANCED_EYE,POST_PEAK,SOLID,0.4748858447488584,51.0,51.0,60.0,BALANCED_EYE,0.4143730886850152,0.0,-1.0,-1.0,-2.0
578,162,120,279,318,221,97,70,170,106,7,34,1,35,6,61,0,57,13,54.821,162,0.2098765432098765,0.0432098765432098,0.037037037037037,0.0,154,0.1688311688311688,0.6949685534591195,0.3050314465408805,0.1678200692041522,,0.354515050167224,0.2076124567474048,0.475,0.1083333333333333,0.3384012345679012,0.410175,35.0,0.2160493827160493,668901,253.0,79.0,62.0,128.0,151.0,106.0,45.0,28.0,84.0,49.0,1.0,15.0,1.0,17.0,4.0,34.0,0.0,34.0,11.0,31.157,79.0,0.189873417721519,0.0126582278481012,0.050632911392405,0.0,77.0,0.2207792207792207,0.7019867549668874,0.2980132450331126,0.1778656126482213,,0.392,0.2450592885375494,0.5483870967741935,0.1774193548387097,0.3943924050632911,0.4799516129032258,21.0,0.2658227848101265,,,,,,4.875,0.9302325581395348,3.925,2026,59,2026-05-22,0.22413793103448276,53.5,65.25,37.5,51,64,32,AVG/PLUS/MINUS,ALL_OR_NOTHING,Mark Vientos,47.0,57.0,47.0,AVERAGE_HITTER,PEAK,NEAR_EDGE,0.3641975308641975,40.0,53.0,45.0,AVERAGE_HITTER,0.4341252699784017,0.0,1.0,-1.0,0.0
606,169,123,297,313,241,72,95,178,111,6,36,4,46,9,83,0,57,18,59.877,167,0.2130177514792899,0.0355029585798816,0.0532544378698224,0.0,159,0.2327044025157232,0.7699680511182109,0.2300319488817891,0.1188118811881188,,0.3592233009708738,0.2029702970297029,0.4634146341463415,0.1463414634146341,0.3585449101796407,0.437,57.0,0.3372781065088757,669477,246.0,68.0,48.0,113.0,135.0,102.0,33.0,33.0,71.0,55.0,2.0,17.0,1.0,17.0,5.0,32.0,0.0,24.0,7.0,22.828,67.0,0.25,0.0294117647058823,0.0735294117647058,0.0,65.0,0.2307692307692307,0.7555555555555555,0.2444444444444444,0.1341463414634146,,0.4135338345864661,0.1951219512195122,0.5,0.1458333333333333,0.3407164179104477,0.4410212765957447,18.0,0.2647058823529412,,,,,,4.585365853658536,0.9761904761904762,4.097560975609756,2026,59,2026-05-22,0.27906976744186046,54.0,66.25,38.5,53,65,33,AVG/PLUS/MINUS,ALL_OR_NOTHING,Casey Schmitt,61.0,65.0,37.0,AGGRESSIVE_STAR,PEAK,EDGE,0.5384615384615384,47.0,52.0,51.0,AVERAGE_HITTER,0.425287356321839,0.0,1.0,-1.0,0.0
714,198,134,315,360,234,126,121,168,157,12,51,1,45,9,80,0,65,13,62.949,196,0.2575757575757575,0.0606060606060606,0.0454545454545454,0.0,185,0.1891891891891892,0.65,0.35,0.1764705882352941,,0.3934837092731829,0.1876750700280112,0.4850746268656716,0.0970149253731343,0.3211683673469387,0.3931742424242424,42.0,0.2121212121212121,669394,238.0,65.0,47.0,104.0,120.0,77.0,43.0,34.0,57.0,51.0,7.0,11.0,0.0,17.0,4.0,32.0,0.0,24.0,5.0,26.274,63.0,0.1692307692307692,0.1076923076923077,0.0615384615384615,0.0,58.0,0.2586206896551724,0.6416666666666667,0.3583333333333333,0.180672268907563,,0.3805970149253731,0.1974789915966386,0.5106382978723404,0.1063829787234042,0.417047619047619,0.4472,28.0,0.4307692307692308,,,,,,4.872340425531915,0.9791666666666666,4.170212765957447,2026,59,2026-05-22,0.3023255813953488,53.5,64.0,48.5,51,63,46,AVG/PLUS/AVG,POWER_HITTER,Jake Burger,43.0,59.0,36.0,AVG_HACKER,PEAK,EDGE,0.3838383838383838,44.0,57.0,31.0,AVG_HACKER,0.4509283819628647,0.0,1.0,1.0,2.0
842,220,170,390,331,282,49,161,215,99,25,25,0,60,6,92,0,59,11,76.913,219,0.1136363636363636,0.1136363636363636,0.0272727272727272,0.0,195,0.1641025641025641,0.851963746223565,0.148036253776435,0.0581947743467933,,0.2190265486725663,0.2019002375296912,0.3470588235294117,0.0647058823529411,0.3512009132420091,0.3503727810650888,92.0,0.4181818181818181,669364,304.0,82.0,66.0,140.0,120.0,103.0,17.0,63.0,75.0,39.0,6.0,10.0,0.0,21.0,5.0,39.0,0.0,18.0,6.0,27.617,82.0,0.1219512195121951,0.073170731707317,0.0609756097560975,0.0,76.0,0.2368421052631578,0.8583333333333333,0.1416666666666666,0.0559210526315789,,0.2378048780487804,0.2171052631578947,0.2727272727272727,0.0909090909090909,0.3367926829268293,0.3548030303030303,35.0,0.4268292682926829,,,,,,2.8823529411764706,0.9807692307692308,4.294117647058823,2026,59,2026-05-22,0.26229508196721313,56.0,57.25,52.5,58,55,51,AVG/AVG/AVG,AVERAGE_HITTER,Xavier Edwards,68.0,48.0,54.0,PURE_HITTER,PEAK,SOLID,0.5954545454545455,66.0,30.0,52.0,SLAP_HITTER,0.4951612903225806,-1.0,1.0,0.0,0.0
754,183,111,360,369,240,129,106,190,118,21,51,0,36,6,58,0,52,11,57.79,180,0.2786885245901639,0.1147540983606557,0.0327868852459016,0.0,162,0.1358024691358024,0.6504065040650406,0.3495934959349593,0.1710875331564986,,0.299492385786802,0.1472148541114058,0.4684684684684684,0.0990990990990991,0.3210555555555555,0.3971818181818181,28.0,0.1530054644808743,669357,246.0,61.0,33.0,113.0,123.0,74.0,49.0,33.0,54.0,41.0,10.0,18.0,0.0,12.0,1.0,17.0,0.0,20.0,6.0,22.528,60.0,0.2950819672131147,0.1639344262295081,0.0163934426229508,0.0,51.0,0.0980392156862745,0.6016260162601627,0.3983739837398374,0.1991869918699187,,0.3082706766917293,0.1341463414634146,0.6060606060606061,0.1818181818181818,0.3754666666666666,0.4796363636363636,9.0,0.1475409836065573,,,,,,4.904761904761905,0.8936170212765957,4.190476190476191,2026,59,2026-05-22,0.34375,52.0,58.0,58.5,47,56,59,AVG/AVG/AVG,AVERAGE_HITTER,Nolan Gorman,41.0,56.0,58.0,AVERAGE_HITTER,PEAK,EDGE,0.3387978142076502,31.0,54.0,57.0,BACKUP_BAT,0.337468982630273,1.0,0.0,0.0,1.0
628,155,107,291,240,198,42,112,164,57,23,22,3,38,2,51,0,33,2,52.346,155,0.1419354838709677,0.1483870967741935,0.0129032258064516,0.0,129,0.1007751937984496,0.825,0.175,0.0668789808917197,,0.1691394658753709,0.1703821656050955,0.308411214953271,0.0186915887850467,0.337716129032258,0.3191214953271028,55.0,0.3548387096774194,668885,230.0,64.0,50.0,109.0,109.0,86.0,23.0,31.0,67.0,31.0,4.0,9.0,1.0,15.0,1.0,21.0,0.0,13.0,0.0,17.823,64.0,0.140625,0.0625,0.015625,0.0,59.0,0.1016949152542373,0.7889908256880734,0.2110091743119266,0.1,,0.256198347107438,0.217391304347826,0.26,0.0,0.278484375,0.28646,17.0,0.265625,,,,,,2.588235294117647,0.8292682926829268,4.294117647058823,2026,59,2026-05-22,0.2857142857142857,52.5,42.0,50.5,49,37,49,AVG/MINUS/AVG,GENERIC_NO_POWER,Austin Martin,63.0,42.0,68.0,CONTACT_EYE,PEAK,EDGE,0.5032258064516129,,,,,,,,,0.0
776,212,146,350,391,290,101,93,220,135,20,43,3,59,12,106,0,67,22,84.842,210,0.2028301886792453,0.0943396226415094,0.0566037735849056,0.0,189,0.2486772486772486,0.7416879795396419,0.258312020460358,0.1301546391752577,,0.3169014084507042,0.1881443298969072,0.4589041095890411,0.1506849315068493,0.4040095238095238,0.476151724137931,86.0,0.4056603773584906,669127,241.0,71.0,49.0,108.0,113.0,82.0,31.0,29.0,67.0,35.0,8.0,11.0,3.0,17.0,4.0,31.0,0.0,20.0,8.0,28.647,70.0,0.1549295774647887,0.1126760563380281,0.056338028169014,0.0,60.0,0.2333333333333333,0.7256637168141593,0.2743362831858407,0.1286307053941908,,0.2631578947368421,0.2033195020746888,0.4081632653061224,0.1632653061224489,0.4092428571428571,0.4363958333333333,31.0,0.4366197183098591,,,,,,2.0217391304347827,1.0,4.608695652173913,2026,59,2026-05-22,0.28888888888888886,55.5,62.5,55.5,56,61,55,AVG/PLUS/AVG,POWER_HITTER,Shea Langeliers,66.0,64.0,55.0,CONTACT_POWER,PEAK,NEAR_EDGE,0.6037735849056604,51.0,62.0,49.0,POWER_HITTER,0.6577437858508605,0.0,0.0,0.0,0.0
442,119,73,199,244,161,83,39,119,87,13,31,2,23,3,37,0,38,6,39.093,118,0.2605042016806723,0.1092436974789916,0.0252100840336134,0.0,104,0.1346153846153846,0.6598360655737705,0.3401639344262295,0.1877828054298642,,0.3580246913580246,0.1651583710407239,0.5205479452054794,0.0821917808219178,0.3312966101694914,0.3957945205479452,21.0,0.1764705882352941,669065,270.0,73.0,45.0,124.0,147.0,94.0,53.0,25.0,71.0,50.0,7.0,20.0,1.0,15.0,3.0,26.0,0.0,20.0,5.0,24.258,73.0,0.273972602739726,0.0958904109589041,0.0410958904109589,0.0,65.0,0.1692307692307692,0.6394557823129252,0.3605442176870748,0.1962962962962963,,0.3424657534246575,0.1666666666666666,0.4444444444444444,0.1111111111111111,0.3323013698630137,0.4146222222222222,14.0,0.1917808219178082,,,,,,3.2857142857142856,0.9655172413793104,4.214285714285714,2026,59,2026-05-22,0.2857142857142857,50.0,56.75,49.5,42,54,48,AVG/AVG/AVG,AVERAGE_HITTER,Kyle Stowers,43.0,52.0,59.0,AVERAGE_HITTER,PEAK,EDGE,0.2436974789915966,60.0,66.0,69.0,GOAT_TIER,0.6214442013129103,-1.0,-1.0,-1.0,-3.0
629,180,133,306,337,266,71,100,187,127,7,39,1,55,4,78,0,63,8,57.952,178,0.2166666666666666,0.0388888888888888,0.0222222222222222,0.0,172,0.1337209302325581,0.7893175074183977,0.2106824925816023,0.1128775834658187,,0.3931888544891641,0.2114467408585055,0.4736842105263157,0.0601503759398496,0.3255730337078651,0.3988787878787879,47.0,0.2611111111111111,669016,240.0,71.0,52.0,113.0,135.0,104.0,31.0,31.0,75.0,51.0,3.0,16.0,0.0,24.0,0.0,29.0,0.0,23.0,3.0,22.421,70.0,0.2253521126760563,0.0422535211267605,0.0,0.0,68.0,0.0735294117647058,0.7703703703703704,0.2296296296296296,0.1291666666666666,,0.4015748031496063,0.2166666666666666,0.4423076923076923,0.0576923076923076,0.3203,0.3965576923076923,16.0,0.2253521126760563,,,,,,5.697674418604652,0.9148936170212766,4.069767441860465,2026,59,2026-05-22,0.46153846153846156,58.0,45.75,40.5,63,41,36,PLUS/AVG/MINUS,CONTACT_HACKER,Brandon Marsh,66.0,51.0,35.0,CONTACT_HACKER,PEAK,NEAR_EDGE,0.4722222222222222,61.0,51.0,49.0,PURE_HITTER,0.4800936768149882,0.0,0.0,-1.0,-1.0
568,140,108,282,237,202,35,122,147,75,9,22,1,35,7,66,0,48,9,48.384,139,0.1571428571428571,0.0642857142857142,0.05,0.0,130,0.2384615384615384,0.8523206751054853,0.1476793248945147,0.0616197183098591,,0.2622377622377622,0.1901408450704225,0.4444444444444444,0.0833333333333333,0.3480863309352518,0.3867663551401869,54.0,0.3857142857142857,668939,304.0,72.0,54.0,140.0,122.0,101.0,21.0,64.0,70.0,43.0,4.0,13.0,1.0,14.0,3.0,27.0,0.0,24.0,5.0,27.401,71.0,0.1805555555555555,0.0555555555555555,0.0416666666666666,0.0,67.0,0.1940298507462686,0.8278688524590164,0.1721311475409836,0.069078947368421,,0.2621951219512195,0.1776315789473684,0.4444444444444444,0.0925925925925925,0.3859295774647887,0.4509622641509433,19.0,0.2638888888888889,,,,,,3.15625,0.9411764705882352,4.3125,2026,59,2026-05-22,0.21568627450980393,55.75,57.0,49.0,57,55,47,AVG/AVG/AVG,AVERAGE_HITTER,Adley Rutschman,63.0,59.0,41.0,PURE_HITTER,PEAK,EDGE,0.5785714285714286,52.0,45.0,54.0,AVERAGE_HITTER,0.4577656675749318,0.0,0.0,0.0,0.0
882,210,130,430,357,291,66,165,225,93,35,45,0,49,7,82,0,60,11,80.723,203,0.2142857142857142,0.1666666666666666,0.0333333333333333,0.0,175,0.1885714285714285,0.8151260504201681,0.1848739495798319,0.0748299319727891,,0.2057522123893805,0.1473922902494331,0.4615384615384615,0.0846153846153846,0.3976502463054187,0.4469596774193548,72.0,0.3428571428571428,668930,316.0,74.0,47.0,162.0,134.0,108.0,26.0,62.0,83.0,35.0,10.0,17.0,0.0,18.0,3.0,29.0,0.0,18.0,2.0,25.231,72.0,0.2297297297297297,0.1351351351351351,0.0405405405405405,0.0,64.0,0.171875,0.8059701492537313,0.1940298507462686,0.0822784810126582,,0.2272727272727272,0.1487341772151898,0.3829787234042553,0.0425531914893617,0.3504305555555555,0.4006888888888888,22.0,0.2972972972972973,,,,,,1.7333333333333334,1.0,4.666666666666667,2026,59,2026-05-22,0.3409090909090909,56.0,52.5,60.0,58,49,61,AVG/AVG/PLUS,BALANCED_EYE,Brice Turang,67.0,50.0,66.0,CONTACT_EYE,PEAK,SOLID,0.6190476190476191,64.0,46.0,54.0,PURE_HITTER,0.56752655538695,-1.0,0.0,1.0,0.0
821,202,122,397,354,241,113,152,177,118,20,60,0,44,5,70,0,45,7,54.921,200,0.297029702970297,0.099009900990099,0.0247524752475247,0.0,182,0.1428571428571428,0.6807909604519774,0.3192090395480226,0.1376370280146163,,0.2783018867924528,0.148599269183922,0.3688524590163934,0.0573770491803278,0.274605,0.3335083333333333,30.0,0.1485148514851485,665862,318.0,81.0,49.0,154.0,133.0,87.0,46.0,63.0,66.0,44.0,8.0,24.0,0.0,22.0,2.0,34.0,0.0,15.0,2.0,21.918,81.0,0.2962962962962963,0.0987654320987654,0.0246913580246913,0.0,73.0,0.1643835616438356,0.6541353383458647,0.3458646616541353,0.1446540880503144,,0.2682926829268293,0.1540880503144654,0.3061224489795918,0.0408163265306122,0.2705925925925926,0.3330204081632653,18.0,0.2222222222222222,,,,,,5.617021276595745,0.94,4.23404255319149,2026,59,2026-05-22,0.425531914893617,50.75,48.25,54.0,44,44,53,AVG/AVG/AVG,AVERAGE_HITTER,Jazz Chisholm Jr.,41.0,47.0,47.0,AVERAGE_HITTER,PEAK,EDGE,0.3514851485148514,43.0,65.0,59.0,POWER_HITTER,0.6101694915254238,0.0,-1.0,0.0,-1.0
919,226,126,412,412,259,153,170,187,168,18,80,2,52,10,92,0,76,21,75.012,222,0.3539823008849557,0.079646017699115,0.0442477876106194,0.0,206,0.1941747572815534,0.6286407766990292,0.3713592233009709,0.1664853101196953,,0.3313609467455621,0.1371055495103373,0.6031746031746031,0.1666666666666666,0.3378918918918919,0.4968709677419355,32.0,0.1415929203539823,665833,327.0,84.0,47.0,140.0,145.0,97.0,48.0,60.0,65.0,65.0,7.0,29.0,1.0,19.0,1.0,26.0,0.0,27.0,4.0,24.21,82.0,0.3452380952380952,0.0833333333333333,0.0119047619047619,0.0,76.0,0.0921052631578947,0.6689655172413793,0.3310344827586207,0.146788990825688,,0.3475935828877005,0.1437308868501529,0.574468085106383,0.0851063829787234,0.2952439024390244,0.4135555555555555,5.0,0.0595238095238095,,,,,,1.6875,0.979591836734694,4.6875,2026,59,2026-05-22,0.391304347826087,52.0,52.0,48.0,47,49,46,AVG/AVG/AVG,AVERAGE_HITTER,Oneil Cruz,49.0,63.0,38.0,ALL_OR_NOTHING,PEAK,EDGE,0.4247787610619469,34.0,60.0,47.0,POWER_K,0.4275229357798165,1.0,-1.0,0.0,0.0
814,211,141,404,398,306,92,100,252,96,29,40,1,44,4,69,0,58,8,70.92699999999999,210,0.1895734597156398,0.1374407582938388,0.0189573459715639,0.0,181,0.1381215469613259,0.7688442211055276,0.2311557788944723,0.113022113022113,,0.2341463414634146,0.1732186732186732,0.4113475177304964,0.0567375886524822,0.337747619047619,0.3566214285714286,59.0,0.2796208530805687,663656,294.0,74.0,50.0,135.0,135.0,104.0,31.0,37.0,82.0,35.0,12.0,11.0,1.0,16.0,1.0,26.0,0.0,19.0,1.0,26.858,73.0,0.1486486486486486,0.1621621621621621,0.0135135135135135,0.0,61.0,0.1639344262295081,0.7703703703703704,0.2296296296296296,0.1054421768707483,,0.220125786163522,0.1700680272108843,0.38,0.02,0.3679178082191781,0.3624081632653061,28.0,0.3783783783783784,,,,,,3.1666666666666665,0.979591836734694,4.375,2026,59,2026-05-22,0.30612244897959184,54.75,47.5,63.5,54,43,66,AVG/AVG/PLUS,BALANCED_EYE,Kyle Tucker,54.0,48.0,73.0,BALANCED_EYE,PEAK,SOLID,0.4976303317535545,59.0,57.0,79.0,BALANCED_EYE,0.7159863945578231,0.0,0.0,0.0,0.0
883,216,137,390,425,287,138,130,205,164,16,59,4,43,8,75,0,63,14,67.80199999999999,216,0.2731481481481481,0.074074074074074,0.037037037037037,0.0,196,0.1632653061224489,0.6752941176470588,0.3247058823529412,0.1562853907134767,,0.332657200811359,0.1551528878822197,0.4598540145985401,0.1021897810218978,0.3138981481481481,0.3927153284671533,36.0,0.1666666666666666,663586,308.0,77.0,46.0,143.0,151.0,102.0,49.0,47.0,77.0,56.0,4.0,25.0,2.0,18.0,5.0,35.0,0.0,23.0,7.0,27.947,77.0,0.3246753246753247,0.0519480519480519,0.0649350649350649,0.0,71.0,0.2394366197183098,0.6754966887417219,0.3245033112582781,0.1590909090909091,,0.3393939393939394,0.1493506493506493,0.5,0.1521739130434782,0.3629480519480519,0.5162391304347826,16.0,0.2077922077922078,,,,,,4.941176470588236,0.9807692307692308,4.196078431372549,2026,59,2026-05-22,0.3170731707317073,54.0,65.5,45.0,53,64,42,AVG/PLUS/AVG,POWER_HITTER,Austin Riley,42.0,55.0,46.0,AVERAGE_HITTER,PEAK,EDGE,0.3703703703703703,53.0,57.0,51.0,AVERAGE_HITTER,0.4250559284116331,0.0,1.0,0.0,1.0
836,232,186,391,351,310,41,178,209,138,24,18,4,52,4,77,0,48,3,79.374,229,0.0775862068965517,0.1034482758620689,0.0172413793103448,0.0,204,0.1225490196078431,0.8831908831908832,0.1168091168091168,0.0490430622009569,,0.3101123595505618,0.2224880382775119,0.2580645161290322,0.0161290322580645,0.3466113537117903,0.3148852459016393,87.0,0.375,663538,300.0,85.0,70.0,144.0,127.0,110.0,17.0,61.0,80.0,45.0,11.0,4.0,0.0,14.0,0.0,18.0,0.0,17.0,0.0,27.223,84.0,0.0470588235294117,0.1294117647058823,0.0,0.0,74.0,0.054054054054054,0.8661417322834646,0.1338582677165354,0.0566666666666666,,0.2884615384615384,0.2333333333333333,0.2428571428571428,0.0,0.3240833333333333,0.2829420289855072,25.0,0.2941176470588235,,,,,,1.48,1.0,4.64,2026,59,2026-05-22,0.2,53.75,38.0,56.0,52,32,56,AVG/MINUS/AVG,GENERIC_NO_POWER,Nico Hoerner,64.0,38.0,40.0,SLAP_HITTER,PEAK,EDGE,0.5991379310344828,72.0,34.0,36.0,AGGRESSIVE_SLAP,0.6328725038402457,-1.0,0.0,1.0,0.0
727,193,136,324,387,305,82,83,208,142,17,38,2,47,5,75,0,54,9,60.681,190,0.1968911917098445,0.0880829015544041,0.0259067357512953,0.0,174,0.160919540229885,0.7881136950904393,0.2118863049095607,0.1127922971114167,,0.3523573200992556,0.18707015130674,0.3970588235294117,0.0661764705882353,0.3193736842105263,0.3554148148148148,56.0,0.2901554404145077,662139,314.0,78.0,52.0,120.0,154.0,119.0,35.0,39.0,69.0,72.0,8.0,18.0,0.0,23.0,1.0,34.0,0.0,25.0,4.0,25.185,77.0,0.2307692307692307,0.1025641025641025,0.0128205128205128,0.0,70.0,0.1571428571428571,0.7727272727272727,0.2272727272727272,0.1114649681528662,,0.3711340206185567,0.1656050955414012,0.4807692307692308,0.0769230769230769,0.3270779220779221,0.3824038461538462,24.0,0.3076923076923077,,,,,,4.543478260869565,0.9583333333333334,4.130434782608695,2026,59,2026-05-22,0.43137254901960786,56.75,51.75,48.5,60,48,46,PLUS/AVG/AVG,PURE_HITTER,Daulton Varsho,58.0,50.0,54.0,AVERAGE_HITTER,PEAK,EDGE,0.4248704663212435,38.0,72.0,54.0,POWER_K,0.6531365313653137,2.0,-1.0,0.0,1.0
737,206,162,339,335,273,62,112,204,107,20,23,1,56,4,76,0,72,12,73.206,204,0.1116504854368932,0.0970873786407767,0.0194174757281553,0.0,185,0.1081081081081081,0.8149253731343283,0.1850746268656716,0.0841248303934871,,0.2688442211055276,0.2198100407055631,0.4444444444444444,0.074074074074074,0.3588529411764706,0.3648518518518518,74.0,0.3592233009708738,661388,262.0,77.0,60.0,126.0,122.0,93.0,29.0,42.0,73.0,37.0,7.0,9.0,1.0,20.0,1.0,24.0,0.0,28.0,4.0,27.581,76.0,0.1168831168831168,0.0909090909090909,0.0129870129870129,0.0,69.0,0.0579710144927536,0.7622950819672131,0.2377049180327868,0.1106870229007633,,0.2720588235294117,0.2290076335877862,0.4666666666666667,0.0666666666666666,0.3629078947368421,0.3713499999999999,23.0,0.2987012987012987,,,,,,2.6222222222222222,0.9782608695652174,4.555555555555555,2026,59,2026-05-22,0.3220338983050847,55.75,47.5,52.5,57,43,51,AVG/AVG/AVG,AVERAGE_HITTER,William Contreras,67.0,45.0,54.0,PURE_HITTER,PEAK,NEAR_EDGE,0.5728155339805825,52.0,46.0,63.0,BALANCED_EYE,0.5515151515151515,0.0,0.0,-1.0,-1.0
870,219,130,381,367,263,104,140,192,132,35,50,4,48,8,85,0,63,22,87.678,212,0.228310502283105,0.1598173515981735,0.0365296803652968,0.0,180,0.2055555555555555,0.7166212534059946,0.2833787465940054,0.1195402298850574,,0.2699386503067484,0.1494252873563218,0.4846153846153846,0.1692307692307692,0.4135754716981132,0.480296875,74.0,0.3378995433789954,660271,299.0,75.0,46.0,130.0,125.0,88.0,37.0,45.0,66.0,40.0,12.0,16.0,1.0,18.0,2.0,31.0,0.0,20.0,5.0,29.539,74.0,0.2133333333333333,0.16,0.0266666666666666,0.0,62.0,0.2096774193548387,0.704,0.296,0.1237458193979933,,0.2366863905325443,0.1538461538461538,0.4347826086956521,0.108695652173913,0.3991756756756756,0.4542,28.0,0.3733333333333333,,,,,,1.0,1.0,4.760869565217392,2026,59,2026-05-22,0.36363636363636365,56.25,56.25,62.0,58,54,64,AVG/AVG/PLUS,BALANCED_EYE,Shohei Ohtani,59.0,61.0,58.0,POWER_HITTER,POST_PEAK,EDGE,0.5251141552511416,58.0,78.0,65.0,POWER_EYE,0.7880055788005579,0.0,-1.0,0.0,-1.0
653,156,108,299,284,225,59,140,143,120,16,31,1,35,9,72,0,46,11,55.217,153,0.1987179487179487,0.1025641025641025,0.0576923076923076,0.0,139,0.2661870503597122,0.7922535211267606,0.2077464788732394,0.0903522205206738,,0.3389830508474576,0.1653905053598774,0.4259259259259259,0.1018518518518518,0.3608954248366013,0.4039714285714286,58.0,0.3717948717948718,657757,277.0,65.0,42.0,122.0,108.0,84.0,24.0,61.0,53.0,46.0,12.0,11.0,0.0,15.0,5.0,31.0,0.0,16.0,4.0,25.814,62.0,0.1692307692307692,0.1846153846153846,0.0769230769230769,0.0,53.0,0.3018867924528302,0.7777777777777778,0.2222222222222222,0.0866425992779783,,0.2967741935483871,0.151624548736462,0.3809523809523809,0.0952380952380952,0.4163548387096774,0.4234358974358974,32.0,0.4923076923076923,,,,,,5.230769230769231,0.8666666666666667,3.7948717948717943,2026,59,2026-05-22,0.2702702702702703,55.5,64.25,62.0,56,63,64,AVG/PLUS/PLUS,POWER_EYE,Gavin Sheets,55.0,64.0,37.0,ALL_OR_NOTHING,PEAK,NEAR_EDGE,0.5384615384615384,54.0,53.0,38.0,AVG_HACKER,0.5183150183150184,0.0,1.0,2.0,3.0
