pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-04-09,93.8,-2.29,4.67,"Arrighetti, Spencer",700032,681293,,ball,,,,,14,,R,L,R,SUG,TAC,B,,,1,2,2026,-1.0,0.95,0.8706558537366489,0.4937591192436468,,,,0,4,Top,,,,,,,10.46760398943816,-136.05673304413943,-7.020309246874121,-14.76645179920676,30.54433073681239,-18.88053284291312,3.012007874,1.52007874,,,,95.0,2470,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.29,,,,,,,,29,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,228,-0.004,0.064,,,,-0.064,,0,0,0.507,0.493,26,26,26,26,2,1,6.0,2.0,,1,1.66,1.0,-1.0,15.6,,,,,
CU,2026-04-09,75.4,-2.49,4.8,"Arrighetti, Spencer",700032,681293,,called_strike,,,,,7,,R,L,R,SUG,TAC,S,,,1,1,2026,1.21,-0.3,-0.5732266899101404,1.4169493580240808,,,,0,4,Top,,,,,,,1.7605146410596206,-109.8404716545922,0.8268578096814609,9.533998477497615,18.793678619416355,-34.953565762420894,3.012007874,1.52007874,,,,76.4,2794,6.9,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.63,,,,,,,,29,3,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,62,0.006,-0.087,,,,0.087,,0,0,0.501,0.499,26,26,26,26,2,1,6.0,2.0,,1,4.29,-1.21,1.21,18.0,,,,,
CU,2026-04-09,75.8,-2.61,4.69,"Arrighetti, Spencer",700032,681293,,ball,,,,,13,,R,L,R,SUG,TAC,B,,,0,1,2026,1.28,-0.24,-1.1013983922509778,1.2392475560463891,,,,0,4,Top,,,,,,,0.7976898040366017,-110.52971710543537,0.4451383858676323,10.419546079191235,17.828218030975133,-34.410902254938364,3.012007874,1.52007874,,,,77.2,2788,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.53,,,,,,,,29,2,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,69,-0.003,0.045,,,,-0.045,,0,0,0.504,0.496,26,26,26,26,2,1,6.0,2.0,,1,4.16,-1.28,1.28,15.4,,,,,
FC,2026-04-09,87.5,-2.41,4.57,"Arrighetti, Spencer",700032,681293,,called_strike,,,,,9,,R,L,R,SUG,TAC,S,,,0,0,2026,0.31,0.93,0.4977684489092018,1.4741314828838672,,,,0,4,Top,,,,,,,6.366563309924145,-127.4103641582665,-3.215042696320122,2.275080082819166,21.93381138369933,-21.49135195237005,3.012007874,1.52007874,,,,89.3,2521,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.52,,,,,,,,29,1,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,199,0.004,-0.065,,,,0.065,,0,0,0.5,0.5,26,26,26,26,2,1,6.0,2.0,,1,2.0,-0.31,0.31,14.1,,,,,
FC,2026-04-09,87.7,-2.34,4.59,"Arrighetti, Spencer",680695,681293,strikeout,swinging_strike,,,,,14,Brennen Davis strikes out swinging.,R,R,R,SUG,TAC,S,2.0,,3,2,2026,0.29,0.91,1.2795395525957427,1.900944009202346,,,,2,3,Top,,,,,,,8.179328643756225,-127.66879131693868,-2.229927202179037,1.781485151322865,21.640302432771485,-21.89346534702611,3.2761729,1.653395669,,,,89.9,2445,7.3,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.25,,0.0,0.0,1.0,0.0,0.0,,24,6,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,177,0.014,-0.391,,,,0.391,,0,0,0.541,0.4589999999999999,26,26,26,27,2,1,6.0,1.0,,1,2.01,-0.29,-0.29,11.6,,,,,
FC,2026-04-09,86.0,-2.29,4.66,"Arrighetti, Spencer",680695,681293,,ball,,,,,11,,R,R,R,SUG,TAC,B,,,2,2,2026,0.33,0.73,-0.0381396578475742,3.4750126052256,,,,2,3,Top,,,,,,,4.657214834581152,-125.34439276868416,2.0158009633892577,2.702597559836373,21.669585180766493,-24.89156003994403,3.2761729,1.653395669,,,,88.0,2336,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.39,,,,,,,,24,5,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,164,-0.003,0.12,,,,-0.12,,0,0,0.544,0.4559999999999999,26,26,26,27,2,1,6.0,1.0,,1,2.3,-0.33,-0.33,15.9,,,,,
FF,2026-04-09,92.3,-2.16,4.8,"Arrighetti, Spencer",680695,681293,,ball,,,,,12,,R,R,R,SUG,TAC,B,,,1,2,2026,-0.38,1.16,1.2542328214919274,3.625795857374265,,,,2,3,Top,,,,,,,9.574135347225694,-134.19216335413302,0.3895457044750203,-6.482508567278252,26.878386584312956,-18.31093318417138,3.2761729,1.653395669,,,,94.1,2348,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.26,,,,,,,,24,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,225,-0.002,0.062,,,,-0.062,,0,0,0.546,0.4539999999999999,26,26,26,27,2,1,6.0,1.0,,1,1.5,0.38,0.38,23.2,,,,,
CH,2026-04-09,86.5,-2.21,4.49,"Arrighetti, Spencer",680695,681293,,ball,,,,,13,,R,R,R,SUG,TAC,B,,,0,2,2026,-1.01,0.33,-0.2880644124095454,-0.0054858988031498,,,,2,3,Top,,,,,,,6.735446777657387,-125.85944698339983,-5.089275016932715,-12.049459681531893,22.658287649025805,-27.87358384729897,3.2761729,1.653395669,,,,88.5,1589,7.3,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.23,,,,,,,,24,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,236,-0.001,0.037,,,,-0.037,,0,0,0.547,0.4529999999999999,26,26,26,27,2,1,6.0,1.0,,1,2.69,1.01,1.01,13.7,,,,,
CU,2026-04-09,78.1,-2.35,4.78,"Arrighetti, Spencer",680695,681293,,called_strike,,,,,4,,R,R,R,SUG,TAC,S,,,0,1,2026,1.29,-0.33,-0.3883605810867556,2.7557370963597383,,,,2,3,Top,,,,,,,1.772408943250856,-113.7008437006315,3.360740694434956,10.881428206833997,20.348194059842047,-35.82353452825335,3.2761729,1.653395669,,,,79.5,2817,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.3,,,,,,,,24,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,62,0.002,-0.073,,,,0.073,,0,0,0.545,0.4549999999999999,26,26,26,27,2,1,6.0,1.0,,1,4.05,-1.29,-1.29,18.0,,,,,
FC,2026-04-09,86.5,-2.31,4.64,"Arrighetti, Spencer",680695,681293,,foul,,,,,4,,R,R,R,SUG,TAC,S,,,0,0,2026,0.5,0.62,-0.3998912602431114,2.5086156764824925,,,,2,3,Top,,,,,,,3.528740630976614,-126.00035441751068,-0.0163581669704031,4.655371868616248,23.89052847197057,-25.716338436951474,3.2761729,1.653395669,145.0,59.0,56.0,88.1,2473,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.4,,,,,,,,24,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,157,0.002,-0.06,,,,0.06,88.0,0,0,0.543,0.4569999999999999,26,26,26,27,2,1,6.0,1.0,,1,2.4,-0.5,-0.5,15.9,,,,,
ST,2026-04-09,81.0,-2.28,4.56,"Arrighetti, Spencer",621550,681293,strikeout,swinging_strike,,,,,14,Patrick Wisdom strikes out swinging.,R,R,R,SUG,TAC,S,2.0,,2,2,2026,1.29,0.44,1.144072871594468,1.394319910204941,,,,1,3,Top,,,,,,,5.096331912635652,-117.77538175969408,-0.9506147656268537,10.736314793203809,26.14884000446496,-28.195377090156825,3.28933727,1.66003937,,,,81.6,2751,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.4,,0.0,0.0,1.0,0.0,0.0,,23,5,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,77,0.016,-0.285,,,,0.285,,0,0,0.527,0.473,26,34,26,35,2,1,6.0,1.0,,1,3.09,-1.29,-1.29,13.4,,,,,
CU,2026-04-09,78.5,-2.27,4.74,"Arrighetti, Spencer",621550,681293,,ball,,,,,14,,R,R,R,SUG,TAC,B,,,1,2,2026,1.58,-0.38,0.5770456533590109,0.4123376055788332,,,,1,3,Top,,,,,,,3.1499614292321523,-114.22353076645568,-1.5200686149539655,13.098647591300471,22.664380714413056,-35.43214204832196,3.28933727,1.66003937,,,,79.5,2955,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.36,,,,,,,,23,4,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,46,-0.003,0.062,,,,-0.062,,0,0,0.53,0.47,26,34,26,35,2,1,6.0,1.0,,1,4.11,-1.58,-1.58,19.5,,,,,
FF,2026-04-09,93.9,-2.3,4.81,"Arrighetti, Spencer",621550,681293,,ball,,,,,11,,R,R,R,SUG,TAC,B,,,0,2,2026,-0.64,1.11,-0.1134933962772464,3.9858049112917087,,,,1,3,Top,,,,,,,7.12338799839933,-136.55717573598696,1.2233128898317318,-9.52451536464216,29.47985924819197,-18.732018272606314,3.28933727,1.66003937,,,,95.2,2423,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.48,,,,,,,,23,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,229,-0.001,0.033,,,,-0.033,,0,0,0.531,0.469,26,34,26,35,2,1,6.0,1.0,,1,1.47,0.64,0.64,16.1,,,,,
CH,2026-04-09,85.8,-2.15,4.51,"Arrighetti, Spencer",621550,681293,,swinging_strike,,,,,13,,R,R,R,SUG,TAC,S,,,0,1,2026,-1.13,0.18,-0.8159724194809577,1.5753597892996396,,,,1,3,Top,,,,,,,5.537190996342746,-125.0648600892834,-0.9871531805509284,-12.89393110872209,21.080055541256847,-30.24228378951398,3.28933727,1.66003937,,,,88.1,1475,7.3,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.22,,,,,,,,23,2,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,237,0.003,-0.075,,,,0.075,,0,0,0.528,0.472,26,34,26,35,2,1,6.0,1.0,,1,2.86,1.13,1.13,12.1,,,,,
SL,2026-04-09,81.5,-2.54,4.56,"Arrighetti, Spencer",621550,681293,,called_strike,,,,,5,,R,R,R,SUG,TAC,S,,,0,0,2026,0.68,0.78,0.2214363484305644,2.385828675137154,,,,1,3,Top,,,,,,,4.889088135084231,-118.70108543228486,0.3606328627874446,5.494885094585468,22.44529516550967,-25.10033554486742,3.28933727,1.66003937,,,,83.0,2645,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.32,,,,,,,,23,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,80,0.003,-0.063,,,,0.063,,0,0,0.525,0.475,26,34,26,35,2,1,6.0,1.0,,1,2.64,-0.68,-0.68,11.9,,,,,
CU,2026-04-09,77.3,-2.31,4.74,"Arrighetti, Spencer",806068,681293,field_out,hit_into_play,,,,,8,"Colt Emerson grounds out, second baseman Jack Winkler to first baseman CJ Alexander.",R,L,R,SUG,TAC,X,4.0,ground_ball,1,1,2026,1.48,-0.57,-0.0166441865652515,1.8807627146795367,,,,0,3,Top,136.29,151.58,,,,,2.1158225106669137,-112.6292653901192,2.151593882938778,12.2067344252931,20.385614188991436,-37.61922995028281,3.213861549,1.621948819,,,,78.6,2927,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.39,,,0.0,,0.0,0.0,,22,3,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,62,0.024,-0.315,,,,0.315,,0,0,0.501,0.499,26,20,26,21,2,1,6.0,1.0,,1,4.37,-1.48,1.48,20.4,,,,,
FF,2026-04-09,93.7,-2.39,4.73,"Arrighetti, Spencer",806068,681293,,ball,,,,,13,,R,L,R,SUG,TAC,B,,,0,1,2026,-0.97,1.12,-1.03943502255909,2.269626554838874,,,,0,3,Top,,,,,,,5.709742436179188,-136.3481637901451,-3.030261321397325,-13.352998443229705,28.151098943574716,-17.69406525167952,3.213861549,1.621948819,,,,95.3,2477,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.4,,,,,,,,22,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,228,-0.003,0.045,,,,-0.045,,0,0,0.504,0.496,26,20,26,21,2,1,6.0,1.0,,1,1.46,0.97,-0.97,14.0,,,,,
FC,2026-04-09,90.1,-2.39,4.66,"Arrighetti, Spencer",806068,681293,,called_strike,,,,,8,,R,L,R,SUG,TAC,S,,,0,0,2026,0.02,1.1,-0.1430098141074586,1.8017061894928703,,,,0,3,Top,,,,,,,5.5583798009526815,-131.2386207814787,-3.47335145419528,-0.7980451438193717,23.44195375135945,-18.837700873700545,3.213861549,1.621948819,,,,92.2,2429,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.37,,,,,,,,22,1,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,200,0.004,-0.065,,,,0.065,,0,0,0.5,0.5,26,20,26,21,2,1,6.0,1.0,,1,1.67,-0.02,0.02,11.5,,,,,
ST,2026-04-09,79.6,-2.44,4.59,"Arrighetti, Spencer",669208,681293,strikeout,swinging_strike,,,,,9,Ryan Bliss strikes out swinging.,R,R,R,SUG,TAC,S,2.0,,3,2,2026,1.23,0.47,0.7271519369343205,1.694760988467809,694930.0,689041.0,,2,2,Top,,,,,,,4.557440989065279,-116.02275611084656,-0.3623576506013862,10.406668106740176,20.17458620575705,-28.003051075375268,2.965493766,1.496604331,,,,80.9,2749,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.54,,0.0,0.0,1.0,0.0,0.0,,18,6,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,71,0.063,-0.334,,,,0.334,,0,0,0.488,0.512,26,26,26,27,2,1,6.0,1.0,,1,3.09,-1.23,-1.23,13.3,,,,,
ST,2026-04-09,80.0,-2.43,4.63,"Arrighetti, Spencer",669208,681293,,ball,,,,,14,,R,R,R,SUG,TAC,B,,,2,2,2026,0.89,0.67,2.0088303711418747,1.8812202684284889,694930.0,689041.0,,2,2,Top,,,,,,,8.058630166029001,-116.06370920350318,-0.2181650388807414,6.01792669834122,26.959338237362942,-26.44690781791337,2.965493766,1.496604331,,,,80.3,2840,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.29,,,,,,,,18,5,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,68,-0.009,0.079,,,,-0.079,,0,0,0.497,0.503,26,26,26,27,2,1,6.0,1.0,,1,2.98,-0.89,-0.89,12.3,,,,,
FF,2026-04-09,93.7,-2.07,4.85,"Arrighetti, Spencer",669208,681293,,ball,,,,,14,,R,R,R,SUG,TAC,B,,,1,2,2026,-0.61,1.21,2.2289350530769028,1.9797280787805576,694930.0,689041.0,,2,2,Top,,,,,,,12.522547235573134,-135.9357783063523,-4.277465246366496,-10.195307553903772,27.5673449713073,-16.353457816396396,2.965493766,1.496604331,,,,95.3,2466,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.28,,,,,,,,18,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,222,-0.009,0.047,,,,-0.047,,0,0,0.506,0.494,26,26,26,27,2,1,6.0,1.0,,1,1.39,0.61,0.61,16.9,,,,,
FF,2026-04-09,92.5,-2.1,4.87,"Arrighetti, Spencer",669208,681293,,foul_tip,,,,,2,,R,R,R,SUG,TAC,S,,,1,1,2026,-0.66,1.16,0.2141533313951664,2.881380446438163,694930.0,689041.0,,2,2,Top,,,,,,,7.407521499518636,-134.67255174243644,-1.739873693038222,-9.58948038171782,26.516829866138693,-17.799772772152526,2.965493766,1.496604331,,,,94.2,2356,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.44,,,,,,,,18,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,222,0.012,-0.09,,,,0.09,,0,0,0.494,0.506,26,26,26,27,2,1,6.0,1.0,,1,1.48,0.66,0.66,16.1,,,,,
FC,2026-04-09,86.5,-2.32,4.76,"Arrighetti, Spencer",669208,681293,,called_strike,,,,,2,,R,R,R,SUG,TAC,S,,,1,0,2026,0.24,0.63,0.0720278802009151,2.7324627048018737,694930.0,689041.0,,2,2,Top,,,,,,,5.21432405839721,-126.04277072272382,0.1499825881184676,1.7340837154641735,21.60038672843418,-25.63828566596719,2.965493766,1.496604331,,,,88.5,2369,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.37,,,,,,,,18,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,176,0.005,-0.037,,,,0.037,,0,0,0.489,0.511,26,26,26,27,2,1,6.0,1.0,,1,2.37,-0.24,-0.24,12.3,,,,,
CU,2026-04-09,76.1,-2.35,4.91,"Arrighetti, Spencer",669208,681293,,ball,,,,,13,,R,R,R,SUG,TAC,B,,,0,0,2026,1.21,-0.75,-2.4324490038917745,1.8287909963298696,694930.0,,689041.0,2,2,Top,,,,,,,-2.4155899577054725,-110.82087770968388,2.177547666702908,10.371870458634604,19.342342942022505,-38.923000254644215,2.965493766,1.496604331,,,,77.2,2791,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.51,,,,,,,,18,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,59,-0.011,0.028,,,,-0.028,,0,0,0.5,0.5,26,26,26,27,2,1,6.0,1.0,,1,4.67,-1.21,-1.21,22.0,,,,,
CU,2026-04-09,75.4,-2.44,4.83,"Arrighetti, Spencer",689041,681293,single,hit_into_play,,,,,5,Rhylan Thomas singles on a line drive to center fielder Parker Chavers. Carson Taylor to 3rd.,R,L,R,SUG,TAC,X,8.0,line_drive,0,0,2026,1.26,-0.68,-0.2247789851884365,2.433978089971962,,,694930.0,2,2,Top,136.61,114.0,,,,,2.284654468207444,-109.72617676674484,3.680406408869773,9.640861593140496,20.99778154113989,-38.60475283622707,3.121710958,1.575442913,217.0,93.1,14.0,76.0,2779,6.9,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.58,0.969,0.904,0.9,1.0,1.0,0.0,4.0,17,1,Curveball,2,2,2,2,2,2,2,2,Standard,Strategic,60,-0.028,0.445,,,1.094,-0.445,93.1,0,0,0.528,0.472,26,26,26,26,2,1,6.0,1.0,,1,4.72,-1.26,1.26,15.2,,,,,
FF,2026-04-09,92.9,-2.22,4.76,"Arrighetti, Spencer",656883,681293,sac_fly,hit_into_play,,,,,6,Jakson Reetz out on a sacrifice fly to center fielder Parker Chavers. Brock Rodden scores.,R,R,R,SUG,TAC,X,8.0,line_drive,2,2,2026,-1.25,1.01,0.4798946959225949,2.177655034093087,801126.0,,694930.0,1,2,Top,118.98,76.0,,,,,9.74996146892071,-134.9349438353337,-2.942371316859393,-17.299641876184715,27.835982491692175,-19.31544206615452,3.140141076,1.584744095,307.0,104.6,12.0,94.5,2367,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.28,,0.916,0.0,1.0,0.0,0.0,4.0,16,5,4-Seam Fastball,2,1,1,2,2,2,2,2,Standard,Strategic,228,-0.01,-0.128,,,,0.128,104.6,1,-1,0.538,0.4619999999999999,26,30,26,30,1,0,6.0,5.0,,3,1.63,1.25,1.25,17.1,,,,,
ST,2026-04-09,81.1,-2.34,4.58,"Arrighetti, Spencer",656883,681293,,blocked_ball,,,,,14,,R,R,R,SUG,TAC,B,,,1,2,2026,0.96,0.32,1.3499464326141557,0.4445564872580165,801126.0,,694930.0,1,2,Top,,,,,,,6.392152658651436,-117.98006599909098,-2.9947759407472523,7.607335349315503,23.716706275921013,-28.82006352953688,3.140141076,1.584744095,,,,82.3,2719,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.27,,,,,,,,16,4,Sweeper,2,1,1,2,1,2,1,2,Standard,Strategic,63,-0.011,0.065,,,,-0.065,,1,-1,0.549,0.4509999999999999,26,30,26,30,1,0,6.0,5.0,,3,3.16,-0.96,-0.96,13.4,,,,,
ST,2026-04-09,77.9,-2.34,4.58,"Arrighetti, Spencer",656883,681293,,blocked_ball,,,,,14,,R,R,R,SUG,TAC,B,,,0,2,2026,1.16,0.18,0.4452670164435351,1.089011417773511,801126.0,,694930.0,1,2,Top,,,,,,,3.794149339361225,-113.47885533877113,-0.8200273872409647,9.557818439274678,17.99376874437645,-30.625621689340843,3.140141076,1.584744095,,,,79.7,2678,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.34,,,,,,,,16,3,Sweeper,2,1,1,2,1,2,1,2,Standard,Strategic,68,-0.007,0.019,,,,-0.019,,1,-1,0.556,0.4439999999999999,26,30,26,30,1,0,6.0,5.0,,3,3.52,-1.16,-1.16,13.7,,,,,
FF,2026-04-09,91.8,-2.21,4.91,"Arrighetti, Spencer",656883,681293,,swinging_strike,,,,,1,,R,R,R,SUG,TAC,S,,,0,1,2026,-1.15,1.14,-0.2765524207948513,2.909461614802344,801126.0,,694930.0,1,2,Top,,,,,,,7.492589221978629,-133.5725883427897,-1.56006082000318,-15.43201345538048,29.056583880168663,-18.372492022394624,3.140141076,1.584744095,,,,93.1,2330,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.43,,,,,,,,16,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Strategic,224,0.014,-0.082,,,,0.082,,1,-1,0.542,0.4579999999999999,26,30,26,30,1,0,6.0,5.0,,3,1.56,1.15,1.15,16.6,,,,,
CU,2026-04-09,75.1,-2.17,4.82,"Arrighetti, Spencer",656883,681293,,called_strike,,,,,5,,R,R,R,SUG,TAC,S,,,0,0,2026,1.58,-0.12,0.0420771947005087,2.1390203016241065,801126.0,,694930.0,1,2,Top,,,,,,,1.6771526852662402,-109.27604453304136,2.178421316162277,12.217835099243228,21.979758109753224,-33.84503264032293,3.140141076,1.584744095,,,,75.7,2715,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.44,,,,,,,,16,1,Curveball,2,1,1,2,1,2,1,2,Standard,Strategic,64,0.011,-0.062,,,,0.062,,1,-1,0.531,0.469,26,30,26,30,1,0,6.0,5.0,,3,4.21,-1.58,-1.58,19.0,,,,,
FF,2026-04-09,93.2,-2.27,4.79,"Arrighetti, Spencer",694930,681293,single,hit_into_play,,,,,8,Carson Taylor singles on a sharp line drive to center fielder Parker Chavers. Brennen Davis scores. Brock Rodden to 3rd.,R,L,R,SUG,TAC,X,8.0,line_drive,0,0,2026,-1.08,1.17,0.0169882412557196,1.969890533671129,,680695.0,801126.0,1,2,Top,141.57,118.07,,,,,8.335865500559834,-135.60507816059695,-3.977876431368957,-15.057869108828775,27.344335044737143,-17.065265651353755,3.175246063,1.60246063,208.0,101.7,11.0,94.9,2304,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.39,0.94,0.912,0.9,1.0,1.0,0.0,4.0,15,1,4-Seam Fastball,2,0,0,2,1,2,1,2,Standard,Standard,231,-0.123,0.47,,,1.161,-0.47,101.7,2,-2,0.654,0.346,26,27,26,27,1,0,6.0,2.0,,2,1.44,1.08,-1.08,15.9,,,,,
FF,2026-04-09,92.5,-2.12,4.79,"Arrighetti, Spencer",801126,681293,hit_by_pitch,hit_by_pitch,,,,,12,Brock Rodden hit by pitch. Brennen Davis to 2nd.,R,L,R,SUG,TAC,B,,,1,1,2026,-0.86,1.26,1.959674554402362,2.851917413019597,,,680695.0,1,2,Top,,,,,,,12.352591041276018,-134.2572932807799,-1.7766954795471812,-12.971274804297217,27.81168028377409,-16.649463249233733,2.965493766,1.496604331,,,,93.9,2357,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.33,,0.733548,0.7,1.0,0.0,0.0,,14,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,233,-0.042,0.4,,,,-0.4,,2,-2,0.696,0.304,26,26,26,26,1,0,6.0,1.0,,1,1.4,0.86,-0.86,16.6,,,,,
FF,2026-04-09,92.1,-2.28,5.02,"Arrighetti, Spencer",801126,681293,,swinging_strike,,,,,11,,R,L,R,SUG,TAC,S,,,1,0,2026,-0.92,1.08,-0.2248954596660834,3.273476779751773,,,680695.0,1,2,Top,,,,,,,7.289463960029922,-134.00591393698602,-0.8470668463906951,-12.639252716030468,28.05344537382339,-19.11263901130821,2.965493766,1.496604331,,,,93.6,2255,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.38,,,,,,,,14,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,230,0.005,-0.067,,,,0.067,,2,-2,0.691,0.309,26,26,26,26,1,0,6.0,1.0,,1,1.6,0.92,-0.92,21.6,,,,,
CU,2026-04-09,74.8,-2.42,4.74,"Arrighetti, Spencer",801126,681293,,blocked_ball,,,,,14,,R,L,R,SUG,TAC,B,,,0,0,2026,1.58,-0.58,1.7638391618985505,0.7824224497839163,,,680695.0,1,2,Top,,,,,,,5.775851720773563,-108.8784989540792,0.3342267168936903,11.546526364631353,19.58368285442067,-37.03881371006453,2.965493766,1.496604331,,,,76.2,2769,7.3,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.18,,,,,,,,14,1,Curveball,2,0,0,2,0,2,0,2,Infield shade,Standard,58,-0.004,0.044,,,,-0.044,,2,-2,0.695,0.305,26,26,26,26,1,0,6.0,1.0,,1,4.66,-1.58,1.58,18.3,,,,,
FF,2026-04-09,93.6,-2.12,4.81,"Arrighetti, Spencer",700032,681293,field_out,hit_into_play,,,,,12,Victor Labrada bunt pops out softly to third baseman Shay Whitcomb in foul territory.,R,L,R,SUG,TAC,X,5.0,popup,0,0,2026,-1.1,1.21,0.1080440147543988,3.250850392207014,,,680695.0,0,2,Top,110.0,197.0,,,,,8.26830323108819,-136.1995140721086,-0.9310874682378472,-15.434435280214126,26.55606377405305,-16.931778994016554,3.012007874,1.52007874,45.0,34.2,68.0,95.5,2419,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.37,0.046,0.041,0.0,1.0,0.0,0.0,1.0,13,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,227,0.036,0.006,,,0.046,-0.006,88.0,2,-2,0.659,0.3409999999999999,26,26,26,26,1,0,6.0,2.0,,1,1.36,1.1,-1.1,20.4,,,,,
