game_pk,pitcher,pitches,swings,whiffs,actual_K,actual_BB,actual_HBP,actual_H,actual_PA,runs_allowed,arsenal_xWhiff,stuff_xWhiff,outs_est,ip,actual_FP,p_overall_swstr,baseline_xK,arsenal_xK,stuff_xK,lineup_xfp_proxy,pitcher_xfp_proxy,lineup_xfp,lineup_n,pitcher_xfp,year
446874,628452,90,45,6,7,0,0,6,24,2,11.601283341982356,12.85981080151359,18,6.0,16.799999999999997,0.19457013574660634,2.9185520361990953,3.867094447327452,4.28660360050453,,,0.4499497507861357,7.0,,2016
446875,503449,83,38,7,2,2,0,6,20,5,6.663,6.017857142857142,12,4.0,-2.8000000000000007,0.1946524064171123,2.465597147950089,2.221,2.005952380952381,,,0.5845888711378175,8.0,6.074999999999999,2016
446875,518516,101,33,11,6,5,0,5,22,3,7.8217296315516345,6.018387083048675,12,4.0,3.1999999999999993,0.2413184226015303,2.6545026486168335,2.6072432105172116,2.0061290276828916,,,0.5008583721675122,5.0,18.084375,2016
446876,430935,104,48,18,8,3,1,4,28,2,11.117,12.39188566906649,20,6.666666666666667,18.0,0.2519035532994924,4.030456852791878,3.705666666666667,4.1306285563554965,,,0.5208641990263811,8.0,14.968749999999998,2016
446876,433587,93,37,14,6,5,1,1,27,3,8.796999999999999,6.877333995873783,20,6.666666666666667,15.0,0.20792951541850221,2.564464023494861,2.932333333333333,2.292444665291261,,,0.5477261262554599,9.0,15.439999999999998,2016
446877,425794,96,41,7,3,3,1,6,25,3,8.872729631551636,5.469092437201299,15,5.0,3.5,0.1874095513748191,2.561263868789194,2.957576543850545,1.823030812400433,,,0.5089085307663597,8.0,,2016
446877,434538,94,37,15,10,5,0,3,26,0,7.729364815775817,8.854135338345863,18,6.0,21.799999999999997,0.2671232876712329,3.2945205479452055,2.576454938591939,2.9513784461152874,,,0.5251857664993402,7.0,14.432258064516128,2016
446878,285079,82,41,9,3,2,0,6,23,2,10.289227815256876,8.240765558184913,15,5.0,7.5,0.2210283960092095,3.0207214121258636,3.4297426050856252,2.7469218527283044,,,0.4959611062007609,7.0,11.309090909090909,2016
446878,592767,98,42,10,5,1,0,6,27,5,10.704094447327453,9.957489152137843,20,6.666666666666667,10.0,0.22181551976573938,3.105417276720351,3.568031482442484,3.319163050712614,,,0.6458985694161655,6.0,13.799999999999995,2016
446879,453286,104,60,16,7,2,0,3,25,2,10.735188894654904,12.355015619334505,20,6.666666666666667,20.0,0.29880043620501634,5.9760087241003275,3.5783962982183013,4.118338539778168,,,0.5192063497599534,6.0,20.493939393939392,2016
446879,527054,102,45,11,4,3,0,5,25,2,10.747,11.91841664629952,17,5.666666666666667,10.7,0.2150313152400835,3.2254697286012526,3.582333333333333,3.9728055487665066,,,0.5249923089062895,9.0,11.12121212121212,2016
446880,452657,93,47,7,4,0,0,4,25,1,7.786364815775817,8.268673710169612,21,7.0,21.099999999999998,0.2222222222222222,3.4814814814814814,2.595454938591939,2.756224570056537,,,0.5336889158995651,8.0,14.51875,2016
446880,571760,87,43,11,7,0,0,7,25,4,9.591000000000001,6.848276509814971,18,6.0,11.799999999999997,0.2558139534883721,3.6666666666666665,3.1970000000000005,2.2827588366049905,,,0.5430902568282531,7.0,,2016
446881,500779,96,46,10,7,0,0,7,24,2,9.544,8.50570670280893,17,5.666666666666667,14.7,0.1690046760187041,2.591405032286796,3.1813333333333333,2.8352355676029766,,,0.5552824064317654,7.0,13.124999999999998,2016
446881,605135,97,49,11,4,2,0,8,27,4,11.004,11.087958323712204,17,5.666666666666667,4.699999999999999,0.19457013574660634,3.1779788838612366,3.6679999999999997,3.695986107904068,,,0.46967546873292004,9.0,,2016
446882,518452,98,42,8,4,3,1,7,27,3,9.133364815775817,8.438171434006804,16,5.333333333333333,4.599999999999998,0.19619326500732065,2.746705710102489,3.044454938591939,2.8127238113356015,,,0.5003105257255042,7.0,10.009999999999998,2016
446882,571946,91,38,1,2,1,0,8,26,6,7.065,8.795854064058105,17,5.666666666666667,-0.3000000000000007,0.15024630541871922,1.90311986863711,2.355,2.931951354686035,,,0.6125574596136967,6.0,13.115151515151512,2016
446883,434378,98,52,16,5,2,0,3,23,3,10.238,9.855172508339672,18,6.0,13.799999999999997,0.24141689373297004,4.1845594913714805,3.4126666666666665,3.2850575027798907,,,0.5130263348956405,9.0,14.505,2016
446883,612672,76,37,7,3,0,0,9,24,5,9.304094447327452,6.861906309901963,15,5.0,0.5,0.18696581196581197,2.305911680911681,3.1013648157758174,2.287302103300654,,,0.5125524395221351,8.0,12.467741935483868,2016
446884,431148,75,32,6,5,0,0,1,19,0,7.043729631551636,7.002697598980394,18,6.0,23.799999999999997,0.21348314606741572,2.2771535580524342,2.3479098771838784,2.3342325329934646,,,0.48430647135058297,7.0,12.338709677419352,2016
446884,448306,81,40,7,6,1,0,6,24,3,8.133553710430721,8.127286056973798,17,5.666666666666667,11.7,0.2145481263776635,2.8606416850355134,2.711184570143574,2.7090953523245993,,,0.5301845882254236,5.0,12.921212121212118,2016
446885,456501,96,44,8,4,0,0,6,26,1,10.281729631551634,6.6098893612270455,20,6.666666666666667,18.0,0.19822672577580747,2.9073253113785094,3.4272432105172115,2.2032964537423485,,,0.5008583721675122,5.0,14.08125,2016
446885,519076,88,43,4,3,1,0,5,28,2,6.068,7.084830835037952,22,7.333333333333333,17.2,0.1680482290881688,2.408691283597086,2.0226666666666664,2.361610278345984,,,0.5845888711378175,8.0,10.98,2016
446886,527048,88,38,6,3,4,1,2,23,2,7.197000000000001,5.473493813323537,16,5.333333333333333,9.599999999999998,0.16609938733832538,2.1039255729521216,2.3990000000000005,1.8244979377745123,,,0.50626813471377,7.0,7.807142857142856,2016
446886,547874,90,40,7,5,3,1,6,24,2,11.071094447327452,7.963793759071493,14,4.666666666666667,6.399999999999999,0.16113416320885202,2.14845550945136,3.6903648157758173,2.6545979196904974,,,0.5477261262554599,9.0,15.024999999999997,2016
446887,543606,111,47,15,10,2,0,4,24,2,11.419999999999998,9.546426786606695,18,6.0,19.799999999999997,0.1939281288723668,3.0382073523337465,3.806666666666666,3.1821422622022317,,,0.6327363388085282,8.0,13.607142857142856,2016
446887,592717,91,48,14,8,0,0,5,25,1,10.665364815775817,7.532472760733629,20,6.666666666666667,23.0,0.18938193343898574,3.0301109350237723,3.5551216052586057,2.5108242535778764,,,0.49374857662131794,8.0,9.363636363636362,2016
446888,453329,94,38,8,4,3,0,6,21,5,8.076,7.367362836438923,12,4.0,-1.8000000000000007,0.2114695340501792,2.678614097968937,2.692,2.455787612146308,,,0.4997181783807764,8.0,13.516666666666666,2016
446888,471911,96,44,10,5,1,0,7,23,4,8.676,7.723999300667467,15,5.0,5.5,0.24909090909090909,3.653333333333333,2.892,2.5746664335558225,,,0.5952529495380874,8.0,16.02758620689655,2016
446889,453562,89,44,9,6,1,0,2,23,0,8.975999999999999,8.813465656409548,20,6.666666666666667,25.0,0.23267326732673269,3.4125412541254128,2.9919999999999995,2.9378218854698495,,,0.5336889158995651,8.0,20.43636363636364,2016
446889,572070,97,48,16,7,3,0,6,22,3,10.461,9.770569087439666,13,4.333333333333333,6.299999999999997,0.23693379790940766,3.790940766550522,3.487,3.2568563624798887,,,0.5316555876279472,8.0,,2016
446890,543243,97,39,9,5,4,0,3,27,1,8.512,9.399266052389422,20,6.666666666666667,18.0,0.1813953488372093,2.3581395348837213,2.8373333333333335,3.1330886841298073,,,0.46967546873292004,9.0,16.064516129032256,2016
446890,607074,99,48,12,6,1,0,7,29,2,8.412,13.195308982636194,21,7.0,17.099999999999998,0.21987480438184664,3.5179968701095468,2.8040000000000003,4.398436327545398,,,0.5387633683485354,7.0,11.352173913043476,2016
446891,543022,89,47,8,3,0,1,7,28,2,7.909,10.41097942102019,20,6.666666666666667,13.0,0.17693661971830985,2.7720070422535206,2.6363333333333334,3.470326473673397,,,0.48446732628643413,6.0,,2016
446891,571578,88,41,9,6,0,0,8,26,4,10.749094447327451,11.033034327769876,18,6.0,9.799999999999997,0.2018348623853211,2.758409785932722,3.583031482442484,3.6776781092566253,,,0.5499677612241243,7.0,11.381249999999998,2016
446892,434671,89,35,7,3,3,1,4,21,0,8.739459263103269,5.478716237333764,13,4.333333333333333,9.299999999999997,0.19611470860314523,2.288004933703361,2.91315308770109,1.8262387457779212,,,0.529643314540401,8.0,11.128,2016
446892,605228,106,46,17,13,1,0,5,23,3,12.960364815775819,14.7098086627418,17,5.666666666666667,19.7,0.31417910447761194,4.817412935323383,4.320121605258606,4.903269554247267,,,0.5176958181492576,8.0,15.945454545454544,2016
446893,501381,87,48,13,5,0,1,8,24,6,12.454,9.214189277496606,15,5.0,0.5,0.2901023890784983,4.6416382252559725,4.1513333333333335,3.071396425832202,,,0.5219374626829196,8.0,11.785185185185185,2016
446893,593140,107,38,8,4,4,0,7,24,7,6.232,7.3964045814256485,13,4.333333333333333,-6.700000000000003,0.21052631578947367,2.6666666666666665,2.0773333333333333,2.4654681938085496,,,0.5403444831305904,9.0,,2016
446894,488768,94,39,7,5,2,0,6,20,5,7.067000000000001,6.9340957373777545,12,4.0,0.1999999999999993,0.17330677290836655,2.252988047808765,2.355666666666667,2.311365245792585,,,0.5282119274967215,6.0,8.916129032258064,2016
446894,628317,84,44,9,4,0,0,5,23,0,11.586729631551634,11.581917161706745,18,6.0,18.799999999999997,0.25733634311512416,3.774266365688488,3.8622432105172115,3.8606390539022484,,,0.49484877797918886,6.0,,2016
446895,451596,89,37,7,4,3,0,2,20,1,10.345,5.781335598470836,15,5.0,13.5,0.1554524361948956,1.9172467130703792,3.4483333333333337,1.9271118661569453,,,0.5034055790910902,7.0,9.675757575757574,2016
446895,502043,105,43,8,3,5,0,7,26,4,9.983,11.272431859354153,14,4.666666666666667,-1.6000000000000014,0.2184115523465704,3.130565583634176,3.327666666666667,3.7574772864513846,,,0.5161221636906528,8.0,11.525,2016
446896,432934,93,40,9,4,3,0,3,21,2,10.436000000000002,8.839223494275759,15,5.0,10.5,0.2288135593220339,3.050847457627119,3.4786666666666672,2.946407831425253,,,0.5639363752999905,7.0,11.505555555555553,2016
446896,592789,92,48,16,9,1,0,3,23,0,10.707364815775819,6.542997405909888,19,6.333333333333333,25.9,0.28493150684931506,4.558904109589041,3.5691216052586063,2.180999135303296,,,0.5572363999243417,8.0,16.079166666666666,2016
446897,605232,86,36,13,9,1,0,3,22,2,7.998364815775818,6.753910323253388,18,6.0,20.799999999999997,0.21450617283950618,2.574074074074074,2.666121605258606,2.251303441084463,,,0.44849019466946544,6.0,,2016
446897,605400,95,48,9,8,0,0,4,25,1,9.966648157758174,9.555625567018726,21,7.0,25.099999999999998,0.22841965471447542,3.6547144754316068,3.322216052586058,3.1852085223395754,,,0.5275361738201039,6.0,12.52307692307692,2016
446898,502188,98,42,6,6,3,0,8,26,3,10.177283341982356,6.4550434181218534,15,5.0,5.5,0.19153094462540718,2.6814332247557005,3.3924277806607854,2.151681139373951,,,0.5008583721675122,5.0,10.790625,2016
446898,543380,80,29,3,1,2,0,3,18,2,6.492094447327452,5.8088190359789165,13,4.333333333333333,6.299999999999999,0.15254237288135594,1.474576271186441,2.1640314824424842,1.936273011992972,,,0.5767149708445624,8.0,,2016
446899,407890,96,37,7,4,3,0,6,24,3,9.982364815775817,6.748281711275301,15,5.0,5.5,0.1745049504950495,2.152227722772277,3.327454938591939,2.249427237091767,,,0.5320346238564335,7.0,10.133333333333333,2016
446899,489119,91,51,13,7,0,0,7,25,5,12.899,10.064460294506187,18,6.0,9.799999999999997,0.1901743264659271,3.2329635499207607,4.299666666666666,3.354820098168729,,,0.5642358043034218,5.0,9.925,2016
446900,502190,99,40,4,1,3,1,7,23,4,7.763729631551635,4.892232070271264,12,4.0,-4.800000000000001,0.15122723673792557,2.0163631565056743,2.587909877183878,1.6307440234237547,,,0.5089085307663597,8.0,12.403333333333332,2016
446900,504379,84,40,9,7,0,0,2,20,1,10.081,7.748478945238075,18,6.0,22.799999999999997,0.1801980198019802,2.4026402640264024,3.360333333333333,2.5828263150793584,,,0.5012883676019414,7.0,,2016
446901,457918,89,41,12,4,1,1,7,26,2,8.985,7.694671657415624,17,5.666666666666667,9.7,0.20521861777150915,2.8046544428772915,2.9949999999999997,2.5648905524718746,,,0.49325136846216894,7.0,11.464516129032257,2016
446901,519043,102,42,11,6,2,1,5,23,3,9.120999999999997,9.650944614849806,15,5.0,8.5,0.22135416666666666,3.0989583333333335,3.0403333333333324,3.2169815382832687,,,0.6754903686930042,6.0,5.949999999999998,2016
446902,502032,98,41,5,4,2,0,6,28,3,9.747,10.099763095551461,20,6.666666666666667,12.0,0.19895287958115182,2.719022687609075,3.249,3.366587698517154,,,0.5211281585431976,8.0,3.7545454545454535,2016
446902,544931,87,44,8,4,3,0,6,23,1,8.516824078879088,10.702412280701756,14,4.666666666666667,8.399999999999999,0.22489270386266094,3.298426323319027,2.8389413596263626,3.5674707602339186,,,0.5192063497599534,6.0,14.043478260869565,2016
446903,458708,104,54,5,3,0,0,7,29,3,9.529,9.58928525533938,22,7.333333333333333,14.2,0.1483560545308741,2.670408981555734,3.1763333333333335,3.19642841844646,,,0.600849283132255,7.0,17.25,2016
446903,519141,104,50,10,6,2,0,5,28,2,10.861,11.557882827197535,21,7.0,18.099999999999998,0.24031007751937986,4.0051679586563305,3.6203333333333334,3.852627609065845,,,0.5330554511392754,7.0,,2016
446904,407793,84,47,11,4,1,0,8,26,6,10.178364815775817,9.387545847769589,17,5.666666666666667,1.6999999999999993,0.23733719247467439,3.7182826821032324,3.3927882719252724,3.12918194925653,,,0.4755887389953234,8.0,14.72424242424242,2016
446904,523989,70,28,5,2,3,1,6,20,5,6.351999999999999,7.78437158738144,10,3.3333333333333335,-7.0,0.22816901408450704,2.1295774647887327,2.1173333333333333,2.5947905291271467,,,0.5549189742622084,7.0,9.809375,2016
446905,502009,88,43,4,2,1,0,1,21,0,8.675459263103269,8.345477262002746,19,6.333333333333333,20.9,0.1489795918367347,2.135374149659864,2.891819754367756,2.781825754000915,,,0.5592660056732148,8.0,10.839999999999998,2016
446905,608665,84,37,7,4,1,0,3,22,2,7.268094447327453,7.908005490874877,18,6.0,15.799999999999997,0.16706443914081145,2.060461416070008,2.422698149109151,2.6360018302916255,,,0.49725015608127154,7.0,8.171428571428569,2016
446906,543135,94,49,11,7,0,0,6,21,5,12.032824078879086,9.249962582220645,15,5.0,7.5,0.19155844155844157,3.128787878787879,4.010941359626362,3.083320860740215,,,0.5539467658625464,7.0,11.407692307692306,2016
446906,571666,82,39,6,3,0,0,9,23,5,7.192,5.737932258100089,14,4.666666666666667,-0.6000000000000014,0.19435483870967743,2.5266129032258067,2.3973333333333335,1.912644086033363,,,0.5403444831305904,9.0,12.623333333333331,2016
446907,408241,79,39,2,3,0,0,10,24,4,7.696364815775818,7.720621158934518,14,4.666666666666667,0.3999999999999986,0.21380090497737556,2.7794117647058822,2.5654549385919396,2.5735403863115063,,,0.48642086623077807,6.0,11.942105263157892,2016
446907,622072,84,36,5,3,2,0,8,25,3,6.378364815775817,6.443132978965063,15,5.0,3.5,0.22842639593908629,2.7411167512690358,2.126121605258606,2.147710992988354,,,0.5845888711378175,8.0,11.19032258064516,2016
446908,434622,107,56,12,9,0,0,8,28,2,15.181729631551637,11.677458787519965,20,6.666666666666667,19.0,0.19650205761316872,3.6680384087791498,5.060576543850545,3.892486262506655,,,0.4836206020207348,7.0,10.499999999999998,2016
446908,461833,93,44,4,4,0,0,6,24,1,10.027999999999999,7.592045454545455,18,6.0,15.799999999999997,0.13053613053613053,1.9145299145299146,3.3426666666666662,2.5306818181818183,,,0.5166559726231562,7.0,9.839999999999998,2016
446909,450203,67,29,5,3,2,0,5,18,4,6.377188894654903,5.476726095270527,11,3.6666666666666665,0.09999999999999964,0.29310344827586204,2.8333333333333335,2.1257296315516343,1.8255753650901756,,,0.48678387471357343,5.0,,2016
446909,596112,87,46,8,1,2,1,6,24,4,9.631824078879086,11.651351351351353,15,5.0,0.5,0.195906432748538,3.003898635477583,3.2106080262930288,3.8837837837837843,,,0.4695960591111135,7.0,,2016
446910,477003,82,40,10,7,1,1,5,23,5,8.312999999999999,6.9240856974897,16,5.333333333333333,7.599999999999998,0.15621156211562115,2.082820828208282,2.7709999999999995,2.3080285658299,,,0.5057308467589393,7.0,8.513793103448274,2016
446910,608379,98,50,6,3,1,0,10,23,4,10.022094447327452,8.712741970551237,12,4.0,-2.8000000000000007,0.17692307692307693,2.948717948717949,3.340698149109151,2.904247323517079,,,0.5089085307663597,8.0,12.663333333333332,2016
446911,502042,107,46,19,12,3,0,5,24,3,12.107999999999999,8.684086477610919,16,5.333333333333333,15.599999999999998,0.27020038784744665,4.1430726136608484,4.036,2.894695492536973,,,0.6419288075310666,7.0,16.020588235294117,2016
446911,573186,98,54,9,5,1,0,6,32,2,12.584364815775817,9.122112172902497,25,8.333333333333334,21.5,0.1979381443298969,3.562886597938144,4.1947882719252725,3.0407040576341657,,,0.49374857662131794,8.0,,2016
446912,523260,80,32,8,4,3,1,7,20,7,7.613,5.472844381686822,9,3.0,-11.100000000000001,0.2751322751322751,2.9347442680776012,2.537666666666667,1.824281460562274,,,0.6419288075310666,7.0,,2016
446912,573186,92,38,7,4,3,0,6,24,2,7.257000000000001,6.8641756675256325,15,5.0,7.5,0.1979381443298969,2.507216494845361,2.419,2.2880585558418773,,,0.576653810313568,9.0,,2016
446913,434628,89,35,9,6,3,0,4,23,1,9.448729631551634,7.61532825943978,16,5.333333333333333,14.599999999999998,0.22277227722772278,2.599009900990099,3.1495765438505448,2.5384427531465934,,,0.5003105257255042,7.0,12.496774193548386,2016
446913,592662,97,37,9,3,4,1,4,25,2,6.642,7.716924731319438,16,5.333333333333333,7.599999999999998,0.24829931972789115,3.062358276643991,2.214,2.5723082437731457,,,0.5430902568282531,7.0,11.247826086956522,2016
446914,433579,105,46,7,6,1,0,8,25,7,10.972000000000001,10.50752466203873,16,5.333333333333333,0.5999999999999979,0.19745222929936307,3.0276008492569004,3.6573333333333338,3.5025082206795766,,,0.5043667096479705,9.0,,2016
446914,517593,87,40,15,7,3,1,1,18,1,7.324999999999999,10.216204001593283,13,4.333333333333333,14.299999999999997,0.236983842010772,3.1597845601436263,2.4416666666666664,3.4054013338644276,,,0.46967546873292004,9.0,14.589999999999998,2016
446915,444857,79,26,5,5,3,0,5,18,4,7.131094447327452,4.808700734850141,10,3.3333333333333335,0.0,0.1286549707602339,1.115009746588694,2.377031482442484,1.602900244950047,,,0.5008583721675122,5.0,,2016
446915,502624,85,33,8,5,0,0,4,18,0,7.867729631551635,6.513972537811291,14,4.666666666666667,16.4,0.1834625322997416,2.0180878552971575,2.622576543850545,2.1713241792704303,,,0.5139944706713001,8.0,9.966666666666663,2016
446916,430912,89,42,5,3,1,0,6,24,2,9.801729631551636,4.7602347378196335,17,5.666666666666667,10.7,0.18910741301059,2.64750378214826,3.267243210517212,1.5867449126065445,,,0.5103476600451853,7.0,6.463636363636363,2016
446916,548389,100,32,9,4,4,0,0,25,0,7.751094447327453,5.736713188061333,21,7.0,23.099999999999998,0.1657848324514991,1.768371546149324,2.583698149109151,1.9122377293537776,,,0.5688870122862668,8.0,,2016
446917,543699,99,37,9,3,3,0,9,23,4,6.985094447327452,6.53661559896965,11,3.6666666666666665,-4.9,0.20418118466898955,2.518234610917538,2.328364815775817,2.1788718663232167,,,0.529643314540401,8.0,7.074999999999998,2016
446918,429722,102,44,10,7,2,0,6,26,2,11.793364815775819,9.392574194266013,18,6.0,14.799999999999997,0.2113289760348584,3.0994916485112562,3.9311216052586064,3.1308580647553375,,,0.5572363999243417,8.0,11.64705882352941,2016
446918,570649,98,39,10,6,6,0,2,22,1,10.265,8.9636230788783,14,4.666666666666667,11.399999999999999,0.20919881305637983,2.7195845697329375,3.421666666666667,2.9878743596260997,,,0.47463111585719314,7.0,11.57142857142857,2016
446919,519455,100,40,5,3,3,0,2,24,0,8.787,6.694370026208934,19,6.333333333333333,18.9,0.16084788029925187,2.144638403990025,2.9290000000000003,2.231456675402978,,,0.5119348633328383,7.0,12.009090909090908,2016
446919,622663,95,49,11,5,0,0,10,24,3,11.239000000000003,8.508720426189196,14,4.666666666666667,4.399999999999999,0.17929292929292928,2.928451178451178,3.746333333333334,2.8362401420630654,,,0.5128759370780949,9.0,12.18181818181818,2016
446920,474668,81,38,6,2,1,1,4,21,2,6.931000000000001,5.998095752444216,15,5.0,8.5,0.15170278637770898,1.9215686274509804,2.310333333333334,1.9993652508147386,,,0.50626813471377,7.0,,2016
446920,592836,100,44,9,4,0,0,7,25,2,9.50309444732745,7.489057570042338,18,6.0,12.799999999999997,0.207020702070207,3.036303630363036,3.16769814910915,2.4963525233474457,,,0.5594990757499283,9.0,11.379310344827584,2016
446921,594798,76,38,11,6,0,0,5,22,1,9.49691852620654,9.419361846244232,17,5.666666666666667,17.7,0.22144725370531823,2.8049985469340313,3.1656395087355134,3.139787282081411,,,0.4534854641298745,6.0,17.506666666666664,2016
446921,595191,87,39,5,3,2,1,5,24,3,8.706364815775817,5.649724517317733,16,5.333333333333333,6.599999999999998,0.2064186725018235,2.6834427425237055,2.9021216052586056,1.8832415057725775,,,0.574820748352272,6.0,,2016
446922,430580,89,43,15,6,2,2,5,24,2,9.349094447327452,7.1779890101362644,15,5.0,9.5,0.17913832199546487,2.5676492819349965,3.1163648157758175,2.392663003378755,,,0.5089085307663597,8.0,8.187096774193547,2016
446922,434538,90,32,7,3,4,1,5,23,3,7.229094447327452,7.724289891395154,13,4.333333333333333,1.2999999999999972,0.2671232876712329,2.849315068493151,2.409698149109151,2.574763297131718,,,0.5607294794853196,6.0,14.432258064516128,2016
446923,543475,84,37,9,4,3,1,7,21,4,8.181364815775817,6.071550386656345,10,3.3333333333333335,-4.0,0.14189189189189189,1.75,2.727121605258606,2.0238501288854485,,,0.48430647135058297,7.0,,2016
446923,607067,90,46,11,5,4,0,6,20,5,8.916364815775818,6.840145175163913,10,3.3333333333333335,-4.0,0.1600547195622435,2.454172366621067,2.972121605258606,2.2800483917213046,,,0.579156806359744,7.0,,2016
446924,448802,94,37,7,6,3,0,5,27,4,6.506824078879086,7.491484757867546,19,6.333333333333333,10.899999999999999,0.1989342806394316,2.4535227945529896,2.1689413596263623,2.497161585955849,,,0.468832667524242,6.0,15.774999999999997,2016
446924,605538,91,48,10,6,1,1,7,28,4,11.571,7.176488002124675,19,6.333333333333333,9.899999999999999,0.1899392888117953,3.039028620988725,3.8569999999999998,2.3921626673748917,,,0.5251857664993402,7.0,7.978947368421051,2016
446925,501957,83,39,12,5,2,0,4,19,1,9.46236481577582,5.627272727272728,13,4.333333333333333,11.299999999999997,0.1935483870967742,2.5161290322580645,3.1541216052586063,1.875757575757576,,,0.49374857662131794,8.0,8.806451612903224,2016
446925,502042,97,46,7,5,2,0,10,25,6,11.62,8.31111708392179,13,4.333333333333333,-4.700000000000003,0.27020038784744665,4.1430726136608484,3.873333333333333,2.7703723613072633,,,0.509998588669938,7.0,16.020588235294117,2016
446926,456167,88,43,5,1,2,0,6,26,3,9.349,7.904361424949936,18,6.0,6.799999999999997,0.206401766004415,2.9584253127299487,3.1163333333333334,2.6347871416499786,,,0.5154289952646445,8.0,,2016
446926,533167,65,29,6,2,3,0,7,19,5,6.762,6.184040666080259,9,3.0,-8.100000000000001,0.25294579732914374,2.445142707515056,2.254,2.0613468886934196,,,0.5477261262554599,9.0,10.391666666666666,2016
446927,285079,101,42,12,9,2,0,8,26,7,9.937403736377789,8.213266907460456,16,5.333333333333333,2.599999999999998,0.2210283960092095,3.094397544128933,3.3124679121259297,2.737755635820152,,,0.5655883784392781,6.0,11.309090909090909,2016
446927,519144,105,45,10,7,1,0,7,27,4,9.569459263103269,6.955183073833447,19,6.333333333333333,11.899999999999999,0.1701346389228886,2.5520195838433293,3.189819754367756,2.318394357944482,,,0.6458985694161655,6.0,9.989285714285714,2016
446928,425844,100,49,13,8,3,0,7,29,4,12.471,7.631306667795193,19,6.333333333333333,10.899999999999999,0.21375921375921375,3.491400491400491,4.157,2.5437688892650643,,,0.5316555876279472,8.0,20.2125,2016
446928,543294,99,40,5,5,1,0,4,25,2,6.711,4.78418116822461,20,6.666666666666667,18.0,0.234375,3.125,2.237,1.5947270560748699,,,0.48872545691537145,7.0,11.749999999999998,2016
446929,519242,107,43,7,6,2,0,6,28,3,9.141459263103268,9.65937249519339,20,6.666666666666667,14.0,0.23604368932038836,3.3832928802588995,3.0471530877010893,3.21979083173113,,,0.5099676954127903,8.0,17.677419354838705,2016
